Малын төрөл,Бүс,Он,value
Хонь,        Улаанбаатар,1971,7.5
Хонь,        Улаанбаатар,1970,4.2
Хонь,               Улаанбаатар,2024,133.4
Хонь,               Улаанбаатар,2023,155.6
Хонь,               Улаанбаатар,2022,164.3
Хонь,               Улаанбаатар,2021,169.0
Хонь,               Улаанбаатар,2020,174.9
Хонь,               Улаанбаатар,2019,176.7
Хонь,               Улаанбаатар,2018,166.3
Хонь,               Улаанбаатар,2017,170.2
Хонь,               Улаанбаатар,2016,176.8
Хонь,               Улаанбаатар,2015,162.3
Хонь,               Улаанбаатар,2014,158.9
Хонь,               Улаанбаатар,2013,134.6
Хонь,               Улаанбаатар,2012,124.7
Хонь,               Улаанбаатар,2011,105.8
Хонь,               Улаанбаатар,2010,101.6
Хонь,               Улаанбаатар,2009,167.9
Хонь,               Улаанбаатар,2008,154.5
Хонь,               Улаанбаатар,2007,128.7
Хонь,               Улаанбаатар,2006,129.0
Хонь,               Улаанбаатар,2005,94.2
Хонь,               Улаанбаатар,2004,85.3
Хонь,               Улаанбаатар,2003,96.8
Хонь,               Улаанбаатар,2002,94.2
Хонь,               Улаанбаатар,2001,94.8
Хонь,               Улаанбаатар,2000,102.8
Хонь,               Улаанбаатар,1999,109.7
Хонь,               Улаанбаатар,1998,142.5
Хонь,               Улаанбаатар,1997,145.1
Хонь,               Улаанбаатар,1996,149.0
Хонь,               Улаанбаатар,1995,145.2
Хонь,               Улаанбаатар,1994,132.6
Хонь,               Улаанбаатар,1993,144.8
Хонь,               Улаанбаатар,1992,147.8
Хонь,               Улаанбаатар,1991,104.1
Хонь,               Улаанбаатар,1990,65.8
Хонь,               Улаанбаатар,1989,50.9
Хонь,               Улаанбаатар,1988,40.2
Хонь,               Улаанбаатар,1987,36.7
Хонь,               Улаанбаатар,1986,30.5
Хонь,               Улаанбаатар,1985,30.5
Хонь,               Улаанбаатар,1984,28.0
Хонь,               Улаанбаатар,1983,26.3
Хонь,               Улаанбаатар,1982,18.3
Хонь,               Улаанбаатар,1981,16.0
Хонь,               Улаанбаатар,1980,14.7
Хонь,               Улаанбаатар,1979,4.7
Хонь,               Улаанбаатар,1978,14.9
Хонь,               Улаанбаатар,1977,20.3
Хонь,               Улаанбаатар,1976,20.7
Хонь,               Улаанбаатар,1975,19.0
Хонь,               Улаанбаатар,1974,15.5
Хонь,               Улаанбаатар,1973,13.7
Хонь,               Улаанбаатар,1972,11.4
Хонь,               Улаанбаатар,1971,7.5
Хонь,               Улаанбаатар,1970,4.2
Ямаа,Улсын дүн,2024,22920.2
Ямаа,Улсын дүн,2023,24618.2
Ямаа,Улсын дүн,2022,27569.4
Ямаа,Улсын дүн,2021,26456.1
Ямаа,Улсын дүн,2020,27720.3
Ямаа,Улсын дүн,2019,29261.7
Ямаа,Улсын дүн,2018,27124.7
Ямаа,Улсын дүн,2017,27346.7
Ямаа,Улсын дүн,2016,25574.9
Ямаа,Улсын дүн,2015,23592.9
Ямаа,Улсын дүн,2014,22008.9
Ямаа,Улсын дүн,2013,19227.6
Ямаа,Улсын дүн,2012,17558.7
Ямаа,Улсын дүн,2011,15934.6
Ямаа,Улсын дүн,2010,13883.2
Ямаа,Улсын дүн,2009,19651.5
Ямаа,Улсын дүн,2008,19969.4
Ямаа,Улсын дүн,2007,18347.9
Ямаа,Улсын дүн,2006,15451.7
Ямаа,Улсын дүн,2005,13267.4
Ямаа,Улсын дүн,2004,12238.0
Ямаа,Улсын дүн,2003,10653.0
Ямаа,Улсын дүн,2002,9134.8
Ямаа,Улсын дүн,2001,9591.3
Ямаа,Улсын дүн,2000,10269.8
Ямаа,Улсын дүн,1999,11033.9
Ямаа,Улсын дүн,1998,11061.9
Ямаа,Улсын дүн,1997,10265.3
Ямаа,Улсын дүн,1996,9134.9
Ямаа,Улсын дүн,1995,8520.8
Ямаа,Улсын дүн,1994,7234.6
Ямаа,Улсын дүн,1993,6036.1
Ямаа,Улсын дүн,1992,5602.5
Ямаа,Улсын дүн,1991,5249.6
Ямаа,Улсын дүн,1990,5125.8
Ямаа,Улсын дүн,1989,4959.2
Ямаа,Улсын дүн,1988,4474.3
Ямаа,Улсын дүн,1987,4387.7
Ямаа,Улсын дүн,1986,4384.4
Ямаа,Улсын дүн,1985,4298.6
Ямаа,Улсын дүн,1984,4298.0
Ямаа,Улсын дүн,1983,4548.5
Ямаа,Улсын дүн,1982,4801.8
Ямаа,Улсын дүн,1981,4595.4
Ямаа,Улсын дүн,1980,4566.8
Ямаа,Улсын дүн,1979,4739.2
Ямаа,Улсын дүн,1978,4704.7
Ямаа,Улсын дүн,1977,4410.3
Ямаа,Улсын дүн,1976,4547.1
Ямаа,Улсын дүн,1975,4594.6
Ямаа,Улсын дүн,1974,4574.4
Ямаа,Улсын дүн,1973,4442.2
Ямаа,Улсын дүн,1972,4338.4
Ямаа,Улсын дүн,1971,4194.8
Ямаа,Улсын дүн,1970,4207.0
Ямаа,     Хангайн бүс,2024,5414.3
Ямаа,     Хангайн бүс,2023,5381.3
Ямаа,     Хангайн бүс,2022,5417.8
Ямаа,     Хангайн бүс,2021,4775.8
Ямаа,     Хангайн бүс,2020,5514.1
Ямаа,     Хангайн бүс,2019,6786.7
Ямаа,     Хангайн бүс,2018,6224.0
Ямаа,     Хангайн бүс,2017,6556.4
Ямаа,     Хангайн бүс,2016,6191.9
Ямаа,     Хангайн бүс,2015,5553.3
Ямаа,     Хангайн бүс,2014,5232.4
Ямаа,     Хангайн бүс,2013,4566.6
Ямаа,     Хангайн бүс,2012,3999.1
Ямаа,     Хангайн бүс,2011,3487.5
Ямаа,     Хангайн бүс,2010,2975.3
Ямаа,     Хангайн бүс,2009,4497.5
Ямаа,     Хангайн бүс,2008,4430.6
Ямаа,     Хангайн бүс,2007,3850.8
Ямаа,     Хангайн бүс,2006,3151.6
Ямаа,     Хангайн бүс,2005,2663.4
Ямаа,     Хангайн бүс,2004,2373.7
Ямаа,     Хангайн бүс,2003,2022.4
Ямаа,     Хангайн бүс,2002,1594.8
Ямаа,     Хангайн бүс,2001,2015.5
Ямаа,     Хангайн бүс,2000,2463.5
Ямаа,     Хангайн бүс,1999,2680.9
Ямаа,     Хангайн бүс,1998,2709.5
Ямаа,     Хангайн бүс,1997,2487.0
Ямаа,     Хангайн бүс,1996,2162.5
Ямаа,     Хангайн бүс,1995,2076.3
Ямаа,     Хангайн бүс,1994,1774.8
Ямаа,     Хангайн бүс,1993,1465.2
Ямаа,     Хангайн бүс,1992,1326.4
Ямаа,     Хангайн бүс,1991,1226.1
Ямаа,     Хангайн бүс,1990,1152.8
Ямаа,     Хангайн бүс,1989,1079.4
Ямаа,     Хангайн бүс,1988,933.0
Ямаа,     Хангайн бүс,1987,938.3
Ямаа,     Хангайн бүс,1986,928.3
Ямаа,     Хангайн бүс,1985,887.0
Ямаа,     Хангайн бүс,1984,933.4
Ямаа,     Хангайн бүс,1983,1072.4
Ямаа,     Хангайн бүс,1982,1150.2
Ямаа,     Хангайн бүс,1981,1081.5
Ямаа,     Хангайн бүс,1980,1064.0
Ямаа,     Хангайн бүс,1979,1055.5
Ямаа,     Хангайн бүс,1978,1076.0
Ямаа,     Хангайн бүс,1977,1015.4
Ямаа,     Хангайн бүс,1976,1016.6
Ямаа,     Хангайн бүс,1975,1012.4
Ямаа,     Хангайн бүс,1974,1009.3
Ямаа,     Хангайн бүс,1973,983.6
Ямаа,     Хангайн бүс,1972,977.5
Ямаа,     Хангайн бүс,1971,913.0
Ямаа,     Хангайн бүс,1970,915.2
Ямаа,            Архангай,2024,1165.0
Ямаа,            Архангай,2023,1264.5
Ямаа,            Архангай,2022,1526.9
Ямаа,            Архангай,2021,1487.0
Ямаа,            Архангай,2020,1489.3
Ямаа,            Архангай,2019,1708.4
Ямаа,            Архангай,2018,1499.3
Ямаа,            Архангай,2017,1435.4
Ямаа,            Архангай,2016,1402.3
Ямаа,            Архангай,2015,1270.6
Ямаа,            Архангай,2014,1256.0
Ямаа,            Архангай,2013,1131.8
Ямаа,            Архангай,2012,1045.7
Ямаа,            Архангай,2011,964.2
Ямаа,            Архангай,2010,852.8
Ямаа,            Архангай,2009,1195.1
Ямаа,            Архангай,2008,1175.0
Ямаа,            Архангай,2007,1017.6
Ямаа,            Архангай,2006,880.8
Ямаа,            Архангай,2005,755.1
Ямаа,            Архангай,2004,663.6
Ямаа,            Архангай,2003,606.7
Ямаа,            Архангай,2002,527.1
Ямаа,            Архангай,2001,509.9
Ямаа,            Архангай,2000,542.9
Ямаа,            Архангай,1999,551.2
Ямаа,            Архангай,1998,504.6
Ямаа,            Архангай,1997,433.9
Ямаа,            Архангай,1996,357.4
Ямаа,            Архангай,1995,307.9
Ямаа,            Архангай,1994,283.2
Ямаа,            Архангай,1993,235.0
Ямаа,            Архангай,1992,212.7
Ямаа,            Архангай,1991,197.3
Ямаа,            Архангай,1990,190.7
Ямаа,            Архангай,1989,174.7
Ямаа,            Архангай,1988,154.6
Ямаа,            Архангай,1987,141.6
Ямаа,            Архангай,1986,136.7
Ямаа,            Архангай,1985,136.3
Ямаа,            Архангай,1984,156.8
Ямаа,            Архангай,1983,164.1
Ямаа,            Архангай,1982,186.4
Ямаа,            Архангай,1981,176.1
Ямаа,            Архангай,1980,171.2
Ямаа,            Архангай,1979,165.1
Ямаа,            Архангай,1978,161.8
Ямаа,            Архангай,1977,148.3
Ямаа,            Архангай,1976,163.2
Ямаа,            Архангай,1975,171.1
Ямаа,            Архангай,1974,176.5
Ямаа,            Архангай,1973,172.8
Ямаа,            Архангай,1972,174.0
Ямаа,            Архангай,1971,169.2
Ямаа,            Архангай,1970,165.6
Ямаа,            Баянхонгор,2024,2391.0
Ямаа,            Баянхонгор,2023,2389.3
Ямаа,            Баянхонгор,2022,2182.7
Ямаа,            Баянхонгор,2021,1795.3
Ямаа,            Баянхонгор,2020,2219.2
Ямаа,            Баянхонгор,2019,2733.7
Ямаа,            Баянхонгор,2018,2478.9
Ямаа,            Баянхонгор,2017,2731.8
Ямаа,            Баянхонгор,2016,2569.1
Ямаа,            Баянхонгор,2015,2314.4
Ямаа,            Баянхонгор,2014,2138.1
Ямаа,            Баянхонгор,2013,1860.6
Ямаа,            Баянхонгор,2012,1596.3
Ямаа,            Баянхонгор,2011,1397.0
Ямаа,            Баянхонгор,2010,1213.3
Ямаа,            Баянхонгор,2009,1713.3
Ямаа,            Баянхонгор,2008,1696.9
Ямаа,            Баянхонгор,2007,1427.1
Ямаа,            Баянхонгор,2006,1136.4
Ямаа,            Баянхонгор,2005,916.1
Ямаа,            Баянхонгор,2004,764.2
Ямаа,            Баянхонгор,2003,599.3
Ямаа,            Баянхонгор,2002,412.1
Ямаа,            Баянхонгор,2001,802.7
Ямаа,            Баянхонгор,2000,1190.0
Ямаа,            Баянхонгор,1999,1199.3
Ямаа,            Баянхонгор,1998,1252.3
Ямаа,            Баянхонгор,1997,1191.4
Ямаа,            Баянхонгор,1996,1053.6
Ямаа,            Баянхонгор,1995,1031.9
Ямаа,            Баянхонгор,1994,879.0
Ямаа,            Баянхонгор,1993,712.9
Ямаа,            Баянхонгор,1992,658.6
Ямаа,            Баянхонгор,1991,600.3
Ямаа,            Баянхонгор,1990,548.6
Ямаа,            Баянхонгор,1989,507.3
Ямаа,            Баянхонгор,1988,433.7
Ямаа,            Баянхонгор,1987,466.1
Ямаа,            Баянхонгор,1986,460.3
Ямаа,            Баянхонгор,1985,452.6
Ямаа,            Баянхонгор,1984,458.9
Ямаа,            Баянхонгор,1983,579.7
Ямаа,            Баянхонгор,1982,599.5
Ямаа,            Баянхонгор,1981,570.1
Ямаа,            Баянхонгор,1980,553.4
Ямаа,            Баянхонгор,1979,530.7
Ямаа,            Баянхонгор,1978,550.4
Ямаа,            Баянхонгор,1977,532.2
Ямаа,            Баянхонгор,1976,515.6
Ямаа,            Баянхонгор,1975,510.9
Ямаа,            Баянхонгор,1974,510.9
Ямаа,            Баянхонгор,1973,503.4
Ямаа,            Баянхонгор,1972,503.8
Ямаа,            Баянхонгор,1971,463.6
Ямаа,            Баянхонгор,1970,464.6
Ямаа,            Өвөрхангай,2024,1858.4
Ямаа,            Өвөрхангай,2023,1727.5
Ямаа,            Өвөрхангай,2022,1708.2
Ямаа,            Өвөрхангай,2021,1493.5
Ямаа,            Өвөрхангай,2020,1805.6
Ямаа,            Өвөрхангай,2019,2344.6
Ямаа,            Өвөрхангай,2018,2245.8
Ямаа,            Өвөрхангай,2017,2389.2
Ямаа,            Өвөрхангай,2016,2220.5
Ямаа,            Өвөрхангай,2015,1968.3
Ямаа,            Өвөрхангай,2014,1838.3
Ямаа,            Өвөрхангай,2013,1574.2
Ямаа,            Өвөрхангай,2012,1357.2
Ямаа,            Өвөрхангай,2011,1126.4
Ямаа,            Өвөрхангай,2010,909.2
Ямаа,            Өвөрхангай,2009,1589.1
Ямаа,            Өвөрхангай,2008,1558.7
Ямаа,            Өвөрхангай,2007,1406.1
Ямаа,            Өвөрхангай,2006,1134.4
Ямаа,            Өвөрхангай,2005,992.2
Ямаа,            Өвөрхангай,2004,946.0
Ямаа,            Өвөрхангай,2003,816.4
Ямаа,            Өвөрхангай,2002,655.7
Ямаа,            Өвөрхангай,2001,703.0
Ямаа,            Өвөрхангай,2000,730.7
Ямаа,            Өвөрхангай,1999,930.4
Ямаа,            Өвөрхангай,1998,952.6
Ямаа,            Өвөрхангай,1997,861.7
Ямаа,            Өвөрхангай,1996,751.5
Ямаа,            Өвөрхангай,1995,736.5
Ямаа,            Өвөрхангай,1994,612.6
Ямаа,            Өвөрхангай,1993,517.4
Ямаа,            Өвөрхангай,1992,455.2
Ямаа,            Өвөрхангай,1991,428.5
Ямаа,            Өвөрхангай,1990,413.5
Ямаа,            Өвөрхангай,1989,397.5
Ямаа,            Өвөрхангай,1988,344.7
Ямаа,            Өвөрхангай,1987,330.6
Ямаа,            Өвөрхангай,1986,331.2
Ямаа,            Өвөрхангай,1985,298.1
Ямаа,            Өвөрхангай,1984,317.6
Ямаа,            Өвөрхангай,1983,328.6
Ямаа,            Өвөрхангай,1982,364.2
Ямаа,            Өвөрхангай,1981,335.4
Ямаа,            Өвөрхангай,1980,339.4
Ямаа,            Өвөрхангай,1979,359.8
Ямаа,            Өвөрхангай,1978,363.8
Ямаа,            Өвөрхангай,1977,334.9
Ямаа,            Өвөрхангай,1976,337.9
Ямаа,            Өвөрхангай,1975,330.5
Ямаа,            Өвөрхангай,1974,321.9
Ямаа,            Өвөрхангай,1973,307.4
Ямаа,            Өвөрхангай,1972,299.6
Ямаа,            Өвөрхангай,1971,280.2
Ямаа,            Өвөрхангай,1970,285.0
Ямаа,      Баруун бүс,2024,6901.7
Ямаа,      Баруун бүс,2023,6641.2
Ямаа,      Баруун бүс,2022,7440.5
Ямаа,      Баруун бүс,2021,7715.2
Ямаа,      Баруун бүс,2020,7716.3
Ямаа,      Баруун бүс,2019,7575.7
Ямаа,      Баруун бүс,2018,7319.9
Ямаа,      Баруун бүс,2017,7702.4
Ямаа,      Баруун бүс,2016,7272.7
Ямаа,      Баруун бүс,2015,6654.3
Ямаа,      Баруун бүс,2014,6064.6
Ямаа,      Баруун бүс,2013,5293.5
Ямаа,      Баруун бүс,2012,4768.7
Ямаа,      Баруун бүс,2011,4341.0
Ямаа,      Баруун бүс,2010,3643.9
Ямаа,      Баруун бүс,2009,5340.5
Ямаа,      Баруун бүс,2008,6145.4
Ямаа,      Баруун бүс,2007,6190.8
Ямаа,      Баруун бүс,2006,5421.4
Ямаа,      Баруун бүс,2005,4525.8
Ямаа,      Баруун бүс,2004,4222.9
Ямаа,      Баруун бүс,2003,3574.2
Ямаа,      Баруун бүс,2002,2881.9
Ямаа,      Баруун бүс,2001,3215.9
Ямаа,      Баруун бүс,2000,3426.2
Ямаа,      Баруун бүс,1999,3644.9
Ямаа,      Баруун бүс,1998,3665.8
Ямаа,      Баруун бүс,1997,3619.5
Ямаа,      Баруун бүс,1996,3386.5
Ямаа,      Баруун бүс,1995,3264.4
Ямаа,      Баруун бүс,1994,2782.0
Ямаа,      Баруун бүс,1993,2288.8
Ямаа,      Баруун бүс,1992,2060.5
Ямаа,      Баруун бүс,1991,1951.3
Ямаа,      Баруун бүс,1990,1977.9
Ямаа,      Баруун бүс,1989,1922.2
Ямаа,      Баруун бүс,1988,1821.7
Ямаа,      Баруун бүс,1987,1788.4
Ямаа,      Баруун бүс,1986,1750.0
Ямаа,      Баруун бүс,1985,1708.2
Ямаа,      Баруун бүс,1984,1577.7
Ямаа,      Баруун бүс,1983,1689.0
Ямаа,      Баруун бүс,1982,1754.0
Ямаа,      Баруун бүс,1981,1704.3
Ямаа,      Баруун бүс,1980,1746.8
Ямаа,      Баруун бүс,1979,1768.2
Ямаа,      Баруун бүс,1978,1746.5
Ямаа,      Баруун бүс,1977,1670.6
Ямаа,      Баруун бүс,1976,1757.7
Ямаа,      Баруун бүс,1975,1761.8
Ямаа,      Баруун бүс,1974,1783.9
Ямаа,      Баруун бүс,1973,1812.6
Ямаа,      Баруун бүс,1972,1724.6
Ямаа,      Баруун бүс,1971,1735.5
Ямаа,      Баруун бүс,1970,1676.5
Ямаа,             Баян-Өлгий,2024,903.7
Ямаа,             Баян-Өлгий,2023,871.8
Ямаа,             Баян-Өлгий,2022,967.4
Ямаа,             Баян-Өлгий,2021,1063.8
Ямаа,             Баян-Өлгий,2020,1022.6
Ямаа,             Баян-Өлгий,2019,933.3
Ямаа,             Баян-Өлгий,2018,930.4
Ямаа,             Баян-Өлгий,2017,971.2
Ямаа,             Баян-Өлгий,2016,983.3
Ямаа,             Баян-Өлгий,2015,943.7
Ямаа,             Баян-Өлгий,2014,882.1
Ямаа,             Баян-Өлгий,2013,773.4
Ямаа,             Баян-Өлгий,2012,693.1
Ямаа,             Баян-Өлгий,2011,662.5
Ямаа,             Баян-Өлгий,2010,553.8
Ямаа,             Баян-Өлгий,2009,651.6
Ямаа,             Баян-Өлгий,2008,778.7
Ямаа,             Баян-Өлгий,2007,791.6
Ямаа,             Баян-Өлгий,2006,712.4
Ямаа,             Баян-Өлгий,2005,620.6
Ямаа,             Баян-Өлгий,2004,640.8
Ямаа,             Баян-Өлгий,2003,614.3
Ямаа,             Баян-Өлгий,2002,542.8
Ямаа,             Баян-Өлгий,2001,546.9
Ямаа,             Баян-Өлгий,2000,521.3
Ямаа,             Баян-Өлгий,1999,516.3
Ямаа,             Баян-Өлгий,1998,492.2
Ямаа,             Баян-Өлгий,1997,543.6
Ямаа,             Баян-Өлгий,1996,483.3
Ямаа,             Баян-Өлгий,1995,451.4
Ямаа,             Баян-Өлгий,1994,366.4
Ямаа,             Баян-Өлгий,1993,294.6
Ямаа,             Баян-Өлгий,1992,268.5
Ямаа,             Баян-Өлгий,1991,277.1
Ямаа,             Баян-Өлгий,1990,309.9
Ямаа,             Баян-Өлгий,1989,308.3
Ямаа,             Баян-Өлгий,1988,292.7
Ямаа,             Баян-Өлгий,1987,305.0
Ямаа,             Баян-Өлгий,1986,308.4
Ямаа,             Баян-Өлгий,1985,304.7
Ямаа,             Баян-Өлгий,1984,296.5
Ямаа,             Баян-Өлгий,1983,296.6
Ямаа,             Баян-Өлгий,1982,302.5
Ямаа,             Баян-Өлгий,1981,291.9
Ямаа,             Баян-Өлгий,1980,296.3
Ямаа,             Баян-Өлгий,1979,297.8
Ямаа,             Баян-Өлгий,1978,285.1
Ямаа,             Баян-Өлгий,1977,286.3
Ямаа,             Баян-Өлгий,1976,308.8
Ямаа,             Баян-Өлгий,1975,298.5
Ямаа,             Баян-Өлгий,1974,308.3
Ямаа,             Баян-Өлгий,1973,317.6
Ямаа,             Баян-Өлгий,1972,290.0
Ямаа,             Баян-Өлгий,1971,290.8
Ямаа,             Баян-Өлгий,1970,279.5
Ямаа,             Говь-Алтай,2024,1919.1
Ямаа,             Говь-Алтай,2023,1884.3
Ямаа,             Говь-Алтай,2022,1987.3
Ямаа,             Говь-Алтай,2021,1875.8
Ямаа,             Говь-Алтай,2020,2123.2
Ямаа,             Говь-Алтай,2019,2269.6
Ямаа,             Говь-Алтай,2018,2196.8
Ямаа,             Говь-Алтай,2017,2356.0
Ямаа,             Говь-Алтай,2016,2173.9
Ямаа,             Говь-Алтай,2015,1831.3
Ямаа,             Говь-Алтай,2014,1621.0
Ямаа,             Говь-Алтай,2013,1409.1
Ямаа,             Говь-Алтай,2012,1220.3
Ямаа,             Говь-Алтай,2011,1057.8
Ямаа,             Говь-Алтай,2010,837.8
Ямаа,             Говь-Алтай,2009,1348.5
Ямаа,             Говь-Алтай,2008,1594.0
Ямаа,             Говь-Алтай,2007,1570.2
Ямаа,             Говь-Алтай,2006,1370.1
Ямаа,             Говь-Алтай,2005,1136.5
Ямаа,             Говь-Алтай,2004,960.6
Ямаа,             Говь-Алтай,2003,775.1
Ямаа,             Говь-Алтай,2002,579.0
Ямаа,             Говь-Алтай,2001,878.8
Ямаа,             Говь-Алтай,2000,1003.8
Ямаа,             Говь-Алтай,1999,1029.1
Ямаа,             Говь-Алтай,1998,1029.0
Ямаа,             Говь-Алтай,1997,992.5
Ямаа,             Говь-Алтай,1996,935.5
Ямаа,             Говь-Алтай,1995,904.6
Ямаа,             Говь-Алтай,1994,785.6
Ямаа,             Говь-Алтай,1993,633.2
Ямаа,             Говь-Алтай,1992,580.1
Ямаа,             Говь-Алтай,1991,527.7
Ямаа,             Говь-Алтай,1990,501.9
Ямаа,             Говь-Алтай,1989,495.6
Ямаа,             Говь-Алтай,1988,454.1
Ямаа,             Говь-Алтай,1987,449.5
Ямаа,             Говь-Алтай,1986,427.4
Ямаа,             Говь-Алтай,1985,420.1
Ямаа,             Говь-Алтай,1984,374.8
Ямаа,             Говь-Алтай,1983,426.5
Ямаа,             Говь-Алтай,1982,433.1
Ямаа,             Говь-Алтай,1981,433.0
Ямаа,             Говь-Алтай,1980,442.9
Ямаа,             Говь-Алтай,1979,450.2
Ямаа,             Говь-Алтай,1978,462.6
Ямаа,             Говь-Алтай,1977,454.3
Ямаа,             Говь-Алтай,1976,446.8
Ямаа,             Говь-Алтай,1975,443.5
Ямаа,             Говь-Алтай,1974,429.6
Ямаа,             Говь-Алтай,1973,435.3
Ямаа,             Говь-Алтай,1972,423.3
Ямаа,             Говь-Алтай,1971,436.2
Ямаа,             Говь-Алтай,1970,417.9
Ямаа,             Завхан,2024,1089.4
Ямаа,             Завхан,2023,1050.2
Ямаа,             Завхан,2022,1286.7
Ямаа,             Завхан,2021,1329.5
Ямаа,             Завхан,2020,1338.2
Ямаа,             Завхан,2019,1418.6
Ямаа,             Завхан,2018,1292.7
Ямаа,             Завхан,2017,1352.5
Ямаа,             Завхан,2016,1310.5
Ямаа,             Завхан,2015,1241.7
Ямаа,             Завхан,2014,1138.6
Ямаа,             Завхан,2013,1007.3
Ямаа,             Завхан,2012,910.7
Ямаа,             Завхан,2011,831.6
Ямаа,             Завхан,2010,685.7
Ямаа,             Завхан,2009,1097.6
Ямаа,             Завхан,2008,1295.6
Ямаа,             Завхан,2007,1253.7
Ямаа,             Завхан,2006,1052.3
Ямаа,             Завхан,2005,861.2
Ямаа,             Завхан,2004,799.9
Ямаа,             Завхан,2003,666.4
Ямаа,             Завхан,2002,544.6
Ямаа,             Завхан,2001,530.3
Ямаа,             Завхан,2000,585.0
Ямаа,             Завхан,1999,693.6
Ямаа,             Завхан,1998,751.9
Ямаа,             Завхан,1997,709.5
Ямаа,             Завхан,1996,666.9
Ямаа,             Завхан,1995,612.9
Ямаа,             Завхан,1994,514.8
Ямаа,             Завхан,1993,402.8
Ямаа,             Завхан,1992,371.1
Ямаа,             Завхан,1991,352.6
Ямаа,             Завхан,1990,363.0
Ямаа,             Завхан,1989,339.2
Ямаа,             Завхан,1988,308.2
Ямаа,             Завхан,1987,296.4
Ямаа,             Завхан,1986,287.3
Ямаа,             Завхан,1985,274.4
Ямаа,             Завхан,1984,269.6
Ямаа,             Завхан,1983,284.4
Ямаа,             Завхан,1982,289.4
Ямаа,             Завхан,1981,269.9
Ямаа,             Завхан,1980,292.9
Ямаа,             Завхан,1979,305.5
Ямаа,             Завхан,1978,309.0
Ямаа,             Завхан,1977,278.5
Ямаа,             Завхан,1976,311.3
Ямаа,             Завхан,1975,304.4
Ямаа,             Завхан,1974,296.1
Ямаа,             Завхан,1973,295.2
Ямаа,             Завхан,1972,296.8
Ямаа,             Завхан,1971,291.3
Ямаа,             Завхан,1970,276.3
Ямаа,              Увс,2024,1172.0
Ямаа,              Увс,2023,1157.0
Ямаа,              Увс,2022,1353.3
Ямаа,              Увс,2021,1498.9
Ямаа,              Увс,2020,1410.3
Ямаа,              Увс,2019,1322.8
Ямаа,              Увс,2018,1275.5
Ямаа,              Увс,2017,1257.9
Ямаа,              Увс,2016,1119.0
Ямаа,              Увс,2015,1116.7
Ямаа,              Увс,2014,1047.4
Ямаа,              Увс,2013,926.4
Ямаа,              Увс,2012,859.3
Ямаа,              Увс,2011,805.3
Ямаа,              Увс,2010,683.8
Ямаа,              Увс,2009,979.3
Ямаа,              Увс,2008,1070.9
Ямаа,              Увс,2007,1143.8
Ямаа,              Увс,2006,1019.8
Ямаа,              Увс,2005,835.7
Ямаа,              Увс,2004,835.3
Ямаа,              Увс,2003,697.1
Ямаа,              Увс,2002,556.8
Ямаа,              Увс,2001,570.9
Ямаа,              Увс,2000,521.9
Ямаа,              Увс,1999,610.0
Ямаа,              Увс,1998,621.7
Ямаа,              Увс,1997,568.8
Ямаа,              Увс,1996,512.0
Ямаа,              Увс,1995,480.8
Ямаа,              Увс,1994,414.7
Ямаа,              Увс,1993,353.0
Ямаа,              Увс,1992,311.6
Ямаа,              Увс,1991,298.1
Ямаа,              Увс,1990,307.0
Ямаа,              Увс,1989,303.8
Ямаа,              Увс,1988,294.9
Ямаа,              Увс,1987,283.8
Ямаа,              Увс,1986,280.7
Ямаа,              Увс,1985,270.7
Ямаа,              Увс,1984,255.3
Ямаа,              Увс,1983,252.2
Ямаа,              Увс,1982,271.1
Ямаа,              Увс,1981,258.1
Ямаа,              Увс,1980,281.0
Ямаа,              Увс,1979,273.3
Ямаа,              Увс,1978,259.0
Ямаа,              Увс,1977,250.7
Ямаа,              Увс,1976,249.5
Ямаа,              Увс,1975,283.7
Ямаа,              Увс,1974,294.3
Ямаа,              Увс,1973,289.8
Ямаа,              Увс,1972,272.9
Ямаа,              Увс,1971,279.4
Ямаа,              Увс,1970,284.3
Ямаа,              Ховд,2024,1817.5
Ямаа,              Ховд,2023,1677.9
Ямаа,              Ховд,2022,1845.9
Ямаа,              Ховд,2021,1947.3
Ямаа,              Ховд,2020,1822.0
Ямаа,              Ховд,2019,1631.3
Ямаа,              Ховд,2018,1624.6
Ямаа,              Ховд,2017,1764.8
Ямаа,              Ховд,2016,1685.9
Ямаа,              Ховд,2015,1521.0
Ямаа,              Ховд,2014,1375.5
Ямаа,              Ховд,2013,1177.4
Ямаа,              Ховд,2012,1085.4
Ямаа,              Ховд,2011,983.7
Ямаа,              Ховд,2010,882.9
Ямаа,              Ховд,2009,1263.6
Ямаа,              Ховд,2008,1406.3
Ямаа,              Ховд,2007,1431.6
Ямаа,              Ховд,2006,1267.0
Ямаа,              Ховд,2005,1071.8
Ямаа,              Ховд,2004,986.4
Ямаа,              Ховд,2003,821.4
Ямаа,              Ховд,2002,658.6
Ямаа,              Ховд,2001,689.1
Ямаа,              Ховд,2000,794.3
Ямаа,              Ховд,1999,795.9
Ямаа,              Ховд,1998,770.9
Ямаа,              Ховд,1997,805.0
Ямаа,              Ховд,1996,788.8
Ямаа,              Ховд,1995,814.7
Ямаа,              Ховд,1994,700.4
Ямаа,              Ховд,1993,605.2
Ямаа,              Ховд,1992,529.2
Ямаа,              Ховд,1991,495.9
Ямаа,              Ховд,1990,496.2
