гишүүний_id,гишүүн,нам,мандат,байнгын_хороо,үзүүлэлт,утга,нэгж
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Хуралдаан,146,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон,120,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон хувь,82.2,хувь
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Албан ёсоор цагтаа ирсэн,76,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Албан ёсоор хоцорсон,44,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,63.3,хувь
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,75,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Товлосон цагт багтаж ирсэн,35,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Товлосон цагаас хойш ирсэн,40,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,46.7,хувь
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,17,минут
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,34.7,минут
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй тасалсан,7,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Тайлбаргүй таслалтын хувь,4.8,хувь
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Чөлөөтэй,2,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Эмнэлгийн чөлөө,9,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Орон нутгийн томилолт,2,тоо
m33,Д.Батбаяр,Ардчилсан Нам,5-р тойрог,Төсвийн байнгын хороо,Гадаад томилолт,6,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,110,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,75.3,хувь
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,41,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,69,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,37.3,хувь
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,73,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,19,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,54,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,26.0,хувь
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,44,минут
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,77.1,минут
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,18,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,12.3,хувь
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,7,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,1,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,8,тоо
m34,Ж.Энхбаяр,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,2,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,88,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,60.3,хувь
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,63,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,25,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.6,хувь
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,55,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,29,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,26,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,52.7,хувь
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,22.0,минут
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,61.5,минут
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,5,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,3.4,хувь
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,13,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,25,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,5,тоо
m35,Б.Тулга,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,10,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Хуралдаан,146,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон,115,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон хувь,78.8,хувь
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Албан ёсоор цагтаа ирсэн,92,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Албан ёсоор хоцорсон,23,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,80.0,хувь
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,78,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагт багтаж ирсэн,49,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагаас хойш ирсэн,29,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,62.8,хувь
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,20.5,минут
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,72.6,минут
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Тайлбаргүй тасалсан,4,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Тайлбаргүй таслалтын хувь,2.7,хувь
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Чөлөөтэй,5,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Эмнэлгийн чөлөө,1,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Орон нутгийн томилолт,1,тоо
m36,Г.Дамдинням,Монгол Ардын Нам,5-р тойрог,Хууль зүйн байнгын хороо,Гадаад томилолт,20,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,136,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,93.2,хувь
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,134,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,2,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,98.5,хувь
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,86,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,83,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,3,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,96.5,хувь
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,,минут
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,,минут
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,0,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,0.0,хувь
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,2,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,2,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,1,тоо
m37,С.Эрдэнэболд,Ардчилсан Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,5,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,85,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,58.2,хувь
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,61,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,24,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.8,хувь
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,51,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,33,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,18,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,64.7,хувь
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,17,минут
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,62.6,минут
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,17,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,11.6,хувь
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,2,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,33,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,3,тоо
m38,С.Лүндэг,Монгол Ардын Нам,5-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,6,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Хуралдаан,146,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Биеэр оролцсон,120,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Биеэр оролцсон хувь,82.2,хувь
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Албан ёсоор цагтаа ирсэн,73,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Албан ёсоор хоцорсон,47,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,60.8,хувь
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,81,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагт багтаж ирсэн,38,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагаас хойш ирсэн,43,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Товлосон цагтаа ирэлтийн хувь,46.9,хувь
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,12.5,минут
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,32.7,минут
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Тайлбаргүй тасалсан,1,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Тайлбаргүй таслалтын хувь,0.7,хувь
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Чөлөөтэй,8,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Эмнэлгийн чөлөө,0,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Орон нутгийн томилолт,1,тоо
m39,Ч.Ундрам,Монгол Ардын Нам,5-р тойрог,Өргөдлийн байнгын хороо,Гадаад томилолт,16,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Хуралдаан,146,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон,140,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон хувь,95.9,хувь
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Албан ёсоор цагтаа ирсэн,125,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Албан ёсоор хоцорсон,15,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,89.3,хувь
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цаг нийтлэгдсэн ирэлт,91,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагт багтаж ирсэн,69,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагаас хойш ирсэн,22,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Товлосон цагтаа ирэлтийн хувь,75.8,хувь
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Бодит эхлэлээс хоцорсон медиан минут,7.0,минут
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Бодит эхлэлээс хоцорсон дундаж минут,14.3,минут
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Тайлбаргүй тасалсан,0,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Тайлбаргүй таслалтын хувь,0.0,хувь
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Чөлөөтэй,0,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Эмнэлгийн чөлөө,3,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Орон нутгийн томилолт,0,тоо
m40,Ж.Батжаргал,Монгол Ардын Нам,5-р тойрог,Төрийн байгуулалтын байнгын хороо,Гадаад томилолт,3,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,39,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,26.7,хувь
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,24,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,15,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,61.5,хувь
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,23,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,13,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,10,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагтаа ирэлтийн хувь,56.5,хувь
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон медиан минут,244,минут
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Бодит эхлэлээс хоцорсон дундаж минут,207.4,минут
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй тасалсан,33,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Тайлбаргүй таслалтын хувь,22.6,хувь
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Чөлөөтэй,58,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Эмнэлгийн чөлөө,0,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Орон нутгийн томилолт,1,тоо
m41,Л.Оюун-Эрдэнэ,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Гадаад томилолт,15,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Хуралдаан,146,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон,122,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон хувь,83.6,хувь
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор цагтаа ирсэн,71,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Албан ёсоор хоцорсон,51,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,58.2,хувь
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цаг нийтлэгдсэн ирэлт,83,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагт багтаж ирсэн,41,тоо
m42,М.Бадамсүрэн,Монгол Ардын Нам,6-р тойрог,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",Товлосон цагаас хойш ирсэн,42,тоо
