Бүс нутаг,Аяллын зорилго,Он,value
Харьяалалгүй,Бүгд,2016,15
Харьяалалгүй,Бүгд,2015,20
Харьяалалгүй,Бүгд,2014,2
Харьяалалгүй,Бүгд,2013,3
Харьяалалгүй,Бүгд,2012,5
Харьяалалгүй,Бүгд,2011,9
Харьяалалгүй,Бүгд,2010,16
Харьяалалгүй,Бүгд,2009,52
Харьяалалгүй,Бүгд,2008,387
Харьяалалгүй,Бүгд,2007,260
Харьяалалгүй,Бүгд,2006,111
Харьяалалгүй,Албан ажлаар,2025,0
Харьяалалгүй,Албан ажлаар,2024,0
Харьяалалгүй,Албан ажлаар,2023,0
Харьяалалгүй,Албан ажлаар,2022,0
Харьяалалгүй,Албан ажлаар,2021,0
Харьяалалгүй,Албан ажлаар,2020,0
Харьяалалгүй,Албан ажлаар,2019,4
Харьяалалгүй,Албан ажлаар,2018,5
Харьяалалгүй,Албан ажлаар,2017,2
Харьяалалгүй,Албан ажлаар,2016,0
Харьяалалгүй,Албан ажлаар,2015,0
Харьяалалгүй,Албан ажлаар,2014,0
Харьяалалгүй,Албан ажлаар,2013,0
Харьяалалгүй,Албан ажлаар,2012,0
Харьяалалгүй,Албан ажлаар,2011,1
Харьяалалгүй,Албан ажлаар,2010,1
Харьяалалгүй,Албан ажлаар,2009,4
Харьяалалгүй,Албан ажлаар,2008,6
Харьяалалгүй,Албан ажлаар,2007,4
Харьяалалгүй,Албан ажлаар,2006,4
Харьяалалгүй,Хувийн журмаар,2025,0
Харьяалалгүй,Хувийн журмаар,2024,5
Харьяалалгүй,Хувийн журмаар,2023,2
Харьяалалгүй,Хувийн журмаар,2022,8
Харьяалалгүй,Хувийн журмаар,2021,0
Харьяалалгүй,Хувийн журмаар,2020,1
Харьяалалгүй,Хувийн журмаар,2019,17
Харьяалалгүй,Хувийн журмаар,2018,19
Харьяалалгүй,Хувийн журмаар,2017,18
Харьяалалгүй,Хувийн журмаар,2016,2
Харьяалалгүй,Хувийн журмаар,2015,17
Харьяалалгүй,Хувийн журмаар,2014,1
Харьяалалгүй,Хувийн журмаар,2013,0
Харьяалалгүй,Хувийн журмаар,2012,2
Харьяалалгүй,Хувийн журмаар,2011,6
Харьяалалгүй,Хувийн журмаар,2010,6
Харьяалалгүй,Хувийн журмаар,2009,39
Харьяалалгүй,Хувийн журмаар,2008,344
Харьяалалгүй,Хувийн журмаар,2007,202
Харьяалалгүй,Хувийн журмаар,2006,14
Харьяалалгүй,Жуулчлал,2025,7
Харьяалалгүй,Жуулчлал,2024,3
Харьяалалгүй,Жуулчлал,2023,3
Харьяалалгүй,Жуулчлал,2022,2
Харьяалалгүй,Жуулчлал,2021,0
Харьяалалгүй,Жуулчлал,2020,0
Харьяалалгүй,Жуулчлал,2019,2
Харьяалалгүй,Жуулчлал,2018,3
Харьяалалгүй,Жуулчлал,2017,7
Харьяалалгүй,Жуулчлал,2016,6
Харьяалалгүй,Жуулчлал,2015,3
Харьяалалгүй,Жуулчлал,2014,1
Харьяалалгүй,Жуулчлал,2013,3
Харьяалалгүй,Жуулчлал,2012,2
Харьяалалгүй,Жуулчлал,2011,1
Харьяалалгүй,Жуулчлал,2010,1
Харьяалалгүй,Жуулчлал,2009,2
Харьяалалгүй,Жуулчлал,2008,13
Харьяалалгүй,Жуулчлал,2007,39
Харьяалалгүй,Жуулчлал,2006,71
Харьяалалгүй,Ажиллах,2025,0
Харьяалалгүй,Ажиллах,2024,0
Харьяалалгүй,Ажиллах,2023,0
Харьяалалгүй,Ажиллах,2022,0
Харьяалалгүй,Ажиллах,2021,0
Харьяалалгүй,Ажиллах,2020,0
Харьяалалгүй,Ажиллах,2019,0
Харьяалалгүй,Ажиллах,2018,3
Харьяалалгүй,Ажиллах,2017,3
Харьяалалгүй,Ажиллах,2016,0
Харьяалалгүй,Ажиллах,2015,0
Харьяалалгүй,Ажиллах,2014,0
Харьяалалгүй,Ажиллах,2013,0
Харьяалалгүй,Ажиллах,2012,0
Харьяалалгүй,Ажиллах,2011,0
Харьяалалгүй,Ажиллах,2010,0
Харьяалалгүй,Ажиллах,2009,0
Харьяалалгүй,Ажиллах,2008,0
Харьяалалгүй,Ажиллах,2007,0
Харьяалалгүй,Ажиллах,2006,0
Харьяалалгүй,Дамжин өнгөрөх,2025,0
Харьяалалгүй,Дамжин өнгөрөх,2024,0
Харьяалалгүй,Дамжин өнгөрөх,2023,0
Харьяалалгүй,Дамжин өнгөрөх,2022,0
Харьяалалгүй,Дамжин өнгөрөх,2021,0
Харьяалалгүй,Дамжин өнгөрөх,2020,0
Харьяалалгүй,Дамжин өнгөрөх,2019,0
Харьяалалгүй,Дамжин өнгөрөх,2018,0
Харьяалалгүй,Дамжин өнгөрөх,2017,0
Харьяалалгүй,Дамжин өнгөрөх,2016,0
Харьяалалгүй,Дамжин өнгөрөх,2015,0
Харьяалалгүй,Дамжин өнгөрөх,2014,0
Харьяалалгүй,Дамжин өнгөрөх,2013,0
Харьяалалгүй,Дамжин өнгөрөх,2012,0
Харьяалалгүй,Дамжин өнгөрөх,2011,0
Харьяалалгүй,Дамжин өнгөрөх,2010,1
Харьяалалгүй,Дамжин өнгөрөх,2009,2
Харьяалалгүй,Дамжин өнгөрөх,2008,5
Харьяалалгүй,Дамжин өнгөрөх,2007,4
Харьяалалгүй,Дамжин өнгөрөх,2006,9
Харьяалалгүй,Суралцах,2025,0
Харьяалалгүй,Суралцах,2024,0
Харьяалалгүй,Суралцах,2023,0
Харьяалалгүй,Суралцах,2022,0
Харьяалалгүй,Суралцах,2021,1
Харьяалалгүй,Суралцах,2020,1
Харьяалалгүй,Суралцах,2019,1
Харьяалалгүй,Суралцах,2018,4
Харьяалалгүй,Суралцах,2017,1
Харьяалалгүй,Суралцах,2016,4
Харьяалалгүй,Суралцах,2015,0
Харьяалалгүй,Суралцах,2014,0
Харьяалалгүй,Суралцах,2013,0
Харьяалалгүй,Суралцах,2012,0
Харьяалалгүй,Суралцах,2011,0
Харьяалалгүй,Суралцах,2010,0
Харьяалалгүй,Суралцах,2009,0
Харьяалалгүй,Суралцах,2008,2
Харьяалалгүй,Суралцах,2007,1
Харьяалалгүй,Суралцах,2006,2
Харьяалалгүй,БОС,2025,2
Харьяалалгүй,БОС,2024,1
Харьяалалгүй,БОС,2023,3
Харьяалалгүй,БОС,2022,0
Харьяалалгүй,БОС,2021,1
Харьяалалгүй,БОС,2020,0
Харьяалалгүй,БОС,2019,1
Харьяалалгүй,БОС,2018,0
Харьяалалгүй,БОС,2017,1
Харьяалалгүй,БОС,2016,2
Харьяалалгүй,БОС,2015,0
Харьяалалгүй,БОС,2014,0
Харьяалалгүй,БОС,2013,0
Харьяалалгүй,БОС,2012,1
Харьяалалгүй,БОС,2011,0
Харьяалалгүй,БОС,2010,5
Харьяалалгүй,БОС,2009,4
Харьяалалгүй,БОС,2008,7
Харьяалалгүй,БОС,2007,6
Харьяалалгүй,БОС,2006,7
Харьяалалгүй,Бусад,2025,5
Харьяалалгүй,Бусад,2024,1
Харьяалалгүй,Бусад,2023,1
Харьяалалгүй,Бусад,2022,1
Харьяалалгүй,Бусад,2021,1
Харьяалалгүй,Бусад,2020,1
Харьяалалгүй,Бусад,2019,12
Харьяалалгүй,Бусад,2018,5
Харьяалалгүй,Бусад,2017,4
Харьяалалгүй,Бусад,2016,1
Харьяалалгүй,Бусад,2015,0
Харьяалалгүй,Бусад,2014,0
Харьяалалгүй,Бусад,2013,0
Харьяалалгүй,Бусад,2012,0
Харьяалалгүй,Бусад,2011,1
Харьяалалгүй,Бусад,2010,2
Харьяалалгүй,Бусад,2009,1
Харьяалалгүй,Бусад,2008,10
Харьяалалгүй,Бусад,2007,4
Харьяалалгүй,Бусад,2006,4
