Region,Indicator,Year,value
 Dornod, Surgical,2025,19.0
 Dornod, Surgical,2024,17.0
 Dornod, Surgical,2023,19.0
 Dornod, Surgical,2022,18.0
 Dornod, Surgical,2021,18.0
 Dornod, Surgical,2020,21.0
 Dornod, Surgical,2019,12.0
 Dornod, Surgical,2018,13.0
 Dornod, Surgical,2017,11.0
 Dornod, Surgical,2016,11.0
 Dornod, Surgical,2015,18.0
 Dornod, Traumotologists,2025,4.0
 Dornod, Traumotologists,2024,4.0
 Dornod, Traumotologists,2023,3.0
 Dornod, Traumotologists,2022,3.0
 Dornod, Traumotologists,2021,1.0
 Dornod, Traumotologists,2020,2.0
 Dornod, Traumotologists,2019,0.0
 Dornod, Traumotologists,2018,4.0
 Dornod, Traumotologists,2017,4.0
 Dornod, Traumotologists,2016,4.0
 Dornod, Traumotologists,2015,0.0
 Dornod, Сэхээн амьдруулахын,2025,
 Dornod, Сэхээн амьдруулахын,2024,0.0
 Dornod, Сэхээн амьдруулахын,2023,1.0
 Dornod, Сэхээн амьдруулахын,2022,1.0
 Dornod, Сэхээн амьдруулахын,2021,0.0
 Dornod, Сэхээн амьдруулахын,2020,3.0
 Dornod, Сэхээн амьдруулахын,2019,0.0
 Dornod, Сэхээн амьдруулахын,2018,8.0
 Dornod, Сэхээн амьдруулахын,2017,8.0
 Dornod, Сэхээн амьдруулахын,2016,8.0
 Dornod, Сэхээн амьдруулахын,2015,9.0
 Dornod, Anaesthesiologists,2025,14.0
 Dornod, Anaesthesiologists,2024,16.0
 Dornod, Anaesthesiologists,2023,12.0
 Dornod, Anaesthesiologists,2022,14.0
 Dornod, Anaesthesiologists,2021,14.0
 Dornod, Anaesthesiologists,2020,13.0
 Dornod, Anaesthesiologists,2019,15.0
 Dornod, Anaesthesiologists,2018,3.0
 Dornod, Anaesthesiologists,2017,3.0
 Dornod, Anaesthesiologists,2016,3.0
 Dornod, Anaesthesiologists,2015,3.0
 Dornod, Neurologists,2025,1.0
 Dornod, Neurologists,2024,1.0
 Dornod, Neurologists,2023,1.0
 Dornod, Neurologists,2022,1.0
 Dornod, Neurologists,2021,14.0
 Dornod, Neurologists,2020,0.0
 Dornod, Neurologists,2019,0.0
 Dornod, Neurologists,2018,6.0
 Dornod, Neurologists,2017,6.0
 Dornod, Neurologists,2016,6.0
 Dornod, Neurologists,2015,0.0
 Dornod, Obstetrics & gynecologists,2025,0.0
 Dornod, Obstetrics & gynecologists,2024,1.0
 Dornod, Obstetrics & gynecologists,2023,0.0
 Dornod, Obstetrics & gynecologists,2022,0.0
 Dornod, Obstetrics & gynecologists,2021,1.0
 Dornod, Obstetrics & gynecologists,2020,4.0
 Dornod, Obstetrics & gynecologists,2019,4.0
 Dornod, Obstetrics & gynecologists,2018,4.0
 Dornod, Obstetrics & gynecologists,2017,4.0
 Dornod, Obstetrics & gynecologists,2016,4.0
 Dornod, Obstetrics & gynecologists,2015,17.0
 Dornod, Oncologists,2025,3.0
 Dornod, Oncologists,2024,3.0
 Dornod, Oncologists,2023,3.0
 Dornod, Oncologists,2022,3.0
 Dornod, Oncologists,2021,4.0
 Dornod, Oncologists,2020,4.0
 Dornod, Oncologists,2019,4.0
 Dornod, Oncologists,2018,4.0
 Dornod, Oncologists,2017,1.0
 Dornod, Oncologists,2016,1.0
 Dornod, Oncologists,2015,1.0
 Dornod, Psychiatrists,2025,4.0
 Dornod, Psychiatrists,2024,4.0
 Dornod, Psychiatrists,2023,4.0
 Dornod, Psychiatrists,2022,4.0
 Dornod, Psychiatrists,2021,5.0
 Dornod, Psychiatrists,2020,4.0
 Dornod, Psychiatrists,2019,3.0
 Dornod, Psychiatrists,2018,9.0
 Dornod, Psychiatrists,2017,12.0
 Dornod, Psychiatrists,2016,12.0
 Dornod, Psychiatrists,2015,3.0
 Dornod, Ophtalmologists,2025,2.0
 Dornod, Ophtalmologists,2024,2.0
 Dornod, Ophtalmologists,2023,2.0
 Dornod, Ophtalmologists,2022,2.0
 Dornod, Ophtalmologists,2021,0.0
 Dornod, Ophtalmologists,2020,1.0
 Dornod, Ophtalmologists,2019,2.0
 Dornod, Ophtalmologists,2018,6.0
 Dornod, Ophtalmologists,2017,6.0
 Dornod, Ophtalmologists,2016,6.0
 Dornod, Ophtalmologists,2015,0.0
 Dornod, Otorhinolaryngologists,2025,3.0
 Dornod, Otorhinolaryngologists,2024,3.0
 Dornod, Otorhinolaryngologists,2023,4.0
 Dornod, Otorhinolaryngologists,2022,2.0
 Dornod, Otorhinolaryngologists,2021,1.0
 Dornod, Otorhinolaryngologists,2020,1.0
 Dornod, Otorhinolaryngologists,2019,3.0
 Dornod, Otorhinolaryngologists,2018,2.0
 Dornod, Otorhinolaryngologists,2017,3.0
 Dornod, Otorhinolaryngologists,2016,3.0
 Dornod, Otorhinolaryngologists,2015,4.0
 Dornod, Dermatologists,2025,0.0
 Dornod, Dermatologists,2024,0.0
 Dornod, Dermatologists,2023,0.0
 Dornod, Dermatologists,2022,0.0
 Dornod, Dermatologists,2021,0.0
 Dornod, Dermatologists,2020,0.0
 Dornod, Dermatologists,2019,0.0
 Dornod, Dermatologists,2018,5.0
 Dornod, Dermatologists,2017,5.0
 Dornod, Dermatologists,2016,5.0
 Dornod, Dermatologists,2015,0.0
 Dornod, Infections,2025,27.0
 Dornod, Infections,2024,22.0
 Dornod, Infections,2023,21.0
 Dornod, Infections,2022,21.0
 Dornod, Infections,2021,19.0
 Dornod, Infections,2020,11.0
 Dornod, Infections,2019,7.0
 Dornod, Infections,2018,21.0
 Dornod, Infections,2017,21.0
 Dornod, Infections,2016,22.0
 Dornod, Infections,2015,0.0
 Dornod, Tuberculosis,2025,
 Dornod, Tuberculosis,2024,0.0
 Dornod, Tuberculosis,2023,0.0
 Dornod, Tuberculosis,2022,0.0
 Dornod, Tuberculosis,2021,0.0
 Dornod, Tuberculosis,2020,0.0
 Dornod, Tuberculosis,2019,0.0
 Dornod, Tuberculosis,2018,9.0
 Dornod, Tuberculosis,2017,9.0
 Dornod, Tuberculosis,2016,9.0
 Dornod, Tuberculosis,2015,0.0
 Dornod, HIV/Venerology,2025,
 Dornod, HIV/Venerology,2024,0.0
 Dornod, HIV/Venerology,2023,0.0
 Dornod, HIV/Venerology,2022,0.0
 Dornod, HIV/Venerology,2021,0.0
 Dornod, HIV/Venerology,2020,0.0
 Dornod, HIV/Venerology,2019,0.0
 Dornod, HIV/Venerology,2018,0.0
 Dornod, HIV/Venerology,2017,0.0
 Dornod, HIV/Venerology,2016,1.0
 Dornod, HIV/Venerology,2015,2.0
 Dornod, Physiotherapists,2025,13.0
 Dornod, Physiotherapists,2024,10.0
 Dornod, Physiotherapists,2023,12.0
 Dornod, Physiotherapists,2022,11.0
 Dornod, Physiotherapists,2021,12.0
 Dornod, Physiotherapists,2020,9.0
 Dornod, Physiotherapists,2019,13.0
 Dornod, Physiotherapists,2018,10.0
 Dornod, Physiotherapists,2017,11.0
 Dornod, Physiotherapists,2016,12.0
 Dornod, Physiotherapists,2015,7.0
 Dornod, Palliative care,2025,5.0
 Dornod, Palliative care,2024,5.0
 Dornod, Palliative care,2023,5.0
 Dornod, Palliative care,2022,4.0
 Dornod, Palliative care,2021,0.0
 Dornod, Palliative care,2020,0.0
 Dornod, Palliative care,2019,0.0
 Dornod, Palliative care,2018,0.0
 Dornod, Palliative care,2017,0.0
 Dornod, Palliative care,2016,1.0
 Dornod, Palliative care,2015,1.0
 Dornod, Elderly,2025,
 Dornod, Elderly,2024,0.0
 Dornod, Elderly,2023,0.0
 Dornod, Elderly,2022,0.0
 Dornod, Elderly,2021,0.0
 Dornod, Elderly,2020,0.0
 Dornod, Elderly,2019,0.0
 Dornod, Elderly,2018,0.0
 Dornod, Elderly,2017,0.0
 Dornod, Elderly,2016,0.0
 Dornod, Elderly,2015,1.0
 Dornod, Traditional medicine doctor,2025,5.0
 Dornod, Traditional medicine doctor,2024,8.0
 Dornod, Traditional medicine doctor,2023,5.0
 Dornod, Traditional medicine doctor,2022,6.0
 Dornod, Traditional medicine doctor,2021,0.0
 Dornod, Traditional medicine doctor,2020,0.0
 Dornod, Traditional medicine doctor,2019,1.0
 Dornod, Traditional medicine doctor,2018,8.0
 Dornod, Traditional medicine doctor,2017,5.0
 Dornod, Traditional medicine doctor,2016,7.0
 Dornod, Traditional medicine doctor,2015,7.0
 Dornod, Dentist & stamatologist,2025,2.0
 Dornod, Dentist & stamatologist,2024,3.0
 Dornod, Dentist & stamatologist,2023,2.0
 Dornod, Dentist & stamatologist,2022,2.0
 Dornod, Dentist & stamatologist,2021,3.0
 Dornod, Dentist & stamatologist,2020,2.0
 Dornod, Dentist & stamatologist,2019,2.0
 Dornod, Dentist & stamatologist,2018,0.0
 Dornod, Dentist & stamatologist,2017,1.0
 Dornod, Dentist & stamatologist,2016,0.0
 Dornod, Dentist & stamatologist,2015,0.0
 Dornod, Other,2025,46.0
 Dornod, Other,2024,50.0
 Dornod, Other,2023,43.0
 Dornod, Other,2022,33.0
 Dornod, Other,2021,9.0
 Dornod, Other,2020,31.0
 Dornod, Other,2019,8.0
 Dornod, Other,2018,0.0
 Dornod, Other,2017,1.0
 Dornod, Other,2016,0.0
 Dornod, Other,2015,4.0
 Khentii,Nurses-Total,2025,244.0
 Khentii,Nurses-Total,2024,278.0
 Khentii,Nurses-Total,2023,284.0
 Khentii,Nurses-Total,2022,260.0
 Khentii,Nurses-Total,2021,242.0
 Khentii,Nurses-Total,2020,241.0
 Khentii,Nurses-Total,2019,247.0
 Khentii,Nurses-Total,2018,241.0
 Khentii,Nurses-Total,2017,232.0
 Khentii,Nurses-Total,2016,237.0
 Khentii,Nurses-Total,2015,242.0
 Khentii, General practitioners,2025,105.0
 Khentii, General practitioners,2024,161.0
 Khentii, General practitioners,2023,158.0
 Khentii, General practitioners,2022,150.0
 Khentii, General practitioners,2021,135.0
 Khentii, General practitioners,2020,153.0
 Khentii, General practitioners,2019,147.0
 Khentii, General practitioners,2018,153.0
 Khentii, General practitioners,2017,146.0
 Khentii, General practitioners,2016,168.0
 Khentii, General practitioners,2015,157.0
 Khentii, Basic and specialized,2025,135.0
 Khentii, Basic and specialized,2024,103.0
 Khentii, Basic and specialized,2023,112.0
 Khentii, Basic and specialized,2022,93.0
 Khentii, Basic and specialized,2021,107.0
 Khentii, Basic and specialized,2020,79.0
 Khentii, Basic and specialized,2019,85.0
 Khentii, Basic and specialized,2018,79.0
 Khentii, Basic and specialized,2017,75.0
 Khentii, Basic and specialized,2016,56.0
 Khentii, Basic and specialized,2015,73.0
 Khentii, Internists,2025,0.0
 Khentii, Internists,2024,1.0
 Khentii, Internists,2023,1.0
 Khentii, Internists,2022,0.0
 Khentii, Internists,2021,0.0
 Khentii, Internists,2020,0.0
 Khentii, Internists,2019,0.0
 Khentii, Internists,2018,6.0
 Khentii, Internists,2017,6.0
 Khentii, Internists,2016,2.0
 Khentii, Internists,2015,1.0
 Khentii, Pediatrics,2025,19.0
 Khentii, Pediatrics,2024,17.0
 Khentii, Pediatrics,2023,20.0
 Khentii, Pediatrics,2022,18.0
 Khentii, Pediatrics,2021,20.0
 Khentii, Pediatrics,2020,19.0
 Khentii, Pediatrics,2019,22.0
 Khentii, Pediatrics,2018,17.0
 Khentii, Pediatrics,2017,14.0
 Khentii, Pediatrics,2016,15.0
 Khentii, Pediatrics,2015,17.0
 Khentii, Surgical,2025,12.0
 Khentii, Surgical,2024,10.0
 Khentii, Surgical,2023,14.0
 Khentii, Surgical,2022,14.0
 Khentii, Surgical,2021,12.0
 Khentii, Surgical,2020,11.0
 Khentii, Surgical,2019,10.0
 Khentii, Surgical,2018,13.0
 Khentii, Surgical,2017,13.0
 Khentii, Surgical,2016,10.0
 Khentii, Surgical,2015,11.0
 Khentii, Traumotologists,2025,1.0
 Khentii, Traumotologists,2024,1.0
 Khentii, Traumotologists,2023,2.0
 Khentii, Traumotologists,2022,0.0
 Khentii, Traumotologists,2021,0.0
 Khentii, Traumotologists,2020,0.0
 Khentii, Traumotologists,2019,0.0
 Khentii, Traumotologists,2018,0.0
 Khentii, Traumotologists,2017,1.0
 Khentii, Traumotologists,2016,1.0
 Khentii, Traumotologists,2015,1.0
 Khentii, Сэхээн амьдруулахын,2025,
 Khentii, Сэхээн амьдруулахын,2024,0.0
 Khentii, Сэхээн амьдруулахын,2023,0.0
 Khentii, Сэхээн амьдруулахын,2022,1.0
 Khentii, Сэхээн амьдруулахын,2021,0.0
 Khentii, Сэхээн амьдруулахын,2020,0.0
 Khentii, Сэхээн амьдруулахын,2019,0.0
 Khentii, Сэхээн амьдруулахын,2018,7.0
 Khentii, Сэхээн амьдруулахын,2017,4.0
 Khentii, Сэхээн амьдруулахын,2016,4.0
 Khentii, Сэхээн амьдруулахын,2015,2.0
 Khentii, Anaesthesiologists,2025,14.0
 Khentii, Anaesthesiologists,2024,11.0
 Khentii, Anaesthesiologists,2023,11.0
 Khentii, Anaesthesiologists,2022,12.0
 Khentii, Anaesthesiologists,2021,11.0
 Khentii, Anaesthesiologists,2020,11.0
 Khentii, Anaesthesiologists,2019,15.0
 Khentii, Anaesthesiologists,2018,4.0
 Khentii, Anaesthesiologists,2017,5.0
 Khentii, Anaesthesiologists,2016,11.0
 Khentii, Anaesthesiologists,2015,14.0
 Khentii, Neurologists,2025,3.0
 Khentii, Neurologists,2024,2.0
 Khentii, Neurologists,2023,2.0
 Khentii, Neurologists,2022,0.0
 Khentii, Neurologists,2021,11.0
 Khentii, Neurologists,2020,0.0
 Khentii, Neurologists,2019,0.0
 Khentii, Neurologists,2018,5.0
 Khentii, Neurologists,2017,5.0
 Khentii, Neurologists,2016,1.0
 Khentii, Neurologists,2015,0.0
 Khentii, Obstetrics & gynecologists,2025,1.0
 Khentii, Obstetrics & gynecologists,2024,0.0
 Khentii, Obstetrics & gynecologists,2023,0.0
 Khentii, Obstetrics & gynecologists,2022,0.0
 Khentii, Obstetrics & gynecologists,2021,0.0
 Khentii, Obstetrics & gynecologists,2020,3.0
 Khentii, Obstetrics & gynecologists,2019,3.0
 Khentii, Obstetrics & gynecologists,2018,4.0
 Khentii, Obstetrics & gynecologists,2017,4.0
 Khentii, Obstetrics & gynecologists,2016,2.0
 Khentii, Obstetrics & gynecologists,2015,2.0
 Khentii, Oncologists,2025,2.0
 Khentii, Oncologists,2024,1.0
 Khentii, Oncologists,2023,1.0
 Khentii, Oncologists,2022,3.0
 Khentii, Oncologists,2021,3.0
 Khentii, Oncologists,2020,3.0
 Khentii, Oncologists,2019,3.0
 Khentii, Oncologists,2018,1.0
 Khentii, Oncologists,2017,1.0
 Khentii, Oncologists,2016,1.0
 Khentii, Oncologists,2015,0.0
 Khentii, Psychiatrists,2025,6.0
 Khentii, Psychiatrists,2024,2.0
 Khentii, Psychiatrists,2023,2.0
 Khentii, Psychiatrists,2022,1.0
 Khentii, Psychiatrists,2021,2.0
 Khentii, Psychiatrists,2020,1.0
 Khentii, Psychiatrists,2019,1.0
 Khentii, Psychiatrists,2018,1.0
 Khentii, Psychiatrists,2017,1.0
 Khentii, Psychiatrists,2016,1.0
 Khentii, Psychiatrists,2015,1.0
 Khentii, Ophtalmologists,2025,1.0
 Khentii, Ophtalmologists,2024,1.0
 Khentii, Ophtalmologists,2023,1.0
 Khentii, Ophtalmologists,2022,1.0
 Khentii, Ophtalmologists,2021,1.0
 Khentii, Ophtalmologists,2020,1.0
 Khentii, Ophtalmologists,2019,1.0
 Khentii, Ophtalmologists,2018,1.0
 Khentii, Ophtalmologists,2017,1.0
 Khentii, Ophtalmologists,2016,1.0
 Khentii, Ophtalmologists,2015,1.0
 Khentii, Otorhinolaryngologists,2025,1.0
 Khentii, Otorhinolaryngologists,2024,1.0
 Khentii, Otorhinolaryngologists,2023,1.0
 Khentii, Otorhinolaryngologists,2022,1.0
 Khentii, Otorhinolaryngologists,2021,2.0
 Khentii, Otorhinolaryngologists,2020,2.0
 Khentii, Otorhinolaryngologists,2019,2.0
 Khentii, Otorhinolaryngologists,2018,5.0
 Khentii, Otorhinolaryngologists,2017,5.0
 Khentii, Otorhinolaryngologists,2016,1.0
 Khentii, Otorhinolaryngologists,2015,4.0
 Khentii, Dermatologists,2025,1.0
 Khentii, Dermatologists,2024,1.0
 Khentii, Dermatologists,2023,1.0
 Khentii, Dermatologists,2022,0.0
 Khentii, Dermatologists,2021,0.0
 Khentii, Dermatologists,2020,0.0
 Khentii, Dermatologists,2019,0.0
 Khentii, Dermatologists,2018,0.0
 Khentii, Dermatologists,2017,0.0
 Khentii, Dermatologists,2016,0.0
 Khentii, Dermatologists,2015,1.0
 Khentii, Infections,2025,21.0
 Khentii, Infections,2024,19.0
 Khentii, Infections,2023,25.0
 Khentii, Infections,2022,17.0
 Khentii, Infections,2021,16.0
 Khentii, Infections,2020,10.0
 Khentii, Infections,2019,13.0
 Khentii, Infections,2018,2.0
 Khentii, Infections,2017,2.0
 Khentii, Infections,2016,2.0
 Khentii, Infections,2015,1.0
 Khentii, Tuberculosis,2025,
 Khentii, Tuberculosis,2024,0.0
 Khentii, Tuberculosis,2023,0.0
 Khentii, Tuberculosis,2022,0.0
 Khentii, Tuberculosis,2021,0.0
 Khentii, Tuberculosis,2020,0.0
 Khentii, Tuberculosis,2019,0.0
 Khentii, Tuberculosis,2018,1.0
 Khentii, Tuberculosis,2017,1.0
 Khentii, Tuberculosis,2016,1.0
 Khentii, Tuberculosis,2015,1.0
 Khentii, HIV/Venerology,2025,
 Khentii, HIV/Venerology,2024,0.0
 Khentii, HIV/Venerology,2023,0.0
 Khentii, HIV/Venerology,2022,0.0
 Khentii, HIV/Venerology,2021,0.0
 Khentii, HIV/Venerology,2020,0.0
 Khentii, HIV/Venerology,2019,0.0
 Khentii, HIV/Venerology,2018,1.0
 Khentii, HIV/Venerology,2017,1.0
 Khentii, HIV/Venerology,2016,1.0
 Khentii, HIV/Venerology,2015,0.0
 Khentii, Physiotherapists,2025,13.0
 Khentii, Physiotherapists,2024,11.0
 Khentii, Physiotherapists,2023,10.0
 Khentii, Physiotherapists,2022,5.0
 Khentii, Physiotherapists,2021,3.0
 Khentii, Physiotherapists,2020,3.0
 Khentii, Physiotherapists,2019,3.0
 Khentii, Physiotherapists,2018,6.0
 Khentii, Physiotherapists,2017,5.0
 Khentii, Physiotherapists,2016,3.0
 Khentii, Physiotherapists,2015,7.0
 Khentii, Palliative care,2025,1.0
 Khentii, Palliative care,2024,0.0
 Khentii, Palliative care,2023,1.0
 Khentii, Palliative care,2022,1.0
 Khentii, Palliative care,2021,1.0
 Khentii, Palliative care,2020,1.0
 Khentii, Palliative care,2019,1.0
 Khentii, Palliative care,2018,1.0
 Khentii, Palliative care,2017,1.0
 Khentii, Palliative care,2016,0.0
 Khentii, Palliative care,2015,1.0
 Khentii, Elderly,2025,
 Khentii, Elderly,2024,0.0
 Khentii, Elderly,2023,0.0
 Khentii, Elderly,2022,0.0
 Khentii, Elderly,2021,0.0
 Khentii, Elderly,2020,0.0
 Khentii, Elderly,2019,0.0
 Khentii, Elderly,2018,0.0
 Khentii, Elderly,2017,1.0
 Khentii, Elderly,2016,1.0
 Khentii, Elderly,2015,2.0
 Khentii, Traditional medicine doctor,2025,1.0
 Khentii, Traditional medicine doctor,2024,12.0
 Khentii, Traditional medicine doctor,2023,11.0
 Khentii, Traditional medicine doctor,2022,15.0
 Khentii, Traditional medicine doctor,2021,11.0
 Khentii, Traditional medicine doctor,2020,7.0
 Khentii, Traditional medicine doctor,2019,13.0
 Khentii, Traditional medicine doctor,2018,7.0
 Khentii, Traditional medicine doctor,2017,9.0
 Khentii, Traditional medicine doctor,2016,12.0
 Khentii, Traditional medicine doctor,2015,10.0
 Khentii, Dentist & stamatologist,2025,3.0
 Khentii, Dentist & stamatologist,2024,2.0
 Khentii, Dentist & stamatologist,2023,3.0
 Khentii, Dentist & stamatologist,2022,2.0
 Khentii, Dentist & stamatologist,2021,2.0
 Khentii, Dentist & stamatologist,2020,2.0
 Khentii, Dentist & stamatologist,2019,2.0
 Khentii, Dentist & stamatologist,2018,2.0
 Khentii, Dentist & stamatologist,2017,2.0
 Khentii, Dentist & stamatologist,2016,1.0
 Khentii, Dentist & stamatologist,2015,2.0
 Khentii, Other,2025,39.0
 Khentii, Other,2024,25.0
 Khentii, Other,2023,20.0
 Khentii, Other,2022,19.0
 Khentii, Other,2021,33.0
 Khentii, Other,2020,14.0
 Khentii, Other,2019,11.0
 Khentii, Other,2018,6.0
 Khentii, Other,2017,6.0
 Khentii, Other,2016,0.0
 Khentii, Other,2015,7.0
 Sukhbaatar,Nurses-Total,2025,276.0
 Sukhbaatar,Nurses-Total,2024,233.0
 Sukhbaatar,Nurses-Total,2023,236.0
 Sukhbaatar,Nurses-Total,2022,239.0
 Sukhbaatar,Nurses-Total,2021,255.0
 Sukhbaatar,Nurses-Total,2020,229.0
 Sukhbaatar,Nurses-Total,2019,221.0
 Sukhbaatar,Nurses-Total,2018,222.0
 Sukhbaatar,Nurses-Total,2017,215.0
 Sukhbaatar,Nurses-Total,2016,214.0
 Sukhbaatar,Nurses-Total,2015,213.0
 Sukhbaatar, General practitioners,2025,145.0
 Sukhbaatar, General practitioners,2024,95.0
 Sukhbaatar, General practitioners,2023,86.0
 Sukhbaatar, General practitioners,2022,94.0
 Sukhbaatar, General practitioners,2021,92.0
 Sukhbaatar, General practitioners,2020,82.0
 Sukhbaatar, General practitioners,2019,91.0
 Sukhbaatar, General practitioners,2018,117.0
 Sukhbaatar, General practitioners,2017,126.0
 Sukhbaatar, General practitioners,2016,125.0
 Sukhbaatar, General practitioners,2015,120.0
 Sukhbaatar, Basic and specialized,2025,120.0
 Sukhbaatar, Basic and specialized,2024,131.0
 Sukhbaatar, Basic and specialized,2023,143.0
 Sukhbaatar, Basic and specialized,2022,140.0
 Sukhbaatar, Basic and specialized,2021,145.0
 Sukhbaatar, Basic and specialized,2020,137.0
 Sukhbaatar, Basic and specialized,2019,127.0
 Sukhbaatar, Basic and specialized,2018,102.0
 Sukhbaatar, Basic and specialized,2017,87.0
 Sukhbaatar, Basic and specialized,2016,87.0
 Sukhbaatar, Basic and specialized,2015,90.0
 Sukhbaatar, Internists,2025,1.0
 Sukhbaatar, Internists,2024,0.0
 Sukhbaatar, Internists,2023,0.0
 Sukhbaatar, Internists,2022,0.0
 Sukhbaatar, Internists,2021,0.0
 Sukhbaatar, Internists,2020,0.0
 Sukhbaatar, Internists,2019,0.0
 Sukhbaatar, Internists,2018,3.0
 Sukhbaatar, Internists,2017,3.0
 Sukhbaatar, Internists,2016,3.0
 Sukhbaatar, Internists,2015,4.0
 Sukhbaatar, Pediatrics,2025,17.0
 Sukhbaatar, Pediatrics,2024,17.0
 Sukhbaatar, Pediatrics,2023,18.0
 Sukhbaatar, Pediatrics,2022,17.0
 Sukhbaatar, Pediatrics,2021,23.0
 Sukhbaatar, Pediatrics,2020,23.0
 Sukhbaatar, Pediatrics,2019,17.0
 Sukhbaatar, Pediatrics,2018,19.0
 Sukhbaatar, Pediatrics,2017,21.0
 Sukhbaatar, Pediatrics,2016,17.0
 Sukhbaatar, Pediatrics,2015,18.0
 Sukhbaatar, Surgical,2025,11.0
 Sukhbaatar, Surgical,2024,10.0
 Sukhbaatar, Surgical,2023,9.0
 Sukhbaatar, Surgical,2022,10.0
 Sukhbaatar, Surgical,2021,11.0
 Sukhbaatar, Surgical,2020,9.0
 Sukhbaatar, Surgical,2019,8.0
 Sukhbaatar, Surgical,2018,6.0
 Sukhbaatar, Surgical,2017,7.0
 Sukhbaatar, Surgical,2016,6.0
 Sukhbaatar, Surgical,2015,6.0
 Sukhbaatar, Traumotologists,2025,2.0
 Sukhbaatar, Traumotologists,2024,1.0
