Гол нэр төрлийн бүтээгдэхүүн,Он,value
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",2000,1500.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1999,1600.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1998,2600.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1997,1600.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1996,1700.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1995,1800.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1994,4900.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1993,13000.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1992,27700.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1991,50600.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1990,59600.0
"    Сүү, сүүн бүтээгдэхүүн /мян.л/",1989,62000.0
    Малын мах /т/,2025,62837.7
    Малын мах /т/,2024,58007.7
    Малын мах /т/,2023,49491.5
    Малын мах /т/,2022,20926.4
    Малын мах /т/,2021,26279.8
    Малын мах /т/,2020,25583.1
    Малын мах /т/,2019,32100.3
    Малын мах /т/,2018,45221.7
    Малын мах /т/,2017,25538.0
    Малын мах /т/,2016,8949.9
    Малын мах /т/,2015,12599.8
    Малын мах /т/,2014,16784.3
    Малын мах /т/,2013,19759.0
    Малын мах /т/,2012,13158.9
    Малын мах /т/,2011,14035.2
    Малын мах /т/,2010,11745.6
    Малын мах /т/,2009,18274.8
    Малын мах /т/,2008,12009.8
    Малын мах /т/,2007,6770.4
    Малын мах /т/,2006,7800.0
    Малын мах /т/,2005,4800.0
    Малын мах /т/,2004,4300.0
    Малын мах /т/,2003,11100.0
    Малын мах /т/,2002,6800.0
    Малын мах /т/,2001,12000.0
    Малын мах /т/,2000,6400.0
    Малын мах /т/,1999,4300.0
    Малын мах /т/,1998,6700.0
    Малын мах /т/,1997,7500.0
    Малын мах /т/,1996,8500.0
    Малын мах /т/,1995,11300.0
    Малын мах /т/,1994,11300.0
    Малын мах /т/,1993,17300.0
    Малын мах /т/,1992,25100.0
    Малын мах /т/,1991,49600.0
    Малын мах /т/,1990,57800.0
    Малын мах /т/,1989,61700.0
    Махан нөөш /т/,2025,730.0
    Махан нөөш /т/,2024,760.8
    Махан нөөш /т/,2023,545.1
    Махан нөөш /т/,2022,624.9
    Махан нөөш /т/,2021,262.5
    Махан нөөш /т/,2020,390.0
    Махан нөөш /т/,2019,253.6
    Махан нөөш /т/,2018,233.5
    Махан нөөш /т/,2017,185.5
    Махан нөөш /т/,2016,158.0
    Махан нөөш /т/,2015,81.8
    Махан нөөш /т/,2014,250.5
    Махан нөөш /т/,2013,231.2
    Махан нөөш /т/,2012,130.0
    Махан нөөш /т/,2011,114.6
    Махан нөөш /т/,2010,178.4
    Махан нөөш /т/,2009,343.3
    Махан нөөш /т/,2008,538.9
    Махан нөөш /т/,2007,139.3
    Махан нөөш /т/,2006,349.8
    Махан нөөш /т/,2005,201.4
    Махан нөөш /т/,2004,75.2
    Махан нөөш /т/,2003,44.7
    Махан нөөш /т/,2002,63.7
    Махан нөөш /т/,2001,33.7
    Махан нөөш /т/,2000,
    Махан нөөш /т/,1999,71.9
    Махан нөөш /т/,1998,322.0
    Махан нөөш /т/,1997,650.8
    Махан нөөш /т/,1996,339.2
    Махан нөөш /т/,1995,431.7
    Махан нөөш /т/,1994,243.1
    Махан нөөш /т/,1993,358.3
    Махан нөөш /т/,1992,568.9
    Махан нөөш /т/,1991,1054.9
    Махан нөөш /т/,1990,1108.5
    Махан нөөш /т/,1989,1682.3
    Хиаман төрлийн бүтээгдэхүүн /т/,2025,12040.2
    Хиаман төрлийн бүтээгдэхүүн /т/,2024,11626.9
    Хиаман төрлийн бүтээгдэхүүн /т/,2023,9889.5
    Хиаман төрлийн бүтээгдэхүүн /т/,2022,8808.2
    Хиаман төрлийн бүтээгдэхүүн /т/,2021,8906.6
    Хиаман төрлийн бүтээгдэхүүн /т/,2020,6695.4
    Хиаман төрлийн бүтээгдэхүүн /т/,2019,5772.0
    Хиаман төрлийн бүтээгдэхүүн /т/,2018,5686.8
    Хиаман төрлийн бүтээгдэхүүн /т/,2017,4636.3
    Хиаман төрлийн бүтээгдэхүүн /т/,2016,4628.3
    Хиаман төрлийн бүтээгдэхүүн /т/,2015,3361.0
    Хиаман төрлийн бүтээгдэхүүн /т/,2014,3337.7
    Хиаман төрлийн бүтээгдэхүүн /т/,2013,2260.8
    Хиаман төрлийн бүтээгдэхүүн /т/,2012,2192.2
    Хиаман төрлийн бүтээгдэхүүн /т/,2011,2161.7
    Хиаман төрлийн бүтээгдэхүүн /т/,2010,1705.7
    Хиаман төрлийн бүтээгдэхүүн /т/,2009,1596.6
    Хиаман төрлийн бүтээгдэхүүн /т/,2008,1696.0
    Хиаман төрлийн бүтээгдэхүүн /т/,2007,1322.6
    Хиаман төрлийн бүтээгдэхүүн /т/,2006,1225.4
    Хиаман төрлийн бүтээгдэхүүн /т/,2005,1299.7
    Хиаман төрлийн бүтээгдэхүүн /т/,2004,1272.2
    Хиаман төрлийн бүтээгдэхүүн /т/,2003,1170.6
    Хиаман төрлийн бүтээгдэхүүн /т/,2002,950.6
    Хиаман төрлийн бүтээгдэхүүн /т/,2001,727.5
    Хиаман төрлийн бүтээгдэхүүн /т/,2000,754.7
    Хиаман төрлийн бүтээгдэхүүн /т/,1999,439.1
    Хиаман төрлийн бүтээгдэхүүн /т/,1998,622.5
    Хиаман төрлийн бүтээгдэхүүн /т/,1997,793.2
    Хиаман төрлийн бүтээгдэхүүн /т/,1996,674.0
    Хиаман төрлийн бүтээгдэхүүн /т/,1995,639.2
    Хиаман төрлийн бүтээгдэхүүн /т/,1994,1065.3
    Хиаман төрлийн бүтээгдэхүүн /т/,1993,1245.3
    Хиаман төрлийн бүтээгдэхүүн /т/,1992,3360.0
    Хиаман төрлийн бүтээгдэхүүн /т/,1991,5825.4
    Хиаман төрлийн бүтээгдэхүүн /т/,1990,5522.4
    Хиаман төрлийн бүтээгдэхүүн /т/,1989,5824.3
    Хүнсний давс /т/,2025,12.1
    Хүнсний давс /т/,2024,21.5
    Хүнсний давс /т/,2023,18.1
    Хүнсний давс /т/,2022,17.5
    Хүнсний давс /т/,2021,20.6
    Хүнсний давс /т/,2020,23.8
    Хүнсний давс /т/,2019,22.3
    Хүнсний давс /т/,2018,22.3
    Хүнсний давс /т/,2017,12.1
    Хүнсний давс /т/,2016,8.9
    Хүнсний давс /т/,2015,184.7
    Хүнсний давс /т/,2014,1848.6
    Хүнсний давс /т/,2013,2173.5
    Хүнсний давс /т/,2012,2457.5
    Хүнсний давс /т/,2011,2182.2
    Хүнсний давс /т/,2010,1861.7
    Хүнсний давс /т/,2009,1376.0
    Хүнсний давс /т/,2008,1109.2
    Хүнсний давс /т/,2007,1109.4
    Хүнсний давс /т/,2006,1154.4
    Хүнсний давс /т/,2005,1896.2
    Хүнсний давс /т/,2004,1550.4
    Хүнсний давс /т/,2003,1970.9
    Хүнсний давс /т/,2002,1268.3
    Хүнсний давс /т/,2001,1800.6
    Хүнсний давс /т/,2000,111.7
    Хүнсний давс /т/,1999,51.9
    Хүнсний давс /т/,1998,201.6
    Хүнсний давс /т/,1997,240.4
    Хүнсний давс /т/,1996,429.3
    Хүнсний давс /т/,1995,497.3
    Хүнсний давс /т/,1994,200.3
    Хүнсний давс /т/,1993,602.9
    Хүнсний давс /т/,1992,979.0
    Хүнсний давс /т/,1991,2603.0
    Хүнсний давс /т/,1990,3811.9
    Хүнсний давс /т/,1989,4818.8
    Малын тэжээл /т/,2025,64590.2
    Малын тэжээл /т/,2024,52473.7
    Малын тэжээл /т/,2023,78359.0
    Малын тэжээл /т/,2022,68513.7
    Малын тэжээл /т/,2021,78622.0
    Малын тэжээл /т/,2020,87970.4
    Малын тэжээл /т/,2019,75993.2
    Малын тэжээл /т/,2018,96496.1
    Малын тэжээл /т/,2017,95964.0
    Малын тэжээл /т/,2016,58983.4
    Малын тэжээл /т/,2015,67094.7
    Малын тэжээл /т/,2014,67807.9
    Малын тэжээл /т/,2013,82359.1
    Малын тэжээл /т/,2012,38193.8
    Малын тэжээл /т/,2011,34145.5
    Малын тэжээл /т/,2010,65768.8
    Малын тэжээл /т/,2009,39293.4
    Малын тэжээл /т/,2008,26266.3
    Малын тэжээл /т/,2007,22301.5
    Малын тэжээл /т/,2006,24985.3
    Малын тэжээл /т/,2005,16429.3
    Малын тэжээл /т/,2004,17971.0
    Малын тэжээл /т/,2003,16923.0
    Малын тэжээл /т/,2002,13009.8
    Малын тэжээл /т/,2001,9567.4
    Малын тэжээл /т/,2000,10952.0
    Малын тэжээл /т/,1999,13900.0
    Малын тэжээл /т/,1998,15100.0
    Малын тэжээл /т/,1997,14900.0
    Малын тэжээл /т/,1996,19100.0
    Малын тэжээл /т/,1995,47000.0
    Малын тэжээл /т/,1994,33700.0
    Малын тэжээл /т/,1993,77000.0
    Малын тэжээл /т/,1992,82700.0
    Малын тэжээл /т/,1991,102100.0
    Малын тэжээл /т/,1990,119100.0
    Малын тэжээл /т/,1989,212200.0
Өлөн гэдэс /мян.гогц/,2025,396.6
Өлөн гэдэс /мян.гогц/,2024,527.3
Өлөн гэдэс /мян.гогц/,2023,434.1
Өлөн гэдэс /мян.гогц/,2022,616.1
Өлөн гэдэс /мян.гогц/,2021,571.0
Өлөн гэдэс /мян.гогц/,2020,577.6
Өлөн гэдэс /мян.гогц/,2019,704.0
Өлөн гэдэс /мян.гогц/,2018,600.9
Өлөн гэдэс /мян.гогц/,2017,779.9
Өлөн гэдэс /мян.гогц/,2016,878.2
Өлөн гэдэс /мян.гогц/,2015,625.6
Өлөн гэдэс /мян.гогц/,2014,407.3
Өлөн гэдэс /мян.гогц/,2013,696.1
Өлөн гэдэс /мян.гогц/,2012,941.9
Өлөн гэдэс /мян.гогц/,2011,1250.8
Өлөн гэдэс /мян.гогц/,2010,1288.5
Өлөн гэдэс /мян.гогц/,2009,1057.1
Өлөн гэдэс /мян.гогц/,2008,641.1
Өлөн гэдэс /мян.гогц/,2007,644.3
Өлөн гэдэс /мян.гогц/,2006,700.4
Өлөн гэдэс /мян.гогц/,2005,612.3
Өлөн гэдэс /мян.гогц/,2004,385.4
Өлөн гэдэс /мян.гогц/,2003,437.8
Өлөн гэдэс /мян.гогц/,2002,456.9
Өлөн гэдэс /мян.гогц/,2001,382.6
Өлөн гэдэс /мян.гогц/,2000,669.4
Өлөн гэдэс /мян.гогц/,1999,458.6
Өлөн гэдэс /мян.гогц/,1998,427.8
Өлөн гэдэс /мян.гогц/,1997,150.2
Өлөн гэдэс /мян.гогц/,1996,195.2
Өлөн гэдэс /мян.гогц/,1995,312.4
Өлөн гэдэс /мян.гогц/,1994,353.4
Өлөн гэдэс /мян.гогц/,1993,937.8
Өлөн гэдэс /мян.гогц/,1992,1804.1
Өлөн гэдэс /мян.гогц/,1991,2969.6
Өлөн гэдэс /мян.гогц/,1990,3051.9
Өлөн гэдэс /мян.гогц/,1989,3140.5
    Спирт /мян.л/,2025,9754.5
    Спирт /мян.л/,2024,10575.1
    Спирт /мян.л/,2023,11039.6
    Спирт /мян.л/,2022,11865.3
    Спирт /мян.л/,2021,10947.0
    Спирт /мян.л/,2020,10063.7
    Спирт /мян.л/,2019,10143.1
    Спирт /мян.л/,2018,10581.4
    Спирт /мян.л/,2017,8854.5
    Спирт /мян.л/,2016,8647.7
    Спирт /мян.л/,2015,8668.6
    Спирт /мян.л/,2014,9126.0
    Спирт /мян.л/,2013,9950.4
    Спирт /мян.л/,2012,10761.3
    Спирт /мян.л/,2011,10030.6
    Спирт /мян.л/,2010,8440.1
    Спирт /мян.л/,2009,7592.4
    Спирт /мян.л/,2008,8080.9
    Спирт /мян.л/,2007,5721.5
    Спирт /мян.л/,2006,4032.9
    Спирт /мян.л/,2005,3094.4
    Спирт /мян.л/,2004,2296.5
    Спирт /мян.л/,2003,2077.6
    Спирт /мян.л/,2002,4902.3
    Спирт /мян.л/,2001,3964.6
    Спирт /мян.л/,2000,3796.3
    Спирт /мян.л/,1999,3156.8
    Спирт /мян.л/,1998,2818.4
    Спирт /мян.л/,1997,2654.0
    Спирт /мян.л/,1996,2060.6
    Спирт /мян.л/,1995,2120.5
    Спирт /мян.л/,1994,1855.1
    Спирт /мян.л/,1993,2219.5
    Спирт /мян.л/,1992,3207.2
    Спирт /мян.л/,1991,3209.7
    Спирт /мян.л/,1990,3473.6
    Спирт /мян.л/,1989,3423.5
    Архи дарс /мян.л/,2025,23738.0
    Архи дарс /мян.л/,2024,25640.6
    Архи дарс /мян.л/,2023,27652.1
    Архи дарс /мян.л/,2022,29747.6
    Архи дарс /мян.л/,2021,27398.1
    Архи дарс /мян.л/,2020,24585.7
    Архи дарс /мян.л/,2019,27155.5
    Архи дарс /мян.л/,2018,28912.8
    Архи дарс /мян.л/,2017,24749.9
    Архи дарс /мян.л/,2016,23887.6
    Архи дарс /мян.л/,2015,21206.9
    Архи дарс /мян.л/,2014,24258.1
    Архи дарс /мян.л/,2013,24841.1
    Архи дарс /мян.л/,2012,26881.7
    Архи дарс /мян.л/,2011,25593.4
    Архи дарс /мян.л/,2010,20391.7
    Архи дарс /мян.л/,2009,17409.6
    Архи дарс /мян.л/,2008,15493.9
    Архи дарс /мян.л/,2007,12585.8
    Архи дарс /мян.л/,2006,10719.6
    Архи дарс /мян.л/,2005,7956.4
    Архи дарс /мян.л/,2004,9161.0
    Архи дарс /мян.л/,2003,8873.1
    Архи дарс /мян.л/,2002,9436.2
    Архи дарс /мян.л/,2001,8626.5
    Архи дарс /мян.л/,2000,6595.7
    Архи дарс /мян.л/,1999,5510.9
    Архи дарс /мян.л/,1998,4989.2
    Архи дарс /мян.л/,1997,4399.4
    Архи дарс /мян.л/,1996,3588.2
    Архи дарс /мян.л/,1995,3663.2
    Архи дарс /мян.л/,1994,3626.0
    Архи дарс /мян.л/,1993,5250.8
    Архи дарс /мян.л/,1992,6769.6
    Архи дарс /мян.л/,1991,6769.2
    Архи дарс /мян.л/,1990,6438.4
    Архи дарс /мян.л/,1989,4914.8
    Шар айраг /мян.л/,2025,95895.0
    Шар айраг /мян.л/,2024,100866.5
    Шар айраг /мян.л/,2023,90777.1
    Шар айраг /мян.л/,2022,95987.6
    Шар айраг /мян.л/,2021,101758.8
    Шар айраг /мян.л/,2020,92802.2
    Шар айраг /мян.л/,2019,91975.1
    Шар айраг /мян.л/,2018,91246.0
    Шар айраг /мян.л/,2017,82415.2
    Шар айраг /мян.л/,2016,75732.3
    Шар айраг /мян.л/,2015,74857.2
    Шар айраг /мян.л/,2014,67740.7
    Шар айраг /мян.л/,2013,63775.3
    Шар айраг /мян.л/,2012,65124.6
    Шар айраг /мян.л/,2011,57133.6
    Шар айраг /мян.л/,2010,44878.5
    Шар айраг /мян.л/,2009,32445.1
    Шар айраг /мян.л/,2008,19891.2
    Шар айраг /мян.л/,2007,18377.7
    Шар айраг /мян.л/,2006,7393.0
    Шар айраг /мян.л/,2005,7996.9
    Шар айраг /мян.л/,2004,7980.7
    Шар айраг /мян.л/,2003,3027.6
    Шар айраг /мян.л/,2002,3375.3
    Шар айраг /мян.л/,2001,4267.8
    Шар айраг /мян.л/,2000,3247.2
    Шар айраг /мян.л/,1999,1852.7
    Шар айраг /мян.л/,1998,3646.2
    Шар айраг /мян.л/,1997,4525.9
    Шар айраг /мян.л/,1996,1692.3
    Шар айраг /мян.л/,1995,1303.4
    Шар айраг /мян.л/,1994,
    Шар айраг /мян.л/,1993,
    Шар айраг /мян.л/,1992,
    Шар айраг /мян.л/,1991,
    Шар айраг /мян.л/,1990,
    Шар айраг /мян.л/,1989,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2025,463157.9
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2024,477175.9
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2023,439291.6
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2022,399924.9
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2021,348184.1
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2020,342196.6
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2019,337368.2
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2018,304269.2
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2017,275758.2
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2016,243754.3
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2015,241116.8
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2014,222899.5
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2013,201639.3
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2012,174426.7
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2011,162034.9
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2010,135155.3
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2009,86428.6
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2008,85804.1
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2007,67863.7
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2006,38813.2
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2005,42260.6
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2004,34032.7
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2003,24561.1
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2002,12907.3
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2001,11082.7
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",2000,8644.7
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1999,6860.6
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1998,7751.8
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1997,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1996,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1995,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1994,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1993,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1992,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1991,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1990,
"    Цэвэр ус, амтат ус, ундаа жүүс /мян.л/",1989,
    Гурил /т/,2025,170920.9
    Гурил /т/,2024,144489.3
    Гурил /т/,2023,191345.8
    Гурил /т/,2022,205532.1
    Гурил /т/,2021,217891.2
    Гурил /т/,2020,235114.1
    Гурил /т/,2019,211607.4
    Гурил /т/,2018,211053.2
    Гурил /т/,2017,208524.1
    Гурил /т/,2016,209678.5
    Гурил /т/,2015,206473.4
    Гурил /т/,2014,228214.4
    Гурил /т/,2013,246512.2
    Гурил /т/,2012,114898.8
    Гурил /т/,2011,105251.9
    Гурил /т/,2010,143488.7
    Гурил /т/,2009,104999.3
    Гурил /т/,2008,62014.3
    Гурил /т/,2007,70796.0
    Гурил /т/,2006,61655.1
    Гурил /т/,2005,55622.6
    Гурил /т/,2004,55768.5
    Гурил /т/,2003,54017.3
    Гурил /т/,2002,49600.0
    Гурил /т/,2001,37700.0
    Гурил /т/,2000,40200.0
    Гурил /т/,1999,67300.0
    Гурил /т/,1998,65800.0
    Гурил /т/,1997,63600.0
    Гурил /т/,1996,92100.0
    Гурил /т/,1995,158700.0
    Гурил /т/,1994,127000.0
    Гурил /т/,1993,175500.0
    Гурил /т/,1992,181900.0
    Гурил /т/,1991,174400.0
    Гурил /т/,1990,189800.0
    Гурил /т/,1989,199700.0
    Гоймон /т/,2025,4335.1
    Гоймон /т/,2024,6614.2
    Гоймон /т/,2023,7845.7
    Гоймон /т/,2022,7287.4
    Гоймон /т/,2021,3530.0
    Гоймон /т/,2020,4615.8
    Гоймон /т/,2019,8842.7
    Гоймон /т/,2018,7226.7
    Гоймон /т/,2017,6998.5
    Гоймон /т/,2016,4050.5
    Гоймон /т/,2015,2027.5
    Гоймон /т/,2014,2730.8
    Гоймон /т/,2013,1512.2
    Гоймон /т/,2012,3191.7
    Гоймон /т/,2011,2231.8
    Гоймон /т/,2010,2055.7
    Гоймон /т/,2009,4476.7
    Гоймон /т/,2008,2287.6
    Гоймон /т/,2007,1361.4
    Гоймон /т/,2006,1006.4
    Гоймон /т/,2005,886.1
    Гоймон /т/,2004,1338.5
    Гоймон /т/,2003,840.4
    Гоймон /т/,2002,910.2
    Гоймон /т/,2001,520.8
    Гоймон /т/,2000,865.9
    Гоймон /т/,1999,1110.8
    Гоймон /т/,1998,1741.8
    Гоймон /т/,1997,4106.0
    Гоймон /т/,1996,1994.0
    Гоймон /т/,1995,2245.3
    Гоймон /т/,1994,
    Гоймон /т/,1993,
    Гоймон /т/,1992,
    Гоймон /т/,1991,
    Гоймон /т/,1990,
    Гоймон /т/,1989,
    Талх /т/,2025,32763.4
    Талх /т/,2024,34238.4
    Талх /т/,2023,40446.6
    Талх /т/,2022,39496.9
    Талх /т/,2021,35166.5
    Талх /т/,2020,30991.9
    Талх /т/,2019,27798.7
    Талх /т/,2018,27436.2
    Талх /т/,2017,23831.3
    Талх /т/,2016,22282.9
    Талх /т/,2015,23977.3
    Талх /т/,2014,25801.5
    Талх /т/,2013,21689.7
    Талх /т/,2012,22498.4
    Талх /т/,2011,21184.0
    Талх /т/,2010,19388.0
    Талх /т/,2009,21396.5
    Талх /т/,2008,23424.0
    Талх /т/,2007,17890.1
    Талх /т/,2006,20385.4
    Талх /т/,2005,22552.3
    Талх /т/,2004,23439.5
    Талх /т/,2003,22100.5
    Талх /т/,2002,21730.6
    Талх /т/,2001,23294.4
    Талх /т/,2000,20217.2
    Талх /т/,1999,14700.0
    Талх /т/,1998,19300.0
    Талх /т/,1997,31500.0
    Талх /т/,1996,30000.0
    Талх /т/,1995,36800.0
    Талх /т/,1994,33900.0
    Талх /т/,1993,46000.0
    Талх /т/,1992,60900.0
    Талх /т/,1991,60600.0
    Талх /т/,1990,63300.0
    Талх /т/,1989,66700.0
    Нарийн боов /т/,2025,29715.9
    Нарийн боов /т/,2024,27723.7
    Нарийн боов /т/,2023,29647.5
    Нарийн боов /т/,2022,30561.5
    Нарийн боов /т/,2021,35099.4
    Нарийн боов /т/,2020,25339.9
    Нарийн боов /т/,2019,21215.5
    Нарийн боов /т/,2018,18952.9
    Нарийн боов /т/,2017,17231.3
    Нарийн боов /т/,2016,15993.9
    Нарийн боов /т/,2015,16344.3
    Нарийн боов /т/,2014,16738.5
    Нарийн боов /т/,2013,16594.4
    Нарийн боов /т/,2012,12097.6
    Нарийн боов /т/,2011,11419.4
    Нарийн боов /т/,2010,11610.2
    Нарийн боов /т/,2009,11821.4
    Нарийн боов /т/,2008,12207.1
    Нарийн боов /т/,2007,11802.6
    Нарийн боов /т/,2006,10161.0
    Нарийн боов /т/,2005,8208.1
    Нарийн боов /т/,2004,7015.9
    Нарийн боов /т/,2003,6436.4
    Нарийн боов /т/,2002,5905.4
    Нарийн боов /т/,2001,5710.0
    Нарийн боов /т/,2000,5463.5
    Нарийн боов /т/,1999,8000.0
    Нарийн боов /т/,1998,10300.0
    Нарийн боов /т/,1997,12500.0
    Нарийн боов /т/,1996,11300.0
    Нарийн боов /т/,1995,5800.0
    Нарийн боов /т/,1994,4000.0
    Нарийн боов /т/,1993,4600.0
    Нарийн боов /т/,1992,9000.0
    Нарийн боов /т/,1991,24800.0
    Нарийн боов /т/,1990,32300.0
    Нарийн боов /т/,1989,35800.0
    Жигнэмэг /т/,2025,503.0
    Жигнэмэг /т/,2024,539.2
    Жигнэмэг /т/,2023,758.7
    Жигнэмэг /т/,2022,739.8
    Жигнэмэг /т/,2021,926.5
    Жигнэмэг /т/,2020,883.1
    Жигнэмэг /т/,2019,1465.6
    Жигнэмэг /т/,2018,317.9
    Жигнэмэг /т/,2017,355.5
    Жигнэмэг /т/,2016,491.3
    Жигнэмэг /т/,2015,478.8
    Жигнэмэг /т/,2014,470.3
    Жигнэмэг /т/,2013,487.4
    Жигнэмэг /т/,2012,646.9
    Жигнэмэг /т/,2011,410.4
    Жигнэмэг /т/,2010,347.6
    Жигнэмэг /т/,2009,244.7
    Жигнэмэг /т/,2008,431.6
    Жигнэмэг /т/,2007,366.8
    Жигнэмэг /т/,2006,436.7
    Жигнэмэг /т/,2005,477.0
    Жигнэмэг /т/,2004,695.3
    Жигнэмэг /т/,2003,502.3
    Жигнэмэг /т/,2002,918.1
    Жигнэмэг /т/,2001,1226.4
    Жигнэмэг /т/,2000,1608.5
    Жигнэмэг /т/,1999,2200.0
    Жигнэмэг /т/,1998,3300.0
    Жигнэмэг /т/,1997,4200.0
    Жигнэмэг /т/,1996,3900.0
    Жигнэмэг /т/,1995,3000.0
    Жигнэмэг /т/,1994,4400.0
    Жигнэмэг /т/,1993,4800.0
    Жигнэмэг /т/,1992,5200.0
    Жигнэмэг /т/,1991,5500.0
    Жигнэмэг /т/,1990,5900.0
    Жигнэмэг /т/,1989,6300.0
Чихэр /т/,2025,1042.3
Чихэр /т/,2024,845.9
Чихэр /т/,2023,71.8
Чихэр /т/,2022,60.2
Чихэр /т/,2021,36.8
Чихэр /т/,2020,34.4
Чихэр /т/,2019,45.5
Чихэр /т/,2018,54.3
Чихэр /т/,2017,51.2
Чихэр /т/,2016,34.4
Чихэр /т/,2015,40.7
Чихэр /т/,2014,56.4
Чихэр /т/,2013,44.6
Чихэр /т/,2012,92.7
Чихэр /т/,2011,79.4
Чихэр /т/,2010,85.9
Чихэр /т/,2009,97.3
Чихэр /т/,2008,90.4
Чихэр /т/,2007,101.1
Чихэр /т/,2006,100.0
Чихэр /т/,2005,100.0
Чихэр /т/,2004,100.0
Чихэр /т/,2003,100.0
Чихэр /т/,2002,200.0
Чихэр /т/,2001,300.0
Чихэр /т/,2000,500.0
Чихэр /т/,1999,800.0
Чихэр /т/,1998,1600.0
Чихэр /т/,1997,1700.0
Чихэр /т/,1996,1800.0
Чихэр /т/,1995,2000.0
Чихэр /т/,1994,2400.0
Чихэр /т/,1993,2600.0
Чихэр /т/,1992,2800.0
Чихэр /т/,1991,3100.0
Чихэр /т/,1990,3300.0
Чихэр /т/,1989,3600.0
    Тамхи /мян.блок/,2025,1906.1
    Тамхи /мян.блок/,2024,2403.2
    Тамхи /мян.блок/,2023,3206.3
    Тамхи /мян.блок/,2022,2643.8
    Тамхи /мян.блок/,2021,3926.4
    Тамхи /мян.блок/,2020,2007.5
    Тамхи /мян.блок/,2019,3944.4
    Тамхи /мян.блок/,2018,4721.5
    Тамхи /мян.блок/,2017,5397.4
    Тамхи /мян.блок/,2016,4959.2
    Тамхи /мян.блок/,2015,5086.3
    Тамхи /мян.блок/,2014,6432.4
    Тамхи /мян.блок/,2013,6299.8
    Тамхи /мян.блок/,2012,7024.0
    Тамхи /мян.блок/,2011,8515.0
    Тамхи /мян.блок/,2010,6866.0
    Тамхи /мян.блок/,2009,6673.5
    Тамхи /мян.блок/,2008,7815.0
    Тамхи /мян.блок/,2007,7068.7
    Тамхи /мян.блок/,2006,5085.8
    Тамхи /мян.блок/,2005,3847.0
    Тамхи /мян.блок/,2004,
    Тамхи /мян.блок/,2003,820.9
    Тамхи /мян.блок/,2002,164.5
    Тамхи /мян.блок/,2001,
    Тамхи /мян.блок/,2000,
    Тамхи /мян.блок/,1999,
    Тамхи /мян.блок/,1998,
    Тамхи /мян.блок/,1997,
    Тамхи /мян.блок/,1996,
    Тамхи /мян.блок/,1995,
