малын_төрөл,бүс,он,утга
Тэмээ,Увс,2000,18.24
Тэмээ,Увс,1999,22.7
Тэмээ,Увс,1998,24.33
Тэмээ,Увс,1997,24.05
Тэмээ,Увс,1996,24.19
Тэмээ,Увс,1995,24.73
Тэмээ,Увс,1994,25.25
Тэмээ,Увс,1993,26.11
Тэмээ,Увс,1992,28.69
Тэмээ,Увс,1991,34.94
Тэмээ,Увс,1990,40.44
Тэмээ,Увс,1989,41.83
Тэмээ,Увс,1988,41.71
Тэмээ,Увс,1987,41.03
Тэмээ,Увс,1986,40.51
Тэмээ,Увс,1985,39.61
Тэмээ,Увс,1984,38.74
Тэмээ,Увс,1983,38.38
Тэмээ,Увс,1982,39.48
Тэмээ,Увс,1981,39.08
Тэмээ,Увс,1980,39.17
Тэмээ,Увс,1979,38.95
Тэмээ,Увс,1978,37.97
Тэмээ,Увс,1977,38.0
Тэмээ,Увс,1976,38.24
Тэмээ,Увс,1975,39.42
Тэмээ,Увс,1974,40.12
Тэмээ,Увс,1973,40.94
Тэмээ,Увс,1972,40.34
Тэмээ,Увс,1971,41.73
Тэмээ,Увс,1970,41.39
Тэмээ,Ховд,2025,35.8
Тэмээ,Ховд,2024,35.02
Тэмээ,Ховд,2023,30.72
Тэмээ,Ховд,2022,29.56
Тэмээ,Ховд,2021,27.64
Тэмээ,Ховд,2020,25.69
Тэмээ,Ховд,2019,25.82
Тэмээ,Ховд,2018,25.35
Тэмээ,Ховд,2017,25.66
Тэмээ,Ховд,2016,23.91
Тэмээ,Ховд,2015,21.84
Тэмээ,Ховд,2014,20.63
Тэмээ,Ховд,2013,18.87
Тэмээ,Ховд,2012,18.63
Тэмээ,Ховд,2011,16.79
Тэмээ,Ховд,2010,16.34
Тэмээ,Ховд,2009,17.65
Тэмээ,Ховд,2008,17.7
Тэмээ,Ховд,2007,18.07
Тэмээ,Ховд,2006,17.6
Тэмээ,Ховд,2005,16.9
Тэмээ,Ховд,2004,16.57
Тэмээ,Ховд,2003,16.87
Тэмээ,Ховд,2002,16.77
Тэмээ,Ховд,2001,19.62
Тэмээ,Ховд,2000,23.04
Тэмээ,Ховд,1999,24.96
Тэмээ,Ховд,1998,24.89
Тэмээ,Ховд,1997,25.98
Тэмээ,Ховд,1996,27.69
Тэмээ,Ховд,1995,29.11
Тэмээ,Ховд,1994,28.3
Тэмээ,Ховд,1993,27.55
Тэмээ,Ховд,1992,28.36
Тэмээ,Ховд,1991,32.25
Тэмээ,Ховд,1990,37.24
Тэмээ,Ховд,1989,37.64
Тэмээ,Ховд,1988,38.1
Тэмээ,Ховд,1987,37.51
Тэмээ,Ховд,1986,37.34
Тэмээ,Ховд,1985,37.29
Тэмээ,Ховд,1984,36.68
Тэмээ,Ховд,1983,38.3
Тэмээ,Ховд,1982,39.97
Тэмээ,Ховд,1981,41.5
Тэмээ,Ховд,1980,42.15
Тэмээ,Ховд,1979,42.52
Тэмээ,Ховд,1978,41.93
Тэмээ,Ховд,1977,42.42
Тэмээ,Ховд,1976,43.06
Тэмээ,Ховд,1975,42.76
Тэмээ,Ховд,1974,42.65
Тэмээ,Ховд,1973,42.43
Тэмээ,Ховд,1972,42.03
Тэмээ,Ховд,1971,41.49
Тэмээ,Ховд,1970,40.66
Тэмээ,Хойд бүс,2025,5.1
Тэмээ,Хойд бүс,2024,4.86
Тэмээ,Хойд бүс,2023,4.58
Тэмээ,Хойд бүс,2022,4.16
Тэмээ,Хойд бүс,2021,3.91
Тэмээ,Хойд бүс,2020,3.77
Тэмээ,Хойд бүс,2019,3.91
Тэмээ,Хойд бүс,2018,3.72
Тэмээ,Хойд бүс,2017,3.6
Тэмээ,Хойд бүс,2016,3.44
Тэмээ,Хойд бүс,2015,3.24
Тэмээ,Хойд бүс,2014,3.25
Тэмээ,Хойд бүс,2013,3.19
Тэмээ,Хойд бүс,2012,3.33
Тэмээ,Хойд бүс,2011,3.22
Тэмээ,Хойд бүс,2010,3.32
Тэмээ,Хойд бүс,2009,3.38
Тэмээ,Хойд бүс,2008,2.95
Тэмээ,Хойд бүс,2007,2.85
Тэмээ,Хойд бүс,2006,2.94
Тэмээ,Хойд бүс,2005,2.9
Тэмээ,Хойд бүс,2004,3.28
Тэмээ,Хойд бүс,2003,3.72
Тэмээ,Хойд бүс,2002,4.01
Тэмээ,Хойд бүс,2001,4.41
Тэмээ,Хойд бүс,2000,5.68
Тэмээ,Хойд бүс,1999,6.46
Тэмээ,Хойд бүс,1998,6.45
Тэмээ,Хойд бүс,1997,6.52
Тэмээ,Хойд бүс,1996,6.53
Тэмээ,Хойд бүс,1995,6.74
Тэмээ,Хойд бүс,1994,6.87
Тэмээ,Хойд бүс,1993,7.09
Тэмээ,Хойд бүс,1992,8.67
Тэмээ,Хойд бүс,1991,10.0
Тэмээ,Хойд бүс,1990,11.54
Тэмээ,Хойд бүс,1989,11.39
Тэмээ,Хойд бүс,1988,11.09
Тэмээ,Хойд бүс,1987,10.87
Тэмээ,Хойд бүс,1986,10.78
Тэмээ,Хойд бүс,1985,10.82
Тэмээ,Хойд бүс,1984,10.89
Тэмээ,Хойд бүс,1983,10.9
Тэмээ,Хойд бүс,1982,11.15
Тэмээ,Хойд бүс,1981,10.78
Тэмээ,Хойд бүс,1980,10.61
Тэмээ,Хойд бүс,1979,11.2
Тэмээ,Хойд бүс,1978,10.58
Тэмээ,Хойд бүс,1977,10.38
Тэмээ,Хойд бүс,1976,10.92
Тэмээ,Хойд бүс,1975,11.8
Тэмээ,Хойд бүс,1974,11.96
Тэмээ,Хойд бүс,1973,11.84
Тэмээ,Хойд бүс,1972,12.2
Тэмээ,Хойд бүс,1971,12.51
Тэмээ,Хойд бүс,1970,12.62
Тэмээ,Булган,2025,2.57
Тэмээ,Булган,2024,2.29
Тэмээ,Булган,2023,2.03
Тэмээ,Булган,2022,1.57
Тэмээ,Булган,2021,1.49
Тэмээ,Булган,2020,1.43
Тэмээ,Булган,2019,1.45
Тэмээ,Булган,2018,1.38
Тэмээ,Булган,2017,1.36
Тэмээ,Булган,2016,1.31
Тэмээ,Булган,2015,1.22
Тэмээ,Булган,2014,1.24
Тэмээ,Булган,2013,1.13
Тэмээ,Булган,2012,1.04
Тэмээ,Булган,2011,0.95
Тэмээ,Булган,2010,0.85
Тэмээ,Булган,2009,0.8
Тэмээ,Булган,2008,0.49
Тэмээ,Булган,2007,0.39
Тэмээ,Булган,2006,0.36
Тэмээ,Булган,2005,0.38
Тэмээ,Булган,2004,0.46
Тэмээ,Булган,2003,0.57
Тэмээ,Булган,2002,0.74
Тэмээ,Булган,2001,0.93
Тэмээ,Булган,2000,0.95
Тэмээ,Булган,1999,1.02
Тэмээ,Булган,1998,1.0
Тэмээ,Булган,1997,1.1
Тэмээ,Булган,1996,1.12
Тэмээ,Булган,1995,1.3
Тэмээ,Булган,1994,1.47
Тэмээ,Булган,1993,1.81
Тэмээ,Булган,1992,3.06
Тэмээ,Булган,1991,3.66
Тэмээ,Булган,1990,4.39
Тэмээ,Булган,1989,4.35
Тэмээ,Булган,1988,4.18
Тэмээ,Булган,1987,4.05
Тэмээ,Булган,1986,4.04
Тэмээ,Булган,1985,4.06
Тэмээ,Булган,1984,4.17
Тэмээ,Булган,1983,4.14
Тэмээ,Булган,1982,4.28
Тэмээ,Булган,1981,4.15
Тэмээ,Булган,1980,4.11
Тэмээ,Булган,1979,4.11
Тэмээ,Булган,1978,4.01
Тэмээ,Булган,1977,3.73
Тэмээ,Булган,1976,3.89
Тэмээ,Булган,1975,4.1
Тэмээ,Булган,1974,4.04
Тэмээ,Булган,1973,3.88
Тэмээ,Булган,1972,4.05
Тэмээ,Булган,1971,4.15
Тэмээ,Булган,1970,4.12
Тэмээ,Орхон,2025,0.1
Тэмээ,Орхон,2024,0.08
Тэмээ,Орхон,2023,0.08
Тэмээ,Орхон,2022,0.08
Тэмээ,Орхон,2021,0.06
Тэмээ,Орхон,2020,0.06
Тэмээ,Орхон,2019,0.07
Тэмээ,Орхон,2018,0.06
Тэмээ,Орхон,2017,0.04
Тэмээ,Орхон,2016,0.04
Тэмээ,Орхон,2015,0.02
Тэмээ,Орхон,2014,0.06
Тэмээ,Орхон,2013,0.14
Тэмээ,Орхон,2012,0.18
Тэмээ,Орхон,2011,0.17
Тэмээ,Орхон,2010,0.18
Тэмээ,Орхон,2009,0.17
Тэмээ,Орхон,2008,0.17
Тэмээ,Орхон,2007,0.11
Тэмээ,Орхон,2006,0.12
Тэмээ,Орхон,2005,0.08
Тэмээ,Орхон,2004,0.09
Тэмээ,Орхон,2003,0.11
Тэмээ,Орхон,2002,0.12
Тэмээ,Орхон,2001,0.11
Тэмээ,Орхон,2000,0.1
Тэмээ,Орхон,1999,0.1
Тэмээ,Орхон,1998,0.05
Тэмээ,Орхон,1997,0.06
Тэмээ,Орхон,1996,0.04
Тэмээ,Орхон,1995,0.04
Тэмээ,Орхон,1994,0.01
Тэмээ,Орхон,1993,0.0
Тэмээ,Орхон,1992,0.01
Тэмээ,Орхон,1991,
Тэмээ,Орхон,1990,
Тэмээ,Орхон,1989,
Тэмээ,Орхон,1988,
Тэмээ,Орхон,1987,
Тэмээ,Орхон,1986,
Тэмээ,Орхон,1985,
Тэмээ,Орхон,1984,
Тэмээ,Орхон,1983,
Тэмээ,Орхон,1982,
Тэмээ,Орхон,1981,
Тэмээ,Орхон,1980,
Тэмээ,Орхон,1979,0.6
Тэмээ,Орхон,1978,
Тэмээ,Орхон,1977,
Тэмээ,Орхон,1976,
Тэмээ,Орхон,1975,
Тэмээ,Орхон,1974,
Тэмээ,Орхон,1973,
Тэмээ,Орхон,1972,
Тэмээ,Орхон,1971,
Тэмээ,Орхон,1970,
Тэмээ,Хөвсгөл,2025,2.44
Тэмээ,Хөвсгөл,2024,2.49
Тэмээ,Хөвсгөл,2023,2.47
Тэмээ,Хөвсгөл,2022,2.51
Тэмээ,Хөвсгөл,2021,2.35
Тэмээ,Хөвсгөл,2020,2.28
Тэмээ,Хөвсгөл,2019,2.39
Тэмээ,Хөвсгөл,2018,2.29
Тэмээ,Хөвсгөл,2017,2.2
Тэмээ,Хөвсгөл,2016,2.1
Тэмээ,Хөвсгөл,2015,2.0
Тэмээ,Хөвсгөл,2014,1.95
Тэмээ,Хөвсгөл,2013,1.92
Тэмээ,Хөвсгөл,2012,2.1
Тэмээ,Хөвсгөл,2011,2.1
Тэмээ,Хөвсгөл,2010,2.29
Тэмээ,Хөвсгөл,2009,2.41
Тэмээ,Хөвсгөл,2008,2.29
Тэмээ,Хөвсгөл,2007,2.35
Тэмээ,Хөвсгөл,2006,2.46
Тэмээ,Хөвсгөл,2005,2.44
Тэмээ,Хөвсгөл,2004,2.73
Тэмээ,Хөвсгөл,2003,3.04
Тэмээ,Хөвсгөл,2002,3.15
Тэмээ,Хөвсгөл,2001,3.37
Тэмээ,Хөвсгөл,2000,4.63
Тэмээ,Хөвсгөл,1999,5.34
Тэмээ,Хөвсгөл,1998,5.4
Тэмээ,Хөвсгөл,1997,5.36
Тэмээ,Хөвсгөл,1996,5.37
Тэмээ,Хөвсгөл,1995,5.4
Тэмээ,Хөвсгөл,1994,5.39
Тэмээ,Хөвсгөл,1993,5.28
Тэмээ,Хөвсгөл,1992,5.6
Тэмээ,Хөвсгөл,1991,6.34
Тэмээ,Хөвсгөл,1990,7.15
Тэмээ,Хөвсгөл,1989,7.04
Тэмээ,Хөвсгөл,1988,6.91
Тэмээ,Хөвсгөл,1987,6.82
Тэмээ,Хөвсгөл,1986,6.74
Тэмээ,Хөвсгөл,1985,6.76
Тэмээ,Хөвсгөл,1984,6.72
Тэмээ,Хөвсгөл,1983,6.76
Тэмээ,Хөвсгөл,1982,6.87
Тэмээ,Хөвсгөл,1981,6.63
Тэмээ,Хөвсгөл,1980,6.5
Тэмээ,Хөвсгөл,1979,6.49
Тэмээ,Хөвсгөл,1978,6.57
Тэмээ,Хөвсгөл,1977,6.65
Тэмээ,Хөвсгөл,1976,7.03
Тэмээ,Хөвсгөл,1975,7.7
Тэмээ,Хөвсгөл,1974,7.92
Тэмээ,Хөвсгөл,1973,7.96
Тэмээ,Хөвсгөл,1972,8.15
Тэмээ,Хөвсгөл,1971,8.36
Тэмээ,Хөвсгөл,1970,8.5
Тэмээ,Төвийн бүс,2025,4.79
Тэмээ,Төвийн бүс,2024,4.52
Тэмээ,Төвийн бүс,2023,4.71
Тэмээ,Төвийн бүс,2022,4.58
Тэмээ,Төвийн бүс,2021,4.22
Тэмээ,Төвийн бүс,2020,4.13
Тэмээ,Төвийн бүс,2019,4.11
Тэмээ,Төвийн бүс,2018,4.04
Тэмээ,Төвийн бүс,2017,4.07
Тэмээ,Төвийн бүс,2016,4.01
Тэмээ,Төвийн бүс,2015,3.69
Тэмээ,Төвийн бүс,2014,3.51
Тэмээ,Төвийн бүс,2013,3.42
Тэмээ,Төвийн бүс,2012,3.5
Тэмээ,Төвийн бүс,2011,3.97
Тэмээ,Төвийн бүс,2010,3.74
Тэмээ,Төвийн бүс,2009,3.72
Тэмээ,Төвийн бүс,2008,3.54
Тэмээ,Төвийн бүс,2007,2.95
Тэмээ,Төвийн бүс,2006,2.94
Тэмээ,Төвийн бүс,2005,2.69
Тэмээ,Төвийн бүс,2004,2.98
Тэмээ,Төвийн бүс,2003,3.31
Тэмээ,Төвийн бүс,2002,3.63
Тэмээ,Төвийн бүс,2001,3.62
Тэмээ,Төвийн бүс,2000,4.45
Тэмээ,Төвийн бүс,1999,4.67
Тэмээ,Төвийн бүс,1998,4.57
Тэмээ,Төвийн бүс,1997,4.49
Тэмээ,Төвийн бүс,1996,4.57
Тэмээ,Төвийн бүс,1995,4.68
Тэмээ,Төвийн бүс,1994,4.55
Тэмээ,Төвийн бүс,1993,5.07
Тэмээ,Төвийн бүс,1992,5.94
Тэмээ,Төвийн бүс,1991,7.18
Тэмээ,Төвийн бүс,1990,9.81
Тэмээ,Төвийн бүс,1989,9.98
Тэмээ,Төвийн бүс,1988,9.64
Тэмээ,Төвийн бүс,1987,9.57
Тэмээ,Төвийн бүс,1986,9.72
Тэмээ,Төвийн бүс,1985,9.9
Тэмээ,Төвийн бүс,1984,10.35
Тэмээ,Төвийн бүс,1983,11.08
Тэмээ,Төвийн бүс,1982,10.94
Тэмээ,Төвийн бүс,1981,10.64
Тэмээ,Төвийн бүс,1980,10.53
Тэмээ,Төвийн бүс,1979,12.17
Тэмээ,Төвийн бүс,1978,9.9
Тэмээ,Төвийн бүс,1977,9.77
Тэмээ,Төвийн бүс,1976,10.59
Тэмээ,Төвийн бүс,1975,11.18
Тэмээ,Төвийн бүс,1974,10.99
Тэмээ,Төвийн бүс,1973,10.73
Тэмээ,Төвийн бүс,1972,11.09
Тэмээ,Төвийн бүс,1971,11.13
Тэмээ,Төвийн бүс,1970,11.17
Тэмээ,Дархан-Уул,2025,0.01
Тэмээ,Дархан-Уул,2024,0.02
Тэмээ,Дархан-Уул,2023,0.01
Тэмээ,Дархан-Уул,2022,0.05
Тэмээ,Дархан-Уул,2021,0.09
Тэмээ,Дархан-Уул,2020,0.07
Тэмээ,Дархан-Уул,2019,0.06
Тэмээ,Дархан-Уул,2018,0.06
Тэмээ,Дархан-Уул,2017,0.04
Тэмээ,Дархан-Уул,2016,0.1
Тэмээ,Дархан-Уул,2015,0.07
Тэмээ,Дархан-Уул,2014,0.09
Тэмээ,Дархан-Уул,2013,0.19
Тэмээ,Дархан-Уул,2012,0.43
Тэмээ,Дархан-Уул,2011,0.51
Тэмээ,Дархан-Уул,2010,0.72
Тэмээ,Дархан-Уул,2009,0.44
Тэмээ,Дархан-Уул,2008,0.5
Тэмээ,Дархан-Уул,2007,0.38
Тэмээ,Дархан-Уул,2006,0.34
Тэмээ,Дархан-Уул,2005,0.1
Тэмээ,Дархан-Уул,2004,0.04
Тэмээ,Дархан-Уул,2003,0.04
Тэмээ,Дархан-Уул,2002,0.13
Тэмээ,Дархан-Уул,2001,0.1
Тэмээ,Дархан-Уул,2000,0.15
Тэмээ,Дархан-Уул,1999,0.11
Тэмээ,Дархан-Уул,1998,0.09
Тэмээ,Дархан-Уул,1997,0.05
Тэмээ,Дархан-Уул,1996,0.03
Тэмээ,Дархан-Уул,1995,0.04
Тэмээ,Дархан-Уул,1994,0.05
Тэмээ,Дархан-Уул,1993,0.04
Тэмээ,Дархан-Уул,1992,0.05
Тэмээ,Дархан-Уул,1991,0.05
Тэмээ,Дархан-Уул,1990,0.03
Тэмээ,Дархан-Уул,1989,0.05
Тэмээ,Дархан-Уул,1988,
Тэмээ,Дархан-Уул,1987,
Тэмээ,Дархан-Уул,1986,
Тэмээ,Дархан-Уул,1985,
Тэмээ,Дархан-Уул,1984,
Тэмээ,Дархан-Уул,1983,
Тэмээ,Дархан-Уул,1982,
Тэмээ,Дархан-Уул,1981,
Тэмээ,Дархан-Уул,1980,
Тэмээ,Дархан-Уул,1979,2.0
Тэмээ,Дархан-Уул,1978,
Тэмээ,Дархан-Уул,1977,
Тэмээ,Дархан-Уул,1976,
Тэмээ,Дархан-Уул,1975,
Тэмээ,Дархан-Уул,1974,
Тэмээ,Дархан-Уул,1973,
Тэмээ,Дархан-Уул,1972,
Тэмээ,Дархан-Уул,1971,
Тэмээ,Дархан-Уул,1970,
Тэмээ,Сэлэнгэ,2025,0.69
Тэмээ,Сэлэнгэ,2024,0.61
Тэмээ,Сэлэнгэ,2023,0.59
Тэмээ,Сэлэнгэ,2022,0.55
Тэмээ,Сэлэнгэ,2021,0.47
Тэмээ,Сэлэнгэ,2020,0.43
Тэмээ,Сэлэнгэ,2019,0.47
Тэмээ,Сэлэнгэ,2018,0.48
Тэмээ,Сэлэнгэ,2017,0.51
Тэмээ,Сэлэнгэ,2016,0.52
Тэмээ,Сэлэнгэ,2015,0.48
Тэмээ,Сэлэнгэ,2014,0.51
Тэмээ,Сэлэнгэ,2013,0.5
Тэмээ,Сэлэнгэ,2012,0.62
Тэмээ,Сэлэнгэ,2011,0.59
Тэмээ,Сэлэнгэ,2010,0.79
Тэмээ,Сэлэнгэ,2009,0.69
Тэмээ,Сэлэнгэ,2008,0.66
Тэмээ,Сэлэнгэ,2007,0.47
Тэмээ,Сэлэнгэ,2006,0.46
Тэмээ,Сэлэнгэ,2005,0.41
Тэмээ,Сэлэнгэ,2004,0.52
Тэмээ,Сэлэнгэ,2003,0.69
Тэмээ,Сэлэнгэ,2002,0.78
Тэмээ,Сэлэнгэ,2001,0.66
Тэмээ,Сэлэнгэ,2000,0.69
Тэмээ,Сэлэнгэ,1999,0.4
Тэмээ,Сэлэнгэ,1998,0.39
Тэмээ,Сэлэнгэ,1997,0.37
Тэмээ,Сэлэнгэ,1996,0.35
Тэмээ,Сэлэнгэ,1995,0.3
Тэмээ,Сэлэнгэ,1994,0.27
Тэмээ,Сэлэнгэ,1993,0.28
Тэмээ,Сэлэнгэ,1992,0.29
Тэмээ,Сэлэнгэ,1991,0.27
Тэмээ,Сэлэнгэ,1990,0.26
Тэмээ,Сэлэнгэ,1989,0.26
Тэмээ,Сэлэнгэ,1988,0.23
Тэмээ,Сэлэнгэ,1987,0.21
Тэмээ,Сэлэнгэ,1986,0.2
Тэмээ,Сэлэнгэ,1985,0.2
Тэмээ,Сэлэнгэ,1984,0.21
Тэмээ,Сэлэнгэ,1983,0.21
Тэмээ,Сэлэнгэ,1982,0.2
Тэмээ,Сэлэнгэ,1981,0.19
Тэмээ,Сэлэнгэ,1980,0.18
Тэмээ,Сэлэнгэ,1979,0.17
Тэмээ,Сэлэнгэ,1978,0.17
Тэмээ,Сэлэнгэ,1977,0.19
Тэмээ,Сэлэнгэ,1976,0.15
Тэмээ,Сэлэнгэ,1975,0.16
Тэмээ,Сэлэнгэ,1974,0.16
Тэмээ,Сэлэнгэ,1973,0.15
Тэмээ,Сэлэнгэ,1972,0.16
Тэмээ,Сэлэнгэ,1971,0.16
Тэмээ,Сэлэнгэ,1970,0.15
Тэмээ,Төв,2025,4.09
Тэмээ,Төв,2024,3.89
Тэмээ,Төв,2023,4.11
Тэмээ,Төв,2022,3.98
Тэмээ,Төв,2021,3.66
Тэмээ,Төв,2020,3.63
Тэмээ,Төв,2019,3.58
Тэмээ,Төв,2018,3.5
Тэмээ,Төв,2017,3.53
Тэмээ,Төв,2016,3.39
Тэмээ,Төв,2015,3.13
Тэмээ,Төв,2014,2.91
Тэмээ,Төв,2013,2.74
Тэмээ,Төв,2012,2.44
Тэмээ,Төв,2011,2.87
Тэмээ,Төв,2010,2.23
Тэмээ,Төв,2009,2.59
Тэмээ,Төв,2008,2.38
Тэмээ,Төв,2007,2.1
Тэмээ,Төв,2006,2.14
Тэмээ,Төв,2005,2.18
Тэмээ,Төв,2004,2.42
Тэмээ,Төв,2003,2.58
Тэмээ,Төв,2002,2.72
Тэмээ,Төв,2001,2.86
Тэмээ,Төв,2000,3.61
Тэмээ,Төв,1999,4.16
Тэмээ,Төв,1998,4.09
Тэмээ,Төв,1997,4.07
Тэмээ,Төв,1996,4.19
Тэмээ,Төв,1995,4.34
Тэмээ,Төв,1994,4.23
Тэмээ,Төв,1993,4.75
Тэмээ,Төв,1992,5.6
Тэмээ,Төв,1991,6.86
Тэмээ,Төв,1990,9.52
Тэмээ,Төв,1989,9.67
Тэмээ,Төв,1988,9.41
Тэмээ,Төв,1987,9.36
Тэмээ,Төв,1986,9.52
Тэмээ,Төв,1985,9.7
Тэмээ,Төв,1984,10.14
Тэмээ,Төв,1983,10.87
Тэмээ,Төв,1982,10.74
Тэмээ,Төв,1981,10.45
Тэмээ,Төв,1980,10.35
Тэмээ,Төв,1979,10.0
Тэмээ,Төв,1978,9.73
Тэмээ,Төв,1977,9.58
Тэмээ,Төв,1976,10.44
Тэмээ,Төв,1975,11.02
Тэмээ,Төв,1974,10.83
Тэмээ,Төв,1973,10.58
Тэмээ,Төв,1972,10.93
Тэмээ,Төв,1971,10.97
Тэмээ,Төв,1970,11.02
Тэмээ,Зүүн бүс,2025,14.25
Тэмээ,Зүүн бүс,2024,14.87
Тэмээ,Зүүн бүс,2023,17.99
Тэмээ,Зүүн бүс,2022,18.57
Тэмээ,Зүүн бүс,2021,18.37
Тэмээ,Зүүн бүс,2020,17.86
Тэмээ,Зүүн бүс,2019,18.48
Тэмээ,Зүүн бүс,2018,18.58
Тэмээ,Зүүн бүс,2017,18.1
Тэмээ,Зүүн бүс,2016,17.39
Тэмээ,Зүүн бүс,2015,17.27
Тэмээ,Зүүн бүс,2014,16.99
Тэмээ,Зүүн бүс,2013,17.2
Тэмээ,Зүүн бүс,2012,18.43
Тэмээ,Зүүн бүс,2011,19.94
Тэмээ,Зүүн бүс,2010,20.55
Тэмээ,Зүүн бүс,2009,20.19
Тэмээ,Зүүн бүс,2008,19.97
Тэмээ,Зүүн бүс,2007,21.88
Тэмээ,Зүүн бүс,2006,22.38
Тэмээ,Зүүн бүс,2005,23.23
Тэмээ,Зүүн бүс,2004,24.45
Тэмээ,Зүүн бүс,2003,25.14
Тэмээ,Зүүн бүс,2002,24.86
Тэмээ,Зүүн бүс,2001,24.51
Тэмээ,Зүүн бүс,2000,25.42
Тэмээ,Зүүн бүс,1999,25.81
Тэмээ,Зүүн бүс,1998,25.43
Тэмээ,Зүүн бүс,1997,24.9
Тэмээ,Зүүн бүс,1996,24.54
Тэмээ,Зүүн бүс,1995,25.31
Тэмээ,Зүүн бүс,1994,26.9
Тэмээ,Зүүн бүс,1993,23.68
Тэмээ,Зүүн бүс,1992,30.38
Тэмээ,Зүүн бүс,1991,34.46
Тэмээ,Зүүн бүс,1990,39.15
Тэмээ,Зүүн бүс,1989,40.92
Тэмээ,Зүүн бүс,1988,40.38
Тэмээ,Зүүн бүс,1987,40.17
Тэмээ,Зүүн бүс,1986,41.83
Тэмээ,Зүүн бүс,1985,42.46
Тэмээ,Зүүн бүс,1984,43.36
Тэмээ,Зүүн бүс,1983,43.89
Тэмээ,Зүүн бүс,1982,45.07
Тэмээ,Зүүн бүс,1981,47.46
Тэмээ,Зүүн бүс,1980,45.78
Тэмээ,Зүүн бүс,1979,49.02
Тэмээ,Зүүн бүс,1978,48.35
Тэмээ,Зүүн бүс,1977,47.01
Тэмээ,Зүүн бүс,1976,48.3
Тэмээ,Зүүн бүс,1975,48.97
Тэмээ,Зүүн бүс,1974,48.0
Тэмээ,Зүүн бүс,1973,47.0
Тэмээ,Зүүн бүс,1972,46.24
Тэмээ,Зүүн бүс,1971,47.43
Тэмээ,Зүүн бүс,1970,47.95
Тэмээ,Дорнод,2025,5.22
Тэмээ,Дорнод,2024,5.9
Тэмээ,Дорнод,2023,6.46
Тэмээ,Дорнод,2022,6.46
Тэмээ,Дорнод,2021,6.49
Тэмээ,Дорнод,2020,6.22
Тэмээ,Дорнод,2019,6.3
Тэмээ,Дорнод,2018,6.06
Тэмээ,Дорнод,2017,5.58
Тэмээ,Дорнод,2016,5.18
Тэмээ,Дорнод,2015,4.91
Тэмээ,Дорнод,2014,4.64
Тэмээ,Дорнод,2013,4.71
Тэмээ,Дорнод,2012,5.01
Тэмээ,Дорнод,2011,5.56
Тэмээ,Дорнод,2010,5.97
Тэмээ,Дорнод,2009,6.37
Тэмээ,Дорнод,2008,6.31
Тэмээ,Дорнод,2007,6.28
Тэмээ,Дорнод,2006,6.04
Тэмээ,Дорнод,2005,6.34
Тэмээ,Дорнод,2004,6.36
Тэмээ,Дорнод,2003,6.3
Тэмээ,Дорнод,2002,6.22
Тэмээ,Дорнод,2001,6.01
Тэмээ,Дорнод,2000,5.92
Тэмээ,Дорнод,1999,6.01
Тэмээ,Дорнод,1998,6.1
Тэмээ,Дорнод,1997,6.08
Тэмээ,Дорнод,1996,6.24
Тэмээ,Дорнод,1995,6.83
Тэмээ,Дорнод,1994,7.67
Тэмээ,Дорнод,1993,8.56
Тэмээ,Дорнод,1992,9.85
Тэмээ,Дорнод,1991,11.82
Тэмээ,Дорнод,1990,13.33
Тэмээ,Дорнод,1989,14.37
Тэмээ,Дорнод,1988,14.32
Тэмээ,Дорнод,1987,14.19
Тэмээ,Дорнод,1986,14.36
Тэмээ,Дорнод,1985,14.89
Тэмээ,Дорнод,1984,15.32
Тэмээ,Дорнод,1983,16.0
Тэмээ,Дорнод,1982,16.01
Тэмээ,Дорнод,1981,16.64
Тэмээ,Дорнод,1980,15.72
Тэмээ,Дорнод,1979,17.49
Тэмээ,Дорнод,1978,17.3
Тэмээ,Дорнод,1977,17.21
Тэмээ,Дорнод,1976,17.06
Тэмээ,Дорнод,1975,17.31
Тэмээ,Дорнод,1974,16.63
Тэмээ,Дорнод,1973,16.23
Тэмээ,Дорнод,1972,15.47
Тэмээ,Дорнод,1971,15.87
Тэмээ,Дорнод,1970,15.62
Тэмээ,Сүхбаатар,2025,5.82
Тэмээ,Сүхбаатар,2024,5.7
Тэмээ,Сүхбаатар,2023,7.56
Тэмээ,Сүхбаатар,2022,7.98
Тэмээ,Сүхбаатар,2021,7.75
Тэмээ,Сүхбаатар,2020,7.61
Тэмээ,Сүхбаатар,2019,7.93
Тэмээ,Сүхбаатар,2018,8.22
Тэмээ,Сүхбаатар,2017,8.32
Тэмээ,Сүхбаатар,2016,7.87
Тэмээ,Сүхбаатар,2015,8.31
Тэмээ,Сүхбаатар,2014,8.57
Тэмээ,Сүхбаатар,2013,8.9
Тэмээ,Сүхбаатар,2012,9.75
Тэмээ,Сүхбаатар,2011,10.68
Тэмээ,Сүхбаатар,2010,10.87
Тэмээ,Сүхбаатар,2009,10.14
Тэмээ,Сүхбаатар,2008,9.62
Тэмээ,Сүхбаатар,2007,10.83
Тэмээ,Сүхбаатар,2006,11.25
Тэмээ,Сүхбаатар,2005,11.81
Тэмээ,Сүхбаатар,2004,12.58
Тэмээ,Сүхбаатар,2003,12.94
