Насжилт,Бүс,Он,value
7-9 жил,    Өвөрхангай,2013,389
7-9 жил,    Өвөрхангай,2012,435
7-9 жил,    Хөвсгөл,2025,1331
7-9 жил,    Хөвсгөл,2024,1079
7-9 жил,    Хөвсгөл,2023,1057
7-9 жил,    Хөвсгөл,2022,2177
7-9 жил,    Хөвсгөл,2021,2994
7-9 жил,    Хөвсгөл,2020,3603
7-9 жил,    Хөвсгөл,2019,3922
7-9 жил,    Хөвсгөл,2018,2874
7-9 жил,    Хөвсгөл,2017,2538
7-9 жил,    Хөвсгөл,2016,1199
7-9 жил,    Хөвсгөл,2015,648
7-9 жил,    Хөвсгөл,2014,606
7-9 жил,    Хөвсгөл,2013,576
7-9 жил,    Хөвсгөл,2012,531
7-9 жил,Төвийн бүс,2025,13361
7-9 жил,Төвийн бүс,2024,11454
7-9 жил,Төвийн бүс,2023,10297
7-9 жил,Төвийн бүс,2022,18268
7-9 жил,Төвийн бүс,2021,17509
7-9 жил,Төвийн бүс,2020,22486
7-9 жил,Төвийн бүс,2019,26368
7-9 жил,Төвийн бүс,2018,21225
7-9 жил,Төвийн бүс,2017,15878
7-9 жил,Төвийн бүс,2016,10639
7-9 жил,Төвийн бүс,2015,7879
7-9 жил,Төвийн бүс,2014,7805
7-9 жил,Төвийн бүс,2013,6453
7-9 жил,Төвийн бүс,2012,5463
7-9 жил,    Говьсүмбэр,2025,317
7-9 жил,    Говьсүмбэр,2024,287
7-9 жил,    Говьсүмбэр,2023,275
7-9 жил,    Говьсүмбэр,2022,453
7-9 жил,    Говьсүмбэр,2021,521
7-9 жил,    Говьсүмбэр,2020,488
7-9 жил,    Говьсүмбэр,2019,560
7-9 жил,    Говьсүмбэр,2018,390
7-9 жил,    Говьсүмбэр,2017,275
7-9 жил,    Говьсүмбэр,2016,233
7-9 жил,    Говьсүмбэр,2015,170
7-9 жил,    Говьсүмбэр,2014,157
7-9 жил,    Говьсүмбэр,2013,128
7-9 жил,    Говьсүмбэр,2012,102
7-9 жил,    Дархан-Уул,2025,1937
7-9 жил,    Дархан-Уул,2024,1932
7-9 жил,    Дархан-Уул,2023,1750
7-9 жил,    Дархан-Уул,2022,3288
7-9 жил,    Дархан-Уул,2021,2424
7-9 жил,    Дархан-Уул,2020,2583
7-9 жил,    Дархан-Уул,2019,3066
7-9 жил,    Дархан-Уул,2018,2526
7-9 жил,    Дархан-Уул,2017,1718
7-9 жил,    Дархан-Уул,2016,1450
7-9 жил,    Дархан-Уул,2015,1335
7-9 жил,    Дархан-Уул,2014,1438
7-9 жил,    Дархан-Уул,2013,1230
7-9 жил,    Дархан-Уул,2012,1138
7-9 жил,    Дорноговь,2025,2089
7-9 жил,    Дорноговь,2024,1854
7-9 жил,    Дорноговь,2023,1714
7-9 жил,    Дорноговь,2022,2880
7-9 жил,    Дорноговь,2021,2947
7-9 жил,    Дорноговь,2020,2618
7-9 жил,    Дорноговь,2019,2866
7-9 жил,    Дорноговь,2018,1897
7-9 жил,    Дорноговь,2017,1318
7-9 жил,    Дорноговь,2016,1176
7-9 жил,    Дорноговь,2015,1218
7-9 жил,    Дорноговь,2014,1271
7-9 жил,    Дорноговь,2013,1145
7-9 жил,    Дорноговь,2012,1021
7-9 жил,    Дундговь,2025,1421
7-9 жил,    Дундговь,2024,1317
7-9 жил,    Дундговь,2023,1072
7-9 жил,    Дундговь,2022,1569
7-9 жил,    Дундговь,2021,2117
7-9 жил,    Дундговь,2020,2256
7-9 жил,    Дундговь,2019,2173
7-9 жил,    Дундговь,2018,1409
7-9 жил,    Дундговь,2017,1196
7-9 жил,    Дундговь,2016,924
7-9 жил,    Дундговь,2015,587
7-9 жил,    Дундговь,2014,530
7-9 жил,    Дундговь,2013,356
7-9 жил,    Дундговь,2012,283
7-9 жил,    Өмнөговь,2025,4535
7-9 жил,    Өмнөговь,2024,3212
7-9 жил,    Өмнөговь,2023,2618
7-9 жил,    Өмнөговь,2022,3993
7-9 жил,    Өмнөговь,2021,3756
7-9 жил,    Өмнөговь,2020,7522
7-9 жил,    Өмнөговь,2019,10661
7-9 жил,    Өмнөговь,2018,10719
7-9 жил,    Өмнөговь,2017,7988
7-9 жил,    Өмнөговь,2016,4844
7-9 жил,    Өмнөговь,2015,2969
7-9 жил,    Өмнөговь,2014,2833
7-9 жил,    Өмнөговь,2013,2171
7-9 жил,    Өмнөговь,2012,1577
7-9 жил,    Сэлэнгэ,2025,1665
7-9 жил,    Сэлэнгэ,2024,1591
7-9 жил,    Сэлэнгэ,2023,1660
7-9 жил,    Сэлэнгэ,2022,3042
7-9 жил,    Сэлэнгэ,2021,2623
7-9 жил,    Сэлэнгэ,2020,3075
7-9 жил,    Сэлэнгэ,2019,3179
7-9 жил,    Сэлэнгэ,2018,2141
7-9 жил,    Сэлэнгэ,2017,1562
7-9 жил,    Сэлэнгэ,2016,1196
7-9 жил,    Сэлэнгэ,2015,1010
7-9 жил,    Сэлэнгэ,2014,938
7-9 жил,    Сэлэнгэ,2013,941
7-9 жил,    Сэлэнгэ,2012,811
7-9 жил,    Төв,2025,1397
7-9 жил,    Төв,2024,1261
7-9 жил,    Төв,2023,1208
7-9 жил,    Төв,2022,3043
7-9 жил,    Төв,2021,3121
7-9 жил,    Төв,2020,3944
7-9 жил,    Төв,2019,3863
7-9 жил,    Төв,2018,2143
7-9 жил,    Төв,2017,1821
7-9 жил,    Төв,2016,816
7-9 жил,    Төв,2015,590
7-9 жил,    Төв,2014,638
7-9 жил,    Төв,2013,482
7-9 жил,    Төв,2012,531
7-9 жил,Зүүн бүс,2025,3965
7-9 жил,Зүүн бүс,2024,3839
7-9 жил,Зүүн бүс,2023,3696
7-9 жил,Зүүн бүс,2022,6692
7-9 жил,Зүүн бүс,2021,6562
7-9 жил,Зүүн бүс,2020,6657
7-9 жил,Зүүн бүс,2019,6578
7-9 жил,Зүүн бүс,2018,4311
7-9 жил,Зүүн бүс,2017,3442
7-9 жил,Зүүн бүс,2016,2233
7-9 жил,Зүүн бүс,2015,1537
7-9 жил,Зүүн бүс,2014,1653
7-9 жил,Зүүн бүс,2013,1592
7-9 жил,Зүүн бүс,2012,1510
7-9 жил,    Дорнод,2025,1532
7-9 жил,    Дорнод,2024,1461
7-9 жил,    Дорнод,2023,1301
7-9 жил,    Дорнод,2022,2314
7-9 жил,    Дорнод,2021,2489
7-9 жил,    Дорнод,2020,2601
7-9 жил,    Дорнод,2019,2809
7-9 жил,    Дорнод,2018,1978
7-9 жил,    Дорнод,2017,1647
7-9 жил,    Дорнод,2016,1238
7-9 жил,    Дорнод,2015,815
7-9 жил,    Дорнод,2014,879
7-9 жил,    Дорнод,2013,820
7-9 жил,    Дорнод,2012,684
7-9 жил,    Сүхбаатар,2025,1238
7-9 жил,    Сүхбаатар,2024,1178
7-9 жил,    Сүхбаатар,2023,1137
7-9 жил,    Сүхбаатар,2022,2067
7-9 жил,    Сүхбаатар,2021,2114
7-9 жил,    Сүхбаатар,2020,2412
7-9 жил,    Сүхбаатар,2019,2243
7-9 жил,    Сүхбаатар,2018,1432
7-9 жил,    Сүхбаатар,2017,1237
7-9 жил,    Сүхбаатар,2016,606
7-9 жил,    Сүхбаатар,2015,320
7-9 жил,    Сүхбаатар,2014,313
7-9 жил,    Сүхбаатар,2013,315
7-9 жил,    Сүхбаатар,2012,396
7-9 жил,    Хэнтий,2025,1195
7-9 жил,    Хэнтий,2024,1200
7-9 жил,    Хэнтий,2023,1258
7-9 жил,    Хэнтий,2022,2311
7-9 жил,    Хэнтий,2021,1959
7-9 жил,    Хэнтий,2020,1644
7-9 жил,    Хэнтий,2019,1526
7-9 жил,    Хэнтий,2018,901
7-9 жил,    Хэнтий,2017,558
7-9 жил,    Хэнтий,2016,389
7-9 жил,    Хэнтий,2015,402
7-9 жил,    Хэнтий,2014,461
7-9 жил,    Хэнтий,2013,457
7-9 жил,    Хэнтий,2012,430
7-9 жил,Улаанбаатар,2025,82762
7-9 жил,Улаанбаатар,2024,78522
7-9 жил,Улаанбаатар,2023,71930
7-9 жил,Улаанбаатар,2022,121250
7-9 жил,Улаанбаатар,2021,95315
7-9 жил,Улаанбаатар,2020,98445
7-9 жил,Улаанбаатар,2019,112788
7-9 жил,Улаанбаатар,2018,83910
7-9 жил,Улаанбаатар,2017,57566
7-9 жил,Улаанбаатар,2016,52030
7-9 жил,Улаанбаатар,2015,47798
7-9 жил,Улаанбаатар,2014,49351
7-9 жил,Улаанбаатар,2013,41837
7-9 жил,Улаанбаатар,2012,35659
7-9 жил,    Улаанбаатар,2025,82762
7-9 жил,    Улаанбаатар,2024,78522
7-9 жил,    Улаанбаатар,2023,71930
7-9 жил,    Улаанбаатар,2022,121250
7-9 жил,    Улаанбаатар,2021,95315
7-9 жил,    Улаанбаатар,2020,98445
7-9 жил,    Улаанбаатар,2019,112788
7-9 жил,    Улаанбаатар,2018,83910
7-9 жил,    Улаанбаатар,2017,57566
7-9 жил,    Улаанбаатар,2016,52030
7-9 жил,    Улаанбаатар,2015,47798
7-9 жил,    Улаанбаатар,2014,49351
7-9 жил,    Улаанбаатар,2013,41837
7-9 жил,    Улаанбаатар,2012,35659
10 ба түүнээс дээш жил,Улсын дүн,2025,1156753
10 ба түүнээс дээш жил,Улсын дүн,2024,1094573
10 ба түүнээс дээш жил,Улсын дүн,2023,974585
10 ба түүнээс дээш жил,Улсын дүн,2022,978803
10 ба түүнээс дээш жил,Улсын дүн,2021,1003207
10 ба түүнээс дээш жил,Улсын дүн,2020,905053
10 ба түүнээс дээш жил,Улсын дүн,2019,801594
10 ба түүнээс дээш жил,Улсын дүн,2018,749081
10 ба түүнээс дээш жил,Улсын дүн,2017,745079
10 ба түүнээс дээш жил,Улсын дүн,2016,691006
10 ба түүнээс дээш жил,Улсын дүн,2015,633692
10 ба түүнээс дээш жил,Улсын дүн,2014,584564
10 ба түүнээс дээш жил,Улсын дүн,2013,532599
10 ба түүнээс дээш жил,Улсын дүн,2012,473469
10 ба түүнээс дээш жил,Баруун бүс,2025,115175
10 ба түүнээс дээш жил,Баруун бүс,2024,101311
10 ба түүнээс дээш жил,Баруун бүс,2023,89293
10 ба түүнээс дээш жил,Баруун бүс,2022,98272
10 ба түүнээс дээш жил,Баруун бүс,2021,101889
10 ба түүнээс дээш жил,Баруун бүс,2020,90339
10 ба түүнээс дээш жил,Баруун бүс,2019,81090
10 ба түүнээс дээш жил,Баруун бүс,2018,71825
10 ба түүнээс дээш жил,Баруун бүс,2017,66341
10 ба түүнээс дээш жил,Баруун бүс,2016,61204
10 ба түүнээс дээш жил,Баруун бүс,2015,55457
10 ба түүнээс дээш жил,Баруун бүс,2014,50941
10 ба түүнээс дээш жил,Баруун бүс,2013,46002
10 ба түүнээс дээш жил,Баруун бүс,2012,41607
10 ба түүнээс дээш жил,    Баян-Өлгий,2025,29935
10 ба түүнээс дээш жил,    Баян-Өлгий,2024,25800
10 ба түүнээс дээш жил,    Баян-Өлгий,2023,22255
10 ба түүнээс дээш жил,    Баян-Өлгий,2022,24984
10 ба түүнээс дээш жил,    Баян-Өлгий,2021,25297
10 ба түүнээс дээш жил,    Баян-Өлгий,2020,22576
10 ба түүнээс дээш жил,    Баян-Өлгий,2019,20465
10 ба түүнээс дээш жил,    Баян-Өлгий,2018,16623
10 ба түүнээс дээш жил,    Баян-Өлгий,2017,15389
10 ба түүнээс дээш жил,    Баян-Өлгий,2016,14281
10 ба түүнээс дээш жил,    Баян-Өлгий,2015,13078
10 ба түүнээс дээш жил,    Баян-Өлгий,2014,12131
10 ба түүнээс дээш жил,    Баян-Өлгий,2013,11246
10 ба түүнээс дээш жил,    Баян-Өлгий,2012,9833
10 ба түүнээс дээш жил,    Говь-Алтай,2025,15630
10 ба түүнээс дээш жил,    Говь-Алтай,2024,14060
10 ба түүнээс дээш жил,    Говь-Алтай,2023,12659
10 ба түүнээс дээш жил,    Говь-Алтай,2022,14693
10 ба түүнээс дээш жил,    Говь-Алтай,2021,15604
10 ба түүнээс дээш жил,    Говь-Алтай,2020,14442
10 ба түүнээс дээш жил,    Говь-Алтай,2019,13134
10 ба түүнээс дээш жил,    Говь-Алтай,2018,11942
10 ба түүнээс дээш жил,    Говь-Алтай,2017,10906
10 ба түүнээс дээш жил,    Говь-Алтай,2016,10095
10 ба түүнээс дээш жил,    Говь-Алтай,2015,9105
10 ба түүнээс дээш жил,    Говь-Алтай,2014,8351
10 ба түүнээс дээш жил,    Говь-Алтай,2013,7550
10 ба түүнээс дээш жил,    Говь-Алтай,2012,6870
10 ба түүнээс дээш жил,    Завхан,2025,20552
10 ба түүнээс дээш жил,    Завхан,2024,17846
10 ба түүнээс дээш жил,    Завхан,2023,16222
10 ба түүнээс дээш жил,    Завхан,2022,17725
10 ба түүнээс дээш жил,    Завхан,2021,18959
10 ба түүнээс дээш жил,    Завхан,2020,16980
10 ба түүнээс дээш жил,    Завхан,2019,15314
10 ба түүнээс дээш жил,    Завхан,2018,13959
10 ба түүнээс дээш жил,    Завхан,2017,12910
10 ба түүнээс дээш жил,    Завхан,2016,11920
10 ба түүнээс дээш жил,    Завхан,2015,10725
10 ба түүнээс дээш жил,    Завхан,2014,9885
10 ба түүнээс дээш жил,    Завхан,2013,8988
10 ба түүнээс дээш жил,    Завхан,2012,8085
10 ба түүнээс дээш жил,    Увс,2025,21717
10 ба түүнээс дээш жил,    Увс,2024,19679
10 ба түүнээс дээш жил,    Увс,2023,17515
10 ба түүнээс дээш жил,    Увс,2022,17416
10 ба түүнээс дээш жил,    Увс,2021,19239
10 ба түүнээс дээш жил,    Увс,2020,16418
10 ба түүнээс дээш жил,    Увс,2019,14407
10 ба түүнээс дээш жил,    Увс,2018,13078
10 ба түүнээс дээш жил,    Увс,2017,12136
10 ба түүнээс дээш жил,    Увс,2016,11289
10 ба түүнээс дээш жил,    Увс,2015,10349
10 ба түүнээс дээш жил,    Увс,2014,9425
10 ба түүнээс дээш жил,    Увс,2013,8119
10 ба түүнээс дээш жил,    Увс,2012,7369
10 ба түүнээс дээш жил,    Ховд,2025,27341
10 ба түүнээс дээш жил,    Ховд,2024,23926
10 ба түүнээс дээш жил,    Ховд,2023,20642
10 ба түүнээс дээш жил,    Ховд,2022,23454
10 ба түүнээс дээш жил,    Ховд,2021,22790
10 ба түүнээс дээш жил,    Ховд,2020,19923
10 ба түүнээс дээш жил,    Ховд,2019,17770
10 ба түүнээс дээш жил,    Ховд,2018,16223
10 ба түүнээс дээш жил,    Ховд,2017,15000
10 ба түүнээс дээш жил,    Ховд,2016,13619
10 ба түүнээс дээш жил,    Ховд,2015,12200
10 ба түүнээс дээш жил,    Ховд,2014,11149
10 ба түүнээс дээш жил,    Ховд,2013,10099
10 ба түүнээс дээш жил,    Ховд,2012,9450
10 ба түүнээс дээш жил,Хангайн бүс,2025,170741
10 ба түүнээс дээш жил,Хангайн бүс,2024,146512
10 ба түүнээс дээш жил,Хангайн бүс,2023,131361
10 ба түүнээс дээш жил,Хангайн бүс,2022,141834
10 ба түүнээс дээш жил,Хангайн бүс,2021,154345
10 ба түүнээс дээш жил,Хангайн бүс,2020,138555
10 ба түүнээс дээш жил,Хангайн бүс,2019,123954
10 ба түүнээс дээш жил,Хангайн бүс,2018,114305
10 ба түүнээс дээш жил,Хангайн бүс,2017,106750
10 ба түүнээс дээш жил,Хангайн бүс,2016,97488
10 ба түүнээс дээш жил,Хангайн бүс,2015,87928
10 ба түүнээс дээш жил,Хангайн бүс,2014,79148
10 ба түүнээс дээш жил,Хангайн бүс,2013,70997
10 ба түүнээс дээш жил,Хангайн бүс,2012,64606
10 ба түүнээс дээш жил,    Архангай,2025,23562
10 ба түүнээс дээш жил,    Архангай,2024,20469
10 ба түүнээс дээш жил,    Архангай,2023,19240
10 ба түүнээс дээш жил,    Архангай,2022,17976
10 ба түүнээс дээш жил,    Архангай,2021,20023
10 ба түүнээс дээш жил,    Архангай,2020,18261
10 ба түүнээс дээш жил,    Архангай,2019,16226
10 ба түүнээс дээш жил,    Архангай,2018,14120
10 ба түүнээс дээш жил,    Архангай,2017,12795
10 ба түүнээс дээш жил,    Архангай,2016,11465
10 ба түүнээс дээш жил,    Архангай,2015,10189
10 ба түүнээс дээш жил,    Архангай,2014,9300
10 ба түүнээс дээш жил,    Архангай,2013,8485
10 ба түүнээс дээш жил,    Архангай,2012,7429
10 ба түүнээс дээш жил,    Баянхонгор,2025,23269
10 ба түүнээс дээш жил,    Баянхонгор,2024,20576
10 ба түүнээс дээш жил,    Баянхонгор,2023,17824
10 ба түүнээс дээш жил,    Баянхонгор,2022,19860
10 ба түүнээс дээш жил,    Баянхонгор,2021,23338
10 ба түүнээс дээш жил,    Баянхонгор,2020,21342
10 ба түүнээс дээш жил,    Баянхонгор,2019,18543
10 ба түүнээс дээш жил,    Баянхонгор,2018,19008
10 ба түүнээс дээш жил,    Баянхонгор,2017,17948
10 ба түүнээс дээш жил,    Баянхонгор,2016,16832
10 ба түүнээс дээш жил,    Баянхонгор,2015,15265
10 ба түүнээс дээш жил,    Баянхонгор,2014,13737
10 ба түүнээс дээш жил,    Баянхонгор,2013,12256
10 ба түүнээс дээш жил,    Баянхонгор,2012,11315
10 ба түүнээс дээш жил,    Булган,2025,17720
10 ба түүнээс дээш жил,    Булган,2024,15186
10 ба түүнээс дээш жил,    Булган,2023,13906
10 ба түүнээс дээш жил,    Булган,2022,15031
10 ба түүнээс дээш жил,    Булган,2021,16455
10 ба түүнээс дээш жил,    Булган,2020,14295
10 ба түүнээс дээш жил,    Булган,2019,13132
10 ба түүнээс дээш жил,    Булган,2018,12086
10 ба түүнээс дээш жил,    Булган,2017,11342
10 ба түүнээс дээш жил,    Булган,2016,10583
10 ба түүнээс дээш жил,    Булган,2015,9609
10 ба түүнээс дээш жил,    Булган,2014,8726
10 ба түүнээс дээш жил,    Булган,2013,7786
10 ба түүнээс дээш жил,    Булган,2012,7037
10 ба түүнээс дээш жил,    Орхон,2025,35041
10 ба түүнээс дээш жил,    Орхон,2024,30533
10 ба түүнээс дээш жил,    Орхон,2023,27184
10 ба түүнээс дээш жил,    Орхон,2022,29548
10 ба түүнээс дээш жил,    Орхон,2021,29677
10 ба түүнээс дээш жил,    Орхон,2020,26910
10 ба түүнээс дээш жил,    Орхон,2019,24229
10 ба түүнээс дээш жил,    Орхон,2018,22529
10 ба түүнээс дээш жил,    Орхон,2017,22036
10 ба түүнээс дээш жил,    Орхон,2016,20884
10 ба түүнээс дээш жил,    Орхон,2015,19274
10 ба түүнээс дээш жил,    Орхон,2014,17368
10 ба түүнээс дээш жил,    Орхон,2013,15973
10 ба түүнээс дээш жил,    Орхон,2012,14667
10 ба түүнээс дээш жил,    Өвөрхангай,2025,31603
10 ба түүнээс дээш жил,    Өвөрхангай,2024,26805
10 ба түүнээс дээш жил,    Өвөрхангай,2023,23990
10 ба түүнээс дээш жил,    Өвөрхангай,2022,28527
10 ба түүнээс дээш жил,    Өвөрхангай,2021,35667
10 ба түүнээс дээш жил,    Өвөрхангай,2020,26458
10 ба түүнээс дээш жил,    Өвөрхангай,2019,24577
10 ба түүнээс дээш жил,    Өвөрхангай,2018,22398
10 ба түүнээс дээш жил,    Өвөрхангай,2017,20582
10 ба түүнээс дээш жил,    Өвөрхангай,2016,18022
10 ба түүнээс дээш жил,    Өвөрхангай,2015,16128
10 ба түүнээс дээш жил,    Өвөрхангай,2014,14107
10 ба түүнээс дээш жил,    Өвөрхангай,2013,12591
10 ба түүнээс дээш жил,    Өвөрхангай,2012,11558
10 ба түүнээс дээш жил,    Хөвсгөл,2025,39546
10 ба түүнээс дээш жил,    Хөвсгөл,2024,32943
10 ба түүнээс дээш жил,    Хөвсгөл,2023,29217
10 ба түүнээс дээш жил,    Хөвсгөл,2022,30892
10 ба түүнээс дээш жил,    Хөвсгөл,2021,29185
10 ба түүнээс дээш жил,    Хөвсгөл,2020,31289
10 ба түүнээс дээш жил,    Хөвсгөл,2019,27247
10 ба түүнээс дээш жил,    Хөвсгөл,2018,24164
10 ба түүнээс дээш жил,    Хөвсгөл,2017,22047
10 ба түүнээс дээш жил,    Хөвсгөл,2016,19702
10 ба түүнээс дээш жил,    Хөвсгөл,2015,17463
10 ба түүнээс дээш жил,    Хөвсгөл,2014,15910
10 ба түүнээс дээш жил,    Хөвсгөл,2013,13906
10 ба түүнээс дээш жил,    Хөвсгөл,2012,12600
10 ба түүнээс дээш жил,Төвийн бүс,2025,182616
10 ба түүнээс дээш жил,Төвийн бүс,2024,157254
10 ба түүнээс дээш жил,Төвийн бүс,2023,147153
10 ба түүнээс дээш жил,Төвийн бүс,2022,158492
10 ба түүнээс дээш жил,Төвийн бүс,2021,166581
10 ба түүнээс дээш жил,Төвийн бүс,2020,146841
10 ба түүнээс дээш жил,Төвийн бүс,2019,129257
10 ба түүнээс дээш жил,Төвийн бүс,2018,118204
10 ба түүнээс дээш жил,Төвийн бүс,2017,111605
10 ба түүнээс дээш жил,Төвийн бүс,2016,99999
10 ба түүнээс дээш жил,Төвийн бүс,2015,89166
10 ба түүнээс дээш жил,Төвийн бүс,2014,81118
10 ба түүнээс дээш жил,Төвийн бүс,2013,71924
10 ба түүнээс дээш жил,Төвийн бүс,2012,63660
10 ба түүнээс дээш жил,    Говьсүмбэр,2025,4661
10 ба түүнээс дээш жил,    Говьсүмбэр,2024,3935
10 ба түүнээс дээш жил,    Говьсүмбэр,2023,3576
10 ба түүнээс дээш жил,    Говьсүмбэр,2022,3815
10 ба түүнээс дээш жил,    Говьсүмбэр,2021,4197
10 ба түүнээс дээш жил,    Говьсүмбэр,2020,3766
10 ба түүнээс дээш жил,    Говьсүмбэр,2019,3419
10 ба түүнээс дээш жил,    Говьсүмбэр,2018,3175
10 ба түүнээс дээш жил,    Говьсүмбэр,2017,3054
10 ба түүнээс дээш жил,    Говьсүмбэр,2016,2797
10 ба түүнээс дээш жил,    Говьсүмбэр,2015,2589
10 ба түүнээс дээш жил,    Говьсүмбэр,2014,2415
10 ба түүнээс дээш жил,    Говьсүмбэр,2013,2091
10 ба түүнээс дээш жил,    Говьсүмбэр,2012,1821
10 ба түүнээс дээш жил,    Дархан-Уул,2025,33428
10 ба түүнээс дээш жил,    Дархан-Уул,2024,27716
10 ба түүнээс дээш жил,    Дархан-Уул,2023,25122
10 ба түүнээс дээш жил,    Дархан-Уул,2022,28113
10 ба түүнээс дээш жил,    Дархан-Уул,2021,28022
10 ба түүнээс дээш жил,    Дархан-Уул,2020,25501
10 ба түүнээс дээш жил,    Дархан-Уул,2019,23231
10 ба түүнээс дээш жил,    Дархан-Уул,2018,21580
10 ба түүнээс дээш жил,    Дархан-Уул,2017,20735
10 ба түүнээс дээш жил,    Дархан-Уул,2016,19470
10 ба түүнээс дээш жил,    Дархан-Уул,2015,18181
10 ба түүнээс дээш жил,    Дархан-Уул,2014,16604
10 ба түүнээс дээш жил,    Дархан-Уул,2013,15166
10 ба түүнээс дээш жил,    Дархан-Уул,2012,13655
10 ба түүнээс дээш жил,    Дорноговь,2025,27614
10 ба түүнээс дээш жил,    Дорноговь,2024,24968
10 ба түүнээс дээш жил,    Дорноговь,2023,23213
10 ба түүнээс дээш жил,    Дорноговь,2022,22463
10 ба түүнээс дээш жил,    Дорноговь,2021,26120
10 ба түүнээс дээш жил,    Дорноговь,2020,21796
10 ба түүнээс дээш жил,    Дорноговь,2019,20023
10 ба түүнээс дээш жил,    Дорноговь,2018,18351
10 ба түүнээс дээш жил,    Дорноговь,2017,17455
10 ба түүнээс дээш жил,    Дорноговь,2016,16016
10 ба түүнээс дээш жил,    Дорноговь,2015,14623
10 ба түүнээс дээш жил,    Дорноговь,2014,13949
10 ба түүнээс дээш жил,    Дорноговь,2013,12847
10 ба түүнээс дээш жил,    Дорноговь,2012,11260
10 ба түүнээс дээш жил,    Дундговь,2025,15092
10 ба түүнээс дээш жил,    Дундговь,2024,12721
10 ба түүнээс дээш жил,    Дундговь,2023,11493
10 ба түүнээс дээш жил,    Дундговь,2022,11464
10 ба түүнээс дээш жил,    Дундговь,2021,14202
10 ба түүнээс дээш жил,    Дундговь,2020,12852
10 ба түүнээс дээш жил,    Дундговь,2019,11492
10 ба түүнээс дээш жил,    Дундговь,2018,10290
10 ба түүнээс дээш жил,    Дундговь,2017,9405
10 ба түүнээс дээш жил,    Дундговь,2016,8477
10 ба түүнээс дээш жил,    Дундговь,2015,7393
10 ба түүнээс дээш жил,    Дундговь,2014,6475
10 ба түүнээс дээш жил,    Дундговь,2013,5679
10 ба түүнээс дээш жил,    Дундговь,2012,5044
10 ба түүнээс дээш жил,    Өмнөговь,2025,41072
10 ба түүнээс дээш жил,    Өмнөговь,2024,37742
10 ба түүнээс дээш жил,    Өмнөговь,2023,37597
10 ба түүнээс дээш жил,    Өмнөговь,2022,40624
10 ба түүнээс дээш жил,    Өмнөговь,2021,41363
10 ба түүнээс дээш жил,    Өмнөговь,2020,35010
10 ба түүнээс дээш жил,    Өмнөговь,2019,27667
10 ба түүнээс дээш жил,    Өмнөговь,2018,24154
10 ба түүнээс дээш жил,    Өмнөговь,2017,22646
10 ба түүнээс дээш жил,    Өмнөговь,2016,17945
10 ба түүнээс дээш жил,    Өмнөговь,2015,14916
10 ба түүнээс дээш жил,    Өмнөговь,2014,13070
10 ба түүнээс дээш жил,    Өмнөговь,2013,11219
10 ба түүнээс дээш жил,    Өмнөговь,2012,9596
10 ба түүнээс дээш жил,    Сэлэнгэ,2025,33775
10 ба түүнээс дээш жил,    Сэлэнгэ,2024,29417
10 ба түүнээс дээш жил,    Сэлэнгэ,2023,27152
10 ба түүнээс дээш жил,    Сэлэнгэ,2022,30011
10 ба түүнээс дээш жил,    Сэлэнгэ,2021,29806
10 ба түүнээс дээш жил,    Сэлэнгэ,2020,27645
10 ба түүнээс дээш жил,    Сэлэнгэ,2019,24909
10 ба түүнээс дээш жил,    Сэлэнгэ,2018,23566
10 ба түүнээс дээш жил,    Сэлэнгэ,2017,22081
10 ба түүнээс дээш жил,    Сэлэнгэ,2016,20366
10 ба түүнээс дээш жил,    Сэлэнгэ,2015,17989
10 ба түүнээс дээш жил,    Сэлэнгэ,2014,16203
10 ба түүнээс дээш жил,    Сэлэнгэ,2013,14813
10 ба түүнээс дээш жил,    Сэлэнгэ,2012,13534
10 ба түүнээс дээш жил,    Төв,2025,26974
10 ба түүнээс дээш жил,    Төв,2024,20755
10 ба түүнээс дээш жил,    Төв,2023,19000
10 ба түүнээс дээш жил,    Төв,2022,22002
10 ба түүнээс дээш жил,    Төв,2021,22871
10 ба түүнээс дээш жил,    Төв,2020,20271
10 ба түүнээс дээш жил,    Төв,2019,18516
10 ба түүнээс дээш жил,    Төв,2018,17088
10 ба түүнээс дээш жил,    Төв,2017,16229
10 ба түүнээс дээш жил,    Төв,2016,14928
10 ба түүнээс дээш жил,    Төв,2015,13475
10 ба түүнээс дээш жил,    Төв,2014,12402
10 ба түүнээс дээш жил,    Төв,2013,10109
10 ба түүнээс дээш жил,    Төв,2012,8750
10 ба түүнээс дээш жил,Зүүн бүс,2025,65269
10 ба түүнээс дээш жил,Зүүн бүс,2024,56186
10 ба түүнээс дээш жил,Зүүн бүс,2023,51295
10 ба түүнээс дээш жил,Зүүн бүс,2022,51510
10 ба түүнээс дээш жил,Зүүн бүс,2021,56101
10 ба түүнээс дээш жил,Зүүн бүс,2020,49346
10 ба түүнээс дээш жил,Зүүн бүс,2019,44124
10 ба түүнээс дээш жил,Зүүн бүс,2018,39784
10 ба түүнээс дээш жил,Зүүн бүс,2017,36815
10 ба түүнээс дээш жил,Зүүн бүс,2016,33579
10 ба түүнээс дээш жил,Зүүн бүс,2015,30401
10 ба түүнээс дээш жил,Зүүн бүс,2014,27997
10 ба түүнээс дээш жил,Зүүн бүс,2013,25048
