Хүйс_code,Хүйс,Насны бүлэг_code,Насны бүлэг,Он_code,Он,value
2,Female,4,15-19,18,2006,155747
2,Female,4,15-19,19,2005,146641
2,Female,4,15-19,20,2004,144953
2,Female,4,15-19,21,2003,143423
2,Female,4,15-19,22,2002,141730
2,Female,4,15-19,23,2001,141316
2,Female,4,15-19,24,2000,137824
2,Female,4,15-19,25,1999,130031
2,Female,4,15-19,26,1998,127663
2,Female,4,15-19,27,1997,125994
2,Female,4,15-19,28,1996,123687
2,Female,4,15-19,29,1995,121863
2,Female,4,15-19,30,1994,119846
2,Female,4,15-19,31,1993,119806
2,Female,4,15-19,32,1992,118618
2,Female,4,15-19,33,1991,120528
2,Female,4,15-19,34,1990,118100
2,Female,4,15-19,35,1989,109071
2,Female,4,15-19,36,1979,90527
2,Female,4,15-19,37,1969,44471
2,Female,4,15-19,38,1963,34281
2,Female,4,15-19,39,1956,37736
2,Female,5,20-24,0,2024,109355
2,Female,5,20-24,1,2023,111691
2,Female,5,20-24,2,2022,113941
2,Female,5,20-24,3,2021,115558
2,Female,5,20-24,4,2020,117073
2,Female,5,20-24,5,2019,118646
2,Female,5,20-24,6,2018,121020
2,Female,5,20-24,7,2017,121279
2,Female,5,20-24,8,2016,126267
2,Female,5,20-24,9,2015,132771
2,Female,5,20-24,10,2014,139937
2,Female,5,20-24,11,2013,151189
2,Female,5,20-24,12,2012,157457
2,Female,5,20-24,13,2011,161048
2,Female,5,20-24,14,2010,156630
2,Female,5,20-24,15,2009,152360
2,Female,5,20-24,16,2008,144027
2,Female,5,20-24,17,2007,137119
2,Female,5,20-24,18,2006,132701
2,Female,5,20-24,19,2005,134529
2,Female,5,20-24,20,2004,132980
2,Female,5,20-24,21,2003,131576
2,Female,5,20-24,22,2002,130023
2,Female,5,20-24,23,2001,129160
2,Female,5,20-24,24,2000,126536
2,Female,5,20-24,25,1999,117728
2,Female,5,20-24,26,1998,118691
2,Female,5,20-24,27,1997,117261
2,Female,5,20-24,28,1996,116407
2,Female,5,20-24,29,1995,113342
2,Female,5,20-24,30,1994,111540
2,Female,5,20-24,31,1993,104738
2,Female,5,20-24,32,1992,102941
2,Female,5,20-24,33,1991,102906
2,Female,5,20-24,34,1990,103470
2,Female,5,20-24,35,1989,98547
2,Female,5,20-24,36,1979,65786
2,Female,5,20-24,37,1969,35678
2,Female,5,20-24,38,1963,36223
2,Female,5,20-24,39,1956,33805
2,Female,6,25-29,0,2024,118313
2,Female,6,25-29,1,2023,119962
2,Female,6,25-29,2,2022,120212
2,Female,6,25-29,3,2021,124930
2,Female,6,25-29,4,2020,131475
2,Female,6,25-29,5,2019,138108
2,Female,6,25-29,6,2018,146810
2,Female,6,25-29,7,2017,154884
2,Female,6,25-29,8,2016,156965
2,Female,6,25-29,9,2015,156591
2,Female,6,25-29,10,2014,154936
2,Female,6,25-29,11,2013,152610
2,Female,6,25-29,12,2012,147143
2,Female,6,25-29,13,2011,144683
2,Female,6,25-29,14,2010,135159
2,Female,6,25-29,15,2009,128703
2,Female,6,25-29,16,2008,122923
2,Female,6,25-29,17,2007,119013
2,Female,6,25-29,18,2006,115648
2,Female,6,25-29,19,2005,118560
2,Female,6,25-29,20,2004,117196
2,Female,6,25-29,21,2003,115959
2,Female,6,25-29,22,2002,114589
2,Female,6,25-29,23,2001,113800
2,Female,6,25-29,24,2000,110658
2,Female,6,25-29,25,1999,108690
2,Female,6,25-29,26,1998,106987
2,Female,6,25-29,27,1997,104235
2,Female,6,25-29,28,1996,101097
2,Female,6,25-29,29,1995,100131
2,Female,6,25-29,30,1994,97244
2,Female,6,25-29,31,1993,94984
2,Female,6,25-29,32,1992,94160
2,Female,6,25-29,33,1991,96336
2,Female,6,25-29,34,1990,93919
2,Female,6,25-29,35,1989,90796
2,Female,6,25-29,36,1979,47065
2,Female,6,25-29,37,1969,38591
2,Female,6,25-29,38,1963,35275
2,Female,6,25-29,39,1956,31815
2,Female,7,30-34,0,2024,137571
2,Female,7,30-34,1,2023,145141
2,Female,7,30-34,2,2022,153217
2,Female,7,30-34,3,2021,155589
2,Female,7,30-34,4,2020,155383
2,Female,7,30-34,5,2019,153003
2,Female,7,30-34,6,2018,148185
2,Female,7,30-34,7,2017,142493
2,Female,7,30-34,8,2016,137967
2,Female,7,30-34,9,2015,132947
2,Female,7,30-34,10,2014,131026
2,Female,7,30-34,11,2013,131636
2,Female,7,30-34,12,2012,130309
2,Female,7,30-34,13,2011,128752
2,Female,7,30-34,14,2010,120895
2,Female,7,30-34,15,2009,117885
2,Female,7,30-34,16,2008,113290
2,Female,7,30-34,17,2007,110866
2,Female,7,30-34,18,2006,108615
2,Female,7,30-34,19,2005,101781
2,Female,7,30-34,20,2004,100612
2,Female,7,30-34,21,2003,99548
2,Female,7,30-34,22,2002,98374
2,Female,7,30-34,23,2001,97493
2,Female,7,30-34,24,2000,96692
2,Female,7,30-34,25,1999,95399
2,Female,7,30-34,26,1998,96183
2,Female,7,30-34,27,1997,94611
2,Female,7,30-34,28,1996,93974
2,Female,7,30-34,29,1995,90465
2,Female,7,30-34,30,1994,90682
2,Female,7,30-34,31,1993,84946
2,Female,7,30-34,32,1992,81986
2,Female,7,30-34,33,1991,79193
2,Female,7,30-34,34,1990,77411
2,Female,7,30-34,35,1989,68035
2,Female,7,30-34,36,1979,37942
2,Female,7,30-34,37,1969,31793
2,Female,7,30-34,38,1963,30958
2,Female,7,30-34,39,1956,29005
2,Female,8,35-39,0,2024,152145
2,Female,8,35-39,1,2023,147202
2,Female,8,35-39,2,2022,141623
2,Female,8,35-39,3,2021,137216
2,Female,8,35-39,4,2020,132149
2,Female,8,35-39,5,2019,127546
2,Female,8,35-39,6,2018,123831
2,Female,8,35-39,7,2017,122446
2,Female,8,35-39,8,2016,120205
2,Female,8,35-39,9,2015,118142
2,Female,8,35-39,10,2014,119222
2,Female,8,35-39,11,2013,120582
2,Female,8,35-39,12,2012,118676
2,Female,8,35-39,13,2011,117698
2,Female,8,35-39,14,2010,110471
2,Female,8,35-39,15,2009,107015
2,Female,8,35-39,16,2008,102457
2,Female,8,35-39,17,2007,100718
2,Female,8,35-39,18,2006,98866
2,Female,8,35-39,19,2005,93507
2,Female,8,35-39,20,2004,92430
2,Female,8,35-39,21,2003,91455
2,Female,8,35-39,22,2002,90376
2,Female,8,35-39,23,2001,89805
2,Female,8,35-39,24,2000,87181
2,Female,8,35-39,25,1999,87760
2,Female,8,35-39,26,1998,85675
2,Female,8,35-39,27,1997,82164
2,Female,8,35-39,28,1996,76787
2,Female,8,35-39,29,1995,73763
2,Female,8,35-39,30,1994,66217
2,Female,8,35-39,31,1993,61088
2,Female,8,35-39,32,1992,56066
2,Female,8,35-39,33,1991,53536
2,Female,8,35-39,34,1990,48427
2,Female,8,35-39,35,1989,46001
2,Female,8,35-39,36,1979,36810
2,Female,8,35-39,37,1969,31429
2,Female,8,35-39,38,1963,28082
2,Female,8,35-39,39,1956,28018
2,Female,9,40-44,0,2024,126414
2,Female,9,40-44,1,2023,122650
2,Female,9,40-44,2,2022,121244
2,Female,9,40-44,3,2021,119016
2,Female,9,40-44,4,2020,117055
2,Female,9,40-44,5,2019,115287
2,Female,9,40-44,6,2018,114336
2,Female,9,40-44,7,2017,112162
2,Female,9,40-44,8,2016,110610
2,Female,9,40-44,9,2015,107638
2,Female,9,40-44,10,2014,107391
2,Female,9,40-44,11,2013,104885
2,Female,9,40-44,12,2012,103183
2,Female,9,40-44,13,2011,101142
2,Female,9,40-44,14,2010,98938
2,Female,9,40-44,15,2009,95098
2,Female,9,40-44,16,2008,93061
2,Female,9,40-44,17,2007,91448
2,Female,9,40-44,18,2006,91291
2,Female,9,40-44,19,2005,76773
2,Female,9,40-44,20,2004,75890
2,Female,9,40-44,21,2003,75087
2,Female,9,40-44,22,2002,74203
2,Female,9,40-44,23,2001,73857
2,Female,9,40-44,24,2000,70701
2,Female,9,40-44,25,1999,64601
2,Female,9,40-44,26,1998,60198
2,Female,9,40-44,27,1997,54417
2,Female,9,40-44,28,1996,50475
2,Female,9,40-44,29,1995,44971
2,Female,9,40-44,30,1994,43600
2,Female,9,40-44,31,1993,40017
2,Female,9,40-44,32,1992,38476
2,Female,9,40-44,33,1991,37072
2,Female,9,40-44,34,1990,36971
2,Female,9,40-44,35,1989,34626
2,Female,9,40-44,36,1979,31261
2,Female,9,40-44,37,1969,24272
2,Female,9,40-44,38,1963,22068
2,Female,9,40-44,39,1956,22255
2,Female,10,45-49,0,2024,113759
2,Female,10,45-49,1,2023,112777
2,Female,10,45-49,2,2022,110642
2,Female,10,45-49,3,2021,109146
2,Female,10,45-49,4,2020,106101
2,Female,10,45-49,5,2019,103577
2,Female,10,45-49,6,2018,100371
2,Female,10,45-49,7,2017,98092
2,Female,10,45-49,8,2016,95167
2,Female,10,45-49,9,2015,93801
2,Female,10,45-49,10,2014,93541
2,Female,10,45-49,11,2013,93070
2,Female,10,45-49,12,2012,90667
2,Female,10,45-49,13,2011,89167
2,Female,10,45-49,14,2010,86581
2,Female,10,45-49,15,2009,84532
2,Female,10,45-49,16,2008,81588
2,Female,10,45-49,17,2007,79185
2,Female,10,45-49,18,2006,76704
2,Female,10,45-49,19,2005,52100
2,Female,10,45-49,20,2004,51501
2,Female,10,45-49,21,2003,50954
2,Female,10,45-49,22,2002,50356
2,Female,10,45-49,23,2001,50145
2,Female,10,45-49,24,2000,45503
2,Female,10,45-49,25,1999,42326
2,Female,10,45-49,26,1998,38592
2,Female,10,45-49,27,1997,36894
2,Female,10,45-49,28,1996,34553
2,Female,10,45-49,29,1995,34068
2,Female,10,45-49,30,1994,31138
2,Female,10,45-49,31,1993,31028
2,Female,10,45-49,32,1992,29814
2,Female,10,45-49,33,1991,31551
2,Female,10,45-49,34,1990,31667
2,Female,10,45-49,35,1989,32883
2,Female,10,45-49,36,1979,28531
2,Female,10,45-49,37,1969,24991
2,Female,10,45-49,38,1963,27277
2,Female,10,45-49,39,1956,26738
2,Female,11,50-54,0,2024,101682
2,Female,11,50-54,1,2023,98421
2,Female,11,50-54,2,2022,96076
2,Female,11,50-54,3,2021,93114
2,Female,11,50-54,4,2020,91887
2,Female,11,50-54,5,2019,89051
2,Female,11,50-54,6,2018,88044
2,Female,11,50-54,7,2017,86188
2,Female,11,50-54,8,2016,85035
2,Female,11,50-54,9,2015,81446
2,Female,11,50-54,10,2014,81972
2,Female,11,50-54,11,2013,77080
2,Female,11,50-54,12,2012,73393
2,Female,11,50-54,13,2011,68467
2,Female,11,50-54,14,2010,67258
2,Female,11,50-54,15,2009,61019
2,Female,11,50-54,16,2008,58669
2,Female,11,50-54,17,2007,54084
2,Female,11,50-54,18,2006,53008
2,Female,11,50-54,19,2005,36244
2,Female,11,50-54,20,2004,35827
2,Female,11,50-54,21,2003,35449
2,Female,11,50-54,22,2002,35031
2,Female,11,50-54,23,2001,34979
2,Female,11,50-54,24,2000,34238
2,Female,11,50-54,25,1999,30128
2,Female,11,50-54,26,1998,29401
2,Female,11,50-54,27,1997,28155
2,Female,11,50-54,28,1996,28978
2,Female,11,50-54,29,1995,28718
2,Female,11,50-54,30,1994,30746
2,Female,11,50-54,31,1993,29725
2,Female,11,50-54,32,1992,30170
2,Female,11,50-54,33,1991,29422
2,Female,11,50-54,34,1990,29383
2,Female,11,50-54,35,1989,27273
2,Female,11,50-54,36,1979,22088
2,Female,11,50-54,37,1969,21597
2,Female,11,50-54,38,1963,21799
2,Female,11,50-54,39,1956,20943
2,Female,12,55-59,0,2024,86508
2,Female,12,55-59,1,2023,85374
2,Female,12,55-59,2,2022,83577
2,Female,12,55-59,3,2021,82382
2,Female,12,55-59,4,2020,79021
2,Female,12,55-59,5,2019,78290
2,Female,12,55-59,6,2018,74527
2,Female,12,55-59,7,2017,70895
2,Female,12,55-59,8,2016,66217
2,Female,12,55-59,9,2015,63601
2,Female,12,55-59,10,2014,58633
2,Female,12,55-59,11,2013,52499
2,Female,12,55-59,12,2012,48517
2,Female,12,55-59,13,2011,44480
2,Female,12,55-59,14,2010,41432
2,Female,12,55-59,15,2009,40252
2,Female,12,55-59,16,2008,38296
2,Female,12,55-59,17,2007,36531
2,Female,12,55-59,18,2006,35970
2,Female,12,55-59,19,2005,30374
2,Female,12,55-59,20,2004,30026
2,Female,12,55-59,21,2003,29707
2,Female,12,55-59,22,2002,29358
2,Female,12,55-59,23,2001,29344
2,Female,12,55-59,24,2000,29051
2,Female,12,55-59,25,1999,28516
2,Female,12,55-59,26,1998,27672
2,Female,12,55-59,27,1997,27940
2,Female,12,55-59,28,1996,26567
2,Female,12,55-59,29,1995,26187
2,Female,12,55-59,30,1994,23702
2,Female,12,55-59,31,1993,24067
2,Female,12,55-59,32,1992,24296
2,Female,12,55-59,33,1991,26083
2,Female,12,55-59,34,1990,26339
2,Female,12,55-59,35,1989,25651
2,Female,12,55-59,36,1979,22048
2,Female,12,55-59,37,1969,23402
2,Female,12,55-59,38,1963,22630
2,Female,12,55-59,39,1956,20585
2,Female,13,60-64,0,2024,75089
2,Female,13,60-64,1,2023,71625
2,Female,13,60-64,2,2022,67908
2,Female,13,60-64,3,2021,63327
2,Female,13,60-64,4,2020,60664
2,Female,13,60-64,5,2019,54897
2,Female,13,60-64,6,2018,50189
2,Female,13,60-64,7,2017,45500
2,Female,13,60-64,8,2016,41815
2,Female,13,60-64,9,2015,37048
2,Female,13,60-64,10,2014,37037
2,Female,13,60-64,11,2013,32708
2,Female,13,60-64,12,2012,31015
2,Female,13,60-64,13,2011,29205
2,Female,13,60-64,14,2010,28932
2,Female,13,60-64,15,2009,27377
2,Female,13,60-64,16,2008,27855
2,Female,13,60-64,17,2007,27200
2,Female,13,60-64,18,2006,28046
2,Female,13,60-64,19,2005,26892
2,Female,13,60-64,20,2004,26580
2,Female,13,60-64,21,2003,26301
2,Female,13,60-64,22,2002,25991
2,Female,13,60-64,23,2001,24322
2,Female,13,60-64,24,2000,23775
2,Female,13,60-64,25,1999,21514
2,Female,13,60-64,26,1998,21744
2,Female,13,60-64,27,1997,21506
2,Female,13,60-64,28,1996,22573
2,Female,13,60-64,29,1995,22530
2,Female,13,60-64,30,1994,23707
2,Female,13,60-64,31,1993,22632
2,Female,13,60-64,32,1992,21850
2,Female,13,60-64,33,1991,20484
2,Female,13,60-64,34,1990,20250
2,Female,13,60-64,35,1989,18637
2,Female,13,60-64,36,1979,19880
2,Female,13,60-64,37,1969,19988
2,Female,13,60-64,38,1963,18343
2,Female,13,60-64,39,1956,16764
2,Female,14,65-69,0,2024,51391
2,Female,14,65-69,1,2023,46780
2,Female,14,65-69,2,2022,42314
2,Female,14,65-69,3,2021,38742
2,Female,14,65-69,4,2020,34410
2,Female,14,65-69,5,2019,32634
2,Female,14,65-69,6,2018,29721
2,Female,14,65-69,7,2017,27916
2,Female,14,65-69,8,2016,25874
2,Female,14,65-69,9,2015,25308
2,Female,14,65-69,10,2014,24241
2,Female,14,65-69,11,2013,22802
2,Female,14,65-69,12,2012,21877
2,Female,14,65-69,13,2011,22059
2,Female,14,65-69,14,2010,22489
2,Female,14,65-69,15,2009,23627
2,Female,14,65-69,16,2008,23641
2,Female,14,65-69,17,2007,23198
2,Female,14,65-69,18,2006,23241
2,Female,14,65-69,19,2005,20192
2,Female,14,65-69,20,2004,19962
2,Female,14,65-69,21,2003,19749
2,Female,14,65-69,22,2002,19516
2,Female,14,65-69,23,2001,18920
2,Female,14,65-69,24,2000,18757
2,Female,14,65-69,25,1999,19433
2,Female,14,65-69,26,1998,19321
2,Female,14,65-69,27,1997,18503
2,Female,14,65-69,28,1996,16716
2,Female,14,65-69,29,1995,16423
2,Female,14,65-69,30,1994,14968
2,Female,14,65-69,31,1993,15491
2,Female,14,65-69,32,1992,15805
2,Female,14,65-69,33,1991,16748
2,Female,14,65-69,34,1990,17367
2,Female,14,65-69,35,1989,17114
2,Female,14,65-69,36,1979,18292
2,Female,14,65-69,37,1969,16661
2,Female,14,65-69,38,1963,14249
2,Female,14,65-69,39,1956,12149
2,Female,15,70+,0,2024,64825
2,Female,15,70+,1,2023,60731
2,Female,15,70+,2,2022,57267
2,Female,15,70+,3,2021,54186
2,Female,15,70+,4,2020,53322
2,Female,15,70+,5,2019,49978
2,Female,15,70+,6,2018,48060
2,Female,15,70+,7,2017,46424
2,Female,15,70+,8,2016,45158
2,Female,15,70+,9,2015,44012
2,Female,15,70+,10,2014,45289
2,Female,15,70+,11,2013,42071
2,Female,15,70+,12,2012,41991
2,Female,15,70+,13,2011,40128
2,Female,15,70+,14,2010,40058
2,Female,15,70+,15,2009,38799
2,Female,15,70+,16,2008,38979
2,Female,15,70+,17,2007,38138
2,Female,15,70+,18,2006,38115
2,Female,15,70+,19,2005,30798
2,Female,15,70+,20,2004,30445
2,Female,15,70+,21,2003,30122
2,Female,15,70+,22,2002,29767
2,Female,15,70+,23,2001,29760
2,Female,15,70+,24,2000,29005
2,Female,15,70+,25,1999,28356
2,Female,15,70+,26,1998,32677
2,Female,15,70+,27,1997,32296
2,Female,15,70+,28,1996,32436
2,Female,15,70+,29,1995,32019
2,Female,15,70+,30,1994,31114
2,Female,15,70+,31,1993,34545
2,Female,15,70+,32,1992,34458
2,Female,15,70+,33,1991,35154
2,Female,15,70+,34,1990,34608
2,Female,15,70+,35,1989,31091
2,Female,15,70+,36,1979,26801
2,Female,15,70+,37,1969,22343
2,Female,15,70+,38,1963,20932
2,Female,15,70+,39,1956,17797
