Type,Country,Year,value
Motor cars and other motor vehicles principally designed for the transport of persons,Italy,2010,52.0
Motor cars and other motor vehicles principally designed for the transport of persons,Italy,2009,19.0
Motor cars and other motor vehicles principally designed for the transport of persons,Italy,2008,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Italy,2007,6.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2025,155.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2024,208.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2023,161.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2022,125.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2021,116.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2020,125.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2019,121.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2018,112.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2017,75.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2016,36.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2015,94.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2014,99.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2013,115.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2012,247.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2011,404.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2010,179.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2009,131.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2008,160.0
Motor cars and other motor vehicles principally designed for the transport of persons,United Kingdom,2007,143.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2025,140.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2024,166.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2023,93.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2022,259.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2021,266.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2020,267.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2019,337.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2018,253.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2017,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2016,15.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2015,21.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2014,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2013,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2012,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2011,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2009,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2008,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Canada,2007,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2025,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2024,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2023,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Kyrgyzstan,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2025,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2024,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2023,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2014,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2009,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Lithuania,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2025,55.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2024,20.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2023,33.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2022,13.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2021,36.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2020,28.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2019,35.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2018,31.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2017,21.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2016,17.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2015,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2014,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2013,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2010,7.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2009,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Mexico,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2025,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2024,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2023,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Netherland,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2025,19.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2024,55.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2023,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2022,100.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2021,141.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2020,226.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2019,539.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2018,228.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2017,167.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2016,65.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2015,84.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2014,31.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2013,140.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2012,155.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2011,209.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2010,212.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2009,101.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2008,333.0
Motor cars and other motor vehicles principally designed for the transport of persons,Russian Federation,2007,194.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2025,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2024,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2023,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2022,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2016,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2015,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2011,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of South Africa,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2025,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2024,24.0
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2023,13.0
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2021,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2016,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Poland,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2025,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2024,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2023,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2021,9.0
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2014,8.0
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2012,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Romania,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2025,39.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2024,26.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2023,64.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2022,117.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2021,36.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2020,11.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2019,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2018,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Slovakia,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2025,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2024,18.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2023,12.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2022,17.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2021,26.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2019,38.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2018,12.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2017,9.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2016,7.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2015,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Taiwan,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2025,51.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2024,52.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2023,32.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2022,72.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2021,32.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2020,69.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2019,93.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2018,20.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2017,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2016,19.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2015,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2014,18.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2013,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2012,50.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2011,64.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2010,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2009,15.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2008,31.0
Motor cars and other motor vehicles principally designed for the transport of persons,Thailand,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2025,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2024,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2023,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2022,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2020,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2019,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2018,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2016,18.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2015,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2014,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2012,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Turkey,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2025,50.0
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2024,29.0
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2023,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Uzbekistan,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2025,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2024,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2023,6.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2022,24.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2021,12.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2020,13.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2019,9.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2018,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2016,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2011,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Hungary,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2025,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2024,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2023,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2021,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Finland,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,France,2025,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2024,65.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2023,21.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2022,22.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2021,12.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2020,13.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2019,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2018,6.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2017,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2016,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2015,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2014,17.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2013,24.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2012,40.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2011,65.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2010,36.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2009,27.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2008,34.0
Motor cars and other motor vehicles principally designed for the transport of persons,France,2007,48.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2025,919.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2024,1180.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2023,936.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2022,924.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2021,595.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2020,719.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2019,845.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2018,722.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2017,315.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2016,260.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2015,248.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2014,423.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2013,830.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2012,1096.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2011,1458.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2010,537.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2009,292.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2008,799.0
Motor cars and other motor vehicles principally designed for the transport of persons,Germany,2007,436.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2025,5.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2024,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2023,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2022,11.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2021,14.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2020,8.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2019,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2018,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2017,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2016,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2015,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2014,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2013,15.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2012,12.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2011,8.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2010,6.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2009,43.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2008,20.0
Motor cars and other motor vehicles principally designed for the transport of persons,Czech Republic,2007,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2025,11.0
