Бүс,Насны бүлэг,Хүйс,Он,value
Хөвсгөл,40-44,Нийт,2024,93.4
Хөвсгөл,40-44,Нийт,2023,97.3
Хөвсгөл,40-44,Нийт,2022,91.4
Хөвсгөл,40-44,Нийт,2021,96.2
Хөвсгөл,40-44,Нийт,2020,94.1
Хөвсгөл,40-44,Нийт,2019,98.6
Хөвсгөл,40-44,Нийт,2018,90.9
Хөвсгөл,40-44,Нийт,2017,91.0
Хөвсгөл,40-44,Нийт,2016,93.3
Хөвсгөл,40-44,Нийт,2015,91.1
Хөвсгөл,40-44,Нийт,2014,87.1
Хөвсгөл,40-44,Нийт,2013,90.7
Хөвсгөл,40-44,Нийт,2012,92.1
Хөвсгөл,40-44,Нийт,2011,84.0
Хөвсгөл,40-44,Нийт,2010,89.8
Хөвсгөл,40-44,Нийт,2009,90.9
Хөвсгөл,40-44,Эрэгтэй,2025,100.0
Хөвсгөл,40-44,Эрэгтэй,2024,93.6
Хөвсгөл,40-44,Эрэгтэй,2023,100.0
Хөвсгөл,40-44,Эрэгтэй,2022,98.7
Хөвсгөл,40-44,Эрэгтэй,2021,98.0
Хөвсгөл,40-44,Эрэгтэй,2020,98.4
Хөвсгөл,40-44,Эрэгтэй,2019,100.0
Хөвсгөл,40-44,Эрэгтэй,2018,92.0
Хөвсгөл,40-44,Эрэгтэй,2017,95.3
Хөвсгөл,40-44,Эрэгтэй,2016,96.3
Хөвсгөл,40-44,Эрэгтэй,2015,91.2
Хөвсгөл,40-44,Эрэгтэй,2014,88.3
Хөвсгөл,40-44,Эрэгтэй,2013,90.6
Хөвсгөл,40-44,Эрэгтэй,2012,90.6
Хөвсгөл,40-44,Эрэгтэй,2011,87.8
Хөвсгөл,40-44,Эрэгтэй,2010,90.6
Хөвсгөл,40-44,Эрэгтэй,2009,92.8
Хөвсгөл,40-44,Эмэгтэй,2025,87.9
Хөвсгөл,40-44,Эмэгтэй,2024,93.2
Хөвсгөл,40-44,Эмэгтэй,2023,94.6
Хөвсгөл,40-44,Эмэгтэй,2022,82.7
Хөвсгөл,40-44,Эмэгтэй,2021,93.9
Хөвсгөл,40-44,Эмэгтэй,2020,87.1
Хөвсгөл,40-44,Эмэгтэй,2019,96.1
Хөвсгөл,40-44,Эмэгтэй,2018,89.8
Хөвсгөл,40-44,Эмэгтэй,2017,85.3
Хөвсгөл,40-44,Эмэгтэй,2016,91.0
Хөвсгөл,40-44,Эмэгтэй,2015,90.9
Хөвсгөл,40-44,Эмэгтэй,2014,85.9
Хөвсгөл,40-44,Эмэгтэй,2013,90.8
Хөвсгөл,40-44,Эмэгтэй,2012,93.7
Хөвсгөл,40-44,Эмэгтэй,2011,80.6
Хөвсгөл,40-44,Эмэгтэй,2010,89.1
Хөвсгөл,40-44,Эмэгтэй,2009,89.1
Хөвсгөл,45-49,Нийт,2025,90.7
Хөвсгөл,45-49,Нийт,2024,96.0
Хөвсгөл,45-49,Нийт,2023,99.3
Хөвсгөл,45-49,Нийт,2022,80.4
Хөвсгөл,45-49,Нийт,2021,89.8
Хөвсгөл,45-49,Нийт,2020,87.3
Хөвсгөл,45-49,Нийт,2019,89.9
Хөвсгөл,45-49,Нийт,2018,92.0
Хөвсгөл,45-49,Нийт,2017,91.9
Хөвсгөл,45-49,Нийт,2016,83.2
Хөвсгөл,45-49,Нийт,2015,87.7
Хөвсгөл,45-49,Нийт,2014,83.3
Хөвсгөл,45-49,Нийт,2013,92.2
Хөвсгөл,45-49,Нийт,2012,89.7
Хөвсгөл,45-49,Нийт,2011,88.6
Хөвсгөл,45-49,Нийт,2010,84.5
Хөвсгөл,45-49,Нийт,2009,89.4
Хөвсгөл,45-49,Эрэгтэй,2025,85.7
Хөвсгөл,45-49,Эрэгтэй,2024,95.3
Хөвсгөл,45-49,Эрэгтэй,2023,100.0
Хөвсгөл,45-49,Эрэгтэй,2022,97.5
Хөвсгөл,45-49,Эрэгтэй,2021,97.2
Хөвсгөл,45-49,Эрэгтэй,2020,100.0
Хөвсгөл,45-49,Эрэгтэй,2019,93.4
Хөвсгөл,45-49,Эрэгтэй,2018,94.2
Хөвсгөл,45-49,Эрэгтэй,2017,97.2
Хөвсгөл,45-49,Эрэгтэй,2016,84.7
Хөвсгөл,45-49,Эрэгтэй,2015,95.9
Хөвсгөл,45-49,Эрэгтэй,2014,79.6
Хөвсгөл,45-49,Эрэгтэй,2013,97.5
Хөвсгөл,45-49,Эрэгтэй,2012,88.3
Хөвсгөл,45-49,Эрэгтэй,2011,83.8
Хөвсгөл,45-49,Эрэгтэй,2010,83.5
Хөвсгөл,45-49,Эрэгтэй,2009,89.3
Хөвсгөл,45-49,Эмэгтэй,2025,94.7
Хөвсгөл,45-49,Эмэгтэй,2024,96.6
Хөвсгөл,45-49,Эмэгтэй,2023,98.9
Хөвсгөл,45-49,Эмэгтэй,2022,71.4
Хөвсгөл,45-49,Эмэгтэй,2021,84.9
Хөвсгөл,45-49,Эмэгтэй,2020,76.9
Хөвсгөл,45-49,Эмэгтэй,2019,87.2
Хөвсгөл,45-49,Эмэгтэй,2018,89.7
Хөвсгөл,45-49,Эмэгтэй,2017,88.0
Хөвсгөл,45-49,Эмэгтэй,2016,81.8
Хөвсгөл,45-49,Эмэгтэй,2015,79.1
Хөвсгөл,45-49,Эмэгтэй,2014,87.3
Хөвсгөл,45-49,Эмэгтэй,2013,87.7
Хөвсгөл,45-49,Эмэгтэй,2012,90.9
Хөвсгөл,45-49,Эмэгтэй,2011,93.0
Хөвсгөл,45-49,Эмэгтэй,2010,85.3
Хөвсгөл,45-49,Эмэгтэй,2009,89.5
Хөвсгөл,50-54,Нийт,2025,82.6
Хөвсгөл,50-54,Нийт,2024,87.5
Хөвсгөл,50-54,Нийт,2023,94.1
Хөвсгөл,50-54,Нийт,2022,87.3
Хөвсгөл,50-54,Нийт,2021,90.8
Хөвсгөл,50-54,Нийт,2020,97.5
Хөвсгөл,50-54,Нийт,2019,92.5
Хөвсгөл,50-54,Нийт,2018,72.1
Хөвсгөл,50-54,Нийт,2017,75.0
Хөвсгөл,50-54,Нийт,2016,75.8
Хөвсгөл,50-54,Нийт,2015,76.4
Хөвсгөл,50-54,Нийт,2014,69.6
Хөвсгөл,50-54,Нийт,2013,71.5
Хөвсгөл,50-54,Нийт,2012,77.6
Хөвсгөл,50-54,Нийт,2011,74.5
Хөвсгөл,50-54,Нийт,2010,71.8
Хөвсгөл,50-54,Нийт,2009,74.3
Хөвсгөл,50-54,Эрэгтэй,2025,92.8
Хөвсгөл,50-54,Эрэгтэй,2024,92.0
Хөвсгөл,50-54,Эрэгтэй,2023,98.2
Хөвсгөл,50-54,Эрэгтэй,2022,72.4
Хөвсгөл,50-54,Эрэгтэй,2021,92.6
Хөвсгөл,50-54,Эрэгтэй,2020,95.5
Хөвсгөл,50-54,Эрэгтэй,2019,94.4
Хөвсгөл,50-54,Эрэгтэй,2018,86.2
Хөвсгөл,50-54,Эрэгтэй,2017,76.3
Хөвсгөл,50-54,Эрэгтэй,2016,93.3
Хөвсгөл,50-54,Эрэгтэй,2015,81.2
Хөвсгөл,50-54,Эрэгтэй,2014,72.0
Хөвсгөл,50-54,Эрэгтэй,2013,77.5
Хөвсгөл,50-54,Эрэгтэй,2012,83.0
Хөвсгөл,50-54,Эрэгтэй,2011,84.5
Хөвсгөл,50-54,Эрэгтэй,2010,79.8
Хөвсгөл,50-54,Эрэгтэй,2009,88.0
Хөвсгөл,50-54,Эмэгтэй,2025,71.2
Хөвсгөл,50-54,Эмэгтэй,2024,82.9
Хөвсгөл,50-54,Эмэгтэй,2023,89.2
Хөвсгөл,50-54,Эмэгтэй,2022,100.0
Хөвсгөл,50-54,Эмэгтэй,2021,89.0
Хөвсгөл,50-54,Эмэгтэй,2020,99.1
Хөвсгөл,50-54,Эмэгтэй,2019,91.3
Хөвсгөл,50-54,Эмэгтэй,2018,62.3
Хөвсгөл,50-54,Эмэгтэй,2017,74.0
Хөвсгөл,50-54,Эмэгтэй,2016,63.1
Хөвсгөл,50-54,Эмэгтэй,2015,72.2
Хөвсгөл,50-54,Эмэгтэй,2014,67.4
Хөвсгөл,50-54,Эмэгтэй,2013,66.7
Хөвсгөл,50-54,Эмэгтэй,2012,72.9
Хөвсгөл,50-54,Эмэгтэй,2011,65.4
Хөвсгөл,50-54,Эмэгтэй,2010,62.8
Хөвсгөл,50-54,Эмэгтэй,2009,64.4
Хөвсгөл,55-59,Нийт,2025,62.8
Хөвсгөл,55-59,Нийт,2024,61.8
Хөвсгөл,55-59,Нийт,2023,72.3
Хөвсгөл,55-59,Нийт,2022,52.6
Хөвсгөл,55-59,Нийт,2021,60.3
Хөвсгөл,55-59,Нийт,2020,57.7
Хөвсгөл,55-59,Нийт,2019,48.8
Хөвсгөл,55-59,Нийт,2018,46.2
Хөвсгөл,55-59,Нийт,2017,60.4
Хөвсгөл,55-59,Нийт,2016,51.5
Хөвсгөл,55-59,Нийт,2015,46.5
Хөвсгөл,55-59,Нийт,2014,44.1
Хөвсгөл,55-59,Нийт,2013,73.9
Хөвсгөл,55-59,Нийт,2012,51.9
Хөвсгөл,55-59,Нийт,2011,56.2
Хөвсгөл,55-59,Нийт,2010,65.4
Хөвсгөл,55-59,Нийт,2009,48.7
Хөвсгөл,55-59,Эрэгтэй,2025,78.2
Хөвсгөл,55-59,Эрэгтэй,2024,84.0
Хөвсгөл,55-59,Эрэгтэй,2023,75.6
Хөвсгөл,55-59,Эрэгтэй,2022,72.0
Хөвсгөл,55-59,Эрэгтэй,2021,87.3
Хөвсгөл,55-59,Эрэгтэй,2020,67.2
Хөвсгөл,55-59,Эрэгтэй,2019,65.9
Хөвсгөл,55-59,Эрэгтэй,2018,69.8
Хөвсгөл,55-59,Эрэгтэй,2017,75.5
Хөвсгөл,55-59,Эрэгтэй,2016,67.0
Хөвсгөл,55-59,Эрэгтэй,2015,69.8
Хөвсгөл,55-59,Эрэгтэй,2014,66.9
Хөвсгөл,55-59,Эрэгтэй,2013,84.3
Хөвсгөл,55-59,Эрэгтэй,2012,69.0
Хөвсгөл,55-59,Эрэгтэй,2011,87.4
Хөвсгөл,55-59,Эрэгтэй,2010,77.0
Хөвсгөл,55-59,Эрэгтэй,2009,70.3
Хөвсгөл,55-59,Эмэгтэй,2025,46.8
Хөвсгөл,55-59,Эмэгтэй,2024,48.0
Хөвсгөл,55-59,Эмэгтэй,2023,68.3
Хөвсгөл,55-59,Эмэгтэй,2022,32.5
Хөвсгөл,55-59,Эмэгтэй,2021,24.1
Хөвсгөл,55-59,Эмэгтэй,2020,53.4
Хөвсгөл,55-59,Эмэгтэй,2019,32.6
Хөвсгөл,55-59,Эмэгтэй,2018,25.1
Хөвсгөл,55-59,Эмэгтэй,2017,43.8
Хөвсгөл,55-59,Эмэгтэй,2016,38.8
Хөвсгөл,55-59,Эмэгтэй,2015,30.2
Хөвсгөл,55-59,Эмэгтэй,2014,27.4
Хөвсгөл,55-59,Эмэгтэй,2013,60.4
Хөвсгөл,55-59,Эмэгтэй,2012,39.3
Хөвсгөл,55-59,Эмэгтэй,2011,38.0
Хөвсгөл,55-59,Эмэгтэй,2010,46.8
Хөвсгөл,55-59,Эмэгтэй,2009,19.0
Хөвсгөл,60-64,Нийт,2025,61.0
Хөвсгөл,60-64,Нийт,2024,34.2
Хөвсгөл,60-64,Нийт,2023,58.0
Хөвсгөл,60-64,Нийт,2022,53.9
Хөвсгөл,60-64,Нийт,2021,24.6
Хөвсгөл,60-64,Нийт,2020,53.2
Хөвсгөл,60-64,Нийт,2019,22.5
Хөвсгөл,60-64,Нийт,2018,31.9
Хөвсгөл,60-64,Нийт,2017,29.7
Хөвсгөл,60-64,Нийт,2016,34.5
Хөвсгөл,60-64,Нийт,2015,34.9
Хөвсгөл,60-64,Нийт,2014,15.0
Хөвсгөл,60-64,Нийт,2013,33.2
Хөвсгөл,60-64,Нийт,2012,26.1
Хөвсгөл,60-64,Нийт,2011,33.9
Хөвсгөл,60-64,Нийт,2010,27.2
Хөвсгөл,60-64,Нийт,2009,16.7
Хөвсгөл,60-64,Эрэгтэй,2025,73.9
Хөвсгөл,60-64,Эрэгтэй,2024,40.9
Хөвсгөл,60-64,Эрэгтэй,2023,48.9
Хөвсгөл,60-64,Эрэгтэй,2022,79.8
Хөвсгөл,60-64,Эрэгтэй,2021,16.1
Хөвсгөл,60-64,Эрэгтэй,2020,88.6
Хөвсгөл,60-64,Эрэгтэй,2019,24.0
Хөвсгөл,60-64,Эрэгтэй,2018,25.4
Хөвсгөл,60-64,Эрэгтэй,2017,41.9
Хөвсгөл,60-64,Эрэгтэй,2016,31.9
Хөвсгөл,60-64,Эрэгтэй,2015,49.1
Хөвсгөл,60-64,Эрэгтэй,2014,13.5
Хөвсгөл,60-64,Эрэгтэй,2013,45.7
Хөвсгөл,60-64,Эрэгтэй,2012,35.1
Хөвсгөл,60-64,Эрэгтэй,2011,33.1
Хөвсгөл,60-64,Эрэгтэй,2010,29.3
Хөвсгөл,60-64,Эрэгтэй,2009,20.9
Хөвсгөл,60-64,Эмэгтэй,2025,51.0
Хөвсгөл,60-64,Эмэгтэй,2024,26.5
Хөвсгөл,60-64,Эмэгтэй,2023,65.8
Хөвсгөл,60-64,Эмэгтэй,2022,35.6
Хөвсгөл,60-64,Эмэгтэй,2021,34.1
Хөвсгөл,60-64,Эмэгтэй,2020,23.2
Хөвсгөл,60-64,Эмэгтэй,2019,20.8
Хөвсгөл,60-64,Эмэгтэй,2018,34.8
Хөвсгөл,60-64,Эмэгтэй,2017,17.9
Хөвсгөл,60-64,Эмэгтэй,2016,36.5
Хөвсгөл,60-64,Эмэгтэй,2015,28.0
Хөвсгөл,60-64,Эмэгтэй,2014,15.6
Хөвсгөл,60-64,Эмэгтэй,2013,22.0
Хөвсгөл,60-64,Эмэгтэй,2012,21.0
Хөвсгөл,60-64,Эмэгтэй,2011,34.5
Хөвсгөл,60-64,Эмэгтэй,2010,23.2
Хөвсгөл,60-64,Эмэгтэй,2009,15.2
Хөвсгөл,65-69,Нийт,2025,18.8
Хөвсгөл,65-69,Нийт,2024,4.1
Хөвсгөл,65-69,Нийт,2023,41.3
Хөвсгөл,65-69,Нийт,2022,32.4
Хөвсгөл,65-69,Нийт,2021,29.7
Хөвсгөл,65-69,Нийт,2020,25.9
Хөвсгөл,65-69,Нийт,2019,53.6
Хөвсгөл,65-69,Нийт,2018,24.3
Хөвсгөл,65-69,Нийт,2017,28.5
Хөвсгөл,65-69,Нийт,2016,23.0
Хөвсгөл,65-69,Нийт,2015,20.1
Хөвсгөл,65-69,Нийт,2014,32.2
Хөвсгөл,65-69,Нийт,2013,26.5
Хөвсгөл,65-69,Нийт,2012,23.2
Хөвсгөл,65-69,Нийт,2011,17.4
Хөвсгөл,65-69,Нийт,2010,21.7
Хөвсгөл,65-69,Нийт,2009,18.7
Хөвсгөл,65-69,Эрэгтэй,2025,14.9
Хөвсгөл,65-69,Эрэгтэй,2024,2.6
Хөвсгөл,65-69,Эрэгтэй,2023,14.3
Хөвсгөл,65-69,Эрэгтэй,2022,55.6
Хөвсгөл,65-69,Эрэгтэй,2021,81.0
Хөвсгөл,65-69,Эрэгтэй,2020,50.0
Хөвсгөл,65-69,Эрэгтэй,2019,54.9
Хөвсгөл,65-69,Эрэгтэй,2018,26.0
Хөвсгөл,65-69,Эрэгтэй,2017,19.5
Хөвсгөл,65-69,Эрэгтэй,2016,36.3
Хөвсгөл,65-69,Эрэгтэй,2015,39.1
Хөвсгөл,65-69,Эрэгтэй,2014,24.7
Хөвсгөл,65-69,Эрэгтэй,2013,38.9
Хөвсгөл,65-69,Эрэгтэй,2012,22.3
Хөвсгөл,65-69,Эрэгтэй,2011,21.3
Хөвсгөл,65-69,Эрэгтэй,2010,30.6
Хөвсгөл,65-69,Эрэгтэй,2009,13.4
Хөвсгөл,65-69,Эмэгтэй,2025,20.9
Хөвсгөл,65-69,Эмэгтэй,2024,5.5
Хөвсгөл,65-69,Эмэгтэй,2023,89.8
Хөвсгөл,65-69,Эмэгтэй,2022,0.0
Хөвсгөл,65-69,Эмэгтэй,2021,14.1
Хөвсгөл,65-69,Эмэгтэй,2020,10.4
Хөвсгөл,65-69,Эмэгтэй,2019,50.6
Хөвсгөл,65-69,Эмэгтэй,2018,23.2
Хөвсгөл,65-69,Эмэгтэй,2017,33.8
Хөвсгөл,65-69,Эмэгтэй,2016,14.9
Хөвсгөл,65-69,Эмэгтэй,2015,10.5
Хөвсгөл,65-69,Эмэгтэй,2014,35.9
Хөвсгөл,65-69,Эмэгтэй,2013,11.4
Хөвсгөл,65-69,Эмэгтэй,2012,23.7
Хөвсгөл,65-69,Эмэгтэй,2011,13.6
Хөвсгөл,65-69,Эмэгтэй,2010,18.2
Хөвсгөл,65-69,Эмэгтэй,2009,23.2
Хөвсгөл,70+,Нийт,2025,11.7
Хөвсгөл,70+,Нийт,2024,17.1
Хөвсгөл,70+,Нийт,2023,14.2
Хөвсгөл,70+,Нийт,2022,0.3
Хөвсгөл,70+,Нийт,2021,2.4
Хөвсгөл,70+,Нийт,2020,3.8
Хөвсгөл,70+,Нийт,2019,21.1
Хөвсгөл,70+,Нийт,2018,13.4
Хөвсгөл,70+,Нийт,2017,25.0
Хөвсгөл,70+,Нийт,2016,5.1
Хөвсгөл,70+,Нийт,2015,5.4
Хөвсгөл,70+,Нийт,2014,2.4
Хөвсгөл,70+,Нийт,2013,14.9
Хөвсгөл,70+,Нийт,2012,21.8
Хөвсгөл,70+,Нийт,2011,8.7
Хөвсгөл,70+,Нийт,2010,4.4
Хөвсгөл,70+,Нийт,2009,0.0
Хөвсгөл,70+,Эрэгтэй,2025,0.0
Хөвсгөл,70+,Эрэгтэй,2024,33.9
Хөвсгөл,70+,Эрэгтэй,2023,22.6
Хөвсгөл,70+,Эрэгтэй,2022,0.0
Хөвсгөл,70+,Эрэгтэй,2021,4.4
Хөвсгөл,70+,Эрэгтэй,2020,0.0
Хөвсгөл,70+,Эрэгтэй,2019,20.8
Хөвсгөл,70+,Эрэгтэй,2018,22.3
Хөвсгөл,70+,Эрэгтэй,2017,41.4
Хөвсгөл,70+,Эрэгтэй,2016,15.9
Хөвсгөл,70+,Эрэгтэй,2015,0.0
Хөвсгөл,70+,Эрэгтэй,2014,6.7
Хөвсгөл,70+,Эрэгтэй,2013,15.3
Хөвсгөл,70+,Эрэгтэй,2012,24.9
Хөвсгөл,70+,Эрэгтэй,2011,13.0
Хөвсгөл,70+,Эрэгтэй,2010,4.8
Хөвсгөл,70+,Эрэгтэй,2009,0.0
Хөвсгөл,70+,Эмэгтэй,2025,14.6
Хөвсгөл,70+,Эмэгтэй,2024,7.1
Хөвсгөл,70+,Эмэгтэй,2023,10.3
Хөвсгөл,70+,Эмэгтэй,2022,0.5
Хөвсгөл,70+,Эмэгтэй,2021,0.0
Хөвсгөл,70+,Эмэгтэй,2020,6.2
Хөвсгөл,70+,Эмэгтэй,2019,21.2
Хөвсгөл,70+,Эмэгтэй,2018,3.9
Хөвсгөл,70+,Эмэгтэй,2017,11.4
Хөвсгөл,70+,Эмэгтэй,2016,0.0
Хөвсгөл,70+,Эмэгтэй,2015,9.3
Хөвсгөл,70+,Эмэгтэй,2014,0.0
Хөвсгөл,70+,Эмэгтэй,2013,14.7
Хөвсгөл,70+,Эмэгтэй,2012,19.7
Хөвсгөл,70+,Эмэгтэй,2011,5.8
Хөвсгөл,70+,Эмэгтэй,2010,4.0
Хөвсгөл,70+,Эмэгтэй,2009,0.0
Төвийн бүс,Бүгд,Нийт,2025,53.4
Төвийн бүс,Бүгд,Нийт,2024,54.6
Төвийн бүс,Бүгд,Нийт,2023,52.5
Төвийн бүс,Бүгд,Нийт,2022,51.1
Төвийн бүс,Бүгд,Нийт,2021,54.9
Төвийн бүс,Бүгд,Нийт,2020,60.0
Төвийн бүс,Бүгд,Нийт,2019,62.2
Төвийн бүс,Бүгд,Нийт,2018,64.3
Төвийн бүс,Бүгд,Нийт,2017,65.2
Төвийн бүс,Бүгд,Нийт,2016,60.8
Төвийн бүс,Бүгд,Нийт,2015,60.0
Төвийн бүс,Бүгд,Нийт,2014,60.0
Төвийн бүс,Бүгд,Нийт,2013,64.5
Төвийн бүс,Бүгд,Нийт,2012,65.5
Төвийн бүс,Бүгд,Нийт,2011,71.3
Төвийн бүс,Бүгд,Нийт,2010,66.4
Төвийн бүс,Бүгд,Нийт,2009,66.6
Төвийн бүс,Бүгд,Эрэгтэй,2025,60.6
Төвийн бүс,Бүгд,Эрэгтэй,2024,60.0
Төвийн бүс,Бүгд,Эрэгтэй,2023,59.7
Төвийн бүс,Бүгд,Эрэгтэй,2022,56.6
Төвийн бүс,Бүгд,Эрэгтэй,2021,62.3
Төвийн бүс,Бүгд,Эрэгтэй,2020,65.5
Төвийн бүс,Бүгд,Эрэгтэй,2019,71.0
Төвийн бүс,Бүгд,Эрэгтэй,2018,72.8
Төвийн бүс,Бүгд,Эрэгтэй,2017,70.4
Төвийн бүс,Бүгд,Эрэгтэй,2016,64.0
Төвийн бүс,Бүгд,Эрэгтэй,2015,65.5
Төвийн бүс,Бүгд,Эрэгтэй,2014,65.5
Төвийн бүс,Бүгд,Эрэгтэй,2013,71.5
Төвийн бүс,Бүгд,Эрэгтэй,2012,72.2
Төвийн бүс,Бүгд,Эрэгтэй,2011,77.0
Төвийн бүс,Бүгд,Эрэгтэй,2010,72.5
Төвийн бүс,Бүгд,Эрэгтэй,2009,70.3
Төвийн бүс,Бүгд,Эмэгтэй,2025,46.5
Төвийн бүс,Бүгд,Эмэгтэй,2024,49.3
Төвийн бүс,Бүгд,Эмэгтэй,2023,45.7
Төвийн бүс,Бүгд,Эмэгтэй,2022,45.8
Төвийн бүс,Бүгд,Эмэгтэй,2021,48.0
Төвийн бүс,Бүгд,Эмэгтэй,2020,54.7
Төвийн бүс,Бүгд,Эмэгтэй,2019,54.4
Төвийн бүс,Бүгд,Эмэгтэй,2018,56.8
Төвийн бүс,Бүгд,Эмэгтэй,2017,60.1
Төвийн бүс,Бүгд,Эмэгтэй,2016,57.6
Төвийн бүс,Бүгд,Эмэгтэй,2015,54.6
Төвийн бүс,Бүгд,Эмэгтэй,2014,54.7
Төвийн бүс,Бүгд,Эмэгтэй,2013,58.1
Төвийн бүс,Бүгд,Эмэгтэй,2012,59.2
Төвийн бүс,Бүгд,Эмэгтэй,2011,65.6
Төвийн бүс,Бүгд,Эмэгтэй,2010,60.5
Төвийн бүс,Бүгд,Эмэгтэй,2009,63.0
Төвийн бүс,15-19,Нийт,2025,4.9
Төвийн бүс,15-19,Нийт,2024,4.1
Төвийн бүс,15-19,Нийт,2023,8.6
Төвийн бүс,15-19,Нийт,2022,5.4
Төвийн бүс,15-19,Нийт,2021,8.4
Төвийн бүс,15-19,Нийт,2020,15.1
Төвийн бүс,15-19,Нийт,2019,10.6
Төвийн бүс,15-19,Нийт,2018,11.1
Төвийн бүс,15-19,Нийт,2017,6.9
Төвийн бүс,15-19,Нийт,2016,6.4
Төвийн бүс,15-19,Нийт,2015,11.7
Төвийн бүс,15-19,Нийт,2014,12.0
Төвийн бүс,15-19,Нийт,2013,10.8
Төвийн бүс,15-19,Нийт,2012,21.7
Төвийн бүс,15-19,Нийт,2011,24.1
Төвийн бүс,15-19,Нийт,2010,17.9
Төвийн бүс,15-19,Нийт,2009,18.3
Төвийн бүс,15-19,Эрэгтэй,2025,8.9
Төвийн бүс,15-19,Эрэгтэй,2024,6.7
Төвийн бүс,15-19,Эрэгтэй,2023,17.4
Төвийн бүс,15-19,Эрэгтэй,2022,10.0
Төвийн бүс,15-19,Эрэгтэй,2021,12.2
Төвийн бүс,15-19,Эрэгтэй,2020,21.0
Төвийн бүс,15-19,Эрэгтэй,2019,14.9
Төвийн бүс,15-19,Эрэгтэй,2018,16.5
Төвийн бүс,15-19,Эрэгтэй,2017,9.9
Төвийн бүс,15-19,Эрэгтэй,2016,7.3
Төвийн бүс,15-19,Эрэгтэй,2015,13.9
Төвийн бүс,15-19,Эрэгтэй,2014,17.7
Төвийн бүс,15-19,Эрэгтэй,2013,14.3
Төвийн бүс,15-19,Эрэгтэй,2012,26.0
Төвийн бүс,15-19,Эрэгтэй,2011,28.4
Төвийн бүс,15-19,Эрэгтэй,2010,20.8
Төвийн бүс,15-19,Эрэгтэй,2009,18.7
Төвийн бүс,15-19,Эмэгтэй,2025,1.5
Төвийн бүс,15-19,Эмэгтэй,2024,1.1
Төвийн бүс,15-19,Эмэгтэй,2023,1.4
Төвийн бүс,15-19,Эмэгтэй,2022,1.2
Төвийн бүс,15-19,Эмэгтэй,2021,3.7
Төвийн бүс,15-19,Эмэгтэй,2020,8.3
Төвийн бүс,15-19,Эмэгтэй,2019,7.6
Төвийн бүс,15-19,Эмэгтэй,2018,7.0
Төвийн бүс,15-19,Эмэгтэй,2017,3.5
Төвийн бүс,15-19,Эмэгтэй,2016,5.2
Төвийн бүс,15-19,Эмэгтэй,2015,9.2
Төвийн бүс,15-19,Эмэгтэй,2014,6.4
Төвийн бүс,15-19,Эмэгтэй,2013,7.5
Төвийн бүс,15-19,Эмэгтэй,2012,17.5
Төвийн бүс,15-19,Эмэгтэй,2011,19.0
Төвийн бүс,15-19,Эмэгтэй,2010,14.2
Төвийн бүс,15-19,Эмэгтэй,2009,17.9
Төвийн бүс,20-24,Нийт,2025,47.1
Төвийн бүс,20-24,Нийт,2024,39.8
Төвийн бүс,20-24,Нийт,2023,48.2
Төвийн бүс,20-24,Нийт,2022,43.7
Төвийн бүс,20-24,Нийт,2021,36.5
Төвийн бүс,20-24,Нийт,2020,54.0
Төвийн бүс,20-24,Нийт,2019,50.3
Төвийн бүс,20-24,Нийт,2018,55.9
Төвийн бүс,20-24,Нийт,2017,48.2
Төвийн бүс,20-24,Нийт,2016,46.2
Төвийн бүс,20-24,Нийт,2015,41.7
Төвийн бүс,20-24,Нийт,2014,50.6
Төвийн бүс,20-24,Нийт,2013,53.4
Төвийн бүс,20-24,Нийт,2012,58.0
Төвийн бүс,20-24,Нийт,2011,62.8
Төвийн бүс,20-24,Нийт,2010,60.2
Төвийн бүс,20-24,Нийт,2009,67.6
Төвийн бүс,20-24,Эрэгтэй,2025,61.3
Төвийн бүс,20-24,Эрэгтэй,2024,48.3
Төвийн бүс,20-24,Эрэгтэй,2023,51.1
Төвийн бүс,20-24,Эрэгтэй,2022,49.6
Төвийн бүс,20-24,Эрэгтэй,2021,44.3
Төвийн бүс,20-24,Эрэгтэй,2020,57.8
Төвийн бүс,20-24,Эрэгтэй,2019,57.4
Төвийн бүс,20-24,Эрэгтэй,2018,65.6
Төвийн бүс,20-24,Эрэгтэй,2017,55.3
Төвийн бүс,20-24,Эрэгтэй,2016,47.4
Төвийн бүс,20-24,Эрэгтэй,2015,54.8
Төвийн бүс,20-24,Эрэгтэй,2014,56.8
Төвийн бүс,20-24,Эрэгтэй,2013,66.6
Төвийн бүс,20-24,Эрэгтэй,2012,65.6
Төвийн бүс,20-24,Эрэгтэй,2011,68.1
Төвийн бүс,20-24,Эрэгтэй,2010,70.0
Төвийн бүс,20-24,Эрэгтэй,2009,72.7
Төвийн бүс,20-24,Эмэгтэй,2025,27.3
Төвийн бүс,20-24,Эмэгтэй,2024,28.0
Төвийн бүс,20-24,Эмэгтэй,2023,41.2
Төвийн бүс,20-24,Эмэгтэй,2022,34.6
Төвийн бүс,20-24,Эмэгтэй,2021,29.2
Төвийн бүс,20-24,Эмэгтэй,2020,49.5
Төвийн бүс,20-24,Эмэгтэй,2019,41.2
Төвийн бүс,20-24,Эмэгтэй,2018,44.6
Төвийн бүс,20-24,Эмэгтэй,2017,40.2
Төвийн бүс,20-24,Эмэгтэй,2016,44.4
Төвийн бүс,20-24,Эмэгтэй,2015,28.3
