Бүс,Насны бүлэг,Хүйс,Он,value
Төвийн бүс,20-24,Эмэгтэй,2014,42.7
Төвийн бүс,20-24,Эмэгтэй,2013,42.2
Төвийн бүс,20-24,Эмэгтэй,2012,48.4
Төвийн бүс,20-24,Эмэгтэй,2011,55.3
Төвийн бүс,20-24,Эмэгтэй,2010,49.6
Төвийн бүс,20-24,Эмэгтэй,2009,61.3
Төвийн бүс,25-29,Нийт,2025,74.4
Төвийн бүс,25-29,Нийт,2024,80.6
Төвийн бүс,25-29,Нийт,2023,65.9
Төвийн бүс,25-29,Нийт,2022,70.9
Төвийн бүс,25-29,Нийт,2021,72.9
Төвийн бүс,25-29,Нийт,2020,81.0
Төвийн бүс,25-29,Нийт,2019,74.8
Төвийн бүс,25-29,Нийт,2018,78.3
Төвийн бүс,25-29,Нийт,2017,76.4
Төвийн бүс,25-29,Нийт,2016,73.8
Төвийн бүс,25-29,Нийт,2015,70.3
Төвийн бүс,25-29,Нийт,2014,70.9
Төвийн бүс,25-29,Нийт,2013,81.1
Төвийн бүс,25-29,Нийт,2012,78.5
Төвийн бүс,25-29,Нийт,2011,83.5
Төвийн бүс,25-29,Нийт,2010,77.3
Төвийн бүс,25-29,Нийт,2009,80.6
Төвийн бүс,25-29,Эрэгтэй,2025,90.5
Төвийн бүс,25-29,Эрэгтэй,2024,92.9
Төвийн бүс,25-29,Эрэгтэй,2023,73.2
Төвийн бүс,25-29,Эрэгтэй,2022,80.2
Төвийн бүс,25-29,Эрэгтэй,2021,82.5
Төвийн бүс,25-29,Эрэгтэй,2020,91.0
Төвийн бүс,25-29,Эрэгтэй,2019,89.7
Төвийн бүс,25-29,Эрэгтэй,2018,89.9
Төвийн бүс,25-29,Эрэгтэй,2017,86.7
Төвийн бүс,25-29,Эрэгтэй,2016,84.0
Төвийн бүс,25-29,Эрэгтэй,2015,82.2
Төвийн бүс,25-29,Эрэгтэй,2014,82.4
Төвийн бүс,25-29,Эрэгтэй,2013,90.0
Төвийн бүс,25-29,Эрэгтэй,2012,89.2
Төвийн бүс,25-29,Эрэгтэй,2011,94.6
Төвийн бүс,25-29,Эрэгтэй,2010,90.4
Төвийн бүс,25-29,Эрэгтэй,2009,93.4
Төвийн бүс,25-29,Эмэгтэй,2025,55.5
Төвийн бүс,25-29,Эмэгтэй,2024,71.1
Төвийн бүс,25-29,Эмэгтэй,2023,59.3
Төвийн бүс,25-29,Эмэгтэй,2022,60.4
Төвийн бүс,25-29,Эмэгтэй,2021,63.1
Төвийн бүс,25-29,Эмэгтэй,2020,68.3
Төвийн бүс,25-29,Эмэгтэй,2019,62.0
Төвийн бүс,25-29,Эмэгтэй,2018,65.9
Төвийн бүс,25-29,Эмэгтэй,2017,64.8
Төвийн бүс,25-29,Эмэгтэй,2016,62.7
Төвийн бүс,25-29,Эмэгтэй,2015,58.3
Төвийн бүс,25-29,Эмэгтэй,2014,58.8
Төвийн бүс,25-29,Эмэгтэй,2013,71.7
Төвийн бүс,25-29,Эмэгтэй,2012,67.8
Төвийн бүс,25-29,Эмэгтэй,2011,71.9
Төвийн бүс,25-29,Эмэгтэй,2010,65.9
Төвийн бүс,25-29,Эмэгтэй,2009,65.3
Төвийн бүс,30-34,Нийт,2025,82.5
Төвийн бүс,30-34,Нийт,2024,79.1
Төвийн бүс,30-34,Нийт,2023,70.4
Төвийн бүс,30-34,Нийт,2022,70.1
Төвийн бүс,30-34,Нийт,2021,78.3
Төвийн бүс,30-34,Нийт,2020,83.9
Төвийн бүс,30-34,Нийт,2019,79.7
Төвийн бүс,30-34,Нийт,2018,81.6
Төвийн бүс,30-34,Нийт,2017,85.0
Төвийн бүс,30-34,Нийт,2016,78.5
Төвийн бүс,30-34,Нийт,2015,80.6
Төвийн бүс,30-34,Нийт,2014,80.5
Төвийн бүс,30-34,Нийт,2013,80.4
Төвийн бүс,30-34,Нийт,2012,79.8
Төвийн бүс,30-34,Нийт,2011,87.1
Төвийн бүс,30-34,Нийт,2010,84.9
Төвийн бүс,30-34,Нийт,2009,89.3
Төвийн бүс,30-34,Эрэгтэй,2025,93.0
Төвийн бүс,30-34,Эрэгтэй,2024,92.8
Төвийн бүс,30-34,Эрэгтэй,2023,80.3
Төвийн бүс,30-34,Эрэгтэй,2022,77.7
Төвийн бүс,30-34,Эрэгтэй,2021,90.6
Төвийн бүс,30-34,Эрэгтэй,2020,87.4
Төвийн бүс,30-34,Эрэгтэй,2019,89.3
Төвийн бүс,30-34,Эрэгтэй,2018,93.0
Төвийн бүс,30-34,Эрэгтэй,2017,92.9
Төвийн бүс,30-34,Эрэгтэй,2016,86.8
Төвийн бүс,30-34,Эрэгтэй,2015,86.3
Төвийн бүс,30-34,Эрэгтэй,2014,89.4
Төвийн бүс,30-34,Эрэгтэй,2013,89.8
Төвийн бүс,30-34,Эрэгтэй,2012,88.3
Төвийн бүс,30-34,Эрэгтэй,2011,93.9
Төвийн бүс,30-34,Эрэгтэй,2010,95.8
Төвийн бүс,30-34,Эрэгтэй,2009,96.0
Төвийн бүс,30-34,Эмэгтэй,2025,69.8
Төвийн бүс,30-34,Эмэгтэй,2024,65.2
Төвийн бүс,30-34,Эмэгтэй,2023,62.2
Төвийн бүс,30-34,Эмэгтэй,2022,62.7
Төвийн бүс,30-34,Эмэгтэй,2021,66.5
Төвийн бүс,30-34,Эмэгтэй,2020,79.7
Төвийн бүс,30-34,Эмэгтэй,2019,72.7
Төвийн бүс,30-34,Эмэгтэй,2018,68.9
Төвийн бүс,30-34,Эмэгтэй,2017,78.0
Төвийн бүс,30-34,Эмэгтэй,2016,70.3
Төвийн бүс,30-34,Эмэгтэй,2015,75.4
Төвийн бүс,30-34,Эмэгтэй,2014,72.3
Төвийн бүс,30-34,Эмэгтэй,2013,70.2
Төвийн бүс,30-34,Эмэгтэй,2012,71.3
Төвийн бүс,30-34,Эмэгтэй,2011,81.4
Төвийн бүс,30-34,Эмэгтэй,2010,74.1
Төвийн бүс,30-34,Эмэгтэй,2009,83.3
Төвийн бүс,35-39,Нийт,2025,88.9
Төвийн бүс,35-39,Нийт,2024,86.9
Төвийн бүс,35-39,Нийт,2023,70.8
Төвийн бүс,35-39,Нийт,2022,67.5
Төвийн бүс,35-39,Нийт,2021,77.1
Төвийн бүс,35-39,Нийт,2020,79.5
Төвийн бүс,35-39,Нийт,2019,82.1
Төвийн бүс,35-39,Нийт,2018,84.7
Төвийн бүс,35-39,Нийт,2017,88.0
Төвийн бүс,35-39,Нийт,2016,82.9
Төвийн бүс,35-39,Нийт,2015,79.7
Төвийн бүс,35-39,Нийт,2014,84.4
Төвийн бүс,35-39,Нийт,2013,86.6
Төвийн бүс,35-39,Нийт,2012,87.0
Төвийн бүс,35-39,Нийт,2011,89.6
Төвийн бүс,35-39,Нийт,2010,88.2
Төвийн бүс,35-39,Нийт,2009,89.1
Төвийн бүс,35-39,Эрэгтэй,2025,93.2
Төвийн бүс,35-39,Эрэгтэй,2024,93.2
Төвийн бүс,35-39,Эрэгтэй,2023,80.1
Төвийн бүс,35-39,Эрэгтэй,2022,75.0
Төвийн бүс,35-39,Эрэгтэй,2021,89.2
Төвийн бүс,35-39,Эрэгтэй,2020,82.3
Төвийн бүс,35-39,Эрэгтэй,2019,87.9
Төвийн бүс,35-39,Эрэгтэй,2018,89.4
Төвийн бүс,35-39,Эрэгтэй,2017,93.5
Төвийн бүс,35-39,Эрэгтэй,2016,86.6
Төвийн бүс,35-39,Эрэгтэй,2015,86.8
Төвийн бүс,35-39,Эрэгтэй,2014,86.8
Төвийн бүс,35-39,Эрэгтэй,2013,92.2
Төвийн бүс,35-39,Эрэгтэй,2012,93.0
Төвийн бүс,35-39,Эрэгтэй,2011,96.9
Төвийн бүс,35-39,Эрэгтэй,2010,94.1
Төвийн бүс,35-39,Эрэгтэй,2009,92.2
Төвийн бүс,35-39,Эмэгтэй,2025,85.6
Төвийн бүс,35-39,Эмэгтэй,2024,80.5
Төвийн бүс,35-39,Эмэгтэй,2023,60.1
Төвийн бүс,35-39,Эмэгтэй,2022,59.9
Төвийн бүс,35-39,Эмэгтэй,2021,66.3
Төвийн бүс,35-39,Эмэгтэй,2020,77.2
Төвийн бүс,35-39,Эмэгтэй,2019,76.3
Төвийн бүс,35-39,Эмэгтэй,2018,80.9
Төвийн бүс,35-39,Эмэгтэй,2017,82.7
Төвийн бүс,35-39,Эмэгтэй,2016,79.5
Төвийн бүс,35-39,Эмэгтэй,2015,73.3
Төвийн бүс,35-39,Эмэгтэй,2014,82.3
Төвийн бүс,35-39,Эмэгтэй,2013,80.9
Төвийн бүс,35-39,Эмэгтэй,2012,81.0
Төвийн бүс,35-39,Эмэгтэй,2011,83.4
Төвийн бүс,35-39,Эмэгтэй,2010,83.0
Төвийн бүс,35-39,Эмэгтэй,2009,86.2
Төвийн бүс,40-44,Нийт,2025,86.3
Төвийн бүс,40-44,Нийт,2024,77.3
Төвийн бүс,40-44,Нийт,2023,73.0
Төвийн бүс,40-44,Нийт,2022,70.7
Төвийн бүс,40-44,Нийт,2021,78.9
Төвийн бүс,40-44,Нийт,2020,76.5
Төвийн бүс,40-44,Нийт,2019,86.6
Төвийн бүс,40-44,Нийт,2018,86.0
Төвийн бүс,40-44,Нийт,2017,87.0
Төвийн бүс,40-44,Нийт,2016,78.9
Төвийн бүс,40-44,Нийт,2015,86.6
Төвийн бүс,40-44,Нийт,2014,81.7
Төвийн бүс,40-44,Нийт,2013,86.7
Төвийн бүс,40-44,Нийт,2012,91.1
Төвийн бүс,40-44,Нийт,2011,92.3
Төвийн бүс,40-44,Нийт,2010,90.7
Төвийн бүс,40-44,Нийт,2009,92.9
Төвийн бүс,40-44,Эрэгтэй,2025,86.2
Төвийн бүс,40-44,Эрэгтэй,2024,82.2
Төвийн бүс,40-44,Эрэгтэй,2023,76.0
Төвийн бүс,40-44,Эрэгтэй,2022,76.4
Төвийн бүс,40-44,Эрэгтэй,2021,83.0
Төвийн бүс,40-44,Эрэгтэй,2020,80.3
Төвийн бүс,40-44,Эрэгтэй,2019,90.6
Төвийн бүс,40-44,Эрэгтэй,2018,90.4
Төвийн бүс,40-44,Эрэгтэй,2017,91.2
Төвийн бүс,40-44,Эрэгтэй,2016,80.8
Төвийн бүс,40-44,Эрэгтэй,2015,88.2
Төвийн бүс,40-44,Эрэгтэй,2014,83.5
Төвийн бүс,40-44,Эрэгтэй,2013,93.5
Төвийн бүс,40-44,Эрэгтэй,2012,92.1
Төвийн бүс,40-44,Эрэгтэй,2011,97.6
Төвийн бүс,40-44,Эрэгтэй,2010,95.3
Төвийн бүс,40-44,Эрэгтэй,2009,98.5
Төвийн бүс,40-44,Эмэгтэй,2025,86.4
Төвийн бүс,40-44,Эмэгтэй,2024,72.7
Төвийн бүс,40-44,Эмэгтэй,2023,70.2
Төвийн бүс,40-44,Эмэгтэй,2022,65.0
Төвийн бүс,40-44,Эмэгтэй,2021,73.4
Төвийн бүс,40-44,Эмэгтэй,2020,72.9
Төвийн бүс,40-44,Эмэгтэй,2019,83.4
Төвийн бүс,40-44,Эмэгтэй,2018,82.1
Төвийн бүс,40-44,Эмэгтэй,2017,82.4
Төвийн бүс,40-44,Эмэгтэй,2016,77.1
Төвийн бүс,40-44,Эмэгтэй,2015,85.1
Төвийн бүс,40-44,Эмэгтэй,2014,80.0
Төвийн бүс,40-44,Эмэгтэй,2013,81.4
Төвийн бүс,40-44,Эмэгтэй,2012,90.1
Төвийн бүс,40-44,Эмэгтэй,2011,87.0
Төвийн бүс,40-44,Эмэгтэй,2010,86.5
Төвийн бүс,40-44,Эмэгтэй,2009,88.8
Төвийн бүс,45-49,Нийт,2025,85.0
Төвийн бүс,45-49,Нийт,2024,81.3
Төвийн бүс,45-49,Нийт,2023,70.1
Төвийн бүс,45-49,Нийт,2022,66.6
Төвийн бүс,45-49,Нийт,2021,78.2
Төвийн бүс,45-49,Нийт,2020,88.4
Төвийн бүс,45-49,Нийт,2019,86.4
Төвийн бүс,45-49,Нийт,2018,86.4
Төвийн бүс,45-49,Нийт,2017,83.8
Төвийн бүс,45-49,Нийт,2016,82.9
Төвийн бүс,45-49,Нийт,2015,82.0
Төвийн бүс,45-49,Нийт,2014,79.7
Төвийн бүс,45-49,Нийт,2013,84.3
Төвийн бүс,45-49,Нийт,2012,81.5
Төвийн бүс,45-49,Нийт,2011,88.9
Төвийн бүс,45-49,Нийт,2010,86.8
Төвийн бүс,45-49,Нийт,2009,89.0
Төвийн бүс,45-49,Эрэгтэй,2025,86.2
Төвийн бүс,45-49,Эрэгтэй,2024,83.0
Төвийн бүс,45-49,Эрэгтэй,2023,69.9
Төвийн бүс,45-49,Эрэгтэй,2022,66.2
Төвийн бүс,45-49,Эрэгтэй,2021,78.7
Төвийн бүс,45-49,Эрэгтэй,2020,85.7
Төвийн бүс,45-49,Эрэгтэй,2019,87.6
Төвийн бүс,45-49,Эрэгтэй,2018,87.6
Төвийн бүс,45-49,Эрэгтэй,2017,87.3
Төвийн бүс,45-49,Эрэгтэй,2016,82.0
Төвийн бүс,45-49,Эрэгтэй,2015,82.2
Төвийн бүс,45-49,Эрэгтэй,2014,82.1
Төвийн бүс,45-49,Эрэгтэй,2013,90.1
Төвийн бүс,45-49,Эрэгтэй,2012,84.4
Төвийн бүс,45-49,Эрэгтэй,2011,90.3
Төвийн бүс,45-49,Эрэгтэй,2010,91.3
Төвийн бүс,45-49,Эрэгтэй,2009,88.6
Төвийн бүс,45-49,Эмэгтэй,2025,83.7
Төвийн бүс,45-49,Эмэгтэй,2024,79.4
Төвийн бүс,45-49,Эмэгтэй,2023,70.4
Төвийн бүс,45-49,Эмэгтэй,2022,67.1
Төвийн бүс,45-49,Эмэгтэй,2021,77.8
Төвийн бүс,45-49,Эмэгтэй,2020,90.9
Төвийн бүс,45-49,Эмэгтэй,2019,85.0
Төвийн бүс,45-49,Эмэгтэй,2018,85.4
Төвийн бүс,45-49,Эмэгтэй,2017,80.8
Төвийн бүс,45-49,Эмэгтэй,2016,83.8
Төвийн бүс,45-49,Эмэгтэй,2015,81.8
Төвийн бүс,45-49,Эмэгтэй,2014,77.7
Төвийн бүс,45-49,Эмэгтэй,2013,78.8
Төвийн бүс,45-49,Эмэгтэй,2012,78.9
Төвийн бүс,45-49,Эмэгтэй,2011,87.7
Төвийн бүс,45-49,Эмэгтэй,2010,82.8
Төвийн бүс,45-49,Эмэгтэй,2009,89.4
Төвийн бүс,50-54,Нийт,2025,78.5
Төвийн бүс,50-54,Нийт,2024,73.4
Төвийн бүс,50-54,Нийт,2023,57.0
Төвийн бүс,50-54,Нийт,2022,65.5
Төвийн бүс,50-54,Нийт,2021,71.5
Төвийн бүс,50-54,Нийт,2020,68.3
Төвийн бүс,50-54,Нийт,2019,73.2
Төвийн бүс,50-54,Нийт,2018,80.9
Төвийн бүс,50-54,Нийт,2017,82.3
Төвийн бүс,50-54,Нийт,2016,71.4
Төвийн бүс,50-54,Нийт,2015,75.7
Төвийн бүс,50-54,Нийт,2014,70.2
Төвийн бүс,50-54,Нийт,2013,76.9
Төвийн бүс,50-54,Нийт,2012,78.1
Төвийн бүс,50-54,Нийт,2011,84.1
Төвийн бүс,50-54,Нийт,2010,79.2
Төвийн бүс,50-54,Нийт,2009,68.2
Төвийн бүс,50-54,Эрэгтэй,2025,75.9
Төвийн бүс,50-54,Эрэгтэй,2024,69.9
Төвийн бүс,50-54,Эрэгтэй,2023,59.6
Төвийн бүс,50-54,Эрэгтэй,2022,61.5
Төвийн бүс,50-54,Эрэгтэй,2021,74.8
Төвийн бүс,50-54,Эрэгтэй,2020,70.2
Төвийн бүс,50-54,Эрэгтэй,2019,82.8
Төвийн бүс,50-54,Эрэгтэй,2018,87.5
Төвийн бүс,50-54,Эрэгтэй,2017,87.2
Төвийн бүс,50-54,Эрэгтэй,2016,74.7
Төвийн бүс,50-54,Эрэгтэй,2015,83.1
Төвийн бүс,50-54,Эрэгтэй,2014,74.3
Төвийн бүс,50-54,Эрэгтэй,2013,82.3
Төвийн бүс,50-54,Эрэгтэй,2012,80.0
Төвийн бүс,50-54,Эрэгтэй,2011,88.6
Төвийн бүс,50-54,Эрэгтэй,2010,86.2
Төвийн бүс,50-54,Эрэгтэй,2009,77.8
Төвийн бүс,50-54,Эмэгтэй,2025,80.9
Төвийн бүс,50-54,Эмэгтэй,2024,76.6
Төвийн бүс,50-54,Эмэгтэй,2023,54.4
Төвийн бүс,50-54,Эмэгтэй,2022,68.3
Төвийн бүс,50-54,Эмэгтэй,2021,69.0
Төвийн бүс,50-54,Эмэгтэй,2020,66.5
Төвийн бүс,50-54,Эмэгтэй,2019,62.5
Төвийн бүс,50-54,Эмэгтэй,2018,74.8
Төвийн бүс,50-54,Эмэгтэй,2017,77.6
Төвийн бүс,50-54,Эмэгтэй,2016,68.7
Төвийн бүс,50-54,Эмэгтэй,2015,69.3
Төвийн бүс,50-54,Эмэгтэй,2014,66.0
Төвийн бүс,50-54,Эмэгтэй,2013,72.8
Төвийн бүс,50-54,Эмэгтэй,2012,76.4
Төвийн бүс,50-54,Эмэгтэй,2011,79.9
Төвийн бүс,50-54,Эмэгтэй,2010,72.9
Төвийн бүс,50-54,Эмэгтэй,2009,59.1
Төвийн бүс,55-59,Нийт,2025,44.6
Төвийн бүс,55-59,Нийт,2024,41.2
Төвийн бүс,55-59,Нийт,2023,48.5
Төвийн бүс,55-59,Нийт,2022,44.7
Төвийн бүс,55-59,Нийт,2021,46.0
Төвийн бүс,55-59,Нийт,2020,51.3
Төвийн бүс,55-59,Нийт,2019,53.5
Төвийн бүс,55-59,Нийт,2018,55.7
Төвийн бүс,55-59,Нийт,2017,60.1
Төвийн бүс,55-59,Нийт,2016,53.4
Төвийн бүс,55-59,Нийт,2015,46.7
Төвийн бүс,55-59,Нийт,2014,48.6
Төвийн бүс,55-59,Нийт,2013,50.2
Төвийн бүс,55-59,Нийт,2012,51.1
Төвийн бүс,55-59,Нийт,2011,62.8
Төвийн бүс,55-59,Нийт,2010,53.8
Төвийн бүс,55-59,Нийт,2009,58.9
Төвийн бүс,55-59,Эрэгтэй,2025,60.7
Төвийн бүс,55-59,Эрэгтэй,2024,55.5
Төвийн бүс,55-59,Эрэгтэй,2023,62.7
Төвийн бүс,55-59,Эрэгтэй,2022,56.9
Төвийн бүс,55-59,Эрэгтэй,2021,60.7
Төвийн бүс,55-59,Эрэгтэй,2020,62.2
Төвийн бүс,55-59,Эрэгтэй,2019,71.8
Төвийн бүс,55-59,Эрэгтэй,2018,71.4
Төвийн бүс,55-59,Эрэгтэй,2017,68.2
Төвийн бүс,55-59,Эрэгтэй,2016,64.6
Төвийн бүс,55-59,Эрэгтэй,2015,64.5
Төвийн бүс,55-59,Эрэгтэй,2014,58.6
Төвийн бүс,55-59,Эрэгтэй,2013,60.1
Төвийн бүс,55-59,Эрэгтэй,2012,68.0
Төвийн бүс,55-59,Эрэгтэй,2011,86.8
Төвийн бүс,55-59,Эрэгтэй,2010,70.9
Төвийн бүс,55-59,Эрэгтэй,2009,63.5
Төвийн бүс,55-59,Эмэгтэй,2025,28.7
Төвийн бүс,55-59,Эмэгтэй,2024,29.4
Төвийн бүс,55-59,Эмэгтэй,2023,35.4
Төвийн бүс,55-59,Эмэгтэй,2022,35.4
Төвийн бүс,55-59,Эмэгтэй,2021,33.0
Төвийн бүс,55-59,Эмэгтэй,2020,42.2
Төвийн бүс,55-59,Эмэгтэй,2019,38.8
Төвийн бүс,55-59,Эмэгтэй,2018,44.8
Төвийн бүс,55-59,Эмэгтэй,2017,52.1
Төвийн бүс,55-59,Эмэгтэй,2016,42.9
Төвийн бүс,55-59,Эмэгтэй,2015,26.5
Төвийн бүс,55-59,Эмэгтэй,2014,40.1
Төвийн бүс,55-59,Эмэгтэй,2013,42.0
Төвийн бүс,55-59,Эмэгтэй,2012,38.5
Төвийн бүс,55-59,Эмэгтэй,2011,41.3
Төвийн бүс,55-59,Эмэгтэй,2010,39.5
Төвийн бүс,55-59,Эмэгтэй,2009,55.3
Төвийн бүс,60-64,Нийт,2025,12.8
Төвийн бүс,60-64,Нийт,2024,18.7
Төвийн бүс,60-64,Нийт,2023,24.3
Төвийн бүс,60-64,Нийт,2022,18.4
Төвийн бүс,60-64,Нийт,2021,21.0
Төвийн бүс,60-64,Нийт,2020,22.2
Төвийн бүс,60-64,Нийт,2019,32.8
Төвийн бүс,60-64,Нийт,2018,31.3
Төвийн бүс,60-64,Нийт,2017,45.2
Төвийн бүс,60-64,Нийт,2016,38.1
Төвийн бүс,60-64,Нийт,2015,24.5
Төвийн бүс,60-64,Нийт,2014,17.1
Төвийн бүс,60-64,Нийт,2013,38.6
Төвийн бүс,60-64,Нийт,2012,36.3
Төвийн бүс,60-64,Нийт,2011,43.6
Төвийн бүс,60-64,Нийт,2010,42.1
Төвийн бүс,60-64,Нийт,2009,48.7
Төвийн бүс,60-64,Эрэгтэй,2025,16.8
Төвийн бүс,60-64,Эрэгтэй,2024,16.5
Төвийн бүс,60-64,Эрэгтэй,2023,29.2
Төвийн бүс,60-64,Эрэгтэй,2022,19.1
Төвийн бүс,60-64,Эрэгтэй,2021,25.4
Төвийн бүс,60-64,Эрэгтэй,2020,27.3
Төвийн бүс,60-64,Эрэгтэй,2019,41.5
Төвийн бүс,60-64,Эрэгтэй,2018,42.6
Төвийн бүс,60-64,Эрэгтэй,2017,49.2
Төвийн бүс,60-64,Эрэгтэй,2016,44.1
Төвийн бүс,60-64,Эрэгтэй,2015,29.2
Төвийн бүс,60-64,Эрэгтэй,2014,26.6
Төвийн бүс,60-64,Эрэгтэй,2013,37.8
Төвийн бүс,60-64,Эрэгтэй,2012,49.6
Төвийн бүс,60-64,Эрэгтэй,2011,46.5
Төвийн бүс,60-64,Эрэгтэй,2010,48.2
Төвийн бүс,60-64,Эрэгтэй,2009,51.2
Төвийн бүс,60-64,Эмэгтэй,2025,9.9
Төвийн бүс,60-64,Эмэгтэй,2024,20.6
Төвийн бүс,60-64,Эмэгтэй,2023,21.4
Төвийн бүс,60-64,Эмэгтэй,2022,17.8
Төвийн бүс,60-64,Эмэгтэй,2021,18.1
Төвийн бүс,60-64,Эмэгтэй,2020,17.9
Төвийн бүс,60-64,Эмэгтэй,2019,26.7
Төвийн бүс,60-64,Эмэгтэй,2018,22.0
Төвийн бүс,60-64,Эмэгтэй,2017,41.7
Төвийн бүс,60-64,Эмэгтэй,2016,33.6
Төвийн бүс,60-64,Эмэгтэй,2015,19.8
Төвийн бүс,60-64,Эмэгтэй,2014,8.0
Төвийн бүс,60-64,Эмэгтэй,2013,39.4
Төвийн бүс,60-64,Эмэгтэй,2012,26.1
Төвийн бүс,60-64,Эмэгтэй,2011,40.2
Төвийн бүс,60-64,Эмэгтэй,2010,35.0
Төвийн бүс,60-64,Эмэгтэй,2009,45.2
Төвийн бүс,65-69,Нийт,2025,6.7
Төвийн бүс,65-69,Нийт,2024,14.7
Төвийн бүс,65-69,Нийт,2023,13.5
Төвийн бүс,65-69,Нийт,2022,12.3
Төвийн бүс,65-69,Нийт,2021,17.6
Төвийн бүс,65-69,Нийт,2020,18.7
Төвийн бүс,65-69,Нийт,2019,24.4
Төвийн бүс,65-69,Нийт,2018,24.6
Төвийн бүс,65-69,Нийт,2017,29.8
Төвийн бүс,65-69,Нийт,2016,23.7
Төвийн бүс,65-69,Нийт,2015,22.3
Төвийн бүс,65-69,Нийт,2014,21.5
Төвийн бүс,65-69,Нийт,2013,26.3
Төвийн бүс,65-69,Нийт,2012,35.8
Төвийн бүс,65-69,Нийт,2011,29.3
Төвийн бүс,65-69,Нийт,2010,30.4
Төвийн бүс,65-69,Нийт,2009,27.1
Төвийн бүс,65-69,Эрэгтэй,2025,9.3
Төвийн бүс,65-69,Эрэгтэй,2024,16.5
Төвийн бүс,65-69,Эрэгтэй,2023,6.5
Төвийн бүс,65-69,Эрэгтэй,2022,17.2
Төвийн бүс,65-69,Эрэгтэй,2021,19.7
Төвийн бүс,65-69,Эрэгтэй,2020,25.1
Төвийн бүс,65-69,Эрэгтэй,2019,28.5
Төвийн бүс,65-69,Эрэгтэй,2018,23.4
Төвийн бүс,65-69,Эрэгтэй,2017,30.5
Төвийн бүс,65-69,Эрэгтэй,2016,24.3
Төвийн бүс,65-69,Эрэгтэй,2015,19.8
Төвийн бүс,65-69,Эрэгтэй,2014,23.6
Төвийн бүс,65-69,Эрэгтэй,2013,26.1
Төвийн бүс,65-69,Эрэгтэй,2012,43.4
Төвийн бүс,65-69,Эрэгтэй,2011,33.2
Төвийн бүс,65-69,Эрэгтэй,2010,33.9
Төвийн бүс,65-69,Эрэгтэй,2009,34.9
Төвийн бүс,65-69,Эмэгтэй,2025,4.6
Төвийн бүс,65-69,Эмэгтэй,2024,13.5
Төвийн бүс,65-69,Эмэгтэй,2023,19.8
Төвийн бүс,65-69,Эмэгтэй,2022,7.8
Төвийн бүс,65-69,Эмэгтэй,2021,15.3
