Indicator,Month,value
            1.1 Asset,2016-09,0.589
            1.1 Asset,2016-08,0.425
            1.1 Asset,2016-07,0.081
            1.1 Asset,2016-06,0.204
            1.1 Asset,2016-05,0.275
            1.1 Asset,2016-04,0.909
            1.1 Asset,2016-03,1.014
            1.1 Asset,2016-02,0.499
            1.1 Asset,2016-01,1.395
            1.1 Asset,2015-12,5.641
            1.1 Asset,2015-11,0.87
            1.1 Asset,2015-10,0.328
            1.1 Asset,2015-09,-0.058
            1.1 Asset,2015-08,-0.038
            1.1 Asset,2015-07,0.006
            1.1 Asset,2015-06,0.734
            1.1 Asset,2015-05,0.764
            1.1 Asset,2015-04,1.139
            1.1 Asset,2015-03,1.326
            1.1 Asset,2015-02,0.523
            1.1 Asset,2015-01,0.173
            1.1 Asset,2014-12,87.919
            1.1 Asset,2014-11,0.341
            1.1 Asset,2014-10,0.228
            1.1 Asset,2014-09,0.805
            1.1 Asset,2014-08,1.689
            1.1 Asset,2014-07,0.144
            1.1 Asset,2014-06,7.086
            1.1 Asset,2014-05,2.64
            1.1 Asset,2014-04,1.13
            1.1 Asset,2014-03,0.614
            1.1 Asset,2014-02,2.183
            1.1 Asset,2014-01,2.301
            1.1 Asset,2013-12,1.185
            1.1 Asset,2013-11,1.653
            1.1 Asset,2013-10,16.015
            1.1 Asset,2013-09,3.366
            1.1 Asset,2013-08,2.608
            1.1 Asset,2013-07,-0.111
            1.1 Asset,2013-06,11.6
            1.1 Asset,2013-05,1.832
            1.1 Asset,2013-04,0.632
            1.1 Asset,2013-03,0.382
            1.1 Asset,2013-02,0.81
            1.1 Asset,2013-01,1.013
            1.1 Asset,2012-12,-0.774
            1.1 Asset,2012-11,-1.45
            1.1 Asset,2012-10,17.588
            1.1 Asset,2012-09,-0.124
            1.1 Asset,2012-08,11.311
            1.1 Asset,2012-07,5.525
            1.1 Asset,2012-06,7.249
            1.1 Asset,2012-05,7.747
            1.1 Asset,2012-04,6.315
            1.1 Asset,2012-03,2.831
            1.1 Asset,2012-02,1.973
            1.1 Asset,2012-01,6.465
            1.1 Asset,2011-12,17.291
            1.1 Asset,2011-11,24.589
            1.1 Asset,2011-10,6.34
            1.1 Asset,2011-09,1.278
            1.1 Asset,2011-08,2.474
            1.1 Asset,2011-07,0.82
            1.1 Asset,2011-06,2.232
            1.1 Asset,2011-05,2.353
            1.1 Asset,2011-04,12.976
            1.1 Asset,2011-03,9.003
            1.1 Asset,2011-02,2.54
            1.1 Asset,2011-01,12.665
            1.1 Asset,2010-12,13.454
            1.1 Asset,2010-11,4.379
            1.1 Asset,2010-10,2.964
            1.1 Asset,2010-09,9.329
            1.1 Asset,2010-08,2.791
            1.1 Asset,2010-07,14.517
            1.1 Asset,2010-06,1.899
            1.1 Asset,2010-05,1.673
            1.1 Asset,2010-04,0.114
            1.1 Asset,2010-03,9.841
            1.1 Asset,2010-02,0.345
            1.1 Asset,2010-01,1.019
            1.1 Asset,2009-12,2.139
            1.1 Asset,2009-11,0.601
            1.1 Asset,2009-10,0.022
            1.1 Asset,2009-09,-6.466
            1.1 Asset,2009-08,-4.483
            1.1 Asset,2009-07,-4.2
            1.1 Asset,2009-06,15.832
            1.1 Asset,2009-05,15.368
            1.1 Asset,2009-04,15.41
            1.1 Asset,2009-03,6.701
            1.1 Asset,2009-02,6.697
            1.1 Asset,2009-01,6.184
                  1.1.1 Equity and investment fund shares,2026-05,3.812
                  1.1.1 Equity and investment fund shares,2026-04,1.061
                  1.1.1 Equity and investment fund shares,2026-03,10.578
                  1.1.1 Equity and investment fund shares,2026-02,9.249
                  1.1.1 Equity and investment fund shares,2026-01,6.331
                  1.1.1 Equity and investment fund shares,2025-12,9.28
                  1.1.1 Equity and investment fund shares,2025-11,2.18
                  1.1.1 Equity and investment fund shares,2025-10,5.59
                  1.1.1 Equity and investment fund shares,2025-09,5.69
                  1.1.1 Equity and investment fund shares,2025-08,-0.11
                  1.1.1 Equity and investment fund shares,2025-07,1.93
                  1.1.1 Equity and investment fund shares,2025-06,3.24
                  1.1.1 Equity and investment fund shares,2025-05,0.15
                  1.1.1 Equity and investment fund shares,2025-04,3.68
                  1.1.1 Equity and investment fund shares,2025-03,4.48
                  1.1.1 Equity and investment fund shares,2025-02,0.82
                  1.1.1 Equity and investment fund shares,2025-01,16.9
                  1.1.1 Equity and investment fund shares,2024-12,-33.878
                  1.1.1 Equity and investment fund shares,2024-11,-9.07
                  1.1.1 Equity and investment fund shares,2024-10,-37.677
                  1.1.1 Equity and investment fund shares,2024-09,49.865
                  1.1.1 Equity and investment fund shares,2024-08,70.306
                  1.1.1 Equity and investment fund shares,2024-07,32.615
                  1.1.1 Equity and investment fund shares,2024-06,26.649
                  1.1.1 Equity and investment fund shares,2024-05,-39.88
                  1.1.1 Equity and investment fund shares,2024-04,-48.678
                  1.1.1 Equity and investment fund shares,2024-03,63.492
                  1.1.1 Equity and investment fund shares,2024-02,-2.407
                  1.1.1 Equity and investment fund shares,2024-01,-18.846
                  1.1.1 Equity and investment fund shares,2023-12,2.353
                  1.1.1 Equity and investment fund shares,2023-11,2.57
                  1.1.1 Equity and investment fund shares,2023-10,2.455
                  1.1.1 Equity and investment fund shares,2023-09,2.369
                  1.1.1 Equity and investment fund shares,2023-08,1.647
                  1.1.1 Equity and investment fund shares,2023-07,10.443
                  1.1.1 Equity and investment fund shares,2023-06,7.828
                  1.1.1 Equity and investment fund shares,2023-05,2.204
                  1.1.1 Equity and investment fund shares,2023-04,1.973
                  1.1.1 Equity and investment fund shares,2023-03,1.496
                  1.1.1 Equity and investment fund shares,2023-02,7.141
                  1.1.1 Equity and investment fund shares,2023-01,0.628
                  1.1.1 Equity and investment fund shares,2022-12,4.737
                  1.1.1 Equity and investment fund shares,2022-11,1.773
                  1.1.1 Equity and investment fund shares,2022-10,4.855
                  1.1.1 Equity and investment fund shares,2022-09,3.506
                  1.1.1 Equity and investment fund shares,2022-08,4.691
                  1.1.1 Equity and investment fund shares,2022-07,5.097
                  1.1.1 Equity and investment fund shares,2022-06,7.727
                  1.1.1 Equity and investment fund shares,2022-05,0.925
                  1.1.1 Equity and investment fund shares,2022-04,14.766
                  1.1.1 Equity and investment fund shares,2022-03,5.638
                  1.1.1 Equity and investment fund shares,2022-02,7.021
                  1.1.1 Equity and investment fund shares,2022-01,-0.152
                  1.1.1 Equity and investment fund shares,2021-12,5.512
                  1.1.1 Equity and investment fund shares,2021-11,4.776
                  1.1.1 Equity and investment fund shares,2021-10,1.242
                  1.1.1 Equity and investment fund shares,2021-09,5.57
                  1.1.1 Equity and investment fund shares,2021-08,4.164
                  1.1.1 Equity and investment fund shares,2021-07,3.261
                  1.1.1 Equity and investment fund shares,2021-06,1.838
                  1.1.1 Equity and investment fund shares,2021-05,1.231
                  1.1.1 Equity and investment fund shares,2021-04,59.176
                  1.1.1 Equity and investment fund shares,2021-03,2.562
                  1.1.1 Equity and investment fund shares,2021-02,0.857
                  1.1.1 Equity and investment fund shares,2021-01,0.536
                  1.1.1 Equity and investment fund shares,2020-12,-4.286
                  1.1.1 Equity and investment fund shares,2020-11,0.205
                  1.1.1 Equity and investment fund shares,2020-10,1.157
                  1.1.1 Equity and investment fund shares,2020-09,3.944
                  1.1.1 Equity and investment fund shares,2020-08,3.467
                  1.1.1 Equity and investment fund shares,2020-07,3.847
                  1.1.1 Equity and investment fund shares,2020-06,-0.076
                  1.1.1 Equity and investment fund shares,2020-05,3.052
                  1.1.1 Equity and investment fund shares,2020-04,2.135
                  1.1.1 Equity and investment fund shares,2020-03,2.656
                  1.1.1 Equity and investment fund shares,2020-02,2.998
                  1.1.1 Equity and investment fund shares,2020-01,8.368
                  1.1.1 Equity and investment fund shares,2019-12,8.864
                  1.1.1 Equity and investment fund shares,2019-11,26.841
                  1.1.1 Equity and investment fund shares,2019-10,6.251
                  1.1.1 Equity and investment fund shares,2019-09,3.533
                  1.1.1 Equity and investment fund shares,2019-08,4.971
                  1.1.1 Equity and investment fund shares,2019-07,9.547
                  1.1.1 Equity and investment fund shares,2019-06,0.735
                  1.1.1 Equity and investment fund shares,2019-05,8.42
                  1.1.1 Equity and investment fund shares,2019-04,7.852
                  1.1.1 Equity and investment fund shares,2019-03,5.933
                  1.1.1 Equity and investment fund shares,2019-02,1.809
                  1.1.1 Equity and investment fund shares,2019-01,0.525
                  1.1.1 Equity and investment fund shares,2018-12,4.223
                  1.1.1 Equity and investment fund shares,2018-11,3.292
                  1.1.1 Equity and investment fund shares,2018-10,0.999
                  1.1.1 Equity and investment fund shares,2018-09,0.468
                  1.1.1 Equity and investment fund shares,2018-08,2.962
                  1.1.1 Equity and investment fund shares,2018-07,2.305
                  1.1.1 Equity and investment fund shares,2018-06,1.179
                  1.1.1 Equity and investment fund shares,2018-05,1.487
                  1.1.1 Equity and investment fund shares,2018-04,0.878
                  1.1.1 Equity and investment fund shares,2018-03,7.518
                  1.1.1 Equity and investment fund shares,2018-02,5.014
                  1.1.1 Equity and investment fund shares,2018-01,7.853
                  1.1.1 Equity and investment fund shares,2017-12,3.327
                  1.1.1 Equity and investment fund shares,2017-11,2.61
                  1.1.1 Equity and investment fund shares,2017-10,10.766
                  1.1.1 Equity and investment fund shares,2017-09,7.664
                  1.1.1 Equity and investment fund shares,2017-08,5.763
                  1.1.1 Equity and investment fund shares,2017-07,10.397
                  1.1.1 Equity and investment fund shares,2017-06,-0.004
                  1.1.1 Equity and investment fund shares,2017-05,-0.991
                  1.1.1 Equity and investment fund shares,2017-04,5.542
                  1.1.1 Equity and investment fund shares,2017-03,1.288
                  1.1.1 Equity and investment fund shares,2017-02,1.257
                  1.1.1 Equity and investment fund shares,2017-01,0.996
                  1.1.1 Equity and investment fund shares,2016-12,7.923
                  1.1.1 Equity and investment fund shares,2016-11,0.507
                  1.1.1 Equity and investment fund shares,2016-10,0.652
                  1.1.1 Equity and investment fund shares,2016-09,0.589
                  1.1.1 Equity and investment fund shares,2016-08,0.425
                  1.1.1 Equity and investment fund shares,2016-07,0.081
                  1.1.1 Equity and investment fund shares,2016-06,0.204
                  1.1.1 Equity and investment fund shares,2016-05,0.275
                  1.1.1 Equity and investment fund shares,2016-04,0.909
                  1.1.1 Equity and investment fund shares,2016-03,1.014
                  1.1.1 Equity and investment fund shares,2016-02,0.499
                  1.1.1 Equity and investment fund shares,2016-01,1.395
                  1.1.1 Equity and investment fund shares,2015-12,5.341
                  1.1.1 Equity and investment fund shares,2015-11,0.732
                  1.1.1 Equity and investment fund shares,2015-10,0.128
                  1.1.1 Equity and investment fund shares,2015-09,0.158
                  1.1.1 Equity and investment fund shares,2015-08,0.169
                  1.1.1 Equity and investment fund shares,2015-07,0.178
                  1.1.1 Equity and investment fund shares,2015-06,0.51
                  1.1.1 Equity and investment fund shares,2015-05,0.739
                  1.1.1 Equity and investment fund shares,2015-04,0.168
                  1.1.1 Equity and investment fund shares,2015-03,1.326
                  1.1.1 Equity and investment fund shares,2015-02,0.523
                  1.1.1 Equity and investment fund shares,2015-01,0.173
                  1.1.1 Equity and investment fund shares,2014-12,87.919
                  1.1.1 Equity and investment fund shares,2014-11,0.341
                  1.1.1 Equity and investment fund shares,2014-10,0.228
                  1.1.1 Equity and investment fund shares,2014-09,0.644
                  1.1.1 Equity and investment fund shares,2014-08,1.689
                  1.1.1 Equity and investment fund shares,2014-07,0.301
                  1.1.1 Equity and investment fund shares,2014-06,7.086
                  1.1.1 Equity and investment fund shares,2014-05,1.3
                  1.1.1 Equity and investment fund shares,2014-04,1.108
                  1.1.1 Equity and investment fund shares,2014-03,0.614
                  1.1.1 Equity and investment fund shares,2014-02,1.879
                  1.1.1 Equity and investment fund shares,2014-01,1.268
                  1.1.1 Equity and investment fund shares,2013-12,1.785
                  1.1.1 Equity and investment fund shares,2013-11,1.622
                  1.1.1 Equity and investment fund shares,2013-10,15.955
                  1.1.1 Equity and investment fund shares,2013-09,2.866
                  1.1.1 Equity and investment fund shares,2013-08,2.608
                  1.1.1 Equity and investment fund shares,2013-07,1.119
                  1.1.1 Equity and investment fund shares,2013-06,7.2
                  1.1.1 Equity and investment fund shares,2013-05,1.791
                  1.1.1 Equity and investment fund shares,2013-04,0.576
                  1.1.1 Equity and investment fund shares,2013-03,0.382
                  1.1.1 Equity and investment fund shares,2013-02,0.81
                  1.1.1 Equity and investment fund shares,2013-01,1.013
                  1.1.1 Equity and investment fund shares,2012-12,3.515
                  1.1.1 Equity and investment fund shares,2012-11,2.932
                  1.1.1 Equity and investment fund shares,2012-10,3.931
                  1.1.1 Equity and investment fund shares,2012-09,1.899
                  1.1.1 Equity and investment fund shares,2012-08,14.015
                  1.1.1 Equity and investment fund shares,2012-07,8.061
                  1.1.1 Equity and investment fund shares,2012-06,2.778
                  1.1.1 Equity and investment fund shares,2012-05,3.301
                  1.1.1 Equity and investment fund shares,2012-04,1.857
                  1.1.1 Equity and investment fund shares,2012-03,2.295
                  1.1.1 Equity and investment fund shares,2012-02,1.344
                  1.1.1 Equity and investment fund shares,2012-01,2.592
                  1.1.1 Equity and investment fund shares,2011-12,3.474
                  1.1.1 Equity and investment fund shares,2011-11,19.756
                  1.1.1 Equity and investment fund shares,2011-10,1.507
                  1.1.1 Equity and investment fund shares,2011-09,1.278
                  1.1.1 Equity and investment fund shares,2011-08,2.474
                  1.1.1 Equity and investment fund shares,2011-07,0.82
                  1.1.1 Equity and investment fund shares,2011-06,2.232
                  1.1.1 Equity and investment fund shares,2011-05,2.453
                  1.1.1 Equity and investment fund shares,2011-04,12.991
                  1.1.1 Equity and investment fund shares,2011-03,9.003
                  1.1.1 Equity and investment fund shares,2011-02,2.54
                  1.1.1 Equity and investment fund shares,2011-01,2.515
                  1.1.1 Equity and investment fund shares,2010-12,13.845
                  1.1.1 Equity and investment fund shares,2010-11,4.379
                  1.1.1 Equity and investment fund shares,2010-10,2.964
                  1.1.1 Equity and investment fund shares,2010-09,6.837
                  1.1.1 Equity and investment fund shares,2010-08,2.791
                  1.1.1 Equity and investment fund shares,2010-07,1.517
                  1.1.1 Equity and investment fund shares,2010-06,1.899
                  1.1.1 Equity and investment fund shares,2010-05,1.087
                  1.1.1 Equity and investment fund shares,2010-04,0.264
                  1.1.1 Equity and investment fund shares,2010-03,9.841
                  1.1.1 Equity and investment fund shares,2010-02,0.255
                  1.1.1 Equity and investment fund shares,2010-01,1.069
                  1.1.1 Equity and investment fund shares,2009-12,0.473
                  1.1.1 Equity and investment fund shares,2009-11,-0.924
                  1.1.1 Equity and investment fund shares,2009-10,0.022
                  1.1.1 Equity and investment fund shares,2009-09,-1.466
                  1.1.1 Equity and investment fund shares,2009-08,0.517
                  1.1.1 Equity and investment fund shares,2009-07,0.8
                  1.1.1 Equity and investment fund shares,2009-06,0.498
                  1.1.1 Equity and investment fund shares,2009-05,0.035
                  1.1.1 Equity and investment fund shares,2009-04,0.077
                  1.1.1 Equity and investment fund shares,2009-03,0.035
                  1.1.1 Equity and investment fund shares,2009-02,0.03
                  1.1.1 Equity and investment fund shares,2009-01,-0.483
                  1.1.2 Debt instruments,2026-05,0.481
