Indicator,Month,value
                  2.3 Other services,2025-12,-144.71
                  2.3 Other services,2025-11,-173.26
                  2.3 Other services,2025-10,-164.97
                  2.3 Other services,2025-09,-116.46
                  2.3 Other services,2025-08,-106.38
                  2.3 Other services,2025-07,-163.55
                  2.3 Other services,2025-06,-130.04
                  2.3 Other services,2025-05,-94.41
                  2.3 Other services,2025-04,-82.8
                  2.3 Other services,2025-03,-55.35
                  2.3 Other services,2025-02,-88.45
                  2.3 Other services,2025-01,-58.71
                  2.3 Other services,2024-12,-265.946
                  2.3 Other services,2024-11,-154.839
                  2.3 Other services,2024-10,-171.68
                  2.3 Other services,2024-09,-146.64
                  2.3 Other services,2024-08,-81.312
                  2.3 Other services,2024-07,-89.081
                  2.3 Other services,2024-06,-76.126
                  2.3 Other services,2024-05,-72.078
                  2.3 Other services,2024-04,-74.447
                  2.3 Other services,2024-03,-98.684
                  2.3 Other services,2024-02,-88.646
                  2.3 Other services,2024-01,-242.382
                  2.3 Other services,2023-12,-165.094
                  2.3 Other services,2023-11,-102.478
                  2.3 Other services,2023-10,-152.096
                  2.3 Other services,2023-09,-63.64
                  2.3 Other services,2023-08,-82.986
                  2.3 Other services,2023-07,-58.945
                  2.3 Other services,2023-06,-85.51
                  2.3 Other services,2023-05,-90.065
                  2.3 Other services,2023-04,-64.062
                  2.3 Other services,2023-03,-97.573
                  2.3 Other services,2023-02,-78.369
                  2.3 Other services,2023-01,-77.734
                  2.3 Other services,2022-12,-147.309
                  2.3 Other services,2022-11,-106.8
                  2.3 Other services,2022-10,-94.721
                  2.3 Other services,2022-09,-89.899
                  2.3 Other services,2022-08,-67.228
                  2.3 Other services,2022-07,-73.923
                  2.3 Other services,2022-06,-43.761
                  2.3 Other services,2022-05,-36.966
                  2.3 Other services,2022-04,-38.066
                  2.3 Other services,2022-03,-47.771
                  2.3 Other services,2022-02,-33.669
                  2.3 Other services,2022-01,-66.852
                  2.3 Other services,2021-12,-128.17
                  2.3 Other services,2021-11,-89.126
                  2.3 Other services,2021-10,-79.501
                  2.3 Other services,2021-09,-85.025
                  2.3 Other services,2021-08,-85.136
                  2.3 Other services,2021-07,-75.003
                  2.3 Other services,2021-06,-54.244
                  2.3 Other services,2021-05,-40.744
                  2.3 Other services,2021-04,-36.293
                  2.3 Other services,2021-03,-38.838
                  2.3 Other services,2021-02,-27.469
                  2.3 Other services,2021-01,-47.637
                  2.3 Other services,2020-12,-93.935
                  2.3 Other services,2020-11,-79.87
                  2.3 Other services,2020-10,-63.562
                  2.3 Other services,2020-09,-55.1
                  2.3 Other services,2020-08,-45.736
                  2.3 Other services,2020-07,-52.578
                  2.3 Other services,2020-06,-54.653
                  2.3 Other services,2020-05,-95.534
                  2.3 Other services,2020-04,-58.109
                  2.3 Other services,2020-03,-45.503
                  2.3 Other services,2020-02,-35.515
                  2.3 Other services,2020-01,-37.447
                  2.3 Other services,2019-12,-106.435
                  2.3 Other services,2019-11,-73.145
                  2.3 Other services,2019-10,-101.952
                  2.3 Other services,2019-09,-63.876
                  2.3 Other services,2019-08,-41.534
                  2.3 Other services,2019-07,-57.015
                  2.3 Other services,2019-06,-73.229
                  2.3 Other services,2019-05,-66.865
                  2.3 Other services,2019-04,-81.757
                  2.3 Other services,2019-03,-115.761
                  2.3 Other services,2019-02,-115.578
                  2.3 Other services,2019-01,-88.44
                  2.3 Other services,2018-12,-152.75
                  2.3 Other services,2018-11,-66.561
                  2.3 Other services,2018-10,-103.685
                  2.3 Other services,2018-09,-60.777
                  2.3 Other services,2018-08,-81.672
                  2.3 Other services,2018-07,-91.16
                  2.3 Other services,2018-06,-73.525
                  2.3 Other services,2018-05,-61.242
                  2.3 Other services,2018-04,-72.472
                  2.3 Other services,2018-03,-70.177
                  2.3 Other services,2018-02,-90.652
                  2.3 Other services,2018-01,-78.058
                  2.3 Other services,2017-12,-90.66
                  2.3 Other services,2017-11,-96.491
                  2.3 Other services,2017-10,-87.875
                  2.3 Other services,2017-09,-60.525
                  2.3 Other services,2017-08,-70.102
                  2.3 Other services,2017-07,-61.819
                  2.3 Other services,2017-06,-48.739
                  2.3 Other services,2017-05,-54.875
                  2.3 Other services,2017-04,-51.946
                  2.3 Other services,2017-03,-63.191
                  2.3 Other services,2017-02,-58.407
                  2.3 Other services,2017-01,-50.749
                  2.3 Other services,2016-12,-82.116
                  2.3 Other services,2016-11,-77.694
                  2.3 Other services,2016-10,-83.879
                  2.3 Other services,2016-09,-74.252
                  2.3 Other services,2016-08,-64.915
                  2.3 Other services,2016-07,-83.279
                  2.3 Other services,2016-06,-96.394
                  2.3 Other services,2016-05,-166.97
                  2.3 Other services,2016-04,-76.481
                  2.3 Other services,2016-03,-62.709
                  2.3 Other services,2016-02,-43.436
                  2.3 Other services,2016-01,-84.093
                  2.3 Other services,2015-12,-72.497
                  2.3 Other services,2015-11,-18.575
                  2.3 Other services,2015-10,-32.885
                  2.3 Other services,2015-09,-23.971
                  2.3 Other services,2015-08,-15.324
                  2.3 Other services,2015-07,-39.152
                  2.3 Other services,2015-06,-26.415
                  2.3 Other services,2015-05,-20.977
                  2.3 Other services,2015-04,-69.223
                  2.3 Other services,2015-03,-21.781
                  2.3 Other services,2015-02,-35.058
                  2.3 Other services,2015-01,-57.492
                  2.3 Other services,2014-12,-52.32
                  2.3 Other services,2014-11,-52.802
                  2.3 Other services,2014-10,-46.019
                  2.3 Other services,2014-09,-72.357
                  2.3 Other services,2014-08,-65.355
                  2.3 Other services,2014-07,-61.283
                  2.3 Other services,2014-06,-60.607
                  2.3 Other services,2014-05,-75.317
                  2.3 Other services,2014-04,-62.212
                  2.3 Other services,2014-03,-84.046
                  2.3 Other services,2014-02,-73.37
                  2.3 Other services,2014-01,-135.811
                  2.3 Other services,2013-12,-69.988
                  2.3 Other services,2013-11,-31.151
                  2.3 Other services,2013-10,-44.485
                  2.3 Other services,2013-09,-65.616
                  2.3 Other services,2013-08,-66.054
                  2.3 Other services,2013-07,-3.796
                  2.3 Other services,2013-06,-42.734
                  2.3 Other services,2013-05,-55.921
                  2.3 Other services,2013-04,-61.016
                  2.3 Other services,2013-03,-105.505
                  2.3 Other services,2013-02,-61.514
                  2.3 Other services,2013-01,-71.743
                  2.3 Other services,2012-12,-58.377
                  2.3 Other services,2012-11,-10.537
                  2.3 Other services,2012-10,-26.192
                  2.3 Other services,2012-09,-60.684
                  2.3 Other services,2012-08,-78.078
                  2.3 Other services,2012-07,-103.462
                  2.3 Other services,2012-06,-58.093
                  2.3 Other services,2012-05,-118.536
                  2.3 Other services,2012-04,-56.869
                  2.3 Other services,2012-03,-93.761
                  2.3 Other services,2012-02,-65.902
                  2.3 Other services,2012-01,-75.815
                  2.3 Other services,2011-12,-58.359
                  2.3 Other services,2011-11,-31.795
                  2.3 Other services,2011-10,-34.226
                  2.3 Other services,2011-09,-25.769
                  2.3 Other services,2011-08,-24.924
                  2.3 Other services,2011-07,-18.523
                  2.3 Other services,2011-06,-18.069
                  2.3 Other services,2011-05,-32.853
                  2.3 Other services,2011-04,-10.501
                  2.3 Other services,2011-03,-18.405
                  2.3 Other services,2011-02,-18.573
                  2.3 Other services,2011-01,-23.41
                  2.3 Other services,2010-12,-22.379
                  2.3 Other services,2010-11,-20.506
                  2.3 Other services,2010-10,-16.594
                  2.3 Other services,2010-09,-9.72
                  2.3 Other services,2010-08,-14.639
                  2.3 Other services,2010-07,-12.542
                  2.3 Other services,2010-06,-10.037
                  2.3 Other services,2010-05,-13.203
                  2.3 Other services,2010-04,-15.716
                  2.3 Other services,2010-03,-11.91
                  2.3 Other services,2010-02,-12.447
                  2.3 Other services,2010-01,-11.464
                  2.3 Other services,2009-12,-14.835
                  2.3 Other services,2009-11,-11.347
                  2.3 Other services,2009-10,-9.396
                  2.3 Other services,2009-09,-9.976
                  2.3 Other services,2009-08,-11.246
                  2.3 Other services,2009-07,-10.195
                  2.3 Other services,2009-06,-6.381
                  2.3 Other services,2009-05,-10.107
                  2.3 Other services,2009-04,-7.899
                  2.3 Other services,2009-03,-8.456
                  2.3 Other services,2009-02,-3.32
                  2.3 Other services,2009-01,-7.832
                        Credit,2026-05,58.181
                        Credit,2026-04,55.624
                        Credit,2026-03,51.182
                        Credit,2026-02,43.364
                        Credit,2026-01,40.701
                        Credit,2025-12,72.74
                        Credit,2025-11,38.2
                        Credit,2025-10,50.62
                        Credit,2025-09,51.91
                        Credit,2025-08,42.94
                        Credit,2025-07,41.56
                        Credit,2025-06,33.17
                        Credit,2025-05,33.38
                        Credit,2025-04,40.15
                        Credit,2025-03,27.85
                        Credit,2025-02,22.2
                        Credit,2025-01,25.23
                        Credit,2024-12,33.883
                        Credit,2024-11,28.895
                        Credit,2024-10,30.87
                        Credit,2024-09,31.874
                        Credit,2024-08,34.463
                        Credit,2024-07,35.687
                        Credit,2024-06,23.031
                        Credit,2024-05,35.225
                        Credit,2024-04,31.607
                        Credit,2024-03,28.257
                        Credit,2024-02,24.835
                        Credit,2024-01,23.67
                        Credit,2023-12,37.803
                        Credit,2023-11,40.691
                        Credit,2023-10,34.803
                        Credit,2023-09,37.036
                        Credit,2023-08,40.43
                        Credit,2023-07,45.352
                        Credit,2023-06,30.554
                        Credit,2023-05,30.208
                        Credit,2023-04,27.397
                        Credit,2023-03,22.084
                        Credit,2023-02,19.766
                        Credit,2023-01,16.298
                        Credit,2022-12,25.216
                        Credit,2022-11,22.641
                        Credit,2022-10,25.232
                        Credit,2022-09,36.757
                        Credit,2022-08,29.182
                        Credit,2022-07,22.282
                        Credit,2022-06,26.576
                        Credit,2022-05,19.282
                        Credit,2022-04,22.713
                        Credit,2022-03,23.265
                        Credit,2022-02,17.577
                        Credit,2022-01,17.758
                        Credit,2021-12,21.919
                        Credit,2021-11,29.702
                        Credit,2021-10,17.261
                        Credit,2021-09,19.855
                        Credit,2021-08,13.93
                        Credit,2021-07,19.515
                        Credit,2021-06,15.37
                        Credit,2021-05,14.055
                        Credit,2021-04,17.137
                        Credit,2021-03,21.725
                        Credit,2021-02,15.396
                        Credit,2021-01,19.221
                        Credit,2020-12,23.142
                        Credit,2020-11,15.058
                        Credit,2020-10,31.155
                        Credit,2020-09,22.097
                        Credit,2020-08,16.967
                        Credit,2020-07,18.879
                        Credit,2020-06,21.146
                        Credit,2020-05,19.762
                        Credit,2020-04,22.016
                        Credit,2020-03,16.092
                        Credit,2020-02,14.241
                        Credit,2020-01,21.027
                        Credit,2019-12,39.331
                        Credit,2019-11,29.257
                        Credit,2019-10,29.107
                        Credit,2019-09,25.137
                        Credit,2019-08,37.832
                        Credit,2019-07,27.505
                        Credit,2019-06,25.349
                        Credit,2019-05,18.325
                        Credit,2019-04,25.711
                        Credit,2019-03,28.583
                        Credit,2019-02,19.169
                        Credit,2019-01,24.961
                        Credit,2018-12,30.87
                        Credit,2018-11,16.087
                        Credit,2018-10,35.539
                        Credit,2018-09,31.945
                        Credit,2018-08,22.869
                        Credit,2018-07,31.143
                        Credit,2018-06,24.065
                        Credit,2018-05,22.285
                        Credit,2018-04,27.202
                        Credit,2018-03,29.961
                        Credit,2018-02,18.866
                        Credit,2018-01,21.272
                        Credit,2017-12,23.616
                        Credit,2017-11,18.49
                        Credit,2017-10,23.347
                        Credit,2017-09,21.824
                        Credit,2017-08,16.223
                        Credit,2017-07,20.644
                        Credit,2017-06,29.551
                        Credit,2017-05,18.16
                        Credit,2017-04,17.335
                        Credit,2017-03,25.707
                        Credit,2017-02,18.277
                        Credit,2017-01,17.376
                        Credit,2016-12,18.152
                        Credit,2016-11,25.013
                        Credit,2016-10,18.304
                        Credit,2016-09,17.2
                        Credit,2016-08,21.824
                        Credit,2016-07,14.593
                        Credit,2016-06,23.782
                        Credit,2016-05,19.801
                        Credit,2016-04,24.279
                        Credit,2016-03,16.712
                        Credit,2016-02,11.878
                        Credit,2016-01,17.634
                        Credit,2015-12,20.924
                        Credit,2015-11,17.99
                        Credit,2015-10,17.667
                        Credit,2015-09,8.925
                        Credit,2015-08,16.04
                        Credit,2015-07,14.994
                        Credit,2015-06,19.602
                        Credit,2015-05,22.509
                        Credit,2015-04,21.27
                        Credit,2015-03,14.121
                        Credit,2015-02,10.468
                        Credit,2015-01,21.946
                        Credit,2014-12,11.749
                        Credit,2014-11,11.179
                        Credit,2014-10,17.255
                        Credit,2014-09,19.143
                        Credit,2014-08,12.347
                        Credit,2014-07,18.595
                        Credit,2014-06,21.279
                        Credit,2014-05,16.683
                        Credit,2014-04,16.728
                        Credit,2014-03,17.642
                        Credit,2014-02,10.75
                        Credit,2014-01,16.511
                        Credit,2013-12,25.996
                        Credit,2013-11,20.941
                        Credit,2013-10,19.626
                        Credit,2013-09,19.037
                        Credit,2013-08,29.203
                        Credit,2013-07,38.92
                        Credit,2013-06,33.281
                        Credit,2013-05,17.433
                        Credit,2013-04,14.681
                        Credit,2013-03,22.122
                        Credit,2013-02,10.28
                        Credit,2013-01,12.866
                        Credit,2012-12,25.937
                        Credit,2012-11,46.482
                        Credit,2012-10,23.322
                        Credit,2012-09,34.166
                        Credit,2012-08,26.589
                        Credit,2012-07,22.546
                        Credit,2012-06,17.783
                        Credit,2012-05,13.371
                        Credit,2012-04,20.735
                        Credit,2012-03,16.012
                        Credit,2012-02,11.278
                        Credit,2012-01,12.632
                        Credit,2011-12,20.332
                        Credit,2011-11,17.174
                        Credit,2011-10,12.253
                        Credit,2011-09,16.582
                        Credit,2011-08,17.34
                        Credit,2011-07,11.952
                        Credit,2011-06,12.27
                        Credit,2011-05,8.867
                        Credit,2011-04,15.903
                        Credit,2011-03,10.64
                        Credit,2011-02,6.055
                        Credit,2011-01,5.753
                        Credit,2010-12,7.054
                        Credit,2010-11,5.194
                        Credit,2010-10,6.369
                        Credit,2010-09,8.899
                        Credit,2010-08,6.538
                        Credit,2010-07,5.621
                        Credit,2010-06,6.558
                        Credit,2010-05,5.411
                        Credit,2010-04,3.01
                        Credit,2010-03,3.975
                        Credit,2010-02,1.991
                        Credit,2010-01,3.103
                        Credit,2009-12,3.849
                        Credit,2009-11,3.678
                        Credit,2009-10,2.478
                        Credit,2009-09,4.3
                        Credit,2009-08,3.509
                        Credit,2009-07,4.087
                        Credit,2009-06,4.894
                        Credit,2009-05,5.076
                        Credit,2009-04,4.34
                        Credit,2009-03,3.658
                        Credit,2009-02,3.178
                        Credit,2009-01,1.914
                        Debit,2026-05,135.954
                        Debit,2026-04,165.413
                        Debit,2026-03,171.606
                        Debit,2026-02,231.809
                        Debit,2026-01,137.65
                        Debit,2025-12,217.44
                        Debit,2025-11,211.47
                        Debit,2025-10,215.59
                        Debit,2025-09,168.37
                        Debit,2025-08,149.32
                        Debit,2025-07,205.12
                        Debit,2025-06,163.21
                        Debit,2025-05,127.79
                        Debit,2025-04,122.94
                        Debit,2025-03,83.2
                        Debit,2025-02,110.65
                        Debit,2025-01,83.94
                        Debit,2024-12,299.828
                        Debit,2024-11,183.734
                        Debit,2024-10,202.55
                        Debit,2024-09,178.514
                        Debit,2024-08,115.774
                        Debit,2024-07,124.767
                        Debit,2024-06,99.157
                        Debit,2024-05,107.302
                        Debit,2024-04,106.053
                        Debit,2024-03,126.941
                        Debit,2024-02,113.481
                        Debit,2024-01,266.052
                        Debit,2023-12,202.897
                        Debit,2023-11,143.17
                        Debit,2023-10,186.898
                        Debit,2023-09,100.676
                        Debit,2023-08,123.416
                        Debit,2023-07,104.298
                        Debit,2023-06,116.063
                        Debit,2023-05,120.273
                        Debit,2023-04,91.458
                        Debit,2023-03,119.657
                        Debit,2023-02,98.135
                        Debit,2023-01,94.032
                        Debit,2022-12,172.524
                        Debit,2022-11,129.441
                        Debit,2022-10,119.953
                        Debit,2022-09,126.656
                        Debit,2022-08,96.41
                        Debit,2022-07,96.204
                        Debit,2022-06,70.338
                        Debit,2022-05,56.248
                        Debit,2022-04,60.779
                        Debit,2022-03,71.035
                        Debit,2022-02,51.246
                        Debit,2022-01,84.61
                        Debit,2021-12,150.089
                        Debit,2021-11,118.828
                        Debit,2021-10,96.761
                        Debit,2021-09,104.88
                        Debit,2021-08,99.066
                        Debit,2021-07,94.518
                        Debit,2021-06,69.614
                        Debit,2021-05,54.799
                        Debit,2021-04,53.43
                        Debit,2021-03,60.563
                        Debit,2021-02,42.866
                        Debit,2021-01,66.859
                        Debit,2020-12,117.077
                        Debit,2020-11,94.928
                        Debit,2020-10,94.717
                        Debit,2020-09,77.197
                        Debit,2020-08,62.703
                        Debit,2020-07,71.457
                        Debit,2020-06,75.799
                        Debit,2020-05,115.297
                        Debit,2020-04,80.125
                        Debit,2020-03,61.595
                        Debit,2020-02,49.756
                        Debit,2020-01,58.474
                        Debit,2019-12,145.766
                        Debit,2019-11,102.402
                        Debit,2019-10,131.059
                        Debit,2019-09,89.013
                        Debit,2019-08,79.365
                        Debit,2019-07,84.52
                        Debit,2019-06,98.577
                        Debit,2019-05,85.19
                        Debit,2019-04,107.468
                        Debit,2019-03,144.345
                        Debit,2019-02,134.747
                        Debit,2019-01,113.401
                        Debit,2018-12,183.619
                        Debit,2018-11,82.648
                        Debit,2018-10,139.224
                        Debit,2018-09,92.721
                        Debit,2018-08,104.541
                        Debit,2018-07,122.303
                        Debit,2018-06,97.59
                        Debit,2018-05,83.528
                        Debit,2018-04,99.674
                        Debit,2018-03,100.138
                        Debit,2018-02,109.518
                        Debit,2018-01,99.329
                        Debit,2017-12,114.276
                        Debit,2017-11,114.981
                        Debit,2017-10,111.223
                        Debit,2017-09,82.349
                        Debit,2017-08,86.325
                        Debit,2017-07,82.462
                        Debit,2017-06,78.29
                        Debit,2017-05,73.036
                        Debit,2017-04,69.281
                        Debit,2017-03,88.898
                        Debit,2017-02,76.684
                        Debit,2017-01,68.126
                        Debit,2016-12,100.268
                        Debit,2016-11,102.707
                        Debit,2016-10,102.183
                        Debit,2016-09,91.452
                        Debit,2016-08,86.739
                        Debit,2016-07,97.872
                        Debit,2016-06,120.177
                        Debit,2016-05,186.772
                        Debit,2016-04,100.76
                        Debit,2016-03,79.422
                        Debit,2016-02,55.314
                        Debit,2016-01,101.726
                        Debit,2015-12,93.421
                        Debit,2015-11,36.565
                        Debit,2015-10,50.552
                        Debit,2015-09,32.896
                        Debit,2015-08,31.364
                        Debit,2015-07,54.146
                        Debit,2015-06,46.017
                        Debit,2015-05,43.486
                        Debit,2015-04,90.493
                        Debit,2015-03,35.903
                        Debit,2015-02,45.526
                        Debit,2015-01,79.438
                        Debit,2014-12,64.069
                        Debit,2014-11,63.98
                        Debit,2014-10,63.274
                        Debit,2014-09,91.499
                        Debit,2014-08,77.702
                        Debit,2014-07,79.878
                        Debit,2014-06,81.885
                        Debit,2014-05,92.0
                        Debit,2014-04,78.941
                        Debit,2014-03,101.688
                        Debit,2014-02,84.12
                        Debit,2014-01,152.322
                        Debit,2013-12,95.984
                        Debit,2013-11,52.092
                        Debit,2013-10,64.111
                        Debit,2013-09,84.652
                        Debit,2013-08,95.257
                        Debit,2013-07,42.716
                        Debit,2013-06,76.015
                        Debit,2013-05,73.354
                        Debit,2013-04,75.697
                        Debit,2013-03,127.627
                        Debit,2013-02,71.794
                        Debit,2013-01,84.609
                        Debit,2012-12,84.314
                        Debit,2012-11,57.019
                        Debit,2012-10,49.515
                        Debit,2012-09,94.851
                        Debit,2012-08,104.667
                        Debit,2012-07,126.008
                        Debit,2012-06,75.877
                        Debit,2012-05,131.907
                        Debit,2012-04,77.604
                        Debit,2012-03,109.773
                        Debit,2012-02,77.18
                        Debit,2012-01,88.446
                        Debit,2011-12,78.691
                        Debit,2011-11,48.969
                        Debit,2011-10,46.479
                        Debit,2011-09,42.35
                        Debit,2011-08,42.264
                        Debit,2011-07,30.475
                        Debit,2011-06,30.338
                        Debit,2011-05,41.72
                        Debit,2011-04,26.403
                        Debit,2011-03,29.045
                        Debit,2011-02,24.629
                        Debit,2011-01,29.162
                        Debit,2010-12,29.433
                        Debit,2010-11,25.7
                        Debit,2010-10,22.964
                        Debit,2010-09,18.618
                        Debit,2010-08,21.177
                        Debit,2010-07,18.164
                        Debit,2010-06,16.595
                        Debit,2010-05,18.614
                        Debit,2010-04,18.725
                        Debit,2010-03,15.885
                        Debit,2010-02,14.438
                        Debit,2010-01,14.567
                        Debit,2009-12,18.684
                        Debit,2009-11,15.025
                        Debit,2009-10,11.874
                        Debit,2009-09,14.275
                        Debit,2009-08,14.755
                        Debit,2009-07,14.282
                        Debit,2009-06,11.275
                        Debit,2009-05,15.182
                        Debit,2009-04,12.239
                        Debit,2009-03,12.113
                        Debit,2009-02,6.497
                        Debit,2009-01,9.745
      3. Primary income,2026-05,-448.454
      3. Primary income,2026-04,-454.67
      3. Primary income,2026-03,-468.532
      3. Primary income,2026-02,-449.057
      3. Primary income,2026-01,-445.479
      3. Primary income,2025-12,-457.63
      3. Primary income,2025-11,-462.05
      3. Primary income,2025-10,-484.47
      3. Primary income,2025-09,-331.21
      3. Primary income,2025-08,-325.36
      3. Primary income,2025-07,-280.98
      3. Primary income,2025-06,-227.23
      3. Primary income,2025-05,-240.61
      3. Primary income,2025-04,-224.28
      3. Primary income,2025-03,-176.83
      3. Primary income,2025-02,-182.36
      3. Primary income,2025-01,-161.88
      3. Primary income,2024-12,-170.694
      3. Primary income,2024-11,-152.946
      3. Primary income,2024-10,-161.857
      3. Primary income,2024-09,-227.214
      3. Primary income,2024-08,-257.864
      3. Primary income,2024-07,-249.1
      3. Primary income,2024-06,-288.632
      3. Primary income,2024-05,-290.205
      3. Primary income,2024-04,-266.654
      3. Primary income,2024-03,-181.924
      3. Primary income,2024-02,-180.269
      3. Primary income,2024-01,-243.398
      3. Primary income,2023-12,-367.744
      3. Primary income,2023-11,-164.201
      3. Primary income,2023-10,-162.932
      3. Primary income,2023-09,-153.187
      3. Primary income,2023-08,-230.246
      3. Primary income,2023-07,-130.092
      3. Primary income,2023-06,-295.484
      3. Primary income,2023-05,-142.582
      3. Primary income,2023-04,-151.877
      3. Primary income,2023-03,-176.187
      3. Primary income,2023-02,-130.565
      3. Primary income,2023-01,-127.655
      3. Primary income,2022-12,-275.689
      3. Primary income,2022-11,-125.527
      3. Primary income,2022-10,-115.732
      3. Primary income,2022-09,-122.25
      3. Primary income,2022-08,-236.98
      3. Primary income,2022-07,-165.033
      3. Primary income,2022-06,-164.584
      3. Primary income,2022-05,-78.685
      3. Primary income,2022-04,-63.171
      3. Primary income,2022-03,-92.782
      3. Primary income,2022-02,-80.025
      3. Primary income,2022-01,-94.642
      3. Primary income,2021-12,-286.124
      3. Primary income,2021-11,-218.424
      3. Primary income,2021-10,-228.806
      3. Primary income,2021-09,-163.63
      3. Primary income,2021-08,-261.041
      3. Primary income,2021-07,-193.397
      3. Primary income,2021-06,-254.006
      3. Primary income,2021-05,-114.764
      3. Primary income,2021-04,-101.91
      3. Primary income,2021-03,-134.927
      3. Primary income,2021-02,-123.75
      3. Primary income,2021-01,-151.048
      3. Primary income,2020-12,-224.239
      3. Primary income,2020-11,-152.035
      3. Primary income,2020-10,-112.954
      3. Primary income,2020-09,-64.63
      3. Primary income,2020-08,-157.704
      3. Primary income,2020-07,-95.913
      3. Primary income,2020-06,-180.99
      3. Primary income,2020-05,-65.946
      3. Primary income,2020-04,-69.63
      3. Primary income,2020-03,-44.094
      3. Primary income,2020-02,-45.638
      3. Primary income,2020-01,-39.475
      3. Primary income,2019-12,-229.624
      3. Primary income,2019-11,-109.701
      3. Primary income,2019-10,-111.062
      3. Primary income,2019-09,-106.358
      3. Primary income,2019-08,-183.778
      3. Primary income,2019-07,-114.601
      3. Primary income,2019-06,-232.985
      3. Primary income,2019-05,-94.106
      3. Primary income,2019-04,-97.931
      3. Primary income,2019-03,-106.727
      3. Primary income,2019-02,-91.328
      3. Primary income,2019-01,-90.579
      3. Primary income,2018-12,-236.284
      3. Primary income,2018-11,-62.043
      3. Primary income,2018-10,-55.141
      3. Primary income,2018-09,-88.478
      3. Primary income,2018-08,-119.408
      3. Primary income,2018-07,-86.703
      3. Primary income,2018-06,-185.269
      3. Primary income,2018-05,-97.165
      3. Primary income,2018-04,-84.095
      3. Primary income,2018-03,-81.013
      3. Primary income,2018-02,-68.753
      3. Primary income,2018-01,-63.155
      3. Primary income,2017-12,-250.255
      3. Primary income,2017-11,-144.715
      3. Primary income,2017-10,-128.316
      3. Primary income,2017-09,-140.116
      3. Primary income,2017-08,-135.001
      3. Primary income,2017-07,-103.996
      3. Primary income,2017-06,-221.944
      3. Primary income,2017-05,-107.083
      3. Primary income,2017-04,-101.101
      3. Primary income,2017-03,-110.087
      3. Primary income,2017-02,-79.609
      3. Primary income,2017-01,-90.367
      3. Primary income,2016-12,-167.305
      3. Primary income,2016-11,-46.653
      3. Primary income,2016-10,-48.929
      3. Primary income,2016-09,-62.276
      3. Primary income,2016-08,-52.462
      3. Primary income,2016-07,-57.104
      3. Primary income,2016-06,-70.45
      3. Primary income,2016-05,-89.612
      3. Primary income,2016-04,-61.469
      3. Primary income,2016-03,-115.222
      3. Primary income,2016-02,-78.806
      3. Primary income,2016-01,-60.958
      3. Primary income,2015-12,-64.282
      3. Primary income,2015-11,-60.812
      3. Primary income,2015-10,-56.423
      3. Primary income,2015-09,-76.038
      3. Primary income,2015-08,-69.557
      3. Primary income,2015-07,-104.752
      3. Primary income,2015-06,-126.732
      3. Primary income,2015-05,-105.03
      3. Primary income,2015-04,-83.747
      3. Primary income,2015-03,-88.829
      3. Primary income,2015-02,-75.361
      3. Primary income,2015-01,-58.09
      3. Primary income,2014-12,-107.271
      3. Primary income,2014-11,-84.557
      3. Primary income,2014-10,-86.946
      3. Primary income,2014-09,-90.894
      3. Primary income,2014-08,-82.969
      3. Primary income,2014-07,-89.692
      3. Primary income,2014-06,-90.69
      3. Primary income,2014-05,-78.786
      3. Primary income,2014-04,-84.456
      3. Primary income,2014-03,-68.472
      3. Primary income,2014-02,-52.842
      3. Primary income,2014-01,-54.95
      3. Primary income,2013-12,-121.851
      3. Primary income,2013-11,-94.696
      3. Primary income,2013-10,-103.267
      3. Primary income,2013-09,-59.188
      3. Primary income,2013-08,-73.126
      3. Primary income,2013-07,-72.97
      3. Primary income,2013-06,-54.016
      3. Primary income,2013-05,-66.557
      3. Primary income,2013-04,-72.589
      3. Primary income,2013-03,-85.356
      3. Primary income,2013-02,-77.401
      3. Primary income,2013-01,-81.827
      3. Primary income,2012-12,-198.514
      3. Primary income,2012-11,-92.307
      3. Primary income,2012-10,-98.372
      3. Primary income,2012-09,-103.737
      3. Primary income,2012-08,-107.49
      3. Primary income,2012-07,-92.213
      3. Primary income,2012-06,-96.12
      3. Primary income,2012-05,-89.037
      3. Primary income,2012-04,-75.615
      3. Primary income,2012-03,-77.1
      3. Primary income,2012-02,-67.395
      3. Primary income,2012-01,-68.837
      3. Primary income,2011-12,-243.792
      3. Primary income,2011-11,-142.39
      3. Primary income,2011-10,-151.918
      3. Primary income,2011-09,-95.769
      3. Primary income,2011-08,-97.611
      3. Primary income,2011-07,-81.073
      3. Primary income,2011-06,-79.201
      3. Primary income,2011-05,-89.633
      3. Primary income,2011-04,-69.131
      3. Primary income,2011-03,-69.732
      3. Primary income,2011-02,-58.485
      3. Primary income,2011-01,-64.409
      3. Primary income,2010-12,-302.361
      3. Primary income,2010-11,-39.543
      3. Primary income,2010-10,-27.442
      3. Primary income,2010-09,-23.454
      3. Primary income,2010-08,-21.283
      3. Primary income,2010-07,-27.848
      3. Primary income,2010-06,-21.263
      3. Primary income,2010-05,-15.479
      3. Primary income,2010-04,-52.407
      3. Primary income,2010-03,-15.476
      3. Primary income,2010-02,-19.047
      3. Primary income,2010-01,-31.952
      3. Primary income,2009-12,-30.067
      3. Primary income,2009-11,-30.445
      3. Primary income,2009-10,-30.029
      3. Primary income,2009-09,-13.087
      3. Primary income,2009-08,-15.393
