Үзүүлэлт,Эдийн засгийн салбар,Он,value
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2000,44342.08
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1999,42038.87
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1998,31019.6
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1997,46217.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1996,62142.32
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1995,44804.12
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1994,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1993,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1992,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1991,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,1990,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2013,231317.0
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2012,220469.6
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2011,204881.7
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2010,195850.64
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2009,195502.63
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2008,180334.41
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2007,166500.59
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2006,166987.11
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2005,160522.68
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2004,155552.13
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2003,150756.89
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2002,144632.14
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2001,138290.67
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2000,134350.86
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1999,131717.86
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1998,130301.07
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1997,128329.86
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1996,124025.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1995,122800.99
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1994,121654.21
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1993,122299.28
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1992,123446.06
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1991,123422.17
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1990,124042.38
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2013,49546.8
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2012,47374.7
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2011,46545.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2010,41916.83
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2009,30391.83
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2008,27355.27
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2007,16835.41
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2006,19152.11
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2005,18024.47
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2004,12804.87
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2003,12659.07
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2002,10115.8
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2001,7395.47
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2000,6803.22
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1999,6395.98
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1998,6768.94
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1997,6402.38
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1996,6360.38
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1995,6167.0
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1994,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1993,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1992,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1991,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1990,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2022,
