Үзүүлэлт,Эдийн засгийн салбар,Он,value
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2013,19596.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2012,17675.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2011,18533.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2010,16640.06
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2009,17333.8
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2008,16539.29
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2007,15219.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2006,14290.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2005,13768.92
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2004,13616.68
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2003,12988.56
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2002,12785.41
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2001,12010.66
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",2000,11562.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1999,11459.51
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1998,11133.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1997,10915.45
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1996,10829.25
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1995,10932.23
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1994,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1993,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1992,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1991,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Усан хангамж; бохир ус, хог, хаягдлын менежмент болон цэвэрлэх үйл ажиллагаа",1990,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2013,188972.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2012,113504.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2011,81693.8
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2010,60225.64
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2009,51716.56
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2008,78397.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2007,90895.4
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2006,84753.35
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2005,81408.37
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2004,70096.42
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2003,74765.95
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2002,48926.4
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2001,39779.94
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,2000,35649.01
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1999,41954.88
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1998,41914.69
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1997,42948.58
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1996,44063.29
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1995,43480.15
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1994,41031.27
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1993,37439.14
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1992,43693.69
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1991,73725.48
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Барилга,1990,95008.2
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2013,781175.9
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2012,667517.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2011,535791.0
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2010,387486.22
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2009,278185.32
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2008,315490.29
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2007,274253.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2006,259916.58
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2005,227478.16
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2004,220763.23
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2003,231312.11
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2002,212196.61
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2001,167517.17
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2000,158917.72
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1999,128321.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1998,129513.42
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1997,134214.61
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1996,114454.41
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1995,115657.02
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1994,127351.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1993,128431.11
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1992,120211.48
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1991,154207.31
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",1990,189094.78
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2013,575709.7
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2012,584959.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2011,536335.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2010,491459.37
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2009,459404.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2008,425540.68
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2007,356819.62
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2006,285055.29
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2005,256726.38
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2004,208462.14
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2003,192109.08
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2002,168533.85
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2001,142412.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,2000,125470.9
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1999,104220.32
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1998,104065.19
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1997,97221.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1996,92822.27
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1995,85005.38
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1994,125500.6
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1993,132792.07
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1992,158088.21
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1991,258357.79
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Тээвэр ба агуулахын үйл ажиллагаа,1990,286674.88
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2013,53795.9
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2012,52196.5
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2011,41525.1
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2010,23306.97
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2009,24669.4
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2008,25539.76
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2007,24150.27
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2006,21051.59
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2005,19341.73
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2004,16490.73
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2003,14708.19
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2002,14800.9
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2001,14161.02
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2000,15243.84
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1999,13729.54
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1998,12803.88
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1997,12778.36
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1996,12698.63
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1995,12143.32
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1994,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1993,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1992,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1991,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1990,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2013,219048.0
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2012,202360.2
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2011,189726.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2010,180325.13
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2009,169469.66
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2008,157640.08
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2007,132439.65
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2006,106602.45
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2005,96261.09
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2004,78963.79
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2003,72783.14
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2002,64151.14
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2001,54125.75
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",2000,47486.2
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1999,39633.11
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1998,39606.27
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1997,37079.63
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1996,35427.2
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1995,32702.52
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1994,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1993,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1992,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1991,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр","Мэдээлэл, холбоо",1990,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2024,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2023,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2022,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2021,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2020,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2019,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2018,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2017,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2016,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2015,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2014,
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2013,353502.0
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2012,277035.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2011,198795.8
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2010,143563.3
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2009,143092.89
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2008,169610.86
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2007,130038.17
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2006,108856.63
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2005,112278.77
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2004,104482.88
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2003,87564.78
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2002,60867.69
"ДНБ, 2005 оны зэрэгцүүлэх үнээр",Санхүүгийн болон даатгалын үйл ажиллагаа,2001,53777.1
