Products,Region,Time,value
"Mutton, kg",Selenge,2025-07-07,15000.0
"Mutton, kg",Selenge,2025-06-30,15000.0
"Mutton, kg",Selenge,2025-06-23,16500.0
"Mutton, kg",Selenge,2025-06-16,16500.0
"Mutton, kg",Selenge,2025-06-09,14000.0
"Mutton, kg",Selenge,2025-06-02,14000.0
"Mutton, kg",Selenge,2025-05-26,14000.0
"Mutton, kg",Selenge,2025-05-19,14000.0
"Mutton, kg",Selenge,2025-05-12,14500.0
"Mutton, kg",Selenge,2025-05-05,14500.0
"Mutton, kg",Selenge,2025-04-28,15000.0
"Mutton, kg",Selenge,2025-04-21,15000.0
"Mutton, kg",Selenge,2025-04-14,15000.0
"Mutton, kg",Selenge,2025-04-07,15500.0
"Mutton, kg",Selenge,2025-03-31,15500.0
"Mutton, kg",Selenge,2025-03-24,16000.0
"Mutton, kg",Selenge,2025-03-17,16500.0
"Mutton, kg",Selenge,2025-03-10,16500.0
"Mutton, kg",Selenge,2025-02-24,17000.0
"Mutton, kg",Selenge,2025-02-17,17000.0
"Mutton, kg",Selenge,2025-02-10,16500.0
"Mutton, kg",Selenge,2025-02-03,12500.0
"Mutton, kg",Selenge,2025-01-27,12500.0
"Mutton, kg",Selenge,2025-01-20,12500.0
"Mutton, kg",Selenge,2025-01-13,12000.0
"Mutton, kg",Selenge,2025-01-06,12000.0
"Mutton, kg",Selenge,2024-12-30,12000.0
"Mutton, kg",Selenge,2024-12-23,11500.0
"Mutton, kg",Selenge,2024-12-16,11500.0
"Mutton, kg",Selenge,2024-12-09,11500.0
"Mutton, kg",Selenge,2024-12-02,11500.0
"Mutton, kg",Selenge,2024-11-25,11000.0
"Mutton, kg",Selenge,2024-11-18,11000.0
"Mutton, kg",Selenge,2024-11-12,11000.0
"Mutton, kg",Selenge,2024-11-04,11500.0
"Mutton, kg",Selenge,2024-10-28,11500.0
"Mutton, kg",Selenge,2024-10-21,12000.0
"Mutton, kg",Selenge,2024-10-14,12000.0
"Mutton, kg",Selenge,2024-10-07,11500.0
"Mutton, kg",Selenge,2024-09-30,11000.0
"Mutton, kg",Selenge,2024-09-23,11000.0
"Mutton, kg",Selenge,2024-09-16,11000.0
"Mutton, kg",Selenge,2024-09-09,11500.0
"Mutton, kg",Selenge,2024-09-02,11500.0
"Mutton, kg",Selenge,2024-08-26,11500.0
"Mutton, kg",Selenge,2024-08-19,11500.0
"Mutton, kg",Selenge,2024-08-12,11500.0
"Mutton, kg",Selenge,2024-08-05,11500.0
"Mutton, kg",Selenge,2024-07-29,11500.0
"Mutton, kg",Selenge,2024-07-22,11500.0
"Mutton, kg",Selenge,2024-07-08,14000.0
"Mutton, kg",Selenge,2024-07-01,14000.0
"Mutton, kg",Selenge,2024-06-24,14000.0
"Mutton, kg",Selenge,2024-06-17,14000.0
"Mutton, kg",Selenge,2024-06-10,14000.0
"Mutton, kg",Selenge,2024-06-03,14000.0
"Mutton, kg",Selenge,2024-05-27,14000.0
"Mutton, kg",Selenge,2024-05-20,14000.0
"Mutton, kg",Selenge,2024-05-13,14000.0
"Mutton, kg",Selenge,2024-05-06,14000.0
"Mutton, kg",Selenge,2024-04-29,14000.0
"Mutton, kg",Selenge,2024-04-22,13000.0
"Mutton, kg",Selenge,2024-04-15,11500.0
"Mutton, kg",Selenge,2024-04-08,11500.0
"Mutton, kg",Selenge,2024-04-01,11500.0
"Mutton, kg",Selenge,2024-03-25,11500.0
"Mutton, kg",Selenge,2024-03-18,11500.0
"Mutton, kg",Selenge,2024-03-11,11500.0
"Mutton, kg",Selenge,2024-03-04,11000.0
"Mutton, kg",Selenge,2024-02-26,11000.0
"Mutton, kg",Selenge,2024-02-19,11000.0
"Mutton, kg",Selenge,2024-02-05,11000.0
"Mutton, kg",Selenge,2024-01-29,10500.0
"Mutton, kg",Selenge,2024-01-22,10500.0
"Mutton, kg",Selenge,2024-01-15,10500.0
"Mutton, kg",Selenge,2024-01-08,10000.0
"Mutton, kg",Selenge,2024-01-02,10000.0
"Mutton, kg",Tuv,2026-08-31,22978.0
"Mutton, kg",Tuv,2026-08-24,21448.0
"Mutton, kg",Tuv,2026-08-17,21448.0
"Mutton, kg",Tuv,2026-8-10,22958.0
"Mutton, kg",Tuv,2026-08-03,24000.0
"Mutton, kg",Tuv,2026-07-20,24662.0
"Mutton, kg",Tuv,2026-07-20,25000.0
"Mutton, kg",Tuv,2026-07-06,24000.0
"Mutton, kg",Tuv,2026-06-29,24166.0
"Mutton, kg",Tuv,2026-06-22,24000.0
"Mutton, kg",Tuv,2026-06-15,24000.0
"Mutton, kg",Tuv,2026-06-08,24000.0
"Mutton, kg",Tuv,2026-06-02,27000.0
"Mutton, kg",Tuv,2026-05-25,27000.0
"Mutton, kg",Tuv,2026-05-18,26000.0
"Mutton, kg",Tuv,2026-05-11,26000.0
"Mutton, kg",Tuv,2026-05-04,25000.0
"Mutton, kg",Tuv,2026-04-28,25000.0
"Mutton, kg",Tuv,2026-04-20,23000.0
"Mutton, kg",Tuv,2026-04-13,23000.0
"Mutton, kg",Tuv,2026-04-07,21000.0
"Mutton, kg",Tuv,2026-03-30,21000.0
"Mutton, kg",Tuv,2026-03-23,20000.0
"Mutton, kg",Tuv,2026-03-16,19000.0
"Mutton, kg",Tuv,2026-03-09,19000.0
"Mutton, kg",Tuv,2026-03-02,18500.0
"Mutton, kg",Tuv,2026-02-23,17000.0
"Mutton, kg",Tuv,2026-02-09,17000.0
"Mutton, kg",Tuv,2026-02-02,17000.0
"Mutton, kg",Tuv,2026-01-26,16500.0
"Mutton, kg",Tuv,2026-01-19,16000.0
"Mutton, kg",Tuv,2026-01-12,16000.0
"Mutton, kg",Tuv,2026-01-05,15500.0
"Mutton, kg",Tuv,2025-12-30,15000.0
"Mutton, kg",Tuv,2025-12-22,14000.0
"Mutton, kg",Tuv,2025-12-15,14000.0
"Mutton, kg",Tuv,2025-12-08,14000.0
"Mutton, kg",Tuv,2025-12-01,14000.0
"Mutton, kg",Tuv,2025-11-24,14000.0
"Mutton, kg",Tuv,2025-11-17,14000.0
"Mutton, kg",Tuv,2025-11-10,14000.0
"Mutton, kg",Tuv,2025-11-03,14000.0
"Mutton, kg",Tuv,2025-10-27,14000.0
"Mutton, kg",Tuv,2025-10-20,14000.0
"Mutton, kg",Tuv,2025-10-13,14500.0
"Mutton, kg",Tuv,2025-10-06,14500.0
"Mutton, kg",Tuv,2025-09-29,14500.0
"Mutton, kg",Tuv,2025-09-22,14500.0
"Mutton, kg",Tuv,2025-09-15,15000.0
"Mutton, kg",Tuv,2025-09-08,15000.0
"Mutton, kg",Tuv,2025-09-01,15000.0
"Mutton, kg",Tuv,2025-08-25,15000.0
"Mutton, kg",Tuv,2025-08-18,15000.0
"Mutton, kg",Tuv,2025-08-11,15000.0
"Mutton, kg",Tuv,2025-08-04,15000.0
"Mutton, kg",Tuv,2025-07-28,15000.0
"Mutton, kg",Tuv,2025-07-21,15000.0
"Mutton, kg",Tuv,2025-07-07,14000.0
"Mutton, kg",Tuv,2025-06-30,15000.0
"Mutton, kg",Tuv,2025-06-23,15000.0
"Mutton, kg",Tuv,2025-06-16,15500.0
"Mutton, kg",Tuv,2025-06-09,15500.0
"Mutton, kg",Tuv,2025-06-02,15500.0
"Mutton, kg",Tuv,2025-05-26,15500.0
"Mutton, kg",Tuv,2025-05-19,14500.0
"Mutton, kg",Tuv,2025-05-12,14750.0
"Mutton, kg",Tuv,2025-05-05,15000.0
"Mutton, kg",Tuv,2025-04-28,14750.0
"Mutton, kg",Tuv,2025-04-21,14750.0
"Mutton, kg",Tuv,2025-04-14,14500.0
"Mutton, kg",Tuv,2025-04-07,14500.0
"Mutton, kg",Tuv,2025-03-31,14000.0
"Mutton, kg",Tuv,2025-03-24,14000.0
"Mutton, kg",Tuv,2025-03-17,14000.0
"Mutton, kg",Tuv,2025-03-10,14500.0
"Mutton, kg",Tuv,2025-02-24,14500.0
"Mutton, kg",Tuv,2025-02-17,14000.0
"Mutton, kg",Tuv,2025-02-10,14000.0
"Mutton, kg",Tuv,2025-02-03,13500.0
"Mutton, kg",Tuv,2025-01-27,13500.0
"Mutton, kg",Tuv,2025-01-20,13000.0
"Mutton, kg",Tuv,2025-01-13,13000.0
"Mutton, kg",Tuv,2025-01-06,13000.0
"Mutton, kg",Tuv,2024-12-30,12000.0
"Mutton, kg",Tuv,2024-12-23,11500.0
"Mutton, kg",Tuv,2024-12-16,11000.0
"Mutton, kg",Tuv,2024-12-09,10000.0
"Mutton, kg",Tuv,2024-12-02,10000.0
"Mutton, kg",Tuv,2024-11-25,10000.0
"Mutton, kg",Tuv,2024-11-18,10000.0
"Mutton, kg",Tuv,2024-11-12,10500.0
"Mutton, kg",Tuv,2024-11-04,10000.0
"Mutton, kg",Tuv,2024-10-28,10000.0
"Mutton, kg",Tuv,2024-10-21,10000.0
"Mutton, kg",Tuv,2024-10-14,10500.0
"Mutton, kg",Tuv,2024-10-07,11000.0
"Mutton, kg",Tuv,2024-09-30,11500.0
"Mutton, kg",Tuv,2024-09-23,12000.0
"Mutton, kg",Tuv,2024-09-16,12000.0
"Mutton, kg",Tuv,2024-09-09,12000.0
"Mutton, kg",Tuv,2024-09-02,12000.0
"Mutton, kg",Tuv,2024-08-26,12000.0
"Mutton, kg",Tuv,2024-08-19,12000.0
"Mutton, kg",Tuv,2024-08-12,12000.0
"Mutton, kg",Tuv,2024-08-05,13000.0
"Mutton, kg",Tuv,2024-07-29,13000.0
"Mutton, kg",Tuv,2024-07-22,12500.0
"Mutton, kg",Tuv,2024-07-08,13000.0
"Mutton, kg",Tuv,2024-07-01,13000.0
"Mutton, kg",Tuv,2024-06-24,13000.0
"Mutton, kg",Tuv,2024-06-17,13500.0
"Mutton, kg",Tuv,2024-06-10,13500.0
"Mutton, kg",Tuv,2024-06-03,13250.0
"Mutton, kg",Tuv,2024-05-27,13250.0
"Mutton, kg",Tuv,2024-05-20,14000.0
"Mutton, kg",Tuv,2024-05-13,13500.0
"Mutton, kg",Tuv,2024-05-06,13500.0
"Mutton, kg",Tuv,2024-04-29,13500.0
"Mutton, kg",Tuv,2024-04-22,13500.0
"Mutton, kg",Tuv,2024-04-15,13500.0
"Mutton, kg",Tuv,2024-04-08,13000.0
"Mutton, kg",Tuv,2024-04-01,13000.0
"Mutton, kg",Tuv,2024-03-25,13000.0
"Mutton, kg",Tuv,2024-03-18,13000.0
"Mutton, kg",Tuv,2024-03-11,12750.0
"Mutton, kg",Tuv,2024-03-04,12750.0
"Mutton, kg",Tuv,2024-02-26,12000.0
"Mutton, kg",Tuv,2024-02-19,12000.0
"Mutton, kg",Tuv,2024-02-05,12000.0
"Mutton, kg",Tuv,2024-01-29,9800.0
"Mutton, kg",Tuv,2024-01-22,9800.0
"Mutton, kg",Tuv,2024-01-15,9500.0
"Mutton, kg",Tuv,2024-01-08,9500.0
"Mutton, kg",Tuv,2024-01-02,9500.0
"Mutton, kg",Eastern region,2026-08-31,
"Mutton, kg",Eastern region,2026-08-24,
"Mutton, kg",Eastern region,2026-08-17,
"Mutton, kg",Eastern region,2026-8-10,
"Mutton, kg",Eastern region,2026-08-03,
"Mutton, kg",Eastern region,2026-07-20,
"Mutton, kg",Eastern region,2026-07-20,
"Mutton, kg",Eastern region,2026-07-06,
"Mutton, kg",Eastern region,2026-06-29,
"Mutton, kg",Eastern region,2026-06-22,
"Mutton, kg",Eastern region,2026-06-15,
"Mutton, kg",Eastern region,2026-06-08,
"Mutton, kg",Eastern region,2026-06-02,
"Mutton, kg",Eastern region,2026-05-25,
"Mutton, kg",Eastern region,2026-05-18,
"Mutton, kg",Eastern region,2026-05-11,
"Mutton, kg",Eastern region,2026-05-04,
"Mutton, kg",Eastern region,2026-04-28,
"Mutton, kg",Eastern region,2026-04-20,
"Mutton, kg",Eastern region,2026-04-13,
"Mutton, kg",Eastern region,2026-04-07,
"Mutton, kg",Eastern region,2026-03-30,
"Mutton, kg",Eastern region,2026-03-23,
"Mutton, kg",Eastern region,2026-03-16,
"Mutton, kg",Eastern region,2026-03-09,
"Mutton, kg",Eastern region,2026-03-02,
"Mutton, kg",Eastern region,2026-02-23,
"Mutton, kg",Eastern region,2026-02-09,
"Mutton, kg",Eastern region,2026-02-02,
"Mutton, kg",Eastern region,2026-01-26,
"Mutton, kg",Eastern region,2026-01-19,
"Mutton, kg",Eastern region,2026-01-12,
"Mutton, kg",Eastern region,2026-01-05,
"Mutton, kg",Eastern region,2025-12-30,
"Mutton, kg",Eastern region,2025-12-22,
"Mutton, kg",Eastern region,2025-12-15,
"Mutton, kg",Eastern region,2025-12-08,
"Mutton, kg",Eastern region,2025-12-01,
"Mutton, kg",Eastern region,2025-11-24,
"Mutton, kg",Eastern region,2025-11-17,
"Mutton, kg",Eastern region,2025-11-10,
"Mutton, kg",Eastern region,2025-11-03,
"Mutton, kg",Eastern region,2025-10-27,
"Mutton, kg",Eastern region,2025-10-20,
"Mutton, kg",Eastern region,2025-10-13,
"Mutton, kg",Eastern region,2025-10-06,
"Mutton, kg",Eastern region,2025-09-29,
"Mutton, kg",Eastern region,2025-09-22,
"Mutton, kg",Eastern region,2025-09-15,
"Mutton, kg",Eastern region,2025-09-08,
"Mutton, kg",Eastern region,2025-09-01,
"Mutton, kg",Eastern region,2025-08-25,
"Mutton, kg",Eastern region,2025-08-18,
"Mutton, kg",Eastern region,2025-08-11,
"Mutton, kg",Eastern region,2025-08-04,
"Mutton, kg",Eastern region,2025-07-28,
"Mutton, kg",Eastern region,2025-07-21,
"Mutton, kg",Eastern region,2025-07-07,
"Mutton, kg",Eastern region,2025-06-30,
"Mutton, kg",Eastern region,2025-06-23,
"Mutton, kg",Eastern region,2025-06-16,
"Mutton, kg",Eastern region,2025-06-09,
"Mutton, kg",Eastern region,2025-06-02,
"Mutton, kg",Eastern region,2025-05-26,
"Mutton, kg",Eastern region,2025-05-19,
"Mutton, kg",Eastern region,2025-05-12,
"Mutton, kg",Eastern region,2025-05-05,
"Mutton, kg",Eastern region,2025-04-28,
"Mutton, kg",Eastern region,2025-04-21,
"Mutton, kg",Eastern region,2025-04-14,
"Mutton, kg",Eastern region,2025-04-07,
"Mutton, kg",Eastern region,2025-03-31,
"Mutton, kg",Eastern region,2025-03-24,
"Mutton, kg",Eastern region,2025-03-17,
"Mutton, kg",Eastern region,2025-03-10,
"Mutton, kg",Eastern region,2025-02-24,
"Mutton, kg",Eastern region,2025-02-17,
"Mutton, kg",Eastern region,2025-02-10,
"Mutton, kg",Eastern region,2025-02-03,
"Mutton, kg",Eastern region,2025-01-27,
"Mutton, kg",Eastern region,2025-01-20,
"Mutton, kg",Eastern region,2025-01-13,
"Mutton, kg",Eastern region,2025-01-06,
"Mutton, kg",Eastern region,2024-12-30,
"Mutton, kg",Eastern region,2024-12-23,
"Mutton, kg",Eastern region,2024-12-16,
"Mutton, kg",Eastern region,2024-12-09,
"Mutton, kg",Eastern region,2024-12-02,
"Mutton, kg",Eastern region,2024-11-25,
"Mutton, kg",Eastern region,2024-11-18,
"Mutton, kg",Eastern region,2024-11-12,
"Mutton, kg",Eastern region,2024-11-04,
"Mutton, kg",Eastern region,2024-10-28,
"Mutton, kg",Eastern region,2024-10-21,
"Mutton, kg",Eastern region,2024-10-14,
"Mutton, kg",Eastern region,2024-10-07,
"Mutton, kg",Eastern region,2024-09-30,
"Mutton, kg",Eastern region,2024-09-23,
"Mutton, kg",Eastern region,2024-09-16,
"Mutton, kg",Eastern region,2024-09-09,
"Mutton, kg",Eastern region,2024-09-02,
"Mutton, kg",Eastern region,2024-08-26,
"Mutton, kg",Eastern region,2024-08-19,
"Mutton, kg",Eastern region,2024-08-12,
"Mutton, kg",Eastern region,2024-08-05,
"Mutton, kg",Eastern region,2024-07-29,
"Mutton, kg",Eastern region,2024-07-22,
"Mutton, kg",Eastern region,2024-07-08,
"Mutton, kg",Eastern region,2024-07-01,
"Mutton, kg",Eastern region,2024-06-24,
"Mutton, kg",Eastern region,2024-06-17,
"Mutton, kg",Eastern region,2024-06-10,
"Mutton, kg",Eastern region,2024-06-03,
"Mutton, kg",Eastern region,2024-05-27,
"Mutton, kg",Eastern region,2024-05-20,
"Mutton, kg",Eastern region,2024-05-13,
"Mutton, kg",Eastern region,2024-05-06,
"Mutton, kg",Eastern region,2024-04-29,
"Mutton, kg",Eastern region,2024-04-22,
"Mutton, kg",Eastern region,2024-04-15,
"Mutton, kg",Eastern region,2024-04-08,
"Mutton, kg",Eastern region,2024-04-01,
"Mutton, kg",Eastern region,2024-03-25,
"Mutton, kg",Eastern region,2024-03-18,
"Mutton, kg",Eastern region,2024-03-11,
"Mutton, kg",Eastern region,2024-03-04,
"Mutton, kg",Eastern region,2024-02-26,
"Mutton, kg",Eastern region,2024-02-19,
"Mutton, kg",Eastern region,2024-02-05,
"Mutton, kg",Eastern region,2024-01-29,
"Mutton, kg",Eastern region,2024-01-22,
"Mutton, kg",Eastern region,2024-01-15,
"Mutton, kg",Eastern region,2024-01-08,
"Mutton, kg",Eastern region,2024-01-02,
"Mutton, kg",Dornod,2026-08-31,23000.0
"Mutton, kg",Dornod,2026-08-24,22000.0
"Mutton, kg",Dornod,2026-08-17,22000.0
"Mutton, kg",Dornod,2026-8-10,21000.0
"Mutton, kg",Dornod,2026-08-03,22000.0
"Mutton, kg",Dornod,2026-07-20,23000.0
"Mutton, kg",Dornod,2026-07-20,24000.0
"Mutton, kg",Dornod,2026-07-06,23000.0
"Mutton, kg",Dornod,2026-06-29,24000.0
"Mutton, kg",Dornod,2026-06-22,24000.0
"Mutton, kg",Dornod,2026-06-15,24000.0
"Mutton, kg",Dornod,2026-06-08,24000.0
"Mutton, kg",Dornod,2026-06-02,24000.0
"Mutton, kg",Dornod,2026-05-25,24000.0
"Mutton, kg",Dornod,2026-05-18,23000.0
"Mutton, kg",Dornod,2026-05-11,23000.0
"Mutton, kg",Dornod,2026-05-04,23000.0
"Mutton, kg",Dornod,2026-04-28,23000.0
"Mutton, kg",Dornod,2026-04-20,21000.0
"Mutton, kg",Dornod,2026-04-13,21000.0
"Mutton, kg",Dornod,2026-04-07,20000.0
"Mutton, kg",Dornod,2026-03-30,20000.0
"Mutton, kg",Dornod,2026-03-23,20000.0
"Mutton, kg",Dornod,2026-03-16,19000.0
"Mutton, kg",Dornod,2026-03-09,18000.0
"Mutton, kg",Dornod,2026-03-02,16000.0
"Mutton, kg",Dornod,2026-02-23,16000.0
"Mutton, kg",Dornod,2026-02-09,17000.0
"Mutton, kg",Dornod,2026-02-02,17000.0
"Mutton, kg",Dornod,2026-01-26,17000.0
"Mutton, kg",Dornod,2026-01-19,17000.0
"Mutton, kg",Dornod,2026-01-12,16000.0
"Mutton, kg",Dornod,2026-01-05,16000.0
"Mutton, kg",Dornod,2025-12-30,15000.0
"Mutton, kg",Dornod,2025-12-22,15000.0
"Mutton, kg",Dornod,2025-12-15,15000.0
"Mutton, kg",Dornod,2025-12-08,15000.0
"Mutton, kg",Dornod,2025-12-01,15000.0
"Mutton, kg",Dornod,2025-11-24,15000.0
"Mutton, kg",Dornod,2025-11-17,15000.0
"Mutton, kg",Dornod,2025-11-10,15000.0
"Mutton, kg",Dornod,2025-11-03,15000.0
"Mutton, kg",Dornod,2025-10-27,15000.0
"Mutton, kg",Dornod,2025-10-20,15000.0
"Mutton, kg",Dornod,2025-10-13,15000.0
"Mutton, kg",Dornod,2025-10-06,15000.0
"Mutton, kg",Dornod,2025-09-29,15000.0
"Mutton, kg",Dornod,2025-09-22,15000.0
"Mutton, kg",Dornod,2025-09-15,15000.0
"Mutton, kg",Dornod,2025-09-08,15000.0
"Mutton, kg",Dornod,2025-09-01,15000.0
"Mutton, kg",Dornod,2025-08-25,15000.0
"Mutton, kg",Dornod,2025-08-18,15000.0
"Mutton, kg",Dornod,2025-08-11,15000.0
"Mutton, kg",Dornod,2025-08-04,15000.0
"Mutton, kg",Dornod,2025-07-28,15000.0
"Mutton, kg",Dornod,2025-07-21,15000.0
"Mutton, kg",Dornod,2025-07-07,15000.0
"Mutton, kg",Dornod,2025-06-30,15000.0
"Mutton, kg",Dornod,2025-06-23,15000.0
"Mutton, kg",Dornod,2025-06-16,15000.0
"Mutton, kg",Dornod,2025-06-09,15000.0
"Mutton, kg",Dornod,2025-06-02,16000.0
"Mutton, kg",Dornod,2025-05-26,16000.0
"Mutton, kg",Dornod,2025-05-19,16000.0
"Mutton, kg",Dornod,2025-05-12,16000.0
"Mutton, kg",Dornod,2025-05-05,16000.0
"Mutton, kg",Dornod,2025-04-28,16000.0
"Mutton, kg",Dornod,2025-04-21,16000.0
"Mutton, kg",Dornod,2025-04-14,16000.0
"Mutton, kg",Dornod,2025-04-07,15000.0
"Mutton, kg",Dornod,2025-03-31,15000.0
"Mutton, kg",Dornod,2025-03-24,15000.0
"Mutton, kg",Dornod,2025-03-17,15000.0
"Mutton, kg",Dornod,2025-03-10,15000.0
"Mutton, kg",Dornod,2025-02-24,15000.0
"Mutton, kg",Dornod,2025-02-17,15000.0
"Mutton, kg",Dornod,2025-02-10,14000.0
"Mutton, kg",Dornod,2025-02-03,14000.0
"Mutton, kg",Dornod,2025-01-27,13000.0
"Mutton, kg",Dornod,2025-01-20,13000.0
"Mutton, kg",Dornod,2025-01-13,13000.0
"Mutton, kg",Dornod,2025-01-06,13000.0
"Mutton, kg",Dornod,2024-12-30,13000.0
"Mutton, kg",Dornod,2024-12-23,12000.0
"Mutton, kg",Dornod,2024-12-16,12000.0
"Mutton, kg",Dornod,2024-12-09,11000.0
"Mutton, kg",Dornod,2024-12-02,11000.0
"Mutton, kg",Dornod,2024-11-25,11000.0
"Mutton, kg",Dornod,2024-11-18,12000.0
"Mutton, kg",Dornod,2024-11-12,12000.0
"Mutton, kg",Dornod,2024-11-04,12000.0
"Mutton, kg",Dornod,2024-10-28,12000.0
"Mutton, kg",Dornod,2024-10-21,11000.0
"Mutton, kg",Dornod,2024-10-14,11000.0
"Mutton, kg",Dornod,2024-10-07,11000.0
"Mutton, kg",Dornod,2024-09-30,12000.0
"Mutton, kg",Dornod,2024-09-23,12000.0
"Mutton, kg",Dornod,2024-09-16,12000.0
"Mutton, kg",Dornod,2024-09-09,12000.0
"Mutton, kg",Dornod,2024-09-02,12000.0
"Mutton, kg",Dornod,2024-08-26,12000.0
"Mutton, kg",Dornod,2024-08-19,12000.0
"Mutton, kg",Dornod,2024-08-12,12000.0
"Mutton, kg",Dornod,2024-08-05,12000.0
"Mutton, kg",Dornod,2024-07-29,12000.0
"Mutton, kg",Dornod,2024-07-22,12000.0
"Mutton, kg",Dornod,2024-07-08,13000.0
"Mutton, kg",Dornod,2024-07-01,13000.0
"Mutton, kg",Dornod,2024-06-24,13000.0
"Mutton, kg",Dornod,2024-06-17,13000.0
"Mutton, kg",Dornod,2024-06-10,13000.0
"Mutton, kg",Dornod,2024-06-03,13000.0
"Mutton, kg",Dornod,2024-05-27,13000.0
"Mutton, kg",Dornod,2024-05-20,13000.0
"Mutton, kg",Dornod,2024-05-13,13500.0
"Mutton, kg",Dornod,2024-05-06,13500.0
"Mutton, kg",Dornod,2024-04-29,13500.0
"Mutton, kg",Dornod,2024-04-22,12658.0
"Mutton, kg",Dornod,2024-04-15,12000.0
"Mutton, kg",Dornod,2024-04-08,12000.0
"Mutton, kg",Dornod,2024-04-01,12000.0
"Mutton, kg",Dornod,2024-03-25,12000.0
"Mutton, kg",Dornod,2024-03-18,12000.0
"Mutton, kg",Dornod,2024-03-11,12000.0
"Mutton, kg",Dornod,2024-03-04,12000.0
"Mutton, kg",Dornod,2024-02-26,12000.0
"Mutton, kg",Dornod,2024-02-19,11657.0
"Mutton, kg",Dornod,2024-02-05,11324.0
"Mutton, kg",Dornod,2024-01-29,11324.0
"Mutton, kg",Dornod,2024-01-22,12000.0
"Mutton, kg",Dornod,2024-01-15,10000.0
"Mutton, kg",Dornod,2024-01-08,10000.0
"Mutton, kg",Dornod,2024-01-02,9655.0
"Mutton, kg",Sukhbaatar,2026-08-31,22000.0
"Mutton, kg",Sukhbaatar,2026-08-24,22000.0
"Mutton, kg",Sukhbaatar,2026-08-17,21000.0
"Mutton, kg",Sukhbaatar,2026-8-10,22000.0
"Mutton, kg",Sukhbaatar,2026-08-03,22000.0
"Mutton, kg",Sukhbaatar,2026-07-20,24000.0
"Mutton, kg",Sukhbaatar,2026-07-20,24000.0
"Mutton, kg",Sukhbaatar,2026-07-06,24000.0
"Mutton, kg",Sukhbaatar,2026-06-29,24000.0
"Mutton, kg",Sukhbaatar,2026-06-22,24000.0
"Mutton, kg",Sukhbaatar,2026-06-15,24000.0
"Mutton, kg",Sukhbaatar,2026-06-08,24000.0
"Mutton, kg",Sukhbaatar,2026-06-02,24000.0
"Mutton, kg",Sukhbaatar,2026-05-25,23500.0
"Mutton, kg",Sukhbaatar,2026-05-18,23500.0
"Mutton, kg",Sukhbaatar,2026-05-11,23000.0
"Mutton, kg",Sukhbaatar,2026-05-04,22000.0
"Mutton, kg",Sukhbaatar,2026-04-28,22000.0
"Mutton, kg",Sukhbaatar,2026-04-20,22000.0
"Mutton, kg",Sukhbaatar,2026-04-13,22000.0
"Mutton, kg",Sukhbaatar,2026-04-07,18000.0
"Mutton, kg",Sukhbaatar,2026-03-30,18000.0
"Mutton, kg",Sukhbaatar,2026-03-23,18000.0
"Mutton, kg",Sukhbaatar,2026-03-16,18000.0
"Mutton, kg",Sukhbaatar,2026-03-09,18000.0
"Mutton, kg",Sukhbaatar,2026-03-02,18000.0
"Mutton, kg",Sukhbaatar,2026-02-23,18000.0
"Mutton, kg",Sukhbaatar,2026-02-09,17000.0
"Mutton, kg",Sukhbaatar,2026-02-02,17000.0
"Mutton, kg",Sukhbaatar,2026-01-26,17000.0
"Mutton, kg",Sukhbaatar,2026-01-19,17000.0
"Mutton, kg",Sukhbaatar,2026-01-12,16000.0
"Mutton, kg",Sukhbaatar,2026-01-05,16000.0
"Mutton, kg",Sukhbaatar,2025-12-30,15000.0
"Mutton, kg",Sukhbaatar,2025-12-22,15000.0
"Mutton, kg",Sukhbaatar,2025-12-15,15000.0
"Mutton, kg",Sukhbaatar,2025-12-08,14000.0
"Mutton, kg",Sukhbaatar,2025-12-01,14000.0
"Mutton, kg",Sukhbaatar,2025-11-24,14000.0
"Mutton, kg",Sukhbaatar,2025-11-17,14000.0
"Mutton, kg",Sukhbaatar,2025-11-10,14000.0
"Mutton, kg",Sukhbaatar,2025-11-03,14000.0
"Mutton, kg",Sukhbaatar,2025-10-27,14000.0
"Mutton, kg",Sukhbaatar,2025-10-20,14000.0
"Mutton, kg",Sukhbaatar,2025-10-13,14000.0
"Mutton, kg",Sukhbaatar,2025-10-06,14000.0
"Mutton, kg",Sukhbaatar,2025-09-29,14000.0
"Mutton, kg",Sukhbaatar,2025-09-22,15000.0
"Mutton, kg",Sukhbaatar,2025-09-15,15000.0
"Mutton, kg",Sukhbaatar,2025-09-08,15000.0
"Mutton, kg",Sukhbaatar,2025-09-01,15000.0
"Mutton, kg",Sukhbaatar,2025-08-25,16000.0
"Mutton, kg",Sukhbaatar,2025-08-18,16000.0
"Mutton, kg",Sukhbaatar,2025-08-11,16000.0
"Mutton, kg",Sukhbaatar,2025-08-04,16000.0
"Mutton, kg",Sukhbaatar,2025-07-28,15000.0
"Mutton, kg",Sukhbaatar,2025-07-21,15000.0
"Mutton, kg",Sukhbaatar,2025-07-07,15000.0
"Mutton, kg",Sukhbaatar,2025-06-30,15000.0
"Mutton, kg",Sukhbaatar,2025-06-23,14000.0
"Mutton, kg",Sukhbaatar,2025-06-16,15000.0
"Mutton, kg",Sukhbaatar,2025-06-09,15000.0
"Mutton, kg",Sukhbaatar,2025-06-02,15000.0
"Mutton, kg",Sukhbaatar,2025-05-26,16000.0
