Products,Region,Time,value
"Mutton, kg",Sukhbaatar,2025-05-19,16000.0
"Mutton, kg",Sukhbaatar,2025-05-12,16000.0
"Mutton, kg",Sukhbaatar,2025-05-05,16000.0
"Mutton, kg",Sukhbaatar,2025-04-28,16000.0
"Mutton, kg",Sukhbaatar,2025-04-21,16000.0
"Mutton, kg",Sukhbaatar,2025-04-14,16000.0
"Mutton, kg",Sukhbaatar,2025-04-07,16000.0
"Mutton, kg",Sukhbaatar,2025-03-31,16000.0
"Mutton, kg",Sukhbaatar,2025-03-24,16000.0
"Mutton, kg",Sukhbaatar,2025-03-17,15000.0
"Mutton, kg",Sukhbaatar,2025-03-10,15000.0
"Mutton, kg",Sukhbaatar,2025-02-24,16000.0
"Mutton, kg",Sukhbaatar,2025-02-17,16000.0
"Mutton, kg",Sukhbaatar,2025-02-10,16000.0
"Mutton, kg",Sukhbaatar,2025-02-03,15000.0
"Mutton, kg",Sukhbaatar,2025-01-27,15000.0
"Mutton, kg",Sukhbaatar,2025-01-20,15000.0
"Mutton, kg",Sukhbaatar,2025-01-13,13000.0
"Mutton, kg",Sukhbaatar,2025-01-06,13000.0
"Mutton, kg",Sukhbaatar,2024-12-30,13000.0
"Mutton, kg",Sukhbaatar,2024-12-23,13000.0
"Mutton, kg",Sukhbaatar,2024-12-16,12000.0
"Mutton, kg",Sukhbaatar,2024-12-09,12000.0
"Mutton, kg",Sukhbaatar,2024-12-02,12000.0
"Mutton, kg",Sukhbaatar,2024-11-25,12000.0
"Mutton, kg",Sukhbaatar,2024-11-18,12000.0
"Mutton, kg",Sukhbaatar,2024-11-12,12000.0
"Mutton, kg",Sukhbaatar,2024-11-04,12000.0
"Mutton, kg",Sukhbaatar,2024-10-28,12000.0
"Mutton, kg",Sukhbaatar,2024-10-21,12000.0
"Mutton, kg",Sukhbaatar,2024-10-14,12000.0
"Mutton, kg",Sukhbaatar,2024-10-07,12000.0
"Mutton, kg",Sukhbaatar,2024-09-30,11000.0
"Mutton, kg",Sukhbaatar,2024-09-23,11000.0
"Mutton, kg",Sukhbaatar,2024-09-16,11000.0
"Mutton, kg",Sukhbaatar,2024-09-09,13000.0
"Mutton, kg",Sukhbaatar,2024-09-02,12000.0
"Mutton, kg",Sukhbaatar,2024-08-26,13000.0
"Mutton, kg",Sukhbaatar,2024-08-19,13000.0
"Mutton, kg",Sukhbaatar,2024-08-12,13000.0
"Mutton, kg",Sukhbaatar,2024-08-05,13000.0
"Mutton, kg",Sukhbaatar,2024-07-29,13000.0
"Mutton, kg",Sukhbaatar,2024-07-22,14000.0
"Mutton, kg",Sukhbaatar,2024-07-08,15000.0
"Mutton, kg",Sukhbaatar,2024-07-01,15000.0
"Mutton, kg",Sukhbaatar,2024-06-24,15000.0
"Mutton, kg",Sukhbaatar,2024-06-17,16000.0
"Mutton, kg",Sukhbaatar,2024-06-10,15000.0
"Mutton, kg",Sukhbaatar,2024-06-03,16000.0
"Mutton, kg",Sukhbaatar,2024-05-27,16000.0
"Mutton, kg",Sukhbaatar,2024-05-20,16000.0
"Mutton, kg",Sukhbaatar,2024-05-13,16000.0
"Mutton, kg",Sukhbaatar,2024-05-06,16000.0
"Mutton, kg",Sukhbaatar,2024-04-29,17000.0
"Mutton, kg",Sukhbaatar,2024-04-22,15000.0
"Mutton, kg",Sukhbaatar,2024-04-15,15000.0
"Mutton, kg",Sukhbaatar,2024-04-08,13000.0
"Mutton, kg",Sukhbaatar,2024-04-01,12000.0
"Mutton, kg",Sukhbaatar,2024-03-25,12000.0
"Mutton, kg",Sukhbaatar,2024-03-18,12000.0
"Mutton, kg",Sukhbaatar,2024-03-11,12000.0
"Mutton, kg",Sukhbaatar,2024-03-04,12000.0
"Mutton, kg",Sukhbaatar,2024-02-26,12000.0
"Mutton, kg",Sukhbaatar,2024-02-19,12000.0
"Mutton, kg",Sukhbaatar,2024-02-05,12000.0
"Mutton, kg",Sukhbaatar,2024-01-29,12000.0
"Mutton, kg",Sukhbaatar,2024-01-22,12000.0
"Mutton, kg",Sukhbaatar,2024-01-15,12000.0
"Mutton, kg",Sukhbaatar,2024-01-08,12000.0
"Mutton, kg",Sukhbaatar,2024-01-02,12000.0
"Mutton, kg",Khentii,2026-08-31,23607.0
"Mutton, kg",Khentii,2026-08-24,23607.0
"Mutton, kg",Khentii,2026-08-17,23607.0
"Mutton, kg",Khentii,2026-8-10,24272.0
"Mutton, kg",Khentii,2026-08-03,23607.0
"Mutton, kg",Khentii,2026-07-20,24455.0
"Mutton, kg",Khentii,2026-07-20,24987.0
"Mutton, kg",Khentii,2026-07-06,24980.0
"Mutton, kg",Khentii,2026-06-29,24987.0
"Mutton, kg",Khentii,2026-06-22,25138.0
"Mutton, kg",Khentii,2026-06-15,24987.0
"Mutton, kg",Khentii,2026-06-08,24987.0
"Mutton, kg",Khentii,2026-06-02,24812.0
"Mutton, kg",Khentii,2026-05-25,24812.0
"Mutton, kg",Khentii,2026-05-18,25138.0
"Mutton, kg",Khentii,2026-05-11,23196.0
"Mutton, kg",Khentii,2026-05-04,22734.0
"Mutton, kg",Khentii,2026-04-28,22734.0
"Mutton, kg",Khentii,2026-04-20,21939.0
"Mutton, kg",Khentii,2026-04-13,21939.0
"Mutton, kg",Khentii,2026-04-07,21662.0
"Mutton, kg",Khentii,2026-03-30,20296.0
"Mutton, kg",Khentii,2026-03-23,20296.0
"Mutton, kg",Khentii,2026-03-16,19952.0
"Mutton, kg",Khentii,2026-03-09,17495.0
"Mutton, kg",Khentii,2026-03-02,17495.0
"Mutton, kg",Khentii,2026-02-23,17155.0
"Mutton, kg",Khentii,2026-02-09,16155.0
"Mutton, kg",Khentii,2026-02-02,16155.0
"Mutton, kg",Khentii,2026-01-26,15165.0
"Mutton, kg",Khentii,2026-01-19,15165.0
"Mutton, kg",Khentii,2026-01-12,15979.0
"Mutton, kg",Khentii,2026-01-05,15979.0
"Mutton, kg",Khentii,2025-12-30,15979.0
"Mutton, kg",Khentii,2025-12-22,15979.0
"Mutton, kg",Khentii,2025-12-15,15639.0
"Mutton, kg",Khentii,2025-12-08,14491.0
"Mutton, kg",Khentii,2025-12-01,14000.0
"Mutton, kg",Khentii,2025-11-24,14000.0
"Mutton, kg",Khentii,2025-11-17,14491.0
"Mutton, kg",Khentii,2025-11-10,14491.0
"Mutton, kg",Khentii,2025-11-03,13693.0
"Mutton, kg",Khentii,2025-10-27,13693.0
"Mutton, kg",Khentii,2025-10-20,13693.0
"Mutton, kg",Khentii,2025-10-13,14491.0
"Mutton, kg",Khentii,2025-10-06,14491.0
"Mutton, kg",Khentii,2025-09-29,15000.0
"Mutton, kg",Khentii,2025-09-22,15000.0
"Mutton, kg",Khentii,2025-09-15,15000.0
"Mutton, kg",Khentii,2025-09-08,15000.0
"Mutton, kg",Khentii,2025-09-01,15000.0
"Mutton, kg",Khentii,2025-08-25,15000.0
"Mutton, kg",Khentii,2025-08-18,15000.0
"Mutton, kg",Khentii,2025-08-11,15000.0
"Mutton, kg",Khentii,2025-08-04,15000.0
"Mutton, kg",Khentii,2025-07-28,15000.0
"Mutton, kg",Khentii,2025-07-21,15000.0
"Mutton, kg",Khentii,2025-07-07,15000.0
"Mutton, kg",Khentii,2025-06-30,15000.0
"Mutton, kg",Khentii,2025-06-23,15000.0
"Mutton, kg",Khentii,2025-06-16,15000.0
"Mutton, kg",Khentii,2025-06-09,15491.0
"Mutton, kg",Khentii,2025-06-02,15491.0
"Mutton, kg",Khentii,2025-05-26,15491.0
"Mutton, kg",Khentii,2025-05-19,15491.0
"Mutton, kg",Khentii,2025-05-12,15491.0
"Mutton, kg",Khentii,2025-05-05,15491.0
"Mutton, kg",Khentii,2025-04-28,15491.0
"Mutton, kg",Khentii,2025-04-21,15491.0
"Mutton, kg",Khentii,2025-04-14,15491.0
"Mutton, kg",Khentii,2025-04-07,13747.0
"Mutton, kg",Khentii,2025-03-31,13747.0
"Mutton, kg",Khentii,2025-03-24,14247.0
"Mutton, kg",Khentii,2025-03-17,14247.0
"Mutton, kg",Khentii,2025-03-10,14230.0
"Mutton, kg",Khentii,2025-02-24,14230.0
"Mutton, kg",Khentii,2025-02-17,14230.0
"Mutton, kg",Khentii,2025-02-10,14230.0
"Mutton, kg",Khentii,2025-02-03,14230.0
"Mutton, kg",Khentii,2025-01-27,12490.0
"Mutton, kg",Khentii,2025-01-20,12490.0
"Mutton, kg",Khentii,2025-01-13,12490.0
"Mutton, kg",Khentii,2025-01-06,12490.0
"Mutton, kg",Khentii,2024-12-30,12490.0
"Mutton, kg",Khentii,2024-12-23,12248.0
"Mutton, kg",Khentii,2024-12-16,12248.0
"Mutton, kg",Khentii,2024-12-09,12248.0
"Mutton, kg",Khentii,2024-12-02,12817.0
"Mutton, kg",Khentii,2024-11-25,12817.0
"Mutton, kg",Khentii,2024-11-18,12817.0
"Mutton, kg",Khentii,2024-11-12,12000.0
"Mutton, kg",Khentii,2024-11-04,12000.0
"Mutton, kg",Khentii,2024-10-28,12000.0
"Mutton, kg",Khentii,2024-10-21,12000.0
"Mutton, kg",Khentii,2024-10-14,12000.0
"Mutton, kg",Khentii,2024-10-07,12000.0
"Mutton, kg",Khentii,2024-09-30,12000.0
"Mutton, kg",Khentii,2024-09-23,12000.0
"Mutton, kg",Khentii,2024-09-16,11000.0
"Mutton, kg",Khentii,2024-09-09,11000.0
"Mutton, kg",Khentii,2024-09-02,11000.0
"Mutton, kg",Khentii,2024-08-26,11000.0
"Mutton, kg",Khentii,2024-08-19,12000.0
"Mutton, kg",Khentii,2024-08-12,12000.0
"Mutton, kg",Khentii,2024-08-05,12000.0
"Mutton, kg",Khentii,2024-07-29,12000.0
"Mutton, kg",Khentii,2024-07-22,12000.0
"Mutton, kg",Khentii,2024-07-08,13000.0
"Mutton, kg",Khentii,2024-07-01,15000.0
"Mutton, kg",Khentii,2024-06-24,15000.0
"Mutton, kg",Khentii,2024-06-17,15000.0
"Mutton, kg",Khentii,2024-06-10,14000.0
"Mutton, kg",Khentii,2024-06-03,14000.0
"Mutton, kg",Khentii,2024-05-27,14000.0
"Mutton, kg",Khentii,2024-05-20,14000.0
"Mutton, kg",Khentii,2024-05-13,14000.0
"Mutton, kg",Khentii,2024-05-06,14000.0
"Mutton, kg",Khentii,2024-04-29,13000.0
"Mutton, kg",Khentii,2024-04-22,13000.0
"Mutton, kg",Khentii,2024-04-15,13000.0
"Mutton, kg",Khentii,2024-04-08,13000.0
"Mutton, kg",Khentii,2024-04-01,13000.0
"Mutton, kg",Khentii,2024-03-25,13000.0
"Mutton, kg",Khentii,2024-03-18,12500.0
"Mutton, kg",Khentii,2024-03-11,12000.0
"Mutton, kg",Khentii,2024-03-04,12000.0
"Mutton, kg",Khentii,2024-02-26,12000.0
"Mutton, kg",Khentii,2024-02-19,12000.0
"Mutton, kg",Khentii,2024-02-05,12000.0
"Mutton, kg",Khentii,2024-01-29,10000.0
"Mutton, kg",Khentii,2024-01-22,10000.0
"Mutton, kg",Khentii,2024-01-15,9500.0
"Mutton, kg",Khentii,2024-01-08,9500.0
"Mutton, kg",Khentii,2024-01-02,9500.0
"Beef, kg",Western region,2026-08-31,
"Beef, kg",Western region,2026-08-24,
"Beef, kg",Western region,2026-08-17,
"Beef, kg",Western region,2026-8-10,
"Beef, kg",Western region,2026-08-03,
"Beef, kg",Western region,2026-07-20,
"Beef, kg",Western region,2026-07-20,
"Beef, kg",Western region,2026-07-06,
"Beef, kg",Western region,2026-06-29,
"Beef, kg",Western region,2026-06-22,
"Beef, kg",Western region,2026-06-15,
"Beef, kg",Western region,2026-06-08,
"Beef, kg",Western region,2026-06-02,
"Beef, kg",Western region,2026-05-25,
"Beef, kg",Western region,2026-05-18,
"Beef, kg",Western region,2026-05-11,
"Beef, kg",Western region,2026-05-04,
"Beef, kg",Western region,2026-04-28,
"Beef, kg",Western region,2026-04-20,
"Beef, kg",Western region,2026-04-13,
"Beef, kg",Western region,2026-04-07,
"Beef, kg",Western region,2026-03-30,
"Beef, kg",Western region,2026-03-23,
"Beef, kg",Western region,2026-03-16,
"Beef, kg",Western region,2026-03-09,
"Beef, kg",Western region,2026-03-02,
"Beef, kg",Western region,2026-02-23,
"Beef, kg",Western region,2026-02-09,
"Beef, kg",Western region,2026-02-02,
"Beef, kg",Western region,2026-01-26,
"Beef, kg",Western region,2026-01-19,
"Beef, kg",Western region,2026-01-12,
"Beef, kg",Western region,2026-01-05,
"Beef, kg",Western region,2025-12-30,
"Beef, kg",Western region,2025-12-22,
"Beef, kg",Western region,2025-12-15,
"Beef, kg",Western region,2025-12-08,
"Beef, kg",Western region,2025-12-01,
"Beef, kg",Western region,2025-11-24,
"Beef, kg",Western region,2025-11-17,
"Beef, kg",Western region,2025-11-10,
"Beef, kg",Western region,2025-11-03,
"Beef, kg",Western region,2025-10-27,
"Beef, kg",Western region,2025-10-20,
"Beef, kg",Western region,2025-10-13,
"Beef, kg",Western region,2025-10-06,
"Beef, kg",Western region,2025-09-29,
"Beef, kg",Western region,2025-09-22,
"Beef, kg",Western region,2025-09-15,
"Beef, kg",Western region,2025-09-08,
"Beef, kg",Western region,2025-09-01,
"Beef, kg",Western region,2025-08-25,
"Beef, kg",Western region,2025-08-18,
"Beef, kg",Western region,2025-08-11,
"Beef, kg",Western region,2025-08-04,
"Beef, kg",Western region,2025-07-28,
"Beef, kg",Western region,2025-07-21,
"Beef, kg",Western region,2025-07-07,
"Beef, kg",Western region,2025-06-30,
"Beef, kg",Western region,2025-06-23,
"Beef, kg",Western region,2025-06-16,
"Beef, kg",Western region,2025-06-09,
"Beef, kg",Western region,2025-06-02,
"Beef, kg",Western region,2025-05-26,
"Beef, kg",Western region,2025-05-19,
"Beef, kg",Western region,2025-05-12,
"Beef, kg",Western region,2025-05-05,
"Beef, kg",Western region,2025-04-28,
"Beef, kg",Western region,2025-04-21,
"Beef, kg",Western region,2025-04-14,
"Beef, kg",Western region,2025-04-07,
"Beef, kg",Western region,2025-03-31,
"Beef, kg",Western region,2025-03-24,
"Beef, kg",Western region,2025-03-17,
"Beef, kg",Western region,2025-03-10,
"Beef, kg",Western region,2025-02-24,
"Beef, kg",Western region,2025-02-17,
"Beef, kg",Western region,2025-02-10,
"Beef, kg",Western region,2025-02-03,
"Beef, kg",Western region,2025-01-27,
"Beef, kg",Western region,2025-01-20,
"Beef, kg",Western region,2025-01-13,
"Beef, kg",Western region,2025-01-06,
"Beef, kg",Western region,2024-12-30,
"Beef, kg",Western region,2024-12-23,
"Beef, kg",Western region,2024-12-16,
"Beef, kg",Western region,2024-12-09,
"Beef, kg",Western region,2024-12-02,
"Beef, kg",Western region,2024-11-25,
"Beef, kg",Western region,2024-11-18,
"Beef, kg",Western region,2024-11-12,
"Beef, kg",Western region,2024-11-04,
"Beef, kg",Western region,2024-10-28,
"Beef, kg",Western region,2024-10-21,
"Beef, kg",Western region,2024-10-14,
"Beef, kg",Western region,2024-10-07,
"Beef, kg",Western region,2024-09-30,
"Beef, kg",Western region,2024-09-23,
"Beef, kg",Western region,2024-09-16,
"Beef, kg",Western region,2024-09-09,
"Beef, kg",Western region,2024-09-02,
"Beef, kg",Western region,2024-08-26,
"Beef, kg",Western region,2024-08-19,
"Beef, kg",Western region,2024-08-12,
"Beef, kg",Western region,2024-08-05,
"Beef, kg",Western region,2024-07-29,
"Beef, kg",Western region,2024-07-22,
"Beef, kg",Western region,2024-07-08,
"Beef, kg",Western region,2024-07-01,
"Beef, kg",Western region,2024-06-24,
"Beef, kg",Western region,2024-06-17,
"Beef, kg",Western region,2024-06-10,
"Beef, kg",Western region,2024-06-03,
"Beef, kg",Western region,2024-05-27,
"Beef, kg",Western region,2024-05-20,
"Beef, kg",Western region,2024-05-13,
"Beef, kg",Western region,2024-05-06,
"Beef, kg",Western region,2024-04-29,
"Beef, kg",Western region,2024-04-22,
"Beef, kg",Western region,2024-04-15,
"Beef, kg",Western region,2024-04-08,
"Beef, kg",Western region,2024-04-01,
"Beef, kg",Western region,2024-03-25,
"Beef, kg",Western region,2024-03-18,
"Beef, kg",Western region,2024-03-11,
"Beef, kg",Western region,2024-03-04,
"Beef, kg",Western region,2024-02-26,
"Beef, kg",Western region,2024-02-19,
"Beef, kg",Western region,2024-02-05,
"Beef, kg",Western region,2024-01-29,
"Beef, kg",Western region,2024-01-22,
"Beef, kg",Western region,2024-01-15,
"Beef, kg",Western region,2024-01-08,
"Beef, kg",Western region,2024-01-02,
"Beef, kg",Bayan-Ulgii,2026-08-31,23329.0
"Beef, kg",Bayan-Ulgii,2026-08-24,23986.0
"Beef, kg",Bayan-Ulgii,2026-08-17,24662.0
"Beef, kg",Bayan-Ulgii,2026-8-10,24495.0
"Beef, kg",Bayan-Ulgii,2026-08-03,23495.0
"Beef, kg",Bayan-Ulgii,2026-07-20,25000.0
"Beef, kg",Bayan-Ulgii,2026-07-20,25000.0
"Beef, kg",Bayan-Ulgii,2026-07-06,25000.0
"Beef, kg",Bayan-Ulgii,2026-06-29,25000.0
"Beef, kg",Bayan-Ulgii,2026-06-22,25000.0
"Beef, kg",Bayan-Ulgii,2026-06-15,25000.0
"Beef, kg",Bayan-Ulgii,2026-06-08,25000.0
"Beef, kg",Bayan-Ulgii,2026-06-02,25000.0
"Beef, kg",Bayan-Ulgii,2026-05-25,23979.0
"Beef, kg",Bayan-Ulgii,2026-05-18,22494.0
"Beef, kg",Bayan-Ulgii,2026-05-11,20494.0
"Beef, kg",Bayan-Ulgii,2026-05-04,20328.0
"Beef, kg",Bayan-Ulgii,2026-04-28,20328.0
"Beef, kg",Bayan-Ulgii,2026-04-20,20000.0
"Beef, kg",Bayan-Ulgii,2026-04-13,19661.0
"Beef, kg",Bayan-Ulgii,2026-04-07,19661.0
"Beef, kg",Bayan-Ulgii,2026-03-30,19661.0
"Beef, kg",Bayan-Ulgii,2026-03-23,19661.0
"Beef, kg",Bayan-Ulgii,2026-03-16,19661.0
"Beef, kg",Bayan-Ulgii,2026-03-09,17660.0
"Beef, kg",Bayan-Ulgii,2026-03-02,17660.0
"Beef, kg",Bayan-Ulgii,2026-02-23,17327.0
"Beef, kg",Bayan-Ulgii,2026-02-09,17327.0
"Beef, kg",Bayan-Ulgii,2026-02-02,17327.0
"Beef, kg",Bayan-Ulgii,2026-01-26,17327.0
"Beef, kg",Bayan-Ulgii,2026-01-19,17327.0
"Beef, kg",Bayan-Ulgii,2026-01-12,17327.0
"Beef, kg",Bayan-Ulgii,2026-01-05,17327.0
"Beef, kg",Bayan-Ulgii,2025-12-30,16980.0
"Beef, kg",Bayan-Ulgii,2025-12-22,16980.0
"Beef, kg",Bayan-Ulgii,2025-12-15,16980.0
"Beef, kg",Bayan-Ulgii,2025-12-08,16000.0
"Beef, kg",Bayan-Ulgii,2025-12-01,16000.0
"Beef, kg",Bayan-Ulgii,2025-11-24,14165.0
"Beef, kg",Bayan-Ulgii,2025-11-17,14165.0
"Beef, kg",Bayan-Ulgii,2025-11-10,13831.0
"Beef, kg",Bayan-Ulgii,2025-11-03,13165.0
"Beef, kg",Bayan-Ulgii,2025-10-27,13167.0
"Beef, kg",Bayan-Ulgii,2025-10-20,13167.0
"Beef, kg",Bayan-Ulgii,2025-10-13,14167.0
"Beef, kg",Bayan-Ulgii,2025-10-06,14167.0
"Beef, kg",Bayan-Ulgii,2025-09-29,13167.0
"Beef, kg",Bayan-Ulgii,2025-09-22,13167.0
"Beef, kg",Bayan-Ulgii,2025-09-15,13167.0
"Beef, kg",Bayan-Ulgii,2025-09-08,13167.0
"Beef, kg",Bayan-Ulgii,2025-09-01,14000.0
"Beef, kg",Bayan-Ulgii,2025-08-25,14000.0
"Beef, kg",Bayan-Ulgii,2025-08-18,14000.0
"Beef, kg",Bayan-Ulgii,2025-08-11,14000.0
"Beef, kg",Bayan-Ulgii,2025-08-04,14000.0
"Beef, kg",Bayan-Ulgii,2025-07-28,14000.0
"Beef, kg",Bayan-Ulgii,2025-07-21,14000.0
"Beef, kg",Bayan-Ulgii,2025-07-07,14000.0
"Beef, kg",Bayan-Ulgii,2025-06-30,14000.0
"Beef, kg",Bayan-Ulgii,2025-06-23,14000.0
"Beef, kg",Bayan-Ulgii,2025-06-16,14000.0
"Beef, kg",Bayan-Ulgii,2025-06-09,14000.0
"Beef, kg",Bayan-Ulgii,2025-06-02,14000.0
"Beef, kg",Bayan-Ulgii,2025-05-26,14000.0
"Beef, kg",Bayan-Ulgii,2025-05-19,14000.0
"Beef, kg",Bayan-Ulgii,2025-05-12,13833.0
"Beef, kg",Bayan-Ulgii,2025-05-05,14000.0
"Beef, kg",Bayan-Ulgii,2025-04-28,13333.0
"Beef, kg",Bayan-Ulgii,2025-04-21,13000.0
"Beef, kg",Bayan-Ulgii,2025-04-14,12667.0
"Beef, kg",Bayan-Ulgii,2025-04-07,13000.0
"Beef, kg",Bayan-Ulgii,2025-03-31,13000.0
"Beef, kg",Bayan-Ulgii,2025-03-24,13000.0
"Beef, kg",Bayan-Ulgii,2025-03-17,13500.0
"Beef, kg",Bayan-Ulgii,2025-03-10,13500.0
"Beef, kg",Bayan-Ulgii,2025-02-24,13000.0
"Beef, kg",Bayan-Ulgii,2025-02-17,13000.0
"Beef, kg",Bayan-Ulgii,2025-02-10,13000.0
"Beef, kg",Bayan-Ulgii,2025-02-03,13000.0
"Beef, kg",Bayan-Ulgii,2025-01-27,13000.0
"Beef, kg",Bayan-Ulgii,2025-01-20,13000.0
"Beef, kg",Bayan-Ulgii,2025-01-13,12667.0
"Beef, kg",Bayan-Ulgii,2025-01-06,12667.0
"Beef, kg",Bayan-Ulgii,2024-12-30,12333.0
"Beef, kg",Bayan-Ulgii,2024-12-23,12333.0
"Beef, kg",Bayan-Ulgii,2024-12-16,11667.0
"Beef, kg",Bayan-Ulgii,2024-12-09,11667.0
"Beef, kg",Bayan-Ulgii,2024-12-02,11333.0
"Beef, kg",Bayan-Ulgii,2024-11-25,10000.0
"Beef, kg",Bayan-Ulgii,2024-11-18,10000.0
"Beef, kg",Bayan-Ulgii,2024-11-12,10000.0
"Beef, kg",Bayan-Ulgii,2024-11-04,10000.0
"Beef, kg",Bayan-Ulgii,2024-10-28,10000.0
"Beef, kg",Bayan-Ulgii,2024-10-21,10000.0
"Beef, kg",Bayan-Ulgii,2024-10-14,10000.0
"Beef, kg",Bayan-Ulgii,2024-10-07,10000.0
"Beef, kg",Bayan-Ulgii,2024-09-30,10000.0
"Beef, kg",Bayan-Ulgii,2024-09-23,10000.0
"Beef, kg",Bayan-Ulgii,2024-09-16,10000.0
"Beef, kg",Bayan-Ulgii,2024-09-09,10000.0
"Beef, kg",Bayan-Ulgii,2024-09-02,10000.0
"Beef, kg",Bayan-Ulgii,2024-08-26,10000.0
"Beef, kg",Bayan-Ulgii,2024-08-19,10333.0
"Beef, kg",Bayan-Ulgii,2024-08-12,10000.0
"Beef, kg",Bayan-Ulgii,2024-08-05,10970.0
"Beef, kg",Bayan-Ulgii,2024-07-29,11292.0
"Beef, kg",Bayan-Ulgii,2024-07-22,12000.0
"Beef, kg",Bayan-Ulgii,2024-07-08,12000.0
"Beef, kg",Bayan-Ulgii,2024-07-01,12500.0
"Beef, kg",Bayan-Ulgii,2024-06-24,12333.0
"Beef, kg",Bayan-Ulgii,2024-06-17,12500.0
"Beef, kg",Bayan-Ulgii,2024-06-10,12500.0
"Beef, kg",Bayan-Ulgii,2024-06-03,13000.0
"Beef, kg",Bayan-Ulgii,2024-05-27,13000.0
"Beef, kg",Bayan-Ulgii,2024-05-20,13000.0
"Beef, kg",Bayan-Ulgii,2024-05-13,13000.0
"Beef, kg",Bayan-Ulgii,2024-05-06,13000.0
"Beef, kg",Bayan-Ulgii,2024-04-29,13000.0
"Beef, kg",Bayan-Ulgii,2024-04-22,12500.0
"Beef, kg",Bayan-Ulgii,2024-04-15,12000.0
"Beef, kg",Bayan-Ulgii,2024-04-08,12000.0
"Beef, kg",Bayan-Ulgii,2024-04-01,11500.0
"Beef, kg",Bayan-Ulgii,2024-03-25,10500.0
"Beef, kg",Bayan-Ulgii,2024-03-18,10500.0
"Beef, kg",Bayan-Ulgii,2024-03-11,10500.0
"Beef, kg",Bayan-Ulgii,2024-03-04,10000.0
"Beef, kg",Bayan-Ulgii,2024-02-26,10500.0
"Beef, kg",Bayan-Ulgii,2024-02-19,10000.0
"Beef, kg",Bayan-Ulgii,2024-02-05,10000.0
"Beef, kg",Bayan-Ulgii,2024-01-29,10000.0
"Beef, kg",Bayan-Ulgii,2024-01-22,9667.0
"Beef, kg",Bayan-Ulgii,2024-01-15,10000.0
"Beef, kg",Bayan-Ulgii,2024-01-08,9500.0
"Beef, kg",Bayan-Ulgii,2024-01-02,9500.0
"Beef, kg",Govi-Altai,2026-08-31,25000.0
"Beef, kg",Govi-Altai,2026-08-24,24000.0
"Beef, kg",Govi-Altai,2026-08-17,24000.0
"Beef, kg",Govi-Altai,2026-8-10,25000.0
"Beef, kg",Govi-Altai,2026-08-03,25000.0
"Beef, kg",Govi-Altai,2026-07-20,25000.0
"Beef, kg",Govi-Altai,2026-07-20,25000.0
"Beef, kg",Govi-Altai,2026-07-06,25000.0
"Beef, kg",Govi-Altai,2026-06-29,25329.0
"Beef, kg",Govi-Altai,2026-06-22,25333.0
"Beef, kg",Govi-Altai,2026-06-15,25000.0
"Beef, kg",Govi-Altai,2026-06-08,25000.0
"Beef, kg",Govi-Altai,2026-06-02,25000.0
"Beef, kg",Govi-Altai,2026-05-25,25000.0
"Beef, kg",Govi-Altai,2026-05-18,25000.0
"Beef, kg",Govi-Altai,2026-05-11,25000.0
"Beef, kg",Govi-Altai,2026-05-04,25000.0
"Beef, kg",Govi-Altai,2026-04-28,25000.0
"Beef, kg",Govi-Altai,2026-04-20,24000.0
"Beef, kg",Govi-Altai,2026-04-13,21333.0
"Beef, kg",Govi-Altai,2026-04-07,21333.0
"Beef, kg",Govi-Altai,2026-03-30,21333.0
"Beef, kg",Govi-Altai,2026-03-23,21333.0
"Beef, kg",Govi-Altai,2026-03-16,21000.0
"Beef, kg",Govi-Altai,2026-03-09,18000.0
"Beef, kg",Govi-Altai,2026-03-02,18000.0
"Beef, kg",Govi-Altai,2026-02-23,18000.0
"Beef, kg",Govi-Altai,2026-02-09,18000.0
"Beef, kg",Govi-Altai,2026-02-02,18000.0
"Beef, kg",Govi-Altai,2026-01-26,18000.0
"Beef, kg",Govi-Altai,2026-01-19,18000.0
"Beef, kg",Govi-Altai,2026-01-12,18000.0
"Beef, kg",Govi-Altai,2026-01-05,18000.0
"Beef, kg",Govi-Altai,2025-12-30,18000.0
"Beef, kg",Govi-Altai,2025-12-22,18000.0
"Beef, kg",Govi-Altai,2025-12-15,18000.0
"Beef, kg",Govi-Altai,2025-12-08,18000.0
"Beef, kg",Govi-Altai,2025-12-01,18000.0
"Beef, kg",Govi-Altai,2025-11-24,18000.0
"Beef, kg",Govi-Altai,2025-11-17,17000.0
"Beef, kg",Govi-Altai,2025-11-10,17000.0
"Beef, kg",Govi-Altai,2025-11-03,17000.0
"Beef, kg",Govi-Altai,2025-10-27,18000.0
"Beef, kg",Govi-Altai,2025-10-20,18000.0
"Beef, kg",Govi-Altai,2025-10-13,18000.0
"Beef, kg",Govi-Altai,2025-10-06,18000.0
"Beef, kg",Govi-Altai,2025-09-29,18000.0
"Beef, kg",Govi-Altai,2025-09-22,18000.0
"Beef, kg",Govi-Altai,2025-09-15,18000.0
"Beef, kg",Govi-Altai,2025-09-08,18000.0
"Beef, kg",Govi-Altai,2025-09-01,18000.0
"Beef, kg",Govi-Altai,2025-08-25,18000.0
"Beef, kg",Govi-Altai,2025-08-18,18000.0
"Beef, kg",Govi-Altai,2025-08-11,18000.0
"Beef, kg",Govi-Altai,2025-08-04,18000.0
"Beef, kg",Govi-Altai,2025-07-28,18000.0
