unit_code,unit_name,Cultural_heritage_building,built_building,d902_as,data_auto_service,data_auto_shts,data_clinic_gov,data_clinic_pharmacy,data_cul_entertainment,data_cul_statue,data_edu_kindergarten,data_edu_private_kinder,data_edu_school,data_edu_university,data_gam_nuulgeh,data_gam_turtsuglarah_2023_58,data_gam_turtsuglarah_old_192sh,data_gov_org,data_pub_atm,data_pub_bank,data_pub_camp_resorts,data_pub_hotel,data_pub_restaurant,data_pub_shopping,data_pub_supermarket,data_pub_toilet,data_pz_cemetry,data_solidwaste,data_sport_complex,data_sport_halls,data_sport_org,data_street_name,data_trans_bus_route,data_trans_bus_station,ddp_boundary,ddp_build_bound,ddp_daguul_haya_hot,ddp_dahin_tolovlolt_block,ddp_heating_line,ddp_het_buschlel,ddp_hunam_nygtral_bairshil,ddp_road,ddt_aoz_tuluvlult_2030,ddt_plan_units_2030,ddt_road_2030,map_office_khoroo,map_road,plan_building,plan_dedbutets,plan_landscaping,plan_road,plannig_road,planning_area,planning_landscaping,pz_air_strip,pz_bulag_200m,pz_city_line,pz_city_substation,pz_comm_atc,pz_land_using,pz_nuur_200m,pz_solid_waste,pz_yer_drainage,special_economic_zone_border,special_economic_zone_road,special_economic_zoning,sub_center_border,technological_park_planning_road,technological_park_zoning,technological_planning_border,town_2023,zoning,built_area_m2
1708,8-р хороо,0,5788,24,0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,2,0,6,0,0,0,4,73,180,3,82,138,1,202,1,89,2309,14,161,99,0,337,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,478726
1707,7-р хороо,0,2033,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,5,2,0,1,9,0,3,1,20,18,4,26,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83363
1706,6-р хороо,0,2759,0,0,1,0,6,0,0,1,1,0,0,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,7,9,1,11,10,1,10,1,11,31,6,13,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230909
1705,5-р хороо,0,2678,0,0,0,0,2,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,12,4,0,4,8,0,10,1,23,32,3,9,5,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113052
1723,23-р хороо,0,1530,3,0,1,1,0,0,5,0,0,3,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,10,71,3,17,56,0,72,0,27,1851,6,156,86,0,177,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,621313
1720,20-р хороо,0,831,0,0,1,1,6,0,0,1,5,5,4,0,0,0,12,7,2,0,1,0,4,15,0,0,0,2,6,4,1,1,3,1,0,0,0,28,9,2,2,17,0,25,1,24,170,2,88,31,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,395049
1721,21-р хороо,2,1272,0,0,6,0,3,1,4,1,0,0,0,0,3,0,3,4,4,0,0,1,0,0,0,0,0,0,2,1,2,2,9,1,0,0,0,30,141,6,33,87,2,194,1,42,1219,20,99,66,0,227,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,397946
1717,17-р хороо,2,576,0,0,0,1,6,3,7,0,15,1,1,0,3,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,10,0,11,1,59,151,1,97,54,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,319767
1718,18-р хороо,0,227,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,9,0,15,1,82,151,3,72,29,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,268776
1841,41-р хороо,0,2215,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,0,26,67,1,4,1,88,8,0,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76041
1834,34-р хороо,0,4545,6,1,1,0,4,0,3,1,2,4,0,1,1,1,0,0,0,9,0,0,0,14,0,0,0,2,2,1,1,0,4,2,0,0,0,9,240,0,6,260,2,158,1,12,435,4,191,26,0,88,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,386270
1840,40-р хороо,0,3596,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,1,0,0,0,18,34,0,2,31,0,18,1,21,21,7,4,12,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135382
1816,16-р хороо,0,453,0,0,0,1,10,0,0,1,3,3,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,3,0,3,1,21,15,3,11,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41994
1817,17-р хороо,0,228,0,0,0,0,7,0,0,2,2,3,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,2,0,2,0,2,1,8,10,0,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34454
1829,29-р хороо,0,512,0,0,2,0,10,0,0,0,8,0,1,0,1,1,0,4,2,0,0,0,4,3,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,8,0,13,1,26,44,0,8,3,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,168311
1842,42-р хороо,0,3029,6,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,35,0,0,37,0,16,1,18,3,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135943
1804,4-р хороо,0,3004,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,1,8,1,28,54,1,8,18,0,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235064
1528,28-р хороо,0,2828,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,26,0,1,20,0,11,1,27,23,3,3,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100404
1811,11-р хороо,0,3844,0,0,1,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,20,35,0,0,17,0,14,1,30,16,1,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161918
1838,38-р хороо,0,407,0,0,1,0,4,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,12,0,11,0,7,49,1,11,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118862
1818,18-р хороо,0,336,0,0,0,1,9,0,1,6,1,2,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,8,0,8,1,23,39,1,7,6,0,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83309
1802,2-р хороо,0,2825,0,10,1,0,4,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,24,0,0,0,0,1,0,1,0,8,0,0,0,1,0,85,0,0,30,0,19,1,23,64,5,6,13,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,123958
1835,35-р хороо,0,1007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,33,60,0,13,43,0,7,1,1,9,0,3,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32111
1826,26-р хороо,0,2551,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,23,29,0,13,70,0,7,1,52,7,1,6,7,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85243
1820,20-р хороо,0,4288,0,1,23,0,7,0,1,1,2,0,2,0,0,0,0,4,1,0,1,0,1,6,0,0,0,0,1,0,1,3,14,2,0,0,1,30,161,0,13,130,1,180,1,66,531,9,36,77,1,175,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,920907
1803,3-р хороо,0,3727,0,5,0,0,3,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,25,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,38,0,26,1,23,6,1,4,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,165840
1823,23-р хороо,0,1742,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,9,1,8,18,0,3,4,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79888
1801,1-р хороо,0,2775,4,3,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,2,0,0,0,0,0,2,9,0,0,0,0,28,162,0,16,78,0,19,1,5,26,15,4,11,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117820
1822,22-р хороо,0,2744,0,0,0,0,3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,24,0,0,0,0,0,0,1,0,12,0,0,0,0,0,88,0,0,76,0,24,1,10,38,1,9,8,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161721
1833,33-р хороо,0,1525,13,0,0,0,2,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,1,0,0,0,0,0,0,0,244,1,52,1,14,72,2,7,14,0,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99619
1827,27-р хороо,0,479,0,0,2,0,7,0,1,1,3,0,0,0,1,0,4,3,0,0,1,0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,7,1,15,47,0,7,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57258
1805,5-р хороо,0,3464,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,9,1,0,0,4,0,14,0,1,15,0,12,1,22,101,1,4,10,0,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135979
1809,9-р хороо,0,4098,0,0,1,0,5,0,0,4,4,3,0,0,0,0,1,1,2,0,0,0,1,26,0,0,0,0,1,0,0,0,9,1,0,0,1,17,47,0,1,25,1,27,1,24,35,4,10,5,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168049
1836,36-р хороо,0,2208,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,25,29,0,12,44,1,33,1,30,21,0,4,15,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76127
1831,31-р хороо,0,1464,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,28,0,15,1,6,9,3,7,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64934
1808,8-р хороо,0,4197,0,0,1,0,6,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,4,0,0,0,0,39,44,0,4,16,0,20,1,4,105,4,5,3,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158640
1843,43-р хороо,0,927,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,14,1,8,6,0,2,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38165
1837,37-р хороо,0,142,0,0,1,0,7,0,0,1,4,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,8,1,8,18,2,1,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43577
1819,19-р хороо,0,478,0,0,0,1,9,0,0,3,2,5,0,0,2,0,1,4,2,0,0,0,1,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,1,1,29,40,0,12,9,0,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,74740
1624,24-р хороо,0,510,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,6,1,0,4,0,6,1,10,111,2,19,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,212940
1812,12-р хороо,0,328,0,0,0,0,11,1,0,3,0,1,0,0,1,2,0,4,3,0,2,0,1,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,5,0,0,1,18,13,1,11,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42504
1813,13-р хороо,0,292,0,0,0,1,11,0,0,2,0,1,0,0,4,3,2,1,1,0,2,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,17,8,0,7,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36628
1814,14-р хороо,0,178,0,0,0,0,5,0,1,4,2,2,0,0,2,3,0,3,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,0,1,10,7,0,7,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30972
1815,15-р хороо,0,331,0,0,0,0,6,2,1,3,3,1,0,0,4,3,1,6,2,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,1,33,9,0,13,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43013
1839,39-р хороо,0,1387,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,5,1,0,4,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55833
1830,30-р хороо,0,1139,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33,0,18,1,9,7,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54568
1807,7-р хороо,0,3406,0,0,2,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,5,0,0,0,1,3,41,0,1,21,0,18,1,12,34,0,3,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,199224
1806,6-р хороо,0,2781,0,2,2,0,7,0,0,2,1,2,0,0,1,0,2,0,1,0,1,0,1,19,0,0,0,0,0,0,0,1,3,0,0,0,1,0,19,0,1,13,0,18,1,13,81,3,9,8,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,191734
1824,24-р хороо,0,3065,5,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,40,47,0,15,34,0,9,1,40,57,3,14,14,0,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144382
1821,21-р хороо,0,1483,121,0,1,1,4,0,6,3,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,2,1,10,498,3,20,59,0,128,0,0,1,2,0,0,2,0,0,0,1,1,475,0,0,0,0,0,0,251749
1810,10-р хороо,0,4567,2,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35,0,1,43,0,22,1,11,17,5,6,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170273
1825,25-р хороо,0,4066,2,1,0,0,3,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,7,50,0,0,26,0,6,1,15,16,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156585
1712,12-р хороо,0,102,0,1,3,0,1,0,0,3,0,1,0,0,2,4,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,6,1,0,0,0,20,0,0,0,60,0,70,1,2,31,9,16,13,0,26,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,45783
1601,1-р хороо,0,329,0,0,0,0,11,0,2,0,3,0,0,0,1,2,2,4,6,0,4,0,1,6,0,0,0,0,0,0,2,2,2,0,0,0,0,34,7,3,0,6,0,10,1,20,24,4,15,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61919
1627,27-р хороо,0,384,0,0,3,1,5,0,0,2,0,2,1,0,2,1,9,1,2,0,5,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,24,5,1,3,3,0,4,1,29,39,10,12,5,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71592
1625,25-р хороо,0,1225,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,18,15,2,2,8,1,12,0,28,28,3,7,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211474
1202,2-р хороо,0,26,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,3166
1204,4-р хороо,0,18,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,7,2,8,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842
1203,3-р хороо,0,177,0,0,0,0,2,0,0,3,0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31,265,8,21,17,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,5,0,0,108177
1205,5-р хороо,0,130,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,70,25,1,6,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,35495
1201,1-р хороо,0,243,0,0,1,1,2,0,1,3,0,2,0,1,1,3,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,23,108,5,30,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83667
1106,6-р хороо,0,237,107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,1,2,1712,3,36,23,0,212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71580
1108,8-р хороо,0,115,0,0,0,1,1,0,1,2,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,9,43,0,1,0,0,0,0,13,36,5,9,10,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,43109
1107,7-р хороо,0,81,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,101,0,0,0,0,0,1,13,109,7,12,18,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,59580
1102,2-р хороо,0,142,0,0,1,1,4,0,2,2,0,1,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,2,0,0,0,0,7,29,0,0,0,0,0,1,55,28,2,10,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56948
1101,1-р хороо,0,354,10,0,1,0,3,0,1,1,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,10,52,0,57,0,0,0,1,16,364,1,16,19,1,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,89002
1105,5-р хороо,0,238,14,0,1,0,0,0,0,2,1,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,121,0,2,0,0,0,1,3,53,2,6,4,0,34,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40491
1104,4-р хороо,0,36,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,0,4,0,0,0,1,6,24,0,2,5,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74,10627
1103,3-р хороо,0,94,8,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,22,0,47,0,0,0,1,5,195,8,6,12,1,63,0,0,2,2,1,0,0,0,0,0,0,0,0,1,2,81,2,0,5,50801
1901,1-р хороо,0,78,0,0,0,1,0,0,2,1,0,1,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,13,160,0,16,0,0,0,1,23,78,5,32,6,0,562,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,1,0,0,29720
1902,2-р хороо,0,84,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,89,0,4,0,0,0,1,17,62,2,23,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20962
1725,25-р хороо,0,248,0,4,1,0,4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,171,28,2,33,16,0,23,1,10,221,3,64,18,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,97805
1704,4-р хороо,0,2548,0,0,2,0,2,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,3,0,0,0,2,8,7,1,7,26,0,11,1,10,66,3,8,13,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286038
1724,24-р хороо,0,452,1,0,0,0,10,1,0,0,5,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,3,3,10,0,13,0,27,345,9,12,23,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,258864
1722,22-р хороо,0,1081,2,0,0,0,3,0,9,1,5,2,4,0,1,0,0,2,1,2,0,1,2,1,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,16,1,6,1,51,517,4,25,17,0,85,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,241731
1716,16-р хороо,0,3675,0,0,0,0,1,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,16,0,8,22,1,38,0,6,59,0,8,28,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141783
1629,29-р хороо,0,2151,0,0,3,0,6,0,0,0,3,1,0,0,0,0,2,3,1,0,7,0,2,5,0,0,0,0,0,0,1,1,4,0,1,0,0,54,82,1,0,29,0,53,0,51,141,1,44,34,0,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,497209
1628,28-р хороо,0,322,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,4,1,1,3,0,1,1,10,10,1,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36768
1630,30-р хороо,0,391,0,0,1,0,3,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,5,0,6,0,11,19,3,5,5,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55419
1631,31-р хороо,0,227,0,0,1,1,17,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,2,0,3,0,2,0,23,35,1,5,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,39095
1632,32-р хороо,0,184,0,0,0,0,2,0,0,2,4,2,0,0,1,0,1,3,1,0,1,0,0,10,0,0,0,1,2,0,0,0,1,0,0,0,0,6,2,2,0,0,0,1,0,23,15,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37789
1633,33-р хороо,0,271,0,1,0,0,4,0,0,2,1,6,5,0,0,0,1,2,1,0,4,3,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,3,2,0,10,0,2,0,20,13,0,4,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55043
1634,34-р хороо,0,97,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,3,0,2,0,0,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,9,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24016
1339,39-р хороо,0,383,0,0,3,0,8,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,1,14,0,0,0,0,1,0,1,0,1,0,0,0,0,1,12,0,1,11,0,9,0,23,89,0,4,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,89034
1603,3-р хороо,0,536,0,0,1,0,9,0,0,0,2,3,1,0,1,1,1,0,1,0,10,2,1,18,0,0,0,0,3,0,2,2,3,0,0,0,0,38,3,3,0,9,0,8,1,49,28,2,8,12,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91501
