Region,Year,value
            Govi-Altai,2000,132.0
            Govi-Altai,1999,119.0
            Govi-Altai,1998,116.0
            Govi-Altai,1997,116.0
            Govi-Altai,1996,115.0
            Govi-Altai,1995,114.0
            Govi-Altai,1994,110.0
            Govi-Altai,1993,108.0
            Govi-Altai,1992,118.0
            Govi-Altai,1991,127.0
            Govi-Altai,1990,126.0
            Govi-Altai,1989,122.0
            Zavkhan,2025,207.0
            Zavkhan,2024,192.0
            Zavkhan,2023,197.0
            Zavkhan,2022,180.0
            Zavkhan,2021,186.0
            Zavkhan,2020,184.0
            Zavkhan,2019,182.0
            Zavkhan,2018,178.0
            Zavkhan,2017,181.0
            Zavkhan,2016,182.0
            Zavkhan,2015,161.0
            Zavkhan,2014,153.0
            Zavkhan,2013,150.0
            Zavkhan,2012,143.0
            Zavkhan,2011,128.0
            Zavkhan,2010,120.0
            Zavkhan,2009,118.0
            Zavkhan,2008,126.0
            Zavkhan,2007,113.0
            Zavkhan,2006,105.0
            Zavkhan,2005,103.0
            Zavkhan,2004,109.0
            Zavkhan,2003,120.0
            Zavkhan,2002,122.0
            Zavkhan,2001,124.0
            Zavkhan,2000,115.0
            Zavkhan,1999,131.0
            Zavkhan,1998,132.0
            Zavkhan,1997,145.0
            Zavkhan,1996,146.0
            Zavkhan,1995,139.0
            Zavkhan,1994,142.0
            Zavkhan,1993,145.0
            Zavkhan,1992,157.0
            Zavkhan,1991,153.0
            Zavkhan,1990,153.0
            Zavkhan,1989,149.0
            Uvs,2025,250.0
            Uvs,2024,238.0
            Uvs,2023,237.0
            Uvs,2022,221.0
            Uvs,2021,210.0
            Uvs,2020,197.0
            Uvs,2019,197.0
            Uvs,2018,181.0
            Uvs,2017,169.0
            Uvs,2016,170.0
            Uvs,2015,169.0
            Uvs,2014,143.0
            Uvs,2013,138.0
            Uvs,2012,136.0
            Uvs,2011,120.0
            Uvs,2010,122.0
            Uvs,2009,116.0
            Uvs,2008,138.0
            Uvs,2007,137.0
            Uvs,2006,127.0
            Uvs,2005,129.0
            Uvs,2004,121.0
            Uvs,2003,118.0
            Uvs,2002,116.0
            Uvs,2001,136.0
            Uvs,2000,145.0
            Uvs,1999,140.0
            Uvs,1998,133.0
            Uvs,1997,152.0
            Uvs,1996,150.0
            Uvs,1995,147.0
            Uvs,1994,131.0
            Uvs,1993,158.0
            Uvs,1992,144.0
            Uvs,1991,139.0
            Uvs,1990,133.0
            Uvs,1989,131.0
            Khovd,2025,360.0
            Khovd,2024,339.0
            Khovd,2023,322.0
            Khovd,2022,304.0
            Khovd,2021,274.0
            Khovd,2020,285.0
            Khovd,2019,263.0
            Khovd,2018,239.0
            Khovd,2017,231.0
            Khovd,2016,208.0
            Khovd,2015,194.0
            Khovd,2014,178.0
            Khovd,2013,167.0
            Khovd,2012,169.0
            Khovd,2011,149.0
            Khovd,2010,148.0
            Khovd,2009,123.0
            Khovd,2008,124.0
            Khovd,2007,128.0
            Khovd,2006,128.0
            Khovd,2005,121.0
            Khovd,2004,121.0
            Khovd,2003,137.0
            Khovd,2002,135.0
            Khovd,2001,135.0
            Khovd,2000,127.0
            Khovd,1999,132.0
            Khovd,1998,130.0
            Khovd,1997,120.0
            Khovd,1996,125.0
            Khovd,1995,123.0
            Khovd,1994,135.0
            Khovd,1993,130.0
            Khovd,1992,122.0
            Khovd,1991,123.0
            Khovd,1990,122.0
            Khovd,1989,114.0
    Khangai region,2025,1777.0
    Khangai region,2024,1737.0
    Khangai region,2023,1643.0
    Khangai region,2022,1572.0
    Khangai region,2021,1506.0
    Khangai region,2020,1470.0
    Khangai region,2019,1483.0
    Khangai region,2018,1367.0
    Khangai region,2017,1313.0
    Khangai region,2016,1297.0
    Khangai region,2015,1183.0
    Khangai region,2014,1125.0
    Khangai region,2013,1083.0
    Khangai region,2012,1038.0
    Khangai region,2011,973.0
    Khangai region,2010,935.0
    Khangai region,2009,880.0
    Khangai region,2008,990.0
    Khangai region,2007,949.0
    Khangai region,2006,908.0
    Khangai region,2005,901.0
    Khangai region,2004,892.0
    Khangai region,2003,930.0
    Khangai region,2002,941.0
    Khangai region,2001,935.0
    Khangai region,2000,919.0
    Khangai region,1999,920.0
    Khangai region,1998,904.0
    Khangai region,1997,911.0
    Khangai region,1996,935.0
    Khangai region,1995,886.0
    Khangai region,1994,866.0
    Khangai region,1993,825.0
    Khangai region,1992,854.0
    Khangai region,1991,858.0
    Khangai region,1990,848.0
    Khangai region,1989,806.0
            Arkhangai,2025,242.0
            Arkhangai,2024,232.0
            Arkhangai,2023,215.0
            Arkhangai,2022,207.0
            Arkhangai,2021,203.0
            Arkhangai,2020,208.0
            Arkhangai,2019,205.0
            Arkhangai,2018,185.0
            Arkhangai,2017,172.0
            Arkhangai,2016,184.0
            Arkhangai,2015,167.0
            Arkhangai,2014,160.0
            Arkhangai,2013,151.0
            Arkhangai,2012,147.0
            Arkhangai,2011,143.0
            Arkhangai,2010,136.0
            Arkhangai,2009,125.0
            Arkhangai,2008,146.0
            Arkhangai,2007,132.0
            Arkhangai,2006,130.0
            Arkhangai,2005,121.0
            Arkhangai,2004,125.0
            Arkhangai,2003,133.0
            Arkhangai,2002,134.0
            Arkhangai,2001,145.0
            Arkhangai,2000,140.0
            Arkhangai,1999,145.0
            Arkhangai,1998,139.0
            Arkhangai,1997,140.0
            Arkhangai,1996,155.0
            Arkhangai,1995,144.0
            Arkhangai,1994,139.0
            Arkhangai,1993,145.0
            Arkhangai,1992,149.0
            Arkhangai,1991,155.0
            Arkhangai,1990,152.0
            Arkhangai,1989,149.0
            Bayankhongor,2025,252.0
            Bayankhongor,2024,233.0
            Bayankhongor,2023,227.0
            Bayankhongor,2022,211.0
            Bayankhongor,2021,194.0
            Bayankhongor,2020,203.0
            Bayankhongor,2019,213.0
            Bayankhongor,2018,202.0
            Bayankhongor,2017,187.0
            Bayankhongor,2016,174.0
            Bayankhongor,2015,159.0
            Bayankhongor,2014,165.0
            Bayankhongor,2013,146.0
            Bayankhongor,2012,134.0
            Bayankhongor,2011,125.0
            Bayankhongor,2010,111.0
            Bayankhongor,2009,104.0
            Bayankhongor,2008,123.0
            Bayankhongor,2007,110.0
            Bayankhongor,2006,101.0
            Bayankhongor,2005,107.0
            Bayankhongor,2004,117.0
            Bayankhongor,2003,123.0
            Bayankhongor,2002,117.0
            Bayankhongor,2001,117.0
            Bayankhongor,2000,122.0
            Bayankhongor,1999,121.0
            Bayankhongor,1998,115.0
            Bayankhongor,1997,111.0
            Bayankhongor,1996,120.0
            Bayankhongor,1995,114.0
            Bayankhongor,1994,105.0
            Bayankhongor,1993,108.0
            Bayankhongor,1992,104.0
            Bayankhongor,1991,110.0
            Bayankhongor,1990,112.0
            Bayankhongor,1989,110.0
            Bulgan,2025,130.0
            Bulgan,2024,124.0
            Bulgan,2023,128.0
            Bulgan,2022,114.0
            Bulgan,2021,137.0
            Bulgan,2020,147.0
            Bulgan,2019,133.0
            Bulgan,2018,111.0
            Bulgan,2017,122.0
            Bulgan,2016,120.0
            Bulgan,2015,111.0
            Bulgan,2014,106.0
            Bulgan,2013,101.0
            Bulgan,2012,108.0
            Bulgan,2011,101.0
            Bulgan,2010,91.0
            Bulgan,2009,94.0
            Bulgan,2008,110.0
            Bulgan,2007,102.0
            Bulgan,2006,106.0
            Bulgan,2005,103.0
            Bulgan,2004,98.0
            Bulgan,2003,100.0
            Bulgan,2002,107.0
            Bulgan,2001,97.0
            Bulgan,2000,101.0
            Bulgan,1999,99.0
            Bulgan,1998,103.0
            Bulgan,1997,100.0
            Bulgan,1996,104.0
            Bulgan,1995,103.0
            Bulgan,1994,98.0
            Bulgan,1993,92.0
            Bulgan,1992,99.0
            Bulgan,1991,110.0
            Bulgan,1990,111.0
            Bulgan,1989,109.0
            Orkhon,2025,479.0
            Orkhon,2024,474.0
            Orkhon,2023,452.0
            Orkhon,2022,440.0
            Orkhon,2021,390.0
            Orkhon,2020,354.0
            Orkhon,2019,373.0
            Orkhon,2018,344.0
            Orkhon,2017,325.0
            Orkhon,2016,325.0
            Orkhon,2015,267.0
            Orkhon,2014,259.0
            Orkhon,2013,268.0
            Orkhon,2012,257.0
            Orkhon,2011,252.0
            Orkhon,2010,246.0
            Orkhon,2009,224.0
            Orkhon,2008,252.0
            Orkhon,2007,251.0
            Orkhon,2006,237.0
            Orkhon,2005,232.0
            Orkhon,2004,227.0
            Orkhon,2003,241.0
            Orkhon,2002,245.0
            Orkhon,2001,243.0
            Orkhon,2000,232.0
            Orkhon,1999,225.0
            Orkhon,1998,222.0
            Orkhon,1997,220.0
            Orkhon,1996,206.0
            Orkhon,1995,178.0
            Orkhon,1994,159.0
            Orkhon,1993,151.0
            Orkhon,1992,151.0
            Orkhon,1991,151.0
            Orkhon,1990,147.0
            Orkhon,1989,135.0
            Uvurkhangai,2025,341.0
            Uvurkhangai,2024,361.0
            Uvurkhangai,2023,335.0
            Uvurkhangai,2022,305.0
            Uvurkhangai,2021,293.0
            Uvurkhangai,2020,296.0
            Uvurkhangai,2019,285.0
            Uvurkhangai,2018,265.0
            Uvurkhangai,2017,258.0
            Uvurkhangai,2016,255.0
            Uvurkhangai,2015,248.0
            Uvurkhangai,2014,218.0
            Uvurkhangai,2013,213.0
            Uvurkhangai,2012,194.0
            Uvurkhangai,2011,180.0
            Uvurkhangai,2010,176.0
            Uvurkhangai,2009,173.0
            Uvurkhangai,2008,186.0
            Uvurkhangai,2007,182.0
            Uvurkhangai,2006,173.0
            Uvurkhangai,2005,171.0
            Uvurkhangai,2004,161.0
            Uvurkhangai,2003,166.0
            Uvurkhangai,2002,167.0
            Uvurkhangai,2001,162.0
            Uvurkhangai,2000,161.0
            Uvurkhangai,1999,164.0
            Uvurkhangai,1998,161.0
            Uvurkhangai,1997,182.0
            Uvurkhangai,1996,173.0
            Uvurkhangai,1995,170.0
            Uvurkhangai,1994,165.0
            Uvurkhangai,1993,169.0
            Uvurkhangai,1992,178.0
            Uvurkhangai,1991,168.0
            Uvurkhangai,1990,163.0
            Uvurkhangai,1989,152.0
            Khuvsgul,2025,333.0
            Khuvsgul,2024,313.0
            Khuvsgul,2023,286.0
            Khuvsgul,2022,295.0
            Khuvsgul,2021,289.0
            Khuvsgul,2020,262.0
            Khuvsgul,2019,274.0
            Khuvsgul,2018,260.0
            Khuvsgul,2017,249.0
            Khuvsgul,2016,239.0
            Khuvsgul,2015,231.0
            Khuvsgul,2014,217.0
            Khuvsgul,2013,204.0
            Khuvsgul,2012,198.0
            Khuvsgul,2011,172.0
            Khuvsgul,2010,175.0
            Khuvsgul,2009,160.0
            Khuvsgul,2008,173.0
            Khuvsgul,2007,172.0
            Khuvsgul,2006,161.0
            Khuvsgul,2005,167.0
            Khuvsgul,2004,164.0
            Khuvsgul,2003,167.0
            Khuvsgul,2002,171.0
            Khuvsgul,2001,171.0
            Khuvsgul,2000,163.0
            Khuvsgul,1999,166.0
            Khuvsgul,1998,164.0
            Khuvsgul,1997,158.0
            Khuvsgul,1996,177.0
            Khuvsgul,1995,177.0
            Khuvsgul,1994,200.0
            Khuvsgul,1993,160.0
            Khuvsgul,1992,173.0
            Khuvsgul,1991,164.0
            Khuvsgul,1990,163.0
            Khuvsgul,1989,151.0
    Central region,2025,1728.0
    Central region,2024,1694.0
    Central region,2023,1600.0
    Central region,2022,1522.0
    Central region,2021,1512.0
    Central region,2020,1505.0
    Central region,2019,1438.0
    Central region,2018,1378.0
    Central region,2017,1347.0
    Central region,2016,1303.0
    Central region,2015,1220.0
    Central region,2014,1149.0
    Central region,2013,1126.0
    Central region,2012,1032.0
    Central region,2011,989.0
    Central region,2010,958.0
    Central region,2009,943.0
    Central region,2008,997.0
    Central region,2007,906.0
    Central region,2006,887.0
    Central region,2005,878.0
    Central region,2004,842.0
    Central region,2003,888.0
    Central region,2002,915.0
    Central region,2001,925.0
    Central region,2000,893.0
    Central region,1999,857.0
    Central region,1998,848.0
    Central region,1997,829.0
    Central region,1996,837.0
    Central region,1995,788.0
    Central region,1994,758.0
    Central region,1993,656.0
    Central region,1992,788.0
    Central region,1991,819.0
    Central region,1990,863.0
    Central region,1989,834.0
            Govisumber,2025,75.0
            Govisumber,2024,70.0
            Govisumber,2023,71.0
            Govisumber,2022,68.0
            Govisumber,2021,72.0
            Govisumber,2020,57.0
            Govisumber,2019,66.0
            Govisumber,2018,63.0
            Govisumber,2017,57.0
            Govisumber,2016,52.0
            Govisumber,2015,56.0
            Govisumber,2014,58.0
            Govisumber,2013,56.0
            Govisumber,2012,48.0
            Govisumber,2011,45.0
            Govisumber,2010,39.0
            Govisumber,2009,41.0
            Govisumber,2008,43.0
            Govisumber,2007,42.0
            Govisumber,2006,39.0
            Govisumber,2005,33.0
            Govisumber,2004,35.0
            Govisumber,2003,34.0
            Govisumber,2002,31.0
            Govisumber,2001,35.0
            Govisumber,2000,37.0
            Govisumber,1999,36.0
            Govisumber,1998,34.0
            Govisumber,1997,33.0
            Govisumber,1996,29.0
            Govisumber,1995,24.0
            Govisumber,1994,15.0
            Govisumber,1993,12.0
            Govisumber,1992,10.0
            Govisumber,1991,
            Govisumber,1990,
            Govisumber,1989,
            Darkhan-Uul,2025,386.0
            Darkhan-Uul,2024,374.0
            Darkhan-Uul,2023,352.0
            Darkhan-Uul,2022,326.0
            Darkhan-Uul,2021,308.0
            Darkhan-Uul,2020,306.0
            Darkhan-Uul,2019,282.0
            Darkhan-Uul,2018,271.0
            Darkhan-Uul,2017,274.0
            Darkhan-Uul,2016,284.0
            Darkhan-Uul,2015,263.0
            Darkhan-Uul,2014,252.0
            Darkhan-Uul,2013,250.0
            Darkhan-Uul,2012,248.0
            Darkhan-Uul,2011,242.0
            Darkhan-Uul,2010,231.0
            Darkhan-Uul,2009,231.0
            Darkhan-Uul,2008,237.0
            Darkhan-Uul,2007,222.0
            Darkhan-Uul,2006,221.0
            Darkhan-Uul,2005,228.0
            Darkhan-Uul,2004,227.0
            Darkhan-Uul,2003,225.0
            Darkhan-Uul,2002,250.0
            Darkhan-Uul,2001,255.0
            Darkhan-Uul,2000,249.0
            Darkhan-Uul,1999,248.0
            Darkhan-Uul,1998,238.0
            Darkhan-Uul,1997,236.0
            Darkhan-Uul,1996,242.0
            Darkhan-Uul,1995,244.0
            Darkhan-Uul,1994,240.0
            Darkhan-Uul,1993,221.0
            Darkhan-Uul,1992,245.0
            Darkhan-Uul,1991,224.0
            Darkhan-Uul,1990,229.0
            Darkhan-Uul,1989,225.0
            Dornogovi,2025,270.0
            Dornogovi,2024,289.0
            Dornogovi,2023,270.0
            Dornogovi,2022,259.0
            Dornogovi,2021,267.0
            Dornogovi,2020,272.0
            Dornogovi,2019,249.0
            Dornogovi,2018,242.0
            Dornogovi,2017,222.0
            Dornogovi,2016,223.0
            Dornogovi,2015,210.0
            Dornogovi,2014,196.0
            Dornogovi,2013,205.0
            Dornogovi,2012,183.0
            Dornogovi,2011,179.0
            Dornogovi,2010,184.0
            Dornogovi,2009,178.0
            Dornogovi,2008,190.0
            Dornogovi,2007,153.0
            Dornogovi,2006,154.0
            Dornogovi,2005,144.0
            Dornogovi,2004,120.0
            Dornogovi,2003,144.0
            Dornogovi,2002,142.0
            Dornogovi,2001,137.0
            Dornogovi,2000,125.0
            Dornogovi,1999,108.0
            Dornogovi,1998,112.0
            Dornogovi,1997,103.0
            Dornogovi,1996,108.0
            Dornogovi,1995,90.0
            Dornogovi,1994,87.0
            Dornogovi,1993,90.0
            Dornogovi,1992,89.0
            Dornogovi,1991,106.0
            Dornogovi,1990,104.0
            Dornogovi,1989,109.0
            Dundgovi,2025,165.0
            Dundgovi,2024,160.0
            Dundgovi,2023,148.0
            Dundgovi,2022,141.0
            Dundgovi,2021,150.0
            Dundgovi,2020,161.0
            Dundgovi,2019,153.0
            Dundgovi,2018,137.0
            Dundgovi,2017,141.0
            Dundgovi,2016,128.0
            Dundgovi,2015,123.0
            Dundgovi,2014,111.0
            Dundgovi,2013,106.0
            Dundgovi,2012,99.0
            Dundgovi,2011,84.0
            Dundgovi,2010,88.0
            Dundgovi,2009,91.0
            Dundgovi,2008,93.0
            Dundgovi,2007,88.0
            Dundgovi,2006,79.0
            Dundgovi,2005,81.0
            Dundgovi,2004,89.0
            Dundgovi,2003,98.0
            Dundgovi,2002,96.0
            Dundgovi,2001,101.0
            Dundgovi,2000,101.0
            Dundgovi,1999,92.0
            Dundgovi,1998,92.0
            Dundgovi,1997,88.0
            Dundgovi,1996,99.0
            Dundgovi,1995,93.0
            Dundgovi,1994,96.0
            Dundgovi,1993,9.0
            Dundgovi,1992,107.0
            Dundgovi,1991,111.0
            Dundgovi,1990,110.0
            Dundgovi,1989,102.0
            Umnugovi,2025,295.0
            Umnugovi,2024,273.0
            Umnugovi,2023,256.0
            Umnugovi,2022,244.0
            Umnugovi,2021,246.0
            Umnugovi,2020,235.0
            Umnugovi,2019,227.0
            Umnugovi,2018,197.0
            Umnugovi,2017,189.0
            Umnugovi,2016,182.0
            Umnugovi,2015,170.0
            Umnugovi,2014,159.0
            Umnugovi,2013,147.0
            Umnugovi,2012,135.0
            Umnugovi,2011,119.0
            Umnugovi,2010,117.0
            Umnugovi,2009,106.0
            Umnugovi,2008,109.0
            Umnugovi,2007,95.0
            Umnugovi,2006,89.0
            Umnugovi,2005,79.0
            Umnugovi,2004,75.0
            Umnugovi,2003,89.0
            Umnugovi,2002,90.0
            Umnugovi,2001,94.0
            Umnugovi,2000,88.0
            Umnugovi,1999,81.0
            Umnugovi,1998,77.0
            Umnugovi,1997,79.0
            Umnugovi,1996,74.0
            Umnugovi,1995,75.0
            Umnugovi,1994,81.0
            Umnugovi,1993,83.0
            Umnugovi,1992,84.0
            Umnugovi,1991,90.0
            Umnugovi,1990,90.0
            Umnugovi,1989,91.0
            Selenge,2025,280.0
            Selenge,2024,269.0
            Selenge,2023,265.0
            Selenge,2022,253.0
            Selenge,2021,232.0
            Selenge,2020,231.0
            Selenge,2019,247.0
            Selenge,2018,251.0
            Selenge,2017,246.0
            Selenge,2016,235.0
            Selenge,2015,209.0
            Selenge,2014,189.0
            Selenge,2013,182.0
            Selenge,2012,160.0
            Selenge,2011,166.0
            Selenge,2010,161.0
            Selenge,2009,165.0
            Selenge,2008,187.0
            Selenge,2007,174.0
            Selenge,2006,178.0
            Selenge,2005,187.0
            Selenge,2004,179.0
            Selenge,2003,186.0
            Selenge,2002,176.0
            Selenge,2001,173.0
            Selenge,2000,165.0
            Selenge,1999,164.0
            Selenge,1998,158.0
            Selenge,1997,153.0
            Selenge,1996,146.0
            Selenge,1995,132.0
            Selenge,1994,108.0
            Selenge,1993,115.0
            Selenge,1992,107.0
            Selenge,1991,118.0
            Selenge,1990,135.0
            Selenge,1989,133.0
            Tuv,2025,257.0
            Tuv,2024,259.0
            Tuv,2023,238.0
            Tuv,2022,231.0
            Tuv,2021,237.0
            Tuv,2020,243.0
            Tuv,2019,214.0
            Tuv,2018,217.0
            Tuv,2017,218.0
            Tuv,2016,199.0
            Tuv,2015,189.0
            Tuv,2014,184.0
            Tuv,2013,180.0
            Tuv,2012,159.0
            Tuv,2011,154.0
            Tuv,2010,138.0
            Tuv,2009,131.0
            Tuv,2008,138.0
            Tuv,2007,132.0
            Tuv,2006,127.0
            Tuv,2005,126.0
            Tuv,2004,117.0
            Tuv,2003,112.0
            Tuv,2002,130.0
            Tuv,2001,130.0
            Tuv,2000,128.0
            Tuv,1999,128.0
            Tuv,1998,137.0
            Tuv,1997,137.0
            Tuv,1996,139.0
            Tuv,1995,130.0
            Tuv,1994,131.0
            Tuv,1993,126.0
            Tuv,1992,146.0
            Tuv,1991,170.0
            Tuv,1990,195.0
            Tuv,1989,174.0
    Eastern region,2025,602.0
    Eastern region,2024,601.0
    Eastern region,2023,595.0
    Eastern region,2022,574.0
    Eastern region,2021,570.0
    Eastern region,2020,568.0
    Eastern region,2019,539.0
    Eastern region,2018,525.0
    Eastern region,2017,516.0
    Eastern region,2016,491.0
    Eastern region,2015,464.0
    Eastern region,2014,442.0
    Eastern region,2013,446.0
    Eastern region,2012,426.0
    Eastern region,2011,394.0
    Eastern region,2010,381.0
    Eastern region,2009,385.0
    Eastern region,2008,393.0
    Eastern region,2007,380.0
    Eastern region,2006,355.0
    Eastern region,2005,330.0
    Eastern region,2004,344.0
    Eastern region,2003,340.0
    Eastern region,2002,356.0
    Eastern region,2001,369.0
    Eastern region,2000,355.0
    Eastern region,1999,350.0
    Eastern region,1998,346.0
    Eastern region,1997,345.0
    Eastern region,1996,341.0
    Eastern region,1995,332.0
    Eastern region,1994,333.0
    Eastern region,1993,329.0
    Eastern region,1992,345.0
    Eastern region,1991,344.0
    Eastern region,1990,359.0
    Eastern region,1989,355.0
            Dornod,2025,224.0
            Dornod,2024,230.0
            Dornod,2023,227.0
            Dornod,2022,205.0
            Dornod,2021,202.0
            Dornod,2020,197.0
            Dornod,2019,200.0
            Dornod,2018,188.0
            Dornod,2017,183.0
            Dornod,2016,174.0
            Dornod,2015,169.0
            Dornod,2014,170.0
            Dornod,2013,172.0
            Dornod,2012,159.0
            Dornod,2011,138.0
            Dornod,2010,134.0
            Dornod,2009,138.0
            Dornod,2008,133.0
            Dornod,2007,134.0
            Dornod,2006,131.0
            Dornod,2005,123.0
            Dornod,2004,138.0
            Dornod,2003,135.0
            Dornod,2002,145.0
            Dornod,2001,146.0
            Dornod,2000,139.0
            Dornod,1999,136.0
            Dornod,1998,136.0
            Dornod,1997,139.0
            Dornod,1996,131.0
            Dornod,1995,133.0
            Dornod,1994,132.0
            Dornod,1993,124.0
            Dornod,1992,127.0
            Dornod,1991,120.0
            Dornod,1990,129.0
            Dornod,1989,127.0
            Sukhbaatar,2025,166.0
            Sukhbaatar,2024,162.0
            Sukhbaatar,2023,153.0
            Sukhbaatar,2022,158.0
            Sukhbaatar,2021,159.0
            Sukhbaatar,2020,164.0
            Sukhbaatar,2019,146.0
            Sukhbaatar,2018,157.0
            Sukhbaatar,2017,153.0
            Sukhbaatar,2016,152.0
            Sukhbaatar,2015,140.0
            Sukhbaatar,2014,121.0
            Sukhbaatar,2013,121.0
            Sukhbaatar,2012,115.0
            Sukhbaatar,2011,112.0
            Sukhbaatar,2010,106.0
            Sukhbaatar,2009,101.0
            Sukhbaatar,2008,110.0
            Sukhbaatar,2007,105.0
            Sukhbaatar,2006,98.0
            Sukhbaatar,2005,96.0
            Sukhbaatar,2004,93.0
            Sukhbaatar,2003,97.0
            Sukhbaatar,2002,95.0
            Sukhbaatar,2001,97.0
            Sukhbaatar,2000,100.0
            Sukhbaatar,1999,100.0
            Sukhbaatar,1998,99.0
            Sukhbaatar,1997,99.0
            Sukhbaatar,1996,99.0
            Sukhbaatar,1995,90.0
            Sukhbaatar,1994,89.0
            Sukhbaatar,1993,97.0
            Sukhbaatar,1992,101.0
            Sukhbaatar,1991,104.0
            Sukhbaatar,1990,101.0
            Sukhbaatar,1989,98.0
            Khentii,2025,212.0
            Khentii,2024,209.0
            Khentii,2023,215.0
            Khentii,2022,211.0
            Khentii,2021,209.0
            Khentii,2020,207.0
            Khentii,2019,193.0
            Khentii,2018,180.0
            Khentii,2017,180.0
            Khentii,2016,165.0
            Khentii,2015,155.0
            Khentii,2014,151.0
            Khentii,2013,153.0
            Khentii,2012,152.0
            Khentii,2011,144.0
            Khentii,2010,141.0
            Khentii,2009,146.0
            Khentii,2008,150.0
            Khentii,2007,141.0
            Khentii,2006,126.0
            Khentii,2005,111.0
            Khentii,2004,113.0
            Khentii,2003,108.0
            Khentii,2002,116.0
            Khentii,2001,126.0
            Khentii,2000,116.0
            Khentii,1999,114.0
            Khentii,1998,111.0
            Khentii,1997,107.0
            Khentii,1996,111.0
            Khentii,1995,109.0
            Khentii,1994,112.0
            Khentii,1993,108.0
            Khentii,1992,117.0
            Khentii,1991,120.0
            Khentii,1990,129.0
            Khentii,1989,130.0
