Бүс,Он,value
            Баян-Өлгий,2020,255.0
            Баян-Өлгий,2019,238.0
            Баян-Өлгий,2018,213.0
            Баян-Өлгий,2017,203.0
            Баян-Өлгий,2016,186.0
            Баян-Өлгий,2015,166.0
            Баян-Өлгий,2014,156.0
            Баян-Өлгий,2013,149.0
            Баян-Өлгий,2012,145.0
            Баян-Өлгий,2011,145.0
            Баян-Өлгий,2010,144.0
            Баян-Өлгий,2009,132.0
            Баян-Өлгий,2008,141.0
            Баян-Өлгий,2007,142.0
            Баян-Өлгий,2006,141.0
            Баян-Өлгий,2005,141.0
            Баян-Өлгий,2004,141.0
            Баян-Өлгий,2003,153.0
            Баян-Өлгий,2002,147.0
            Баян-Өлгий,2001,140.0
            Баян-Өлгий,2000,132.0
            Баян-Өлгий,1999,138.0
            Баян-Өлгий,1998,122.0
            Баян-Өлгий,1997,126.0
            Баян-Өлгий,1996,123.0
            Баян-Өлгий,1995,121.0
            Баян-Өлгий,1994,114.0
            Баян-Өлгий,1993,122.0
            Баян-Өлгий,1992,127.0
            Баян-Өлгий,1991,149.0
            Баян-Өлгий,1990,146.0
            Баян-Өлгий,1989,133.0
            Говь-Алтай,2025,209.0
            Говь-Алтай,2024,216.0
            Говь-Алтай,2023,215.0
            Говь-Алтай,2022,211.0
            Говь-Алтай,2021,206.0
            Говь-Алтай,2020,205.0
            Говь-Алтай,2019,185.0
            Говь-Алтай,2018,193.0
            Говь-Алтай,2017,187.0
            Говь-Алтай,2016,177.0
            Говь-Алтай,2015,172.0
            Говь-Алтай,2014,161.0
            Говь-Алтай,2013,157.0
            Говь-Алтай,2012,149.0
            Говь-Алтай,2011,138.0
            Говь-Алтай,2010,124.0
            Говь-Алтай,2009,115.0
            Говь-Алтай,2008,113.0
            Говь-Алтай,2007,109.0
            Говь-Алтай,2006,106.0
            Говь-Алтай,2005,112.0
            Говь-Алтай,2004,116.0
            Говь-Алтай,2003,119.0
            Говь-Алтай,2002,120.0
            Говь-Алтай,2001,115.0
            Говь-Алтай,2000,132.0
            Говь-Алтай,1999,119.0
            Говь-Алтай,1998,116.0
            Говь-Алтай,1997,116.0
            Говь-Алтай,1996,115.0
            Говь-Алтай,1995,114.0
            Говь-Алтай,1994,110.0
            Говь-Алтай,1993,108.0
            Говь-Алтай,1992,118.0
            Говь-Алтай,1991,127.0
            Говь-Алтай,1990,126.0
            Говь-Алтай,1989,122.0
            Завхан,2025,207.0
            Завхан,2024,192.0
            Завхан,2023,197.0
            Завхан,2022,180.0
            Завхан,2021,186.0
            Завхан,2020,184.0
            Завхан,2019,182.0
            Завхан,2018,178.0
            Завхан,2017,181.0
            Завхан,2016,182.0
            Завхан,2015,161.0
            Завхан,2014,153.0
            Завхан,2013,150.0
            Завхан,2012,143.0
            Завхан,2011,128.0
            Завхан,2010,120.0
            Завхан,2009,118.0
            Завхан,2008,126.0
            Завхан,2007,113.0
            Завхан,2006,105.0
            Завхан,2005,103.0
            Завхан,2004,109.0
            Завхан,2003,120.0
            Завхан,2002,122.0
            Завхан,2001,124.0
            Завхан,2000,115.0
            Завхан,1999,131.0
            Завхан,1998,132.0
            Завхан,1997,145.0
            Завхан,1996,146.0
            Завхан,1995,139.0
            Завхан,1994,142.0
            Завхан,1993,145.0
            Завхан,1992,157.0
            Завхан,1991,153.0
            Завхан,1990,153.0
            Завхан,1989,149.0
            Увс,2025,250.0
            Увс,2024,238.0
            Увс,2023,237.0
            Увс,2022,221.0
            Увс,2021,210.0
            Увс,2020,197.0
            Увс,2019,197.0
            Увс,2018,181.0
            Увс,2017,169.0
            Увс,2016,170.0
            Увс,2015,169.0
            Увс,2014,143.0
            Увс,2013,138.0
            Увс,2012,136.0
            Увс,2011,120.0
            Увс,2010,122.0
            Увс,2009,116.0
            Увс,2008,138.0
            Увс,2007,137.0
            Увс,2006,127.0
            Увс,2005,129.0
            Увс,2004,121.0
            Увс,2003,118.0
            Увс,2002,116.0
            Увс,2001,136.0
            Увс,2000,145.0
            Увс,1999,140.0
            Увс,1998,133.0
            Увс,1997,152.0
            Увс,1996,150.0
            Увс,1995,147.0
            Увс,1994,131.0
            Увс,1993,158.0
            Увс,1992,144.0
            Увс,1991,139.0
            Увс,1990,133.0
            Увс,1989,131.0
            Ховд,2025,360.0
            Ховд,2024,339.0
            Ховд,2023,322.0
            Ховд,2022,304.0
            Ховд,2021,274.0
            Ховд,2020,285.0
            Ховд,2019,263.0
            Ховд,2018,239.0
            Ховд,2017,231.0
            Ховд,2016,208.0
            Ховд,2015,194.0
            Ховд,2014,178.0
            Ховд,2013,167.0
            Ховд,2012,169.0
            Ховд,2011,149.0
            Ховд,2010,148.0
            Ховд,2009,123.0
            Ховд,2008,124.0
            Ховд,2007,128.0
            Ховд,2006,128.0
            Ховд,2005,121.0
            Ховд,2004,121.0
            Ховд,2003,137.0
            Ховд,2002,135.0
            Ховд,2001,135.0
            Ховд,2000,127.0
            Ховд,1999,132.0
            Ховд,1998,130.0
            Ховд,1997,120.0
            Ховд,1996,125.0
            Ховд,1995,123.0
            Ховд,1994,135.0
            Ховд,1993,130.0
            Ховд,1992,122.0
            Ховд,1991,123.0
            Ховд,1990,122.0
            Ховд,1989,114.0
    Хангайн бүс,2025,1777.0
    Хангайн бүс,2024,1737.0
    Хангайн бүс,2023,1643.0
    Хангайн бүс,2022,1572.0
    Хангайн бүс,2021,1506.0
    Хангайн бүс,2020,1470.0
    Хангайн бүс,2019,1483.0
    Хангайн бүс,2018,1367.0
    Хангайн бүс,2017,1313.0
    Хангайн бүс,2016,1297.0
    Хангайн бүс,2015,1183.0
    Хангайн бүс,2014,1125.0
    Хангайн бүс,2013,1083.0
    Хангайн бүс,2012,1038.0
    Хангайн бүс,2011,973.0
    Хангайн бүс,2010,935.0
    Хангайн бүс,2009,880.0
    Хангайн бүс,2008,990.0
    Хангайн бүс,2007,949.0
    Хангайн бүс,2006,908.0
    Хангайн бүс,2005,901.0
    Хангайн бүс,2004,892.0
    Хангайн бүс,2003,930.0
    Хангайн бүс,2002,941.0
    Хангайн бүс,2001,935.0
    Хангайн бүс,2000,919.0
    Хангайн бүс,1999,920.0
    Хангайн бүс,1998,904.0
    Хангайн бүс,1997,911.0
    Хангайн бүс,1996,935.0
    Хангайн бүс,1995,886.0
    Хангайн бүс,1994,866.0
    Хангайн бүс,1993,825.0
    Хангайн бүс,1992,854.0
    Хангайн бүс,1991,858.0
    Хангайн бүс,1990,848.0
    Хангайн бүс,1989,806.0
            Архангай,2025,242.0
            Архангай,2024,232.0
            Архангай,2023,215.0
            Архангай,2022,207.0
            Архангай,2021,203.0
            Архангай,2020,208.0
            Архангай,2019,205.0
            Архангай,2018,185.0
            Архангай,2017,172.0
            Архангай,2016,184.0
            Архангай,2015,167.0
            Архангай,2014,160.0
            Архангай,2013,151.0
            Архангай,2012,147.0
            Архангай,2011,143.0
            Архангай,2010,136.0
            Архангай,2009,125.0
            Архангай,2008,146.0
            Архангай,2007,132.0
            Архангай,2006,130.0
            Архангай,2005,121.0
            Архангай,2004,125.0
            Архангай,2003,133.0
            Архангай,2002,134.0
            Архангай,2001,145.0
            Архангай,2000,140.0
            Архангай,1999,145.0
            Архангай,1998,139.0
            Архангай,1997,140.0
            Архангай,1996,155.0
            Архангай,1995,144.0
            Архангай,1994,139.0
            Архангай,1993,145.0
            Архангай,1992,149.0
            Архангай,1991,155.0
            Архангай,1990,152.0
            Архангай,1989,149.0
            Баянхонгор,2025,252.0
            Баянхонгор,2024,233.0
            Баянхонгор,2023,227.0
            Баянхонгор,2022,211.0
            Баянхонгор,2021,194.0
            Баянхонгор,2020,203.0
            Баянхонгор,2019,213.0
            Баянхонгор,2018,202.0
            Баянхонгор,2017,187.0
            Баянхонгор,2016,174.0
            Баянхонгор,2015,159.0
            Баянхонгор,2014,165.0
            Баянхонгор,2013,146.0
            Баянхонгор,2012,134.0
            Баянхонгор,2011,125.0
            Баянхонгор,2010,111.0
            Баянхонгор,2009,104.0
            Баянхонгор,2008,123.0
            Баянхонгор,2007,110.0
            Баянхонгор,2006,101.0
            Баянхонгор,2005,107.0
            Баянхонгор,2004,117.0
            Баянхонгор,2003,123.0
            Баянхонгор,2002,117.0
            Баянхонгор,2001,117.0
            Баянхонгор,2000,122.0
            Баянхонгор,1999,121.0
            Баянхонгор,1998,115.0
            Баянхонгор,1997,111.0
            Баянхонгор,1996,120.0
            Баянхонгор,1995,114.0
            Баянхонгор,1994,105.0
            Баянхонгор,1993,108.0
            Баянхонгор,1992,104.0
            Баянхонгор,1991,110.0
            Баянхонгор,1990,112.0
            Баянхонгор,1989,110.0
            Булган,2025,130.0
            Булган,2024,124.0
            Булган,2023,128.0
            Булган,2022,114.0
            Булган,2021,137.0
            Булган,2020,147.0
            Булган,2019,133.0
            Булган,2018,111.0
            Булган,2017,122.0
            Булган,2016,120.0
            Булган,2015,111.0
            Булган,2014,106.0
            Булган,2013,101.0
            Булган,2012,108.0
            Булган,2011,101.0
            Булган,2010,91.0
            Булган,2009,94.0
            Булган,2008,110.0
            Булган,2007,102.0
            Булган,2006,106.0
            Булган,2005,103.0
            Булган,2004,98.0
            Булган,2003,100.0
            Булган,2002,107.0
            Булган,2001,97.0
            Булган,2000,101.0
            Булган,1999,99.0
            Булган,1998,103.0
            Булган,1997,100.0
            Булган,1996,104.0
            Булган,1995,103.0
            Булган,1994,98.0
            Булган,1993,92.0
            Булган,1992,99.0
            Булган,1991,110.0
            Булган,1990,111.0
            Булган,1989,109.0
            Орхон,2025,479.0
            Орхон,2024,474.0
            Орхон,2023,452.0
            Орхон,2022,440.0
            Орхон,2021,390.0
            Орхон,2020,354.0
            Орхон,2019,373.0
            Орхон,2018,344.0
            Орхон,2017,325.0
            Орхон,2016,325.0
            Орхон,2015,267.0
            Орхон,2014,259.0
            Орхон,2013,268.0
            Орхон,2012,257.0
            Орхон,2011,252.0
            Орхон,2010,246.0
            Орхон,2009,224.0
            Орхон,2008,252.0
            Орхон,2007,251.0
            Орхон,2006,237.0
            Орхон,2005,232.0
            Орхон,2004,227.0
            Орхон,2003,241.0
            Орхон,2002,245.0
            Орхон,2001,243.0
            Орхон,2000,232.0
            Орхон,1999,225.0
            Орхон,1998,222.0
            Орхон,1997,220.0
            Орхон,1996,206.0
            Орхон,1995,178.0
            Орхон,1994,159.0
            Орхон,1993,151.0
            Орхон,1992,151.0
            Орхон,1991,151.0
            Орхон,1990,147.0
            Орхон,1989,135.0
            Өвөрхангай,2025,341.0
            Өвөрхангай,2024,361.0
            Өвөрхангай,2023,335.0
            Өвөрхангай,2022,305.0
            Өвөрхангай,2021,293.0
            Өвөрхангай,2020,296.0
            Өвөрхангай,2019,285.0
            Өвөрхангай,2018,265.0
            Өвөрхангай,2017,258.0
            Өвөрхангай,2016,255.0
            Өвөрхангай,2015,248.0
            Өвөрхангай,2014,218.0
            Өвөрхангай,2013,213.0
            Өвөрхангай,2012,194.0
            Өвөрхангай,2011,180.0
            Өвөрхангай,2010,176.0
            Өвөрхангай,2009,173.0
            Өвөрхангай,2008,186.0
            Өвөрхангай,2007,182.0
            Өвөрхангай,2006,173.0
            Өвөрхангай,2005,171.0
            Өвөрхангай,2004,161.0
            Өвөрхангай,2003,166.0
            Өвөрхангай,2002,167.0
            Өвөрхангай,2001,162.0
            Өвөрхангай,2000,161.0
            Өвөрхангай,1999,164.0
            Өвөрхангай,1998,161.0
            Өвөрхангай,1997,182.0
            Өвөрхангай,1996,173.0
            Өвөрхангай,1995,170.0
            Өвөрхангай,1994,165.0
            Өвөрхангай,1993,169.0
            Өвөрхангай,1992,178.0
            Өвөрхангай,1991,168.0
            Өвөрхангай,1990,163.0
            Өвөрхангай,1989,152.0
            Хөвсгөл,2025,333.0
            Хөвсгөл,2024,313.0
            Хөвсгөл,2023,286.0
            Хөвсгөл,2022,295.0
            Хөвсгөл,2021,289.0
            Хөвсгөл,2020,262.0
            Хөвсгөл,2019,274.0
            Хөвсгөл,2018,260.0
            Хөвсгөл,2017,249.0
            Хөвсгөл,2016,239.0
            Хөвсгөл,2015,231.0
            Хөвсгөл,2014,217.0
            Хөвсгөл,2013,204.0
            Хөвсгөл,2012,198.0
            Хөвсгөл,2011,172.0
            Хөвсгөл,2010,175.0
            Хөвсгөл,2009,160.0
            Хөвсгөл,2008,173.0
            Хөвсгөл,2007,172.0
            Хөвсгөл,2006,161.0
            Хөвсгөл,2005,167.0
            Хөвсгөл,2004,164.0
            Хөвсгөл,2003,167.0
            Хөвсгөл,2002,171.0
            Хөвсгөл,2001,171.0
            Хөвсгөл,2000,163.0
            Хөвсгөл,1999,166.0
            Хөвсгөл,1998,164.0
            Хөвсгөл,1997,158.0
            Хөвсгөл,1996,177.0
            Хөвсгөл,1995,177.0
            Хөвсгөл,1994,200.0
            Хөвсгөл,1993,160.0
            Хөвсгөл,1992,173.0
            Хөвсгөл,1991,164.0
            Хөвсгөл,1990,163.0
            Хөвсгөл,1989,151.0
    Төвийн бүс,2025,1728.0
    Төвийн бүс,2024,1694.0
    Төвийн бүс,2023,1600.0
    Төвийн бүс,2022,1522.0
    Төвийн бүс,2021,1512.0
    Төвийн бүс,2020,1505.0
    Төвийн бүс,2019,1438.0
    Төвийн бүс,2018,1378.0
    Төвийн бүс,2017,1347.0
    Төвийн бүс,2016,1303.0
    Төвийн бүс,2015,1220.0
    Төвийн бүс,2014,1149.0
    Төвийн бүс,2013,1126.0
    Төвийн бүс,2012,1032.0
    Төвийн бүс,2011,989.0
    Төвийн бүс,2010,958.0
    Төвийн бүс,2009,943.0
    Төвийн бүс,2008,997.0
    Төвийн бүс,2007,906.0
    Төвийн бүс,2006,887.0
    Төвийн бүс,2005,878.0
    Төвийн бүс,2004,842.0
    Төвийн бүс,2003,888.0
    Төвийн бүс,2002,915.0
    Төвийн бүс,2001,925.0
    Төвийн бүс,2000,893.0
    Төвийн бүс,1999,857.0
    Төвийн бүс,1998,848.0
    Төвийн бүс,1997,829.0
    Төвийн бүс,1996,837.0
    Төвийн бүс,1995,788.0
    Төвийн бүс,1994,758.0
    Төвийн бүс,1993,656.0
    Төвийн бүс,1992,788.0
    Төвийн бүс,1991,819.0
    Төвийн бүс,1990,863.0
    Төвийн бүс,1989,834.0
            Говьсүмбэр,2025,75.0
            Говьсүмбэр,2024,70.0
            Говьсүмбэр,2023,71.0
            Говьсүмбэр,2022,68.0
            Говьсүмбэр,2021,72.0
            Говьсүмбэр,2020,57.0
            Говьсүмбэр,2019,66.0
            Говьсүмбэр,2018,63.0
            Говьсүмбэр,2017,57.0
            Говьсүмбэр,2016,52.0
            Говьсүмбэр,2015,56.0
            Говьсүмбэр,2014,58.0
            Говьсүмбэр,2013,56.0
            Говьсүмбэр,2012,48.0
            Говьсүмбэр,2011,45.0
            Говьсүмбэр,2010,39.0
            Говьсүмбэр,2009,41.0
            Говьсүмбэр,2008,43.0
            Говьсүмбэр,2007,42.0
            Говьсүмбэр,2006,39.0
            Говьсүмбэр,2005,33.0
            Говьсүмбэр,2004,35.0
            Говьсүмбэр,2003,34.0
            Говьсүмбэр,2002,31.0
            Говьсүмбэр,2001,35.0
            Говьсүмбэр,2000,37.0
            Говьсүмбэр,1999,36.0
            Говьсүмбэр,1998,34.0
            Говьсүмбэр,1997,33.0
            Говьсүмбэр,1996,29.0
            Говьсүмбэр,1995,24.0
            Говьсүмбэр,1994,15.0
            Говьсүмбэр,1993,12.0
            Говьсүмбэр,1992,10.0
            Говьсүмбэр,1991,
            Говьсүмбэр,1990,
            Говьсүмбэр,1989,
            Дархан-Уул,2025,386.0
            Дархан-Уул,2024,374.0
            Дархан-Уул,2023,352.0
            Дархан-Уул,2022,326.0
            Дархан-Уул,2021,308.0
            Дархан-Уул,2020,306.0
            Дархан-Уул,2019,282.0
            Дархан-Уул,2018,271.0
            Дархан-Уул,2017,274.0
            Дархан-Уул,2016,284.0
            Дархан-Уул,2015,263.0
            Дархан-Уул,2014,252.0
            Дархан-Уул,2013,250.0
            Дархан-Уул,2012,248.0
            Дархан-Уул,2011,242.0
            Дархан-Уул,2010,231.0
            Дархан-Уул,2009,231.0
            Дархан-Уул,2008,237.0
            Дархан-Уул,2007,222.0
            Дархан-Уул,2006,221.0
            Дархан-Уул,2005,228.0
            Дархан-Уул,2004,227.0
            Дархан-Уул,2003,225.0
            Дархан-Уул,2002,250.0
            Дархан-Уул,2001,255.0
            Дархан-Уул,2000,249.0
            Дархан-Уул,1999,248.0
            Дархан-Уул,1998,238.0
            Дархан-Уул,1997,236.0
            Дархан-Уул,1996,242.0
            Дархан-Уул,1995,244.0
            Дархан-Уул,1994,240.0
            Дархан-Уул,1993,221.0
            Дархан-Уул,1992,245.0
            Дархан-Уул,1991,224.0
            Дархан-Уул,1990,229.0
            Дархан-Уул,1989,225.0
            Дорноговь,2025,270.0
            Дорноговь,2024,289.0
            Дорноговь,2023,270.0
            Дорноговь,2022,259.0
            Дорноговь,2021,267.0
            Дорноговь,2020,272.0
            Дорноговь,2019,249.0
            Дорноговь,2018,242.0
            Дорноговь,2017,222.0
            Дорноговь,2016,223.0
            Дорноговь,2015,210.0
            Дорноговь,2014,196.0
            Дорноговь,2013,205.0
            Дорноговь,2012,183.0
            Дорноговь,2011,179.0
            Дорноговь,2010,184.0
            Дорноговь,2009,178.0
            Дорноговь,2008,190.0
            Дорноговь,2007,153.0
            Дорноговь,2006,154.0
            Дорноговь,2005,144.0
            Дорноговь,2004,120.0
            Дорноговь,2003,144.0
            Дорноговь,2002,142.0
            Дорноговь,2001,137.0
            Дорноговь,2000,125.0
            Дорноговь,1999,108.0
            Дорноговь,1998,112.0
            Дорноговь,1997,103.0
            Дорноговь,1996,108.0
            Дорноговь,1995,90.0
            Дорноговь,1994,87.0
            Дорноговь,1993,90.0
            Дорноговь,1992,89.0
            Дорноговь,1991,106.0
            Дорноговь,1990,104.0
            Дорноговь,1989,109.0
            Дундговь,2025,165.0
            Дундговь,2024,160.0
            Дундговь,2023,148.0
            Дундговь,2022,141.0
            Дундговь,2021,150.0
            Дундговь,2020,161.0
            Дундговь,2019,153.0
            Дундговь,2018,137.0
            Дундговь,2017,141.0
            Дундговь,2016,128.0
            Дундговь,2015,123.0
            Дундговь,2014,111.0
            Дундговь,2013,106.0
            Дундговь,2012,99.0
            Дундговь,2011,84.0
            Дундговь,2010,88.0
            Дундговь,2009,91.0
            Дундговь,2008,93.0
            Дундговь,2007,88.0
            Дундговь,2006,79.0
            Дундговь,2005,81.0
            Дундговь,2004,89.0
            Дундговь,2003,98.0
            Дундговь,2002,96.0
            Дундговь,2001,101.0
            Дундговь,2000,101.0
            Дундговь,1999,92.0
            Дундговь,1998,92.0
            Дундговь,1997,88.0
            Дундговь,1996,99.0
            Дундговь,1995,93.0
            Дундговь,1994,96.0
            Дундговь,1993,9.0
            Дундговь,1992,107.0
            Дундговь,1991,111.0
            Дундговь,1990,110.0
            Дундговь,1989,102.0
            Өмнөговь,2025,295.0
            Өмнөговь,2024,273.0
            Өмнөговь,2023,256.0
            Өмнөговь,2022,244.0
            Өмнөговь,2021,246.0
            Өмнөговь,2020,235.0
            Өмнөговь,2019,227.0
            Өмнөговь,2018,197.0
            Өмнөговь,2017,189.0
            Өмнөговь,2016,182.0
            Өмнөговь,2015,170.0
            Өмнөговь,2014,159.0
            Өмнөговь,2013,147.0
            Өмнөговь,2012,135.0
            Өмнөговь,2011,119.0
            Өмнөговь,2010,117.0
            Өмнөговь,2009,106.0
            Өмнөговь,2008,109.0
            Өмнөговь,2007,95.0
            Өмнөговь,2006,89.0
            Өмнөговь,2005,79.0
            Өмнөговь,2004,75.0
            Өмнөговь,2003,89.0
            Өмнөговь,2002,90.0
            Өмнөговь,2001,94.0
            Өмнөговь,2000,88.0
            Өмнөговь,1999,81.0
            Өмнөговь,1998,77.0
            Өмнөговь,1997,79.0
            Өмнөговь,1996,74.0
            Өмнөговь,1995,75.0
            Өмнөговь,1994,81.0
            Өмнөговь,1993,83.0
            Өмнөговь,1992,84.0
            Өмнөговь,1991,90.0
            Өмнөговь,1990,90.0
            Өмнөговь,1989,91.0
            Сэлэнгэ,2025,280.0
            Сэлэнгэ,2024,269.0
            Сэлэнгэ,2023,265.0
            Сэлэнгэ,2022,253.0
            Сэлэнгэ,2021,232.0
            Сэлэнгэ,2020,231.0
            Сэлэнгэ,2019,247.0
            Сэлэнгэ,2018,251.0
            Сэлэнгэ,2017,246.0
            Сэлэнгэ,2016,235.0
            Сэлэнгэ,2015,209.0
            Сэлэнгэ,2014,189.0
            Сэлэнгэ,2013,182.0
            Сэлэнгэ,2012,160.0
            Сэлэнгэ,2011,166.0
            Сэлэнгэ,2010,161.0
            Сэлэнгэ,2009,165.0
            Сэлэнгэ,2008,187.0
            Сэлэнгэ,2007,174.0
            Сэлэнгэ,2006,178.0
            Сэлэнгэ,2005,187.0
            Сэлэнгэ,2004,179.0
            Сэлэнгэ,2003,186.0
            Сэлэнгэ,2002,176.0
            Сэлэнгэ,2001,173.0
            Сэлэнгэ,2000,165.0
            Сэлэнгэ,1999,164.0
            Сэлэнгэ,1998,158.0
            Сэлэнгэ,1997,153.0
            Сэлэнгэ,1996,146.0
            Сэлэнгэ,1995,132.0
            Сэлэнгэ,1994,108.0
            Сэлэнгэ,1993,115.0
            Сэлэнгэ,1992,107.0
            Сэлэнгэ,1991,118.0
            Сэлэнгэ,1990,135.0
            Сэлэнгэ,1989,133.0
            Төв,2025,257.0
            Төв,2024,259.0
            Төв,2023,238.0
            Төв,2022,231.0
            Төв,2021,237.0
            Төв,2020,243.0
            Төв,2019,214.0
            Төв,2018,217.0
            Төв,2017,218.0
            Төв,2016,199.0
            Төв,2015,189.0
            Төв,2014,184.0
            Төв,2013,180.0
            Төв,2012,159.0
            Төв,2011,154.0
            Төв,2010,138.0
            Төв,2009,131.0
            Төв,2008,138.0
            Төв,2007,132.0
            Төв,2006,127.0
            Төв,2005,126.0
            Төв,2004,117.0
            Төв,2003,112.0
            Төв,2002,130.0
            Төв,2001,130.0
            Төв,2000,128.0
            Төв,1999,128.0
            Төв,1998,137.0
            Төв,1997,137.0
            Төв,1996,139.0
            Төв,1995,130.0
            Төв,1994,131.0
            Төв,1993,126.0
            Төв,1992,146.0
            Төв,1991,170.0
            Төв,1990,195.0
            Төв,1989,174.0
    Зүүн бүс,2025,602.0
    Зүүн бүс,2024,601.0
    Зүүн бүс,2023,595.0
    Зүүн бүс,2022,574.0
    Зүүн бүс,2021,570.0
    Зүүн бүс,2020,568.0
    Зүүн бүс,2019,539.0
    Зүүн бүс,2018,525.0
    Зүүн бүс,2017,516.0
    Зүүн бүс,2016,491.0
    Зүүн бүс,2015,464.0
    Зүүн бүс,2014,442.0
    Зүүн бүс,2013,446.0
    Зүүн бүс,2012,426.0
    Зүүн бүс,2011,394.0
    Зүүн бүс,2010,381.0
    Зүүн бүс,2009,385.0
    Зүүн бүс,2008,393.0
    Зүүн бүс,2007,380.0
    Зүүн бүс,2006,355.0
    Зүүн бүс,2005,330.0
    Зүүн бүс,2004,344.0
    Зүүн бүс,2003,340.0
    Зүүн бүс,2002,356.0
    Зүүн бүс,2001,369.0
    Зүүн бүс,2000,355.0
    Зүүн бүс,1999,350.0
    Зүүн бүс,1998,346.0
    Зүүн бүс,1997,345.0
    Зүүн бүс,1996,341.0
    Зүүн бүс,1995,332.0
    Зүүн бүс,1994,333.0
    Зүүн бүс,1993,329.0
    Зүүн бүс,1992,345.0
    Зүүн бүс,1991,344.0
    Зүүн бүс,1990,359.0
    Зүүн бүс,1989,355.0
            Дорнод,2025,224.0
            Дорнод,2024,230.0
            Дорнод,2023,227.0
            Дорнод,2022,205.0
            Дорнод,2021,202.0
            Дорнод,2020,197.0
            Дорнод,2019,200.0
            Дорнод,2018,188.0
            Дорнод,2017,183.0
            Дорнод,2016,174.0
            Дорнод,2015,169.0
            Дорнод,2014,170.0
            Дорнод,2013,172.0
            Дорнод,2012,159.0
            Дорнод,2011,138.0
            Дорнод,2010,134.0
            Дорнод,2009,138.0
            Дорнод,2008,133.0
            Дорнод,2007,134.0
            Дорнод,2006,131.0
            Дорнод,2005,123.0
            Дорнод,2004,138.0
            Дорнод,2003,135.0
            Дорнод,2002,145.0
            Дорнод,2001,146.0
            Дорнод,2000,139.0
            Дорнод,1999,136.0
            Дорнод,1998,136.0
            Дорнод,1997,139.0
            Дорнод,1996,131.0
            Дорнод,1995,133.0
            Дорнод,1994,132.0
            Дорнод,1993,124.0
            Дорнод,1992,127.0
            Дорнод,1991,120.0
            Дорнод,1990,129.0
            Дорнод,1989,127.0
            Сүхбаатар,2025,166.0
            Сүхбаатар,2024,162.0
            Сүхбаатар,2023,153.0
            Сүхбаатар,2022,158.0
            Сүхбаатар,2021,159.0
            Сүхбаатар,2020,164.0
            Сүхбаатар,2019,146.0
            Сүхбаатар,2018,157.0
            Сүхбаатар,2017,153.0
            Сүхбаатар,2016,152.0
            Сүхбаатар,2015,140.0
            Сүхбаатар,2014,121.0
            Сүхбаатар,2013,121.0
            Сүхбаатар,2012,115.0
            Сүхбаатар,2011,112.0
            Сүхбаатар,2010,106.0
            Сүхбаатар,2009,101.0
            Сүхбаатар,2008,110.0
            Сүхбаатар,2007,105.0
