region,month,births
Uvs,2023-06,152
Uvurkhangai,2023-06,135
Zavkhan,2023-06,93
Arkhangai,2023-07,110
Bayan-Ulgii,2023-07,259
Bayankhongor,2023-07,157
Bulgan,2023-07,46
Darkhan-Uul,2023-07,184
Dornod,2023-07,146
Dornogovi,2023-07,92
Dundgovi,2023-07,57
Govi-Altai,2023-07,64
Govisumber,2023-07,30
Khentii,2023-07,116
Khovd,2023-07,159
Khuvsgul,2023-07,177
Orkhon,2023-07,183
Selenge,2023-07,96
Sukhbaatar,2023-07,107
Tuv,2023-07,66
Ulaanbaatar,2023-07,2951
Umnugovi,2023-07,112
Uvs,2023-07,154
Uvurkhangai,2023-07,163
Zavkhan,2023-07,99
Arkhangai,2023-08,109
Bayan-Ulgii,2023-08,220
Bayankhongor,2023-08,134
Bulgan,2023-08,51
Darkhan-Uul,2023-08,151
Dornod,2023-08,122
Dornogovi,2023-08,100
Dundgovi,2023-08,63
Govi-Altai,2023-08,95
Govisumber,2023-08,28
Khentii,2023-08,112
Khovd,2023-08,150
Khuvsgul,2023-08,201
Orkhon,2023-08,193
Selenge,2023-08,94
Sukhbaatar,2023-08,105
Tuv,2023-08,66
Ulaanbaatar,2023-08,2849
Umnugovi,2023-08,130
Uvs,2023-08,126
Uvurkhangai,2023-08,174
Zavkhan,2023-08,85
Arkhangai,2023-09,108
Bayan-Ulgii,2023-09,245
Bayankhongor,2023-09,126
Bulgan,2023-09,54
Darkhan-Uul,2023-09,183
Dornod,2023-09,116
Dornogovi,2023-09,82
Dundgovi,2023-09,46
Govi-Altai,2023-09,77
Govisumber,2023-09,22
Khentii,2023-09,108
Khovd,2023-09,156
Khuvsgul,2023-09,183
Orkhon,2023-09,182
Selenge,2023-09,125
Sukhbaatar,2023-09,84
Tuv,2023-09,56
Ulaanbaatar,2023-09,2666
Umnugovi,2023-09,132
Uvs,2023-09,146
Uvurkhangai,2023-09,155
Zavkhan,2023-09,91
Arkhangai,2023-10,95
Bayan-Ulgii,2023-10,205
Bayankhongor,2023-10,116
Bulgan,2023-10,37
Darkhan-Uul,2023-10,164
Dornod,2023-10,130
Dornogovi,2023-10,80
Dundgovi,2023-10,63
Govi-Altai,2023-10,71
Govisumber,2023-10,19
Khentii,2023-10,120
Khovd,2023-10,159
Khuvsgul,2023-10,183
Orkhon,2023-10,173
Selenge,2023-10,93
Sukhbaatar,2023-10,78
Tuv,2023-10,53
Ulaanbaatar,2023-10,2676
Umnugovi,2023-10,116
Uvs,2023-10,139
Uvurkhangai,2023-10,175
Zavkhan,2023-10,78
Arkhangai,2023-11,100
Bayan-Ulgii,2023-11,212
Bayankhongor,2023-11,135
Bulgan,2023-11,45
Darkhan-Uul,2023-11,147
Dornod,2023-11,115
Dornogovi,2023-11,77
Dundgovi,2023-11,58
Govi-Altai,2023-11,107
Govisumber,2023-11,27
Khentii,2023-11,77
Khovd,2023-11,167
Khuvsgul,2023-11,175
Orkhon,2023-11,205
Selenge,2023-11,120
Sukhbaatar,2023-11,102
Tuv,2023-11,54
Ulaanbaatar,2023-11,2902
Umnugovi,2023-11,123
Uvs,2023-11,124
Uvurkhangai,2023-11,161
Zavkhan,2023-11,95
Arkhangai,2023-12,78
Bayan-Ulgii,2023-12,198
Bayankhongor,2023-12,129
Bulgan,2023-12,43
Darkhan-Uul,2023-12,177
Dornod,2023-12,117
Dornogovi,2023-12,98
Dundgovi,2023-12,50
Govi-Altai,2023-12,65
Govisumber,2023-12,27
Khentii,2023-12,103
Khovd,2023-12,129
Khuvsgul,2023-12,139
Orkhon,2023-12,151
Selenge,2023-12,95
Sukhbaatar,2023-12,97
Tuv,2023-12,53
Ulaanbaatar,2023-12,2734
Umnugovi,2023-12,91
Uvs,2023-12,123
Uvurkhangai,2023-12,137
Zavkhan,2023-12,88
Arkhangai,2024-01,91
Bayan-Ulgii,2024-01,205
Bayankhongor,2024-01,100
Bulgan,2024-01,46
Darkhan-Uul,2024-01,141
Dornod,2024-01,117
Dornogovi,2024-01,88
Dundgovi,2024-01,57
Govi-Altai,2024-01,63
Govisumber,2024-01,24
Khentii,2024-01,76
Khovd,2024-01,113
Khuvsgul,2024-01,161
Orkhon,2024-01,157
Selenge,2024-01,82
Sukhbaatar,2024-01,100
Tuv,2024-01,62
Ulaanbaatar,2024-01,2530
Umnugovi,2024-01,103
Uvs,2024-01,110
Uvurkhangai,2024-01,153
Zavkhan,2024-01,75
Arkhangai,2024-02,76
Bayan-Ulgii,2024-02,179
Bayankhongor,2024-02,118
Bulgan,2024-02,36
Darkhan-Uul,2024-02,156
Dornod,2024-02,83
Dornogovi,2024-02,87
Dundgovi,2024-02,39
Govi-Altai,2024-02,63
Govisumber,2024-02,24
Khentii,2024-02,105
Khovd,2024-02,147
Khuvsgul,2024-02,159
Orkhon,2024-02,163
Selenge,2024-02,116
Sukhbaatar,2024-02,99
Tuv,2024-02,65
Ulaanbaatar,2024-02,2521
Umnugovi,2024-02,102
Uvs,2024-02,124
Uvurkhangai,2024-02,140
Zavkhan,2024-02,86
Arkhangai,2024-03,98
Bayan-Ulgii,2024-03,198
Bayankhongor,2024-03,131
Bulgan,2024-03,33
Darkhan-Uul,2024-03,162
Dornod,2024-03,120
Dornogovi,2024-03,89
Dundgovi,2024-03,37
Govi-Altai,2024-03,60
Govisumber,2024-03,25
Khentii,2024-03,90
Khovd,2024-03,144
Khuvsgul,2024-03,194
Orkhon,2024-03,185
Selenge,2024-03,86
Sukhbaatar,2024-03,82
Tuv,2024-03,64
Ulaanbaatar,2024-03,2649
Umnugovi,2024-03,83
Uvs,2024-03,143
Uvurkhangai,2024-03,146
Zavkhan,2024-03,83
Arkhangai,2024-04,105
Bayan-Ulgii,2024-04,199
Bayankhongor,2024-04,132
Bulgan,2024-04,45
Darkhan-Uul,2024-04,148
Dornod,2024-04,128
Dornogovi,2024-04,78
Dundgovi,2024-04,67
Govi-Altai,2024-04,94
Govisumber,2024-04,26
Khentii,2024-04,89
Khovd,2024-04,133
Khuvsgul,2024-04,145
Orkhon,2024-04,156
Selenge,2024-04,84
Sukhbaatar,2024-04,83
Tuv,2024-04,55
Ulaanbaatar,2024-04,2647
Umnugovi,2024-04,106
Uvs,2024-04,149
Uvurkhangai,2024-04,145
Zavkhan,2024-04,72
Arkhangai,2024-05,96
Bayan-Ulgii,2024-05,239
Bayankhongor,2024-05,119
Bulgan,2024-05,41
Darkhan-Uul,2024-05,144
Dornod,2024-05,110
Dornogovi,2024-05,78
Dundgovi,2024-05,44
Govi-Altai,2024-05,86
Govisumber,2024-05,29
Khentii,2024-05,90
Khovd,2024-05,150
Khuvsgul,2024-05,156
Orkhon,2024-05,150
Selenge,2024-05,109
Sukhbaatar,2024-05,87
Tuv,2024-05,71
Ulaanbaatar,2024-05,2763
Umnugovi,2024-05,92
Uvs,2024-05,142
Uvurkhangai,2024-05,150
Zavkhan,2024-05,82
Arkhangai,2024-06,84
Bayan-Ulgii,2024-06,228
Bayankhongor,2024-06,118
Bulgan,2024-06,35
Darkhan-Uul,2024-06,154
Dornod,2024-06,119
Dornogovi,2024-06,86
Dundgovi,2024-06,42
Govi-Altai,2024-06,71
Govisumber,2024-06,31
Khentii,2024-06,95
Khovd,2024-06,114
Khuvsgul,2024-06,169
Orkhon,2024-06,159
Selenge,2024-06,69
Sukhbaatar,2024-06,78
Tuv,2024-06,60
Ulaanbaatar,2024-06,2523
Umnugovi,2024-06,101
Uvs,2024-06,133
Uvurkhangai,2024-06,129
Zavkhan,2024-06,90
Arkhangai,2024-07,96
Bayan-Ulgii,2024-07,218
Bayankhongor,2024-07,120
Bulgan,2024-07,37
Darkhan-Uul,2024-07,138
Dornod,2024-07,104
Dornogovi,2024-07,92
Dundgovi,2024-07,52
Govi-Altai,2024-07,67
Govisumber,2024-07,36
Khentii,2024-07,80
Khovd,2024-07,146
Khuvsgul,2024-07,156
Orkhon,2024-07,158
Selenge,2024-07,116
Sukhbaatar,2024-07,85
Tuv,2024-07,58
Ulaanbaatar,2024-07,2705
Umnugovi,2024-07,104
Uvs,2024-07,138
Uvurkhangai,2024-07,149
Zavkhan,2024-07,96
Arkhangai,2024-08,76
Bayan-Ulgii,2024-08,213
Bayankhongor,2024-08,103
Bulgan,2024-08,51
Darkhan-Uul,2024-08,181
Dornod,2024-08,126
Dornogovi,2024-08,98
Dundgovi,2024-08,42
Govi-Altai,2024-08,54
Govisumber,2024-08,25
Khentii,2024-08,91
Khovd,2024-08,148
Khuvsgul,2024-08,152
Orkhon,2024-08,186
Selenge,2024-08,105
Sukhbaatar,2024-08,65
Tuv,2024-08,65
Ulaanbaatar,2024-08,2607
Umnugovi,2024-08,109
Uvs,2024-08,136
Uvurkhangai,2024-08,147
Zavkhan,2024-08,80
Arkhangai,2024-09,89
Bayan-Ulgii,2024-09,219
Bayankhongor,2024-09,125
Bulgan,2024-09,36
Darkhan-Uul,2024-09,163
Dornod,2024-09,116
Dornogovi,2024-09,82
Dundgovi,2024-09,47
Govi-Altai,2024-09,78
Govisumber,2024-09,24
Khentii,2024-09,79
Khovd,2024-09,130
Khuvsgul,2024-09,158
Orkhon,2024-09,171
Selenge,2024-09,94
Sukhbaatar,2024-09,62
Tuv,2024-09,66
Ulaanbaatar,2024-09,2594
Umnugovi,2024-09,95
Uvs,2024-09,131
Uvurkhangai,2024-09,145
Zavkhan,2024-09,67
Arkhangai,2024-10,101
Bayan-Ulgii,2024-10,244
Bayankhongor,2024-10,119
Bulgan,2024-10,33
Darkhan-Uul,2024-10,148
Dornod,2024-10,113
Dornogovi,2024-10,72
Dundgovi,2024-10,41
Govi-Altai,2024-10,84
Govisumber,2024-10,25
Khentii,2024-10,75
Khovd,2024-10,156
Khuvsgul,2024-10,154
Orkhon,2024-10,181
Selenge,2024-10,90
Sukhbaatar,2024-10,84
Tuv,2024-10,72
Ulaanbaatar,2024-10,2634
Umnugovi,2024-10,91
Uvs,2024-10,145
Uvurkhangai,2024-10,123
Zavkhan,2024-10,75
Arkhangai,2024-11,75
Bayan-Ulgii,2024-11,193
Bayankhongor,2024-11,123
Bulgan,2024-11,34
Darkhan-Uul,2024-11,134
Dornod,2024-11,133
Dornogovi,2024-11,84
Dundgovi,2024-11,34
Govi-Altai,2024-11,73
Govisumber,2024-11,19
Khentii,2024-11,94
Khovd,2024-11,166
Khuvsgul,2024-11,153
Orkhon,2024-11,173
Selenge,2024-11,64
Sukhbaatar,2024-11,60
Tuv,2024-11,45
Ulaanbaatar,2024-11,2647
Umnugovi,2024-11,111
Uvs,2024-11,141
Uvurkhangai,2024-11,160
Zavkhan,2024-11,57
Arkhangai,2024-12,85
Bayan-Ulgii,2024-12,202
Bayankhongor,2024-12,110
Bulgan,2024-12,46
Darkhan-Uul,2024-12,148
Dornod,2024-12,87
Dornogovi,2024-12,74
Dundgovi,2024-12,51
Govi-Altai,2024-12,69
Govisumber,2024-12,30
Khentii,2024-12,77
Khovd,2024-12,144
Khuvsgul,2024-12,145
Orkhon,2024-12,178
Selenge,2024-12,88
Sukhbaatar,2024-12,70
Tuv,2024-12,67
Ulaanbaatar,2024-12,2600
Umnugovi,2024-12,101
Uvs,2024-12,134
Uvurkhangai,2024-12,133
Zavkhan,2024-12,56
Arkhangai,2025-01,88
Bayan-Ulgii,2025-01,207
Bayankhongor,2025-01,101
Bulgan,2025-01,42
Darkhan-Uul,2025-01,172
Dornod,2025-01,125
Dornogovi,2025-01,78
Dundgovi,2025-01,42
Govi-Altai,2025-01,73
Govisumber,2025-01,21
Khentii,2025-01,82
Khovd,2025-01,145
Khuvsgul,2025-01,179
Orkhon,2025-01,174
Selenge,2025-01,89
Sukhbaatar,2025-01,89
Tuv,2025-01,59
Ulaanbaatar,2025-01,2472
Umnugovi,2025-01,91
Uvs,2025-01,134
Uvurkhangai,2025-01,138
Zavkhan,2025-01,74
Arkhangai,2025-02,85
Bayan-Ulgii,2025-02,184
Bayankhongor,2025-02,117
Bulgan,2025-02,45
Darkhan-Uul,2025-02,155
Dornod,2025-02,96
Dornogovi,2025-02,70
Dundgovi,2025-02,34
Govi-Altai,2025-02,73
Govisumber,2025-02,27
Khentii,2025-02,68
Khovd,2025-02,156
Khuvsgul,2025-02,147
Orkhon,2025-02,147
Selenge,2025-02,102
Sukhbaatar,2025-02,60
Tuv,2025-02,43
Ulaanbaatar,2025-02,2285
Umnugovi,2025-02,76
Uvs,2025-02,121
Uvurkhangai,2025-02,115
Zavkhan,2025-02,58
Arkhangai,2025-03,104
Bayan-Ulgii,2025-03,192
Bayankhongor,2025-03,107
Bulgan,2025-03,41
Darkhan-Uul,2025-03,169
Dornod,2025-03,95
Dornogovi,2025-03,60
Dundgovi,2025-03,51
Govi-Altai,2025-03,66
Govisumber,2025-03,21
Khentii,2025-03,97
Khovd,2025-03,126
Khuvsgul,2025-03,143
Orkhon,2025-03,167
Selenge,2025-03,82
Sukhbaatar,2025-03,76
Tuv,2025-03,69
Ulaanbaatar,2025-03,2439
Umnugovi,2025-03,91
Uvs,2025-03,122
Uvurkhangai,2025-03,149
Zavkhan,2025-03,76
Arkhangai,2025-04,82
Bayan-Ulgii,2025-04,241
Bayankhongor,2025-04,116
Bulgan,2025-04,35
Darkhan-Uul,2025-04,140
Dornod,2025-04,99
Dornogovi,2025-04,60
Dundgovi,2025-04,42
Govi-Altai,2025-04,70
Govisumber,2025-04,27
Khentii,2025-04,88
Khovd,2025-04,120
Khuvsgul,2025-04,165
Orkhon,2025-04,153
Selenge,2025-04,86
Sukhbaatar,2025-04,78
Tuv,2025-04,45
Ulaanbaatar,2025-04,2461
Umnugovi,2025-04,107
Uvs,2025-04,111
Uvurkhangai,2025-04,140
Zavkhan,2025-04,66
Arkhangai,2025-05,86
Bayan-Ulgii,2025-05,210
Bayankhongor,2025-05,95
Bulgan,2025-05,38
Darkhan-Uul,2025-05,129
Dornod,2025-05,112
Dornogovi,2025-05,72
Dundgovi,2025-05,59
Govi-Altai,2025-05,67
Govisumber,2025-05,22
Khentii,2025-05,85
Khovd,2025-05,126
Khuvsgul,2025-05,137
Orkhon,2025-05,144
Selenge,2025-05,70
Sukhbaatar,2025-05,59
Tuv,2025-05,51
Ulaanbaatar,2025-05,2556
Umnugovi,2025-05,98
Uvs,2025-05,118
Uvurkhangai,2025-05,147
Zavkhan,2025-05,61
Arkhangai,2025-06,84
Bayan-Ulgii,2025-06,208
Bayankhongor,2025-06,111
Bulgan,2025-06,32
Darkhan-Uul,2025-06,139
Dornod,2025-06,110
Dornogovi,2025-06,81
Dundgovi,2025-06,50
Govi-Altai,2025-06,70
Govisumber,2025-06,22
Khentii,2025-06,71
Khovd,2025-06,146
Khuvsgul,2025-06,146
Orkhon,2025-06,171
Selenge,2025-06,83
Sukhbaatar,2025-06,60
Tuv,2025-06,44
Ulaanbaatar,2025-06,2435
Umnugovi,2025-06,88
Uvs,2025-06,94
Uvurkhangai,2025-06,134
Zavkhan,2025-06,66
Arkhangai,2025-07,77
Bayan-Ulgii,2025-07,227
Bayankhongor,2025-07,92
Bulgan,2025-07,50
Darkhan-Uul,2025-07,145
Dornod,2025-07,95
Dornogovi,2025-07,78
Dundgovi,2025-07,36
Govi-Altai,2025-07,68
Govisumber,2025-07,26
Khentii,2025-07,91
Khovd,2025-07,147
Khuvsgul,2025-07,143
Orkhon,2025-07,171
Selenge,2025-07,93
Sukhbaatar,2025-07,71
Tuv,2025-07,68
Ulaanbaatar,2025-07,2571
Umnugovi,2025-07,89
Uvs,2025-07,108
Uvurkhangai,2025-07,142
Zavkhan,2025-07,76
Arkhangai,2025-08,74
Bayan-Ulgii,2025-08,221
Bayankhongor,2025-08,109
Bulgan,2025-08,37
Darkhan-Uul,2025-08,152
Dornod,2025-08,101
Dornogovi,2025-08,79
Dundgovi,2025-08,38
Govi-Altai,2025-08,61
Govisumber,2025-08,28
Khentii,2025-08,74
Khovd,2025-08,146
Khuvsgul,2025-08,152
Orkhon,2025-08,146
Selenge,2025-08,64
Sukhbaatar,2025-08,62
Tuv,2025-08,57
Ulaanbaatar,2025-08,2518
Umnugovi,2025-08,97
Uvs,2025-08,114
Uvurkhangai,2025-08,117
Zavkhan,2025-08,69
Arkhangai,2025-09,91
Bayan-Ulgii,2025-09,184
Bayankhongor,2025-09,109
Bulgan,2025-09,36
Darkhan-Uul,2025-09,158
Dornod,2025-09,109
Dornogovi,2025-09,78
Dundgovi,2025-09,33
Govi-Altai,2025-09,68
Govisumber,2025-09,19
Khentii,2025-09,90
Khovd,2025-09,164
Khuvsgul,2025-09,139
Orkhon,2025-09,173
Selenge,2025-09,66
Sukhbaatar,2025-09,54
Tuv,2025-09,69
Ulaanbaatar,2025-09,2489
Umnugovi,2025-09,101
Uvs,2025-09,118
Uvurkhangai,2025-09,130
Zavkhan,2025-09,74
Arkhangai,2025-10,79
Bayan-Ulgii,2025-10,204
Bayankhongor,2025-10,108
Bulgan,2025-10,48
Darkhan-Uul,2025-10,158
Dornod,2025-10,100
Dornogovi,2025-10,73
Dundgovi,2025-10,45
Govi-Altai,2025-10,65
Govisumber,2025-10,22
Khentii,2025-10,76
Khovd,2025-10,148
Khuvsgul,2025-10,138
Orkhon,2025-10,164
Selenge,2025-10,88
Sukhbaatar,2025-10,84
Tuv,2025-10,63
Ulaanbaatar,2025-10,2500
Umnugovi,2025-10,98
Uvs,2025-10,117
Uvurkhangai,2025-10,130
Zavkhan,2025-10,57
Arkhangai,2025-11,73
Bayan-Ulgii,2025-11,169
Bayankhongor,2025-11,107
Bulgan,2025-11,28
Darkhan-Uul,2025-11,142
Dornod,2025-11,109
Dornogovi,2025-11,61
Dundgovi,2025-11,42
Govi-Altai,2025-11,70
Govisumber,2025-11,24
Khentii,2025-11,76
Khovd,2025-11,125
Khuvsgul,2025-11,143
Orkhon,2025-11,164
Selenge,2025-11,84
Sukhbaatar,2025-11,55
Tuv,2025-11,48
Ulaanbaatar,2025-11,2494
Umnugovi,2025-11,86
Uvs,2025-11,101
Uvurkhangai,2025-11,132
Zavkhan,2025-11,70
Arkhangai,2025-12,76
Bayan-Ulgii,2025-12,202
Bayankhongor,2025-12,96
Bulgan,2025-12,28
Darkhan-Uul,2025-12,141
Dornod,2025-12,100
Dornogovi,2025-12,72
Dundgovi,2025-12,42
Govi-Altai,2025-12,62
Govisumber,2025-12,28
Khentii,2025-12,82
Khovd,2025-12,145
Khuvsgul,2025-12,132
Orkhon,2025-12,162
Selenge,2025-12,84
Sukhbaatar,2025-12,66
Tuv,2025-12,50
Ulaanbaatar,2025-12,2451
Umnugovi,2025-12,91
Uvs,2025-12,108
Uvurkhangai,2025-12,135
Zavkhan,2025-12,83
Arkhangai,2026-01,89
Bayan-Ulgii,2026-01,187
Bayankhongor,2026-01,99
Bulgan,2026-01,29
Darkhan-Uul,2026-01,137
Dornod,2026-01,97
Dornogovi,2026-01,63
Dundgovi,2026-01,42
Govi-Altai,2026-01,73
Govisumber,2026-01,21
Khentii,2026-01,64
Khovd,2026-01,166
Khuvsgul,2026-01,133
Orkhon,2026-01,145
Selenge,2026-01,84
Sukhbaatar,2026-01,84
Tuv,2026-01,50
Ulaanbaatar,2026-01,2343
Umnugovi,2026-01,66
Uvs,2026-01,116
Uvurkhangai,2026-01,102
Zavkhan,2026-01,72
Arkhangai,2026-02,67
Bayan-Ulgii,2026-02,165
Bayankhongor,2026-02,103
Bulgan,2026-02,33
Darkhan-Uul,2026-02,133
Dornod,2026-02,102
Dornogovi,2026-02,79
Dundgovi,2026-02,47
Govi-Altai,2026-02,57
Govisumber,2026-02,25
Khentii,2026-02,87
Khovd,2026-02,111
Khuvsgul,2026-02,115
Orkhon,2026-02,140
Selenge,2026-02,69
Sukhbaatar,2026-02,70
Tuv,2026-02,40
Ulaanbaatar,2026-02,2668
Umnugovi,2026-02,87
Uvs,2026-02,99
Uvurkhangai,2026-02,112
Zavkhan,2026-02,58
Arkhangai,2026-03,95
Bayan-Ulgii,2026-03,230
Bayankhongor,2026-03,100
Bulgan,2026-03,37
Darkhan-Uul,2026-03,134
Dornod,2026-03,102
Dornogovi,2026-03,84
Dundgovi,2026-03,37
Govi-Altai,2026-03,60
Govisumber,2026-03,17
Khentii,2026-03,74
Khovd,2026-03,121
Khuvsgul,2026-03,150
Orkhon,2026-03,154
Selenge,2026-03,69
Sukhbaatar,2026-03,72
Tuv,2026-03,46
Ulaanbaatar,2026-03,2119
Umnugovi,2026-03,86
Uvs,2026-03,107
Uvurkhangai,2026-03,130
Zavkhan,2026-03,65
