сар,аймаг_үзүүлэлт,утга
2025-10,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),581.1
2025-10,Говь-Алтай — Нийт зөвшөөрөл (тоо),138.0
2025-10,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),74.0
2025-10,Говь-Алтай — Хайгуулын талбай (мян.га),502.5
2025-10,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-10,Говьсүмбэр — Ашиглалтын талбай (мян.га),37.5
2025-10,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),41.5
2025-10,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2025-10,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),2.0
2025-10,Говьсүмбэр — Хайгуулын талбай (мян.га),4.0
2025-10,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2025-10,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2025-10,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),14.7
2025-10,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2025-10,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2025-10,Дархан-Уул — Хайгуулын талбай (мян.га),6.3
2025-10,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),230.0
2025-10,Дорноговь — Ашиглалтын талбай (мян.га),292.0
2025-10,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1105.3
2025-10,Дорноговь — Нийт зөвшөөрөл (тоо),363.0
2025-10,Дорноговь — Хайгуулын зөвшөөрөл (тоо),133.0
2025-10,Дорноговь — Хайгуулын талбай (мян.га),813.3
2025-10,Дорнод — Ашиглалтын зөвшөөрөл (тоо),82.0
2025-10,Дорнод — Ашиглалтын талбай (мян.га),76.5
2025-10,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),707.6
2025-10,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2025-10,Дорнод — Хайгуулын зөвшөөрөл (тоо),87.0
2025-10,Дорнод — Хайгуулын талбай (мян.га),631.1
2025-10,Дундговь — Ашиглалтын зөвшөөрөл (тоо),133.0
2025-10,Дундговь — Ашиглалтын талбай (мян.га),208.9
2025-10,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),457.9
2025-10,Дундговь — Нийт зөвшөөрөл (тоо),194.0
2025-10,Дундговь — Хайгуулын зөвшөөрөл (тоо),61.0
2025-10,Дундговь — Хайгуулын талбай (мян.га),249.0
2025-10,Завхан — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-10,Завхан — Ашиглалтын талбай (мян.га),22.2
2025-10,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),193.5
2025-10,Завхан — Нийт зөвшөөрөл (тоо),49.0
2025-10,Завхан — Хайгуулын зөвшөөрөл (тоо),35.0
2025-10,Завхан — Хайгуулын талбай (мян.га),171.3
2025-10,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2025-10,Орхон — Ашиглалтын талбай (мян.га),10.7
2025-10,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2025-10,Орхон — Нийт зөвшөөрөл (тоо),14.0
2025-10,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2025-10,Орхон — Хайгуулын талбай (мян.га),6.9
2025-10,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),135.0
2025-10,Сэлэнгэ — Ашиглалтын талбай (мян.га),50.1
2025-10,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.5
2025-10,Сэлэнгэ — Нийт зөвшөөрөл (тоо),170.0
2025-10,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),35.0
2025-10,Сэлэнгэ — Хайгуулын талбай (мян.га),54.4
2025-10,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2025-10,Сүхбаатар — Ашиглалтын талбай (мян.га),57.7
2025-10,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),368.6
2025-10,Сүхбаатар — Нийт зөвшөөрөл (тоо),106.0
2025-10,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),34.0
2025-10,Сүхбаатар — Хайгуулын талбай (мян.га),311.0
2025-10,Төв — Ашиглалтын зөвшөөрөл (тоо),305.0
2025-10,Төв — Ашиглалтын талбай (мян.га),172.4
2025-10,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),365.3
2025-10,Төв — Нийт зөвшөөрөл (тоо),383.0
2025-10,Төв — Хайгуулын зөвшөөрөл (тоо),78.0
2025-10,Төв — Хайгуулын талбай (мян.га),192.8
2025-10,Увс — Ашиглалтын зөвшөөрөл (тоо),49.0
2025-10,Увс — Ашиглалтын талбай (мян.га),26.7
2025-10,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),225.3
2025-10,Увс — Нийт зөвшөөрөл (тоо),114.0
2025-10,Увс — Хайгуулын зөвшөөрөл (тоо),65.0
2025-10,Увс — Хайгуулын талбай (мян.га),198.7
2025-10,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),93.0
2025-10,Улаанбаатар — Ашиглалтын талбай (мян.га),9.8
2025-10,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2025-10,Улаанбаатар — Нийт зөвшөөрөл (тоо),97.0
2025-10,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2025-10,Улаанбаатар — Хайгуулын талбай (мян.га),0.8
2025-10,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2025-10,Ховд — Ашиглалтын талбай (мян.га),32.3
2025-10,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),378.5
2025-10,Ховд — Нийт зөвшөөрөл (тоо),112.0
2025-10,Ховд — Хайгуулын зөвшөөрөл (тоо),74.0
2025-10,Ховд — Хайгуулын талбай (мян.га),346.2
2025-10,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),137.0
2025-10,Хэнтий — Ашиглалтын талбай (мян.га),61.1
2025-10,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),266.7
2025-10,Хэнтий — Нийт зөвшөөрөл (тоо),227.0
2025-10,Хэнтий — Хайгуулын зөвшөөрөл (тоо),90.0
2025-10,Хэнтий — Хайгуулын талбай (мян.га),205.6
2025-10,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-10,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2025-10,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2025-10,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2025-10,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2025-10,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2025-10,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),30.0
2025-10,Өвөрхангай — Ашиглалтын талбай (мян.га),23.2
2025-10,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),180.5
2025-10,Өвөрхангай — Нийт зөвшөөрөл (тоо),65.0
2025-10,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),35.0
2025-10,Өвөрхангай — Хайгуулын талбай (мян.га),157.3
2025-10,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),110.0
2025-10,Өмнөговь — Ашиглалтын талбай (мян.га),488.8
2025-10,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),814.9
2025-10,Өмнөговь — Нийт зөвшөөрөл (тоо),153.0
2025-10,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),43.0
2025-10,Өмнөговь — Хайгуулын талбай (мян.га),326.0
2025-11,Архангай — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-11,Архангай — Ашиглалтын талбай (мян.га),12.3
2025-11,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),38.3
2025-11,Архангай — Нийт зөвшөөрөл (тоо),32.0
2025-11,Архангай — Хайгуулын зөвшөөрөл (тоо),11.0
2025-11,Архангай — Хайгуулын талбай (мян.га),26.0
2025-11,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),31.0
2025-11,Баян-Өлгий — Ашиглалтын талбай (мян.га),20.3
2025-11,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),395.4
2025-11,Баян-Өлгий — Нийт зөвшөөрөл (тоо),103.0
2025-11,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),72.0
2025-11,Баян-Өлгий — Хайгуулын талбай (мян.га),375.0
2025-11,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),97.0
2025-11,Баянхонгор — Ашиглалтын талбай (мян.га),166.4
2025-11,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),406.9
2025-11,Баянхонгор — Нийт зөвшөөрөл (тоо),141.0
2025-11,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),44.0
2025-11,Баянхонгор — Хайгуулын талбай (мян.га),240.5
2025-11,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2025-11,Булган — Ашиглалтын талбай (мян.га),40.3
2025-11,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),207.6
2025-11,Булган — Нийт зөвшөөрөл (тоо),116.0
2025-11,Булган — Хайгуулын зөвшөөрөл (тоо),37.0
2025-11,Булган — Хайгуулын талбай (мян.га),167.3
2025-11,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2025-11,Говь-Алтай — Ашиглалтын талбай (мян.га),78.5
2025-11,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),577.2
2025-11,Говь-Алтай — Нийт зөвшөөрөл (тоо),138.0
2025-11,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),74.0
2025-11,Говь-Алтай — Хайгуулын талбай (мян.га),498.7
2025-11,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-11,Говьсүмбэр — Ашиглалтын талбай (мян.га),37.5
2025-11,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),42.1
2025-11,Говьсүмбэр — Нийт зөвшөөрөл (тоо),17.0
2025-11,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2025-11,Говьсүмбэр — Хайгуулын талбай (мян.га),4.6
2025-11,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2025-11,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2025-11,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),14.7
2025-11,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2025-11,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2025-11,Дархан-Уул — Хайгуулын талбай (мян.га),6.3
2025-11,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),230.0
2025-11,Дорноговь — Ашиглалтын талбай (мян.га),292.0
2025-11,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1105.3
2025-11,Дорноговь — Нийт зөвшөөрөл (тоо),363.0
2025-11,Дорноговь — Хайгуулын зөвшөөрөл (тоо),133.0
2025-11,Дорноговь — Хайгуулын талбай (мян.га),813.3
2025-11,Дорнод — Ашиглалтын зөвшөөрөл (тоо),82.0
2025-11,Дорнод — Ашиглалтын талбай (мян.га),76.5
2025-11,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),717.5
2025-11,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2025-11,Дорнод — Хайгуулын зөвшөөрөл (тоо),87.0
2025-11,Дорнод — Хайгуулын талбай (мян.га),641.0
2025-11,Дундговь — Ашиглалтын зөвшөөрөл (тоо),133.0
2025-11,Дундговь — Ашиглалтын талбай (мян.га),208.9
2025-11,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),484.8
2025-11,Дундговь — Нийт зөвшөөрөл (тоо),195.0
2025-11,Дундговь — Хайгуулын зөвшөөрөл (тоо),62.0
