сар,аймаг_үзүүлэлт,утга
2023-12,Дундговь — Хайгуулын талбай (мян.га),370.6
2023-12,Завхан — Ашиглалтын зөвшөөрөл (тоо),13.0
2023-12,Завхан — Ашиглалтын талбай (мян.га),21.3
2023-12,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),214.1
2023-12,Завхан — Нийт зөвшөөрөл (тоо),50.0
2023-12,Завхан — Хайгуулын зөвшөөрөл (тоо),37.0
2023-12,Завхан — Хайгуулын талбай (мян.га),192.8
2023-12,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2023-12,Орхон — Ашиглалтын талбай (мян.га),10.7
2023-12,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2023-12,Орхон — Нийт зөвшөөрөл (тоо),14.0
2023-12,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2023-12,Орхон — Хайгуулын талбай (мян.га),6.9
2023-12,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),141.0
2023-12,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.3
2023-12,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),107.2
2023-12,Сэлэнгэ — Нийт зөвшөөрөл (тоо),180.0
2023-12,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),39.0
2023-12,Сэлэнгэ — Хайгуулын талбай (мян.га),58.9
2023-12,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),69.0
2023-12,Сүхбаатар — Ашиглалтын талбай (мян.га),56.2
2023-12,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),393.3
2023-12,Сүхбаатар — Нийт зөвшөөрөл (тоо),104.0
2023-12,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),35.0
2023-12,Сүхбаатар — Хайгуулын талбай (мян.га),337.1
2023-12,Төв — Ашиглалтын зөвшөөрөл (тоо),304.0
2023-12,Төв — Ашиглалтын талбай (мян.га),164.5
2023-12,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),375.3
2023-12,Төв — Нийт зөвшөөрөл (тоо),387.0
2023-12,Төв — Хайгуулын зөвшөөрөл (тоо),83.0
2023-12,Төв — Хайгуулын талбай (мян.га),210.8
2023-12,Увс — Ашиглалтын зөвшөөрөл (тоо),46.0
2023-12,Увс — Ашиглалтын талбай (мян.га),21.2
2023-12,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),238.9
2023-12,Увс — Нийт зөвшөөрөл (тоо),104.0
2023-12,Увс — Хайгуулын зөвшөөрөл (тоо),58.0
2023-12,Увс — Хайгуулын талбай (мян.га),217.8
2023-12,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),91.0
2023-12,Улаанбаатар — Ашиглалтын талбай (мян.га),9.7
2023-12,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),9.9
2023-12,Улаанбаатар — Нийт зөвшөөрөл (тоо),95.0
2023-12,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2023-12,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2023-12,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2023-12,Ховд — Ашиглалтын талбай (мян.га),32.4
2023-12,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),302.6
2023-12,Ховд — Нийт зөвшөөрөл (тоо),98.0
2023-12,Ховд — Хайгуулын зөвшөөрөл (тоо),60.0
2023-12,Ховд — Хайгуулын талбай (мян.га),270.1
2023-12,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),129.0
2023-12,Хэнтий — Ашиглалтын талбай (мян.га),56.9
2023-12,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),290.2
2023-12,Хэнтий — Нийт зөвшөөрөл (тоо),220.0
2023-12,Хэнтий — Хайгуулын зөвшөөрөл (тоо),91.0
2023-12,Хэнтий — Хайгуулын талбай (мян.га),233.3
2023-12,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2023-12,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2023-12,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2023-12,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2023-12,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2023-12,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2023-12,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),29.0
2023-12,Өвөрхангай — Ашиглалтын талбай (мян.га),20.7
2023-12,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),218.0
2023-12,Өвөрхангай — Нийт зөвшөөрөл (тоо),63.0
2023-12,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),34.0
2023-12,Өвөрхангай — Хайгуулын талбай (мян.га),197.4
2023-12,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),108.0
2023-12,Өмнөговь — Ашиглалтын талбай (мян.га),484.2
2023-12,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),895.7
2023-12,Өмнөговь — Нийт зөвшөөрөл (тоо),162.0
2023-12,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),54.0
2023-12,Өмнөговь — Хайгуулын талбай (мян.га),411.5
2024-01,Архангай — Ашиглалтын зөвшөөрөл (тоо),18.0
2024-01,Архангай — Ашиглалтын талбай (мян.га),11.2
2024-01,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),29.4
2024-01,Архангай — Нийт зөвшөөрөл (тоо),27.0
2024-01,Архангай — Хайгуулын зөвшөөрөл (тоо),9.0
2024-01,Архангай — Хайгуулын талбай (мян.га),18.2
2024-01,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),30.0
2024-01,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.5
2024-01,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),358.2
2024-01,Баян-Өлгий — Нийт зөвшөөрөл (тоо),94.0
2024-01,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),64.0
2024-01,Баян-Өлгий — Хайгуулын талбай (мян.га),341.7
2024-01,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),99.0
2024-01,Баянхонгор — Ашиглалтын талбай (мян.га),167.9
2024-01,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),370.1
2024-01,Баянхонгор — Нийт зөвшөөрөл (тоо),137.0
2024-01,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),38.0
2024-01,Баянхонгор — Хайгуулын талбай (мян.га),202.1
2024-01,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2024-01,Булган — Ашиглалтын талбай (мян.га),40.7
2024-01,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),212.6
2024-01,Булган — Нийт зөвшөөрөл (тоо),112.0
2024-01,Булган — Хайгуулын зөвшөөрөл (тоо),33.0
2024-01,Булган — Хайгуулын талбай (мян.га),171.8
2024-01,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),63.0
2024-01,Говь-Алтай — Ашиглалтын талбай (мян.га),82.6
2024-01,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),569.3
2024-01,Говь-Алтай — Нийт зөвшөөрөл (тоо),138.0
2024-01,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),75.0
2024-01,Говь-Алтай — Хайгуулын талбай (мян.га),486.7
2024-01,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-01,Говьсүмбэр — Ашиглалтын талбай (мян.га),38.9
2024-01,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),44.6
2024-01,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2024-01,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2024-01,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2024-01,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),62.0
2024-01,Дархан-Уул — Ашиглалтын талбай (мян.га),8.6
2024-01,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),16.0
2024-01,Дархан-Уул — Нийт зөвшөөрөл (тоо),69.0
2024-01,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),7.0
2024-01,Дархан-Уул — Хайгуулын талбай (мян.га),7.4
2024-01,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),214.0
2024-01,Дорноговь — Ашиглалтын талбай (мян.га),270.0
2024-01,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1010.2
2024-01,Дорноговь — Нийт зөвшөөрөл (тоо),356.0
2024-01,Дорноговь — Хайгуулын зөвшөөрөл (тоо),142.0
2024-01,Дорноговь — Хайгуулын талбай (мян.га),740.2
2024-01,Дорнод — Ашиглалтын зөвшөөрөл (тоо),73.0
2024-01,Дорнод — Ашиглалтын талбай (мян.га),64.3
2024-01,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),723.8
2024-01,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2024-01,Дорнод — Хайгуулын зөвшөөрөл (тоо),96.0
2024-01,Дорнод — Хайгуулын талбай (мян.га),659.5
2024-01,Дундговь — Ашиглалтын зөвшөөрөл (тоо),128.0
2024-01,Дундговь — Ашиглалтын талбай (мян.га),200.2
2024-01,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),569.8
2024-01,Дундговь — Нийт зөвшөөрөл (тоо),196.0
2024-01,Дундговь — Хайгуулын зөвшөөрөл (тоо),68.0
2024-01,Дундговь — Хайгуулын талбай (мян.га),369.5
2024-01,Завхан — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-01,Завхан — Ашиглалтын талбай (мян.га),21.3
2024-01,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),215.4
2024-01,Завхан — Нийт зөвшөөрөл (тоо),51.0
2024-01,Завхан — Хайгуулын зөвшөөрөл (тоо),38.0
2024-01,Завхан — Хайгуулын талбай (мян.га),194.1
2024-01,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2024-01,Орхон — Ашиглалтын талбай (мян.га),10.7
2024-01,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2024-01,Орхон — Нийт зөвшөөрөл (тоо),14.0
2024-01,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2024-01,Орхон — Хайгуулын талбай (мян.га),6.9
2024-01,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),141.0
2024-01,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.2
2024-01,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),107.1
2024-01,Сэлэнгэ — Нийт зөвшөөрөл (тоо),180.0
2024-01,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),39.0
2024-01,Сэлэнгэ — Хайгуулын талбай (мян.га),58.9
2024-01,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),69.0
2024-01,Сүхбаатар — Ашиглалтын талбай (мян.га),56.2
2024-01,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),386.9
2024-01,Сүхбаатар — Нийт зөвшөөрөл (тоо),104.0
2024-01,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),35.0
2024-01,Сүхбаатар — Хайгуулын талбай (мян.га),330.7
2024-01,Төв — Ашиглалтын зөвшөөрөл (тоо),305.0
2024-01,Төв — Ашиглалтын талбай (мян.га),164.5
2024-01,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),375.3
2024-01,Төв — Нийт зөвшөөрөл (тоо),388.0
2024-01,Төв — Хайгуулын зөвшөөрөл (тоо),83.0
2024-01,Төв — Хайгуулын талбай (мян.га),210.8
2024-01,Увс — Ашиглалтын зөвшөөрөл (тоо),46.0
2024-01,Увс — Ашиглалтын талбай (мян.га),21.2
2024-01,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),255.6
2024-01,Увс — Нийт зөвшөөрөл (тоо),109.0
2024-01,Увс — Хайгуулын зөвшөөрөл (тоо),63.0
2024-01,Увс — Хайгуулын талбай (мян.га),234.5
2024-01,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),91.0
2024-01,Улаанбаатар — Ашиглалтын талбай (мян.га),9.7
2024-01,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),9.9
2024-01,Улаанбаатар — Нийт зөвшөөрөл (тоо),95.0
2024-01,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2024-01,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2024-01,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2024-01,Ховд — Ашиглалтын талбай (мян.га),32.4
2024-01,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),308.6
2024-01,Ховд — Нийт зөвшөөрөл (тоо),100.0
2024-01,Ховд — Хайгуулын зөвшөөрөл (тоо),62.0
2024-01,Ховд — Хайгуулын талбай (мян.га),276.2
2024-01,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),129.0
2024-01,Хэнтий — Ашиглалтын талбай (мян.га),56.9
2024-01,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),299.8
2024-01,Хэнтий — Нийт зөвшөөрөл (тоо),221.0
2024-01,Хэнтий — Хайгуулын зөвшөөрөл (тоо),92.0
2024-01,Хэнтий — Хайгуулын талбай (мян.га),242.9
2024-01,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2024-01,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2024-01,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2024-01,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2024-01,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2024-01,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2024-01,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),29.0
2024-01,Өвөрхангай — Ашиглалтын талбай (мян.га),20.7
2024-01,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),193.2
2024-01,Өвөрхангай — Нийт зөвшөөрөл (тоо),62.0
2024-01,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),33.0
2024-01,Өвөрхангай — Хайгуулын талбай (мян.га),172.6
2024-01,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),108.0
2024-01,Өмнөговь — Ашиглалтын талбай (мян.га),484.2
2024-01,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),893.3
2024-01,Өмнөговь — Нийт зөвшөөрөл (тоо),161.0
2024-01,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),53.0
2024-01,Өмнөговь — Хайгуулын талбай (мян.га),409.1
2024-02,Архангай — Ашиглалтын зөвшөөрөл (тоо),18.0
2024-02,Архангай — Ашиглалтын талбай (мян.га),11.2
2024-02,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),29.4
2024-02,Архангай — Нийт зөвшөөрөл (тоо),27.0
2024-02,Архангай — Хайгуулын зөвшөөрөл (тоо),9.0
2024-02,Архангай — Хайгуулын талбай (мян.га),18.2
2024-02,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),30.0
2024-02,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.5
2024-02,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),358.2
2024-02,Баян-Өлгий — Нийт зөвшөөрөл (тоо),94.0
2024-02,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),64.0
2024-02,Баян-Өлгий — Хайгуулын талбай (мян.га),341.7
2024-02,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),99.0
2024-02,Баянхонгор — Ашиглалтын талбай (мян.га),167.9
2024-02,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),368.7
2024-02,Баянхонгор — Нийт зөвшөөрөл (тоо),137.0
2024-02,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),38.0
2024-02,Баянхонгор — Хайгуулын талбай (мян.га),200.7
2024-02,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2024-02,Булган — Ашиглалтын талбай (мян.га),40.7
2024-02,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),212.6
2024-02,Булган — Нийт зөвшөөрөл (тоо),112.0
2024-02,Булган — Хайгуулын зөвшөөрөл (тоо),33.0
2024-02,Булган — Хайгуулын талбай (мян.га),171.8
2024-02,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),63.0
2024-02,Говь-Алтай — Ашиглалтын талбай (мян.га),82.6
2024-02,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),569.3
2024-02,Говь-Алтай — Нийт зөвшөөрөл (тоо),138.0
2024-02,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),75.0
2024-02,Говь-Алтай — Хайгуулын талбай (мян.га),486.7
2024-02,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-02,Говьсүмбэр — Ашиглалтын талбай (мян.га),38.9
2024-02,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),44.6
2024-02,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2024-02,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2024-02,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2024-02,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),62.0
2024-02,Дархан-Уул — Ашиглалтын талбай (мян.га),8.6
2024-02,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),16.0
2024-02,Дархан-Уул — Нийт зөвшөөрөл (тоо),69.0
2024-02,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),7.0
2024-02,Дархан-Уул — Хайгуулын талбай (мян.га),7.4
2024-02,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),215.0
2024-02,Дорноговь — Ашиглалтын талбай (мян.га),271.0
2024-02,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),979.1
2024-02,Дорноговь — Нийт зөвшөөрөл (тоо),353.0
2024-02,Дорноговь — Хайгуулын зөвшөөрөл (тоо),138.0
2024-02,Дорноговь — Хайгуулын талбай (мян.га),708.1
2024-02,Дорнод — Ашиглалтын зөвшөөрөл (тоо),73.0
2024-02,Дорнод — Ашиглалтын талбай (мян.га),64.3
2024-02,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),723.4
2024-02,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2024-02,Дорнод — Хайгуулын зөвшөөрөл (тоо),96.0
2024-02,Дорнод — Хайгуулын талбай (мян.га),659.1
2024-02,Дундговь — Ашиглалтын зөвшөөрөл (тоо),130.0
2024-02,Дундговь — Ашиглалтын талбай (мян.га),201.7
2024-02,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),562.5
2024-02,Дундговь — Нийт зөвшөөрөл (тоо),196.0
2024-02,Дундговь — Хайгуулын зөвшөөрөл (тоо),66.0
2024-02,Дундговь — Хайгуулын талбай (мян.га),360.8
2024-02,Завхан — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-02,Завхан — Ашиглалтын талбай (мян.га),21.3
2024-02,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),215.4
2024-02,Завхан — Нийт зөвшөөрөл (тоо),51.0
2024-02,Завхан — Хайгуулын зөвшөөрөл (тоо),38.0
2024-02,Завхан — Хайгуулын талбай (мян.га),194.1
2024-02,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2024-02,Орхон — Ашиглалтын талбай (мян.га),10.7
2024-02,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2024-02,Орхон — Нийт зөвшөөрөл (тоо),14.0
2024-02,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2024-02,Орхон — Хайгуулын талбай (мян.га),6.9
2024-02,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),141.0
2024-02,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.2
2024-02,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),105.5
2024-02,Сэлэнгэ — Нийт зөвшөөрөл (тоо),178.0
2024-02,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),37.0
2024-02,Сэлэнгэ — Хайгуулын талбай (мян.га),57.3
2024-02,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),68.0
2024-02,Сүхбаатар — Ашиглалтын талбай (мян.га),56.2
2024-02,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),386.9
2024-02,Сүхбаатар — Нийт зөвшөөрөл (тоо),103.0
2024-02,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),35.0
2024-02,Сүхбаатар — Хайгуулын талбай (мян.га),330.7
2024-02,Төв — Ашиглалтын зөвшөөрөл (тоо),305.0
2024-02,Төв — Ашиглалтын талбай (мян.га),164.5
2024-02,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),374.5
2024-02,Төв — Нийт зөвшөөрөл (тоо),387.0
2024-02,Төв — Хайгуулын зөвшөөрөл (тоо),82.0
2024-02,Төв — Хайгуулын талбай (мян.га),210.0
2024-02,Увс — Ашиглалтын зөвшөөрөл (тоо),46.0
2024-02,Увс — Ашиглалтын талбай (мян.га),21.2
2024-02,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),255.6
2024-02,Увс — Нийт зөвшөөрөл (тоо),109.0
2024-02,Увс — Хайгуулын зөвшөөрөл (тоо),63.0
2024-02,Увс — Хайгуулын талбай (мян.га),234.5
2024-02,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),91.0
2024-02,Улаанбаатар — Ашиглалтын талбай (мян.га),9.7
2024-02,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),9.9
2024-02,Улаанбаатар — Нийт зөвшөөрөл (тоо),95.0
2024-02,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2024-02,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2024-02,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2024-02,Ховд — Ашиглалтын талбай (мян.га),32.4
2024-02,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),315.1
2024-02,Ховд — Нийт зөвшөөрөл (тоо),102.0
2024-02,Ховд — Хайгуулын зөвшөөрөл (тоо),64.0
2024-02,Ховд — Хайгуулын талбай (мян.га),282.6
2024-02,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),129.0
2024-02,Хэнтий — Ашиглалтын талбай (мян.га),56.9
2024-02,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),299.8
2024-02,Хэнтий — Нийт зөвшөөрөл (тоо),221.0
2024-02,Хэнтий — Хайгуулын зөвшөөрөл (тоо),92.0
2024-02,Хэнтий — Хайгуулын талбай (мян.га),242.9
2024-02,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2024-02,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2024-02,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2024-02,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2024-02,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2024-02,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2024-02,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),29.0
2024-02,Өвөрхангай — Ашиглалтын талбай (мян.га),20.7
2024-02,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),193.2
2024-02,Өвөрхангай — Нийт зөвшөөрөл (тоо),62.0
2024-02,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),33.0
2024-02,Өвөрхангай — Хайгуулын талбай (мян.га),172.6
2024-02,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),108.0
2024-02,Өмнөговь — Ашиглалтын талбай (мян.га),484.2
2024-02,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),881.6
2024-02,Өмнөговь — Нийт зөвшөөрөл (тоо),160.0
2024-02,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),52.0
2024-02,Өмнөговь — Хайгуулын талбай (мян.га),397.3
2024-03,Архангай — Ашиглалтын зөвшөөрөл (тоо),18.0
2024-03,Архангай — Ашиглалтын талбай (мян.га),11.2
2024-03,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),29.4
2024-03,Архангай — Нийт зөвшөөрөл (тоо),27.0
2024-03,Архангай — Хайгуулын зөвшөөрөл (тоо),9.0
2024-03,Архангай — Хайгуулын талбай (мян.га),18.2
2024-03,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),30.0
2024-03,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.5
2024-03,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),364.3
2024-03,Баян-Өлгий — Нийт зөвшөөрөл (тоо),95.0
2024-03,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),65.0
2024-03,Баян-Өлгий — Хайгуулын талбай (мян.га),347.7
2024-03,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),99.0
2024-03,Баянхонгор — Ашиглалтын талбай (мян.га),167.9
2024-03,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),379.2
2024-03,Баянхонгор — Нийт зөвшөөрөл (тоо),139.0
2024-03,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),40.0
2024-03,Баянхонгор — Хайгуулын талбай (мян.га),211.3
2024-03,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2024-03,Булган — Ашиглалтын талбай (мян.га),40.7
2024-03,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),215.0
2024-03,Булган — Нийт зөвшөөрөл (тоо),115.0
2024-03,Булган — Хайгуулын зөвшөөрөл (тоо),36.0
2024-03,Булган — Хайгуулын талбай (мян.га),174.2
2024-03,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2024-03,Говь-Алтай — Ашиглалтын талбай (мян.га),82.8
2024-03,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),571.8
2024-03,Говь-Алтай — Нийт зөвшөөрөл (тоо),139.0
2024-03,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),75.0
2024-03,Говь-Алтай — Хайгуулын талбай (мян.га),489.0
2024-03,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-03,Говьсүмбэр — Ашиглалтын талбай (мян.га),38.9
2024-03,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),44.6
2024-03,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2024-03,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2024-03,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2024-03,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),62.0
2024-03,Дархан-Уул — Ашиглалтын талбай (мян.га),8.6
2024-03,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),16.0
2024-03,Дархан-Уул — Нийт зөвшөөрөл (тоо),69.0
2024-03,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),7.0
2024-03,Дархан-Уул — Хайгуулын талбай (мян.га),7.4
2024-03,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),215.0
2024-03,Дорноговь — Ашиглалтын талбай (мян.га),271.0
2024-03,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),993.1
2024-03,Дорноговь — Нийт зөвшөөрөл (тоо),355.0
2024-03,Дорноговь — Хайгуулын зөвшөөрөл (тоо),140.0
2024-03,Дорноговь — Хайгуулын талбай (мян.га),722.1
2024-03,Дорнод — Ашиглалтын зөвшөөрөл (тоо),73.0
