улс,он,экспорт_сая_ам_дол
Швейцарь,2022,1030718.8
Шинэ Зеланд,2022,1.7
Шри Ланк,2022,0.0
Эквадор,2022,0.0
Энэтхэг,2022,743.8
Эстон,2022,434.4
Этиоп,2022,1600.0
Япон,2022,15228.2
Өмнөд Африкийн Бүгд Найрамдах Улс,2022,1.7
АНУ,2023,36553.5
Австрали,2023,7443.7
Австри,2023,3352.9
Азербайжан,2023,315.5
Америкийн Самао,2023,8.0
Ангол,2023,0.0
Арабын Нэгдсэн Эмират,2023,6507.9
Аргентин,2023,342.2
Армен,2023,59.1
Аруба,2023,0.0
БНАСAУ,2023,128.2
БНСУ,2023,126443.2
БНХАУ,2023,13940183.1
Балба,2023,1218.7
Бангладеш,2023,0.0
Беларусь,2023,572.5
Бельги,2023,238.8
Болгар,2023,53.3
Боливи,2023,0.0
Бразил,2023,0.0
Буркина-Фасо,2023,339.7
Вануату,2023,0.0
Вьетнам,2023,5590.4
Грек,2023,0.3
Гренланд,2023,0.0
Гүрж,2023,380.1
Дани,2023,72.1
Дүн,2023,15186897.4
Европын холбоо,2023,137957.6
Египет,2023,18156.7
Зүүн Хойд Ази,2023,14081747.4
Зүүн Өмнөд Ази,2023,16902.0
Израиль,2023,0.8
Индонез,2023,50.3
Иордан,2023,2.2
Иран,2023,34900.1
Ирланд,2023,12.5
Испани,2023,1278.2
Итали,2023,98994.8
Их Британи,2023,7393.7
Казакстан,2023,22020.5
Камбож,2023,0.0
Канад,2023,1520.2
Катар,2023,1157.4
Кени,2023,0.0
Кипр,2023,0.0
Киргиз,2023,7646.5
Колумби,2023,0.0
Кот д Ивуар,2023,0.0
Куба,2023,0.0
Кувейт,2023,0.0
Лаос,2023,2.0
Латви,2023,152.3
Ливан,2023,314.9
Литва,2023,945.5
Лихтенштейн Вант улс,2023,0.0
Люксембург,2023,251.4
Малайз,2023,1220.8
Мальта,2023,0.0
Марокко,2023,0.0
Мексик,2023,77.2
Молдав,2023,0.0
Монако,2023,3.5
Мьянмар,2023,0.0
Нигери,2023,6.0
Нидерланд,2023,3766.4
Норвеги,2023,321.9
ОХУ,2023,112709.7
Пакистан,2023,884.3
Панам,2023,0.0
Папуа Шинэ Гвиней,2023,0.0
Перу,2023,12.5
Польш,2023,1116.2
Португаль,2023,174.3
Пуэрто-Рико,2023,0.0
Румын,2023,17.9
Саудын Араб,2023,452.5
Свазиленд,2023,0.0
Серби,2023,0.0
Сингапур,2023,8557.8
Сири,2023,0.0
Словак,2023,87.9
Словени,2023,0.0
Соломоновын арал,2023,0.0
Судан,2023,231.4
Суринам,2023,0.0
Тажикстан,2023,12.2
Тайвань,2023,26484.5
Тайланд,2023,1372.8
Танзани,2023,65.1
Турк,2023,2996.4
Туркменистан,2023,0.0
Уганда,2023,0.0
Узбикистан,2023,4655.5
Украйн,2023,55.3
Унгар,2023,102.5
Уругвай,2023,2.0
Фижи,2023,0.0
Филиппин,2023,107.9
Финлянд,2023,31.1
Франц,2023,11370.8
ХБНГУ,2023,14694.9
Хорват,2023,0.0
Чад,2023,0.0
Чехийн БНУ,2023,442.6
Чили,2023,18.9
Швед,2023,776.5
Швейцарь,2023,666311.7
Шинэ Зеланд,2023,228.7
Шри Ланк,2023,0.0
Эквадор,2023,12090.0
Энэтхэг,2023,1216.8
Эстон,2023,24.5
Этиоп,2023,0.0
Япон,2023,14992.9
Өмнөд Африкийн Бүгд Найрамдах Улс,2023,671.1
АНУ,2024,166397.03
Австрали,2024,26884.48
Австри,2024,5029.76
Азербайжан,2024,1916.81
Америкийн Самао,2024,0.0
Ангол,2024,268.32
Арабын Нэгдсэн Эмират,2024,8254.96
Аргентин,2024,0.0
Армен,2024,68.1
Аруба,2024,0.0
БНАСAУ,2024,0.0
БНСУ,2024,52559.86
БНХАУ,2024,14420678.66
Балба,2024,1270.63
Бангладеш,2024,0.0
Беларусь,2024,45.32
Бельги,2024,398.03
Болгар,2024,0.0
Боливи,2024,0.0
Бразил,2024,0.0
Буркина-Фасо,2024,9.99
Вануату,2024,0.0
Вьетнам,2024,836.85
Грек,2024,0.0
Гренланд,2024,0.0
Гүрж,2024,1.85
Дани,2024,46.47
Дүн,2024,15783377.91
Европын холбоо,2024,101480.12
Египет,2024,1118.99
Зүүн Хойд Ази,2024,14485796.43
Зүүн Өмнөд Ази,2024,13867.46
Израиль,2024,3.77
Индонез,2024,32.29
Иордан,2024,2.2
Иран,2024,66250.55
Ирланд,2024,33.49
Испани,2024,3077.77
Итали,2024,59634.58
Их Британи,2024,3522.33
Казакстан,2024,6802.09
Камбож,2024,0.0
Канад,2024,917.25
Катар,2024,1546.38
Кени,2024,0.0
Кипр,2024,0.0
Киргиз,2024,2576.59
Колумби,2024,0.0
Кот д Ивуар,2024,0.0
Куба,2024,0.0
Кувейт,2024,28.78
Лаос,2024,0.41
Латви,2024,94.2
Ливан,2024,312.92
Литва,2024,16.13
Лихтенштейн Вант улс,2024,2.73
Люксембург,2024,781.29
Малайз,2024,143.09
Мальта,2024,0.0
Марокко,2024,0.0
Мексик,2024,36.29
Молдав,2024,0.0
Монако,2024,0.0
Мьянмар,2024,0.0
Нигери,2024,0.3
Нидерланд,2024,2336.23
Норвеги,2024,388.0
ОХУ,2024,100712.12
Пакистан,2024,2428.8
Панам,2024,0.0
Папуа Шинэ Гвиней,2024,0.0
Перу,2024,10.56
Польш,2024,1218.81
Португаль,2024,111.24
Пуэрто-Рико,2024,0.05
Румын,2024,14.8
Саудын Араб,2024,400.54
Свазиленд,2024,0.0
Серби,2024,0.0
Сингапур,2024,10417.31
Сири,2024,0.0
Словак,2024,9.13
Словени,2024,6.3
Соломоновын арал,2024,0.0
Судан,2024,431.4
Суринам,2024,0.0
Тажикстан,2024,135.74
Тайвань,2024,427.63
Тайланд,2024,2434.52
Танзани,2024,0.0
Турк,2024,3388.47
Туркменистан,2024,0.0
Уганда,2024,0.0
Узбикистан,2024,5863.8
Украйн,2024,123.04
Унгар,2024,104.47
Уругвай,2024,0.0
Фижи,2024,0.0
Филиппин,2024,3.0
Финлянд,2024,38.9
Франц,2024,20346.25
ХБНГУ,2024,7167.18
Хорват,2024,0.0
Чад,2024,0.0
Чехийн БНУ,2024,304.1
Чили,2024,0.0
Швед,2024,659.44
Швейцарь,2024,744975.45
Шинэ Зеланд,2024,39.98
Шри Ланк,2024,227.2
Эквадор,2024,0.0
Энэтхэг,2024,504.12
Эстон,2024,51.57
Этиоп,2024,0.0
Япон,2024,12557.92
Өмнөд Африкийн Бүгд Найрамдах Улс,2024,1.63
АНУ,2025,126826.22
Австрали,2025,3797.45
Австри,2025,4226.45
Азербайжан,2025,3569.62
Америкийн Самао,2025,0.0
Ангол,2025,0.0
Арабын Нэгдсэн Эмират,2025,2900.23
Аргентин,2025,0.0
Армен,2025,48.0
Аруба,2025,0.0
БНАСAУ,2025,1788.48
БНСУ,2025,38997.32
БНХАУ,2025,14095261.47
Балба,2025,677.92
Бангладеш,2025,0.0
Беларусь,2025,1480.74
Бельги,2025,473.61
Болгар,2025,27.53
Боливи,2025,0.0
Бразил,2025,3470.57
Буркина-Фасо,2025,0.0
Вануату,2025,0.0
Вьетнам,2025,30880.41
Грек,2025,21.11
Гренланд,2025,0.0
Гүрж,2025,0.0
Дани,2025,118.51
Дүн,2025,15761147.13
Европын холбоо,2025,97739.76
Египет,2025,338.47
Зүүн Хойд Ази,2025,14145178.86
Зүүн Өмнөд Ази,2025,42345.76
Израиль,2025,1.58
Индонез,2025,164.33
Иордан,2025,0.23
Иран,2025,61949.58
Ирланд,2025,43.96
Испани,2025,5213.24
Итали,2025,51291.36
Их Британи,2025,49733.74
Казакстан,2025,13346.42
Камбож,2025,0.0
Канад,2025,864.18
Катар,2025,2223.59
Кени,2025,0.0
Кипр,2025,128.86
Киргиз,2025,17297.43
Колумби,2025,0.0
Кот д Ивуар,2025,0.0
Куба,2025,0.0
Кувейт,2025,195.06
Лаос,2025,0.0
Латви,2025,5.35
Ливан,2025,3.53
Литва,2025,34.92
Лихтенштейн Вант улс,2025,0.0
Люксембург,2025,422.4
Малайз,2025,566.15
Мальта,2025,0.0
Марокко,2025,0.4
Мексик,2025,60.49
Молдав,2025,0.0
Монако,2025,0.0
Мьянмар,2025,0.0
Нигери,2025,0.0
Нидерланд,2025,1690.9
Норвеги,2025,494.02
ОХУ,2025,60651.8
Пакистан,2025,0.0
Панам,2025,1.2
Папуа Шинэ Гвиней,2025,54.0
Перу,2025,0.79
Польш,2025,1739.74
Португаль,2025,54.89
Пуэрто-Рико,2025,0.0
Румын,2025,909.29
Саудын Араб,2025,491.28
Свазиленд,2025,0.0
Серби,2025,5.29
Сингапур,2025,10321.57
Сири,2025,92.2
Словак,2025,0.0
Словени,2025,0.0
Соломоновын арал,2025,0.0
Судан,2025,139.38
Суринам,2025,0.0
Тажикстан,2025,1570.65
Тайвань,2025,355.42
Тайланд,2025,409.07
Танзани,2025,8.18
Турк,2025,1100.9
Туркменистан,2025,77.05
Уганда,2025,0.0
Узбикистан,2025,25496.73
Украйн,2025,43.32
Унгар,2025,326.43
Уругвай,2025,0.0
Фижи,2025,0.0
Филиппин,2025,4.23
Финлянд,2025,76.17
Франц,2025,10291.11
ХБНГУ,2025,19719.09
Хорват,2025,0.0
Чад,2025,0.0
Чехийн БНУ,2025,369.28
Чили,2025,9.2
Швед,2025,553.19
Швейцарь,2025,1089184.25
Шинэ Зеланд,2025,550.13
Шри Ланк,2025,0.05
Эквадор,2025,0.0
Энэтхэг,2025,1588.33
Эстон,2025,2.37
Этиоп,2025,31.37
Япон,2025,9131.59
Өмнөд Африкийн Бүгд Найрамдах Улс,2025,3151.38
