огноо,чуулган,товлосон_цаг,эхэлсэн_цаг,цагийн_мэдээллийн_төлөв,өгөгдлийн_төлөв,эх_сурвалжийн_нийтлэл,эх_файлын_холбоос,үзүүлэлт,утга,нэгж
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Хэлэлцэх асуудал,11,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Албан ёсоор цагтаа ирсэн,74,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Албан ёсоор хоцорсон,27,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Чөлөөтэй,8,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Эмнэлгийн чөлөө,5,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Орон нутгийн томилолт,5,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Гадаад томилолт,4,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Тайлбаргүй тасалсан,3,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Биеэр оролцсон,101,тоо
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Биеэр оролцсон хувь,80.2,хувь
2026-05-14,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,73.3,хувь
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Хэлэлцэх асуудал,7,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Хуралдаан эхэлсэн хоцролт,3,минут
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Албан ёсоор цагтаа ирсэн,66,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Албан ёсоор хоцорсон,27,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Чөлөөтэй,12,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Эмнэлгийн чөлөө,6,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Орон нутгийн томилолт,6,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Гадаад томилолт,4,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Тайлбаргүй тасалсан,5,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Биеэр оролцсон,93,тоо
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Биеэр оролцсон хувь,73.8,хувь
2026-05-15,Хаврын ээлжит чуулган,10:00,10:03,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.0,хувь
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Хэлэлцэх асуудал,9,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Албан ёсоор цагтаа ирсэн,66,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Албан ёсоор хоцорсон,38,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Чөлөөтэй,6,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Эмнэлгийн чөлөө,4,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Орон нутгийн томилолт,2,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Гадаад томилолт,9,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Тайлбаргүй тасалсан,1,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Биеэр оролцсон,104,тоо
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Биеэр оролцсон хувь,82.5,хувь
2026-05-21,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,63.5,хувь
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Хэлэлцэх асуудал,11,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Албан ёсоор цагтаа ирсэн,71,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Албан ёсоор хоцорсон,30,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Чөлөөтэй,8,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Эмнэлгийн чөлөө,3,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Орон нутгийн томилолт,3,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Гадаад томилолт,9,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Тайлбаргүй тасалсан,2,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Биеэр оролцсон,101,тоо
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Биеэр оролцсон хувь,80.2,хувь
2026-05-22,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,70.3,хувь
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Хэлэлцэх асуудал,16,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Албан ёсоор цагтаа ирсэн,71,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Албан ёсоор хоцорсон,39,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Чөлөөтэй,4,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Эмнэлгийн чөлөө,4,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Орон нутгийн томилолт,1,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Гадаад томилолт,6,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Тайлбаргүй тасалсан,1,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Биеэр оролцсон,110,тоо
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Биеэр оролцсон хувь,87.3,хувь
2026-05-28,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,64.5,хувь
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Хэлэлцэх асуудал,6,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Албан ёсоор цагтаа ирсэн,66,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Албан ёсоор хоцорсон,40,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Чөлөөтэй,2,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Эмнэлгийн чөлөө,4,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Орон нутгийн томилолт,3,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Гадаад томилолт,10,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Тайлбаргүй тасалсан,1,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Биеэр оролцсон,106,тоо
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Биеэр оролцсон хувь,84.1,хувь
2026-05-29,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,62.3,хувь
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Хэлэлцэх асуудал,5,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Хуралдаан эхэлсэн хоцролт,7,минут
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Албан ёсоор цагтаа ирсэн,69,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Албан ёсоор хоцорсон,22,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Чөлөөтэй,5,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Эмнэлгийн чөлөө,3,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Орон нутгийн томилолт,8,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Гадаад томилолт,19,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Тайлбаргүй тасалсан,0,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Биеэр оролцсон,91,тоо
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Биеэр оролцсон хувь,72.2,хувь
2026-06-02,Хаврын ээлжит чуулган,14:00,14:07,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,75.8,хувь
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Хэлэлцэх асуудал,10,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Хуралдаан эхэлсэн хоцролт,,минут
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Албан ёсоор цагтаа ирсэн,67,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Албан ёсоор хоцорсон,30,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Чөлөөтэй,6,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Эмнэлгийн чөлөө,2,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Орон нутгийн томилолт,5,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Гадаад томилолт,14,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Тайлбаргүй тасалсан,2,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Биеэр оролцсон,97,тоо
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Биеэр оролцсон хувь,77.0,хувь
2026-06-04,Хаврын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,69.1,хувь
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Хэлэлцэх асуудал,7,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Хуралдаан эхэлсэн хоцролт,6,минут
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Албан ёсоор цагтаа ирсэн,67,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Албан ёсоор хоцорсон,27,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Чөлөөтэй,6,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Эмнэлгийн чөлөө,4,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Орон нутгийн томилолт,5,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Гадаад томилолт,15,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Тайлбаргүй тасалсан,2,тоо
2026-06-05,Хаврын ээлжит чуулган,10:00,10:06,Бүрэн,Эцсийн,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1,Биеэр оролцсон,94,тоо
