region,month,deaths
Bayankhongor,2023-07,51
Bulgan,2023-07,35
Darkhan-Uul,2023-07,36
Dornod,2023-07,29
Dornogovi,2023-07,36
Dundgovi,2023-07,25
Govi-Altai,2023-07,33
Govisumber,2023-07,4
Khentii,2023-07,28
Khovd,2023-07,35
Khuvsgul,2023-07,62
Orkhon,2023-07,46
Selenge,2023-07,55
Sukhbaatar,2023-07,21
Tuv,2023-07,48
Ulaanbaatar,2023-07,705
Umnugovi,2023-07,35
Uvs,2023-07,41
Uvurkhangai,2023-07,63
Zavkhan,2023-07,32
Arkhangai,2023-08,51
Bayan-Ulgii,2023-08,36
Bayankhongor,2023-08,34
Bulgan,2023-08,28
Darkhan-Uul,2023-08,38
Dornod,2023-08,28
Dornogovi,2023-08,38
Dundgovi,2023-08,22
Govi-Altai,2023-08,24
Govisumber,2023-08,7
Khentii,2023-08,28
Khovd,2023-08,39
Khuvsgul,2023-08,60
Orkhon,2023-08,35
Selenge,2023-08,36
Sukhbaatar,2023-08,21
Tuv,2023-08,45
Ulaanbaatar,2023-08,725
Umnugovi,2023-08,22
Uvs,2023-08,40
Uvurkhangai,2023-08,51
Zavkhan,2023-08,34
Arkhangai,2023-09,51
Bayan-Ulgii,2023-09,39
Bayankhongor,2023-09,44
Bulgan,2023-09,22
Darkhan-Uul,2023-09,30
Dornod,2023-09,41
Dornogovi,2023-09,30
Dundgovi,2023-09,18
Govi-Altai,2023-09,18
Govisumber,2023-09,5
Khentii,2023-09,33
Khovd,2023-09,31
Khuvsgul,2023-09,52
Orkhon,2023-09,37
Selenge,2023-09,34
Sukhbaatar,2023-09,22
Tuv,2023-09,39
Ulaanbaatar,2023-09,680
Umnugovi,2023-09,27
Uvs,2023-09,33
Uvurkhangai,2023-09,40
Zavkhan,2023-09,21
Arkhangai,2023-10,33
Bayan-Ulgii,2023-10,32
Bayankhongor,2023-10,37
Bulgan,2023-10,34
Darkhan-Uul,2023-10,47
Dornod,2023-10,36
Dornogovi,2023-10,26
Dundgovi,2023-10,17
Govi-Altai,2023-10,18
Govisumber,2023-10,3
Khentii,2023-10,34
Khovd,2023-10,30
Khuvsgul,2023-10,67
Orkhon,2023-10,45
Selenge,2023-10,44
Sukhbaatar,2023-10,21
Tuv,2023-10,48
Ulaanbaatar,2023-10,621
Umnugovi,2023-10,21
Uvs,2023-10,35
Uvurkhangai,2023-10,39
Zavkhan,2023-10,37
Arkhangai,2023-11,37
Bayan-Ulgii,2023-11,36
Bayankhongor,2023-11,39
Bulgan,2023-11,22
Darkhan-Uul,2023-11,47
Dornod,2023-11,39
Dornogovi,2023-11,29
Dundgovi,2023-11,18
Govi-Altai,2023-11,13
Govisumber,2023-11,12
Khentii,2023-11,30
Khovd,2023-11,29
Khuvsgul,2023-11,66
Orkhon,2023-11,42
Selenge,2023-11,55
Sukhbaatar,2023-11,21
Tuv,2023-11,41
Ulaanbaatar,2023-11,900
Umnugovi,2023-11,24
Uvs,2023-11,27
Uvurkhangai,2023-11,46
Zavkhan,2023-11,23
Arkhangai,2023-12,42
Bayan-Ulgii,2023-12,43
Bayankhongor,2023-12,44
Bulgan,2023-12,23
Darkhan-Uul,2023-12,34
Dornod,2023-12,34
Dornogovi,2023-12,32
Dundgovi,2023-12,20
Govi-Altai,2023-12,32
Govisumber,2023-12,5
Khentii,2023-12,35
Khovd,2023-12,44
Khuvsgul,2023-12,69
Orkhon,2023-12,48
Selenge,2023-12,42
Sukhbaatar,2023-12,29
Tuv,2023-12,39
Ulaanbaatar,2023-12,951
Umnugovi,2023-12,26
Uvs,2023-12,32
Uvurkhangai,2023-12,49
Zavkhan,2023-12,18
Arkhangai,2024-01,44
Bayan-Ulgii,2024-01,38
Bayankhongor,2024-01,30
Bulgan,2024-01,30
Darkhan-Uul,2024-01,47
Dornod,2024-01,34
Dornogovi,2024-01,23
Dundgovi,2024-01,19
Govi-Altai,2024-01,32
Govisumber,2024-01,11
Khentii,2024-01,34
Khovd,2024-01,25
Khuvsgul,2024-01,40
Orkhon,2024-01,55
Selenge,2024-01,50
Sukhbaatar,2024-01,35
Tuv,2024-01,41
Ulaanbaatar,2024-01,754
Umnugovi,2024-01,30
Uvs,2024-01,27
Uvurkhangai,2024-01,55
Zavkhan,2024-01,29
Arkhangai,2024-02,42
Bayan-Ulgii,2024-02,38
Bayankhongor,2024-02,36
Bulgan,2024-02,26
Darkhan-Uul,2024-02,37
Dornod,2024-02,37
Dornogovi,2024-02,29
Dundgovi,2024-02,26
Govi-Altai,2024-02,31
Govisumber,2024-02,7
Khentii,2024-02,32
Khovd,2024-02,37
Khuvsgul,2024-02,66
Orkhon,2024-02,39
Selenge,2024-02,36
Sukhbaatar,2024-02,28
Tuv,2024-02,40
Ulaanbaatar,2024-02,668
Umnugovi,2024-02,17
Uvs,2024-02,28
Uvurkhangai,2024-02,55
Zavkhan,2024-02,29
Arkhangai,2024-03,36
Bayan-Ulgii,2024-03,34
Bayankhongor,2024-03,30
Bulgan,2024-03,23
Darkhan-Uul,2024-03,34
Dornod,2024-03,28
Dornogovi,2024-03,31
Dundgovi,2024-03,12
Govi-Altai,2024-03,16
Govisumber,2024-03,10
Khentii,2024-03,40
Khovd,2024-03,21
Khuvsgul,2024-03,60
Orkhon,2024-03,55
Selenge,2024-03,51
Sukhbaatar,2024-03,22
Tuv,2024-03,43
Ulaanbaatar,2024-03,723
Umnugovi,2024-03,32
Uvs,2024-03,39
Uvurkhangai,2024-03,35
Zavkhan,2024-03,23
Arkhangai,2024-04,37
Bayan-Ulgii,2024-04,31
Bayankhongor,2024-04,34
Bulgan,2024-04,29
Darkhan-Uul,2024-04,37
Dornod,2024-04,25
Dornogovi,2024-04,29
Dundgovi,2024-04,21
Govi-Altai,2024-04,19
Govisumber,2024-04,12
Khentii,2024-04,33
Khovd,2024-04,24
Khuvsgul,2024-04,82
Orkhon,2024-04,43
Selenge,2024-04,49
Sukhbaatar,2024-04,22
Tuv,2024-04,47
Ulaanbaatar,2024-04,683
Umnugovi,2024-04,28
Uvs,2024-04,37
Uvurkhangai,2024-04,50
Zavkhan,2024-04,33
Arkhangai,2024-05,42
Bayan-Ulgii,2024-05,54
Bayankhongor,2024-05,45
Bulgan,2024-05,19
Darkhan-Uul,2024-05,47
Dornod,2024-05,48
Dornogovi,2024-05,38
Dundgovi,2024-05,9
Govi-Altai,2024-05,28
Govisumber,2024-05,6
Khentii,2024-05,29
Khovd,2024-05,30
Khuvsgul,2024-05,81
Orkhon,2024-05,37
Selenge,2024-05,51
Sukhbaatar,2024-05,23
Tuv,2024-05,45
Ulaanbaatar,2024-05,778
Umnugovi,2024-05,24
Uvs,2024-05,34
Uvurkhangai,2024-05,51
Zavkhan,2024-05,26
Arkhangai,2024-06,28
Bayan-Ulgii,2024-06,41
Bayankhongor,2024-06,39
Bulgan,2024-06,24
Darkhan-Uul,2024-06,43
Dornod,2024-06,32
Dornogovi,2024-06,29
Dundgovi,2024-06,15
Govi-Altai,2024-06,23
Govisumber,2024-06,13
Khentii,2024-06,30
Khovd,2024-06,36
Khuvsgul,2024-06,56
Orkhon,2024-06,39
Selenge,2024-06,41
Sukhbaatar,2024-06,34
Tuv,2024-06,47
Ulaanbaatar,2024-06,705
Umnugovi,2024-06,27
Uvs,2024-06,51
Uvurkhangai,2024-06,45
Zavkhan,2024-06,30
Arkhangai,2024-07,47
Bayan-Ulgii,2024-07,46
Bayankhongor,2024-07,35
Bulgan,2024-07,31
Darkhan-Uul,2024-07,35
Dornod,2024-07,35
Dornogovi,2024-07,33
Dundgovi,2024-07,31
Govi-Altai,2024-07,33
Govisumber,2024-07,5
Khentii,2024-07,34
Khovd,2024-07,35
Khuvsgul,2024-07,63
Orkhon,2024-07,45
Selenge,2024-07,52
Sukhbaatar,2024-07,34
Tuv,2024-07,64
Ulaanbaatar,2024-07,740
Umnugovi,2024-07,28
Uvs,2024-07,52
Uvurkhangai,2024-07,47
Zavkhan,2024-07,41
Arkhangai,2024-08,44
Bayan-Ulgii,2024-08,43
Bayankhongor,2024-08,44
Bulgan,2024-08,26
Darkhan-Uul,2024-08,37
Dornod,2024-08,22
Dornogovi,2024-08,31
Dundgovi,2024-08,16
Govi-Altai,2024-08,30
Govisumber,2024-08,8
Khentii,2024-08,27
Khovd,2024-08,30
Khuvsgul,2024-08,51
Orkhon,2024-08,39
Selenge,2024-08,40
Sukhbaatar,2024-08,28
Tuv,2024-08,38
Ulaanbaatar,2024-08,812
Umnugovi,2024-08,34
Uvs,2024-08,25
Uvurkhangai,2024-08,52
Zavkhan,2024-08,29
Arkhangai,2024-09,45
Bayan-Ulgii,2024-09,43
Bayankhongor,2024-09,34
Bulgan,2024-09,29
Darkhan-Uul,2024-09,56
Dornod,2024-09,36
Dornogovi,2024-09,42
Dundgovi,2024-09,13
Govi-Altai,2024-09,26
Govisumber,2024-09,6
Khentii,2024-09,36
Khovd,2024-09,28
Khuvsgul,2024-09,74
Orkhon,2024-09,43
Selenge,2024-09,49
Sukhbaatar,2024-09,31
Tuv,2024-09,47
Ulaanbaatar,2024-09,742
Umnugovi,2024-09,20
Uvs,2024-09,32
Uvurkhangai,2024-09,46
Zavkhan,2024-09,26
Arkhangai,2024-10,53
Bayan-Ulgii,2024-10,29
Bayankhongor,2024-10,43
Bulgan,2024-10,33
Darkhan-Uul,2024-10,47
Dornod,2024-10,24
Dornogovi,2024-10,40
Dundgovi,2024-10,25
Govi-Altai,2024-10,23
Govisumber,2024-10,12
Khentii,2024-10,24
Khovd,2024-10,27
Khuvsgul,2024-10,70
Orkhon,2024-10,48
Selenge,2024-10,47
Sukhbaatar,2024-10,27
Tuv,2024-10,45
Ulaanbaatar,2024-10,822
Umnugovi,2024-10,30
Uvs,2024-10,40
Uvurkhangai,2024-10,55
Zavkhan,2024-10,32
Arkhangai,2024-11,43
Bayan-Ulgii,2024-11,46
Bayankhongor,2024-11,32
Bulgan,2024-11,29
Darkhan-Uul,2024-11,44
Dornod,2024-11,61
Dornogovi,2024-11,41
Dundgovi,2024-11,19
Govi-Altai,2024-11,15
Govisumber,2024-11,1
Khentii,2024-11,26
Khovd,2024-11,26
Khuvsgul,2024-11,67
Orkhon,2024-11,31
Selenge,2024-11,44
Sukhbaatar,2024-11,27
Tuv,2024-11,47
Ulaanbaatar,2024-11,879
Umnugovi,2024-11,34
Uvs,2024-11,18
Uvurkhangai,2024-11,35
Zavkhan,2024-11,27
Arkhangai,2024-12,37
Bayan-Ulgii,2024-12,45
Bayankhongor,2024-12,56
Bulgan,2024-12,39
Darkhan-Uul,2024-12,51
Dornod,2024-12,43
Dornogovi,2024-12,32
Dundgovi,2024-12,20
Govi-Altai,2024-12,19
Govisumber,2024-12,3
Khentii,2024-12,41
Khovd,2024-12,35
Khuvsgul,2024-12,105
Orkhon,2024-12,51
Selenge,2024-12,46
Sukhbaatar,2024-12,25
Tuv,2024-12,48
Ulaanbaatar,2024-12,868
Umnugovi,2024-12,35
Uvs,2024-12,32
Uvurkhangai,2024-12,48
Zavkhan,2024-12,27
Arkhangai,2025-01,39
Bayan-Ulgii,2025-01,38
Bayankhongor,2025-01,38
Bulgan,2025-01,28
Darkhan-Uul,2025-01,41
Dornod,2025-01,29
Dornogovi,2025-01,25
Dundgovi,2025-01,17
Govi-Altai,2025-01,18
Govisumber,2025-01,7
Khentii,2025-01,40
Khovd,2025-01,19
Khuvsgul,2025-01,52
Orkhon,2025-01,41
Selenge,2025-01,53
Sukhbaatar,2025-01,23
Tuv,2025-01,37
Ulaanbaatar,2025-01,811
Umnugovi,2025-01,28
Uvs,2025-01,34
Uvurkhangai,2025-01,39
Zavkhan,2025-01,25
Arkhangai,2025-02,42
Bayan-Ulgii,2025-02,42
Bayankhongor,2025-02,24
Bulgan,2025-02,18
Darkhan-Uul,2025-02,36
Dornod,2025-02,30
Dornogovi,2025-02,22
Dundgovi,2025-02,17
Govi-Altai,2025-02,23
Govisumber,2025-02,5
Khentii,2025-02,15
Khovd,2025-02,24
Khuvsgul,2025-02,50
Orkhon,2025-02,35
Selenge,2025-02,35
Sukhbaatar,2025-02,19
Tuv,2025-02,31
Ulaanbaatar,2025-02,587
Umnugovi,2025-02,28
Uvs,2025-02,36
Uvurkhangai,2025-02,45
Zavkhan,2025-02,32
Arkhangai,2025-03,41
Bayan-Ulgii,2025-03,32
Bayankhongor,2025-03,42
Bulgan,2025-03,39
Darkhan-Uul,2025-03,48
Dornod,2025-03,40
Dornogovi,2025-03,42
Dundgovi,2025-03,30
Govi-Altai,2025-03,21
Govisumber,2025-03,5
Khentii,2025-03,33
Khovd,2025-03,28
Khuvsgul,2025-03,67
Orkhon,2025-03,36
Selenge,2025-03,54
Sukhbaatar,2025-03,31
Tuv,2025-03,54
Ulaanbaatar,2025-03,746
Umnugovi,2025-03,31
Uvs,2025-03,47
Uvurkhangai,2025-03,59
Zavkhan,2025-03,37
Arkhangai,2025-04,46
Bayan-Ulgii,2025-04,44
Bayankhongor,2025-04,28
Bulgan,2025-04,34
Darkhan-Uul,2025-04,47
Dornod,2025-04,29
Dornogovi,2025-04,32
Dundgovi,2025-04,26
Govi-Altai,2025-04,17
Govisumber,2025-04,13
Khentii,2025-04,33
Khovd,2025-04,19
Khuvsgul,2025-04,54
Orkhon,2025-04,38
Selenge,2025-04,44
Sukhbaatar,2025-04,28
Tuv,2025-04,45
Ulaanbaatar,2025-04,778
Umnugovi,2025-04,30
Uvs,2025-04,43
Uvurkhangai,2025-04,43
Zavkhan,2025-04,25
Arkhangai,2025-05,48
Bayan-Ulgii,2025-05,37
Bayankhongor,2025-05,43
Bulgan,2025-05,31
Darkhan-Uul,2025-05,53
Dornod,2025-05,31
Dornogovi,2025-05,41
Dundgovi,2025-05,10
Govi-Altai,2025-05,25
Govisumber,2025-05,11
Khentii,2025-05,30
Khovd,2025-05,22
Khuvsgul,2025-05,80
Orkhon,2025-05,45
Selenge,2025-05,50
Sukhbaatar,2025-05,27
Tuv,2025-05,40
Ulaanbaatar,2025-05,736
Umnugovi,2025-05,25
Uvs,2025-05,32
Uvurkhangai,2025-05,43
Zavkhan,2025-05,22
Arkhangai,2025-06,47
Bayan-Ulgii,2025-06,31
Bayankhongor,2025-06,30
Bulgan,2025-06,37
Darkhan-Uul,2025-06,44
Dornod,2025-06,32
Dornogovi,2025-06,47
Dundgovi,2025-06,25
Govi-Altai,2025-06,25
Govisumber,2025-06,6
Khentii,2025-06,29
Khovd,2025-06,21
Khuvsgul,2025-06,47
Orkhon,2025-06,41
Selenge,2025-06,66
Sukhbaatar,2025-06,23
Tuv,2025-06,39
Ulaanbaatar,2025-06,779
Umnugovi,2025-06,21
Uvs,2025-06,40
Uvurkhangai,2025-06,49
Zavkhan,2025-06,21
Arkhangai,2025-07,38
Bayan-Ulgii,2025-07,43
Bayankhongor,2025-07,46
Bulgan,2025-07,41
Darkhan-Uul,2025-07,38
Dornod,2025-07,38
Dornogovi,2025-07,40
Dundgovi,2025-07,21
Govi-Altai,2025-07,23
Govisumber,2025-07,7
Khentii,2025-07,40
Khovd,2025-07,27
Khuvsgul,2025-07,76
Orkhon,2025-07,35
Selenge,2025-07,55
Sukhbaatar,2025-07,23
Tuv,2025-07,44
Ulaanbaatar,2025-07,729
Umnugovi,2025-07,18
Uvs,2025-07,43
Uvurkhangai,2025-07,46
Zavkhan,2025-07,22
Arkhangai,2025-08,43
Bayan-Ulgii,2025-08,41
Bayankhongor,2025-08,41
Bulgan,2025-08,26
Darkhan-Uul,2025-08,45
Dornod,2025-08,29
Dornogovi,2025-08,36
Dundgovi,2025-08,16
Govi-Altai,2025-08,18
Govisumber,2025-08,4
Khentii,2025-08,32
Khovd,2025-08,27
Khuvsgul,2025-08,60
Orkhon,2025-08,36
Selenge,2025-08,32
Sukhbaatar,2025-08,36
Tuv,2025-08,34
Ulaanbaatar,2025-08,724
Umnugovi,2025-08,20
Uvs,2025-08,32
Uvurkhangai,2025-08,42
Zavkhan,2025-08,26
Arkhangai,2025-09,50
Bayan-Ulgii,2025-09,36
Bayankhongor,2025-09,39
Bulgan,2025-09,27
Darkhan-Uul,2025-09,34
Dornod,2025-09,47
Dornogovi,2025-09,36
Dundgovi,2025-09,26
Govi-Altai,2025-09,16
Govisumber,2025-09,13
Khentii,2025-09,28
Khovd,2025-09,31
Khuvsgul,2025-09,64
Orkhon,2025-09,47
Selenge,2025-09,50
Sukhbaatar,2025-09,25
Tuv,2025-09,53
Ulaanbaatar,2025-09,775
Umnugovi,2025-09,18
Uvs,2025-09,37
Uvurkhangai,2025-09,63
Zavkhan,2025-09,36
Arkhangai,2025-10,38
Bayan-Ulgii,2025-10,40
Bayankhongor,2025-10,36
Bulgan,2025-10,28
Darkhan-Uul,2025-10,35
Dornod,2025-10,39
Dornogovi,2025-10,39
Dundgovi,2025-10,19
Govi-Altai,2025-10,17
Govisumber,2025-10,10
Khentii,2025-10,38
Khovd,2025-10,35
Khuvsgul,2025-10,75
Orkhon,2025-10,48
Selenge,2025-10,48
Sukhbaatar,2025-10,28
Tuv,2025-10,41
Ulaanbaatar,2025-10,830
Umnugovi,2025-10,26
Uvs,2025-10,34
Uvurkhangai,2025-10,47
Zavkhan,2025-10,21
Arkhangai,2025-11,47
Bayan-Ulgii,2025-11,26
Bayankhongor,2025-11,34
Bulgan,2025-11,31
Darkhan-Uul,2025-11,34
Dornod,2025-11,80
Dornogovi,2025-11,43
Dundgovi,2025-11,22
Govi-Altai,2025-11,22
Govisumber,2025-11,7
Khentii,2025-11,26
Khovd,2025-11,31
Khuvsgul,2025-11,51
Orkhon,2025-11,40
Selenge,2025-11,37
Sukhbaatar,2025-11,24
Tuv,2025-11,36
Ulaanbaatar,2025-11,831
Umnugovi,2025-11,29
Uvs,2025-11,29
Uvurkhangai,2025-11,53
Zavkhan,2025-11,17
Arkhangai,2025-12,42
Bayan-Ulgii,2025-12,40
Bayankhongor,2025-12,36
Bulgan,2025-12,24
Darkhan-Uul,2025-12,81
Dornod,2025-12,42
Dornogovi,2025-12,38
Dundgovi,2025-12,12
Govi-Altai,2025-12,25
Govisumber,2025-12,9
Khentii,2025-12,34
Khovd,2025-12,29
Khuvsgul,2025-12,51
Orkhon,2025-12,54
Selenge,2025-12,46
Sukhbaatar,2025-12,29
Tuv,2025-12,68
Ulaanbaatar,2025-12,819
Umnugovi,2025-12,27
Uvs,2025-12,33
Uvurkhangai,2025-12,47
Zavkhan,2025-12,36
Arkhangai,2026-01,46
Bayan-Ulgii,2026-01,31
Bayankhongor,2026-01,26
Bulgan,2026-01,23
Darkhan-Uul,2026-01,44
Dornod,2026-01,30
Dornogovi,2026-01,29
Dundgovi,2026-01,15
Govi-Altai,2026-01,22
Govisumber,2026-01,3
Khentii,2026-01,25
Khovd,2026-01,37
Khuvsgul,2026-01,59
Orkhon,2026-01,40
Selenge,2026-01,53
Sukhbaatar,2026-01,22
Tuv,2026-01,54
Ulaanbaatar,2026-01,773
Umnugovi,2026-01,29
Uvs,2026-01,33
Uvurkhangai,2026-01,45
Zavkhan,2026-01,34
Arkhangai,2026-02,45
Bayan-Ulgii,2026-02,23
Bayankhongor,2026-02,31
Bulgan,2026-02,17
Darkhan-Uul,2026-02,39
Dornod,2026-02,36
Dornogovi,2026-02,27
Dundgovi,2026-02,19
Govi-Altai,2026-02,22
Govisumber,2026-02,8
Khentii,2026-02,24
Khovd,2026-02,29
Khuvsgul,2026-02,58
Orkhon,2026-02,34
Selenge,2026-02,53
Sukhbaatar,2026-02,21
Tuv,2026-02,42
Ulaanbaatar,2026-02,643
Umnugovi,2026-02,35
Uvs,2026-02,29
Uvurkhangai,2026-02,56
Zavkhan,2026-02,27
Arkhangai,2026-03,64
Bayan-Ulgii,2026-03,41
Bayankhongor,2026-03,34
Bulgan,2026-03,22
Darkhan-Uul,2026-03,44
Dornod,2026-03,33
Dornogovi,2026-03,40
Dundgovi,2026-03,20
Govi-Altai,2026-03,21
Govisumber,2026-03,9
Khentii,2026-03,30
Khovd,2026-03,34
Khuvsgul,2026-03,58
Orkhon,2026-03,43
Selenge,2026-03,60
Sukhbaatar,2026-03,31
Tuv,2026-03,47
Ulaanbaatar,2026-03,949
Umnugovi,2026-03,33
Uvs,2026-03,30
Uvurkhangai,2026-03,42
Zavkhan,2026-03,40
Arkhangai,2026-04,36
Bayan-Ulgii,2026-04,27
Bayankhongor,2026-04,29
Bulgan,2026-04,25
Darkhan-Uul,2026-04,41
Dornod,2026-04,36
Dornogovi,2026-04,45
Dundgovi,2026-04,31
Govi-Altai,2026-04,12
Govisumber,2026-04,6
Khentii,2026-04,29
Khovd,2026-04,39
Khuvsgul,2026-04,40
Orkhon,2026-04,54
Selenge,2026-04,37
Sukhbaatar,2026-04,25
Tuv,2026-04,44
Ulaanbaatar,2026-04,664
Umnugovi,2026-04,28
Uvs,2026-04,38
Uvurkhangai,2026-04,54
Zavkhan,2026-04,24
Arkhangai,2026-05,36
Bayan-Ulgii,2026-05,41
Bayankhongor,2026-05,36
Bulgan,2026-05,36
Darkhan-Uul,2026-05,47
Dornod,2026-05,23
Dornogovi,2026-05,41
Dundgovi,2026-05,22
Govi-Altai,2026-05,32
Govisumber,2026-05,13
Khentii,2026-05,26
Khovd,2026-05,33
Khuvsgul,2026-05,76
Orkhon,2026-05,49
Selenge,2026-05,37
Sukhbaatar,2026-05,27
Tuv,2026-05,38
Ulaanbaatar,2026-05,645
Umnugovi,2026-05,40
Uvs,2026-05,45
Uvurkhangai,2026-05,53
Zavkhan,2026-05,32
Arkhangai,2026-06,40
Bayan-Ulgii,2026-06,39
Bayankhongor,2026-06,31
Bulgan,2026-06,36
Darkhan-Uul,2026-06,37
Dornod,2026-06,27
Dornogovi,2026-06,28
Dundgovi,2026-06,16
Govi-Altai,2026-06,24
Govisumber,2026-06,12
Khentii,2026-06,34
Khovd,2026-06,30
Khuvsgul,2026-06,64
Orkhon,2026-06,35
Selenge,2026-06,42
Sukhbaatar,2026-06,23
Tuv,2026-06,32
Ulaanbaatar,2026-06,718
Umnugovi,2026-06,29
Uvs,2026-06,30
Uvurkhangai,2026-06,58
Zavkhan,2026-06,28
Arkhangai,2026-07,48
Bayan-Ulgii,2026-07,57
Bayankhongor,2026-07,41
Bulgan,2026-07,35
Darkhan-Uul,2026-07,48
Dornod,2026-07,29
Dornogovi,2026-07,29
Dundgovi,2026-07,20
Govi-Altai,2026-07,21
Govisumber,2026-07,7
Khentii,2026-07,37
Khovd,2026-07,35
Khuvsgul,2026-07,74
Orkhon,2026-07,50
Selenge,2026-07,44
Sukhbaatar,2026-07,21
Tuv,2026-07,47
Ulaanbaatar,2026-07,843
Umnugovi,2026-07,33
Uvs,2026-07,33
Uvurkhangai,2026-07,60
Zavkhan,2026-07,25
