огноо,ангилал,хэрэглээний_үнийн_индекс
2016-05,"Эм тариа, эмнэлгийн үйлчилгээ",77.0
2016-05,"Хүнсний бараа, ундаа, ус",78.8
2016-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.6
2016-05,Тээвэр,84.8
2016-05,"Хувцас, бөс бараа, гутал",82.7
2016-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",85.3
2016-05,"Согтууруулах ундаа, тамхи",83.2
2016-05,Боловсролын үйлчилгээ,79.5
2016-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.3
2016-06,"Эм тариа, эмнэлгийн үйлчилгээ",77.1
2016-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",85.4
2016-06,Боловсролын үйлчилгээ,79.5
2016-06,"Зочид буудал, зоогийн газар, дотуур байр",80.4
2016-06,"Бусад бараа, үйлчилгээ",80.8
2016-06,"Согтууруулах ундаа, тамхи",83.7
2016-06,"Хувцас, бөс бараа, гутал",82.8
2016-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.5
2016-06,"Орон сууц, ус, цахилгаан, түлш",75.1
2016-06,Тээвэр,84.5
2016-06,"Хүнсний бараа, ундаа, ус",78.2
2016-07,"Бусад бараа, үйлчилгээ",81.0
2016-07,"Согтууруулах ундаа, тамхи",83.8
2016-07,Боловсролын үйлчилгээ,79.5
2016-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",85.8
2016-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.8
2016-07,"Эм тариа, эмнэлгийн үйлчилгээ",77.7
2016-07,"Хувцас, бөс бараа, гутал",83.4
2016-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.3
2016-07,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2016-07,"Орон сууц, ус, цахилгаан, түлш",75.8
2016-07,"Хүнсний бараа, ундаа, ус",77.4
2016-07,Тээвэр,84.6
2016-08,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2016-08,"Орон сууц, ус, цахилгаан, түлш",75.9
2016-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.9
2016-08,"Хүнсний бараа, ундаа, ус",74.3
2016-08,Тээвэр,85.4
2016-08,"Эм тариа, эмнэлгийн үйлчилгээ",78.0
2016-08,"Согтууруулах ундаа, тамхи",83.6
2016-08,Боловсролын үйлчилгээ,82.4
2016-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.1
2016-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2016-08,"Хувцас, бөс бараа, гутал",83.1
2016-08,"Бусад бараа, үйлчилгээ",81.8
2016-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.9
2016-09,"Согтууруулах ундаа, тамхи",84.0
2016-09,Боловсролын үйлчилгээ,82.4
2016-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.1
2016-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2016-09,Тээвэр,85.2
2016-09,"Хувцас, бөс бараа, гутал",83.2
2016-09,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2016-09,"Бусад бараа, үйлчилгээ",82.2
2016-09,"Эм тариа, эмнэлгийн үйлчилгээ",78.1
2016-09,"Хүнсний бараа, ундаа, ус",72.5
2016-09,"Орон сууц, ус, цахилгаан, түлш",76.1
2016-10,"Бусад бараа, үйлчилгээ",81.9
2016-10,"Орон сууц, ус, цахилгаан, түлш",76.8
2016-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",85.8
2016-10,Боловсролын үйлчилгээ,82.3
2016-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2016-10,"Согтууруулах ундаа, тамхи",83.9
2016-10,"Хувцас, бөс бараа, гутал",83.2
2016-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.0
2016-10,"Эм тариа, эмнэлгийн үйлчилгээ",77.9
2016-10,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2016-10,Тээвэр,85.3
2016-10,"Хүнсний бараа, ундаа, ус",70.7
2016-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.0
2016-11,"Бусад бараа, үйлчилгээ",82.5
2016-11,"Орон сууц, ус, цахилгаан, түлш",78.7
2016-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.1
2016-11,Боловсролын үйлчилгээ,82.3
2016-11,"Эм тариа, эмнэлгийн үйлчилгээ",78.4
2016-11,"Хувцас, бөс бараа, гутал",84.0
2016-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2016-11,"Хүнсний бараа, ундаа, ус",70.6
2016-11,Тээвэр,85.5
2016-11,"Зочид буудал, зоогийн газар, дотуур байр",81.0
2016-11,"Согтууруулах ундаа, тамхи",84.0
2016-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",78.1
2016-12,"Орон сууц, ус, цахилгаан, түлш",78.7
2016-12,"Бусад бараа, үйлчилгээ",83.1
2016-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.3
2016-12,Боловсролын үйлчилгээ,82.3
2016-12,"Согтууруулах ундаа, тамхи",84.1
2016-12,"Эм тариа, эмнэлгийн үйлчилгээ",78.7
2016-12,"Зочид буудал, зоогийн газар, дотуур байр",81.3
2016-12,Тээвэр,85.5
2016-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2016-12,"Хувцас, бөс бараа, гутал",84.4
2016-12,"Хүнсний бараа, ундаа, ус",71.8
2017-01,"Эм тариа, эмнэлгийн үйлчилгээ",78.6
2017-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.8
2017-01,"Согтууруулах ундаа, тамхи",84.4
2017-01,"Зочид буудал, зоогийн газар, дотуур байр",80.8
2017-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.2
2017-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",79.0
2017-01,"Бусад бараа, үйлчилгээ",83.5
2017-01,"Хүнсний бараа, ундаа, ус",75.1
2017-01,"Хувцас, бөс бараа, гутал",84.4
2017-01,Тээвэр,85.5
2017-01,Боловсролын үйлчилгээ,81.7
2017-01,"Орон сууц, ус, цахилгаан, түлш",77.2
2017-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.4
2017-02,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2017-02,"Хувцас, бөс бараа, гутал",83.8
2017-02,"Эм тариа, эмнэлгийн үйлчилгээ",78.8
2017-02,"Орон сууц, ус, цахилгаан, түлш",77.2
2017-02,"Хүнсний бараа, ундаа, ус",77.2
2017-02,"Бусад бараа, үйлчилгээ",83.7
2017-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",79.0
2017-02,"Согтууруулах ундаа, тамхи",84.5
2017-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.8
2017-02,Тээвэр,86.6
2017-02,Боловсролын үйлчилгээ,81.7
2017-03,"Эм тариа, эмнэлгийн үйлчилгээ",79.4
2017-03,"Хүнсний бараа, ундаа, ус",79.2
2017-03,Боловсролын үйлчилгээ,81.7
2017-03,"Бусад бараа, үйлчилгээ",83.9
2017-03,"Орон сууц, ус, цахилгаан, түлш",77.3
2017-03,"Зочид буудал, зоогийн газар, дотуур байр",79.2
2017-03,Тээвэр,88.7
2017-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.7
2017-03,"Хувцас, бөс бараа, гутал",84.2
2017-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.4
2017-03,"Согтууруулах ундаа, тамхи",85.4
2017-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",79.3
2017-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.3
2017-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",86.9
2017-04,"Бусад бараа, үйлчилгээ",84.6
2017-04,"Согтууруулах ундаа, тамхи",85.2
2017-04,Тээвэр,91.2
2017-04,"Зочид буудал, зоогийн газар, дотуур байр",79.7
2017-04,"Хүнсний бараа, ундаа, ус",81.1
2017-04,"Орон сууц, ус, цахилгаан, түлш",76.9
2017-04,"Эм тариа, эмнэлгийн үйлчилгээ",80.4
2017-04,"Хувцас, бөс бараа, гутал",84.6
2017-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.4
2017-04,Боловсролын үйлчилгээ,81.7
2017-05,"Орон сууц, ус, цахилгаан, түлш",76.5
2017-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",87.4
2017-05,"Эм тариа, эмнэлгийн үйлчилгээ",80.7
2017-05,"Хувцас, бөс бараа, гутал",84.7
2017-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.3
2017-05,Боловсролын үйлчилгээ,81.7
2017-05,"Согтууруулах ундаа, тамхи",85.4
2017-05,"Зочид буудал, зоогийн газар, дотуур байр",79.8
2017-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.3
2017-05,"Бусад бараа, үйлчилгээ",85.3
2017-05,Тээвэр,92.9
2017-05,"Хүнсний бараа, ундаа, ус",81.6
2017-06,"Зочид буудал, зоогийн газар, дотуур байр",80.8
2017-06,"Эм тариа, эмнэлгийн үйлчилгээ",80.8
2017-06,Тээвэр,93.0
2017-06,"Орон сууц, ус, цахилгаан, түлш",76.0
2017-06,"Хүнсний бараа, ундаа, ус",79.7
2017-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",87.6
2017-06,"Хувцас, бөс бараа, гутал",84.8
2017-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.3
2017-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2017-06,"Бусад бараа, үйлчилгээ",85.6
2017-06,"Согтууруулах ундаа, тамхи",85.8
2017-06,Боловсролын үйлчилгээ,81.7
2017-07,"Хувцас, бөс бараа, гутал",84.9
2017-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",87.8
2017-07,Тээвэр,93.1
2017-07,"Хүнсний бараа, ундаа, ус",79.8
2017-07,"Согтууруулах ундаа, тамхи",85.8
2017-07,Боловсролын үйлчилгээ,81.7
2017-07,"Бусад бараа, үйлчилгээ",85.7
2017-07,"Эм тариа, эмнэлгийн үйлчилгээ",80.8
2017-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2017-07,"Орон сууц, ус, цахилгаан, түлш",76.0
2017-07,"Зочид буудал, зоогийн газар, дотуур байр",80.9
2017-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.2
2017-08,"Эм тариа, эмнэлгийн үйлчилгээ",81.3
2017-08,Боловсролын үйлчилгээ,86.2
2017-08,"Орон сууц, ус, цахилгаан, түлш",78.9
2017-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",87.9
2017-08,"Хүнсний бараа, ундаа, ус",79.8
2017-08,"Зочид буудал, зоогийн газар, дотуур байр",81.1
2017-08,"Бусад бараа, үйлчилгээ",86.2
2017-08,Тээвэр,93.2
2017-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.4
2017-08,"Хувцас, бөс бараа, гутал",85.1
2017-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.2
2017-08,"Согтууруулах ундаа, тамхи",85.8
2017-09,Тээвэр,93.9
2017-09,"Зочид буудал, зоогийн газар, дотуур байр",82.1
2017-09,Боловсролын үйлчилгээ,86.2
2017-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.1
2017-09,"Орон сууц, ус, цахилгаан, түлш",80.2
2017-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",80.6
2017-09,"Эм тариа, эмнэлгийн үйлчилгээ",81.5
2017-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",88.1
2017-09,"Бусад бараа, үйлчилгээ",86.3
2017-09,"Согтууруулах ундаа, тамхи",85.9
2017-09,"Хүнсний бараа, ундаа, ус",79.0
2017-09,"Хувцас, бөс бараа, гутал",86.0
2017-10,"Эм тариа, эмнэлгийн үйлчилгээ",82.9
2017-10,Тээвэр,94.3
2017-10,"Хувцас, бөс бараа, гутал",86.9
2017-10,Боловсролын үйлчилгээ,86.2
2017-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2017-10,"Бусад бараа, үйлчилгээ",87.2
2017-10,"Орон сууц, ус, цахилгаан, түлш",82.3
2017-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",89.0
2017-10,"Зочид буудал, зоогийн газар, дотуур байр",82.5
2017-10,"Согтууруулах ундаа, тамхи",86.8
2017-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",81.4
2017-10,"Хүнсний бараа, ундаа, ус",78.0
2017-11,"Зочид буудал, зоогийн газар, дотуур байр",81.5
2017-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",81.7
2017-11,"Бусад бараа, үйлчилгээ",88.7
2017-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",89.8
2017-11,Тээвэр,93.6
2017-11,Боловсролын үйлчилгээ,86.2
2017-11,"Согтууруулах ундаа, тамхи",87.1
2017-11,"Орон сууц, ус, цахилгаан, түлш",82.3
2017-11,"Эм тариа, эмнэлгийн үйлчилгээ",84.0
2017-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.8
2017-11,"Хувцас, бөс бараа, гутал",87.5
2017-11,"Хүнсний бараа, ундаа, ус",77.7
2017-12,"Зочид буудал, зоогийн газар, дотуур байр",83.2
2017-12,"Орон сууц, ус, цахилгаан, түлш",82.9
2017-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",82.0
2017-12,"Эм тариа, эмнэлгийн үйлчилгээ",85.4
2017-12,"Хувцас, бөс бараа, гутал",87.8
2017-12,"Хүнсний бараа, ундаа, ус",78.1
2017-12,"Бусад бараа, үйлчилгээ",89.1
2017-12,"Согтууруулах ундаа, тамхи",87.4
2017-12,Тээвэр,94.3
2017-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.6
2017-12,Боловсролын үйлчилгээ,86.2
2017-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",90.5
2018-01,"Эм тариа, эмнэлгийн үйлчилгээ",86.3
2018-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",81.9
2018-01,"Орон сууц, ус, цахилгаан, түлш",85.9
2018-01,"Бусад бараа, үйлчилгээ",89.7
2018-01,"Согтууруулах ундаа, тамхи",91.4
2018-01,Боловсролын үйлчилгээ,86.2
2018-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.5
2018-01,"Хүнсний бараа, ундаа, ус",79.5
2018-01,"Зочид буудал, зоогийн газар, дотуур байр",83.2
2018-01,Тээвэр,95.4
2018-01,"Хувцас, бөс бараа, гутал",88.2
2018-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",91.4
2018-02,Боловсролын үйлчилгээ,86.2
2018-02,"Хүнсний бараа, ундаа, ус",81.8
2018-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.5
2018-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",82.0
2018-02,"Орон сууц, ус, цахилгаан, түлш",85.9
2018-02,"Хувцас, бөс бараа, гутал",87.6
2018-02,"Зочид буудал, зоогийн газар, дотуур байр",83.7
2018-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",91.6
2018-02,Тээвэр,96.6
2018-02,"Согтууруулах ундаа, тамхи",92.1
2018-02,"Бусад бараа, үйлчилгээ",89.7
2018-02,"Эм тариа, эмнэлгийн үйлчилгээ",86.5
2018-03,Боловсролын үйлчилгээ,86.2
2018-03,"Хүнсний бараа, ундаа, ус",83.9
2018-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",91.9
2018-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.4
2018-03,"Бусад бараа, үйлчилгээ",90.2
2018-03,"Эм тариа, эмнэлгийн үйлчилгээ",87.5
2018-03,"Согтууруулах ундаа, тамхи",91.9
2018-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",82.3
2018-03,"Зочид буудал, зоогийн газар, дотуур байр",84.0
2018-03,Тээвэр,96.8
2018-03,"Хувцас, бөс бараа, гутал",87.4
2018-03,"Орон сууц, ус, цахилгаан, түлш",87.6
2018-04,"Согтууруулах ундаа, тамхи",92.5
2018-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",82.5
2018-04,"Зочид буудал, зоогийн газар, дотуур байр",84.1
2018-04,"Хүнсний бараа, ундаа, ус",86.1
2018-04,"Бусад бараа, үйлчилгээ",90.2
2018-04,Тээвэр,96.8
2018-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",92.3
2018-04,Боловсролын үйлчилгээ,86.2
2018-04,"Эм тариа, эмнэлгийн үйлчилгээ",88.2
2018-04,"Хувцас, бөс бараа, гутал",87.1
2018-04,"Орон сууц, ус, цахилгаан, түлш",86.9
2018-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.2
2018-05,"Орон сууц, ус, цахилгаан, түлш",87.0
2018-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",92.6
2018-05,Боловсролын үйлчилгээ,86.2
2018-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",83.4
2018-05,"Эм тариа, эмнэлгийн үйлчилгээ",88.5
2018-05,"Хувцас, бөс бараа, гутал",87.4
2018-05,"Зочид буудал, зоогийн газар, дотуур байр",84.4
2018-05,Тээвэр,97.5
2018-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.3
2018-05,"Бусад бараа, үйлчилгээ",89.4
2018-05,"Хүнсний бараа, ундаа, ус",87.3
2018-05,"Согтууруулах ундаа, тамхи",92.6
2018-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",85.5
2018-06,"Эм тариа, эмнэлгийн үйлчилгээ",89.5
2018-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.0
2018-06,Боловсролын үйлчилгээ,86.2
2018-06,"Хувцас, бөс бараа, гутал",87.1
2018-06,"Зочид буудал, зоогийн газар, дотуур байр",85.0
2018-06,"Согтууруулах ундаа, тамхи",92.9
2018-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",92.8
2018-06,"Орон сууц, ус, цахилгаан, түлш",87.4
2018-06,"Бусад бараа, үйлчилгээ",90.2
2018-06,Тээвэр,97.6
2018-06,"Хүнсний бараа, ундаа, ус",88.3
2018-07,"Зочид буудал, зоогийн газар, дотуур байр",85.6
2018-07,"Хувцас, бөс бараа, гутал",87.5
2018-07,Тээвэр,99.0
2018-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.0
2018-07,"Эм тариа, эмнэлгийн үйлчилгээ",90.3
2018-07,Боловсролын үйлчилгээ,86.2
2018-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",86.8
2018-07,"Орон сууц, ус, цахилгаан, түлш",87.3
2018-07,"Хүнсний бараа, ундаа, ус",88.6
2018-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",93.1
2018-07,"Согтууруулах ундаа, тамхи",93.8
2018-07,"Бусад бараа, үйлчилгээ",90.3
2018-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",87.9
2018-08,"Согтууруулах ундаа, тамхи",92.7
2018-08,"Орон сууц, ус, цахилгаан, түлш",87.6
2018-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",93.3
2018-08,"Зочид буудал, зоогийн газар, дотуур байр",86.2
2018-08,"Хувцас, бөс бараа, гутал",88.2
2018-08,"Эм тариа, эмнэлгийн үйлчилгээ",91.7
2018-08,"Бусад бараа, үйлчилгээ",90.3
2018-08,Боловсролын үйлчилгээ,91.1
2018-08,Тээвэр,98.5
2018-08,"Хүнсний бараа, ундаа, ус",84.3
2018-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.6
2018-09,"Орон сууц, ус, цахилгаан, түлш",88.9
2018-09,"Бусад бараа, үйлчилгээ",90.8
2018-09,"Эм тариа, эмнэлгийн үйлчилгээ",92.8
2018-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",93.5
2018-09,Боловсролын үйлчилгээ,91.1
2018-09,"Согтууруулах ундаа, тамхи",93.4
2018-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.8
2018-09,"Хувцас, бөс бараа, гутал",88.7
2018-09,Тээвэр,99.6
2018-09,"Зочид буудал, зоогийн газар, дотуур байр",85.3
2018-09,"Хүнсний бараа, ундаа, ус",82.3
2018-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",89.0
2018-10,"Хүнсний бараа, ундаа, ус",82.2
2018-10,"Хувцас, бөс бараа, гутал",89.9
2018-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",93.9
2018-10,"Бусад бараа, үйлчилгээ",91.3
2018-10,"Эм тариа, эмнэлгийн үйлчилгээ",93.4
2018-10,"Зочид буудал, зоогийн газар, дотуур байр",85.6
2018-10,Боловсролын үйлчилгээ,91.1
2018-10,"Орон сууц, ус, цахилгаан, түлш",91.4
2018-10,"Согтууруулах ундаа, тамхи",93.8
2018-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2018-10,Тээвэр,102.1
2018-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",89.5
2018-11,"Хүнсний бараа, ундаа, ус",83.7
2018-11,Боловсролын үйлчилгээ,91.1
2018-11,"Согтууруулах ундаа, тамхи",94.1
2018-11,Тээвэр,104.0
2018-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2018-11,"Бусад бараа, үйлчилгээ",92.3
2018-11,"Орон сууц, ус, цахилгаан, түлш",95.5
2018-11,"Хувцас, бөс бараа, гутал",91.8
2018-11,"Зочид буудал, зоогийн газар, дотуур байр",87.4
2018-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",90.5
2018-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",94.8
2018-11,"Эм тариа, эмнэлгийн үйлчилгээ",94.6
2018-12,"Зочид буудал, зоогийн газар, дотуур байр",87.4
2018-12,"Хувцас, бөс бараа, гутал",92.3
2018-12,Боловсролын үйлчилгээ,91.1
2018-12,"Согтууруулах ундаа, тамхи",94.4
2018-12,"Бусад бараа, үйлчилгээ",92.5
2018-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",95.1
2018-12,"Орон сууц, ус, цахилгаан, түлш",96.5
2018-12,"Эм тариа, эмнэлгийн үйлчилгээ",95.1
2018-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2018-12,Тээвэр,103.4
2018-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",90.8
2018-12,"Хүнсний бараа, ундаа, ус",85.2
2019-01,"Зочид буудал, зоогийн газар, дотуур байр",88.1
2019-01,Тээвэр,101.1
2019-01,"Хувцас, бөс бараа, гутал",92.9
2019-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",95.3
2019-01,"Бусад бараа, үйлчилгээ",92.9
2019-01,"Орон сууц, ус, цахилгаан, түлш",95.0
2019-01,"Эм тариа, эмнэлгийн үйлчилгээ",95.4
2019-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",90.9
2019-01,Боловсролын үйлчилгээ,91.0
2019-01,"Согтууруулах ундаа, тамхи",95.1
2019-01,"Хүнсний бараа, ундаа, ус",88.1
2019-02,"Эм тариа, эмнэлгийн үйлчилгээ",95.8
2019-02,"Зочид буудал, зоогийн газар, дотуур байр",88.6
2019-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",91.1
2019-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-02,"Хүнсний бараа, ундаа, ус",89.0
2019-02,Тээвэр,101.3
2019-02,"Бусад бараа, үйлчилгээ",93.3
2019-02,"Согтууруулах ундаа, тамхи",95.4
2019-02,"Хувцас, бөс бараа, гутал",93.2
2019-02,Боловсролын үйлчилгээ,91.0
2019-02,"Орон сууц, ус, цахилгаан, түлш",95.3
2019-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",95.6
2019-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",95.8
2019-03,"Орон сууц, ус, цахилгаан, түлш",95.3
2019-03,"Согтууруулах ундаа, тамхи",95.6
2019-03,"Хүнсний бараа, ундаа, ус",90.7
2019-03,"Хувцас, бөс бараа, гутал",93.8
2019-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",91.2
2019-03,Тээвэр,101.5
2019-03,"Зочид буудал, зоогийн газар, дотуур байр",89.6
2019-03,Боловсролын үйлчилгээ,91.1
2019-03,"Бусад бараа, үйлчилгээ",93.7
2019-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",99.9
2019-03,"Эм тариа, эмнэлгийн үйлчилгээ",96.2
2019-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",96.1
2019-04,"Хувцас, бөс бараа, гутал",94.5
2019-04,Боловсролын үйлчилгээ,91.1
2019-04,"Бусад бараа, үйлчилгээ",94.2
2019-04,"Согтууруулах ундаа, тамхи",95.9
2019-04,"Орон сууц, ус, цахилгаан, түлш",94.6
2019-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-04,"Зочид буудал, зоогийн газар, дотуур байр",89.6
2019-04,"Хүнсний бараа, ундаа, ус",93.2
2019-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",91.7
2019-04,"Эм тариа, эмнэлгийн үйлчилгээ",96.5
2019-04,Тээвэр,102.1
2019-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",92.1
2019-05,"Орон сууц, ус, цахилгаан, түлш",95.6
2019-05,"Бусад бараа, үйлчилгээ",94.9
2019-05,Тээвэр,102.6
2019-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",96.4
2019-05,"Эм тариа, эмнэлгийн үйлчилгээ",96.9
2019-05,"Хувцас, бөс бараа, гутал",94.9
2019-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-05,Боловсролын үйлчилгээ,91.1
2019-05,"Зочид буудал, зоогийн газар, дотуур байр",90.9
2019-05,"Хүнсний бараа, ундаа, ус",97.2
2019-05,"Согтууруулах ундаа, тамхи",96.2
2019-06,"Согтууруулах ундаа, тамхи",96.5
2019-06,"Зочид буудал, зоогийн газар, дотуур байр",92.5
2019-06,"Бусад бараа, үйлчилгээ",95.4
2019-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",100.3
2019-06,Тээвэр,102.2
2019-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-06,"Орон сууц, ус, цахилгаан, түлш",97.0
2019-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",96.8
2019-06,"Эм тариа, эмнэлгийн үйлчилгээ",97.1
2019-06,Боловсролын үйлчилгээ,91.1
2019-06,"Хүнсний бараа, ундаа, ус",97.8
2019-06,"Хувцас, бөс бараа, гутал",95.6
2019-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",100.0
2019-07,"Зочид буудал, зоогийн газар, дотуур байр",93.7
2019-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",100.4
2019-07,"Эм тариа, эмнэлгийн үйлчилгээ",97.5
2019-07,"Хүнсний бараа, ундаа, ус",97.0
2019-07,"Хувцас, бөс бараа, гутал",95.9
2019-07,Тээвэр,101.9
2019-07,"Бусад бараа, үйлчилгээ",95.6
2019-07,"Согтууруулах ундаа, тамхи",96.6
