year,month,province,total_count,total_area_kha,extraction_count,extraction_area_kha,exploration_count,exploration_area_kha
2026,3,Uvurkhangai,64,200.4,30,23.2,34,177.2
2026,3,Zavkhan,51,233.8,14,22.2,37,211.6
2026,4,Arkhangai,32,38.2,21,12.3,11,26.0
2026,4,Bayan-Ulgii,114,425.4,31,20.3,83,405.1
2026,4,Bayankhongor,150,484.9,97,166.4,53,318.5
2026,4,Bulgan,112,206.4,75,39.1,37,167.3
2026,4,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2026,4,Dornod,168,656.3,83,78.9,85,577.4
2026,4,Dornogovi,366,1154.3,228,293.0,138,861.4
2026,4,Dundgovi,190,454.4,134,209.4,56,244.9
2026,4,Govi-Altai,145,659.1,64,78.5,81,580.5
2026,4,Govisumber,17,42.1,14,37.5,3,4.6
2026,4,Khentii,230,262.5,136,61.8,94,200.6
2026,4,Khovd,122,435.3,38,32.3,84,403.0
2026,4,Khuvsgul,23,17.4,21,10.3,2,7.2
2026,4,Orkhon,14,17.6,9,10.7,5,6.9
2026,4,Selenge,166,105.8,129,48.8,37,57.1
2026,4,Sukhbaatar,109,406.1,73,61.7,36,344.4
2026,4,Tuv,388,386.3,299,173.7,89,212.6
2026,4,Ulaanbaatar,96,10.6,93,9.8,3,0.8
2026,4,Umnugovi,155,813.4,111,488.5,44,324.9
2026,4,Uvs,122,252.3,50,27.0,72,225.3
2026,4,Uvurkhangai,64,200.4,30,23.2,34,177.2
2026,4,Zavkhan,51,233.8,14,22.2,37,211.6
2026,5,Arkhangai,32,38.2,21,12.3,11,26.0
2026,5,Bayan-Ulgii,115,429.5,31,20.3,84,409.1
2026,5,Bayankhongor,150,484.9,98,166.9,52,318.0
2026,5,Bulgan,110,206.1,75,39.1,35,167.0
2026,5,Darkhan-Uul,66,14.7,60,8.4,6,6.3
2026,5,Dornod,168,656.3,83,78.9,85,577.4
2026,5,Dornogovi,368,1157.9,230,293.8,138,864.0
2026,5,Dundgovi,191,466.5,136,224.4,55,242.1
2026,5,Govi-Altai,146,658.9,64,78.5,82,580.4
2026,5,Govisumber,17,42.1,14,37.5,3,4.6
2026,5,Khentii,230,262.6,136,61.9,94,200.6
2026,5,Khovd,121,423.7,38,32.3,83,391.4
2026,5,Khuvsgul,23,17.4,21,10.3,2,7.2
2026,5,Orkhon,14,17.6,9,10.7,5,6.9
2026,5,Selenge,166,105.8,129,48.8,37,57.1
2026,5,Sukhbaatar,109,406.1,73,61.7,36,344.4
2026,5,Tuv,390,386.5,300,173.9,90,212.6
2026,5,Ulaanbaatar,94,10.4,93,9.8,1,0.6
2026,5,Umnugovi,153,809.1,111,488.5,42,320.6
2026,5,Uvs,120,251.4,50,27.0,70,224.4
2026,5,Uvurkhangai,64,200.4,30,23.2,34,177.2
2026,5,Zavkhan,50,232.8,14,22.2,36,210.6
2026,6,Arkhangai,32,38.2,21,12.3,11,26.0
2026,6,Bayan-Ulgii,117,436.7,31,20.3,86,416.4
2026,6,Bayankhongor,154,493.5,98,166.9,56,326.6
2026,6,Bulgan,110,206.1,75,39.1,35,167.0
2026,6,Darkhan-Uul,67,16.9,60,8.4,7,8.5
2026,6,Dornod,171,681.9,84,79.8,87,602.1
2026,6,Dornogovi,374,1187.0,232,300.8,142,886.2
2026,6,Dundgovi,193,470.2,136,224.4,57,245.8
2026,6,Govi-Altai,148,642.0,65,79.1,83,562.9
2026,6,Govisumber,17,42.1,14,37.5,3,4.6
2026,6,Khentii,235,272.7,136,61.9,99,210.8
2026,6,Khovd,124,432.7,38,32.3,86,400.3
2026,6,Khuvsgul,22,17.4,20,10.2,2,7.2
2026,6,Orkhon,14,17.6,9,10.7,5,6.9
2026,6,Selenge,166,105.8,129,48.8,37,57.1
2026,6,Sukhbaatar,114,473.5,73,61.7,41,411.9
2026,6,Tuv,391,386.8,300,173.9,91,212.9
2026,6,Ulaanbaatar,94,10.4,93,9.8,1,0.6
2026,6,Umnugovi,155,837.5,111,488.5,44,349.0
2026,6,Uvs,122,259.6,50,27.0,72,232.5
2026,6,Uvurkhangai,65,199.5,30,23.2,35,176.2
2026,6,Zavkhan,50,232.8,14,22.2,36,210.6
