date,category,cpi_index
2020-04,Miscellaneous goods and services,98.3
2020-04,"Clothing, footwear and cloth",99.0
2020-04,Food and non-alcoholic beverages,100.7
2020-04,Transport,99.9
2020-04,"Furnishings, household equipment",99.1
2020-05,"Clothing, footwear and cloth",99.3
2020-05,Miscellaneous goods and services,98.7
2020-05,Transport,97.7
2020-05,"Alcoholic beverages, tobacco",100.2
2020-05,Education,99.8
2020-05,"Housing, water, electricity and fuels",100.1
2020-05,Communication,100.0
2020-05,"Furnishings, household equipment",99.6
2020-05,Restaurants and hotels,99.6
2020-05,Food and non-alcoholic beverages,102.1
2020-05,Recreation and culture,99.3
2020-05,Health,99.5
2020-05,Insurance and financial services,100.0
2020-06,"Clothing, footwear and cloth",99.4
2020-06,Recreation and culture,99.4
2020-06,"Furnishings, household equipment",99.7
2020-06,Miscellaneous goods and services,99.1
2020-06,"Housing, water, electricity and fuels",100.3
2020-06,Restaurants and hotels,100.3
2020-06,Health,99.6
2020-06,Insurance and financial services,100.0
2020-06,Transport,97.0
2020-06,Communication,99.9
2020-06,Food and non-alcoholic beverages,103.4
2020-06,Education,99.8
2020-06,"Alcoholic beverages, tobacco",100.3
2020-07,Insurance and financial services,100.0
2020-07,Food and non-alcoholic beverages,105.1
2020-07,Communication,100.0
2020-07,Health,99.8
2020-07,"Housing, water, electricity and fuels",100.4
2020-07,"Furnishings, household equipment",99.9
2020-07,Restaurants and hotels,100.5
2020-07,"Alcoholic beverages, tobacco",100.4
2020-07,Education,99.8
2020-07,Recreation and culture,99.4
2020-07,Transport,97.4
2020-07,Miscellaneous goods and services,99.4
2020-07,"Clothing, footwear and cloth",99.6
2020-08,Food and non-alcoholic beverages,100.4
2020-08,Transport,98.0
2020-08,Health,100.0
2020-08,"Clothing, footwear and cloth",99.8
2020-08,Recreation and culture,100.2
2020-08,"Furnishings, household equipment",100.1
2020-08,"Housing, water, electricity and fuels",100.6
2020-08,Education,100.2
2020-08,Restaurants and hotels,100.7
2020-08,Insurance and financial services,100.0
2020-08,"Alcoholic beverages, tobacco",100.5
2020-08,Miscellaneous goods and services,100.8
2020-08,Communication,100.0
2020-09,Restaurants and hotels,100.7
2020-09,"Furnishings, household equipment",100.4
2020-09,"Clothing, footwear and cloth",100.1
2020-09,Education,100.2
2020-09,"Alcoholic beverages, tobacco",100.6
2020-09,Food and non-alcoholic beverages,97.8
2020-09,Transport,98.8
2020-09,Insurance and financial services,100.0
2020-09,Recreation and culture,101.1
2020-09,Communication,100.0
2020-09,Health,100.2
2020-09,"Housing, water, electricity and fuels",101.3
2020-09,Miscellaneous goods and services,101.6
2020-10,"Alcoholic beverages, tobacco",100.7
2020-10,Insurance and financial services,100.0
2020-10,Communication,100.0
2020-10,Recreation and culture,101.2
2020-10,"Clothing, footwear and cloth",101.4
2020-10,Miscellaneous goods and services,101.9
2020-10,Restaurants and hotels,102.1
2020-10,"Housing, water, electricity and fuels",101.5
2020-10,"Furnishings, household equipment",100.9
2020-10,Health,101.3
2020-10,Transport,100.6
2020-10,Education,100.2
2020-10,Food and non-alcoholic beverages,97.5
2020-11,Insurance and financial services,100.0
2020-11,Miscellaneous goods and services,102.0
2020-11,"Furnishings, household equipment",101.0
2020-11,Food and non-alcoholic beverages,99.0
2020-11,Education,100.2
2020-11,"Housing, water, electricity and fuels",102.2
2020-11,"Clothing, footwear and cloth",101.5
2020-11,"Alcoholic beverages, tobacco",100.9
2020-11,Health,101.5
2020-11,Transport,100.4
2020-11,Recreation and culture,101.3
2020-11,Communication,100.0
2020-11,Restaurants and hotels,102.1
2020-12,Education,100.2
2020-12,Food and non-alcoholic beverages,100.6
2020-12,"Furnishings, household equipment",101.2
2020-12,Recreation and culture,101.3
2020-12,"Housing, water, electricity and fuels",93.4
2020-12,Restaurants and hotels,102.1
2020-12,Health,101.9
2020-12,"Clothing, footwear and cloth",102.0
2020-12,Miscellaneous goods and services,102.4
2020-12,Communication,100.0
2020-12,"Alcoholic beverages, tobacco",100.9
2020-12,Transport,100.4
2020-12,Insurance and financial services,100.0
2021-01,Education,100.2
2021-01,"Housing, water, electricity and fuels",94.2
2021-01,Transport,100.6
2021-01,Recreation and culture,101.3
2021-01,Food and non-alcoholic beverages,103.3
2021-01,Insurance and financial services,100.1
2021-01,Communication,100.0
2021-01,"Clothing, footwear and cloth",101.9
2021-01,Health,102.1
2021-01,Restaurants and hotels,102.4
2021-01,"Furnishings, household equipment",101.9
2021-01,Miscellaneous goods and services,102.6
2021-01,"Alcoholic beverages, tobacco",101.1
2021-02,"Housing, water, electricity and fuels",94.6
2021-02,Transport,100.9
2021-02,Food and non-alcoholic beverages,107.2
2021-02,"Furnishings, household equipment",102.7
2021-02,Education,100.2
2021-02,Restaurants and hotels,103.1
2021-02,Miscellaneous goods and services,103.3
2021-02,Health,102.3
2021-02,"Alcoholic beverages, tobacco",101.5
2021-02,Recreation and culture,101.4
2021-02,"Clothing, footwear and cloth",101.5
2021-02,Insurance and financial services,100.1
2021-02,Communication,100.1
2021-03,"Alcoholic beverages, tobacco",101.6
2021-03,Education,100.2
2021-03,"Housing, water, electricity and fuels",94.4
2021-03,Insurance and financial services,100.1
2021-03,Restaurants and hotels,106.0
2021-03,Transport,101.2
2021-03,"Furnishings, household equipment",102.9
2021-03,Miscellaneous goods and services,103.9
2021-03,Health,102.4
2021-03,Recreation and culture,101.4
2021-03,"Clothing, footwear and cloth",101.7
2021-03,Communication,100.2
2021-03,Food and non-alcoholic beverages,108.8
2021-04,Transport,101.3
2021-04,Insurance and financial services,100.1
2021-04,"Clothing, footwear and cloth",101.7
2021-04,Miscellaneous goods and services,104.1
2021-04,"Alcoholic beverages, tobacco",101.7
2021-04,Communication,100.2
2021-04,Restaurants and hotels,106.0
2021-04,"Furnishings, household equipment",103.1
2021-04,Education,100.2
2021-04,Health,102.6
2021-04,Recreation and culture,101.4
2021-04,Food and non-alcoholic beverages,113.5
2021-04,"Housing, water, electricity and fuels",103.5
2021-05,Education,100.2
2021-05,Recreation and culture,101.5
2021-05,Miscellaneous goods and services,104.5
2021-05,"Furnishings, household equipment",103.5
2021-05,"Clothing, footwear and cloth",101.8
2021-05,"Alcoholic beverages, tobacco",101.9
2021-05,Insurance and financial services,100.1
2021-05,"Housing, water, electricity and fuels",103.5
2021-05,Food and non-alcoholic beverages,115.7
2021-05,Health,103.3
2021-05,Transport,102.8
2021-05,Communication,100.2
2021-05,Restaurants and hotels,108.0
2021-06,Communication,100.2
2021-06,Restaurants and hotels,110.3
2021-06,Transport,105.2
2021-06,Health,104.7
2021-06,Recreation and culture,101.7
2021-06,Miscellaneous goods and services,104.9
2021-06,Education,100.2
2021-06,Insurance and financial services,100.1
2021-06,"Clothing, footwear and cloth",102.1
2021-06,"Alcoholic beverages, tobacco",102.3
2021-06,"Furnishings, household equipment",104.0
2021-06,Food and non-alcoholic beverages,117.0
2021-06,"Housing, water, electricity and fuels",103.6
2021-07,Insurance and financial services,100.1
2021-07,Education,100.2
2021-07,Food and non-alcoholic beverages,116.8
2021-07,Transport,113.8
2021-07,"Clothing, footwear and cloth",102.5
2021-07,"Housing, water, electricity and fuels",104.2
2021-07,"Furnishings, household equipment",104.9
2021-07,Health,104.8
2021-07,Recreation and culture,102.1
2021-07,Miscellaneous goods and services,105.3
2021-07,"Alcoholic beverages, tobacco",103.1
2021-07,Communication,100.3
2021-07,Restaurants and hotels,111.1
2021-08,Restaurants and hotels,113.2
2021-08,Food and non-alcoholic beverages,114.1
2021-08,Insurance and financial services,106.9
2021-08,Education,104.2
2021-08,Miscellaneous goods and services,106.5
2021-08,"Housing, water, electricity and fuels",106.2
2021-08,Transport,118.4
2021-08,"Alcoholic beverages, tobacco",103.3
2021-08,Communication,100.3
2021-08,Health,106.0
2021-08,Recreation and culture,103.8
2021-08,"Furnishings, household equipment",105.6
2021-08,"Clothing, footwear and cloth",103.0
2021-09,Miscellaneous goods and services,107.7
2021-09,Communication,101.0
2021-09,"Furnishings, household equipment",106.1
2021-09,Food and non-alcoholic beverages,113.2
2021-09,"Housing, water, electricity and fuels",107.9
2021-09,Restaurants and hotels,113.5
2021-09,Health,107.0
2021-09,Education,104.2
2021-09,"Alcoholic beverages, tobacco",103.6
2021-09,Transport,119.2
2021-09,"Clothing, footwear and cloth",103.6
2021-09,Insurance and financial services,107.1
2021-09,Recreation and culture,104.1
2021-10,Health,107.7
2021-10,Restaurants and hotels,113.7
2021-10,Miscellaneous goods and services,108.1
2021-10,"Housing, water, electricity and fuels",104.3
2021-10,"Furnishings, household equipment",107.3
2021-10,Education,104.2
2021-10,Insurance and financial services,107.1
2021-10,Food and non-alcoholic beverages,116.2
2021-10,"Clothing, footwear and cloth",104.9
2021-10,Recreation and culture,104.2
2021-10,Transport,119.6
2021-10,Communication,101.0
2021-10,"Alcoholic beverages, tobacco",104.3
2021-11,Communication,101.2
2021-11,Miscellaneous goods and services,108.9
2021-11,"Furnishings, household equipment",108.1
2021-11,Restaurants and hotels,114.0
2021-11,Health,107.9
2021-11,Education,104.2
2021-11,"Alcoholic beverages, tobacco",105.4
2021-11,Recreation and culture,104.7
2021-11,Transport,121.7
2021-11,"Clothing, footwear and cloth",105.6
2021-11,"Housing, water, electricity and fuels",105.2
2021-11,Food and non-alcoholic beverages,118.1
2021-11,Insurance and financial services,107.1
2021-12,"Alcoholic beverages, tobacco",105.9
2021-12,"Furnishings, household equipment",110.3
2021-12,"Clothing, footwear and cloth",107.7
2021-12,Recreation and culture,105.5
2021-12,Transport,123.8
2021-12,Restaurants and hotels,118.5
2021-12,Insurance and financial services,107.1
2021-12,Education,104.2
2021-12,Miscellaneous goods and services,112.2
2021-12,Health,111.1
2021-12,Communication,101.2
2021-12,Food and non-alcoholic beverages,121.7
2021-12,"Housing, water, electricity and fuels",106.9
2022-01,Recreation and culture,105.8
2022-01,Food and non-alcoholic beverages,126.0
2022-01,"Furnishings, household equipment",112.2
2022-01,"Housing, water, electricity and fuels",108.8
2022-01,Communication,101.2
2022-01,"Clothing, footwear and cloth",111.5
2022-01,Insurance and financial services,107.1
2022-01,Restaurants and hotels,120.7
2022-01,Miscellaneous goods and services,115.9
2022-01,Health,117.0
2022-01,Education,104.2
2022-01,"Alcoholic beverages, tobacco",106.4
2022-01,Transport,122.0
2022-02,"Clothing, footwear and cloth",113.7
2022-02,Recreation and culture,106.3
2022-02,"Furnishings, household equipment",114.1
2022-02,Miscellaneous goods and services,117.2
2022-02,Transport,122.9
2022-02,"Alcoholic beverages, tobacco",106.8
2022-02,Communication,102.1
2022-02,Restaurants and hotels,120.9
2022-02,Insurance and financial services,107.1
2022-02,Health,123.0
2022-02,Education,104.2
2022-02,Food and non-alcoholic beverages,127.5
2022-02,"Housing, water, electricity and fuels",109.4
2022-03,"Clothing, footwear and cloth",114.4
2022-03,Education,104.2
2022-03,Food and non-alcoholic beverages,129.1
2022-03,Restaurants and hotels,121.5
2022-03,"Alcoholic beverages, tobacco",107.1
2022-03,Health,124.0
2022-03,"Housing, water, electricity and fuels",109.7
2022-03,Miscellaneous goods and services,117.9
2022-03,Communication,102.1
2022-03,Transport,125.3
2022-03,Recreation and culture,106.7
2022-03,Insurance and financial services,107.1
2022-03,"Furnishings, household equipment",114.6
2022-04,"Clothing, footwear and cloth",115.7
2022-04,Education,104.2
2022-04,Food and non-alcoholic beverages,133.7
2022-04,Health,125.4
2022-04,"Housing, water, electricity and fuels",117.3
2022-04,"Furnishings, household equipment",115.8
2022-04,Restaurants and hotels,121.9
2022-04,Insurance and financial services,111.0
2022-04,"Alcoholic beverages, tobacco",108.4
2022-04,Transport,126.6
2022-04,Communication,102.1
2022-04,Recreation and culture,107.8
2022-04,Miscellaneous goods and services,119.0
2022-05,Miscellaneous goods and services,120.9
2022-05,Restaurants and hotels,126.4
2022-05,Recreation and culture,110.3
2022-05,Education,104.2
2022-05,"Housing, water, electricity and fuels",117.2
2022-05,Food and non-alcoholic beverages,137.3
2022-05,Communication,102.1
2022-05,"Furnishings, household equipment",117.4
2022-05,Transport,127.3
2022-05,"Alcoholic beverages, tobacco",109.1
2022-05,Insurance and financial services,111.0
2022-05,"Clothing, footwear and cloth",116.7
2022-05,Health,126.4
2022-06,Education,104.2
2022-06,Transport,129.6
2022-06,Food and non-alcoholic beverages,140.8
2022-06,"Alcoholic beverages, tobacco",110.0
2022-06,Health,127.0
2022-06,Miscellaneous goods and services,122.2
2022-06,Insurance and financial services,111.0
2022-06,"Housing, water, electricity and fuels",118.4
2022-06,Communication,102.1
2022-06,"Clothing, footwear and cloth",118.0
2022-06,"Furnishings, household equipment",119.3
2022-06,Restaurants and hotels,130.6
2022-06,Recreation and culture,110.8
2022-07,"Clothing, footwear and cloth",118.4
2022-07,"Furnishings, household equipment",120.9
2022-07,Insurance and financial services,111.0
2022-07,Communication,102.2
2022-07,Transport,131.5
2022-07,"Alcoholic beverages, tobacco",110.3
2022-07,Restaurants and hotels,131.3
2022-07,Recreation and culture,111.0
2022-07,"Housing, water, electricity and fuels",119.2
2022-07,Miscellaneous goods and services,123.9
2022-07,Health,127.5
2022-07,Food and non-alcoholic beverages,143.3
2022-07,Education,104.2
2022-08,"Alcoholic beverages, tobacco",111.3
2022-08,Health,127.7
2022-08,Communication,102.2
2022-08,Food and non-alcoholic beverages,135.4
2022-08,"Furnishings, household equipment",121.3
2022-08,Miscellaneous goods and services,125.5
2022-08,Insurance and financial services,111.1
2022-08,Transport,130.7
2022-08,"Housing, water, electricity and fuels",120.2
2022-08,Recreation and culture,112.0
2022-08,Restaurants and hotels,131.7
2022-08,"Clothing, footwear and cloth",120.7
2022-08,Education,111.2
2022-09,"Clothing, footwear and cloth",122.0
2022-09,"Housing, water, electricity and fuels",120.8
2022-09,"Furnishings, household equipment",122.5
2022-09,Restaurants and hotels,133.3
2022-09,Transport,130.2
2022-09,Food and non-alcoholic beverages,132.4
2022-09,Communication,102.6
2022-09,Miscellaneous goods and services,127.4
2022-09,Insurance and financial services,111.1
2022-09,Recreation and culture,113.3
2022-09,"Alcoholic beverages, tobacco",111.8
2022-09,Health,129.0
2022-09,Education,111.2
2022-10,"Clothing, footwear and cloth",124.2
2022-10,Transport,130.7
2022-10,"Housing, water, electricity and fuels",122.1
2022-10,Food and non-alcoholic beverages,135.2
2022-10,Insurance and financial services,111.1
2022-10,Recreation and culture,114.3
2022-10,Education,111.2
2022-10,Miscellaneous goods and services,129.9
2022-10,"Furnishings, household equipment",124.3
2022-10,Health,129.9
2022-10,Communication,103.0
2022-10,Restaurants and hotels,134.9
2022-10,"Alcoholic beverages, tobacco",112.9
2022-11,Restaurants and hotels,135.8
2022-11,"Furnishings, household equipment",125.9
2022-11,Insurance and financial services,111.1
2022-11,Food and non-alcoholic beverages,137.9
2022-11,"Alcoholic beverages, tobacco",113.8
2022-11,Recreation and culture,115.2
2022-11,"Clothing, footwear and cloth",126.1
2022-11,Education,111.2
2022-11,Health,131.0
2022-11,Miscellaneous goods and services,132.3
2022-11,Communication,103.3
2022-11,Transport,131.1
2022-11,"Housing, water, electricity and fuels",122.7
2022-12,Restaurants and hotels,136.3
2022-12,"Housing, water, electricity and fuels",123.4
2022-12,Insurance and financial services,111.1
2022-12,"Clothing, footwear and cloth",127.6
2022-12,Miscellaneous goods and services,136.1
2022-12,"Furnishings, household equipment",126.4
2022-12,Food and non-alcoholic beverages,140.5
2022-12,Health,130.5
2022-12,Recreation and culture,116.0
2022-12,Education,111.2
2022-12,"Alcoholic beverages, tobacco",114.5
2022-12,Communication,103.5
2022-12,Transport,131.5
2023-01,Miscellaneous goods and services,138.1
2023-01,Education,111.2
2023-01,Food and non-alcoholic beverages,143.7
2023-01,Communication,103.5
2023-01,"Clothing, footwear and cloth",128.8
2023-01,"Housing, water, electricity and fuels",124.6
2023-01,"Furnishings, household equipment",127.1
2023-01,Transport,132.0
2023-01,Health,131.3
2023-01,"Alcoholic beverages, tobacco",115.7
2023-01,Restaurants and hotels,139.2
2023-01,Insurance and financial services,118.5
2023-01,Recreation and culture,116.5
2023-02,"Clothing, footwear and cloth",129.8
2023-02,Health,131.9
2023-02,"Alcoholic beverages, tobacco",116.4
2023-02,Food and non-alcoholic beverages,148.1
2023-02,Education,111.2
2023-02,Restaurants and hotels,139.3
2023-02,Miscellaneous goods and services,140.8
2023-02,Insurance and financial services,118.5
2023-02,"Furnishings, household equipment",128.2
2023-02,Recreation and culture,116.7
2023-02,Transport,132.1
2023-02,"Housing, water, electricity and fuels",124.8
2023-02,Communication,103.5
2023-03,Transport,132.1
2023-03,Restaurants and hotels,145.9
2023-03,"Furnishings, household equipment",130.0
2023-03,"Clothing, footwear and cloth",129.8
2023-03,Insurance and financial services,118.5
2023-03,Health,133.0
2023-03,Miscellaneous goods and services,142.0
2023-03,"Housing, water, electricity and fuels",124.9
2023-03,"Alcoholic beverages, tobacco",116.8
2023-03,Food and non-alcoholic beverages,151.5
2023-03,Education,111.2
2023-03,Recreation and culture,117.1
2023-03,Communication,103.5
2023-04,Miscellaneous goods and services,144.6
2023-04,Education,111.2
2023-04,Health,133.9
2023-04,"Furnishings, household equipment",130.8
2023-04,Recreation and culture,117.7
2023-04,Restaurants and hotels,151.1
2023-04,Insurance and financial services,118.5
2023-04,"Alcoholic beverages, tobacco",117.1
2023-04,"Housing, water, electricity and fuels",125.2
2023-04,Transport,131.7
2023-04,"Clothing, footwear and cloth",131.0
2023-04,Food and non-alcoholic beverages,156.5
2023-04,Communication,103.5
2023-05,Miscellaneous goods and services,146.7
2023-05,Insurance and financial services,118.5
2023-05,Transport,131.2
2023-05,Recreation and culture,118.0
2023-05,Food and non-alcoholic beverages,162.6
2023-05,Education,111.2
2023-05,Health,134.7
2023-05,Communication,103.8
2023-05,"Alcoholic beverages, tobacco",117.6
2023-05,"Housing, water, electricity and fuels",125.3
2023-05,"Clothing, footwear and cloth",131.3
2023-05,Restaurants and hotels,151.3
2023-05,"Furnishings, household equipment",131.3
2023-06,"Furnishings, household equipment",132.0
2023-06,"Housing, water, electricity and fuels",125.6
2023-06,"Clothing, footwear and cloth",131.9
2023-06,Insurance and financial services,118.5
2023-06,Transport,131.3
2023-06,"Alcoholic beverages, tobacco",118.0
2023-06,Communication,103.8
2023-06,Restaurants and hotels,151.6
2023-06,Education,111.2
2023-06,Food and non-alcoholic beverages,166.4
2023-06,Health,135.7
2023-06,Recreation and culture,117.8
2023-06,Miscellaneous goods and services,149.0
2023-07,"Housing, water, electricity and fuels",125.7
2023-07,"Furnishings, household equipment",132.4
2023-07,"Clothing, footwear and cloth",131.5
2023-07,Education,111.2
2023-07,Health,137.5
2023-07,Recreation and culture,118.3
2023-07,"Alcoholic beverages, tobacco",118.4
2023-07,Miscellaneous goods and services,151.4
2023-07,Restaurants and hotels,152.6
2023-07,Insurance and financial services,118.5
2023-07,Transport,130.8
2023-07,Communication,103.7
2023-07,Food and non-alcoholic beverages,163.9
2023-08,"Alcoholic beverages, tobacco",119.0
2023-08,Insurance and financial services,118.5
2023-08,"Clothing, footwear and cloth",131.8
2023-08,Health,138.0
2023-08,Communication,103.7
2023-08,Restaurants and hotels,155.4
2023-08,"Furnishings, household equipment",132.5
2023-08,Recreation and culture,120.0
2023-08,Education,129.8
2023-08,Miscellaneous goods and services,153.9
2023-08,Food and non-alcoholic beverages,157.6
2023-08,Transport,130.9
2023-08,"Housing, water, electricity and fuels",125.8
2023-09,"Clothing, footwear and cloth",132.2
2023-09,Insurance and financial services,118.5
2023-09,Communication,103.4
2023-09,Food and non-alcoholic beverages,155.5
2023-09,Transport,130.9
2023-09,"Furnishings, household equipment",132.6
2023-09,Education,129.8
2023-09,Health,139.1
2023-09,"Alcoholic beverages, tobacco",119.3
2023-09,Restaurants and hotels,157.5
2023-09,Miscellaneous goods and services,156.3
2023-09,Recreation and culture,119.9
2023-09,"Housing, water, electricity and fuels",125.9
2023-10,"Clothing, footwear and cloth",133.3
2023-10,Health,139.8
2023-10,Insurance and financial services,118.5
2023-10,"Furnishings, household equipment",133.6
2023-10,Communication,103.4
2023-10,Miscellaneous goods and services,157.2
2023-10,Food and non-alcoholic beverages,155.2
2023-10,"Housing, water, electricity and fuels",126.1
2023-10,Transport,131.4
2023-10,"Alcoholic beverages, tobacco",120.2
2023-10,Restaurants and hotels,157.6
2023-10,Recreation and culture,120.3
2023-10,Education,129.8
2023-11,Communication,103.4
2023-11,"Furnishings, household equipment",134.3
2023-11,Food and non-alcoholic beverages,156.2
2023-11,Recreation and culture,120.4
2023-11,Transport,132.2
2023-11,"Clothing, footwear and cloth",135.4
2023-11,Miscellaneous goods and services,159.1
2023-11,"Alcoholic beverages, tobacco",120.8
2023-11,Insurance and financial services,118.5
2023-11,Education,129.8
2023-11,Restaurants and hotels,158.1
2023-11,Health,140.1
2023-11,"Housing, water, electricity and fuels",128.3
2023-12,Recreation and culture,120.4
2023-12,"Furnishings, household equipment",134.5
2023-12,"Clothing, footwear and cloth",135.7
2023-12,Communication,103.4
2023-12,Education,129.8
2023-12,Health,140.3
2023-12,Food and non-alcoholic beverages,157.6
2023-12,Miscellaneous goods and services,159.6
2023-12,Insurance and financial services,118.5
2023-12,Transport,132.2
2023-12,Restaurants and hotels,158.2
2023-12,"Alcoholic beverages, tobacco",121.0
2023-12,"Housing, water, electricity and fuels",128.7
2024-01,Restaurants and hotels,159.3
2024-01,Insurance and financial services,124.8
2024-01,Transport,132.2
2024-01,"Clothing, footwear and cloth",136.4
2024-01,Miscellaneous goods and services,160.1
2024-01,Communication,103.8
2024-01,Recreation and culture,120.7
2024-01,Education,129.8
2024-01,"Alcoholic beverages, tobacco",121.4
2024-01,Health,141.6
2024-01,Food and non-alcoholic beverages,160.5
2024-01,"Housing, water, electricity and fuels",129.6
2024-01,"Furnishings, household equipment",135.4
2024-02,"Housing, water, electricity and fuels",129.9
2024-02,Communication,103.8
2024-02,Transport,131.7
2024-02,"Furnishings, household equipment",135.9
2024-02,Education,129.8
2024-02,Restaurants and hotels,159.6
2024-02,Health,142.0
2024-02,Insurance and financial services,124.8
2024-02,Recreation and culture,121.6
2024-02,"Alcoholic beverages, tobacco",122.7
2024-02,Miscellaneous goods and services,161.2
2024-02,Food and non-alcoholic beverages,163.3
2024-02,"Clothing, footwear and cloth",137.7
2024-03,Insurance and financial services,124.8
2024-03,Transport,131.7
2024-03,Recreation and culture,123.3
2024-03,"Alcoholic beverages, tobacco",123.2
2024-03,Education,129.8
2024-03,Health,143.4
2024-03,Restaurants and hotels,160.3
2024-03,"Clothing, footwear and cloth",138.6
2024-03,Food and non-alcoholic beverages,166.4
2024-03,Miscellaneous goods and services,162.1
2024-03,"Housing, water, electricity and fuels",130.5
2024-03,Communication,105.1
2024-03,"Furnishings, household equipment",137.4
2024-04,Food and non-alcoholic beverages,170.1
2024-04,Insurance and financial services,124.8
2024-04,Transport,131.8
2024-04,Restaurants and hotels,160.3
2024-04,"Alcoholic beverages, tobacco",123.2
2024-04,Recreation and culture,123.9
2024-04,"Clothing, footwear and cloth",138.4
2024-04,Miscellaneous goods and services,163.3
2024-04,Health,143.7
2024-04,Education,129.8
2024-04,"Housing, water, electricity and fuels",131.1
2024-04,Communication,104.9
2024-04,"Furnishings, household equipment",138.0
2024-05,"Alcoholic beverages, tobacco",123.4
2024-05,Recreation and culture,124.0
2024-05,Insurance and financial services,124.8
2024-05,"Furnishings, household equipment",138.4
2024-05,"Housing, water, electricity and fuels",131.3
2024-05,Miscellaneous goods and services,164.9
2024-05,Communication,105.0
2024-05,Health,144.2
2024-05,Restaurants and hotels,163.9
2024-05,Transport,130.3
2024-05,Education,129.8
2024-05,Food and non-alcoholic beverages,173.5
2024-05,"Clothing, footwear and cloth",138.9
2024-06,Communication,105.0
2024-06,Insurance and financial services,124.8
2024-06,Health,144.6
2024-06,Recreation and culture,124.0
2024-06,Restaurants and hotels,166.1
2024-06,"Alcoholic beverages, tobacco",123.9
2024-06,Education,129.8
2024-06,"Clothing, footwear and cloth",139.0
2024-06,Miscellaneous goods and services,165.9
2024-06,"Housing, water, electricity and fuels",131.5
2024-06,Transport,130.5
2024-06,"Furnishings, household equipment",139.1
2024-06,Food and non-alcoholic beverages,174.3
2024-07,"Clothing, footwear and cloth",139.5
2024-07,"Alcoholic beverages, tobacco",123.7
2024-07,"Housing, water, electricity and fuels",133.3
2024-07,Restaurants and hotels,166.6
2024-07,Insurance and financial services,124.8
2024-07,Communication,105.0
2024-07,Transport,130.6
2024-07,"Furnishings, household equipment",139.9
2024-07,Food and non-alcoholic beverages,173.1
2024-07,Recreation and culture,124.5
2024-07,Miscellaneous goods and services,167.3
2024-07,Health,144.9
2024-07,Education,129.8
2024-08,Education,154.0
2024-08,Transport,131.4
2024-08,Restaurants and hotels,166.9
2024-08,Recreation and culture,126.9
2024-08,"Alcoholic beverages, tobacco",123.7
2024-08,Insurance and financial services,124.8
2024-08,Communication,104.9
2024-08,"Furnishings, household equipment",141.7
2024-08,Food and non-alcoholic beverages,169.1
2024-08,Miscellaneous goods and services,171.9
2024-08,"Housing, water, electricity and fuels",134.0
2024-08,Health,145.7
2024-08,"Clothing, footwear and cloth",141.3
2024-09,"Alcoholic beverages, tobacco",123.8
2024-09,"Housing, water, electricity and fuels",134.8
2024-09,Communication,105.0
2024-09,"Furnishings, household equipment",142.6
2024-09,Miscellaneous goods and services,173.9
2024-09,Restaurants and hotels,171.6
2024-09,Recreation and culture,127.8
2024-09,Food and non-alcoholic beverages,167.4
2024-09,Transport,130.7
2024-09,Education,154.0
2024-09,Insurance and financial services,124.8
2024-09,"Clothing, footwear and cloth",143.0
2024-09,Health,145.9
2024-10,Food and non-alcoholic beverages,167.1
2024-10,Recreation and culture,127.9
2024-10,"Housing, water, electricity and fuels",137.5
2024-10,Miscellaneous goods and services,174.6
2024-10,"Clothing, footwear and cloth",145.4
2024-10,Education,154.0
2024-10,Restaurants and hotels,171.9
2024-10,Transport,131.5
2024-10,Insurance and financial services,124.8
2024-10,"Alcoholic beverages, tobacco",124.8
2024-10,Communication,105.1
2024-10,"Furnishings, household equipment",143.3
2024-10,Health,146.8
2024-11,Health,147.3
2024-11,Restaurants and hotels,172.8
2024-11,Miscellaneous goods and services,175.3
2024-11,"Clothing, footwear and cloth",146.7
2024-11,Food and non-alcoholic beverages,167.8
2024-11,"Furnishings, household equipment",143.7
2024-11,Communication,105.1
2024-11,Transport,132.3
2024-11,"Alcoholic beverages, tobacco",125.4
2024-11,Recreation and culture,128.5
2024-11,"Housing, water, electricity and fuels",156.6
2024-11,Insurance and financial services,124.8
2024-11,Education,154.0
2024-12,"Housing, water, electricity and fuels",158.3
2024-12,"Furnishings, household equipment",144.5
2024-12,Education,154.0
2024-12,Insurance and financial services,124.8
2024-12,Restaurants and hotels,175.8
2024-12,Food and non-alcoholic beverages,171.5
2024-12,Health,147.6
2024-12,Communication,105.1
2024-12,"Alcoholic beverages, tobacco",125.7
2024-12,Miscellaneous goods and services,175.8
2024-12,Transport,134.2
2024-12,Recreation and culture,128.7
2024-12,"Clothing, footwear and cloth",148.5
2025-01,"Housing, water, electricity and fuels",158.6
2025-01,"Clothing, footwear and cloth",149.8
2025-01,Food and non-alcoholic beverages,175.5
2025-01,Insurance and financial services,162.5
2025-01,Education,154.0
2025-01,Restaurants and hotels,184.1
2025-01,"Furnishings, household equipment",147.5
2025-01,Health,148.9
2025-01,Communication,105.1
2025-01,"Alcoholic beverages, tobacco",126.7
2025-01,Miscellaneous goods and services,178.4
2025-01,Transport,134.4
2025-01,Recreation and culture,129.9
2025-02,Insurance and financial services,162.5
2025-02,Miscellaneous goods and services,179.5
2025-02,"Clothing, footwear and cloth",150.2
2025-02,"Housing, water, electricity and fuels",161.2
2025-02,Communication,105.2
2025-02,Recreation and culture,130.1
2025-02,Education,154.0
2025-02,Food and non-alcoholic beverages,179.1
