region,date,price
Govisumber,2024-05-13,2750.0
Khentii,2024-05-13,2483.0
Khovd,2024-05-13,2800.0
Khuvsgul,2024-05-13,2640.0
Orkhon,2024-05-13,2567.0
Selenge,2024-05-13,2467.0
Sukhbaatar,2024-05-13,2617.0
Tuv,2024-05-13,2600.0
Umnugovi,2024-05-13,2927.0
Uvs,2024-05-13,2900.0
Uvurkhangai,2024-05-13,2633.0
Zavkhan,2024-05-13,2600.0
Arkhangai,2024-05-20,2640.0
Bayan-Ulgii,2024-05-20,2595.0
Bayankhongor,2024-05-20,2700.0
Bulgan,2024-05-20,2800.0
Darkhan-Uul,2024-05-20,2516.0
Dornod,2024-05-20,2579.0
Dornogovi,2024-05-20,2767.0
Dundgovi,2024-05-20,2932.0
Govi-Altai,2024-05-20,2800.0
Govisumber,2024-05-20,2750.0
Khentii,2024-05-20,2483.0
Khovd,2024-05-20,2800.0
Khuvsgul,2024-05-20,2640.0
Orkhon,2024-05-20,2567.0
Selenge,2024-05-20,2467.0
Sukhbaatar,2024-05-20,2617.0
Tuv,2024-05-20,2600.0
Umnugovi,2024-05-20,2927.0
Uvs,2024-05-20,2900.0
Uvurkhangai,2024-05-20,2633.0
Zavkhan,2024-05-20,2700.0
Arkhangai,2024-05-27,2640.0
Bayan-Ulgii,2024-05-27,2595.0
Bayankhongor,2024-05-27,2700.0
Bulgan,2024-05-27,2800.0
Darkhan-Uul,2024-05-27,2516.0
Dornod,2024-05-27,2579.0
Dornogovi,2024-05-27,2767.0
Dundgovi,2024-05-27,2933.0
Govi-Altai,2024-05-27,2800.0
Govisumber,2024-05-27,2750.0
Khentii,2024-05-27,2483.0
Khovd,2024-05-27,2800.0
Khuvsgul,2024-05-27,2640.0
Orkhon,2024-05-27,2567.0
Selenge,2024-05-27,2467.0
Sukhbaatar,2024-05-27,2617.0
Tuv,2024-05-27,2600.0
Umnugovi,2024-05-27,2927.0
Uvs,2024-05-27,2900.0
Uvurkhangai,2024-05-27,2633.0
Zavkhan,2024-05-27,2700.0
Arkhangai,2024-06-03,2640.0
Bayan-Ulgii,2024-06-03,2595.0
Bayankhongor,2024-06-03,2700.0
Bulgan,2024-06-03,2800.0
Darkhan-Uul,2024-06-03,2516.0
Dornod,2024-06-03,2579.0
Dornogovi,2024-06-03,2767.0
Dundgovi,2024-06-03,2933.0
Govi-Altai,2024-06-03,2800.0
Govisumber,2024-06-03,2750.0
Khentii,2024-06-03,2483.0
Khovd,2024-06-03,2850.0
Khuvsgul,2024-06-03,2640.0
Orkhon,2024-06-03,2567.0
Selenge,2024-06-03,2467.0
Sukhbaatar,2024-06-03,2617.0
Tuv,2024-06-03,2600.0
Umnugovi,2024-06-03,2927.0
Uvs,2024-06-03,2900.0
Uvurkhangai,2024-06-03,2633.0
Zavkhan,2024-06-03,2700.0
Arkhangai,2024-06-10,2657.0
Bayan-Ulgii,2024-06-10,2590.0
Bayankhongor,2024-06-10,2700.0
Bulgan,2024-06-10,2800.0
Darkhan-Uul,2024-06-10,2516.0
Dornod,2024-06-10,2579.0
Dornogovi,2024-06-10,2767.0
Dundgovi,2024-06-10,2933.0
Govi-Altai,2024-06-10,2800.0
Govisumber,2024-06-10,2750.0
Khentii,2024-06-10,2483.0
Khovd,2024-06-10,2850.0
Khuvsgul,2024-06-10,2640.0
Orkhon,2024-06-10,2567.0
Selenge,2024-06-10,2467.0
Sukhbaatar,2024-06-10,2617.0
Tuv,2024-06-10,2600.0
Umnugovi,2024-06-10,2927.0
Uvs,2024-06-10,2900.0
Uvurkhangai,2024-06-10,2633.0
Zavkhan,2024-06-10,2700.0
Arkhangai,2024-06-17,2657.0
