сар,үзүүлэлт,утга
2025-01,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,0.0
2025-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),4.6
2025-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,98.1
2025-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),21.8
2025-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,6533.4
2025-02,Бусад орлого | Биелэлт (%),42.2
2025-02,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-02,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,962.3
2025-02,БҮГД | Биелэлт (%),15.9
2025-02,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-02,БҮГД | Өссөн дүнгийн гүйцэтгэл,64607.3
2025-02,Газрын тосны экспорт | Биелэлт (%),16.4
2025-02,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-02,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,57013.5
2025-02,Сонгон шалгаруулалт | Биелэлт (%),0.0
2025-02,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-02,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,0.0
2025-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),4.6
2025-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,98.1
2025-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),30.9
2025-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,9252.2
2025-03,Бусад орлого | Биелэлт (%),59.1
2025-03,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-03,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1346.1
2025-03,БҮГД | Биелэлт (%),21.4
2025-03,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-03,БҮГД | Өссөн дүнгийн гүйцэтгэл,87232.7
2025-03,Газрын тосны экспорт | Биелэлт (%),21.8
2025-03,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-03,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,75752.1
2025-03,Сонгон шалгаруулалт | Биелэлт (%),0.0
2025-03,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-03,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,0.0
2025-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),41.4
2025-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,882.3
2025-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),38.5
2025-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,11543.1
2025-04,Бусад орлого | Биелэлт (%),61.6
2025-04,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-04,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1404.3
2025-04,БҮГД | Биелэлт (%),23.3
2025-04,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-04,БҮГД | Өссөн дүнгийн гүйцэтгэл,94912.8
2025-04,Газрын тосны экспорт | Биелэлт (%),21.8
2025-04,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-04,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,75752.1
2025-04,Сонгон шалгаруулалт | Биелэлт (%),20.9
2025-04,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-04,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,5224.1
2025-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),46.4
2025-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,989.2
2025-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),53.3
2025-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,15971.3
2025-05,Бусад орлого | Биелэлт (%),77.2
2025-05,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-05,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1760.4
2025-05,БҮГД | Биелэлт (%),30.0
2025-05,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-05,БҮГД | Өссөн дүнгийн гүйцэтгэл,122208.3
2025-05,Газрын тосны экспорт | Биелэлт (%),27.7
2025-05,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-05,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,96455.6
2025-05,Сонгон шалгаруулалт | Биелэлт (%),28.1
2025-05,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-05,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,7031.8
2025-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),46.4
2025-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,989.2
2025-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),64.5
2025-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,19341.9
2025-06,Бусад орлого | Биелэлт (%),85.9
2025-06,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-06,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1957.3
2025-06,БҮГД | Биелэлт (%),52.1
2025-06,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-06,БҮГД | Өссөн дүнгийн гүйцэтгэл,212056.0
2025-06,Газрын тосны экспорт | Биелэлт (%),35.9
2025-06,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-06,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,124853.9
2025-06,Сонгон шалгаруулалт | Биелэлт (%),259.0
2025-06,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-06,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,64740.8
2025-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),54.5
2025-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1162.1
2025-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),80.4
2025-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,24121.6
2025-07,Бусад орлого | Биелэлт (%),90.0
2025-07,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-07,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2052.3
2025-07,БҮГД | Биелэлт (%),59.8
2025-07,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-07,БҮГД | Өссөн дүнгийн гүйцэтгэл,243638.2
2025-07,Газрын тосны экспорт | Биелэлт (%),39.8
2025-07,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-07,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,138530.9
2025-07,Сонгон шалгаруулалт | Биелэлт (%),310.9
2025-07,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-07,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,77731.2
2025-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),56.4
2025-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-07,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1202.2
2025-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),89.7
2025-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-08,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,26900.3
2025-08,Бусад орлого | Биелэлт (%),105.5
2025-08,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-08,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2405.2
2025-08,БҮГД | Биелэлт (%),69.4
2025-08,БҮГД | Жилийн төлөвлөгөө,407301.0
2025-08,БҮГД | Өссөн дүнгийн гүйцэтгэл,282696.6
2025-08,Газрын тосны экспорт | Биелэлт (%),45.2
2025-08,Газрын тосны экспорт | Жилийн төлөвлөгөө,347906.1
2025-08,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,157186.7
2025-08,Сонгон шалгаруулалт | Биелэлт (%),380.0
2025-08,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-08,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,95000.0
2025-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),56.5
2025-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-08,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1204.4
2025-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),109.2
2025-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29983.9
2025-09,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,32733.7
2025-09,Бусад орлого | Биелэлт (%),110.4
2025-09,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-09,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2515.0
2025-09,БҮГД | Биелэлт (%),98.7
2025-09,БҮГД | Жилийн төлөвлөгөө,309089.4
2025-09,БҮГД | Өссөн дүнгийн гүйцэтгэл,305051.2
2025-09,Газрын тосны экспорт | Биелэлт (%),69.3
2025-09,Газрын тосны экспорт | Жилийн төлөвлөгөө,249694.5
2025-09,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,173129.4
2025-09,Сонгон шалгаруулалт | Биелэлт (%),380.0
2025-09,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-09,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,95000.0
2025-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),78.5
2025-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2131.9
2025-09,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1673.1
2025-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),125.1
2025-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29984.0
2025-10,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,37521.9
2025-10,Бусад орлого | Биелэлт (%),122.3
2025-10,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-10,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2786.5
2025-10,БҮГД | Биелэлт (%),105.7
2025-10,БҮГД | Жилийн төлөвлөгөө,309089.6
2025-10,БҮГД | Өссөн дүнгийн гүйцэтгэл,326666.8
2025-10,Газрын тосны экспорт | Биелэлт (%),75.4
2025-10,Газрын тосны экспорт | Жилийн төлөвлөгөө,249694.5
2025-10,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,188158.2
2025-10,Сонгон шалгаруулалт | Биелэлт (%),383.8
2025-10,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-10,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,95955.7
2025-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),105.3
2025-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2132.0
2025-10,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,2244.5
2025-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),135.5
2025-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29984.0
2025-11,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,40617.3
2025-11,Бусад орлого | Биелэлт (%),131.1
2025-11,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-11,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2987.5
2025-11,БҮГД | Биелэлт (%),111.7
2025-11,БҮГД | Жилийн төлөвлөгөө,309089.6
2025-11,БҮГД | Өссөн дүнгийн гүйцэтгэл,345286.4
2025-11,Газрын тосны экспорт | Биелэлт (%),81.5
2025-11,Газрын тосны экспорт | Жилийн төлөвлөгөө,249694.5
2025-11,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,203450.2
2025-11,Сонгон шалгаруулалт | Биелэлт (%),383.8
2025-11,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-11,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,95955.7
2025-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),106.7
2025-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2132.0
2025-11,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,2275.7
2025-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),153.2
2025-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,29984.0
2025-12,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,45939.6
2025-12,Бусад орлого | Биелэлт (%),161.9
2025-12,Бусад орлого | Жилийн төлөвлөгөө,2279.1
2025-12,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,3689.4
2025-12,БҮГД | Биелэлт (%),136.7
2025-12,БҮГД | Жилийн төлөвлөгөө,309089.6
2025-12,БҮГД | Өссөн дүнгийн гүйцэтгэл,422604.5
2025-12,Газрын тосны экспорт | Биелэлт (%),92.9
2025-12,Газрын тосны экспорт | Жилийн төлөвлөгөө,249694.5
2025-12,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,231865.0
2025-12,Сонгон шалгаруулалт | Биелэлт (%),551.6
2025-12,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,25000.0
2025-12,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,137895.9
2025-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),150.8
2025-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2132.0
2025-12,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,3214.6
2026-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),7.6
2026-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.1
2026-01,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,2768.2
2026-01,Бусад орлого | Биелэлт (%),12.1
2026-01,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-01,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,424.1
2026-01,БҮГД | Биелэлт (%),2.4
2026-01,БҮГД | Жилийн төлөвлөгөө,293986.8
2026-01,БҮГД | Өссөн дүнгийн гүйцэтгэл,6958.9
2026-01,Газрын тосны экспорт | Биелэлт (%),1.4
2026-01,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-01,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,3349.6
2026-01,Сонгон шалгаруулалт | Биелэлт (%),1.3
2026-01,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-01,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,252.1
2026-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),6.9
2026-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-01,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,164.9
2026-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),15.8
2026-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.1
2026-02,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,5788.5
2026-02,Бусад орлого | Биелэлт (%),33.1
2026-02,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-02,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1162.9
2026-02,БҮГД | Биелэлт (%),19.3
2026-02,БҮГД | Жилийн төлөвлөгөө,293986.8
2026-02,БҮГД | Өссөн дүнгийн гүйцэтгэл,56706.2
2026-02,Газрын тосны экспорт | Биелэлт (%),1.4
2026-02,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-02,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,3349.6
2026-02,Сонгон шалгаруулалт | Биелэлт (%),230.2
2026-02,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-02,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,46047.4
2026-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),14.9
2026-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-02,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,357.8
2026-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),22.4
2026-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.2
2026-03,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,8205.7
2026-03,Бусад орлого | Биелэлт (%),49.1
2026-03,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-03,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1726.7
2026-03,БҮГД | Биелэлт (%),28.6
2026-03,БҮГД | Жилийн төлөвлөгөө,293986.9
2026-03,БҮГД | Өссөн дүнгийн гүйцэтгэл,83947.1
2026-03,Газрын тосны экспорт | Биелэлт (%),7.4
2026-03,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-03,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,17179.2
2026-03,Сонгон шалгаруулалт | Биелэлт (%),282.2
2026-03,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-03,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,56441.9
2026-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),16.4
2026-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-03,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,393.7
2026-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),31.4
2026-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.2
2026-04,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,11499.3
2026-04,Бусад орлого | Биелэлт (%),50.0
2026-04,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-04,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1755.3
2026-04,БҮГД | Биелэлт (%),38.7
2026-04,БҮГД | Жилийн төлөвлөгөө,293986.9
2026-04,БҮГД | Өссөн дүнгийн гүйцэтгэл,113803.7
2026-04,Газрын тосны экспорт | Биелэлт (%),19.2
2026-04,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-04,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,44457.1
2026-04,Сонгон шалгаруулалт | Биелэлт (%),276.8
2026-04,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-04,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,55361.5
2026-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),30.5
2026-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-04,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,730.5
2026-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),46.1
2026-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.2
2026-05,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,16888.6
2026-05,Бусад орлого | Биелэлт (%),50.0
2026-05,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-05,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1755.3
2026-05,БҮГД | Биелэлт (%),56.8
2026-05,БҮГД | Жилийн төлөвлөгөө,293986.9
2026-05,БҮГД | Өссөн дүнгийн гүйцэтгэл,166871.8
2026-05,Газрын тосны экспорт | Биелэлт (%),19.2
2026-05,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-05,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,44457.1
2026-05,Сонгон шалгаруулалт | Биелэлт (%),512.0
2026-05,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-05,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,102404.1
2026-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),57.1
2026-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-05,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1366.7
2026-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),55.0
2026-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.2
2026-06,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,20116.6
2026-06,Бусад орлого | Биелэлт (%),55.8
2026-06,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-06,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,1961.7
2026-06,БҮГД | Биелэлт (%),65.3
2026-06,БҮГД | Жилийн төлөвлөгөө,293986.9
2026-06,БҮГД | Өссөн дүнгийн гүйцэтгэл,191971.7
2026-06,Газрын тосны экспорт | Биелэлт (%),41.0
2026-06,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-06,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,94997.3
2026-06,Сонгон шалгаруулалт | Биелэлт (%),367.5
2026-06,Сонгон шалгаруулалт | Жилийн төлөвлөгөө,20000.0
2026-06,Сонгон шалгаруулалт | Өссөн дүнгийн гүйцэтгэл,73508.2
2026-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Биелэлт (%),58.0
2026-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Жилийн төлөвлөгөө,2395.0
2026-06,Улсын төсвийн хөрөнгөөр хайгуул хийсэн ордын нөхөн төлбөр | Өссөн дүнгийн гүйцэтгэл,1387.9
2026-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Биелэлт (%),66.6
2026-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Жилийн төлөвлөгөө,36605.2
2026-07,Ашигт малтмалын тусгай зөвшөөрлийн төлбөр | Өссөн дүнгийн гүйцэтгэл,24361.4
2026-07,Бусад орлого | Биелэлт (%),58.2
2026-07,Бусад орлого | Жилийн төлөвлөгөө,3513.8
2026-07,Бусад орлого | Өссөн дүнгийн гүйцэтгэл,2044.6
2026-07,БҮГД | Биелэлт (%),77.2
2026-07,БҮГД | Жилийн төлөвлөгөө,293986.9
2026-07,БҮГД | Өссөн дүнгийн гүйцэтгэл,226834.3
2026-07,Газрын тосны экспорт | Биелэлт (%),54.2
2026-07,Газрын тосны экспорт | Жилийн төлөвлөгөө,231472.9
2026-07,Газрын тосны экспорт | Өссөн дүнгийн гүйцэтгэл,125463.7
