Region,Month,value
 Govisumber,2018-08,2
 Govisumber,2018-07,9
 Govisumber,2018-06,4
 Govisumber,2018-05,8
 Govisumber,2018-04,4
 Govisumber,2018-03,2
 Govisumber,2018-02,4
 Govisumber,2018-01,5
 Govisumber,2017-12,15
 Govisumber,2017-11,6
 Govisumber,2017-10,6
 Govisumber,2017-09,7
 Govisumber,2017-08,6
 Govisumber,2017-07,9
 Govisumber,2017-06,8
 Govisumber,2017-05,6
 Govisumber,2017-04,5
 Govisumber,2017-03,7
 Govisumber,2017-02,7
 Govisumber,2017-01,9
 Govisumber,2016-12,4
 Govisumber,2016-11,9
 Govisumber,2016-10,6
 Govisumber,2016-09,3
 Govisumber,2016-08,8
 Govisumber,2016-07,3
 Govisumber,2016-06,8
 Govisumber,2016-05,6
 Govisumber,2016-04,7
 Govisumber,2016-03,6
 Govisumber,2016-02,6
 Govisumber,2016-01,7
 Darkhan-Uul,2026-03,44
 Darkhan-Uul,2026-02,39
 Darkhan-Uul,2026-01,44
 Darkhan-Uul,2025-12,81
 Darkhan-Uul,2025-11,34
 Darkhan-Uul,2025-10,35
 Darkhan-Uul,2025-09,34
 Darkhan-Uul,2025-8,45
 Darkhan-Uul,2025-07,38
 Darkhan-Uul,2025-06,44
 Darkhan-Uul,2025-05,53
 Darkhan-Uul,2025-04,47
 Darkhan-Uul,2025-03,48
 Darkhan-Uul,2025-02,36
 Darkhan-Uul,2025-01,41
 Darkhan-Uul,2024-12,51
 Darkhan-Uul,2024-11,44
 Darkhan-Uul,2024-10,47
 Darkhan-Uul,2024-09,56
 Darkhan-Uul,2024-08,37
 Darkhan-Uul,2024-07,35
 Darkhan-Uul,2024-06,43
 Darkhan-Uul,2024-05,47
 Darkhan-Uul,2024-04,37
 Darkhan-Uul,2024-03,34
 Darkhan-Uul,2024-02,37
 Darkhan-Uul,2024-01,47
 Darkhan-Uul,2023-12,34
 Darkhan-Uul,2023-11,47
 Darkhan-Uul,2023-10,47
 Darkhan-Uul,2023-09,30
 Darkhan-Uul,2023-08,38
 Darkhan-Uul,2023-07,36
 Darkhan-Uul,2023-06,45
 Darkhan-Uul,2023-05,49
 Darkhan-Uul,2023-04,39
 Darkhan-Uul,2023-03,40
 Darkhan-Uul,2023-02,42
 Darkhan-Uul,2023-01,44
 Darkhan-Uul,2022-12,43
 Darkhan-Uul,2022-11,46
 Darkhan-Uul,2022-10,37
 Darkhan-Uul,2022-09,39
 Darkhan-Uul,2022-08,49
 Darkhan-Uul,2022-07,48
 Darkhan-Uul,2022-06,41
 Darkhan-Uul,2022-05,33
 Darkhan-Uul,2022-04,36
 Darkhan-Uul,2022-03,55
 Darkhan-Uul,2022-02,44
 Darkhan-Uul,2022-01,46
 Darkhan-Uul,2021-12,49
 Darkhan-Uul,2021-11,75
 Darkhan-Uul,2021-10,65
 Darkhan-Uul,2021-09,49
 Darkhan-Uul,2021-08,38
 Darkhan-Uul,2021-07,42
 Darkhan-Uul,2021-06,30
 Darkhan-Uul,2021-05,34
 Darkhan-Uul,2021-04,35
 Darkhan-Uul,2021-03,41
 Darkhan-Uul,2021-02,42
 Darkhan-Uul,2021-01,37
 Darkhan-Uul,2020-12,37
 Darkhan-Uul,2020-11,31
 Darkhan-Uul,2020-10,35
 Darkhan-Uul,2020-09,35
 Darkhan-Uul,2020-08,36
 Darkhan-Uul,2020-07,37
 Darkhan-Uul,2020-06,33
 Darkhan-Uul,2020-05,30
 Darkhan-Uul,2020-04,36
 Darkhan-Uul,2020-03,45
 Darkhan-Uul,2020-02,39
 Darkhan-Uul,2020-01,30
 Darkhan-Uul,2019-12,45
 Darkhan-Uul,2019-11,41
 Darkhan-Uul,2019-10,48
 Darkhan-Uul,2019-09,42
 Darkhan-Uul,2019-08,38
 Darkhan-Uul,2019-07,42
 Darkhan-Uul,2019-06,42
 Darkhan-Uul,2019-05,36
 Darkhan-Uul,2019-04,40
 Darkhan-Uul,2019-03,56
 Darkhan-Uul,2019-02,46
 Darkhan-Uul,2019-01,48
 Darkhan-Uul,2018-12,46
 Darkhan-Uul,2018-11,41
 Darkhan-Uul,2018-10,45
 Darkhan-Uul,2018-09,50
 Darkhan-Uul,2018-08,44
 Darkhan-Uul,2018-07,50
 Darkhan-Uul,2018-06,50
 Darkhan-Uul,2018-05,49
 Darkhan-Uul,2018-04,57
 Darkhan-Uul,2018-03,38
 Darkhan-Uul,2018-02,45
 Darkhan-Uul,2018-01,57
 Darkhan-Uul,2017-12,33
 Darkhan-Uul,2017-11,51
 Darkhan-Uul,2017-10,47
 Darkhan-Uul,2017-09,56
 Darkhan-Uul,2017-08,47
 Darkhan-Uul,2017-07,48
 Darkhan-Uul,2017-06,46
 Darkhan-Uul,2017-05,43
 Darkhan-Uul,2017-04,38
 Darkhan-Uul,2017-03,58
 Darkhan-Uul,2017-02,32
 Darkhan-Uul,2017-01,46
 Darkhan-Uul,2016-12,41
 Darkhan-Uul,2016-11,54
 Darkhan-Uul,2016-10,45
 Darkhan-Uul,2016-09,52
 Darkhan-Uul,2016-08,47
 Darkhan-Uul,2016-07,47
 Darkhan-Uul,2016-06,41
 Darkhan-Uul,2016-05,42
 Darkhan-Uul,2016-04,60
 Darkhan-Uul,2016-03,39
 Darkhan-Uul,2016-02,42
 Darkhan-Uul,2016-01,40
 Dornogovi,2026-03,40
 Dornogovi,2026-02,27
 Dornogovi,2026-01,29
 Dornogovi,2025-12,38
 Dornogovi,2025-11,43
 Dornogovi,2025-10,39
 Dornogovi,2025-09,36
 Dornogovi,2025-8,36
 Dornogovi,2025-07,40
 Dornogovi,2025-06,47
 Dornogovi,2025-05,41
 Dornogovi,2025-04,32
 Dornogovi,2025-03,42
 Dornogovi,2025-02,22
 Dornogovi,2025-01,25
 Dornogovi,2024-12,32
 Dornogovi,2024-11,41
 Dornogovi,2024-10,40
 Dornogovi,2024-09,42
 Dornogovi,2024-08,31
 Dornogovi,2024-07,33
 Dornogovi,2024-06,29
 Dornogovi,2024-05,38
 Dornogovi,2024-04,29
 Dornogovi,2024-03,31
 Dornogovi,2024-02,29
 Dornogovi,2024-01,23
 Dornogovi,2023-12,32
 Dornogovi,2023-11,29
 Dornogovi,2023-10,26
 Dornogovi,2023-09,30
 Dornogovi,2023-08,38
 Dornogovi,2023-07,36
 Dornogovi,2023-06,21
 Dornogovi,2023-05,39
 Dornogovi,2023-04,36
 Dornogovi,2023-03,35
 Dornogovi,2023-02,27
 Dornogovi,2023-01,30
 Dornogovi,2022-12,32
 Dornogovi,2022-11,30
 Dornogovi,2022-10,32
 Dornogovi,2022-09,26
 Dornogovi,2022-08,30
 Dornogovi,2022-07,30
 Dornogovi,2022-06,30
 Dornogovi,2022-05,36
 Dornogovi,2022-04,35
 Dornogovi,2022-03,29
 Dornogovi,2022-02,46
 Dornogovi,2022-01,31
 Dornogovi,2021-12,25
 Dornogovi,2021-11,49
 Dornogovi,2021-10,77
 Dornogovi,2021-09,26
 Dornogovi,2021-08,25
 Dornogovi,2021-07,28
 Dornogovi,2021-06,27
 Dornogovi,2021-05,27
 Dornogovi,2021-04,20
 Dornogovi,2021-03,32
 Dornogovi,2021-02,37
 Dornogovi,2021-01,26
 Dornogovi,2020-12,22
 Dornogovi,2020-11,28
 Dornogovi,2020-10,27
 Dornogovi,2020-09,33
 Dornogovi,2020-08,29
 Dornogovi,2020-07,29
 Dornogovi,2020-06,28
 Dornogovi,2020-05,23
 Dornogovi,2020-04,25
 Dornogovi,2020-03,22
 Dornogovi,2020-02,32
 Dornogovi,2020-01,35
 Dornogovi,2019-12,32
 Dornogovi,2019-11,39
 Dornogovi,2019-10,38
 Dornogovi,2019-09,36
 Dornogovi,2019-08,32
 Dornogovi,2019-07,34
 Dornogovi,2019-06,21
 Dornogovi,2019-05,30
 Dornogovi,2019-04,34
 Dornogovi,2019-03,33
 Dornogovi,2019-02,29
 Dornogovi,2019-01,41
 Dornogovi,2018-12,35
 Dornogovi,2018-11,37
 Dornogovi,2018-10,32
 Dornogovi,2018-09,34
 Dornogovi,2018-08,30
 Dornogovi,2018-07,43
 Dornogovi,2018-06,31
 Dornogovi,2018-05,32
 Dornogovi,2018-04,38
 Dornogovi,2018-03,33
 Dornogovi,2018-02,33
 Dornogovi,2018-01,24
 Dornogovi,2017-12,25
 Dornogovi,2017-11,26
 Dornogovi,2017-10,35
 Dornogovi,2017-09,22
 Dornogovi,2017-08,22
 Dornogovi,2017-07,25
 Dornogovi,2017-06,38
 Dornogovi,2017-05,32
 Dornogovi,2017-04,32
 Dornogovi,2017-03,34
 Dornogovi,2017-02,25
 Dornogovi,2017-01,24
 Dornogovi,2016-12,42
 Dornogovi,2016-11,35
 Dornogovi,2016-10,41
 Dornogovi,2016-09,20
 Dornogovi,2016-08,25
 Dornogovi,2016-07,39
 Dornogovi,2016-06,35
 Dornogovi,2016-05,38
 Dornogovi,2016-04,25
 Dornogovi,2016-03,19
 Dornogovi,2016-02,34
 Dornogovi,2016-01,28
 Dundgovi,2026-03,20
 Dundgovi,2026-02,19
 Dundgovi,2026-01,15
 Dundgovi,2025-12,12
 Dundgovi,2025-11,22
 Dundgovi,2025-10,19
 Dundgovi,2025-09,26
 Dundgovi,2025-8,16
 Dundgovi,2025-07,21
 Dundgovi,2025-06,25
 Dundgovi,2025-05,10
 Dundgovi,2025-04,26
 Dundgovi,2025-03,30
 Dundgovi,2025-02,17
 Dundgovi,2025-01,17
 Dundgovi,2024-12,20
 Dundgovi,2024-11,19
 Dundgovi,2024-10,25
 Dundgovi,2024-09,13
 Dundgovi,2024-08,16
 Dundgovi,2024-07,31
 Dundgovi,2024-06,15
 Dundgovi,2024-05,9
 Dundgovi,2024-04,21
 Dundgovi,2024-03,12
 Dundgovi,2024-02,26
 Dundgovi,2024-01,19
 Dundgovi,2023-12,20
 Dundgovi,2023-11,18
 Dundgovi,2023-10,17
 Dundgovi,2023-09,18
 Dundgovi,2023-08,22
 Dundgovi,2023-07,25
 Dundgovi,2023-06,18
 Dundgovi,2023-05,19
 Dundgovi,2023-04,20
 Dundgovi,2023-03,22
 Dundgovi,2023-02,13
 Dundgovi,2023-01,12
 Dundgovi,2022-12,21
 Dundgovi,2022-11,11
 Dundgovi,2022-10,19
 Dundgovi,2022-09,27
 Dundgovi,2022-08,26
 Dundgovi,2022-07,15
 Dundgovi,2022-06,24
 Dundgovi,2022-05,14
 Dundgovi,2022-04,19
 Dundgovi,2022-03,21
 Dundgovi,2022-02,18
 Dundgovi,2022-01,22
 Dundgovi,2021-12,17
 Dundgovi,2021-11,27
 Dundgovi,2021-10,36
 Dundgovi,2021-09,20
 Dundgovi,2021-08,30
 Dundgovi,2021-07,32
 Dundgovi,2021-06,18
 Dundgovi,2021-05,9
 Dundgovi,2021-04,22
 Dundgovi,2021-03,28
 Dundgovi,2021-02,17
 Dundgovi,2021-01,14
 Dundgovi,2020-12,13
 Dundgovi,2020-11,18
 Dundgovi,2020-10,20
 Dundgovi,2020-09,24
 Dundgovi,2020-08,22
 Dundgovi,2020-07,19
 Dundgovi,2020-06,22
 Dundgovi,2020-05,18
 Dundgovi,2020-04,21
 Dundgovi,2020-03,21
 Dundgovi,2020-02,19
 Dundgovi,2020-01,16
 Dundgovi,2019-12,22
 Dundgovi,2019-11,25
 Dundgovi,2019-10,12
 Dundgovi,2019-09,38
 Dundgovi,2019-08,21
 Dundgovi,2019-07,17
 Dundgovi,2019-06,18
 Dundgovi,2019-05,18
 Dundgovi,2019-04,25
 Dundgovi,2019-03,24
 Dundgovi,2019-02,16
 Dundgovi,2019-01,20
 Dundgovi,2018-12,18
 Dundgovi,2018-11,18
 Dundgovi,2018-10,18
 Dundgovi,2018-09,29
 Dundgovi,2018-08,21
 Dundgovi,2018-07,25
 Dundgovi,2018-06,17
 Dundgovi,2018-05,25
 Dundgovi,2018-04,25
 Dundgovi,2018-03,26
 Dundgovi,2018-02,26
 Dundgovi,2018-01,16
 Dundgovi,2017-12,22
 Dundgovi,2017-11,20
 Dundgovi,2017-10,16
 Dundgovi,2017-09,17
 Dundgovi,2017-08,21
 Dundgovi,2017-07,21
 Dundgovi,2017-06,14
 Dundgovi,2017-05,15
 Dundgovi,2017-04,22
 Dundgovi,2017-03,24
 Dundgovi,2017-02,22
 Dundgovi,2017-01,17
 Dundgovi,2016-12,18
 Dundgovi,2016-11,20
 Dundgovi,2016-10,22
 Dundgovi,2016-09,20
 Dundgovi,2016-08,22
 Dundgovi,2016-07,18
 Dundgovi,2016-06,19
 Dundgovi,2016-05,25
 Dundgovi,2016-04,26
 Dundgovi,2016-03,25
 Dundgovi,2016-02,26
 Dundgovi,2016-01,26
 Umnugovi,2026-03,33
 Umnugovi,2026-02,35
 Umnugovi,2026-01,29
 Umnugovi,2025-12,27
 Umnugovi,2025-11,29
 Umnugovi,2025-10,26
 Umnugovi,2025-09,18
 Umnugovi,2025-8,20
 Umnugovi,2025-07,18
 Umnugovi,2025-06,21
 Umnugovi,2025-05,25
 Umnugovi,2025-04,30
 Umnugovi,2025-03,31
 Umnugovi,2025-02,28
 Umnugovi,2025-01,28
 Umnugovi,2024-12,35
 Umnugovi,2024-11,34
 Umnugovi,2024-10,30
 Umnugovi,2024-09,20
 Umnugovi,2024-08,34
 Umnugovi,2024-07,28
 Umnugovi,2024-06,27
 Umnugovi,2024-05,24
 Umnugovi,2024-04,28
 Umnugovi,2024-03,32
 Umnugovi,2024-02,17
 Umnugovi,2024-01,30
 Umnugovi,2023-12,26
 Umnugovi,2023-11,24
 Umnugovi,2023-10,21
 Umnugovi,2023-09,27
 Umnugovi,2023-08,22
 Umnugovi,2023-07,35
 Umnugovi,2023-06,22
 Umnugovi,2023-05,29
 Umnugovi,2023-04,25
 Umnugovi,2023-03,27
 Umnugovi,2023-02,30
 Umnugovi,2023-01,21
 Umnugovi,2022-12,29
 Umnugovi,2022-11,33
 Umnugovi,2022-10,23
 Umnugovi,2022-09,30
 Umnugovi,2022-08,32
 Umnugovi,2022-07,26
 Umnugovi,2022-06,26
 Umnugovi,2022-05,28
 Umnugovi,2022-04,23
 Umnugovi,2022-03,18
 Umnugovi,2022-02,23
 Umnugovi,2022-01,36
 Umnugovi,2021-12,40
 Umnugovi,2021-11,44
 Umnugovi,2021-10,34
 Umnugovi,2021-09,35
 Umnugovi,2021-08,29
 Umnugovi,2021-07,26
 Umnugovi,2021-06,32
 Umnugovi,2021-05,34
 Umnugovi,2021-04,22
 Umnugovi,2021-03,20
 Umnugovi,2021-02,11
 Umnugovi,2021-01,22
 Umnugovi,2020-12,14
 Umnugovi,2020-11,20
 Umnugovi,2020-10,20
 Umnugovi,2020-09,25
 Umnugovi,2020-08,29
 Umnugovi,2020-07,41
 Umnugovi,2020-06,21
 Umnugovi,2020-05,25
 Umnugovi,2020-04,18
 Umnugovi,2020-03,18
 Umnugovi,2020-02,34
 Umnugovi,2020-01,25
 Umnugovi,2019-12,32
 Umnugovi,2019-11,24
 Umnugovi,2019-10,29
 Umnugovi,2019-09,28
 Umnugovi,2019-08,31
 Umnugovi,2019-07,33
 Umnugovi,2019-06,33
 Umnugovi,2019-05,40
 Umnugovi,2019-04,27
 Umnugovi,2019-03,22
 Umnugovi,2019-02,16
 Umnugovi,2019-01,32
 Umnugovi,2018-12,34
 Umnugovi,2018-11,22
 Umnugovi,2018-10,25
 Umnugovi,2018-09,27
 Umnugovi,2018-08,22
 Umnugovi,2018-07,27
 Umnugovi,2018-06,23
 Umnugovi,2018-05,29
 Umnugovi,2018-04,32
 Umnugovi,2018-03,31
 Umnugovi,2018-02,23
 Umnugovi,2018-01,28
 Umnugovi,2017-12,29
 Umnugovi,2017-11,28
 Umnugovi,2017-10,30
 Umnugovi,2017-09,25
 Umnugovi,2017-08,20
 Umnugovi,2017-07,22
 Umnugovi,2017-06,27
 Umnugovi,2017-05,34
 Umnugovi,2017-04,22
 Umnugovi,2017-03,32
 Umnugovi,2017-02,22
 Umnugovi,2017-01,16
 Umnugovi,2016-12,26
 Umnugovi,2016-11,31
 Umnugovi,2016-10,18
 Umnugovi,2016-09,31
 Umnugovi,2016-08,31
 Umnugovi,2016-07,30
 Umnugovi,2016-06,25
 Umnugovi,2016-05,20
 Umnugovi,2016-04,21
 Umnugovi,2016-03,26
 Umnugovi,2016-02,30
 Umnugovi,2016-01,31
 Selenge,2026-03,60
 Selenge,2026-02,53
 Selenge,2026-01,53
 Selenge,2025-12,46
 Selenge,2025-11,37
 Selenge,2025-10,48
 Selenge,2025-09,50
 Selenge,2025-8,32
 Selenge,2025-07,55
 Selenge,2025-06,66
 Selenge,2025-05,50
 Selenge,2025-04,44
 Selenge,2025-03,54
 Selenge,2025-02,35
 Selenge,2025-01,53
 Selenge,2024-12,46
 Selenge,2024-11,44
 Selenge,2024-10,47
 Selenge,2024-09,49
 Selenge,2024-08,40
 Selenge,2024-07,52
 Selenge,2024-06,41
 Selenge,2024-05,51
 Selenge,2024-04,49
 Selenge,2024-03,51
 Selenge,2024-02,36
 Selenge,2024-01,50
 Selenge,2023-12,42
 Selenge,2023-11,55
 Selenge,2023-10,44
 Selenge,2023-09,34
 Selenge,2023-08,36
 Selenge,2023-07,55
 Selenge,2023-06,38
 Selenge,2023-05,39
 Selenge,2023-04,35
 Selenge,2023-03,37
 Selenge,2023-02,46
 Selenge,2023-01,42
 Selenge,2022-12,56
 Selenge,2022-11,34
 Selenge,2022-10,42
 Selenge,2022-09,47
 Selenge,2022-08,34
 Selenge,2022-07,51
 Selenge,2022-06,43
 Selenge,2022-05,48
 Selenge,2022-04,46
 Selenge,2022-03,37
 Selenge,2022-02,45
 Selenge,2022-01,42
 Selenge,2021-12,66
 Selenge,2021-11,67
 Selenge,2021-10,63
 Selenge,2021-09,58
 Selenge,2021-08,52
 Selenge,2021-07,43
 Selenge,2021-06,41
 Selenge,2021-05,44
 Selenge,2021-04,57
 Selenge,2021-03,37
 Selenge,2021-02,33
 Selenge,2021-01,40
 Selenge,2020-12,44
 Selenge,2020-11,35
 Selenge,2020-10,47
 Selenge,2020-09,36
 Selenge,2020-08,33
 Selenge,2020-07,44
 Selenge,2020-06,37
 Selenge,2020-05,46
 Selenge,2020-04,43
 Selenge,2020-03,38
 Selenge,2020-02,43
 Selenge,2020-01,45
 Selenge,2019-12,33
 Selenge,2019-11,25
 Selenge,2019-10,57
 Selenge,2019-09,53
 Selenge,2019-08,44
 Selenge,2019-07,54
 Selenge,2019-06,41
 Selenge,2019-05,32
 Selenge,2019-04,45
 Selenge,2019-03,33
 Selenge,2019-02,44
 Selenge,2019-01,41
 Selenge,2018-12,49
 Selenge,2018-11,49
 Selenge,2018-10,51
 Selenge,2018-09,51
 Selenge,2018-08,39
 Selenge,2018-07,39
 Selenge,2018-06,36
 Selenge,2018-05,45
 Selenge,2018-04,36
 Selenge,2018-03,37
 Selenge,2018-02,53
 Selenge,2018-01,44
 Selenge,2017-12,45
 Selenge,2017-11,43
 Selenge,2017-10,49
 Selenge,2017-09,40
 Selenge,2017-08,40
 Selenge,2017-07,41
 Selenge,2017-06,42
 Selenge,2017-05,40
 Selenge,2017-04,29
 Selenge,2017-03,48
 Selenge,2017-02,37
 Selenge,2017-01,40
 Selenge,2016-12,30
 Selenge,2016-11,65
 Selenge,2016-10,41
 Selenge,2016-09,50
 Selenge,2016-08,38
 Selenge,2016-07,49
 Selenge,2016-06,58
 Selenge,2016-05,46
 Selenge,2016-04,47
 Selenge,2016-03,49
 Selenge,2016-02,52
 Selenge,2016-01,45
 Tuv,2026-03,47
 Tuv,2026-02,42
 Tuv,2026-01,54
 Tuv,2025-12,68
 Tuv,2025-11,36
 Tuv,2025-10,41
 Tuv,2025-09,53
 Tuv,2025-8,34
 Tuv,2025-07,44
 Tuv,2025-06,39
 Tuv,2025-05,40
 Tuv,2025-04,45
 Tuv,2025-03,54
 Tuv,2025-02,31
 Tuv,2025-01,37
 Tuv,2024-12,48
 Tuv,2024-11,47
 Tuv,2024-10,45
 Tuv,2024-09,47
 Tuv,2024-08,38
 Tuv,2024-07,64
 Tuv,2024-06,47
 Tuv,2024-05,45
 Tuv,2024-04,47
 Tuv,2024-03,43
 Tuv,2024-02,40
 Tuv,2024-01,41
 Tuv,2023-12,39
 Tuv,2023-11,41
 Tuv,2023-10,48
 Tuv,2023-09,39
 Tuv,2023-08,45
 Tuv,2023-07,48
 Tuv,2023-06,44
 Tuv,2023-05,42
 Tuv,2023-04,50
 Tuv,2023-03,33
 Tuv,2023-02,49
 Tuv,2023-01,32
 Tuv,2022-12,32
 Tuv,2022-11,46
 Tuv,2022-10,43
 Tuv,2022-09,40
 Tuv,2022-08,36
 Tuv,2022-07,42
 Tuv,2022-06,57
 Tuv,2022-05,45
 Tuv,2022-04,39
 Tuv,2022-03,42
 Tuv,2022-02,53
 Tuv,2022-01,44
 Tuv,2021-12,49
 Tuv,2021-11,51
 Tuv,2021-10,53
 Tuv,2021-09,52
 Tuv,2021-08,45
 Tuv,2021-07,69
 Tuv,2021-06,36
 Tuv,2021-05,35
 Tuv,2021-04,43
 Tuv,2021-03,33
 Tuv,2021-02,33
 Tuv,2021-01,23
 Tuv,2020-12,26
 Tuv,2020-11,22
 Tuv,2020-10,42
 Tuv,2020-09,31
 Tuv,2020-08,30
 Tuv,2020-07,49
 Tuv,2020-06,34
 Tuv,2020-05,32
 Tuv,2020-04,33
 Tuv,2020-03,45
 Tuv,2020-02,27
 Tuv,2020-01,20
 Tuv,2019-12,30
 Tuv,2019-11,36
 Tuv,2019-10,45
 Tuv,2019-09,48
 Tuv,2019-08,43
 Tuv,2019-07,33
 Tuv,2019-06,41
 Tuv,2019-05,37
 Tuv,2019-04,36
 Tuv,2019-03,46
 Tuv,2019-02,42
 Tuv,2019-01,39
 Tuv,2018-12,42
 Tuv,2018-11,27
 Tuv,2018-10,32
 Tuv,2018-09,33
 Tuv,2018-08,54
 Tuv,2018-07,52
 Tuv,2018-06,34
 Tuv,2018-05,39
 Tuv,2018-04,34
 Tuv,2018-03,40
 Tuv,2018-02,41
 Tuv,2018-01,42
 Tuv,2017-12,26
 Tuv,2017-11,34
 Tuv,2017-10,41
 Tuv,2017-09,44
 Tuv,2017-08,37
 Tuv,2017-07,32
 Tuv,2017-06,28
 Tuv,2017-05,48
 Tuv,2017-04,32
 Tuv,2017-03,35
 Tuv,2017-02,25
 Tuv,2017-01,38
 Tuv,2016-12,37
 Tuv,2016-11,24
 Tuv,2016-10,33
 Tuv,2016-09,27
 Tuv,2016-08,33
 Tuv,2016-07,50
 Tuv,2016-06,22
 Tuv,2016-05,40
 Tuv,2016-04,33
 Tuv,2016-03,37
 Tuv,2016-02,43
 Tuv,2016-01,46
 Eastern region,2026-03,94
 Eastern region,2026-02,81
 Eastern region,2026-01,77
 Eastern region,2025-12,105
 Eastern region,2025-11,130
 Eastern region,2025-10,105
 Eastern region,2025-09,100
 Eastern region,2025-8,97
 Eastern region,2025-07,101
 Eastern region,2025-06,84
 Eastern region,2025-05,88
 Eastern region,2025-04,90
 Eastern region,2025-03,104
 Eastern region,2025-02,64
 Eastern region,2025-01,92
 Eastern region,2024-12,109
 Eastern region,2024-11,114
 Eastern region,2024-10,75
 Eastern region,2024-09,103
 Eastern region,2024-08,77
 Eastern region,2024-07,103
 Eastern region,2024-06,96
 Eastern region,2024-05,100
 Eastern region,2024-04,80
 Eastern region,2024-03,90
 Eastern region,2024-02,97
 Eastern region,2024-01,103
 Eastern region,2023-12,98
 Eastern region,2023-11,90
 Eastern region,2023-10,91
 Eastern region,2023-09,96
 Eastern region,2023-08,77
 Eastern region,2023-07,78
 Eastern region,2023-06,78
 Eastern region,2023-05,78
 Eastern region,2023-04,75
 Eastern region,2023-03,87
 Eastern region,2023-02,83
 Eastern region,2023-01,92
 Eastern region,2022-12,97
 Eastern region,2022-11,83
 Eastern region,2022-10,84
 Eastern region,2022-09,78
 Eastern region,2022-08,105
 Eastern region,2022-07,92
 Eastern region,2022-06,81
 Eastern region,2022-05,76
 Eastern region,2022-04,82
 Eastern region,2022-03,74
 Eastern region,2022-02,101
 Eastern region,2022-01,91
 Eastern region,2021-12,99
 Eastern region,2021-11,114
 Eastern region,2021-10,164
 Eastern region,2021-09,165
 Eastern region,2021-08,90
 Eastern region,2021-07,106
 Eastern region,2021-06,90
 Eastern region,2021-05,84
 Eastern region,2021-04,74
 Eastern region,2021-03,103
 Eastern region,2021-02,88
 Eastern region,2021-01,98
 Eastern region,2020-12,83
 Eastern region,2020-11,86
 Eastern region,2020-10,94
 Eastern region,2020-09,77
 Eastern region,2020-08,101
 Eastern region,2020-07,107
 Eastern region,2020-06,101
 Eastern region,2020-05,81
 Eastern region,2020-04,92
 Eastern region,2020-03,91
 Eastern region,2020-02,82
 Eastern region,2020-01,93
 Eastern region,2019-12,106
 Eastern region,2019-11,85
 Eastern region,2019-10,95
 Eastern region,2019-09,85
 Eastern region,2019-08,99
 Eastern region,2019-07,111
 Eastern region,2019-06,80
 Eastern region,2019-05,115
 Eastern region,2019-04,95
 Eastern region,2019-03,82
 Eastern region,2019-02,104
 Eastern region,2019-01,99
 Eastern region,2018-12,99
 Eastern region,2018-11,80
 Eastern region,2018-10,95
 Eastern region,2018-09,94
 Eastern region,2018-08,98
 Eastern region,2018-07,117
 Eastern region,2018-06,105
 Eastern region,2018-05,77
 Eastern region,2018-04,93
 Eastern region,2018-03,101
 Eastern region,2018-02,94
 Eastern region,2018-01,100
 Eastern region,2017-12,105
 Eastern region,2017-11,81
 Eastern region,2017-10,83
 Eastern region,2017-09,105
 Eastern region,2017-08,97
 Eastern region,2017-07,97
 Eastern region,2017-06,97
 Eastern region,2017-05,93
 Eastern region,2017-04,88
 Eastern region,2017-03,86
 Eastern region,2017-02,75
 Eastern region,2017-01,90
 Eastern region,2016-12,90
 Eastern region,2016-11,101
 Eastern region,2016-10,98
 Eastern region,2016-09,93
 Eastern region,2016-08,105
 Eastern region,2016-07,100
 Eastern region,2016-06,106
 Eastern region,2016-05,112
 Eastern region,2016-04,99
 Eastern region,2016-03,115
 Eastern region,2016-02,101
 Eastern region,2016-01,91
 Dornod,2026-03,33
 Dornod,2026-02,36
 Dornod,2026-01,30
 Dornod,2025-12,42
 Dornod,2025-11,80
 Dornod,2025-10,39
 Dornod,2025-09,47
 Dornod,2025-8,29
 Dornod,2025-07,38
 Dornod,2025-06,32
 Dornod,2025-05,31
 Dornod,2025-04,29
 Dornod,2025-03,40
 Dornod,2025-02,30
 Dornod,2025-01,29
 Dornod,2024-12,43
 Dornod,2024-11,61
 Dornod,2024-10,24
 Dornod,2024-09,36
 Dornod,2024-08,22
 Dornod,2024-07,35
 Dornod,2024-06,32
 Dornod,2024-05,48
 Dornod,2024-04,25
 Dornod,2024-03,28
 Dornod,2024-02,37
 Dornod,2024-01,34
 Dornod,2023-12,34
 Dornod,2023-11,39
 Dornod,2023-10,36
 Dornod,2023-09,41
 Dornod,2023-08,28
 Dornod,2023-07,29
 Dornod,2023-06,30
 Dornod,2023-05,26
 Dornod,2023-04,21
 Dornod,2023-03,37
 Dornod,2023-02,21
 Dornod,2023-01,30
 Dornod,2022-12,42
 Dornod,2022-11,36
 Dornod,2022-10,42
 Dornod,2022-09,30
 Dornod,2022-08,45
 Dornod,2022-07,36
 Dornod,2022-06,32
 Dornod,2022-05,22
 Dornod,2022-04,23
 Dornod,2022-03,22
 Dornod,2022-02,36
 Dornod,2022-01,33
 Dornod,2021-12,26
 Dornod,2021-11,42
 Dornod,2021-10,78
 Dornod,2021-09,90
 Dornod,2021-08,33
 Dornod,2021-07,42
 Dornod,2021-06,29
 Dornod,2021-05,31
 Dornod,2021-04,23
 Dornod,2021-03,30
 Dornod,2021-02,36
 Dornod,2021-01,39
 Dornod,2020-12,34
 Dornod,2020-11,36
 Dornod,2020-10,37
 Dornod,2020-09,29
