огноо,валютын_код,валютын_нэр,ханш_төгрөг
2023-01-04,EUR,Евро,3655.48
2023-01-04,JPY,Японы иен,26.49
2023-01-04,KRW,Солонгосын вон,2.71
2023-01-04,RUB,Оросын рубль,48.32
2023-01-04,USD,Америк доллар,3450.52
2023-01-05,CNY,Хятад юань,501.94
2023-01-05,EUR,Евро,3660.23
2023-01-05,JPY,Японы иен,26.05
2023-01-05,KRW,Солонгосын вон,2.71
2023-01-05,RUB,Оросын рубль,48.39
2023-01-05,USD,Америк доллар,3451.09
2023-01-06,CNY,Хятад юань,503.35
2023-01-06,EUR,Евро,3631.02
2023-01-06,JPY,Японы иен,25.73
2023-01-06,KRW,Солонгосын вон,2.72
2023-01-06,RUB,Оросын рубль,48.23
2023-01-06,USD,Америк доллар,3453.84
2023-01-07,CNY,Хятад юань,503.35
2023-01-07,EUR,Евро,3631.02
2023-01-07,JPY,Японы иен,25.73
2023-01-07,KRW,Солонгосын вон,2.72
2023-01-07,RUB,Оросын рубль,48.23
2023-01-07,USD,Америк доллар,3453.84
2023-01-08,CNY,Хятад юань,503.35
2023-01-08,EUR,Евро,3631.02
2023-01-08,JPY,Японы иен,25.73
2023-01-08,KRW,Солонгосын вон,2.72
2023-01-08,RUB,Оросын рубль,48.23
2023-01-08,USD,Америк доллар,3453.84
2023-01-09,CNY,Хятад юань,509.48
2023-01-09,EUR,Евро,3686.27
2023-01-09,JPY,Японы иен,26.12
2023-01-09,KRW,Солонгосын вон,2.77
2023-01-09,RUB,Оросын рубль,48.67
2023-01-09,USD,Америк доллар,3453.99
2023-01-10,CNY,Хятад юань,509.33
2023-01-10,EUR,Евро,3708.68
2023-01-10,JPY,Японы иен,26.14
2023-01-10,KRW,Солонгосын вон,2.78
2023-01-10,RUB,Оросын рубль,49.5
2023-01-10,USD,Америк доллар,3455.72
2023-01-11,CNY,Хятад юань,510.47
2023-01-11,EUR,Евро,3715.99
2023-01-11,JPY,Японы иен,26.11
2023-01-11,KRW,Солонгосын вон,2.78
2023-01-11,RUB,Оросын рубль,49.7
2023-01-11,USD,Америк доллар,3457.7
2023-01-12,CNY,Хятад юань,511.93
2023-01-12,EUR,Евро,3724.09
2023-01-12,JPY,Японы иен,26.29
2023-01-12,KRW,Солонгосын вон,2.78
2023-01-12,RUB,Оросын рубль,51.02
2023-01-12,USD,Америк доллар,3459.76
2023-01-13,CNY,Хятад юань,515.65
2023-01-13,EUR,Евро,3752.56
2023-01-13,JPY,Японы иен,26.94
2023-01-13,KRW,Солонгосын вон,2.79
2023-01-13,RUB,Оросын рубль,51.36
2023-01-13,USD,Америк доллар,3462.41
2023-01-14,CNY,Хятад юань,515.65
2023-01-14,EUR,Евро,3752.56
2023-01-14,JPY,Японы иен,26.94
2023-01-14,KRW,Солонгосын вон,2.79
2023-01-14,RUB,Оросын рубль,51.36
2023-01-14,USD,Америк доллар,3462.41
2023-01-15,CNY,Хятад юань,515.65
2023-01-15,EUR,Евро,3752.56
2023-01-15,JPY,Японы иен,26.94
2023-01-15,KRW,Солонгосын вон,2.79
2023-01-15,RUB,Оросын рубль,51.36
2023-01-15,USD,Америк доллар,3462.41
2023-01-16,CNY,Хятад юань,516.25
2023-01-16,EUR,Евро,3752.3
2023-01-16,JPY,Японы иен,27.07
2023-01-16,KRW,Солонгосын вон,2.8
2023-01-16,RUB,Оросын рубль,50.78
2023-01-16,USD,Америк доллар,3464.41
2023-01-17,CNY,Хятад юань,512.13
2023-01-17,EUR,Евро,3753.56
2023-01-17,JPY,Японы иен,26.93
2023-01-17,KRW,Солонгосын вон,2.8
2023-01-17,RUB,Оросын рубль,50.45
2023-01-17,USD,Америк доллар,3466.53
2023-01-18,CNY,Хятад юань,512.28
2023-01-18,EUR,Евро,3756.9
2023-01-18,JPY,Японы иен,26.64
2023-01-18,KRW,Солонгосын вон,2.81
2023-01-18,RUB,Оросын рубль,50.39
2023-01-18,USD,Америк доллар,3470.42
2023-01-19,CNY,Хятад юань,512.18
2023-01-19,EUR,Евро,3751.63
2023-01-19,JPY,Японы иен,27.08
2023-01-19,KRW,Солонгосын вон,2.81
2023-01-19,RUB,Оросын рубль,50.48
2023-01-19,USD,Америк доллар,3471.16
2023-01-20,CNY,Хятад юань,513.04
2023-01-20,EUR,Евро,3767.51
2023-01-20,JPY,Японы иен,26.97
2023-01-20,KRW,Солонгосын вон,2.82
2023-01-20,RUB,Оросын рубль,50.58
2023-01-20,USD,Америк доллар,3475.56
2023-01-21,CNY,Хятад юань,513.04
2023-01-21,EUR,Евро,3767.51
2023-01-21,JPY,Японы иен,26.97
2023-01-21,KRW,Солонгосын вон,2.82
2023-01-21,RUB,Оросын рубль,50.58
2023-01-21,USD,Америк доллар,3475.56
2023-01-22,CNY,Хятад юань,513.04
2023-01-22,EUR,Евро,3767.51
2023-01-22,JPY,Японы иен,26.97
2023-01-22,KRW,Солонгосын вон,2.82
2023-01-22,RUB,Оросын рубль,50.58
2023-01-22,USD,Америк доллар,3475.56
2023-01-23,CNY,Хятад юань,512.62
2023-01-23,EUR,Евро,3795.76
2023-01-23,JPY,Японы иен,26.73
2023-01-23,KRW,Солонгосын вон,2.83
2023-01-23,RUB,Оросын рубль,50.69
2023-01-23,USD,Америк доллар,3477.88
2023-01-24,CNY,Хятад юань,512.78
2023-01-24,EUR,Евро,3788.25
2023-01-24,JPY,Японы иен,26.79
2023-01-24,KRW,Солонгосын вон,2.83
2023-01-24,RUB,Оросын рубль,50.67
2023-01-24,USD,Америк доллар,3478.97
2023-01-25,CNY,Хятад юань,513.37
2023-01-25,EUR,Евро,3789.8
2023-01-25,JPY,Японы иен,26.7
2023-01-25,KRW,Солонгосын вон,2.82
2023-01-25,RUB,Оросын рубль,50.65
2023-01-25,USD,Америк доллар,3482.95
2023-01-26,CNY,Хятад юань,513.45
2023-01-26,EUR,Евро,3803.98
2023-01-26,JPY,Японы иен,26.91
2023-01-26,KRW,Солонгосын вон,2.83
2023-01-26,RUB,Оросын рубль,50.26
2023-01-26,USD,Америк доллар,3483.5
2023-01-27,CNY,Хятад юань,513.87
2023-01-27,EUR,Евро,3790.85
2023-01-27,JPY,Японы иен,26.83
2023-01-27,KRW,Солонгосын вон,2.82
2023-01-27,RUB,Оросын рубль,50.3
2023-01-27,USD,Америк доллар,3486.32
2023-01-28,CNY,Хятад юань,513.87
2023-01-28,EUR,Евро,3790.85
2023-01-28,JPY,Японы иен,26.83
2023-01-28,KRW,Солонгосын вон,2.82
2023-01-28,RUB,Оросын рубль,50.3
2023-01-28,USD,Америк доллар,3486.32
2023-01-29,CNY,Хятад юань,513.87
2023-01-29,EUR,Евро,3790.85
2023-01-29,JPY,Японы иен,26.83
2023-01-29,KRW,Солонгосын вон,2.82
2023-01-29,RUB,Оросын рубль,50.3
2023-01-29,USD,Америк доллар,3486.32
2023-01-30,CNY,Хятад юань,516.72
2023-01-30,EUR,Евро,3788.37
2023-01-30,JPY,Японы иен,26.92
2023-01-30,KRW,Солонгосын вон,2.84
2023-01-30,RUB,Оросын рубль,50.12
2023-01-30,USD,Америк доллар,3488.69
2023-01-31,CNY,Хятад юань,517.06
2023-01-31,EUR,Евро,3786.14
2023-01-31,JPY,Японы иен,26.83
2023-01-31,KRW,Солонгосын вон,2.83
2023-01-31,RUB,Оросын рубль,49.65
2023-01-31,USD,Америк доллар,3491.46
2023-02-01,CNY,Хятад юань,517.87
2023-02-01,EUR,Евро,3801.44
2023-02-01,JPY,Японы иен,26.84
2023-02-01,KRW,Солонгосын вон,2.84
2023-02-01,RUB,Оросын рубль,49.86
2023-02-01,USD,Америк доллар,3493.65
2023-02-02,CNY,Хятад юань,519.75
2023-02-02,EUR,Евро,3841.51
2023-02-02,JPY,Японы иен,27.16
2023-02-02,KRW,Солонгосын вон,2.86
2023-02-02,RUB,Оросын рубль,49.91
2023-02-02,USD,Америк доллар,3494.19
2023-02-03,CNY,Хятад юань,518.45
2023-02-03,EUR,Евро,3811.27
2023-02-03,JPY,Японы иен,27.19
2023-02-03,KRW,Солонгосын вон,2.84
2023-02-03,RUB,Оросын рубль,49.7
2023-02-03,USD,Америк доллар,3496.9
2023-02-04,CNY,Хятад юань,518.45
2023-02-04,EUR,Евро,3811.27
2023-02-04,JPY,Японы иен,27.19
2023-02-04,KRW,Солонгосын вон,2.84
2023-02-04,RUB,Оросын рубль,49.7
2023-02-04,USD,Америк доллар,3496.9
2023-02-05,CNY,Хятад юань,518.45
2023-02-05,EUR,Евро,3811.27
2023-02-05,JPY,Японы иен,27.19
2023-02-05,KRW,Солонгосын вон,2.84
2023-02-05,RUB,Оросын рубль,49.7
2023-02-05,USD,Америк доллар,3496.9
2023-02-06,CNY,Хятад юань,515.88
2023-02-06,EUR,Евро,3771.24
2023-02-06,JPY,Японы иен,26.55
2023-02-06,KRW,Солонгосын вон,2.79
2023-02-06,RUB,Оросын рубль,49.63
2023-02-06,USD,Америк доллар,3498.37
2023-02-07,CNY,Хятад юань,515.62
2023-02-07,EUR,Евро,3753.16
2023-02-07,JPY,Японы иен,26.48
2023-02-07,KRW,Солонгосын вон,2.78
2023-02-07,RUB,Оросын рубль,49.28
2023-02-07,USD,Америк доллар,3499.61
2023-02-08,CNY,Хятад юань,516.62
2023-02-08,EUR,Евро,3768.93
2023-02-08,JPY,Японы иен,26.76
2023-02-08,KRW,Солонгосын вон,2.78
2023-02-08,RUB,Оросын рубль,48.92
2023-02-08,USD,Америк доллар,3503.05
2023-02-09,CNY,Хятад юань,516.43
2023-02-09,EUR,Евро,3761.19
2023-02-09,JPY,Японы иен,26.72
2023-02-09,KRW,Солонгосын вон,2.78
2023-02-09,RUB,Оросын рубль,48.06
2023-02-09,USD,Америк доллар,3504.0
2023-02-10,CNY,Хятад юань,515.84
2023-02-10,EUR,Евро,3767.1
2023-02-10,JPY,Японы иен,26.88
2023-02-10,KRW,Солонгосын вон,2.78
2023-02-10,RUB,Оросын рубль,48.27
2023-02-10,USD,Америк доллар,3506.89
2023-02-11,CNY,Хятад юань,515.84
2023-02-11,EUR,Евро,3767.1
2023-02-11,JPY,Японы иен,26.88
2023-02-11,KRW,Солонгосын вон,2.78
2023-02-11,RUB,Оросын рубль,48.27
2023-02-11,USD,Америк доллар,3506.89
2023-02-12,CNY,Хятад юань,515.84
2023-02-12,EUR,Евро,3767.1
2023-02-12,JPY,Японы иен,26.88
2023-02-12,KRW,Солонгосын вон,2.78
2023-02-12,RUB,Оросын рубль,48.27
2023-02-12,USD,Америк доллар,3506.89
2023-02-13,CNY,Хятад юань,514.22
2023-02-13,EUR,Евро,3748.88
2023-02-13,JPY,Японы иен,26.56
2023-02-13,KRW,Солонгосын вон,2.75
2023-02-13,RUB,Оросын рубль,47.7
2023-02-13,USD,Америк доллар,3509.2
2023-02-14,CNY,Хятад юань,514.8
2023-02-14,EUR,Евро,3766.61
2023-02-14,JPY,Японы иен,26.57
2023-02-14,KRW,Солонгосын вон,2.76
2023-02-14,RUB,Оросын рубль,47.52
2023-02-14,USD,Америк доллар,3509.7
2023-02-15,CNY,Хятад юань,513.19
2023-02-15,EUR,Евро,3763.34
2023-02-15,JPY,Японы иен,26.34
2023-02-15,KRW,Солонгосын вон,2.74
2023-02-15,RUB,Оросын рубль,47.61
2023-02-15,USD,Америк доллар,3514.02
2023-02-16,CNY,Хятад юань,512.58
2023-02-16,EUR,Евро,3763.78
2023-02-16,JPY,Японы иен,26.27
2023-02-16,KRW,Солонгосын вон,2.74
2023-02-16,RUB,Оросын рубль,46.97
2023-02-16,USD,Америк доллар,3514.27
2023-02-17,CNY,Хятад юань,510.68
2023-02-17,EUR,Евро,3739.67
2023-02-17,JPY,Японы иен,26.07
2023-02-17,KRW,Солонгосын вон,2.7
2023-02-17,RUB,Оросын рубль,47.05
2023-02-17,USD,Америк доллар,3515.06
2023-02-18,CNY,Хятад юань,510.68
2023-02-18,EUR,Евро,3739.67
2023-02-18,JPY,Японы иен,26.07
2023-02-18,KRW,Солонгосын вон,2.7
2023-02-18,RUB,Оросын рубль,47.05
2023-02-18,USD,Америк доллар,3515.06
2023-02-19,CNY,Хятад юань,510.68
2023-02-19,EUR,Евро,3739.67
2023-02-19,JPY,Японы иен,26.07
2023-02-19,KRW,Солонгосын вон,2.7
2023-02-19,RUB,Оросын рубль,47.05
2023-02-19,USD,Америк доллар,3515.06
2023-02-20,CNY,Хятад юань,512.75
2023-02-20,EUR,Евро,3763.51
2023-02-20,JPY,Японы иен,26.24
2023-02-20,KRW,Солонгосын вон,2.72
2023-02-20,RUB,Оросын рубль,47.61
2023-02-20,USD,Америк доллар,3516.97
2023-02-21,CNY,Хятад юань,512.75
2023-02-21,EUR,Евро,3763.51
2023-02-21,JPY,Японы иен,26.24
2023-02-21,KRW,Солонгосын вон,2.72
2023-02-21,RUB,Оросын рубль,47.61
2023-02-21,USD,Америк доллар,3516.97
2023-02-22,CNY,Хятад юань,512.75
2023-02-22,EUR,Евро,3763.51
2023-02-22,JPY,Японы иен,26.24
2023-02-22,KRW,Солонгосын вон,2.72
2023-02-22,RUB,Оросын рубль,47.61
2023-02-22,USD,Америк доллар,3516.97
2023-02-23,CNY,Хятад юань,512.75
2023-02-23,EUR,Евро,3763.51
2023-02-23,JPY,Японы иен,26.24
2023-02-23,KRW,Солонгосын вон,2.72
2023-02-23,RUB,Оросын рубль,47.61
2023-02-23,USD,Америк доллар,3516.97
2023-02-24,CNY,Хятад юань,507.12
2023-02-24,EUR,Евро,3725.29
2023-02-24,JPY,Японы иен,26.09
2023-02-24,KRW,Солонгосын вон,2.69
2023-02-24,RUB,Оросын рубль,46.83
2023-02-24,USD,Америк доллар,3517.74
2023-02-25,CNY,Хятад юань,507.12
2023-02-25,EUR,Евро,3725.29
2023-02-25,JPY,Японы иен,26.09
2023-02-25,KRW,Солонгосын вон,2.69
2023-02-25,RUB,Оросын рубль,46.83
2023-02-25,USD,Америк доллар,3517.74
2023-02-26,CNY,Хятад юань,507.12
2023-02-26,EUR,Евро,3725.29
2023-02-26,JPY,Японы иен,26.09
2023-02-26,KRW,Солонгосын вон,2.69
2023-02-26,RUB,Оросын рубль,46.83
2023-02-26,USD,Америк доллар,3517.74
2023-02-27,CNY,Хятад юань,505.6
2023-02-27,EUR,Евро,3714.34
2023-02-27,JPY,Японы иен,25.86
2023-02-27,KRW,Солонгосын вон,2.66
2023-02-27,RUB,Оросын рубль,46.55
2023-02-27,USD,Америк доллар,3521.54
2023-02-28,CNY,Хятад юань,507.21
2023-02-28,EUR,Евро,3731.07
2023-02-28,JPY,Японы иен,25.75
2023-02-28,KRW,Солонгосын вон,2.66
2023-02-28,RUB,Оросын рубль,46.95
2023-02-28,USD,Америк доллар,3521.87
2023-03-01,CNY,Хятад юань,510.85
2023-03-01,EUR,Евро,3746.94
2023-03-01,JPY,Японы иен,25.9
2023-03-01,KRW,Солонгосын вон,2.69
2023-03-01,RUB,Оросын рубль,46.84
2023-03-01,USD,Америк доллар,3520.9
2023-03-02,CNY,Хятад юань,509.8
2023-03-02,EUR,Евро,3746.03
2023-03-02,JPY,Японы иен,25.75
2023-03-02,KRW,Солонгосын вон,2.68
2023-03-02,RUB,Оросын рубль,46.64
2023-03-02,USD,Америк доллар,3521.7
2023-03-03,CNY,Хятад юань,510.71
2023-03-03,EUR,Евро,3741.14
2023-03-03,JPY,Японы иен,25.86
2023-03-03,KRW,Солонгосын вон,2.71
2023-03-03,RUB,Оросын рубль,46.66
2023-03-03,USD,Америк доллар,3523.73
2023-03-04,CNY,Хятад юань,510.71
2023-03-04,EUR,Евро,3741.14
2023-03-04,JPY,Японы иен,25.86
2023-03-04,KRW,Солонгосын вон,2.71
2023-03-04,RUB,Оросын рубль,46.66
2023-03-04,USD,Америк доллар,3523.73
2023-03-05,CNY,Хятад юань,510.71
2023-03-05,EUR,Евро,3741.14
2023-03-05,JPY,Японы иен,25.86
2023-03-05,KRW,Солонгосын вон,2.71
2023-03-05,RUB,Оросын рубль,46.66
2023-03-05,USD,Америк доллар,3523.73
2023-03-06,CNY,Хятад юань,509.48
2023-03-06,EUR,Евро,3753.15
2023-03-06,JPY,Японы иен,25.98
2023-03-06,KRW,Солонгосын вон,2.72
2023-03-06,RUB,Оросын рубль,46.58
2023-03-06,USD,Америк доллар,3524.75
2023-03-07,CNY,Хятад юань,509.15
2023-03-07,EUR,Евро,3767.07
2023-03-07,JPY,Японы иен,25.97
2023-03-07,KRW,Солонгосын вон,2.71
2023-03-07,RUB,Оросын рубль,46.75
2023-03-07,USD,Америк доллар,3525.24
2023-03-08,CNY,Хятад юань,509.15
2023-03-08,EUR,Евро,3767.07
2023-03-08,JPY,Японы иен,25.97
2023-03-08,KRW,Солонгосын вон,2.71
2023-03-08,RUB,Оросын рубль,46.75
2023-03-08,USD,Америк доллар,3525.24
2023-03-09,CNY,Хятад юань,505.68
2023-03-09,EUR,Евро,3722.31
2023-03-09,JPY,Японы иен,25.77
2023-03-09,KRW,Солонгосын вон,2.67
2023-03-09,RUB,Оросын рубль,46.39
2023-03-09,USD,Америк доллар,3526.08
2023-03-10,CNY,Хятад юань,506.33
2023-03-10,EUR,Евро,3736.58
2023-03-10,JPY,Японы иен,25.86
2023-03-10,KRW,Солонгосын вон,2.67
2023-03-10,RUB,Оросын рубль,46.46
2023-03-10,USD,Америк доллар,3527.07
2023-03-11,CNY,Хятад юань,506.33
2023-03-11,EUR,Евро,3736.58
2023-03-11,JPY,Японы иен,25.86
2023-03-11,KRW,Солонгосын вон,2.67
2023-03-11,RUB,Оросын рубль,46.46
2023-03-11,USD,Америк доллар,3527.07
2023-03-12,CNY,Хятад юань,506.33
2023-03-12,EUR,Евро,3736.58
2023-03-12,JPY,Японы иен,25.86
2023-03-12,KRW,Солонгосын вон,2.67
2023-03-12,RUB,Оросын рубль,46.46
2023-03-12,USD,Америк доллар,3527.07
2023-03-13,CNY,Хятад юань,511.0
2023-03-13,EUR,Евро,3782.26
2023-03-13,JPY,Японы иен,26.22
2023-03-13,KRW,Солонгосын вон,2.71
2023-03-13,RUB,Оросын рубль,46.68
2023-03-13,USD,Америк доллар,3526.42
2023-03-14,CNY,Хятад юань,513.33
2023-03-14,EUR,Евро,3769.99
2023-03-14,JPY,Японы иен,26.41
2023-03-14,KRW,Солонгосын вон,2.69
2023-03-14,RUB,Оросын рубль,46.9
2023-03-14,USD,Америк доллар,3526.98
2023-03-15,CNY,Хятад юань,511.78
2023-03-15,EUR,Евро,3787.52
2023-03-15,JPY,Японы иен,26.15
2023-03-15,KRW,Солонгосын вон,2.7
2023-03-15,RUB,Оросын рубль,46.68
2023-03-15,USD,Америк доллар,3527.38
2023-03-16,CNY,Хятад юань,511.09
2023-03-16,EUR,Евро,3748.22
2023-03-16,JPY,Японы иен,26.5
2023-03-16,KRW,Солонгосын вон,2.69
2023-03-16,RUB,Оросын рубль,46.38
2023-03-16,USD,Америк доллар,3527.57
2023-03-17,CNY,Хятад юань,513.84
2023-03-17,EUR,Евро,3761.61
2023-03-17,JPY,Японы иен,26.52
2023-03-17,KRW,Солонгосын вон,2.71
2023-03-17,RUB,Оросын рубль,46.14
2023-03-17,USD,Америк доллар,3528.05
2023-03-18,CNY,Хятад юань,513.84
2023-03-18,EUR,Евро,3761.61
2023-03-18,JPY,Японы иен,26.52
2023-03-18,KRW,Солонгосын вон,2.71
2023-03-18,RUB,Оросын рубль,46.14
2023-03-18,USD,Америк доллар,3528.05
2023-03-19,CNY,Хятад юань,513.84
2023-03-19,EUR,Евро,3761.61
2023-03-19,JPY,Японы иен,26.52
2023-03-19,KRW,Солонгосын вон,2.71
2023-03-19,RUB,Оросын рубль,46.14
2023-03-19,USD,Америк доллар,3528.05
2023-03-20,CNY,Хятад юань,511.95
2023-03-20,EUR,Евро,3758.58
2023-03-20,JPY,Японы иен,26.92
2023-03-20,KRW,Солонгосын вон,2.69
2023-03-20,RUB,Оросын рубль,45.48
2023-03-20,USD,Америк доллар,3527.53
2023-03-21,CNY,Хятад юань,513.23
2023-03-21,EUR,Евро,3785.17
2023-03-21,JPY,Японы иен,26.72
2023-03-21,KRW,Солонгосын вон,2.7
2023-03-21,RUB,Оросын рубль,45.86
2023-03-21,USD,Америк доллар,3527.49
2023-03-22,CNY,Хятад юань,512.0
2023-03-22,EUR,Евро,3797.58
2023-03-22,JPY,Японы иен,26.6
2023-03-22,KRW,Солонгосын вон,2.69
2023-03-22,RUB,Оросын рубль,45.69
2023-03-22,USD,Америк доллар,3527.38
2023-03-23,CNY,Хятад юань,516.5
2023-03-23,EUR,Евро,3845.83
2023-03-23,JPY,Японы иен,26.93
2023-03-23,KRW,Солонгосын вон,2.75
2023-03-23,RUB,Оросын рубль,46.17
2023-03-23,USD,Америк доллар,3526.34
2023-03-24,CNY,Хятад юань,514.67
2023-03-24,EUR,Евро,3817.42
2023-03-24,JPY,Японы иен,27.07
2023-03-24,KRW,Солонгосын вон,2.73
2023-03-24,RUB,Оросын рубль,46.32
2023-03-24,USD,Америк доллар,3525.51
2023-03-25,CNY,Хятад юань,514.67
2023-03-25,EUR,Евро,3817.42
2023-03-25,JPY,Японы иен,27.07
2023-03-25,KRW,Солонгосын вон,2.73
2023-03-25,RUB,Оросын рубль,46.32
2023-03-25,USD,Америк доллар,3525.51
2023-03-26,CNY,Хятад юань,514.67
2023-03-26,EUR,Евро,3817.42
2023-03-26,JPY,Японы иен,27.07
2023-03-26,KRW,Солонгосын вон,2.73
2023-03-26,RUB,Оросын рубль,46.32
2023-03-26,USD,Америк доллар,3525.51
2023-03-27,CNY,Хятад юань,511.91
2023-03-27,EUR,Евро,3789.68
2023-03-27,JPY,Японы иен,26.92
2023-03-27,KRW,Солонгосын вон,2.71
2023-03-27,RUB,Оросын рубль,46.03
2023-03-27,USD,Америк доллар,3524.63
2023-03-28,CNY,Хятад юань,511.76
2023-03-28,EUR,Евро,3813.24
2023-03-28,JPY,Японы иен,26.87
2023-03-28,KRW,Солонгосын вон,2.71
2023-03-28,RUB,Оросын рубль,46.03
2023-03-28,USD,Америк доллар,3523.93
2023-03-29,CNY,Хятад юань,511.34
2023-03-29,EUR,Евро,3816.78
2023-03-29,JPY,Японы иен,26.69
2023-03-29,KRW,Солонгосын вон,2.7
2023-03-29,RUB,Оросын рубль,45.73
2023-03-29,USD,Америк доллар,3521.99
2023-03-30,CNY,Хятад юань,511.92
2023-03-30,EUR,Евро,3821.69
2023-03-30,JPY,Японы иен,26.59
2023-03-30,KRW,Солонгосын вон,2.71
2023-03-30,RUB,Оросын рубль,45.65
2023-03-30,USD,Америк доллар,3520.67
2023-03-31,CNY,Хятад юань,512.27
2023-03-31,EUR,Евро,3829.5
2023-03-31,JPY,Японы иен,26.43
2023-03-31,KRW,Солонгосын вон,2.7
2023-03-31,RUB,Оросын рубль,45.6
2023-03-31,USD,Америк доллар,3518.14
2023-04-01,CNY,Хятад юань,512.27
2023-04-01,EUR,Евро,3829.5
2023-04-01,JPY,Японы иен,26.43
2023-04-01,KRW,Солонгосын вон,2.7
2023-04-01,RUB,Оросын рубль,45.6
2023-04-01,USD,Америк доллар,3518.14
2023-04-02,CNY,Хятад юань,512.27
2023-04-02,EUR,Евро,3829.5
2023-04-02,JPY,Японы иен,26.43
2023-04-02,KRW,Солонгосын вон,2.7
2023-04-02,RUB,Оросын рубль,45.6
2023-04-02,USD,Америк доллар,3518.14
2023-04-03,CNY,Хятад юань,510.51
2023-04-03,EUR,Евро,3812.13
2023-04-03,JPY,Японы иен,26.34
2023-04-03,KRW,Солонгосын вон,2.67
2023-04-03,RUB,Оросын рубль,45.26
2023-04-03,USD,Америк доллар,3517.05
2023-04-04,CNY,Хятад юань,510.85
2023-04-04,EUR,Евро,3840.16
2023-04-04,JPY,Японы иен,26.51
2023-04-04,KRW,Солонгосын вон,2.67
2023-04-04,RUB,Оросын рубль,44.21
2023-04-04,USD,Америк доллар,3515.02
2023-04-05,CNY,Хятад юань,510.73
2023-04-05,EUR,Евро,3847.53
2023-04-05,JPY,Японы иен,26.74
2023-04-05,KRW,Солонгосын вон,2.68
2023-04-05,RUB,Оросын рубль,44.11
2023-04-05,USD,Америк доллар,3513.73
2023-04-06,CNY,Хятад юань,510.52
2023-04-06,EUR,Евро,3829.56
2023-04-06,JPY,Японы иен,26.73
2023-04-06,KRW,Солонгосын вон,2.66
2023-04-06,RUB,Оросын рубль,43.77
2023-04-06,USD,Америк доллар,3511.1
2023-04-07,CNY,Хятад юань,510.54
2023-04-07,EUR,Евро,3831.37
2023-04-07,JPY,Японы иен,26.61
2023-04-07,KRW,Солонгосын вон,2.67
2023-04-07,RUB,Оросын рубль,42.57
2023-04-07,USD,Америк доллар,3510.03
2023-04-08,CNY,Хятад юань,510.54
2023-04-08,EUR,Евро,3831.37
2023-04-08,JPY,Японы иен,26.61
2023-04-08,KRW,Солонгосын вон,2.67
2023-04-08,RUB,Оросын рубль,42.57
2023-04-08,USD,Америк доллар,3510.03
2023-04-09,CNY,Хятад юань,510.54
2023-04-09,EUR,Евро,3831.37
2023-04-09,JPY,Японы иен,26.61
2023-04-09,KRW,Солонгосын вон,2.67
2023-04-09,RUB,Оросын рубль,42.57
2023-04-09,USD,Америк доллар,3510.03
2023-04-10,CNY,Хятад юань,510.27
2023-04-10,EUR,Евро,3828.64
2023-04-10,JPY,Японы иен,26.55
2023-04-10,KRW,Солонгосын вон,2.66
2023-04-10,RUB,Оросын рубль,42.97
2023-04-10,USD,Америк доллар,3507.04
2023-04-11,CNY,Хятад юань,509.04
2023-04-11,EUR,Евро,3819.01
2023-04-11,JPY,Японы иен,26.33
2023-04-11,KRW,Солонгосын вон,2.65
2023-04-11,RUB,Оросын рубль,42.77
2023-04-11,USD,Америк доллар,3505.13
2023-04-12,CNY,Хятад юань,508.61
2023-04-12,EUR,Евро,3826.29
2023-04-12,JPY,Японы иен,26.16
2023-04-12,KRW,Солонгосын вон,2.64
2023-04-12,RUB,Оросын рубль,42.67
2023-04-12,USD,Америк доллар,3501.68
2023-04-13,CNY,Хятад юань,509.0
2023-04-13,EUR,Евро,3848.38
2023-04-13,JPY,Японы иен,26.3
2023-04-13,KRW,Солонгосын вон,2.67
2023-04-13,RUB,Оросын рубль,42.82
2023-04-13,USD,Америк доллар,3498.69
2023-04-14,CNY,Хятад юань,510.9
2023-04-14,EUR,Евро,3868.02
2023-04-14,JPY,Японы иен,26.44
2023-04-14,KRW,Солонгосын вон,2.69
2023-04-14,RUB,Оросын рубль,42.92
2023-04-14,USD,Америк доллар,3496.04
2023-04-15,CNY,Хятад юань,510.9
2023-04-15,EUR,Евро,3868.02
2023-04-15,JPY,Японы иен,26.44
2023-04-15,KRW,Солонгосын вон,2.69
2023-04-15,RUB,Оросын рубль,42.92
2023-04-15,USD,Америк доллар,3496.04
2023-04-16,CNY,Хятад юань,510.9
2023-04-16,EUR,Евро,3868.02
2023-04-16,JPY,Японы иен,26.44
2023-04-16,KRW,Солонгосын вон,2.69
2023-04-16,RUB,Оросын рубль,42.92
2023-04-16,USD,Америк доллар,3496.04
2023-04-17,CNY,Хятад юань,508.87
2023-04-17,EUR,Евро,3841.78
2023-04-17,JPY,Японы иен,26.07
2023-04-17,KRW,Солонгосын вон,2.67
2023-04-17,RUB,Оросын рубль,42.62
2023-04-17,USD,Америк доллар,3495.07
2023-04-18,CNY,Хятад юань,507.97
2023-04-18,EUR,Евро,3832.31
2023-04-18,JPY,Японы иен,26.02
2023-04-18,KRW,Солонгосын вон,2.65
2023-04-18,RUB,Оросын рубль,42.81
2023-04-18,USD,Америк доллар,3493.45
2023-04-19,CNY,Хятад юань,506.32
2023-04-19,EUR,Евро,3827.68
2023-04-19,JPY,Японы иен,25.91
2023-04-19,KRW,Солонгосын вон,2.62
2023-04-19,RUB,Оросын рубль,42.78
2023-04-19,USD,Америк доллар,3491.45
