огноо,валютын_код,валютын_нэр,ханш_төгрөг
2023-04-20,CNY,Хятад юань,506.85
2023-04-20,EUR,Евро,3824.96
2023-04-20,JPY,Японы иен,25.92
2023-04-20,KRW,Солонгосын вон,2.64
2023-04-20,RUB,Оросын рубль,42.68
2023-04-20,USD,Америк доллар,3489.61
2023-04-21,CNY,Хятад юань,505.98
2023-04-21,EUR,Евро,3819.95
2023-04-21,JPY,Японы иен,26.03
2023-04-21,KRW,Солонгосын вон,2.62
2023-04-21,RUB,Оросын рубль,42.69
2023-04-21,USD,Америк доллар,3486.63
2023-04-22,CNY,Хятад юань,505.98
2023-04-22,EUR,Евро,3819.95
2023-04-22,JPY,Японы иен,26.03
2023-04-22,KRW,Солонгосын вон,2.62
2023-04-22,RUB,Оросын рубль,42.69
2023-04-22,USD,Америк доллар,3486.63
2023-04-23,CNY,Хятад юань,505.98
2023-04-23,EUR,Евро,3819.95
2023-04-23,JPY,Японы иен,26.03
2023-04-23,KRW,Солонгосын вон,2.62
2023-04-23,RUB,Оросын рубль,42.69
2023-04-23,USD,Америк доллар,3486.63
2023-04-24,CNY,Хятад юань,505.06
2023-04-24,EUR,Евро,3827.68
2023-04-24,JPY,Японы иен,25.95
2023-04-24,KRW,Солонгосын вон,2.61
2023-04-24,RUB,Оросын рубль,42.85
2023-04-24,USD,Америк доллар,3483.83
2023-04-25,CNY,Хятад юань,503.47
2023-04-25,EUR,Евро,3842.68
2023-04-25,JPY,Японы иен,25.96
2023-04-25,KRW,Солонгосын вон,2.6
2023-04-25,RUB,Оросын рубль,42.78
2023-04-25,USD,Америк доллар,3482.9
2023-04-26,CNY,Хятад юань,502.92
2023-04-26,EUR,Евро,3835.01
2023-04-26,JPY,Японы иен,26.08
2023-04-26,KRW,Солонгосын вон,2.6
2023-04-26,RUB,Оросын рубль,42.7
2023-04-26,USD,Америк доллар,3480.2
2023-04-27,CNY,Хятад юань,502.15
2023-04-27,EUR,Евро,3841.62
2023-04-27,JPY,Японы иен,25.99
2023-04-27,KRW,Солонгосын вон,2.59
2023-04-27,RUB,Оросын рубль,42.6
2023-04-27,USD,Америк доллар,3476.89
2023-04-28,CNY,Хятад юань,502.0
2023-04-28,EUR,Евро,3826.4
2023-04-28,JPY,Японы иен,25.61
2023-04-28,KRW,Солонгосын вон,2.6
2023-04-28,RUB,Оросын рубль,42.75
2023-04-28,USD,Америк доллар,3475.7
2023-04-29,CNY,Хятад юань,502.0
2023-04-29,EUR,Евро,3826.4
2023-04-29,JPY,Японы иен,25.61
2023-04-29,KRW,Солонгосын вон,2.6
2023-04-29,RUB,Оросын рубль,42.75
2023-04-29,USD,Америк доллар,3475.7
2023-04-30,CNY,Хятад юань,502.0
2023-04-30,EUR,Евро,3826.4
2023-04-30,JPY,Японы иен,25.61
2023-04-30,KRW,Солонгосын вон,2.6
2023-04-30,RUB,Оросын рубль,42.75
2023-04-30,USD,Америк доллар,3475.7
2023-05-01,CNY,Хятад юань,502.57
2023-05-01,EUR,Евро,3822.43
2023-05-01,JPY,Японы иен,25.41
2023-05-01,KRW,Солонгосын вон,2.59
2023-05-01,RUB,Оросын рубль,43.42
2023-05-01,USD,Америк доллар,3473.83
2023-05-02,CNY,Хятад юань,502.44
2023-05-02,EUR,Евро,3815.34
2023-05-02,JPY,Японы иен,25.24
2023-05-02,KRW,Солонгосын вон,2.59
2023-05-02,RUB,Оросын рубль,43.43
2023-05-02,USD,Америк доллар,3472.91
2023-05-03,CNY,Хятад юань,502.24
2023-05-03,EUR,Евро,3830.83
2023-05-03,JPY,Японы иен,25.56
2023-05-03,KRW,Солонгосын вон,2.6
2023-05-03,RUB,Оросын рубль,43.66
2023-05-03,USD,Америк доллар,3471.53
2023-05-04,CNY,Хятад юань,502.12
2023-05-04,EUR,Евро,3838.74
2023-05-04,JPY,Японы иен,25.78
2023-05-04,KRW,Солонгосын вон,2.62
2023-05-04,RUB,Оросын рубль,43.94
2023-05-04,USD,Америк доллар,3471.46
2023-05-05,CNY,Хятад юань,502.07
2023-05-05,EUR,Евро,3826.69
2023-05-05,JPY,Японы иен,25.89
2023-05-05,KRW,Солонгосын вон,2.63
2023-05-05,RUB,Оросын рубль,45.27
2023-05-05,USD,Америк доллар,3470.29
2023-05-06,CNY,Хятад юань,502.07
2023-05-06,EUR,Евро,3826.69
2023-05-06,JPY,Японы иен,25.89
2023-05-06,KRW,Солонгосын вон,2.63
2023-05-06,RUB,Оросын рубль,45.27
2023-05-06,USD,Америк доллар,3470.29
2023-05-07,CNY,Хятад юань,502.07
2023-05-07,EUR,Евро,3826.69
2023-05-07,JPY,Японы иен,25.89
2023-05-07,KRW,Солонгосын вон,2.63
2023-05-07,RUB,Оросын рубль,45.27
2023-05-07,USD,Америк доллар,3470.29
2023-05-08,CNY,Хятад юань,501.77
2023-05-08,EUR,Евро,3833.61
2023-05-08,JPY,Японы иен,25.7
2023-05-08,KRW,Солонгосын вон,2.62
2023-05-08,RUB,Оросын рубль,45.24
2023-05-08,USD,Америк доллар,3469.64
2023-05-09,CNY,Хятад юань,500.67
2023-05-09,EUR,Евро,3807.38
2023-05-09,JPY,Японы иен,25.73
2023-05-09,KRW,Солонгосын вон,2.62
2023-05-09,RUB,Оросын рубль,44.68
2023-05-09,USD,Америк доллар,3468.03
2023-05-10,CNY,Хятад юань,500.18
2023-05-10,EUR,Евро,3799.85
2023-05-10,JPY,Японы иен,25.62
2023-05-10,KRW,Солонгосын вон,2.62
2023-05-10,RUB,Оросын рубль,44.94
2023-05-10,USD,Америк доллар,3465.44
2023-05-11,CNY,Хятад юань,499.38
2023-05-11,EUR,Евро,3787.25
2023-05-11,JPY,Японы иен,25.75
2023-05-11,KRW,Солонгосын вон,2.61
2023-05-11,RUB,Оросын рубль,46.04
2023-05-11,USD,Америк доллар,3464.85
2023-05-12,CNY,Хятад юань,498.52
2023-05-12,EUR,Евро,3778.02
2023-05-12,JPY,Японы иен,25.68
2023-05-12,KRW,Солонгосын вон,2.59
2023-05-12,RUB,Оросын рубль,44.86
2023-05-12,USD,Америк доллар,3463.85
2023-05-13,CNY,Хятад юань,498.52
2023-05-13,EUR,Евро,3778.02
2023-05-13,JPY,Японы иен,25.68
2023-05-13,KRW,Солонгосын вон,2.59
2023-05-13,RUB,Оросын рубль,44.86
2023-05-13,USD,Америк доллар,3463.85
2023-05-14,CNY,Хятад юань,498.52
2023-05-14,EUR,Евро,3778.02
2023-05-14,JPY,Японы иен,25.68
2023-05-14,KRW,Солонгосын вон,2.59
2023-05-14,RUB,Оросын рубль,44.86
2023-05-14,USD,Америк доллар,3463.85
2023-05-15,CNY,Хятад юань,498.16
2023-05-15,EUR,Евро,3764.76
2023-05-15,JPY,Японы иен,25.46
2023-05-15,KRW,Солонгосын вон,2.59
2023-05-15,RUB,Оросын рубль,43.68
2023-05-15,USD,Америк доллар,3462.17
2023-05-16,CNY,Хятад юань,497.13
2023-05-16,EUR,Евро,3769.05
2023-05-16,JPY,Японы иен,25.49
2023-05-16,KRW,Солонгосын вон,2.59
2023-05-16,RUB,Оросын рубль,43.34
2023-05-16,USD,Америк доллар,3461.5
2023-05-17,CNY,Хятад юань,494.35
2023-05-17,EUR,Евро,3749.46
2023-05-17,JPY,Японы иен,25.27
2023-05-17,KRW,Солонгосын вон,2.58
2023-05-17,RUB,Оросын рубль,42.87
2023-05-17,USD,Америк доллар,3460.03
2023-05-18,CNY,Хятад юань,492.15
2023-05-18,EUR,Евро,3741.96
2023-05-18,JPY,Японы иен,25.1
2023-05-18,KRW,Солонгосын вон,2.59
2023-05-18,RUB,Оросын рубль,43.07
2023-05-18,USD,Америк доллар,3459.33
2023-05-19,CNY,Хятад юань,492.43
2023-05-19,EUR,Евро,3727.05
2023-05-19,JPY,Японы иен,25.04
2023-05-19,KRW,Солонгосын вон,2.61
2023-05-19,RUB,Оросын рубль,43.25
2023-05-19,USD,Америк доллар,3458.02
2023-05-20,CNY,Хятад юань,492.43
2023-05-20,EUR,Евро,3727.05
2023-05-20,JPY,Японы иен,25.04
2023-05-20,KRW,Солонгосын вон,2.61
2023-05-20,RUB,Оросын рубль,43.25
2023-05-20,USD,Америк доллар,3458.02
2023-05-21,CNY,Хятад юань,492.43
2023-05-21,EUR,Евро,3727.05
2023-05-21,JPY,Японы иен,25.04
2023-05-21,KRW,Солонгосын вон,2.61
2023-05-21,RUB,Оросын рубль,43.25
2023-05-21,USD,Америк доллар,3458.02
2023-05-22,CNY,Хятад юань,491.76
2023-05-22,EUR,Евро,3735.73
2023-05-22,JPY,Японы иен,25.08
2023-05-22,KRW,Солонгосын вон,2.62
2023-05-22,RUB,Оросын рубль,43.22
2023-05-22,USD,Америк доллар,3456.77
2023-05-23,CNY,Хятад юань,490.08
2023-05-23,EUR,Евро,3733.35
2023-05-23,JPY,Японы иен,24.98
2023-05-23,KRW,Солонгосын вон,2.62
2023-05-23,RUB,Оросын рубль,43.09
2023-05-23,USD,Америк доллар,3455.85
2023-05-24,CNY,Хятад юань,489.8
2023-05-24,EUR,Евро,3725.06
2023-05-24,JPY,Японы иен,24.91
2023-05-24,KRW,Солонгосын вон,2.62
2023-05-24,RUB,Оросын рубль,43.17
2023-05-24,USD,Америк доллар,3454.09
2023-05-25,CNY,Хятад юань,488.33
2023-05-25,EUR,Евро,3701.64
2023-05-25,JPY,Японы иен,24.77
2023-05-25,KRW,Солонгосын вон,2.6
2023-05-25,RUB,Оросын рубль,43.13
2023-05-25,USD,Америк доллар,3452.7
2023-05-26,CNY,Хятад юань,489.67
2023-05-26,EUR,Евро,3706.62
2023-05-26,JPY,Японы иен,24.73
2023-05-26,KRW,Солонгосын вон,2.6
2023-05-26,RUB,Оросын рубль,43.21
2023-05-26,USD,Америк доллар,3450.91
2023-05-27,CNY,Хятад юань,489.67
2023-05-27,EUR,Евро,3706.62
2023-05-27,JPY,Японы иен,24.73
2023-05-27,KRW,Солонгосын вон,2.6
2023-05-27,RUB,Оросын рубль,43.21
2023-05-27,USD,Америк доллар,3450.91
2023-05-28,CNY,Хятад юань,489.67
2023-05-28,EUR,Евро,3706.62
2023-05-28,JPY,Японы иен,24.73
2023-05-28,KRW,Солонгосын вон,2.6
2023-05-28,RUB,Оросын рубль,43.21
2023-05-28,USD,Америк доллар,3450.91
2023-05-29,CNY,Хятад юань,487.29
2023-05-29,EUR,Евро,3697.0
2023-05-29,JPY,Японы иен,24.55
2023-05-29,KRW,Солонгосын вон,2.61
2023-05-29,RUB,Оросын рубль,43.13
2023-05-29,USD,Америк доллар,3448.53
2023-05-30,CNY,Хятад юань,486.18
2023-05-30,EUR,Евро,3685.83
2023-05-30,JPY,Японы иен,24.58
2023-05-30,KRW,Солонгосын вон,2.6
2023-05-30,RUB,Оросын рубль,42.86
2023-05-30,USD,Америк доллар,3447.92
2023-05-31,CNY,Хятад юань,485.0
2023-05-31,EUR,Евро,3679.86
2023-05-31,JPY,Японы иен,24.67
2023-05-31,KRW,Солонгосын вон,2.6
2023-05-31,RUB,Оросын рубль,42.63
2023-05-31,USD,Америк доллар,3447.5
2023-06-01,CNY,Хятад юань,485.0
2023-06-01,EUR,Евро,3679.86
2023-06-01,JPY,Японы иен,24.67
2023-06-01,KRW,Солонгосын вон,2.6
2023-06-01,RUB,Оросын рубль,42.63
2023-06-01,USD,Америк доллар,3447.5
2023-06-02,CNY,Хятад юань,487.16
2023-06-02,EUR,Евро,3709.8
2023-06-02,JPY,Японы иен,24.78
2023-06-02,KRW,Солонгосын вон,2.64
2023-06-02,RUB,Оросын рубль,42.62
2023-06-02,USD,Америк доллар,3447.13
2023-06-03,CNY,Хятад юань,487.16
2023-06-03,EUR,Евро,3709.8
2023-06-03,JPY,Японы иен,24.78
2023-06-03,KRW,Солонгосын вон,2.64
2023-06-03,RUB,Оросын рубль,42.62
2023-06-03,USD,Америк доллар,3447.13
2023-06-04,CNY,Хятад юань,487.16
2023-06-04,EUR,Евро,3709.8
2023-06-04,JPY,Японы иен,24.78
2023-06-04,KRW,Солонгосын вон,2.64
2023-06-04,RUB,Оросын рубль,42.62
2023-06-04,USD,Америк доллар,3447.13
2023-06-05,CNY,Хятад юань,484.24
2023-06-05,EUR,Евро,3684.11
2023-06-05,JPY,Японы иен,24.54
2023-06-05,KRW,Солонгосын вон,2.64
2023-06-05,RUB,Оросын рубль,42.35
2023-06-05,USD,Америк доллар,3446.96
2023-06-06,CNY,Хятад юань,484.2
2023-06-06,EUR,Евро,3692.1
2023-06-06,JPY,Японы иен,24.74
2023-06-06,KRW,Солонгосын вон,2.65
2023-06-06,RUB,Оросын рубль,42.44
2023-06-06,USD,Америк доллар,3446.53
2023-06-07,CNY,Хятад юань,483.41
2023-06-07,EUR,Евро,3680.52
2023-06-07,JPY,Японы иен,24.71
2023-06-07,KRW,Солонгосын вон,2.64
2023-06-07,RUB,Оросын рубль,42.32
2023-06-07,USD,Америк доллар,3444.89
2023-06-08,CNY,Хятад юань,482.85
2023-06-08,EUR,Евро,3688.94
2023-06-08,JPY,Японы иен,24.64
2023-06-08,KRW,Солонгосын вон,2.64
2023-06-08,RUB,Оросын рубль,41.91
2023-06-08,USD,Америк доллар,3443.42
2023-06-09,CNY,Хятад юань,483.18
2023-06-09,EUR,Евро,3708.05
2023-06-09,JPY,Японы иен,24.65
2023-06-09,KRW,Солонгосын вон,2.66
2023-06-09,RUB,Оросын рубль,41.64
2023-06-09,USD,Америк доллар,3441.98
2023-06-10,CNY,Хятад юань,483.18
2023-06-10,EUR,Евро,3708.05
2023-06-10,JPY,Японы иен,24.65
2023-06-10,KRW,Солонгосын вон,2.66
2023-06-10,RUB,Оросын рубль,41.64
2023-06-10,USD,Америк доллар,3441.98
2023-06-11,CNY,Хятад юань,483.18
2023-06-11,EUR,Евро,3708.05
2023-06-11,JPY,Японы иен,24.65
2023-06-11,KRW,Солонгосын вон,2.66
2023-06-11,RUB,Оросын рубль,41.64
2023-06-11,USD,Америк доллар,3441.98
2023-06-12,CNY,Хятад юань,481.84
2023-06-12,EUR,Евро,3706.48
2023-06-12,JPY,Японы иен,24.67
2023-06-12,KRW,Солонгосын вон,2.68
2023-06-12,RUB,Оросын рубль,41.76
2023-06-12,USD,Америк доллар,3441.33
2023-06-13,CNY,Хятад юань,481.09
2023-06-13,EUR,Евро,3715.58
2023-06-13,JPY,Японы иен,24.66
2023-06-13,KRW,Солонгосын вон,2.7
2023-06-13,RUB,Оросын рубль,41.17
2023-06-13,USD,Америк доллар,3440.35
2023-06-14,CNY,Хятад юань,480.39
2023-06-14,EUR,Евро,3711.34
2023-06-14,JPY,Японы иен,24.58
2023-06-14,KRW,Солонгосын вон,2.69
2023-06-14,RUB,Оросын рубль,40.66
2023-06-14,USD,Америк доллар,3439.93
2023-06-15,CNY,Хятад юань,480.75
2023-06-15,EUR,Евро,3722.52
2023-06-15,JPY,Японы иен,24.34
2023-06-15,KRW,Солонгосын вон,2.69
2023-06-15,RUB,Оросын рубль,40.73
2023-06-15,USD,Америк доллар,3438.18
2023-06-16,CNY,Хятад юань,482.57
2023-06-16,EUR,Евро,3761.19
2023-06-16,JPY,Японы иен,24.35
2023-06-16,KRW,Солонгосын вон,2.69
2023-06-16,RUB,Оросын рубль,41.05
2023-06-16,USD,Америк доллар,3437.39
2023-06-17,CNY,Хятад юань,482.57
2023-06-17,EUR,Евро,3761.19
2023-06-17,JPY,Японы иен,24.35
2023-06-17,KRW,Солонгосын вон,2.69
2023-06-17,RUB,Оросын рубль,41.05
2023-06-17,USD,Америк доллар,3437.39
2023-06-18,CNY,Хятад юань,482.57
2023-06-18,EUR,Евро,3761.19
2023-06-18,JPY,Японы иен,24.35
2023-06-18,KRW,Солонгосын вон,2.69
2023-06-18,RUB,Оросын рубль,41.05
2023-06-18,USD,Америк доллар,3437.39
2023-06-19,CNY,Хятад юань,480.16
2023-06-19,EUR,Евро,3755.54
2023-06-19,JPY,Японы иен,24.22
2023-06-19,KRW,Солонгосын вон,2.68
2023-06-19,RUB,Оросын рубль,41.0
2023-06-19,USD,Америк доллар,3436.15
2023-06-20,CNY,Хятад юань,478.93
2023-06-20,EUR,Евро,3759.95
2023-06-20,JPY,Японы иен,24.23
2023-06-20,KRW,Солонгосын вон,2.68
2023-06-20,RUB,Оросын рубль,40.87
2023-06-20,USD,Америк доллар,3435.31
2023-06-21,CNY,Хятад юань,477.49
2023-06-21,EUR,Евро,3748.56
2023-06-21,JPY,Японы иен,24.17
2023-06-21,KRW,Солонгосын вон,2.66
2023-06-21,RUB,Оросын рубль,40.65
2023-06-21,USD,Америк доллар,3434.95
2023-06-22,CNY,Хятад юань,478.28
2023-06-22,EUR,Евро,3775.13
2023-06-22,JPY,Японы иен,24.19
2023-06-22,KRW,Солонгосын вон,2.65
2023-06-22,RUB,Оросын рубль,41.11
2023-06-22,USD,Америк доллар,3433.81
2023-06-23,CNY,Хятад юань,478.17
2023-06-23,EUR,Евро,3730.97
2023-06-23,JPY,Японы иен,24.03
2023-06-23,KRW,Солонгосын вон,2.62
2023-06-23,RUB,Оросын рубль,40.99
2023-06-23,USD,Америк доллар,3432.99
2023-06-24,CNY,Хятад юань,478.17
2023-06-24,EUR,Евро,3730.97
2023-06-24,JPY,Японы иен,24.03
2023-06-24,KRW,Солонгосын вон,2.62
2023-06-24,RUB,Оросын рубль,40.99
2023-06-24,USD,Америк доллар,3432.99
2023-06-25,CNY,Хятад юань,478.17
2023-06-25,EUR,Евро,3730.97
2023-06-25,JPY,Японы иен,24.03
2023-06-25,KRW,Солонгосын вон,2.62
2023-06-25,RUB,Оросын рубль,40.99
2023-06-25,USD,Америк доллар,3432.99
2023-06-26,CNY,Хятад юань,474.47
2023-06-26,EUR,Евро,3742.14
2023-06-26,JPY,Японы иен,23.97
2023-06-26,KRW,Солонгосын вон,2.63
2023-06-26,RUB,Оросын рубль,40.5
2023-06-26,USD,Америк доллар,3432.53
2023-06-27,CNY,Хятад юань,476.05
2023-06-27,EUR,Евро,3754.76
2023-06-27,JPY,Японы иен,23.91
2023-06-27,KRW,Солонгосын вон,2.64
2023-06-27,RUB,Оросын рубль,40.33
2023-06-27,USD,Америк доллар,3432.14
2023-06-28,CNY,Хятад юань,474.32
2023-06-28,EUR,Евро,3759.33
2023-06-28,JPY,Японы иен,23.82
2023-06-28,KRW,Солонгосын вон,2.62
2023-06-28,RUB,Оросын рубль,40.09
2023-06-28,USD,Америк доллар,3432.39
2023-06-29,CNY,Хятад юань,474.12
2023-06-29,EUR,Евро,3747.1
2023-06-29,JPY,Японы иен,23.78
2023-06-29,KRW,Солонгосын вон,2.61
2023-06-29,RUB,Оросын рубль,39.3
2023-06-29,USD,Америк доллар,3432.51
2023-06-30,CNY,Хятад юань,472.8
