Region,Indicator,Year,value
 Khuvsgul, Tuberculosis,2021,12.0
 Khuvsgul, Tuberculosis,2020,12.0
 Khuvsgul, Tuberculosis,2019,11.0
 Khuvsgul, Tuberculosis,2018,11.0
 Khuvsgul, Tuberculosis,2017,11.0
 Khuvsgul, Tuberculosis,2016,11.0
 Khuvsgul, Tuberculosis,2015,11.0
 Khuvsgul, Neurology,2025,45.0
 Khuvsgul, Neurology,2024,49.0
 Khuvsgul, Neurology,2023,45.0
 Khuvsgul, Neurology,2022,49.0
 Khuvsgul, Neurology,2021,44.0
 Khuvsgul, Neurology,2020,44.0
 Khuvsgul, Neurology,2019,54.0
 Khuvsgul, Neurology,2018,54.0
 Khuvsgul, Neurology,2017,50.0
 Khuvsgul, Neurology,2016,20.0
 Khuvsgul, Neurology,2015,20.0
 Khuvsgul, Psychiatry & narcology,2025,30.0
 Khuvsgul, Psychiatry & narcology,2024,20.0
 Khuvsgul, Psychiatry & narcology,2023,20.0
 Khuvsgul, Psychiatry & narcology,2022,20.0
 Khuvsgul, Psychiatry & narcology,2021,20.0
 Khuvsgul, Psychiatry & narcology,2020,12.0
 Khuvsgul, Psychiatry & narcology,2019,10.0
 Khuvsgul, Psychiatry & narcology,2018,10.0
 Khuvsgul, Psychiatry & narcology,2017,10.0
 Khuvsgul, Psychiatry & narcology,2016,10.0
 Khuvsgul, Psychiatry & narcology,2015,10.0
 Khuvsgul, Traumatology,2025,22.0
 Khuvsgul, Traumatology,2024,
 Khuvsgul, Traumatology,2023,0.0
 Khuvsgul, Traumatology,2022,0.0
 Khuvsgul, Traumatology,2021,0.0
 Khuvsgul, Traumatology,2020,3.0
 Khuvsgul, Traumatology,2019,16.0
 Khuvsgul, Traumatology,2018,0.0
 Khuvsgul, Traumatology,2017,0.0
 Khuvsgul, Traumatology,2016,0.0
 Khuvsgul, Traumatology,2015,0.0
 Khuvsgul, Nephrology,2025,
 Khuvsgul, Nephrology,2024,
 Khuvsgul, Nephrology,2023,0.0
 Khuvsgul, Nephrology,2022,0.0
 Khuvsgul, Nephrology,2021,0.0
 Khuvsgul, Nephrology,2020,0.0
 Khuvsgul, Nephrology,2019,0.0
 Khuvsgul, Nephrology,2018,0.0
 Khuvsgul, Nephrology,2017,0.0
 Khuvsgul, Nephrology,2016,0.0
 Khuvsgul, Nephrology,2015,0.0
 Khuvsgul, Urology,2025,
 Khuvsgul, Urology,2024,
 Khuvsgul, Urology,2023,0.0
 Khuvsgul, Urology,2022,0.0
 Khuvsgul, Urology,2021,0.0
 Khuvsgul, Urology,2020,0.0
 Khuvsgul, Urology,2019,0.0
 Khuvsgul, Urology,2018,0.0
 Khuvsgul, Urology,2017,0.0
 Khuvsgul, Urology,2016,0.0
 Khuvsgul, Urology,2015,0.0
 Khuvsgul, Anaesthesiology,2025,7.0
 Khuvsgul, Anaesthesiology,2024,6.0
 Khuvsgul, Anaesthesiology,2023,6.0
 Khuvsgul, Anaesthesiology,2022,6.0
 Khuvsgul, Anaesthesiology,2021,6.0
 Khuvsgul, Anaesthesiology,2020,6.0
 Khuvsgul, Anaesthesiology,2019,6.0
 Khuvsgul, Anaesthesiology,2018,6.0
 Khuvsgul, Anaesthesiology,2017,6.0
 Khuvsgul, Anaesthesiology,2016,6.0
 Khuvsgul, Anaesthesiology,2015,6.0
 Khuvsgul, Ophtalmology,2025,
 Khuvsgul, Ophtalmology,2024,
 Khuvsgul, Ophtalmology,2023,0.0
 Khuvsgul, Ophtalmology,2022,0.0
 Khuvsgul, Ophtalmology,2021,0.0
 Khuvsgul, Ophtalmology,2020,0.0
 Khuvsgul, Ophtalmology,2019,0.0
 Khuvsgul, Ophtalmology,2018,0.0
 Khuvsgul, Ophtalmology,2017,0.0
 Khuvsgul, Ophtalmology,2016,0.0
 Khuvsgul, Ophtalmology,2015,0.0
 Khuvsgul, Otorhinolaryngology,2025,6.0
 Khuvsgul, Otorhinolaryngology,2024,6.0
 Khuvsgul, Otorhinolaryngology,2023,6.0
 Khuvsgul, Otorhinolaryngology,2022,6.0
 Khuvsgul, Otorhinolaryngology,2021,4.0
 Khuvsgul, Otorhinolaryngology,2020,4.0
 Khuvsgul, Otorhinolaryngology,2019,0.0
 Khuvsgul, Otorhinolaryngology,2018,0.0
 Khuvsgul, Otorhinolaryngology,2017,0.0
 Khuvsgul, Otorhinolaryngology,2016,0.0
 Khuvsgul, Otorhinolaryngology,2015,0.0
 Khuvsgul, Dentist & stamatology,2025,
 Khuvsgul, Dentist & stamatology,2024,
 Khuvsgul, Dentist & stamatology,2023,0.0
 Khuvsgul, Dentist & stamatology,2022,0.0
 Khuvsgul, Dentist & stamatology,2021,0.0
 Khuvsgul, Dentist & stamatology,2020,0.0
 Khuvsgul, Dentist & stamatology,2019,0.0
 Khuvsgul, Dentist & stamatology,2018,0.0
 Khuvsgul, Dentist & stamatology,2017,0.0
 Khuvsgul, Dentist & stamatology,2016,0.0
 Khuvsgul, Dentist & stamatology,2015,0.0
 Khuvsgul, Oncology,2025,10.0
 Khuvsgul, Oncology,2024,10.0
 Khuvsgul, Oncology,2023,10.0
 Khuvsgul, Oncology,2022,10.0
 Khuvsgul, Oncology,2021,10.0
 Khuvsgul, Oncology,2020,8.0
 Khuvsgul, Oncology,2019,0.0
 Khuvsgul, Oncology,2018,0.0
 Khuvsgul, Oncology,2017,0.0
 Khuvsgul, Oncology,2016,0.0
 Khuvsgul, Oncology,2015,0.0
 Khuvsgul, Traditional medicine,2025,54.0
 Khuvsgul, Traditional medicine,2024,46.0
 Khuvsgul, Traditional medicine,2023,64.0
 Khuvsgul, Traditional medicine,2022,60.0
 Khuvsgul, Traditional medicine,2021,69.0
 Khuvsgul, Traditional medicine,2020,43.0
 Khuvsgul, Traditional medicine,2019,58.0
 Khuvsgul, Traditional medicine,2018,58.0
 Khuvsgul, Traditional medicine,2017,31.0
 Khuvsgul, Traditional medicine,2016,31.0
 Khuvsgul, Traditional medicine,2015,23.0
 Khuvsgul, Palliative care,2025,
 Khuvsgul, Palliative care,2024,
 Khuvsgul, Palliative care,2023,0.0
 Khuvsgul, Palliative care,2022,0.0
 Khuvsgul, Palliative care,2021,0.0
 Khuvsgul, Palliative care,2020,0.0
 Khuvsgul, Palliative care,2019,6.0
 Khuvsgul, Palliative care,2018,6.0
 Khuvsgul, Palliative care,2017,8.0
 Khuvsgul, Palliative care,2016,8.0
 Khuvsgul, Palliative care,2015,6.0
 Khuvsgul, Other,2025,42.0
 Khuvsgul, Other,2024,214.0
 Khuvsgul, Other,2023,108.0
 Khuvsgul, Other,2022,129.0
 Khuvsgul, Other,2021,82.0
 Khuvsgul, Other,2020,79.0
 Khuvsgul, Other,2019,58.0
 Khuvsgul, Other,2018,71.0
 Khuvsgul, Other,2017,0.0
 Khuvsgul, Other,2016,13.0
 Khuvsgul, Other,2015,0.0
 Central region,Total,2025,4117.0
 Central region,Total,2024,4128.0
 Central region,Total,2023,4146.0
 Central region,Total,2022,4067.0
 Central region,Total,2021,5810.0
 Central region,Total,2020,3857.0
 Central region,Total,2019,3751.0
 Central region,Total,2018,3663.0
 Central region,Total,2017,3506.0
 Central region,Total,2016,3276.0
 Central region,Total,2015,2998.0
 Central region, Internal medicine,2025,1227.0
 Central region, Internal medicine,2024,1202.0
 Central region, Internal medicine,2023,1245.0
 Central region, Internal medicine,2022,1205.0
 Central region, Internal medicine,2021,1179.0
 Central region, Internal medicine,2020,1184.0
 Central region, Internal medicine,2019,1143.0
 Central region, Internal medicine,2018,1142.0
 Central region, Internal medicine,2017,1019.0
 Central region, Internal medicine,2016,890.0
 Central region, Internal medicine,2015,890.0
 Central region, Surgery,2025,196.0
 Central region, Surgery,2024,173.0
 Central region, Surgery,2023,195.0
 Central region, Surgery,2022,185.0
 Central region, Surgery,2021,186.0
 Central region, Surgery,2020,185.0
 Central region, Surgery,2019,197.0
 Central region, Surgery,2018,183.0
 Central region, Surgery,2017,188.0
 Central region, Surgery,2016,175.0
 Central region, Surgery,2015,175.0
 Central region, Obstetrics,2025,297.0
 Central region, Obstetrics,2024,300.0
 Central region, Obstetrics,2023,293.0
 Central region, Obstetrics,2022,295.0
 Central region, Obstetrics,2021,303.0
 Central region, Obstetrics,2020,303.0
 Central region, Obstetrics,2019,294.0
 Central region, Obstetrics,2018,294.0
 Central region, Obstetrics,2017,294.0
 Central region, Obstetrics,2016,282.0
 Central region, Obstetrics,2015,282.0
 Central region, Gyneacology,2025,213.0
 Central region, Gyneacology,2024,195.0
 Central region, Gyneacology,2023,187.0
 Central region, Gyneacology,2022,228.0
 Central region, Gyneacology,2021,227.0
 Central region, Gyneacology,2020,217.0
 Central region, Gyneacology,2019,210.0
 Central region, Gyneacology,2018,206.0
 Central region, Gyneacology,2017,189.0
 Central region, Gyneacology,2016,171.0
 Central region, Gyneacology,2015,171.0
 Central region, Pediatrics,2025,628.0
 Central region, Pediatrics,2024,631.0
 Central region, Pediatrics,2023,620.0
 Central region, Pediatrics,2022,629.0
 Central region, Pediatrics,2021,631.0
 Central region, Pediatrics,2020,628.0
 Central region, Pediatrics,2019,627.0
 Central region, Pediatrics,2018,607.0
 Central region, Pediatrics,2017,575.0
 Central region, Pediatrics,2016,494.0
 Central region, Pediatrics,2015,494.0
 Central region, Infections,2025,214.0
 Central region, Infections,2024,223.0
 Central region, Infections,2023,216.0
 Central region, Infections,2022,243.0
 Central region, Infections,2021,1874.0
 Central region, Infections,2020,202.0
 Central region, Infections,2019,196.0
 Central region, Infections,2018,199.0
 Central region, Infections,2017,194.0
 Central region, Infections,2016,191.0
 Central region, Infections,2015,191.0
 Central region, Dermatology,2025,47.0
 Central region, Dermatology,2024,47.0
 Central region, Dermatology,2023,42.0
 Central region, Dermatology,2022,41.0
 Central region, Dermatology,2021,55.0
 Central region, Dermatology,2020,55.0
 Central region, Dermatology,2019,60.0
 Central region, Dermatology,2018,56.0
 Central region, Dermatology,2017,56.0
 Central region, Dermatology,2016,50.0
 Central region, Dermatology,2015,50.0
 Central region, Tuberculosis,2025,90.0
 Central region, Tuberculosis,2024,89.0
 Central region, Tuberculosis,2023,94.0
 Central region, Tuberculosis,2022,97.0
 Central region, Tuberculosis,2021,97.0
 Central region, Tuberculosis,2020,98.0
 Central region, Tuberculosis,2019,107.0
 Central region, Tuberculosis,2018,103.0
 Central region, Tuberculosis,2017,97.0
 Central region, Tuberculosis,2016,88.0
 Central region, Tuberculosis,2015,88.0
 Central region, Neurology,2025,288.0
 Central region, Neurology,2024,301.0
 Central region, Neurology,2023,273.0
 Central region, Neurology,2022,270.0
 Central region, Neurology,2021,287.0
 Central region, Neurology,2020,282.0
 Central region, Neurology,2019,259.0
 Central region, Neurology,2018,257.0
 Central region, Neurology,2017,247.0
 Central region, Neurology,2016,219.0
 Central region, Neurology,2015,219.0
 Central region, Psychiatry & narcology,2025,111.0
 Central region, Psychiatry & narcology,2024,96.0
 Central region, Psychiatry & narcology,2023,90.0
 Central region, Psychiatry & narcology,2022,92.0
 Central region, Psychiatry & narcology,2021,70.0
 Central region, Psychiatry & narcology,2020,72.0
 Central region, Psychiatry & narcology,2019,74.0
 Central region, Psychiatry & narcology,2018,71.0
 Central region, Psychiatry & narcology,2017,72.0
 Central region, Psychiatry & narcology,2016,43.0
 Central region, Psychiatry & narcology,2015,43.0
 Central region, Traumatology,2025,90.0
 Central region, Traumatology,2024,93.0
 Central region, Traumatology,2023,94.0
 Central region, Traumatology,2022,89.0
 Central region, Traumatology,2021,78.0
 Central region, Traumatology,2020,81.0
 Central region, Traumatology,2019,71.0
 Central region, Traumatology,2018,66.0
 Central region, Traumatology,2017,65.0
 Central region, Traumatology,2016,68.0
 Central region, Traumatology,2015,68.0
 Central region, Nephrology,2025,0.0
 Central region, Nephrology,2024,40.0
 Central region, Nephrology,2023,0.0
 Central region, Nephrology,2022,0.0
 Central region, Nephrology,2021,0.0
 Central region, Nephrology,2020,0.0
 Central region, Nephrology,2019,0.0
 Central region, Nephrology,2018,0.0
 Central region, Nephrology,2017,0.0
 Central region, Nephrology,2016,0.0
 Central region, Nephrology,2015,0.0
 Central region, Urology,2025,0.0
 Central region, Urology,2024,8.0
 Central region, Urology,2023,0.0
 Central region, Urology,2022,0.0
 Central region, Urology,2021,0.0
 Central region, Urology,2020,0.0
 Central region, Urology,2019,0.0
 Central region, Urology,2018,0.0
 Central region, Urology,2017,0.0
 Central region, Urology,2016,0.0
 Central region, Urology,2015,0.0
 Central region, Anaesthesiology,2025,47.0
 Central region, Anaesthesiology,2024,46.0
 Central region, Anaesthesiology,2023,39.0
 Central region, Anaesthesiology,2022,40.0
 Central region, Anaesthesiology,2021,37.0
 Central region, Anaesthesiology,2020,32.0
 Central region, Anaesthesiology,2019,33.0
 Central region, Anaesthesiology,2018,30.0
 Central region, Anaesthesiology,2017,32.0
 Central region, Anaesthesiology,2016,34.0
 Central region, Anaesthesiology,2015,34.0
 Central region, Ophtalmology,2025,12.0
 Central region, Ophtalmology,2024,12.0
 Central region, Ophtalmology,2023,13.0
 Central region, Ophtalmology,2022,12.0
 Central region, Ophtalmology,2021,12.0
 Central region, Ophtalmology,2020,12.0
 Central region, Ophtalmology,2019,13.0
 Central region, Ophtalmology,2018,13.0
 Central region, Ophtalmology,2017,13.0
 Central region, Ophtalmology,2016,17.0
 Central region, Ophtalmology,2015,17.0
 Central region, Otorhinolaryngology,2025,35.0
 Central region, Otorhinolaryngology,2024,37.0
 Central region, Otorhinolaryngology,2023,38.0
 Central region, Otorhinolaryngology,2022,34.0
 Central region, Otorhinolaryngology,2021,36.0
 Central region, Otorhinolaryngology,2020,36.0
 Central region, Otorhinolaryngology,2019,38.0
 Central region, Otorhinolaryngology,2018,36.0
 Central region, Otorhinolaryngology,2017,39.0
 Central region, Otorhinolaryngology,2016,38.0
 Central region, Otorhinolaryngology,2015,38.0
 Central region, Dentist & stamatology,2025,8.0
 Central region, Dentist & stamatology,2024,8.0
 Central region, Dentist & stamatology,2023,10.0
 Central region, Dentist & stamatology,2022,10.0
 Central region, Dentist & stamatology,2021,9.0
 Central region, Dentist & stamatology,2020,9.0
 Central region, Dentist & stamatology,2019,9.0
 Central region, Dentist & stamatology,2018,9.0
 Central region, Dentist & stamatology,2017,9.0
 Central region, Dentist & stamatology,2016,11.0
 Central region, Dentist & stamatology,2015,14.0
 Central region, Oncology,2025,18.0
 Central region, Oncology,2024,15.0
 Central region, Oncology,2023,12.0
 Central region, Oncology,2022,10.0
 Central region, Oncology,2021,10.0
 Central region, Oncology,2020,9.0
 Central region, Oncology,2019,10.0
 Central region, Oncology,2018,9.0
 Central region, Oncology,2017,14.0
 Central region, Oncology,2016,11.0
 Central region, Oncology,2015,9.0
 Central region, Traditional medicine,2025,429.0
 Central region, Traditional medicine,2024,462.0
 Central region, Traditional medicine,2023,428.0
 Central region, Traditional medicine,2022,405.0
 Central region, Traditional medicine,2021,308.0
 Central region, Traditional medicine,2020,284.0
 Central region, Traditional medicine,2019,265.0
 Central region, Traditional medicine,2018,263.0
 Central region, Traditional medicine,2017,243.0
 Central region, Traditional medicine,2016,196.0
 Central region, Traditional medicine,2015,144.0
 Central region, Palliative care,2025,63.0
 Central region, Palliative care,2024,57.0
 Central region, Palliative care,2023,50.0
 Central region, Palliative care,2022,74.0
 Central region, Palliative care,2021,68.0
 Central region, Palliative care,2020,64.0
 Central region, Palliative care,2019,52.0
 Central region, Palliative care,2018,52.0
 Central region, Palliative care,2017,44.0
 Central region, Palliative care,2016,52.0
 Central region, Palliative care,2015,9.0
 Central region, Other,2025,104.0
 Central region, Other,2024,93.0
 Central region, Other,2023,207.0
 Central region, Other,2022,108.0
 Central region, Other,2021,343.0
 Central region, Other,2020,104.0
 Central region, Other,2019,93.0
 Central region, Other,2018,67.0
 Central region, Other,2017,116.0
 Central region, Other,2016,246.0
 Central region, Other,2015,62.0
 Govisumber,Total,2025,173.0
 Govisumber,Total,2024,176.0
 Govisumber,Total,2023,176.0
 Govisumber,Total,2022,170.0
 Govisumber,Total,2021,289.0
 Govisumber,Total,2020,134.0
 Govisumber,Total,2019,122.0
 Govisumber,Total,2018,124.0
 Govisumber,Total,2017,124.0
 Govisumber,Total,2016,118.0
 Govisumber,Total,2015,105.0
 Govisumber, Internal medicine,2025,53.0
 Govisumber, Internal medicine,2024,53.0
 Govisumber, Internal medicine,2023,59.0
 Govisumber, Internal medicine,2022,39.0
 Govisumber, Internal medicine,2021,41.0
 Govisumber, Internal medicine,2020,40.0
 Govisumber, Internal medicine,2019,37.0
 Govisumber, Internal medicine,2018,37.0
 Govisumber, Internal medicine,2017,37.0
 Govisumber, Internal medicine,2016,32.0
 Govisumber, Internal medicine,2015,32.0
 Govisumber, Surgery,2025,14.0
 Govisumber, Surgery,2024,14.0
 Govisumber, Surgery,2023,14.0
 Govisumber, Surgery,2022,14.0
 Govisumber, Surgery,2021,10.0
 Govisumber, Surgery,2020,13.0
 Govisumber, Surgery,2019,10.0
 Govisumber, Surgery,2018,10.0
 Govisumber, Surgery,2017,10.0
 Govisumber, Surgery,2016,5.0
 Govisumber, Surgery,2015,5.0
 Govisumber, Obstetrics,2025,8.0
 Govisumber, Obstetrics,2024,8.0
 Govisumber, Obstetrics,2023,8.0
 Govisumber, Obstetrics,2022,6.0
 Govisumber, Obstetrics,2021,6.0
 Govisumber, Obstetrics,2020,6.0
 Govisumber, Obstetrics,2019,7.0
 Govisumber, Obstetrics,2018,7.0
 Govisumber, Obstetrics,2017,8.0
 Govisumber, Obstetrics,2016,7.0
 Govisumber, Obstetrics,2015,7.0
 Govisumber, Gyneacology,2025,9.0
 Govisumber, Gyneacology,2024,10.0
 Govisumber, Gyneacology,2023,10.0
 Govisumber, Gyneacology,2022,12.0
 Govisumber, Gyneacology,2021,13.0
 Govisumber, Gyneacology,2020,13.0
 Govisumber, Gyneacology,2019,10.0
 Govisumber, Gyneacology,2018,12.0
 Govisumber, Gyneacology,2017,10.0
 Govisumber, Gyneacology,2016,6.0
 Govisumber, Gyneacology,2015,6.0
 Govisumber, Pediatrics,2025,26.0
 Govisumber, Pediatrics,2024,26.0
 Govisumber, Pediatrics,2023,26.0
 Govisumber, Pediatrics,2022,22.0
 Govisumber, Pediatrics,2021,23.0
 Govisumber, Pediatrics,2020,22.0
 Govisumber, Pediatrics,2019,21.0
 Govisumber, Pediatrics,2018,21.0
 Govisumber, Pediatrics,2017,21.0
 Govisumber, Pediatrics,2016,18.0
 Govisumber, Pediatrics,2015,18.0
 Govisumber, Infections,2025,9.0
 Govisumber, Infections,2024,12.0
 Govisumber, Infections,2023,12.0
 Govisumber, Infections,2022,7.0
 Govisumber, Infections,2021,162.0
 Govisumber, Infections,2020,6.0
 Govisumber, Infections,2019,6.0
 Govisumber, Infections,2018,7.0
 Govisumber, Infections,2017,8.0
 Govisumber, Infections,2016,6.0
 Govisumber, Infections,2015,6.0
 Govisumber, Dermatology,2025,2.0
 Govisumber, Dermatology,2024,4.0
 Govisumber, Dermatology,2023,4.0
 Govisumber, Dermatology,2022,2.0
 Govisumber, Dermatology,2021,4.0
 Govisumber, Dermatology,2020,4.0
 Govisumber, Dermatology,2019,4.0
 Govisumber, Dermatology,2018,4.0
 Govisumber, Dermatology,2017,4.0
 Govisumber, Dermatology,2016,4.0
 Govisumber, Dermatology,2015,4.0
 Govisumber, Tuberculosis,2025,4.0
 Govisumber, Tuberculosis,2024,3.0
 Govisumber, Tuberculosis,2023,3.0
 Govisumber, Tuberculosis,2022,4.0
 Govisumber, Tuberculosis,2021,0.0
 Govisumber, Tuberculosis,2020,1.0
 Govisumber, Tuberculosis,2019,1.0
 Govisumber, Tuberculosis,2018,0.0
 Govisumber, Tuberculosis,2017,0.0
 Govisumber, Tuberculosis,2016,0.0
 Govisumber, Tuberculosis,2015,0.0
 Govisumber, Neurology,2025,17.0
 Govisumber, Neurology,2024,18.0
 Govisumber, Neurology,2023,14.0
 Govisumber, Neurology,2022,13.0
 Govisumber, Neurology,2021,12.0
 Govisumber, Neurology,2020,11.0
 Govisumber, Neurology,2019,8.0
 Govisumber, Neurology,2018,8.0
 Govisumber, Neurology,2017,8.0
 Govisumber, Neurology,2016,7.0
 Govisumber, Neurology,2015,7.0
 Govisumber, Psychiatry & narcology,2025,4.0
 Govisumber, Psychiatry & narcology,2024,1.0
 Govisumber, Psychiatry & narcology,2023,1.0
 Govisumber, Psychiatry & narcology,2022,4.0
 Govisumber, Psychiatry & narcology,2021,0.0
 Govisumber, Psychiatry & narcology,2020,0.0
 Govisumber, Psychiatry & narcology,2019,0.0
 Govisumber, Psychiatry & narcology,2018,0.0
 Govisumber, Psychiatry & narcology,2017,0.0
 Govisumber, Psychiatry & narcology,2016,0.0
 Govisumber, Psychiatry & narcology,2015,0.0
 Govisumber, Traumatology,2025,4.0
 Govisumber, Traumatology,2024,4.0
 Govisumber, Traumatology,2023,4.0
 Govisumber, Traumatology,2022,4.0
 Govisumber, Traumatology,2021,5.0
 Govisumber, Traumatology,2020,5.0
 Govisumber, Traumatology,2019,5.0
 Govisumber, Traumatology,2018,5.0
 Govisumber, Traumatology,2017,5.0
 Govisumber, Traumatology,2016,6.0
 Govisumber, Traumatology,2015,6.0
 Govisumber, Nephrology,2025,
 Govisumber, Nephrology,2024,
 Govisumber, Nephrology,2023,0.0
 Govisumber, Nephrology,2022,0.0
 Govisumber, Nephrology,2021,0.0
 Govisumber, Nephrology,2020,0.0
 Govisumber, Nephrology,2019,0.0
 Govisumber, Nephrology,2018,0.0
 Govisumber, Nephrology,2017,0.0
 Govisumber, Nephrology,2016,0.0
 Govisumber, Nephrology,2015,0.0
 Govisumber, Urology,2025,
 Govisumber, Urology,2024,
 Govisumber, Urology,2023,0.0
 Govisumber, Urology,2022,0.0
 Govisumber, Urology,2021,0.0
 Govisumber, Urology,2020,0.0
 Govisumber, Urology,2019,0.0
 Govisumber, Urology,2018,0.0
 Govisumber, Urology,2017,0.0
 Govisumber, Urology,2016,0.0
 Govisumber, Urology,2015,0.0
 Govisumber, Anaesthesiology,2025,3.0
 Govisumber, Anaesthesiology,2024,3.0
 Govisumber, Anaesthesiology,2023,3.0
 Govisumber, Anaesthesiology,2022,3.0
 Govisumber, Anaesthesiology,2021,1.0
 Govisumber, Anaesthesiology,2020,1.0
 Govisumber, Anaesthesiology,2019,1.0
 Govisumber, Anaesthesiology,2018,1.0
 Govisumber, Anaesthesiology,2017,1.0
 Govisumber, Anaesthesiology,2016,2.0
 Govisumber, Anaesthesiology,2015,2.0
 Govisumber, Ophtalmology,2025,1.0
 Govisumber, Ophtalmology,2024,1.0
 Govisumber, Ophtalmology,2023,1.0
 Govisumber, Ophtalmology,2022,1.0
 Govisumber, Ophtalmology,2021,0.0
 Govisumber, Ophtalmology,2020,0.0
 Govisumber, Ophtalmology,2019,0.0
 Govisumber, Ophtalmology,2018,0.0
 Govisumber, Ophtalmology,2017,0.0
 Govisumber, Ophtalmology,2016,0.0
 Govisumber, Ophtalmology,2015,0.0
 Govisumber, Otorhinolaryngology,2025,3.0
 Govisumber, Otorhinolaryngology,2024,5.0
 Govisumber, Otorhinolaryngology,2023,5.0
 Govisumber, Otorhinolaryngology,2022,3.0
 Govisumber, Otorhinolaryngology,2021,5.0
 Govisumber, Otorhinolaryngology,2020,5.0
 Govisumber, Otorhinolaryngology,2019,5.0
 Govisumber, Otorhinolaryngology,2018,5.0
 Govisumber, Otorhinolaryngology,2017,5.0
 Govisumber, Otorhinolaryngology,2016,5.0
 Govisumber, Otorhinolaryngology,2015,5.0
 Govisumber, Dentist & stamatology,2025,
 Govisumber, Dentist & stamatology,2024,
 Govisumber, Dentist & stamatology,2023,0.0
 Govisumber, Dentist & stamatology,2022,0.0
 Govisumber, Dentist & stamatology,2021,0.0
 Govisumber, Dentist & stamatology,2020,0.0
 Govisumber, Dentist & stamatology,2019,0.0
 Govisumber, Dentist & stamatology,2018,0.0
 Govisumber, Dentist & stamatology,2017,0.0
 Govisumber, Dentist & stamatology,2016,0.0
 Govisumber, Dentist & stamatology,2015,0.0
 Govisumber, Oncology,2025,2.0
 Govisumber, Oncology,2024,2.0
 Govisumber, Oncology,2023,2.0
 Govisumber, Oncology,2022,0.0
 Govisumber, Oncology,2021,0.0
 Govisumber, Oncology,2020,0.0
 Govisumber, Oncology,2019,0.0
 Govisumber, Oncology,2018,0.0
 Govisumber, Oncology,2017,0.0
 Govisumber, Oncology,2016,0.0
 Govisumber, Oncology,2015,2.0
 Govisumber, Traditional medicine,2025,2.0
 Govisumber, Traditional medicine,2024,4.0
 Govisumber, Traditional medicine,2023,2.0
 Govisumber, Traditional medicine,2022,8.0
 Govisumber, Traditional medicine,2021,0.0
 Govisumber, Traditional medicine,2020,0.0
 Govisumber, Traditional medicine,2019,0.0
 Govisumber, Traditional medicine,2018,0.0
 Govisumber, Traditional medicine,2017,0.0
 Govisumber, Traditional medicine,2016,0.0
 Govisumber, Traditional medicine,2015,0.0
 Govisumber, Palliative care,2025,6.0
 Govisumber, Palliative care,2024,2.0
 Govisumber, Palliative care,2023,2.0
 Govisumber, Palliative care,2022,8.0
 Govisumber, Palliative care,2021,2.0
 Govisumber, Palliative care,2020,2.0
 Govisumber, Palliative care,2019,2.0
 Govisumber, Palliative care,2018,2.0
 Govisumber, Palliative care,2017,2.0
 Govisumber, Palliative care,2016,2.0
 Govisumber, Palliative care,2015,0.0
 Govisumber, Other,2025,6.0
 Govisumber, Other,2024,6.0
 Govisumber, Other,2023,6.0
 Govisumber, Other,2022,20.0
 Govisumber, Other,2021,5.0
 Govisumber, Other,2020,5.0
 Govisumber, Other,2019,5.0
 Govisumber, Other,2018,5.0
 Govisumber, Other,2017,5.0
 Govisumber, Other,2016,18.0
 Govisumber, Other,2015,5.0
 Darkhan-Uul,Total,2025,849.0
 Darkhan-Uul,Total,2024,843.0
 Darkhan-Uul,Total,2023,843.0
 Darkhan-Uul,Total,2022,844.0
 Darkhan-Uul,Total,2021,1018.0
 Darkhan-Uul,Total,2020,774.0
 Darkhan-Uul,Total,2019,762.0
 Darkhan-Uul,Total,2018,762.0
 Darkhan-Uul,Total,2017,742.0
 Darkhan-Uul,Total,2016,742.0
 Darkhan-Uul,Total,2015,674.0
 Darkhan-Uul, Internal medicine,2025,210.0
 Darkhan-Uul, Internal medicine,2024,229.0
 Darkhan-Uul, Internal medicine,2023,229.0
 Darkhan-Uul, Internal medicine,2022,214.0
 Darkhan-Uul, Internal medicine,2021,200.0
 Darkhan-Uul, Internal medicine,2020,200.0
 Darkhan-Uul, Internal medicine,2019,210.0
 Darkhan-Uul, Internal medicine,2018,210.0
 Darkhan-Uul, Internal medicine,2017,210.0
 Darkhan-Uul, Internal medicine,2016,189.0
 Darkhan-Uul, Internal medicine,2015,189.0
 Darkhan-Uul, Surgery,2025,39.0
 Darkhan-Uul, Surgery,2024,35.0
 Darkhan-Uul, Surgery,2023,35.0
 Darkhan-Uul, Surgery,2022,35.0
 Darkhan-Uul, Surgery,2021,37.0
 Darkhan-Uul, Surgery,2020,37.0
 Darkhan-Uul, Surgery,2019,37.0
 Darkhan-Uul, Surgery,2018,37.0
 Darkhan-Uul, Surgery,2017,37.0
 Darkhan-Uul, Surgery,2016,32.0
 Darkhan-Uul, Surgery,2015,32.0
 Darkhan-Uul, Obstetrics,2025,43.0
 Darkhan-Uul, Obstetrics,2024,44.0
 Darkhan-Uul, Obstetrics,2023,44.0
 Darkhan-Uul, Obstetrics,2022,44.0
 Darkhan-Uul, Obstetrics,2021,44.0
 Darkhan-Uul, Obstetrics,2020,44.0
 Darkhan-Uul, Obstetrics,2019,40.0
 Darkhan-Uul, Obstetrics,2018,40.0
 Darkhan-Uul, Obstetrics,2017,40.0
 Darkhan-Uul, Obstetrics,2016,34.0
 Darkhan-Uul, Obstetrics,2015,34.0
