Region,Indicator,Year,value
 Darkhan-Uul, Gyneacology,2025,39.0
 Darkhan-Uul, Gyneacology,2024,21.0
 Darkhan-Uul, Gyneacology,2023,21.0
 Darkhan-Uul, Gyneacology,2022,38.0
 Darkhan-Uul, Gyneacology,2021,38.0
 Darkhan-Uul, Gyneacology,2020,38.0
 Darkhan-Uul, Gyneacology,2019,38.0
 Darkhan-Uul, Gyneacology,2018,38.0
 Darkhan-Uul, Gyneacology,2017,38.0
 Darkhan-Uul, Gyneacology,2016,42.0
 Darkhan-Uul, Gyneacology,2015,42.0
 Darkhan-Uul, Pediatrics,2025,95.0
 Darkhan-Uul, Pediatrics,2024,95.0
 Darkhan-Uul, Pediatrics,2023,95.0
 Darkhan-Uul, Pediatrics,2022,95.0
 Darkhan-Uul, Pediatrics,2021,106.0
 Darkhan-Uul, Pediatrics,2020,106.0
 Darkhan-Uul, Pediatrics,2019,111.0
 Darkhan-Uul, Pediatrics,2018,111.0
 Darkhan-Uul, Pediatrics,2017,106.0
 Darkhan-Uul, Pediatrics,2016,89.0
 Darkhan-Uul, Pediatrics,2015,89.0
 Darkhan-Uul, Infections,2025,22.0
 Darkhan-Uul, Infections,2024,22.0
 Darkhan-Uul, Infections,2023,22.0
 Darkhan-Uul, Infections,2022,22.0
 Darkhan-Uul, Infections,2021,22.0
 Darkhan-Uul, Infections,2020,22.0
 Darkhan-Uul, Infections,2019,22.0
 Darkhan-Uul, Infections,2018,22.0
 Darkhan-Uul, Infections,2017,22.0
 Darkhan-Uul, Infections,2016,22.0
 Darkhan-Uul, Infections,2015,22.0
 Darkhan-Uul, Dermatology,2025,16.0
 Darkhan-Uul, Dermatology,2024,16.0
 Darkhan-Uul, Dermatology,2023,16.0
 Darkhan-Uul, Dermatology,2022,14.0
 Darkhan-Uul, Dermatology,2021,26.0
 Darkhan-Uul, Dermatology,2020,26.0
 Darkhan-Uul, Dermatology,2019,26.0
 Darkhan-Uul, Dermatology,2018,26.0
 Darkhan-Uul, Dermatology,2017,26.0
 Darkhan-Uul, Dermatology,2016,24.0
 Darkhan-Uul, Dermatology,2015,24.0
 Darkhan-Uul, Tuberculosis,2025,17.0
 Darkhan-Uul, Tuberculosis,2024,17.0
 Darkhan-Uul, Tuberculosis,2023,17.0
 Darkhan-Uul, Tuberculosis,2022,17.0
 Darkhan-Uul, Tuberculosis,2021,17.0
 Darkhan-Uul, Tuberculosis,2020,17.0
 Darkhan-Uul, Tuberculosis,2019,26.0
 Darkhan-Uul, Tuberculosis,2018,26.0
 Darkhan-Uul, Tuberculosis,2017,26.0
 Darkhan-Uul, Tuberculosis,2016,30.0
 Darkhan-Uul, Tuberculosis,2015,30.0
 Darkhan-Uul, Neurology,2025,63.0
 Darkhan-Uul, Neurology,2024,57.0
 Darkhan-Uul, Neurology,2023,57.0
 Darkhan-Uul, Neurology,2022,66.0
 Darkhan-Uul, Neurology,2021,73.0
 Darkhan-Uul, Neurology,2020,73.0
 Darkhan-Uul, Neurology,2019,52.0
 Darkhan-Uul, Neurology,2018,52.0
 Darkhan-Uul, Neurology,2017,52.0
 Darkhan-Uul, Neurology,2016,53.0
 Darkhan-Uul, Neurology,2015,53.0
 Darkhan-Uul, Psychiatry & narcology,2025,33.0
 Darkhan-Uul, Psychiatry & narcology,2024,33.0
 Darkhan-Uul, Psychiatry & narcology,2023,33.0
 Darkhan-Uul, Psychiatry & narcology,2022,35.0
 Darkhan-Uul, Psychiatry & narcology,2021,23.0
 Darkhan-Uul, Psychiatry & narcology,2020,23.0
 Darkhan-Uul, Psychiatry & narcology,2019,22.0
 Darkhan-Uul, Psychiatry & narcology,2018,22.0
 Darkhan-Uul, Psychiatry & narcology,2017,22.0
 Darkhan-Uul, Psychiatry & narcology,2016,23.0
 Darkhan-Uul, Psychiatry & narcology,2015,23.0
 Darkhan-Uul, Traumatology,2025,36.0
 Darkhan-Uul, Traumatology,2024,34.0
 Darkhan-Uul, Traumatology,2023,34.0
 Darkhan-Uul, Traumatology,2022,34.0
 Darkhan-Uul, Traumatology,2021,34.0
 Darkhan-Uul, Traumatology,2020,34.0
 Darkhan-Uul, Traumatology,2019,34.0
 Darkhan-Uul, Traumatology,2018,34.0
 Darkhan-Uul, Traumatology,2017,34.0
 Darkhan-Uul, Traumatology,2016,34.0
 Darkhan-Uul, Traumatology,2015,34.0
 Darkhan-Uul, Nephrology,2025,
 Darkhan-Uul, Nephrology,2024,
 Darkhan-Uul, Nephrology,2023,0.0
 Darkhan-Uul, Nephrology,2022,0.0
 Darkhan-Uul, Nephrology,2021,0.0
 Darkhan-Uul, Nephrology,2020,0.0
 Darkhan-Uul, Nephrology,2019,0.0
 Darkhan-Uul, Nephrology,2018,0.0
 Darkhan-Uul, Nephrology,2017,0.0
 Darkhan-Uul, Nephrology,2016,0.0
 Darkhan-Uul, Nephrology,2015,0.0
 Darkhan-Uul, Urology,2025,
 Darkhan-Uul, Urology,2024,
 Darkhan-Uul, Urology,2023,0.0
 Darkhan-Uul, Urology,2022,0.0
 Darkhan-Uul, Urology,2021,0.0
 Darkhan-Uul, Urology,2020,0.0
 Darkhan-Uul, Urology,2019,0.0
 Darkhan-Uul, Urology,2018,0.0
 Darkhan-Uul, Urology,2017,0.0
 Darkhan-Uul, Urology,2016,0.0
 Darkhan-Uul, Urology,2015,0.0
 Darkhan-Uul, Anaesthesiology,2025,10.0
 Darkhan-Uul, Anaesthesiology,2024,10.0
 Darkhan-Uul, Anaesthesiology,2023,10.0
 Darkhan-Uul, Anaesthesiology,2022,10.0
 Darkhan-Uul, Anaesthesiology,2021,8.0
 Darkhan-Uul, Anaesthesiology,2020,8.0
 Darkhan-Uul, Anaesthesiology,2019,8.0
 Darkhan-Uul, Anaesthesiology,2018,8.0
 Darkhan-Uul, Anaesthesiology,2017,8.0
 Darkhan-Uul, Anaesthesiology,2016,8.0
 Darkhan-Uul, Anaesthesiology,2015,8.0
 Darkhan-Uul, Ophtalmology,2025,5.0
 Darkhan-Uul, Ophtalmology,2024,5.0
 Darkhan-Uul, Ophtalmology,2023,5.0
 Darkhan-Uul, Ophtalmology,2022,5.0
 Darkhan-Uul, Ophtalmology,2021,5.0
 Darkhan-Uul, Ophtalmology,2020,5.0
 Darkhan-Uul, Ophtalmology,2019,5.0
 Darkhan-Uul, Ophtalmology,2018,5.0
 Darkhan-Uul, Ophtalmology,2017,5.0
 Darkhan-Uul, Ophtalmology,2016,7.0
 Darkhan-Uul, Ophtalmology,2015,7.0
 Darkhan-Uul, Otorhinolaryngology,2025,18.0
 Darkhan-Uul, Otorhinolaryngology,2024,18.0
 Darkhan-Uul, Otorhinolaryngology,2023,18.0
 Darkhan-Uul, Otorhinolaryngology,2022,18.0
 Darkhan-Uul, Otorhinolaryngology,2021,18.0
 Darkhan-Uul, Otorhinolaryngology,2020,18.0
 Darkhan-Uul, Otorhinolaryngology,2019,18.0
 Darkhan-Uul, Otorhinolaryngology,2018,18.0
 Darkhan-Uul, Otorhinolaryngology,2017,18.0
 Darkhan-Uul, Otorhinolaryngology,2016,19.0
 Darkhan-Uul, Otorhinolaryngology,2015,19.0
 Darkhan-Uul, Dentist & stamatology,2025,4.0
 Darkhan-Uul, Dentist & stamatology,2024,4.0
 Darkhan-Uul, Dentist & stamatology,2023,4.0
 Darkhan-Uul, Dentist & stamatology,2022,4.0
 Darkhan-Uul, Dentist & stamatology,2021,4.0
 Darkhan-Uul, Dentist & stamatology,2020,4.0
 Darkhan-Uul, Dentist & stamatology,2019,4.0
 Darkhan-Uul, Dentist & stamatology,2018,4.0
 Darkhan-Uul, Dentist & stamatology,2017,4.0
 Darkhan-Uul, Dentist & stamatology,2016,4.0
 Darkhan-Uul, Dentist & stamatology,2015,4.0
 Darkhan-Uul, Oncology,2025,3.0
 Darkhan-Uul, Oncology,2024,3.0
 Darkhan-Uul, Oncology,2023,3.0
 Darkhan-Uul, Oncology,2022,3.0
 Darkhan-Uul, Oncology,2021,3.0
 Darkhan-Uul, Oncology,2020,2.0
 Darkhan-Uul, Oncology,2019,2.0
 Darkhan-Uul, Oncology,2018,2.0
 Darkhan-Uul, Oncology,2017,2.0
 Darkhan-Uul, Oncology,2016,2.0
 Darkhan-Uul, Oncology,2015,2.0
 Darkhan-Uul, Traditional medicine,2025,149.0
 Darkhan-Uul, Traditional medicine,2024,160.0
 Darkhan-Uul, Traditional medicine,2023,160.0
 Darkhan-Uul, Traditional medicine,2022,147.0
 Darkhan-Uul, Traditional medicine,2021,96.0
 Darkhan-Uul, Traditional medicine,2020,86.0
 Darkhan-Uul, Traditional medicine,2019,94.0
 Darkhan-Uul, Traditional medicine,2018,94.0
 Darkhan-Uul, Traditional medicine,2017,77.0
 Darkhan-Uul, Traditional medicine,2016,77.0
 Darkhan-Uul, Traditional medicine,2015,59.0
 Darkhan-Uul, Palliative care,2025,20.0
 Darkhan-Uul, Palliative care,2024,20.0
 Darkhan-Uul, Palliative care,2023,20.0
 Darkhan-Uul, Palliative care,2022,20.0
 Darkhan-Uul, Palliative care,2021,20.0
 Darkhan-Uul, Palliative care,2020,21.0
 Darkhan-Uul, Palliative care,2019,13.0
 Darkhan-Uul, Palliative care,2018,13.0
 Darkhan-Uul, Palliative care,2017,15.0
 Darkhan-Uul, Palliative care,2016,15.0
 Darkhan-Uul, Palliative care,2015,3.0
 Darkhan-Uul, Other,2025,27.0
 Darkhan-Uul, Other,2024,20.0
 Darkhan-Uul, Other,2023,20.0
 Darkhan-Uul, Other,2022,23.0
 Darkhan-Uul, Other,2021,244.0
 Darkhan-Uul, Other,2020,10.0
 Darkhan-Uul, Other,2019,0.0
 Darkhan-Uul, Other,2018,0.0
 Darkhan-Uul, Other,2017,0.0
 Darkhan-Uul, Other,2016,38.0
 Darkhan-Uul, Other,2015,0.0
 Dornogovi,Total,2025,549.0
 Dornogovi,Total,2024,553.0
 Dornogovi,Total,2023,549.0
 Dornogovi,Total,2022,550.0
 Dornogovi,Total,2021,540.0
 Dornogovi,Total,2020,523.0
 Dornogovi,Total,2019,506.0
 Dornogovi,Total,2018,491.0
 Dornogovi,Total,2017,464.0
 Dornogovi,Total,2016,438.0
 Dornogovi,Total,2015,404.0
 Dornogovi, Internal medicine,2025,129.0
 Dornogovi, Internal medicine,2024,138.0
 Dornogovi, Internal medicine,2023,145.0
 Dornogovi, Internal medicine,2022,158.0
 Dornogovi, Internal medicine,2021,150.0
 Dornogovi, Internal medicine,2020,146.0
 Dornogovi, Internal medicine,2019,146.0
 Dornogovi, Internal medicine,2018,143.0
 Dornogovi, Internal medicine,2017,125.0
 Dornogovi, Internal medicine,2016,113.0
 Dornogovi, Internal medicine,2015,113.0
 Dornogovi, Surgery,2025,37.0
 Dornogovi, Surgery,2024,37.0
 Dornogovi, Surgery,2023,36.0
 Dornogovi, Surgery,2022,36.0
 Dornogovi, Surgery,2021,36.0
 Dornogovi, Surgery,2020,28.0
 Dornogovi, Surgery,2019,42.0
 Dornogovi, Surgery,2018,29.0
 Dornogovi, Surgery,2017,40.0
 Dornogovi, Surgery,2016,42.0
 Dornogovi, Surgery,2015,42.0
 Dornogovi, Obstetrics,2025,42.0
 Dornogovi, Obstetrics,2024,42.0
 Dornogovi, Obstetrics,2023,44.0
 Dornogovi, Obstetrics,2022,44.0
 Dornogovi, Obstetrics,2021,45.0
 Dornogovi, Obstetrics,2020,43.0
 Dornogovi, Obstetrics,2019,37.0
 Dornogovi, Obstetrics,2018,37.0
 Dornogovi, Obstetrics,2017,36.0
 Dornogovi, Obstetrics,2016,36.0
 Dornogovi, Obstetrics,2015,36.0
 Dornogovi, Gyneacology,2025,25.0
 Dornogovi, Gyneacology,2024,25.0
 Dornogovi, Gyneacology,2023,26.0
 Dornogovi, Gyneacology,2022,27.0
 Dornogovi, Gyneacology,2021,27.0
 Dornogovi, Gyneacology,2020,24.0
 Dornogovi, Gyneacology,2019,20.0
 Dornogovi, Gyneacology,2018,21.0
 Dornogovi, Gyneacology,2017,21.0
 Dornogovi, Gyneacology,2016,19.0
 Dornogovi, Gyneacology,2015,19.0
 Dornogovi, Pediatrics,2025,88.0
 Dornogovi, Pediatrics,2024,88.0
 Dornogovi, Pediatrics,2023,92.0
 Dornogovi, Pediatrics,2022,93.0
 Dornogovi, Pediatrics,2021,88.0
 Dornogovi, Pediatrics,2020,85.0
 Dornogovi, Pediatrics,2019,84.0
 Dornogovi, Pediatrics,2018,86.0
 Dornogovi, Pediatrics,2017,74.0
 Dornogovi, Pediatrics,2016,63.0
 Dornogovi, Pediatrics,2015,63.0
 Dornogovi, Infections,2025,31.0
 Dornogovi, Infections,2024,31.0
 Dornogovi, Infections,2023,25.0
 Dornogovi, Infections,2022,25.0
 Dornogovi, Infections,2021,26.0
 Dornogovi, Infections,2020,27.0
 Dornogovi, Infections,2019,26.0
 Dornogovi, Infections,2018,26.0
 Dornogovi, Infections,2017,26.0
 Dornogovi, Infections,2016,27.0
 Dornogovi, Infections,2015,27.0
 Dornogovi, Dermatology,2025,1.0
 Dornogovi, Dermatology,2024,1.0
 Dornogovi, Dermatology,2023,1.0
 Dornogovi, Dermatology,2022,0.0
 Dornogovi, Dermatology,2021,0.0
 Dornogovi, Dermatology,2020,0.0
 Dornogovi, Dermatology,2019,0.0
 Dornogovi, Dermatology,2018,0.0
 Dornogovi, Dermatology,2017,0.0
 Dornogovi, Dermatology,2016,0.0
 Dornogovi, Dermatology,2015,0.0
 Dornogovi, Tuberculosis,2025,11.0
 Dornogovi, Tuberculosis,2024,11.0
 Dornogovi, Tuberculosis,2023,11.0
 Dornogovi, Tuberculosis,2022,11.0
 Dornogovi, Tuberculosis,2021,11.0
 Dornogovi, Tuberculosis,2020,11.0
 Dornogovi, Tuberculosis,2019,10.0
 Dornogovi, Tuberculosis,2018,10.0
 Dornogovi, Tuberculosis,2017,11.0
 Dornogovi, Tuberculosis,2016,10.0
 Dornogovi, Tuberculosis,2015,10.0
 Dornogovi, Neurology,2025,63.0
 Dornogovi, Neurology,2024,60.0
 Dornogovi, Neurology,2023,58.0
 Dornogovi, Neurology,2022,55.0
 Dornogovi, Neurology,2021,58.0
 Dornogovi, Neurology,2020,50.0
 Dornogovi, Neurology,2019,55.0
 Dornogovi, Neurology,2018,55.0
 Dornogovi, Neurology,2017,50.0
 Dornogovi, Neurology,2016,43.0
 Dornogovi, Neurology,2015,43.0
 Dornogovi, Psychiatry & narcology,2025,16.0
 Dornogovi, Psychiatry & narcology,2024,14.0
 Dornogovi, Psychiatry & narcology,2023,10.0
 Dornogovi, Psychiatry & narcology,2022,10.0
 Dornogovi, Psychiatry & narcology,2021,10.0
 Dornogovi, Psychiatry & narcology,2020,12.0
 Dornogovi, Psychiatry & narcology,2019,15.0
 Dornogovi, Psychiatry & narcology,2018,12.0
 Dornogovi, Psychiatry & narcology,2017,12.0
 Dornogovi, Psychiatry & narcology,2016,2.0
 Dornogovi, Psychiatry & narcology,2015,2.0
 Dornogovi, Traumatology,2025,14.0
 Dornogovi, Traumatology,2024,14.0
 Dornogovi, Traumatology,2023,16.0
 Dornogovi, Traumatology,2022,16.0
 Dornogovi, Traumatology,2021,16.0
 Dornogovi, Traumatology,2020,19.0
 Dornogovi, Traumatology,2019,2.0
 Dornogovi, Traumatology,2018,2.0
 Dornogovi, Traumatology,2017,2.0
 Dornogovi, Traumatology,2016,0.0
 Dornogovi, Traumatology,2015,0.0
 Dornogovi, Nephrology,2025,
 Dornogovi, Nephrology,2024,
 Dornogovi, Nephrology,2023,0.0
 Dornogovi, Nephrology,2022,0.0
 Dornogovi, Nephrology,2021,0.0
 Dornogovi, Nephrology,2020,0.0
 Dornogovi, Nephrology,2019,0.0
 Dornogovi, Nephrology,2018,0.0
 Dornogovi, Nephrology,2017,0.0
 Dornogovi, Nephrology,2016,0.0
 Dornogovi, Nephrology,2015,0.0
 Dornogovi, Urology,2025,
 Dornogovi, Urology,2024,
 Dornogovi, Urology,2023,0.0
 Dornogovi, Urology,2022,0.0
 Dornogovi, Urology,2021,0.0
 Dornogovi, Urology,2020,0.0
 Dornogovi, Urology,2019,0.0
 Dornogovi, Urology,2018,0.0
 Dornogovi, Urology,2017,0.0
 Dornogovi, Urology,2016,0.0
 Dornogovi, Urology,2015,0.0
 Dornogovi, Anaesthesiology,2025,13.0
 Dornogovi, Anaesthesiology,2024,13.0
 Dornogovi, Anaesthesiology,2023,12.0
 Dornogovi, Anaesthesiology,2022,12.0
 Dornogovi, Anaesthesiology,2021,13.0
 Dornogovi, Anaesthesiology,2020,8.0
 Dornogovi, Anaesthesiology,2019,7.0
 Dornogovi, Anaesthesiology,2018,7.0
 Dornogovi, Anaesthesiology,2017,9.0
 Dornogovi, Anaesthesiology,2016,10.0
 Dornogovi, Anaesthesiology,2015,10.0
 Dornogovi, Ophtalmology,2025,1.0
 Dornogovi, Ophtalmology,2024,1.0
 Dornogovi, Ophtalmology,2023,1.0
 Dornogovi, Ophtalmology,2022,0.0
 Dornogovi, Ophtalmology,2021,0.0
 Dornogovi, Ophtalmology,2020,0.0
 Dornogovi, Ophtalmology,2019,0.0
 Dornogovi, Ophtalmology,2018,0.0
 Dornogovi, Ophtalmology,2017,0.0
 Dornogovi, Ophtalmology,2016,0.0
 Dornogovi, Ophtalmology,2015,0.0
 Dornogovi, Otorhinolaryngology,2025,2.0
 Dornogovi, Otorhinolaryngology,2024,2.0
 Dornogovi, Otorhinolaryngology,2023,2.0
 Dornogovi, Otorhinolaryngology,2022,2.0
 Dornogovi, Otorhinolaryngology,2021,2.0
 Dornogovi, Otorhinolaryngology,2020,2.0
 Dornogovi, Otorhinolaryngology,2019,0.0
 Dornogovi, Otorhinolaryngology,2018,0.0
 Dornogovi, Otorhinolaryngology,2017,1.0
 Dornogovi, Otorhinolaryngology,2016,0.0
 Dornogovi, Otorhinolaryngology,2015,0.0
 Dornogovi, Dentist & stamatology,2025,
 Dornogovi, Dentist & stamatology,2024,
 Dornogovi, Dentist & stamatology,2023,0.0
 Dornogovi, Dentist & stamatology,2022,0.0
 Dornogovi, Dentist & stamatology,2021,0.0
 Dornogovi, Dentist & stamatology,2020,0.0
 Dornogovi, Dentist & stamatology,2019,0.0
 Dornogovi, Dentist & stamatology,2018,0.0
 Dornogovi, Dentist & stamatology,2017,0.0
 Dornogovi, Dentist & stamatology,2016,0.0
 Dornogovi, Dentist & stamatology,2015,0.0
 Dornogovi, Oncology,2025,
 Dornogovi, Oncology,2024,
 Dornogovi, Oncology,2023,0.0
 Dornogovi, Oncology,2022,0.0
 Dornogovi, Oncology,2021,0.0
 Dornogovi, Oncology,2020,0.0
 Dornogovi, Oncology,2019,0.0
 Dornogovi, Oncology,2018,0.0
 Dornogovi, Oncology,2017,0.0
 Dornogovi, Oncology,2016,0.0
 Dornogovi, Oncology,2015,0.0
 Dornogovi, Traditional medicine,2025,46.0
 Dornogovi, Traditional medicine,2024,46.0
 Dornogovi, Traditional medicine,2023,46.0
 Dornogovi, Traditional medicine,2022,49.0
 Dornogovi, Traditional medicine,2021,46.0
 Dornogovi, Traditional medicine,2020,37.0
 Dornogovi, Traditional medicine,2019,37.0
 Dornogovi, Traditional medicine,2018,38.0
 Dornogovi, Traditional medicine,2017,35.0
 Dornogovi, Traditional medicine,2016,32.0
 Dornogovi, Traditional medicine,2015,20.0
 Dornogovi, Palliative care,2025,12.0
 Dornogovi, Palliative care,2024,12.0
 Dornogovi, Palliative care,2023,12.0
 Dornogovi, Palliative care,2022,12.0
 Dornogovi, Palliative care,2021,12.0
 Dornogovi, Palliative care,2020,14.0
 Dornogovi, Palliative care,2019,13.0
 Dornogovi, Palliative care,2018,13.0
 Dornogovi, Palliative care,2017,3.0
 Dornogovi, Palliative care,2016,3.0
 Dornogovi, Palliative care,2015,0.0
 Dornogovi, Other,2025,18.0
 Dornogovi, Other,2024,18.0
 Dornogovi, Other,2023,12.0
 Dornogovi, Other,2022,0.0
 Dornogovi, Other,2021,0.0
 Dornogovi, Other,2020,17.0
 Dornogovi, Other,2019,12.0
 Dornogovi, Other,2018,12.0
 Dornogovi, Other,2017,19.0
 Dornogovi, Other,2016,38.0
 Dornogovi, Other,2015,19.0
 Dundgovi,Total,2025,350.0
 Dundgovi,Total,2024,350.0
 Dundgovi,Total,2023,368.0
 Dundgovi,Total,2022,351.0
 Dundgovi,Total,2021,351.0
 Dundgovi,Total,2020,351.0
 Dundgovi,Total,2019,309.0
 Dundgovi,Total,2018,309.0
 Dundgovi,Total,2017,301.0
 Dundgovi,Total,2016,301.0
 Dundgovi,Total,2015,227.0
 Dundgovi, Internal medicine,2025,116.0
 Dundgovi, Internal medicine,2024,116.0
 Dundgovi, Internal medicine,2023,132.0
 Dundgovi, Internal medicine,2022,127.0
 Dundgovi, Internal medicine,2021,125.0
 Dundgovi, Internal medicine,2020,123.0
 Dundgovi, Internal medicine,2019,115.0
 Dundgovi, Internal medicine,2018,106.0
 Dundgovi, Internal medicine,2017,109.0
 Dundgovi, Internal medicine,2016,72.0
 Dundgovi, Internal medicine,2015,72.0
 Dundgovi, Surgery,2025,14.0
 Dundgovi, Surgery,2024,14.0
 Dundgovi, Surgery,2023,14.0
 Dundgovi, Surgery,2022,14.0
 Dundgovi, Surgery,2021,14.0
 Dundgovi, Surgery,2020,14.0
 Dundgovi, Surgery,2019,12.0
 Dundgovi, Surgery,2018,12.0
 Dundgovi, Surgery,2017,11.0
 Dundgovi, Surgery,2016,11.0
 Dundgovi, Surgery,2015,11.0
 Dundgovi, Obstetrics,2025,40.0
 Dundgovi, Obstetrics,2024,40.0
 Dundgovi, Obstetrics,2023,40.0
 Dundgovi, Obstetrics,2022,40.0
 Dundgovi, Obstetrics,2021,41.0
 Dundgovi, Obstetrics,2020,42.0
 Dundgovi, Obstetrics,2019,35.0
 Dundgovi, Obstetrics,2018,36.0
 Dundgovi, Obstetrics,2017,36.0
 Dundgovi, Obstetrics,2016,34.0
 Dundgovi, Obstetrics,2015,34.0
 Dundgovi, Gyneacology,2025,14.0
 Dundgovi, Gyneacology,2024,14.0
 Dundgovi, Gyneacology,2023,14.0
 Dundgovi, Gyneacology,2022,15.0
 Dundgovi, Gyneacology,2021,15.0
 Dundgovi, Gyneacology,2020,15.0
 Dundgovi, Gyneacology,2019,7.0
 Dundgovi, Gyneacology,2018,7.0
 Dundgovi, Gyneacology,2017,7.0
 Dundgovi, Gyneacology,2016,7.0
 Dundgovi, Gyneacology,2015,7.0
 Dundgovi, Pediatrics,2025,60.0
 Dundgovi, Pediatrics,2024,60.0
 Dundgovi, Pediatrics,2023,62.0
 Dundgovi, Pediatrics,2022,65.0
 Dundgovi, Pediatrics,2021,66.0
 Dundgovi, Pediatrics,2020,66.0
 Dundgovi, Pediatrics,2019,58.0
 Dundgovi, Pediatrics,2018,62.0
 Dundgovi, Pediatrics,2017,59.0
 Dundgovi, Pediatrics,2016,44.0
 Dundgovi, Pediatrics,2015,44.0
 Dundgovi, Infections,2025,26.0
 Dundgovi, Infections,2024,26.0
 Dundgovi, Infections,2023,26.0
 Dundgovi, Infections,2022,25.0
 Dundgovi, Infections,2021,25.0
 Dundgovi, Infections,2020,26.0
 Dundgovi, Infections,2019,21.0
 Dundgovi, Infections,2018,22.0
 Dundgovi, Infections,2017,22.0
 Dundgovi, Infections,2016,17.0
 Dundgovi, Infections,2015,17.0
 Dundgovi, Dermatology,2025,2.0
 Dundgovi, Dermatology,2024,2.0
 Dundgovi, Dermatology,2023,2.0
 Dundgovi, Dermatology,2022,2.0
 Dundgovi, Dermatology,2021,2.0
 Dundgovi, Dermatology,2020,2.0
 Dundgovi, Dermatology,2019,3.0
 Dundgovi, Dermatology,2018,3.0
 Dundgovi, Dermatology,2017,3.0
 Dundgovi, Dermatology,2016,3.0
 Dundgovi, Dermatology,2015,3.0
 Dundgovi, Tuberculosis,2025,5.0
 Dundgovi, Tuberculosis,2024,5.0
 Dundgovi, Tuberculosis,2023,5.0
 Dundgovi, Tuberculosis,2022,7.0
 Dundgovi, Tuberculosis,2021,7.0
 Dundgovi, Tuberculosis,2020,7.0
 Dundgovi, Tuberculosis,2019,5.0
 Dundgovi, Tuberculosis,2018,5.0
 Dundgovi, Tuberculosis,2017,5.0
 Dundgovi, Tuberculosis,2016,2.0
 Dundgovi, Tuberculosis,2015,2.0
 Dundgovi, Neurology,2025,10.0
 Dundgovi, Neurology,2024,10.0
 Dundgovi, Neurology,2023,10.0
 Dundgovi, Neurology,2022,10.0
 Dundgovi, Neurology,2021,10.0
 Dundgovi, Neurology,2020,10.0
 Dundgovi, Neurology,2019,10.0
 Dundgovi, Neurology,2018,10.0
 Dundgovi, Neurology,2017,10.0
 Dundgovi, Neurology,2016,9.0
 Dundgovi, Neurology,2015,9.0
 Dundgovi, Psychiatry & narcology,2025,6.0
 Dundgovi, Psychiatry & narcology,2024,6.0
 Dundgovi, Psychiatry & narcology,2023,6.0
 Dundgovi, Psychiatry & narcology,2022,1.0
 Dundgovi, Psychiatry & narcology,2021,1.0
 Dundgovi, Psychiatry & narcology,2020,1.0
 Dundgovi, Psychiatry & narcology,2019,1.0
 Dundgovi, Psychiatry & narcology,2018,1.0
 Dundgovi, Psychiatry & narcology,2017,2.0
 Dundgovi, Psychiatry & narcology,2016,1.0
 Dundgovi, Psychiatry & narcology,2015,1.0
 Dundgovi, Traumatology,2025,5.0
 Dundgovi, Traumatology,2024,5.0
 Dundgovi, Traumatology,2023,5.0
 Dundgovi, Traumatology,2022,5.0
