Бүс,Үзүүлэлт,Он,value
Улсын дүн,Хүүхэд,2017,3086.0
Улсын дүн,Хүүхэд,2016,2758.0
Улсын дүн,Хүүхэд,2015,2758.0
Улсын дүн,Халдварт,2025,1112.0
Улсын дүн,Халдварт,2024,1109.0
Улсын дүн,Халдварт,2023,1158.0
Улсын дүн,Халдварт,2022,1983.0
Улсын дүн,Халдварт,2021,9116.0
Улсын дүн,Халдварт,2020,1085.0
Улсын дүн,Халдварт,2019,1052.0
Улсын дүн,Халдварт,2018,1035.0
Улсын дүн,Халдварт,2017,1042.0
Улсын дүн,Халдварт,2016,1030.0
Улсын дүн,Халдварт,2015,1030.0
Улсын дүн,Арьс харшил,2025,363.0
Улсын дүн,Арьс харшил,2024,369.0
Улсын дүн,Арьс харшил,2023,377.0
Улсын дүн,Арьс харшил,2022,383.0
Улсын дүн,Арьс харшил,2021,363.0
Улсын дүн,Арьс харшил,2020,439.0
Улсын дүн,Арьс харшил,2019,443.0
Улсын дүн,Арьс харшил,2018,426.0
Улсын дүн,Арьс харшил,2017,428.0
Улсын дүн,Арьс харшил,2016,358.0
Улсын дүн,Арьс харшил,2015,358.0
Улсын дүн,Сүрьеэ,2025,509.0
Улсын дүн,Сүрьеэ,2024,510.0
Улсын дүн,Сүрьеэ,2023,523.0
Улсын дүн,Сүрьеэ,2022,547.0
Улсын дүн,Сүрьеэ,2021,482.0
Улсын дүн,Сүрьеэ,2020,534.0
Улсын дүн,Сүрьеэ,2019,525.0
Улсын дүн,Сүрьеэ,2018,518.0
Улсын дүн,Сүрьеэ,2017,524.0
Улсын дүн,Сүрьеэ,2016,533.0
Улсын дүн,Сүрьеэ,2015,533.0
Улсын дүн,Мэдрэл,2025,2180.0
Улсын дүн,Мэдрэл,2024,3068.0
Улсын дүн,Мэдрэл,2023,1652.0
Улсын дүн,Мэдрэл,2022,1806.0
Улсын дүн,Мэдрэл,2021,1718.0
Улсын дүн,Мэдрэл,2020,1913.0
Улсын дүн,Мэдрэл,2019,1823.0
Улсын дүн,Мэдрэл,2018,1786.0
Улсын дүн,Мэдрэл,2017,1704.0
Улсын дүн,Мэдрэл,2016,1522.0
Улсын дүн,Мэдрэл,2015,1522.0
Улсын дүн,Сэтгэц,2025,1014.0
Улсын дүн,Сэтгэц,2024,992.0
Улсын дүн,Сэтгэц,2023,960.0
Улсын дүн,Сэтгэц,2022,936.0
Улсын дүн,Сэтгэц,2021,841.0
Улсын дүн,Сэтгэц,2020,822.0
Улсын дүн,Сэтгэц,2019,789.0
Улсын дүн,Сэтгэц,2018,784.0
Улсын дүн,Сэтгэц,2017,764.0
Улсын дүн,Сэтгэц,2016,705.0
Улсын дүн,Сэтгэц,2015,705.0
Улсын дүн,Гэмтэл,2025,1222.0
Улсын дүн,Гэмтэл,2024,1148.0
Улсын дүн,Гэмтэл,2023,1147.0
Улсын дүн,Гэмтэл,2022,971.0
Улсын дүн,Гэмтэл,2021,881.0
Улсын дүн,Гэмтэл,2020,1026.0
Улсын дүн,Гэмтэл,2019,954.0
Улсын дүн,Гэмтэл,2018,925.0
Улсын дүн,Гэмтэл,2017,873.0
Улсын дүн,Гэмтэл,2016,838.0
Улсын дүн,Гэмтэл,2015,838.0
Улсын дүн,Нефролог,2025,131.0
Улсын дүн,Нефролог,2024,182.0
Улсын дүн,Нефролог,2023,151.0
Улсын дүн,Нефролог,2022,211.0
Улсын дүн,Нефролог,2021,119.0
Улсын дүн,Нефролог,2020,122.0
Улсын дүн,Нефролог,2019,157.0
Улсын дүн,Нефролог,2018,157.0
Улсын дүн,Нефролог,2017,145.0
Улсын дүн,Нефролог,2016,168.0
Улсын дүн,Нефролог,2015,168.0
Улсын дүн,Уролог,2025,95.0
Улсын дүн,Уролог,2024,105.0
Улсын дүн,Уролог,2023,94.0
Улсын дүн,Уролог,2022,90.0
Улсын дүн,Уролог,2021,68.0
Улсын дүн,Уролог,2020,82.0
Улсын дүн,Уролог,2019,86.0
Улсын дүн,Уролог,2018,76.0
Улсын дүн,Уролог,2017,74.0
Улсын дүн,Уролог,2016,95.0
Улсын дүн,Уролог,2015,95.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2025,518.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2024,518.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2023,479.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2022,466.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2021,443.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2020,389.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2019,354.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2018,342.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2017,342.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2016,339.0
Улсын дүн,"Эрчимт эмчилгээ, сэхээн амьдруулах",2015,339.0
Улсын дүн,Нүд,2025,159.0
Улсын дүн,Нүд,2024,183.0
Улсын дүн,Нүд,2023,200.0
Улсын дүн,Нүд,2022,196.0
Улсын дүн,Нүд,2021,219.0
Улсын дүн,Нүд,2020,236.0
Улсын дүн,Нүд,2019,222.0
Улсын дүн,Нүд,2018,224.0
Улсын дүн,Нүд,2017,238.0
Улсын дүн,Нүд,2016,230.0
Улсын дүн,Нүд,2015,230.0
Улсын дүн,"Чих, хамар хоолой",2025,289.0
Улсын дүн,"Чих, хамар хоолой",2024,287.0
Улсын дүн,"Чих, хамар хоолой",2023,312.0
Улсын дүн,"Чих, хамар хоолой",2022,314.0
Улсын дүн,"Чих, хамар хоолой",2021,284.0
Улсын дүн,"Чих, хамар хоолой",2020,304.0
Улсын дүн,"Чих, хамар хоолой",2019,274.0
Улсын дүн,"Чих, хамар хоолой",2018,257.0
Улсын дүн,"Чих, хамар хоолой",2017,250.0
Улсын дүн,"Чих, хамар хоолой",2016,244.0
Улсын дүн,"Чих, хамар хоолой",2015,244.0
Улсын дүн,Эрүү нүүр,2025,88.0
Улсын дүн,Эрүү нүүр,2024,86.0
Улсын дүн,Эрүү нүүр,2023,91.0
Улсын дүн,Эрүү нүүр,2022,93.0
Улсын дүн,Эрүү нүүр,2021,94.0
Улсын дүн,Эрүү нүүр,2020,99.0
Улсын дүн,Эрүү нүүр,2019,90.0
Улсын дүн,Эрүү нүүр,2018,90.0
Улсын дүн,Эрүү нүүр,2017,84.0
Улсын дүн,Эрүү нүүр,2016,87.0
Улсын дүн,Эрүү нүүр,2015,81.0
Улсын дүн,Хавдар,2025,269.0
Улсын дүн,Хавдар,2024,247.0
Улсын дүн,Хавдар,2023,206.0
Улсын дүн,Хавдар,2022,214.0
Улсын дүн,Хавдар,2021,191.0
Улсын дүн,Хавдар,2020,191.0
Улсын дүн,Хавдар,2019,178.0
Улсын дүн,Хавдар,2018,166.0
Улсын дүн,Хавдар,2017,186.0
Улсын дүн,Хавдар,2016,189.0
Улсын дүн,Хавдар,2015,176.0
Улсын дүн,Уламжлалт эмчилгээ,2025,2638.0
Улсын дүн,Уламжлалт эмчилгээ,2024,2113.0
Улсын дүн,Уламжлалт эмчилгээ,2023,1966.0
Улсын дүн,Уламжлалт эмчилгээ,2022,1798.0
Улсын дүн,Уламжлалт эмчилгээ,2021,1508.0
Улсын дүн,Уламжлалт эмчилгээ,2020,1838.0
Улсын дүн,Уламжлалт эмчилгээ,2019,1571.0
Улсын дүн,Уламжлалт эмчилгээ,2018,1515.0
Улсын дүн,Уламжлалт эмчилгээ,2017,1380.0
Улсын дүн,Уламжлалт эмчилгээ,2016,1398.0
Улсын дүн,Уламжлалт эмчилгээ,2015,1145.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2025,493.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2024,486.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2023,409.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2022,434.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2021,380.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2020,350.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2019,305.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2018,305.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2017,253.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2016,216.0
Улсын дүн,Хөнгөвчлөх эмчилгээ,2015,146.0
Улсын дүн,Бусад,2025,1091.0
Улсын дүн,Бусад,2024,1203.0
Улсын дүн,Бусад,2023,1172.0
Улсын дүн,Бусад,2022,1041.0
Улсын дүн,Бусад,2021,1312.0
Улсын дүн,Бусад,2020,1052.0
Улсын дүн,Бусад,2019,627.0
Улсын дүн,Бусад,2018,538.0
Улсын дүн,Бусад,2017,488.0
Улсын дүн,Бусад,2016,1346.0
Улсын дүн,Бусад,2015,448.0
    Баруун бүс,Нийт,2025,3372.0
    Баруун бүс,Нийт,2024,3546.0
    Баруун бүс,Нийт,2023,3524.0
    Баруун бүс,Нийт,2022,3497.0
    Баруун бүс,Нийт,2021,4161.0
    Баруун бүс,Нийт,2020,3477.0
    Баруун бүс,Нийт,2019,3006.0
    Баруун бүс,Нийт,2018,2968.0
    Баруун бүс,Нийт,2017,2939.0
    Баруун бүс,Нийт,2016,2878.0
    Баруун бүс,Нийт,2015,2643.0
    Баруун бүс,Дотор,2025,1062.0
    Баруун бүс,Дотор,2024,1089.0
    Баруун бүс,Дотор,2023,1107.0
    Баруун бүс,Дотор,2022,1109.0
    Баруун бүс,Дотор,2021,1067.0
    Баруун бүс,Дотор,2020,1092.0
    Баруун бүс,Дотор,2019,1024.0
    Баруун бүс,Дотор,2018,1042.0
    Баруун бүс,Дотор,2017,1020.0
    Баруун бүс,Дотор,2016,890.0
    Баруун бүс,Дотор,2015,890.0
    Баруун бүс,Мэс засал,2025,179.0
    Баруун бүс,Мэс засал,2024,192.0
    Баруун бүс,Мэс засал,2023,199.0
    Баруун бүс,Мэс засал,2022,199.0
    Баруун бүс,Мэс засал,2021,206.0
    Баруун бүс,Мэс засал,2020,203.0
    Баруун бүс,Мэс засал,2019,186.0
    Баруун бүс,Мэс засал,2018,172.0
    Баруун бүс,Мэс засал,2017,173.0
    Баруун бүс,Мэс засал,2016,163.0
    Баруун бүс,Мэс засал,2015,163.0
    Баруун бүс,Төрөх,2025,304.0
    Баруун бүс,Төрөх,2024,305.0
    Баруун бүс,Төрөх,2023,295.0
    Баруун бүс,Төрөх,2022,306.0
    Баруун бүс,Төрөх,2021,312.0
    Баруун бүс,Төрөх,2020,311.0
    Баруун бүс,Төрөх,2019,303.0
    Баруун бүс,Төрөх,2018,297.0
    Баруун бүс,Төрөх,2017,296.0
    Баруун бүс,Төрөх,2016,283.0
    Баруун бүс,Төрөх,2015,283.0
    Баруун бүс,Эмэгтэйчүүд,2025,147.0
    Баруун бүс,Эмэгтэйчүүд,2024,146.0
    Баруун бүс,Эмэгтэйчүүд,2023,148.0
    Баруун бүс,Эмэгтэйчүүд,2022,151.0
    Баруун бүс,Эмэгтэйчүүд,2021,155.0
    Баруун бүс,Эмэгтэйчүүд,2020,159.0
    Баруун бүс,Эмэгтэйчүүд,2019,134.0
    Баруун бүс,Эмэгтэйчүүд,2018,132.0
    Баруун бүс,Эмэгтэйчүүд,2017,131.0
    Баруун бүс,Эмэгтэйчүүд,2016,114.0
    Баруун бүс,Эмэгтэйчүүд,2015,114.0
    Баруун бүс,Хүүхэд,2025,463.0
    Баруун бүс,Хүүхэд,2024,488.0
    Баруун бүс,Хүүхэд,2023,477.0
    Баруун бүс,Хүүхэд,2022,476.0
    Баруун бүс,Хүүхэд,2021,464.0
    Баруун бүс,Хүүхэд,2020,467.0
    Баруун бүс,Хүүхэд,2019,421.0
    Баруун бүс,Хүүхэд,2018,419.0
    Баруун бүс,Хүүхэд,2017,431.0
    Баруун бүс,Хүүхэд,2016,409.0
    Баруун бүс,Хүүхэд,2015,409.0
    Баруун бүс,Халдварт,2025,185.0
    Баруун бүс,Халдварт,2024,181.0
    Баруун бүс,Халдварт,2023,179.0
    Баруун бүс,Халдварт,2022,179.0
    Баруун бүс,Халдварт,2021,881.0
    Баруун бүс,Халдварт,2020,161.0
    Баруун бүс,Халдварт,2019,162.0
    Баруун бүс,Халдварт,2018,165.0
    Баруун бүс,Халдварт,2017,166.0
    Баруун бүс,Халдварт,2016,156.0
    Баруун бүс,Халдварт,2015,156.0
    Баруун бүс,Арьс харшил,2025,60.0
    Баруун бүс,Арьс харшил,2024,62.0
    Баруун бүс,Арьс харшил,2023,68.0
    Баруун бүс,Арьс харшил,2022,67.0
    Баруун бүс,Арьс харшил,2021,63.0
    Баруун бүс,Арьс харшил,2020,64.0
    Баруун бүс,Арьс харшил,2019,45.0
    Баруун бүс,Арьс харшил,2018,45.0
    Баруун бүс,Арьс харшил,2017,47.0
    Баруун бүс,Арьс харшил,2016,40.0
    Баруун бүс,Арьс харшил,2015,40.0
    Баруун бүс,Сүрьеэ,2025,48.0
    Баруун бүс,Сүрьеэ,2024,53.0
    Баруун бүс,Сүрьеэ,2023,51.0
    Баруун бүс,Сүрьеэ,2022,50.0
    Баруун бүс,Сүрьеэ,2021,53.0
    Баруун бүс,Сүрьеэ,2020,53.0
    Баруун бүс,Сүрьеэ,2019,44.0
    Баруун бүс,Сүрьеэ,2018,41.0
    Баруун бүс,Сүрьеэ,2017,41.0
    Баруун бүс,Сүрьеэ,2016,32.0
    Баруун бүс,Сүрьеэ,2015,32.0
    Баруун бүс,Мэдрэл,2025,197.0
    Баруун бүс,Мэдрэл,2024,211.0
    Баруун бүс,Мэдрэл,2023,221.0
    Баруун бүс,Мэдрэл,2022,212.0
    Баруун бүс,Мэдрэл,2021,248.0
    Баруун бүс,Мэдрэл,2020,200.0
    Баруун бүс,Мэдрэл,2019,197.0
    Баруун бүс,Мэдрэл,2018,208.0
    Баруун бүс,Мэдрэл,2017,198.0
    Баруун бүс,Мэдрэл,2016,182.0
    Баруун бүс,Мэдрэл,2015,182.0
    Баруун бүс,Сэтгэц,2025,62.0
    Баруун бүс,Сэтгэц,2024,64.0
    Баруун бүс,Сэтгэц,2023,67.0
    Баруун бүс,Сэтгэц,2022,67.0
    Баруун бүс,Сэтгэц,2021,61.0
    Баруун бүс,Сэтгэц,2020,61.0
    Баруун бүс,Сэтгэц,2019,52.0
    Баруун бүс,Сэтгэц,2018,50.0
    Баруун бүс,Сэтгэц,2017,50.0
    Баруун бүс,Сэтгэц,2016,33.0
    Баруун бүс,Сэтгэц,2015,33.0
    Баруун бүс,Гэмтэл,2025,65.0
    Баруун бүс,Гэмтэл,2024,64.0
    Баруун бүс,Гэмтэл,2023,67.0
    Баруун бүс,Гэмтэл,2022,67.0
    Баруун бүс,Гэмтэл,2021,67.0
    Баруун бүс,Гэмтэл,2020,72.0
    Баруун бүс,Гэмтэл,2019,45.0
    Баруун бүс,Гэмтэл,2018,39.0
    Баруун бүс,Гэмтэл,2017,39.0
    Баруун бүс,Гэмтэл,2016,39.0
    Баруун бүс,Гэмтэл,2015,39.0
    Баруун бүс,Нефролог,2025,0.0
    Баруун бүс,Нефролог,2024,0.0
    Баруун бүс,Нефролог,2023,0.0
    Баруун бүс,Нефролог,2022,0.0
    Баруун бүс,Нефролог,2021,0.0
    Баруун бүс,Нефролог,2020,5.0
    Баруун бүс,Нефролог,2019,0.0
    Баруун бүс,Нефролог,2018,0.0
    Баруун бүс,Нефролог,2017,0.0
    Баруун бүс,Нефролог,2016,0.0
    Баруун бүс,Нефролог,2015,0.0
    Баруун бүс,Уролог,2025,0.0
    Баруун бүс,Уролог,2024,0.0
    Баруун бүс,Уролог,2023,0.0
    Баруун бүс,Уролог,2022,0.0
    Баруун бүс,Уролог,2021,0.0
    Баруун бүс,Уролог,2020,0.0
    Баруун бүс,Уролог,2019,0.0
    Баруун бүс,Уролог,2018,0.0
    Баруун бүс,Уролог,2017,0.0
    Баруун бүс,Уролог,2016,0.0
    Баруун бүс,Уролог,2015,0.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2025,33.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2024,35.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2023,31.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2022,28.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2021,26.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2020,26.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2019,25.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2018,25.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2017,25.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2016,25.0
    Баруун бүс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2015,25.0
    Баруун бүс,Нүд,2025,28.0
    Баруун бүс,Нүд,2024,28.0
    Баруун бүс,Нүд,2023,29.0
    Баруун бүс,Нүд,2022,29.0
    Баруун бүс,Нүд,2021,32.0
    Баруун бүс,Нүд,2020,30.0
    Баруун бүс,Нүд,2019,24.0
    Баруун бүс,Нүд,2018,24.0
    Баруун бүс,Нүд,2017,27.0
    Баруун бүс,Нүд,2016,22.0
    Баруун бүс,Нүд,2015,22.0
    Баруун бүс,"Чих, хамар хоолой",2025,29.0
    Баруун бүс,"Чих, хамар хоолой",2024,27.0
    Баруун бүс,"Чих, хамар хоолой",2023,41.0
    Баруун бүс,"Чих, хамар хоолой",2022,41.0
    Баруун бүс,"Чих, хамар хоолой",2021,46.0
    Баруун бүс,"Чих, хамар хоолой",2020,46.0
    Баруун бүс,"Чих, хамар хоолой",2019,34.0
    Баруун бүс,"Чих, хамар хоолой",2018,30.0
    Баруун бүс,"Чих, хамар хоолой",2017,30.0
    Баруун бүс,"Чих, хамар хоолой",2016,24.0
    Баруун бүс,"Чих, хамар хоолой",2015,24.0
    Баруун бүс,Эрүү нүүр,2025,19.0
    Баруун бүс,Эрүү нүүр,2024,20.0
    Баруун бүс,Эрүү нүүр,2023,23.0
    Баруун бүс,Эрүү нүүр,2022,24.0
    Баруун бүс,Эрүү нүүр,2021,23.0
    Баруун бүс,Эрүү нүүр,2020,23.0
    Баруун бүс,Эрүү нүүр,2019,17.0
    Баруун бүс,Эрүү нүүр,2018,17.0
    Баруун бүс,Эрүү нүүр,2017,17.0
    Баруун бүс,Эрүү нүүр,2016,17.0
    Баруун бүс,Эрүү нүүр,2015,17.0
    Баруун бүс,Хавдар,2025,30.0
    Баруун бүс,Хавдар,2024,24.0
    Баруун бүс,Хавдар,2023,14.0
    Баруун бүс,Хавдар,2022,14.0
    Баруун бүс,Хавдар,2021,14.0
    Баруун бүс,Хавдар,2020,14.0
    Баруун бүс,Хавдар,2019,12.0
    Баруун бүс,Хавдар,2018,14.0
    Баруун бүс,Хавдар,2017,22.0
    Баруун бүс,Хавдар,2016,26.0
    Баруун бүс,Хавдар,2015,24.0
    Баруун бүс,Уламжлалт эмчилгээ,2025,277.0
    Баруун бүс,Уламжлалт эмчилгээ,2024,290.0
    Баруун бүс,Уламжлалт эмчилгээ,2023,246.0
    Баруун бүс,Уламжлалт эмчилгээ,2022,202.0
    Баруун бүс,Уламжлалт эмчилгээ,2021,182.0
    Баруун бүс,Уламжлалт эмчилгээ,2020,191.0
    Баруун бүс,Уламжлалт эмчилгээ,2019,130.0
    Баруун бүс,Уламжлалт эмчилгээ,2018,117.0
    Баруун бүс,Уламжлалт эмчилгээ,2017,99.0
    Баруун бүс,Уламжлалт эмчилгээ,2016,102.0
    Баруун бүс,Уламжлалт эмчилгээ,2015,81.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2025,35.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2024,47.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2023,51.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2022,47.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2021,41.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2020,40.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2019,27.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2018,31.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2017,16.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2016,10.0
    Баруун бүс,Хөнгөвчлөх эмчилгээ,2015,7.0
    Баруун бүс,Бусад,2025,149.0
    Баруун бүс,Бусад,2024,220.0
    Баруун бүс,Бусад,2023,210.0
    Баруун бүс,Бусад,2022,229.0
    Баруун бүс,Бусад,2021,220.0
    Баруун бүс,Бусад,2020,259.0
    Баруун бүс,Бусад,2019,124.0
    Баруун бүс,Бусад,2018,100.0
    Баруун бүс,Бусад,2017,111.0
    Баруун бүс,Бусад,2016,311.0
    Баруун бүс,Бусад,2015,102.0
            Баян-Өлгий,Нийт,2025,1001.0
            Баян-Өлгий,Нийт,2024,997.0
            Баян-Өлгий,Нийт,2023,1016.0
            Баян-Өлгий,Нийт,2022,972.0
            Баян-Өлгий,Нийт,2021,946.0
            Баян-Өлгий,Нийт,2020,949.0
            Баян-Өлгий,Нийт,2019,790.0
            Баян-Өлгий,Нийт,2018,790.0
            Баян-Өлгий,Нийт,2017,775.0
            Баян-Өлгий,Нийт,2016,728.0
            Баян-Өлгий,Нийт,2015,673.0
            Баян-Өлгий,Дотор,2025,351.0
            Баян-Өлгий,Дотор,2024,343.0
            Баян-Өлгий,Дотор,2023,340.0
            Баян-Өлгий,Дотор,2022,335.0
            Баян-Өлгий,Дотор,2021,302.0
            Баян-Өлгий,Дотор,2020,301.0
            Баян-Өлгий,Дотор,2019,279.0
            Баян-Өлгий,Дотор,2018,289.0
            Баян-Өлгий,Дотор,2017,277.0
            Баян-Өлгий,Дотор,2016,255.0
            Баян-Өлгий,Дотор,2015,255.0
            Баян-Өлгий,Мэс засал,2025,58.0
            Баян-Өлгий,Мэс засал,2024,58.0
            Баян-Өлгий,Мэс засал,2023,60.0
            Баян-Өлгий,Мэс засал,2022,62.0
            Баян-Өлгий,Мэс засал,2021,62.0
            Баян-Өлгий,Мэс засал,2020,64.0
            Баян-Өлгий,Мэс засал,2019,61.0
            Баян-Өлгий,Мэс засал,2018,45.0
            Баян-Өлгий,Мэс засал,2017,46.0
            Баян-Өлгий,Мэс засал,2016,42.0
            Баян-Өлгий,Мэс засал,2015,42.0
            Баян-Өлгий,Төрөх,2025,76.0
            Баян-Өлгий,Төрөх,2024,77.0
            Баян-Өлгий,Төрөх,2023,77.0
            Баян-Өлгий,Төрөх,2022,78.0
            Баян-Өлгий,Төрөх,2021,78.0
            Баян-Өлгий,Төрөх,2020,74.0
            Баян-Өлгий,Төрөх,2019,76.0
            Баян-Өлгий,Төрөх,2018,76.0
            Баян-Өлгий,Төрөх,2017,78.0
            Баян-Өлгий,Төрөх,2016,67.0
            Баян-Өлгий,Төрөх,2015,67.0
            Баян-Өлгий,Эмэгтэйчүүд,2025,41.0
            Баян-Өлгий,Эмэгтэйчүүд,2024,41.0
            Баян-Өлгий,Эмэгтэйчүүд,2023,40.0
            Баян-Өлгий,Эмэгтэйчүүд,2022,39.0
            Баян-Өлгий,Эмэгтэйчүүд,2021,33.0
            Баян-Өлгий,Эмэгтэйчүүд,2020,40.0
            Баян-Өлгий,Эмэгтэйчүүд,2019,30.0
            Баян-Өлгий,Эмэгтэйчүүд,2018,30.0
            Баян-Өлгий,Эмэгтэйчүүд,2017,31.0
            Баян-Өлгий,Эмэгтэйчүүд,2016,20.0
            Баян-Өлгий,Эмэгтэйчүүд,2015,20.0
            Баян-Өлгий,Хүүхэд,2025,110.0
            Баян-Өлгий,Хүүхэд,2024,110.0
            Баян-Өлгий,Хүүхэд,2023,111.0
            Баян-Өлгий,Хүүхэд,2022,113.0
            Баян-Өлгий,Хүүхэд,2021,108.0
            Баян-Өлгий,Хүүхэд,2020,107.0
            Баян-Өлгий,Хүүхэд,2019,81.0
            Баян-Өлгий,Хүүхэд,2018,81.0
            Баян-Өлгий,Хүүхэд,2017,89.0
            Баян-Өлгий,Хүүхэд,2016,79.0
            Баян-Өлгий,Хүүхэд,2015,79.0
            Баян-Өлгий,Халдварт,2025,30.0
            Баян-Өлгий,Халдварт,2024,30.0
            Баян-Өлгий,Халдварт,2023,27.0
            Баян-Өлгий,Халдварт,2022,26.0
            Баян-Өлгий,Халдварт,2021,27.0
            Баян-Өлгий,Халдварт,2020,23.0
            Баян-Өлгий,Халдварт,2019,22.0
            Баян-Өлгий,Халдварт,2018,22.0
