id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
3075298,ТОТ181743835718244,,Polygon,106.87923,47.918969,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-329,Баянгол,19-р хороо,4-р хороолол-8 /16067/,
3075299,ТОТ181743839407969,,Polygon,107.396174,47.783417,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-344,Налайх,5-р хороо,Нисэх хотхон /12608/,
3075302,ТОТ181743840385311,,Polygon,106.792214,47.907204,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-332,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-3 /16102/,
3075304,ТОТ181743840766915,,Polygon,106.976917,47.917948,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-345,Баянзүрх,16-р хороо,16-р хороолол-2 /13321/,
3075305,ТОТ151743843354752,,Polygon,106.874876,47.910929,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-334,Баянгол,27-р хороо,2-р хороолол-3 /16052/,
3075307,ТОТ171743845021918,,Polygon,106.860416,47.917044,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-336,Баянгол,30-р хороо,10-р хороолол-2 /16081/,
3075308,ТОТ181743845626417,,Polygon,106.816363,47.912781,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-337,Сонгинохайрхан,18-р хороо,21-р хороолол-1 /18080/,
3075314,ТОТ171743849687858,,Polygon,106.858822,47.920199,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-342,Баянгол,31-р хороо,3-р хороолол-5 /16094/,
3075315,ТОТ151743850908799,,Polygon,106.813664,47.919089,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-343,Сонгинохайрхан,19-р хороо,21-р хороолол-2 /18081/,
3075317,ТОТ161743852428955,,Polygon,106.871823,47.916547,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-340,Баянгол,6-р хороо,10-р хороолол-1 /16080/,
3075318,ТОТ161743852510604,,Polygon,106.889096,47.916678,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-347,Баянгол,33-р хороо,4-р хороолол-5 /16064/,
3075319,ТОТ161743853692176,,Polygon,106.813056,47.918122,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-348,Сонгинохайрхан,19-р хороо,21-р хороолол-2 /18081/,
3075320,ТОТ131743853954367,,Polygon,106.955793,47.920371,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-349,Баянзүрх,41-р хороо,15-р хороолол-4 /13343/,
3075321,ТОТ171743854212142,,Polygon,106.956206,47.918366,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-350,Баянзүрх,41-р хороо,15-р хороолол-4 /13343/,
3075322,ТОТ111743855585410,,Polygon,106.814963,47.917375,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-351,Сонгинохайрхан,19-р хороо,21-р хороолол-2 /18081/,
3075323,ТОТ131743856632465,,Polygon,106.87085,47.917392,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-340,Баянгол,6-р хороо,"3-р хороолол-3 /16092/, 10-р хороолол-1 /16080/",
3075324,ТОТ181743860105463,,Polygon,106.871955,47.921686,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-352,Баянгол,8-р хороо,3-р хороолол-3 /16092/,
3075325,ТОТ131743860182803,,Polygon,106.911136,47.911925,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-353,Сүхбаатар,"2-р хороо, 1-р хороо",5-р хороолол-2 /14251/,
3075327,ТОТ131743861849573,,Polygon,106.939779,47.918283,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-356,Баянзүрх,15-р хороо,13-р хороолол 2-1 /13370/,
3075328,ТОТ131743861958153,,Polygon,106.903828,47.919969,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-354,Чингэлтэй,3-р хороо,"40, 50 мянгат-2 /15171/",
3075329,ТОТ131743862191578,,Polygon,106.925986,47.929241,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-355,Сүхбаатар,7-р хороо,11-р хороолол-3 /14192/,
3075330,ТОТ131743864010141,,Polygon,106.924984,47.925399,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-357,Сүхбаатар,"8-р хороо, 7-р хороо",11-р хороолол-3 /14192/,
3075334,ТОТ181743869173315,,Polygon,106.906508,47.918356,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-359,Чингэлтэй,3-р хороо,"40, 50 мянгат-3 /15172/",
3075335,ТОТ181743870372731,,Polygon,106.913091,47.917852,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-360,Чингэлтэй,1-р хороо,Бага тойруу-3  /15160/,Б.Ширэндэвийн гудамж
3075936,ТОТ171744557285952,,Polygon,106.955562,47.919846,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-386,Баянзүрх,41-р хороо,15-р хороолол-4 /13343/,
3075938,ТОТ181744564882361,,Polygon,106.888964,47.911559,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-330,Баянгол,3-р хороо,2-р хороолол-2 /16051/,
3075939,ТОТ181744567394080,,Polygon,106.946003,47.92476,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-346,Баянзүрх,4-р хороо,15-р хороолол-6 /13345/,
3075942,ТОТ181744591124620,,MultiPolygon,106.946424,47.920061,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-388,Баянзүрх,"7-р хороо, 4-р хороо",15-р хороолол-5 /13344/,
3076076,ТОТ151744613448977,,Polygon,106.919336,47.930989,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-395,Сүхбаатар,10-р хороо,7-р хороолол-2 /14181/,
3076096,ТОТ161744624316344,,Polygon,106.915112,47.921728,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-396,Чингэлтэй,4-р хороо,Бага тойруу-3  /15160/,Хуульчдын талбай
3076709,ТОТ161745542667353,,Polygon,106.920025,47.91429,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-466,Сүхбаатар,1-р хороо,Соёл амралтын хүрээлэн-1 /14240/,
3076722,ТОТ151745550776974,,MultiPolygon,106.894727,47.922017,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-468,Баянгол,16-р хороо,Гандан /16040/,Өндөр гэгээн Занабазарын гудамж
3077051,ТОТ181745923259677,,Polygon,106.748344,47.926639,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-485,Сонгинохайрхан,34-р хороо,Баянголын ам-1 /18180/,
3083409,ТОТ151746582967370,,Polygon,106.913867,47.933193,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-519,Сүхбаатар,9-р хороо,7-р хороолол-3 /14182/,
3083511,ТОТ151746662643294,,Polygon,106.925586,47.9207,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-525,Сүхбаатар,8-р хороо,11-р хороолол-2 /14191/,
3083523,ТОТ181746669255726,,Polygon,106.764666,47.874088,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-528,Хан-Уул,9-р хороо,Буянт Ухаа  хороолол-1 /17120/,
3083926,ТОТ171747038783304,,Polygon,106.90007,47.912321,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-559,Сүхбаатар,3-р хороо,5-р хороолол-3 /14252/,
3084051,ТОТ181747103652817,,Polygon,106.877598,47.903693,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-522,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,
3084204,ТОТ151747191076248,,Polygon,106.876999,47.903488,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-569,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,
3084319,ТОТ191747298972995,,Polygon,106.763315,47.865335,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-547,Хан-Уул,"9-р хороо, 16-р хороо","Буянт Ухаа хороолол-3 /17122/, Буянт Ухаа  хороолол-1 /17120/",Баруун Сонсголонгийн гудамж
3084994,ТОТ151747805694242,,Polygon,106.917952,47.94342,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-597,Сүхбаатар,12-р хороо,100 айл-1 /14170/,
3085001,ТОТ151747810425801,,Polygon,106.857303,47.901706,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-598,Хан-Уул,3-р хороо,Үйлдвэр 1-3 /17062/,
3085141,ТОТ131748164963253,,Polygon,106.902728,47.893328,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-614,Хан-Уул,19-р хороо,Үйлдвэр 2-1 /17040/,
3112619,ТОТ171749963885917,,Polygon,106.904454,48.051952,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-699,Сүхбаатар,19-р хороо,Шарга морьт-3 /14082/,
3112820,ТОТ141750073118049,,Polygon,106.936523,48.070581,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-677,Сүхбаатар,19-р хороо,Шарга морьт-5 /14084/,
3113074,ТОТ171750327454414,,Polygon,106.92587,47.926427,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-730,Сүхбаатар,7-р хороо,11-р хороолол-3 /14192/,
3116946,ТОТ181753409097625,,Polygon,106.899699,47.916288,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-852,Чингэлтэй,"3-р хороо, 2-р хороо","40, 50 мянгат-3 /15172/",
3119664,ТОТ171755235550007,,Polygon,106.76614,47.920226,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-945,Сонгинохайрхан,1-р хороо,Орбит-1 /18170/,
3119829,ТОТ181755526472447,,Polygon,106.97348,47.918791,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-952,Баянзүрх,22-р хороо,15-р хороолол-1 /13340/,
3119830,ТОТ151755528999744,,Polygon,106.695482,47.921721,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-953,Сонгинохайрхан,33-р хороо,Тахилт-1 /18240/,Тахилт гудамж
3119831,ТОТ151755528999820,,Polygon,106.696025,47.92098,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-953,Сонгинохайрхан,33-р хороо,Тахилт-2 /18241/,
3119862,ТОТ151755597476753,,Polygon,106.909217,47.912446,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-956,Сүхбаатар,2-р хороо,5-р хороолол-2 /14251/,
3121617,ТОТ131756269369687,,Polygon,106.684428,47.93053,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-987,Сонгинохайрхан,33-р хороо,Тахилт-2 /18241/,
3121637,ТОТ131756288339256,,Polygon,106.868448,47.891374,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-989,Хан-Уул,3-р хороо,Үйлдвэрийн баруун бүс-1 /17070/,
3122536,ТОТ181756891275936,,Polygon,106.659937,47.834349,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1029,Хан-Уул,12-р хороо,Био комбинат-2 /17143/,
3144332,ТОТ131758344717766,,Polygon,106.761791,47.863807,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1100,Хан-Уул,9-р хороо,Буянт Ухаа хороолол-3 /17122/,
3144333,ТОТ131758344717846,,Polygon,106.762004,47.863129,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1100,Хан-Уул,9-р хороо,Буянт Ухаа хороолол-3 /17122/,
3144334,ТОТ131758344717927,,Polygon,106.758546,47.865212,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1100,Хан-Уул,9-р хороо,Буянт Ухаа хороолол-3 /17122/,
3144592,ТОТ151758676817679,,Polygon,106.780363,47.948034,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1126,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
3144659,ТОТ171758725321029,,Polygon,106.727507,48.017084,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1097,Сонгинохайрхан,34-р хороо,Найрамдал-5 /18224/,
3144660,ТОТ171758725321104,,Polygon,106.726408,48.017345,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1097,Сонгинохайрхан,34-р хороо,Найрамдал-5 /18224/,
3144661,ТОТ171758725321190,,Polygon,106.729699,48.015961,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1097,Сонгинохайрхан,34-р хороо,Найрамдал-5 /18224/,Найрамдалын зам
3144672,ТОТ111758730058108,,Polygon,106.720761,47.844123,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1135,Хан-Уул,10-р хороо,Морин-1 /17131/,
3144771,ТОТ131759136100698,,Polygon,106.798003,48.01057,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1139,Сонгинохайрхан,"42-р хороо, 24-р хороо","Толгойтын баруун салаа-2 /18151/, Толгойтын баруун салаа-1 /18150/",Баруун салааны гудамж
3144773,ТОТ181759138256713,,Polygon,106.917357,48.033016,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1140,"Сүхбаатар, Чингэлтэй","24-р хороо, 19-р хороо","Зуун мод-2-2 /15041/, Гоодойн ам-3 /14132/",
3144774,ТОТ181759138565578,,Polygon,106.586299,47.809116,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1154,Хан-Уул,13-р хороо,361-ын гарам /18410/,
3144775,ТОТ171759138675959,,Polygon,106.827409,47.888296,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1152,Хан-Уул,3-р хороо,Яармаг-1 /17110/,
3144776,ТОТ131759138737250,,Polygon,106.903199,47.879752,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1158,Хан-Уул,22-р хороо,Суурьшилгүй бүс /17082/,
3144777,ТОТ111759138821180,,Polygon,106.75964,47.775238,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1159,Хан-Уул,14-р хороо,Бугын ам /17152/,
3144778,ТОТ171759138887243,,Polygon,106.839568,47.941878,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1160,Сонгинохайрхан,31-р хороо,Ханын материал-1 /18060/,
3144779,ТОТ131759138936574,,Polygon,106.811258,47.986042,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1162,Сонгинохайрхан,24-р хороо,Баянхошуу-3 /18090/,Баруун салааны гудамж
3144780,ТОТ181759138970609,,Polygon,106.820331,47.902605,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1161,Баянгол,"20-р хороо, 29-р хороо","Үйлдвэрийн баруун бүс-2 /16101/, Үйлдвэрийн баруун бүс-1 /16100/",
3144782,ТОТ151759139064634,,Polygon,106.904044,47.988073,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1164,Чингэлтэй,17-р хороо,Чингэлтэй-1 /15031/,
3144783,ТОТ151759139215378,,MultiPolygon,106.838033,47.931564,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1165,Сонгинохайрхан,30-р хороо,Ханын материал-1 /18060/,
3144784,ТОТ131759139483483,,Polygon,106.856057,47.940021,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1166,Сонгинохайрхан,31-р хороо,Өнөр хороолол /18040/,
3144785,ТОТ131759139671798,,Polygon,107.015994,47.939864,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1167,Баянзүрх,34-р хороо,"Шар хад-1 /13280/, Шар хад-2 /13281/",
3144788,ТОТ131759140004150,,Polygon,106.862748,47.981033,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1168,Чингэлтэй,10-р хороо,Баянхошуу-1 /18010/,
3144789,ТОТ151759141127657,,Polygon,106.672479,47.797902,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1145,Хан-Уул,12-р хороо,Өлзийт-1 /17150/,
3144790,ТОТ131759141799289,,Polygon,106.824048,47.879978,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1144,Хан-Уул,8-р хороо,Яармаг-1 /17110/,Г.Ганхуягийн гудамж
3144791,ТОТ131759141805644,,Polygon,106.812253,47.953027,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1151,Сонгинохайрхан,"41-р хороо, 40-р хороо","Баянхошуу-3 /18090/, Наран-2 /18141/",
3144792,ТОТ131759142059271,,Polygon,106.845094,47.895691,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1169,Хан-Уул,3-р хороо,Үйлдвэрийн баруун бүс-2 /17071/,
3144793,ТОТ131759142184319,,Polygon,106.931157,47.990999,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1142,"Сүхбаатар, Чингэлтэй","15-р хороо, 17-р хороо, 19-р хороо","Дамбадаржаа-1 /14060/, Чингэлтэй-3  /15030/",
3144794,ТОТ131759142776797,,Polygon,106.866967,47.960415,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1146,"Сонгинохайрхан, Чингэлтэй","20-р хороо, 28-р хороо, 22-р хороо","Баянхошуу-1 /18010/, Телевиз /15130/, Хайлааст-2  /15111/",
3144795,ТОТ131759143085360,,Polygon,106.810941,47.947751,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1153,Сонгинохайрхан,"41-р хороо, 40-р хороо","Баянхошуу-3 /18090/, Наран-2 /18141/",
3144796,ТОТ181759144042867,,Polygon,106.800537,47.880434,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1143,Хан-Уул,8-р хороо,Яармаг-1 /17110/,
3144797,ТОТ161759145047759,,Polygon,106.748062,47.921862,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1155,Сонгинохайрхан,34-р хороо,Баянголын ам-1 /18180/,
3144798,ТОТ161759146098441,,Polygon,107.029353,47.961131,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1170,Баянзүрх,35-р хороо,Улиастайн гол /13214/,
3144799,ТОТ161759147444120,,Polygon,106.924381,47.889465,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1171,Хан-Уул,"11-р хороо, 17-р хороо",Стадион Оргил-3 /17012/,
3144800,ТОТ181759150581430,,Polygon,106.91772,47.887994,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1172,Хан-Уул,11-р хороо,Зайсан-1 /17020/,
3144801,ТОТ181759190593831,,Polygon,106.922296,47.973901,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1156,Сүхбаатар,"15-р хороо, 14-р хороо",Дамбадаржаа-3  /14062/,
3144802,ТОТ181759191022269,,Polygon,107.180533,47.858164,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1147,Налайх,1-р хороо,Мойлтын хүр /12607/,Гачууртын зам
3144804,ТОТ161759193287319,,Polygon,107.032009,47.930123,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1148,Баянзүрх,35-р хороо,Улиастай /13250/,
3144807,ТОТ181759193826192,,Polygon,107.014961,47.924205,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1149,Баянзүрх,"10-р хороо, 17-р хороо","Шар хад-1 /13280/, Амгалан-1 /13260/",
3144811,ТОТ181759194879993,,Polygon,106.88294,47.950718,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1150,Чингэлтэй,22-р хороо,Телевиз /15130/,
3144814,ТОТ141759197784508,,Polygon,106.765254,47.84274,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1173,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,Морингийн зам
3144838,ТОТ151759207190351,,Polygon,107.147445,47.799779,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1163,Баянзүрх,11-р хороо,"Бумбат /13170/, Хонхор нуур /13085/, Эмийн ургамал /13140/, Шажин хурах /13086/, Төр хурах /13200/, Харгана /13091/, Хонхор /13090/, Хөлийн гол-1 /13089/",
