id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Замын ангилал,Батлагдсан огноо,Замын зурвас газар,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Нэмэлт тайлбар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
525677,,,Polygon,106.595426,47.885153,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525678,,,Polygon,106.595229,47.885003,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525679,,,Polygon,106.584897,47.887147,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525680,,,Polygon,106.594431,47.8863,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525681,,,Polygon,106.607864,47.884935,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525682,,,Polygon,106.574084,47.885709,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525683,,,Polygon,106.583025,47.887087,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525684,,,Polygon,106.589467,47.888042,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525685,,,Polygon,106.589313,47.887553,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525686,,,Polygon,106.589301,47.887565,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525687,,,Polygon,106.58782,47.887606,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525688,,,Polygon,106.575585,47.884506,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525689,,,Polygon,106.588636,47.888195,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525690,,,Polygon,106.588635,47.888207,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525691,,,Polygon,106.591019,47.888127,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525692,,,Polygon,106.577466,47.885326,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525693,,,Polygon,106.583246,47.888831,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525694,,,Polygon,106.575013,47.889679,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525695,,,Polygon,106.580186,47.889336,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525696,,,Polygon,106.590839,47.888605,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525697,,,Polygon,106.580421,47.88993,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525698,,,Polygon,106.572941,47.888678,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525699,,,Polygon,106.588555,47.889785,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525700,,,Polygon,106.588589,47.889825,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525701,,,Polygon,106.580447,47.890023,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525702,,,Polygon,106.601093,47.888153,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525703,,,Polygon,106.5904,47.889857,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525704,,,Polygon,106.573302,47.889198,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525705,,,Polygon,106.601069,47.889349,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525706,,,Polygon,106.586024,47.891048,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525707,,,Polygon,106.583793,47.890915,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525708,,,Polygon,106.585596,47.891229,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525709,,,Polygon,106.587043,47.891282,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525710,,,Polygon,106.58625,47.891233,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525711,,,Polygon,106.585796,47.893118,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525712,,,Polygon,106.592932,47.892399,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525713,,,Polygon,106.571314,47.891537,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525714,,,Polygon,106.592918,47.892542,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525715,,,Polygon,106.572307,47.891855,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525716,,,Polygon,106.571439,47.893669,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525717,,,Polygon,106.59342,47.893919,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525718,,,Polygon,106.587636,47.893798,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525719,,,Polygon,106.592285,47.893961,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525720,,,Polygon,106.586304,47.894396,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525721,,,Polygon,106.570027,47.893808,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525722,,,Polygon,106.570652,47.894011,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525723,,,Polygon,106.586166,47.894254,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525724,,,Polygon,106.587631,47.89476,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525725,,,Polygon,106.573123,47.897267,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525726,,,Polygon,106.578151,47.897172,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525727,,,Polygon,106.588506,47.895339,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525728,,,Polygon,106.588597,47.895438,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525729,,,Polygon,106.581891,47.895243,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525730,,,Polygon,106.583028,47.895883,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525731,,,Polygon,106.583204,47.896003,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525732,,,Polygon,106.577753,47.89608,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525733,,,Polygon,106.5853,47.896532,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525734,,,Polygon,106.578004,47.896199,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525735,,,Polygon,106.568877,47.895831,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525736,,,Polygon,106.58892,47.89635,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525737,,,Polygon,106.56919,47.895922,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525738,,,Polygon,106.580208,47.896522,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525739,,,Polygon,106.590464,47.896894,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525740,,,Polygon,106.577246,47.897857,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525741,,,Polygon,106.583687,47.896902,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525742,,,Polygon,106.584251,47.89769,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525743,,,Polygon,106.577932,47.898155,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525744,,,Polygon,106.584419,47.897765,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525745,,,Polygon,106.575988,47.89813,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525746,,,Polygon,106.585569,47.898286,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525747,,,Polygon,106.568021,47.897968,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525748,,,Polygon,106.578092,47.898964,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525749,,,MultiPolygon,106.580692,47.899356,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525750,,,Polygon,106.579689,47.898775,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525751,,,Polygon,106.566735,47.891192,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525752,,,Polygon,106.574727,47.899679,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525753,,,Polygon,106.575589,47.900534,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525754,,,Polygon,106.574888,47.899707,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525755,,,Polygon,106.573532,47.89997,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525756,,,Polygon,106.582924,47.900304,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525757,,,Polygon,106.575147,47.899766,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525758,,,Polygon,106.581207,47.900096,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525759,,,Polygon,106.566041,47.899559,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525760,,,Polygon,106.582007,47.899779,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525761,,,Polygon,106.579392,47.900227,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525762,,,Polygon,106.567832,47.90055,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525763,,,Polygon,106.573943,47.900259,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525764,,,Polygon,106.574037,47.90031,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525765,,,Polygon,106.567305,47.900552,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525766,,,Polygon,106.580829,47.900388,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525767,,,Polygon,106.574287,47.900444,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525768,,,Polygon,106.567638,47.900782,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525769,,,Polygon,106.569741,47.900864,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525770,,,Polygon,106.570907,47.901063,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525771,,,Polygon,106.573693,47.901127,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525772,,,Polygon,106.570098,47.901299,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525773,,,Polygon,106.580096,47.90137,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525774,,,Polygon,106.581881,47.901728,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525775,,,Polygon,106.577102,47.901176,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525776,,,Polygon,106.569006,47.902681,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525777,,,Polygon,106.566413,47.903078,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525778,,,Polygon,106.561243,47.90614,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525779,,,Polygon,106.584782,47.906503,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525780,,,Polygon,106.584309,47.906738,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525781,,,Polygon,106.567713,47.89785,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525782,,,Polygon,106.58046,47.878517,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525783,,,Polygon,106.565852,47.89098,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525784,,,Polygon,106.566709,47.903592,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525785,,,Polygon,106.56426,47.904791,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525786,,,Polygon,106.600178,47.887079,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525787,,,Polygon,106.571428,47.901253,ХЕТ-ний төлөвлөлтийн зам,Явган зам,2014.04.04,,Аргалант-Эмээлт хотын ЕТ,,,,,
525788,,,Polygon,106.829691,47.935903,ХЕТ-ний төлөвлөлтийн зам,Нутаг дэвсгэрийн туслах зам,2015.04.15,2,Баянхошуу нэгж хорооллын ХЕТ,,,,,
525789,,,Polygon,106.846768,47.961998,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн гол зам,2015.04.15,4,Баянхошуу нэгж хорооллын ХЕТ,,,,,
525790,,,MultiPolygon,106.845144,47.959249,ХЕТ-ний төлөвлөлтийн зам,Нутаг дэвсгэрийн туслах зам,2015.04.15,2,Баянхошуу нэгж хорооллын ХЕТ,,,,,
525791,,,MultiPolygon,106.844236,47.960905,ХЕТ-ний төлөвлөлтийн зам,Нутаг дэвсгэрийн гол зам,2015.04.15,3,Баянхошуу нэгж хорооллын ХЕТ,,,,,
525792,,,Polygon,106.921076,47.969159,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн туслах зам,2015.04.15,2-4,Хайлааст нэгж хорооллын ХЕТ,зам дагуу машины зогсоолтой,,,,
525793,,,Polygon,106.916024,47.958928,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн гол зам,2015.04.15,4-8,Хайлааст нэгж хорооллын ХЕТ,зам дагуу машины зогсоолтой,,,,
525794,,,Polygon,106.916613,47.956536,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн туслах зам,2015.04.15,2-4,Хайлааст нэгж хорооллын ХЕТ,зам дагуу машины зогсоолтой,,,,
525795,,,Polygon,106.55603,47.909904,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн гол зам,2014.04.04,4,Аргалант-Эмээлт хотын ЕТ,,,,,
525796,,,Polygon,106.589141,47.887562,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525797,,,Polygon,106.589259,47.888174,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525798,,,Polygon,106.590762,47.886587,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525799,,,Polygon,106.589913,47.886694,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525800,,,Polygon,106.591798,47.886481,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525801,,,Polygon,106.591357,47.886349,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525802,,,Polygon,106.590534,47.886457,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525803,,,Polygon,106.595949,47.885095,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525804,,,Polygon,106.596924,47.884153,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525805,,,Polygon,106.596574,47.897308,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525806,,,Polygon,106.559737,47.906767,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525807,,,Polygon,106.56018,47.906571,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525808,,,Polygon,106.560594,47.906428,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525809,,,Polygon,106.561228,47.90613,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525810,,,Polygon,106.562057,47.905777,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525811,,,Polygon,106.562497,47.905566,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525812,,,Polygon,106.563416,47.905101,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525813,,,Polygon,106.563864,47.904909,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525814,,,Polygon,106.564336,47.904682,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525815,,,Polygon,106.560881,47.896613,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525816,,,Polygon,106.560061,47.896394,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525817,,,Polygon,106.561784,47.896551,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525818,,,Polygon,106.561007,47.895989,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525819,,,Polygon,106.560186,47.895769,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525820,,,Polygon,106.582379,47.867301,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525821,,,Polygon,106.582271,47.866434,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525822,,,Polygon,106.583367,47.866584,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525823,,,Polygon,106.583462,47.867481,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525824,,,Polygon,106.583479,47.863835,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525825,,,Polygon,106.583785,47.862836,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525826,,,Polygon,106.583061,47.864803,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525827,,,Polygon,106.584605,47.861336,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525828,,,Polygon,106.584253,47.861325,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525829,,,Polygon,106.583522,47.86121,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525830,,,Polygon,106.55907,47.839424,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525831,,,Polygon,106.56071,47.837351,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525832,,,Polygon,106.56196,47.835771,ХЕТ-ний төлөвлөлтийн зам,Авто зогсоол,2014.04.04,-,Аргалант-Эмээлт хотын ЕТ,,,,,
525833,,,Polygon,106.559693,47.906617,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525834,,,Polygon,106.559969,47.906495,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525835,,,Polygon,106.560307,47.906339,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525836,,,Polygon,106.560977,47.906044,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525837,,,Polygon,106.562053,47.905575,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525838,,,Polygon,106.562289,47.905468,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525839,,,Polygon,106.563386,47.90494,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
525840,,,Polygon,106.563864,47.904711,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн  туслах зам,2014.04.04,1,Аргалант-Эмээлт хотын ЕТ,,,,,
