id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,Дүүрэг,Хороо,Хаягийн бүс,Архитектур төлөвлөлтийн даалгаврын дугаар,Гудамж
365966,ТТО171551718630000,Хорооны цогцолбор байрны тохижилт,Polygon,106.708793,47.790297,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,14-р хороо,Өлзийт-1 /17150/,МЗХ2019/04-16,
365979,ТТО171517529938000,,Polygon,106.832781,47.869029,Тохижилтын загвар зураг,,Хан-Уул,4-р хороо,Арцатын ам /17100/,,
365980,ТТО171517529950000,,Polygon,106.832444,47.868957,Тохижилтын загвар зураг,,Хан-Уул,4-р хороо,Арцатын ам /17100/,,
366007,ТТО171615309803000,,Polygon,106.876054,47.884245,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,11-р хороо,,,
366008,ТТО171658235559000,ногоон байгууламж,Polygon,106.890055,47.893379,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366109,ТТО171658237206000,,Polygon,106.889834,47.89102,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366112,ТТО171517563488000,Аялал жуулчлалын цогцолбор,Polygon,106.833738,47.865019,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
366148,ТТО171520194416000,,Polygon,106.916109,47.897243,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
366188,ТТО171615300233000,,Polygon,106.78606,47.85599,Тохижилтын загвар зураг,,Хан-Уул,21-р хороо,,ГБМЗХ2020/33-007,
366262,ТТО171658236836000,,Polygon,106.890221,47.893677,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366263,ТТО171658237090000,,Polygon,106.890136,47.8928,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366346,ТТО171658235510000,ногоон байгууламж,Polygon,106.889541,47.891302,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366420,ТТО171616165734000,Орон сууцны цогцолбор,Polygon,106.713223,47.840919,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,Морин-1 /17131/,МЗХ2019/11-001,
366422,ТТО171658237156000,,Polygon,106.889865,47.891869,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366424,ТТО171517532404000,Аялал жуулчлалын цогцолбор,Polygon,106.834041,47.86616,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
366425,ТТО171517567555000,Аялал жуулчлалын цогцолбор,Polygon,106.836786,47.86689,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2016/13-14,
366463,ТТО171520194400000,,Polygon,106.916467,47.896994,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
366492,ТТО171616602900000,,Polygon,106.841151,47.838696,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
366493,ТТО171616687280000,,Polygon,106.791199,47.847823,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
366612,ТТО171618684261000,Үйлчилгээтэй орон сууц,Polygon,106.923709,47.900909,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-2 /17011/,МЗХ2018/03-30,
366652,ТТО171612964052000,,Polygon,106.792383,47.841491,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,8-р хороо,,,
366690,ТТО171614713409000,,Polygon,106.844825,47.856668,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,,,
366767,ТТО171656084135000,Гадна талбайн тохижилт,Polygon,106.726208,47.845799,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Хан-Уул,10-р хороо,Морин-1 /17131/,ХТХ2022/00-228,Морингийн зам
366768,ТТО171658235955000,,Polygon,106.889541,47.891321,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366879,ТТО171658237620000,,Polygon,106.889849,47.892772,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366915,ТТО171659530088000,,Polygon,106.895664,47.895215,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366916,ТТО171659530190000,,Polygon,106.888949,47.89471,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
366949,ТТО141558449103000,Спорт талбай,Polygon,106.908401,47.909813,Тохижилтын загвар зураг,,Сүхбаатар,2-р хороо,5-р хороолол-2 /14251/,,
367045,ТТО171556054382000,Явган хүний зам,Polygon,106.76068,47.865351,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,9-р хороо,Буянт Ухаа хороолол-3 /17122/,МЗХ2019/06-50,
367048,ТТО171658237603000,,Polygon,106.890136,47.8928,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367051,ТТО171517587073000,Эко аялал жуулчлал,Polygon,106.855048,47.876744,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2016/06-85,
367086,ТТО171659530101000,,Polygon,106.895315,47.895227,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367090,ТТО171520194441000,,Polygon,106.915635,47.896789,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
367119,ТТО171616602956000,Аялал жуулчлалын цогцолбор,Polygon,106.842118,47.838537,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
367133,ТТО171615376501000,Үйлчилгээтэй орон сууцны цогцолбор барилга,Polygon,106.919951,47.903753,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,15-р хороо,,ГБМЗХ2020/25-013,
367277,ТТО141558449188000,Спорт талбай,Polygon,106.908401,47.909813,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Сүхбаатар,2-р хороо,5-р хороолол-2 /14251/,МЗХ2019/07-109,
367278,ТТО171616687361000,,Polygon,106.79182,47.84699,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
367279,ТТО171617621234000,Орон сууцны цогцолбор,Polygon,106.777954,47.855771,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
367337,ТТО171517576603000,,Polygon,106.850765,47.875026,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,,МЗХ2017/11-22,
367403,ТТО171659530116000,,Polygon,106.89451,47.895155,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367404,ТТО171417597799000,20.39.31-р байрны иж бүрэн тохижилт,Polygon,106.90444,47.903761,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,2-р хороо,19-р хороолол-2 /17031/,,
367436,ТТО171616687351000,,Polygon,106.791563,47.846953,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
367525,ТТО171616165659000,Орон сууцны цогцолбор,Polygon,106.715628,47.839118,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,,МЗХ2019/11-001,
367526,ТТО171616165707000,Орон сууцны цогцолбор,Polygon,106.712283,47.839656,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,,МЗХ2019/11-001,
367527,ТТО171658237658000,,Polygon,106.889721,47.892292,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367528,ТТО171658237697000,,Polygon,106.889541,47.891321,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367564,ТТО171659530154000,,Polygon,106.893251,47.894664,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367568,ТТО171520194378000,Ногоон байгууламж,Polygon,106.916619,47.89745,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
367597,ТТО171617621306000,Орон сууцны цогцолбор,Polygon,106.777829,47.855085,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
367598,ТТО171617621431000,Орон сууцны цогцолбор,Polygon,106.775943,47.855133,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
367599,ТТО171660495782000,Үйлчилгээтэй орон сууцны барилга,MultiPolygon,106.78514,47.85684,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,МЗХ2022/26-018,
367600,ТТО181661958428000,Гудамж талбайн тохижилт,Polygon,106.832663,47.913667,Тохижилтын загвар зураг,,Сонгинохайрхан,17-р хороо,1-р хороолол-3 /18032/,ХТХ2022/00-242,
367611,ТТО171658235286000,ногоон байгууламж,Polygon,106.890081,47.892497,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367620,ТТО171509376927000,И.А.ПЛИЕВ ХӨШӨӨ,Polygon,106.916865,47.886072,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,11-р хороо,Зайсан-4 /17023/,,
367697,ТТО171517532103000,Аялал жуулчлалын цогцолбор,Polygon,106.833138,47.865125,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
367733,ТТО171616602855000,Аялал жуулчлалын цогцолбор,Polygon,106.841008,47.838608,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
367736,ТТО171659530176000,,Polygon,106.891146,47.894574,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367741,ТТО171520194389000,,Polygon,106.916635,47.897215,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
367772,ТТО171616687300000,,Polygon,106.791403,47.84773,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
367777,ТТО181661959415000,Гудамж талбайн тохижилт,Polygon,106.832663,47.913667,Тохижилтын загвар зураг,,Сонгинохайрхан,17-р хороо,1-р хороолол-3 /18032/,ХТХ2022/00-242,
367882,ТТО171658237551000,,Polygon,106.890221,47.893677,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367887,ТТО171517586849000,Эко аялал жуулчлал,Polygon,106.854817,47.87775,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2016/06-85,
367921,ТТО171659530026000,,Polygon,106.894164,47.895078,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
367923,ТТО171417599703000,118-р сургуулийн биеийн тамирын талбай,Polygon,106.796112,47.861397,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,8-р хороо,Яармаг-2  /17111/,,
367983,ТТО171655120408000,Гадна талбайн тохижилт;,Polygon,106.911372,47.904997,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,1-р хороо,,ХТХ2022/00-222,
368015,ТТО171658237773000,,Polygon,106.889664,47.890659,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368055,ТТО171616170888000,Орон сууцны цогцолбор,Polygon,106.720182,47.840544,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,,МЗХ2019/11-001,
368056,ТТО171616595257000,"Худалдаа, үйлчилгээ",Polygon,106.769471,47.856939,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,ГБМЗХ-456,
368059,ТТО171659529964000,,Polygon,106.891583,47.894705,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368060,ТТО171417599161000,,Polygon,106.90626,47.901365,Тохижилтын загвар зураг,,Хан-Уул,1-р хороо,19-р хороолол-2 /17031/,ТА-ХУД-26/2014/10,
368091,ТТО171617621261000,Орон сууцны цогцолбор,Polygon,106.77835,47.855084,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,,
368092,ТТО171617621476000,Орон сууцны цогцолбор,Polygon,106.775424,47.855122,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
368135,ТТО171653915997000,,MultiPolygon,106.780593,47.847811,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,,
368179,ТТО171517531441000,Аялал жуулчлалын цогцолбор,Polygon,106.836062,47.865079,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
368244,ТТО171616687337000,,Polygon,106.791376,47.846929,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
368331,ТТО171517569324000,,Polygon,106.838982,47.856171,Тохижилтын загвар зураг,,Хан-Уул,4-р хороо,,,
368362,ТТО171659530006000,,Polygon,106.893008,47.894663,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368363,ТТО171417599197000,"18-р сургуулийн биеийн тамирын талбай, спорт талба",Polygon,106.894945,47.900537,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,3-р хороо,19-р хороолол-4 /17033/,,
368479,ТТО171517531815000,Аялал жуулчлалын цогцолбор,Polygon,106.835565,47.864991,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
368480,ТТО171517583047000,Эко аялал жуулчлал,Polygon,106.850981,47.876484,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2014/06-85,
368511,ТТО171616602824000,Аялал жуулчлалын цогцолбор,Polygon,106.840257,47.838242,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
368512,ТТО171659529854000,явган зам,Polygon,106.888266,47.896086,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368550,ТТО171616687322000,,Polygon,106.791111,47.846933,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
368626,ТТО171658236210000,явган зам,Polygon,106.890184,47.893299,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368666,ТТО171616595223000,"Худалдаа, үйлчилгээ",Polygon,106.769419,47.857124,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,ГБМЗХ-456,
368668,ТТО171659529922000,,Polygon,106.888307,47.895084,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368671,ТТО171520194358000,Ногоон байгууламж,Polygon,106.916598,47.897872,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
368673,ТТО171520365645000,Гадна тохижилт,Polygon,106.678895,47.843911,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,12-р хороо,,МЗХ2018/06-16,
368775,ТТО171616165683000,Орон сууцны цогцолбор,Polygon,106.719578,47.839727,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,,МЗХ2019/11-001,
368776,ТТО171658237640000,,Polygon,106.889991,47.892225,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368777,ТТО171658237718000,,Polygon,106.889849,47.891517,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368811,ТТО171616595299000,"Худалдаа, үйлчилгээ",Polygon,106.768932,47.856881,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,ГБМЗХ-456,
368815,ТТО171659530129000,,Polygon,106.893618,47.894872,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368822,ТТО171520194383000,Ногоон байгууламж,Polygon,106.916612,47.89742,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
368850,ТТО171617621403000,Орон сууцны цогцолбор,Polygon,106.777558,47.8551,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
368953,ТТО171557669084000,Хөлбөмбөгийн талбай,Polygon,106.564975,47.755162,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,13-р хороо,Туулын хэсэг /17171/,МЗХ2019/07-029,
368959,ТТО171659529988000,,Polygon,106.892268,47.894632,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368960,ТТО171659530057000,,Polygon,106.895846,47.895307,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
368962,ТТО171417599325000,Хүүхдийн тоглоомын талбайн тохижилт,Polygon,106.904953,47.900049,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,1-р хороо,19-р хороолол-1 /17030/,,
369059,ТТО171658237139000,,Polygon,106.889721,47.892292,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369063,ТТО171517583672000,Эко аялал жуулчлал,Polygon,106.85565,47.875961,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2016/06-85,
369094,ТТО171659529941000,,Polygon,106.889837,47.894857,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369095,ТТО171417599063000,Тоглоомын талбайн тохижилт,Polygon,106.907716,47.901213,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,1-р хороо,19-р хороолол-1 /17030/,,
369098,ТТО171520194394000,,Polygon,106.916545,47.897052,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
369129,ТТО171616602885000,Аялал жуулчлалын цогцолбор,Polygon,106.841019,47.838784,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,,
369130,ТТО171617621449000,,Polygon,106.775667,47.855119,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
369150,ТТО171510608171000,"Урлаг соёл, олон нийтийн барилга",Polygon,106.8363,47.862312,Тохижилтын загвар зураг,Аялал жуулчлалын барилга,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/24-30,
369285,ТТО171616602915000,Аялал жуулчлалын цогцолбор,Polygon,106.841414,47.838758,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
369286,ТТО171616687273000,,Polygon,106.791498,47.847878,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
369357,ТТО171658237187000,,Polygon,106.889849,47.891517,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369393,ТТО171557669730000,,Polygon,106.687426,47.779073,Тохижилтын загвар зураг,,Хан-Уул,14-р хороо,"Доод Өлзийт, Гавьжийн шанд /17160/",МЗХ2019/07-030,
369429,ТТО171616687371000,,Polygon,106.791969,47.847012,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
369509,ТТО171616165756000,Орон сууцны цогцолбор,Polygon,106.713998,47.842293,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,10-р хороо,,МЗХ2019/11-001,
369510,ТТО171658237739000,,Polygon,106.889834,47.89102,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369541,ТТО171616596042000,"Худалдаа, үйлчилгээ",Polygon,106.768963,47.857131,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,25-р хороо,Буянт Ухаа  хороолол-1 /17120/,,
369543,ТТО171659530210000,,Polygon,106.888129,47.895884,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369547,ТТО171520364197000,Таксины зогсоол,Polygon,106.70993,47.790623,Тохижилтын загвар зураг,,Хан-Уул,14-р хороо,,МЗХ2018/06-15,
369578,ТТО171617621271000,,Polygon,106.777188,47.854991,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,ГБМЗХ2020/17-049,
369631,ТТО171658237109000,,Polygon,106.889991,47.892225,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369638,ТТО171517531999000,Аялал жуулчлалын цогцолбор,Polygon,106.83452,47.864789,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Хан-Уул,4-р хороо,Арцатын ам /17100/,МЗХ2017/06-08,
369674,ТТО171616602836000,Аялал жуулчлалын цогцолбор,Polygon,106.840626,47.838487,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
369710,ТТО171616687306000,,Polygon,106.791609,47.847782,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,
369798,ТТО171615376520000,Үйлчилгээтэй орон сууцны цогцолбор барилга,Polygon,106.919462,47.903528,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,15-р хороо,,ГБМЗХ2020/25-013,
369800,ТТО171658237583000,,Polygon,106.890015,47.893389,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369879,ТТО171658235911000,,Polygon,106.889664,47.890659,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369951,ТТО171658237219000,,Polygon,106.889664,47.890659,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
369954,ТТО171517586754000,Эко аялал жуулчлал,Polygon,106.851577,47.876378,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2016/06-85,
369955,ТТО171517587012000,Эко аялал жуулчлал,Polygon,106.855435,47.876902,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,4-р хороо,Хүүшийн ам /17080/,МЗХ2016/06-85,
369987,ТТО171520194421000,Ногоон байгууламж,Polygon,106.915612,47.89767,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
369988,ТТО171520194437000,,Polygon,106.915738,47.896877,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
370015,ТТО171616602972000,Аялал жуулчлалын цогцолбор,Polygon,106.841614,47.838353,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
370016,ТТО171616603017000,Аялал жуулчлалын цогцолбор,Polygon,106.840438,47.837948,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,,
370093,ТТО171615376536000,Үйлчилгээтэй орон сууцны цогцолбор барилга,Polygon,106.918917,47.903708,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,15-р хороо,,ГБМЗХ2020/25-013,
370095,ТТО171658236135000,,Polygon,106.889721,47.892292,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
370096,ТТО171658236189000,,Polygon,106.890015,47.893389,Тохижилтын загвар зураг,,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,
370142,ТТО171520194365000,Ногоон байгууламж,Polygon,106.916641,47.897635,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Хан-Уул,15-р хороо,Стадион Оргил-4 /17013/,,
370216,ТТО171653916018000,,Polygon,106.780319,47.848397,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,,
370320,ТТО171616602934000,Аялал жуулчлалын цогцолбор,Polygon,106.841817,47.838837,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Хан-Уул,4-р хороо,Нүхтийн ам /17090/,МЗХ2017/09-18,
