id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хаяг,Нэр
4927,,,Point,106.98145,47.922512,Хувийн цэцэрлэг,"БЗД 16-р хороо, 16-р хороолол, Да хүрээ гудамж 66И байр",Индиго жаалууд
4928,,,Point,106.965245,47.93226,Хувийн цэцэрлэг,"БЗД 22-р хороо, Баруун алтан өлгий 32-р гудамж 530 тоот",Ирээдүйн гүнтэн
4929,,,Point,106.946269,47.903686,Хувийн цэцэрлэг,"БЗД 26-р хороо, 14-р хороолол 40И",Их гүрний эрин үе
4930,,,Point,106.946668,47.920966,Хувийн цэцэрлэг,"БЗД 4-р хороо, 45б",Мандах нарны үрс
4931,,,Point,106.956928,47.921224,Хувийн цэцэрлэг,"БЗД 5-р хороо, 15-р хороолол, 48Д байр 1 тоот",Сандах нарны хүүхэд
4932,,,Point,106.945141,47.917607,Хувийн цэцэрлэг,БЗД 14-р хороо 206-р байр 3 тоот,Марал Од
4933,,,Point,106.936276,47.906221,Хувийн цэцэрлэг,"БЗД 26-р хороо, Эмералд Ресидэнс хотхон 506-р байр",Маргад хотхоны үрс
4934,,,Point,106.950311,47.913222,Хувийн цэцэрлэг,"БЗД 14-р хороо, 14 хороолол 46-р байр 3 тоот",Маргад эрдэнийн өргөө
4935,,,Point,106.94586,47.917163,Хувийн цэцэрлэг,"БЗД 14-р хороо, Намьянжүгийн гудамж",Мишээлт
4936,,,Point,106.952664,47.912372,Хувийн цэцэрлэг,"БЗД 14-р хороо, 86А",Мөнхийн алаг үрс
4937,,,Point,106.941909,47.906944,Хувийн цэцэрлэг,"БЗД 26-р хороо, Их монгол хороолол, 901-р байр",Мөнхтүшиг
4938,,,Point,106.978905,47.909981,Хувийн цэцэрлэг,"БЗД 12-р хороо, Чулуут 2-р гудамж 28 тоот",Мөнхтүшигт үрс
4939,,,Point,106.945705,47.918147,Хувийн цэцэрлэг,"БЗД 14-р хороо, Энхтайваны өргөн чөлөө 204 -р байр 6 тоот",Мойлхон
4940,,,Point,106.933515,47.908689,Хувийн цэцэрлэг,"БЗД 25-р хороо, Нарны зам 11-р байр 1 тоот",Монцгор жаалууд
4941,,,Point,106.975425,47.931386,Хувийн цэцэрлэг,"БЗД 19-р хороо, 13А/372",Мөрөөдлийн нархан
4942,,,Point,106.949384,47.925704,Хувийн цэцэрлэг,"БЗД 2-р хороо, Хилчин хотхон 7-р гудамж 271 тоот",Нандин 3 эрдэнэ 2
4943,,,Point,106.931573,47.910449,Хувийн цэцэрлэг,"БЗД 25-р хороо, 13-р хороолол, 97/3 тоот",Наран-эрдэнэ идү
4944,,,Point,106.93246,47.902639,Хувийн цэцэрлэг,"БЗД 26-р хороо, Хүннүгийн гудамж Тайм Тауэр хотхон 219",Нарлаг ирээдүй нэг
4945,,,Point,106.936955,47.90313,Хувийн цэцэрлэг,"БЗД 26-р хороо, 423-р байр",Нарны багачууд
4946,,,Point,106.9395,47.910463,Хувийн цэцэрлэг,"БЗД 25-р хороо, Олзвойн 87 тоот, Шинэ монгол сургуулийн зүүн урд",Нарны үрс цэцэрлэг
4947,,,Point,106.950247,47.916523,Хувийн цэцэрлэг,"БЗД 14-р хороо, 14-р хороолол 76",Нар-одод
4948,,,Point,107.104633,47.881465,Хувийн цэцэрлэг,БЗД 11-р хороо ногоон зоорь 11А,Ногоон хотхон
4949,,,Point,106.970513,47.908681,Хувийн цэцэрлэг,"БЗД 13-р хороо, Алтан тэвш АОС 21 тоот",Ногоохон
4950,,,Point,107.010577,47.916226,Хувийн цэцэрлэг,"БЗД 10-р хороо, Улаанхуаран 1В 1118 тоот",Номт ирээдүй
4951,,,Point,106.975234,47.923464,Хувийн цэцэрлэг,"БЗД 16-р хороо, Да хүрээ гудамж, 11А байр",Номтын найзууд
4952,,,Point,106.957766,47.909615,Хувийн цэцэрлэг,"БЗД 14-р хороо, 14-р хороолол, 51-р байр",Оддын өргөө
4953,,,Point,106.974849,47.91311,Хувийн цэцэрлэг,"БЗД 13-р хороо, 14-р хороолол 127-7",Оньсон тоглоом
4954,,,Point,106.937221,47.90915,Хувийн цэцэрлэг,"БЗД 25-р хороо, Номноо хотхон 147-р байр, 89 тоот",Оюуны оч
4955,,,Point,106.958637,47.918029,Хувийн цэцэрлэг,"БЗД 5-р хороо, Кино үйлдвэр 5",Соёл
4956,,,Point,106.94909,47.915766,Хувийн цэцэрлэг,"БЗД 14-р хороо, 14-р хороолол, 58-1 тоот",Сортоотой багачууд
4957,,,Point,106.938143,47.917067,Хувийн цэцэрлэг,"БЗД 15-р хороо, 70-р байр",Сувдан дэлбээ
4958,,,Point,106.949659,47.917151,Хувийн цэцэрлэг,"БЗД 14-р хороо, Сувдан сондор хотхон 216 айлын А блок",Сувдан сондор
4959,,,Point,107.155678,47.928098,Хувийн цэцэрлэг,"БЗД 20-р хороо, Хаан банкны хойно 76/3 байр",Тамирын найзууд
4960,,,Point,106.944416,47.924396,Хувийн цэцэрлэг,"БЗД 7-р хороо, 59/1-12",Танхилхан
4961,,,Point,106.945833,47.903599,Хувийн цэцэрлэг,"БЗД 26-р хороо, Нийслэл хүрээ өргөн чөлөө 40",Титэм ордны хүүхдүүд
4962,,,Point,106.930937,47.901253,Хувийн цэцэрлэг,"БЗД 26-р хороо, Их монгол үрсийн гудамж 306",Тэвхэн багачууд
4963,,,Point,106.945356,47.911508,Хувийн цэцэрлэг,"БЗД 14-р хороо, Олон улсын Улаанбаатар их сургуулийн дэргэд",Улаанбаатар
4964,,,Point,106.966688,47.909101,Хувийн цэцэрлэг,"БЗД 13-р хороо, Алтан тэвш 64 тоот",Халиун хангай орхон
4965,,,Point,106.950776,47.911479,Хувийн цэцэрлэг,"БЗД14-р хороо, 15-р байр 15 тоот",Хан Билгүүдэй
4966,,,Point,106.996858,47.917436,Хувийн цэцэрлэг,"БЗД 8-р хороо, Харуул Алтай хотхон",Хангал - цэцэн Цэлмэг
4967,,,Point,106.93036,47.918997,Хувийн цэцэрлэг,"БЗД 1-р хороо, СЭЗДС-ийн баруун жигүүр",Хас гэрэл
4968,,,Point,106.967396,47.924667,Хувийн цэцэрлэг,"БЗД 22-р хороо, Хос цайз хотхон",Өхөөрдөм найзууд
4969,,,Point,106.935202,47.906343,Хувийн цэцэрлэг,"БЗД 26-р хороо, 403-р байр 42 тоот",Хөөрхөн ертөнц
4970,,,Point,106.932902,47.916273,Хувийн цэцэрлэг,"БЗД 6-р хороо, 64-р байр",Хөөрхөн маамуу
4971,,,Point,106.939539,47.928319,Хувийн цэцэрлэг,"БЗД 2-р хороо, АОС 2 тоот",Хүслийн ордон
4972,,,Point,106.944875,47.91798,Хувийн цэцэрлэг,"БЗД 14-р хороо, 205-р байр",Хүүхэд эрдэнэ
4973,,,Point,106.934141,47.909524,Хувийн цэцэрлэг,"БЗД 25-р хороо, 13-р хороолол, Нарны зам 107Б байр 1 Кингдом хотхон",Цовоо жаалууд
4974,,,Point,106.965254,47.928478,Хувийн цэцэрлэг,"БЗД 5-р хороо, Монелийн 1-15 тоот",Цогзоохой
4975,,,Point,106.950304,47.921363,Хувийн цэцэрлэг,"БЗД 4-р хороо, 15-р хороолол Хилчдийн гудамж 33-р байр",Цоглог жаал
4976,,,Point,106.972341,47.909907,Хувийн цэцэрлэг,"БЗД 13-р хороо, Алтан тэвш АОС 103 тоот",Цоморлиг
4977,,,Point,106.950647,47.921878,Хувийн цэцэрлэг,"БЗД 4-р хороо, Энхүүд ХХК",Шинэ эриний хүүхдүүд
4978,,,Point,106.98796,47.929425,Хувийн цэцэрлэг,"БЗД 24-р хороо, Газарчин 7-р гудамж, 03 тоот",Элбэрэлт ээж цэцэрлэг
4979,,,Point,106.935476,47.911262,Хувийн цэцэрлэг,"БЗД 25-р хороо, АОС 9",Энхбүүвэй
4980,,,Point,106.931446,47.901494,Хувийн цэцэрлэг,"БЗД 26-р хороо, Энканто хотхон 305-р байр 40 тоот",Энхжин жаалууд
4981,,,Point,106.928365,47.905361,Хувийн цэцэрлэг,"БЗД 26-р хороо, Дүнжингарав хороолол 103-р байр",Энхрий жаалууд
4982,,,Point,106.969494,47.91036,Хувийн цэцэрлэг,"БЗД 13-р хороо, Алтан тэвш АОС 50 тоот",Эрдмийн чуулган
4983,,,Point,106.996061,47.922861,Хувийн цэцэрлэг,"БЗД 8-р хороо, Эрдэнэтолгойн 36-35б",Эрдэмт андууд
4984,,,Point,106.974089,47.908352,Хувийн цэцэрлэг,"БЗД 12-р хороо, Чулуут АОС 3 гудамж 10",Эрдэнэ бүрэн
4985,,,Point,106.932714,47.904036,Хувийн цэцэрлэг,"БЗД 26-р хороо, Элизабет хотхон 214-р байр 90 тоот",Ягаан цамхагийн хүүхдүүд
4986,,,Point,106.945199,47.920393,Хувийн цэцэрлэг,"БЗД 4-р хороо, Американ дэнж",Дэггүй жаалууд
4987,,,Point,106.941894,47.906094,Хувийн цэцэрлэг,"БЗД 26-р хороо, Их монгол хороолол 903-р байр",
4988,,,Point,106.975164,47.916242,Хувийн цэцэрлэг,"БЗД 16-рхороо, 2/6-р байр",Ханбилгүүдэй
