id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Батлагдсан огноо,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
1416105,,,Polygon,106.833044,47.913969,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416106,,,Polygon,106.847929,47.915286,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416107,,,Polygon,106.841776,47.914978,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416108,,,Polygon,106.839562,47.915398,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416109,,,Polygon,106.841622,47.916098,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416110,,,Polygon,106.695659,47.919444,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416111,,,Polygon,106.814027,47.919864,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416112,,,Polygon,106.843652,47.914484,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416113,,,Polygon,106.775617,47.914858,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416114,,,Polygon,106.794948,47.921869,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416115,,,Polygon,106.849628,47.916345,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416116,,,Polygon,106.85047,47.916114,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416117,,,Polygon,106.817176,47.91833,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416118,,,Polygon,106.739174,47.927529,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416119,,,Polygon,106.847011,47.874312,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416120,,,Polygon,106.907188,47.895249,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416121,,,Polygon,106.915291,47.896167,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416122,,,Polygon,106.89835,47.893194,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416123,,,Polygon,106.899638,47.899364,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416124,,,Polygon,106.914734,47.902122,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416125,,,Polygon,106.908142,47.89806,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416126,,,Polygon,106.902786,47.900224,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416127,,,Polygon,106.912452,47.886585,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416128,,,Polygon,106.906299,47.901495,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416129,,,Polygon,106.909774,47.902424,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416130,,,Polygon,106.894751,47.900518,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416131,,,Polygon,106.778353,47.863157,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416132,,,Polygon,106.7742,47.866766,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416133,,,Polygon,106.830606,47.871545,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416134,,,Polygon,106.818152,47.86921,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416135,,,Polygon,106.810097,47.866466,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416136,,,Polygon,106.803236,47.865821,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416137,,,Polygon,106.808482,47.86321,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416138,,,Polygon,106.763526,47.866187,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416139,,,Polygon,106.760583,47.862931,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416140,,,Polygon,106.72059,47.844025,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416141,,,Polygon,106.678181,47.84355,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416142,,,Polygon,106.652883,47.827372,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416143,,,Polygon,106.55842,47.7538,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416144,,,Polygon,106.562009,47.753365,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416145,,,Polygon,106.708834,47.790151,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416146,,,Polygon,106.706087,47.788726,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416147,,,Polygon,106.712174,47.782163,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416148,,,Polygon,106.71514,47.778232,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416149,,,Polygon,106.708016,47.790341,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416150,,,Polygon,106.762912,47.858672,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416151,,,Polygon,106.834599,47.871362,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416152,,,Polygon,106.916321,47.900159,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416153,,,Polygon,106.943607,47.926911,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416154,,,Polygon,106.949323,47.921673,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416155,,,Polygon,106.952463,47.918342,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416156,,,Polygon,106.947435,47.909453,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416157,,,Polygon,106.933238,47.928052,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416158,,,Polygon,106.94502,47.900633,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416159,,,Polygon,106.971329,47.916474,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416160,,,Polygon,106.999472,47.910524,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416161,,,Polygon,106.942703,47.914101,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416162,,,Polygon,106.938823,47.910688,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416163,,,Polygon,106.938394,47.916089,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416164,,,Polygon,106.938581,47.918592,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416165,,,Polygon,106.945744,47.923504,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416166,,,Polygon,106.978669,47.917949,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416167,,,Polygon,106.979128,47.918206,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416168,,,Polygon,106.986731,47.928246,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416169,,,Polygon,106.96993,47.924514,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416170,,,Polygon,106.946053,47.943433,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416171,,,Polygon,106.948997,47.919111,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416172,,,Polygon,106.967595,47.917863,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416173,,,Polygon,106.980423,47.919779,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416174,,,Polygon,106.99894,47.929165,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416175,,,Polygon,107.021984,47.906877,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416176,,,Polygon,107.015157,47.912619,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416177,,,Polygon,106.995042,47.91199,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416178,,,Polygon,107.016768,47.906283,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416179,,,Polygon,106.965673,47.915152,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416180,,,Polygon,106.978197,47.912632,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416181,,,Polygon,106.935268,47.918189,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416182,,,Polygon,106.93161,47.915459,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416183,,,Polygon,106.973169,47.912866,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416184,,,Polygon,106.946368,47.913366,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416185,,,Polygon,106.947388,47.90531,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416186,,,Polygon,106.93987,47.922736,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416187,,,Polygon,106.906659,47.914938,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416188,,,Polygon,106.918726,47.922489,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416189,,,Polygon,106.88907,47.909356,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416190,,,Polygon,107.006896,47.909609,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416191,,,Polygon,106.995855,47.913275,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416192,,,Polygon,106.84523,47.912701,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416193,,,Polygon,106.922342,47.922238,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416194,,,Polygon,106.929385,47.922835,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416195,,,Polygon,106.910261,47.891154,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416196,,,Polygon,106.906462,47.925447,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416197,,,Polygon,106.881646,47.988558,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416198,,,Polygon,106.935318,47.923165,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416199,,,Polygon,106.908228,47.918638,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416200,,,Polygon,106.931339,47.888467,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416201,,,Polygon,106.937659,47.925994,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416202,,,Polygon,106.942469,47.919264,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416203,,,Polygon,106.907065,47.899547,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416204,,,Polygon,106.902724,47.865878,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416205,,,Polygon,106.851636,47.87808,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416206,,,Polygon,106.792954,47.848139,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416207,,,Polygon,106.789977,47.844532,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416208,,,Polygon,106.786102,47.858809,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416209,,,Polygon,106.759803,47.856186,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416210,,,Polygon,106.78651,47.854759,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416211,,,Polygon,106.835837,47.916646,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416212,,,Polygon,106.904735,47.919572,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416213,,,Polygon,106.907566,47.919066,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416214,,,Polygon,106.907384,47.935888,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416215,,,Polygon,106.914211,47.944629,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416216,,,Polygon,106.902337,47.957726,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416217,,,Polygon,106.903914,47.970445,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416218,,,Polygon,106.900777,48.049704,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416219,,,Polygon,106.92049,47.932717,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,2023.06.21,,,,
1416220,,,Polygon,106.780497,47.848796,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416221,,,Polygon,106.931513,47.914828,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416222,,,Polygon,106.982769,47.919564,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416223,,,Polygon,106.942362,47.915939,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416224,,,Polygon,106.936897,47.914082,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416225,,,Polygon,106.938145,47.913817,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416226,,,Polygon,107.154499,47.927882,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416227,,,Polygon,107.15546,47.927049,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416228,,,Polygon,106.944914,47.953064,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416229,,,Polygon,106.944519,47.95384,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416230,,,Polygon,107.082527,47.91816,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416231,,,Polygon,107.070829,47.918966,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416232,,,Polygon,106.930833,47.938294,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416233,,,Polygon,106.941438,47.946428,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416234,,,Polygon,106.956782,47.918555,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416235,,,Polygon,106.936203,47.935517,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416236,,,Polygon,106.835653,47.953975,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416237,,,Polygon,106.840791,47.917164,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416238,,,Polygon,106.820443,47.931244,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416239,,,Polygon,106.811492,47.925444,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416240,,,Polygon,106.879048,47.916051,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416241,,,Polygon,106.881104,47.911703,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416242,,,Polygon,106.882097,47.923997,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416243,,,Polygon,106.878437,47.924011,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416244,,,Polygon,106.886431,47.924909,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416245,,,Polygon,106.886336,47.924191,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416246,,,Polygon,106.882523,47.937135,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416247,,,Polygon,106.926561,47.902308,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416248,,,Polygon,108.391842,47.796355,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416249,,,Polygon,108.372088,47.784287,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1416250,,,Polygon,108.374559,47.78104,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1427341,,,Polygon,100.512214,0.000432,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,,,,
1427342,,,Polygon,106.915139,47.921765,Гамшгийн үед цуглах талбай 2023 оны 58 дугаар тогтоол,,Чингэлтэй,4-р хороо,Бага тойруу-3  /15160/,Хуульчдын талбай
