id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
11268,,,Point,108.367073,47.778978,Спорт комплекс,Наран жим фитнес клуб
11269,,,Point,108.379276,47.785101,Спорт комплекс,Дөрвөлжин жем фитнес
11270,,,Point,108.372136,47.777394,Спорт комплекс,ЭММА Аэробик клуб
11271,,,Point,108.371995,47.777438,Спорт комплекс,Усан спорт боулингийн төв
11272,,,Point,106.752204,47.920602,Спорт комплекс,MJ бөхийн клуб
11273,,,Point,106.827871,47.911386,Спорт комплекс,Diamond gym фитнес клуб
11274,,,Point,106.828293,47.912571,Спорт комплекс,Flexgym фитнес
11275,,,Point,106.811612,47.910007,Спорт комплекс,Бумба-Од фитнес
11276,,,Point,106.838516,47.914333,Спорт комплекс,Iron фитнес
11277,,,Point,106.811863,47.922219,Спорт комплекс,Баян-Оргил фитнес
11278,,,Point,106.813247,47.922501,Спорт комплекс,Чингис соосэ
11279,,,Point,106.908717,47.909441,Спорт комплекс,Шинэ-Эргэлт ширээний теннисний клуб
11280,,,Point,106.913863,48.116327,Спорт комплекс,Хандгайт
11281,,,Point,106.920875,47.928239,Спорт комплекс,Гааль
11282,,,Point,106.920634,47.923803,Спорт комплекс,Амжилт
11283,,,Point,106.904941,47.910969,Спорт комплекс,S line фитнес
11284,,,Point,106.908536,47.921356,Спорт комплекс,Оч ширээний теннисний клуб
11285,,,Point,106.906752,47.937756,Спорт комплекс,МЖ спорт цогцолбор
11286,,,Point,106.916983,47.965212,Спорт комплекс,Чийрэг Монгол фитнес
11287,,,Point,106.916969,47.968379,Спорт комплекс,Tiger фитнес
11288,,,Point,106.904738,47.92234,Спорт комплекс,Голден жим
11289,,,Point,106.618386,47.792611,Спорт комплекс,Эко спорт цогцолбор
11290,,,Point,106.895963,47.898681,Спорт комплекс,Олимпус фитнес
11291,,,Point,106.909036,47.903232,Спорт комплекс,Lotus фитнес
11292,,,Point,106.897666,47.890645,Спорт комплекс,Амжилт фитнес
11293,,,Point,106.919549,47.904545,Спорт комплекс,Galaksi фитнес
11294,,,Point,106.902354,47.897827,Спорт комплекс,Нийслэл
11295,,,Point,106.919009,47.901458,Спорт комплекс,Феликс жим
11296,,,Point,106.888988,47.896592,Спорт комплекс,Empire фитнес
