id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Бүсчлэл,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
545335,,,Polygon,106.948718,47.909215,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545336,,,Polygon,107.006202,47.907372,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 18 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545337,,,Polygon,106.962637,47.90939,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545338,,,Polygon,106.955799,47.910201,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545339,,,Polygon,106.959365,47.909488,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545340,,,Polygon,106.965764,47.909389,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545341,,,Polygon,106.948862,47.910759,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545342,,,Polygon,106.969718,47.90946,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545343,,,Polygon,106.973529,47.910181,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545344,,,Polygon,106.979381,47.910485,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 18 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545345,,,Polygon,106.945831,47.911451,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545346,,,Polygon,106.984922,47.910606,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 18 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545347,,,Polygon,106.989816,47.91042,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 18 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545348,,,Polygon,106.948874,47.91197,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545349,,,Polygon,106.969487,47.911708,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545350,,,Polygon,106.965429,47.911723,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545351,,,Polygon,106.962325,47.911743,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545352,,,Polygon,106.952937,47.911949,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545353,,,Polygon,106.956017,47.911913,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545354,,,Polygon,106.958781,47.911788,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545355,,,Polygon,106.976768,47.912208,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545356,,,Polygon,106.970315,47.913118,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545357,,,Polygon,106.966312,47.913257,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545358,,,Polygon,106.957722,47.913699,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545359,,,Polygon,106.979248,47.913348,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545360,,,Polygon,106.95321,47.91396,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545361,,,Polygon,106.950249,47.914032,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545362,,,Polygon,106.990968,47.913631,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545363,,,Polygon,106.969811,47.914375,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545364,,,Polygon,106.983488,47.913804,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545365,,,Polygon,106.96649,47.914458,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545366,,,Polygon,106.957871,47.915055,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545367,,,Polygon,106.976895,47.914717,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545368,,,Polygon,106.96203,47.914301,Орон сууцны бүс,Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 14 дүгээр нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545369,,,Polygon,106.888887,47.917274,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545370,,,Polygon,106.887362,47.913539,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545371,,,Polygon,106.892579,47.912181,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545372,,,Polygon,106.888457,47.913189,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545373,,,Polygon,106.888398,47.911628,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545374,,,Polygon,106.880507,47.913388,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545375,,,Polygon,106.880741,47.911731,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545376,,,Polygon,106.889264,47.91014,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545377,,,MultiPolygon,106.883778,47.909354,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545378,,,Polygon,106.883676,47.908613,Үйлдвэрийн бүс,"БГД орон сууцны 2, 3 дугаар хорооллын хуучин барилгыг буулгах, шинэчлэн барилгажуулах судалгаа, ТЭЗҮ",А/241-р захирамж,,,,,
545379,,,Polygon,106.864166,47.909434,Тээвэр логистикийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545380,,,Polygon,106.87124,47.910332,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545381,,,Polygon,106.870939,47.912506,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545382,,,Polygon,106.861769,47.911248,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545383,,,Polygon,106.858016,47.911242,Тусгай бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545384,,,Polygon,106.851859,47.910253,"Хотын төв, олон нийтийн бүс","Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545385,,,Polygon,106.843938,47.910403,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545386,,,Polygon,106.840674,47.911196,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545387,,,Polygon,106.846714,47.909415,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545388,,,Polygon,106.833525,47.910006,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545389,,,Polygon,106.824896,47.909822,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545390,,,Polygon,106.874592,47.912186,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545391,,,Polygon,106.892402,47.91167,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545392,,,Polygon,106.867199,47.910863,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545393,,,Polygon,106.887091,47.920771,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545394,,,Polygon,106.87995,47.922443,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545395,,,Polygon,106.876028,47.92114,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545396,,,Polygon,106.872976,47.921222,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545397,,,Polygon,106.8682,47.921736,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545398,,,Polygon,106.863964,47.921789,Ажил хэргийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",52,,,,,
545399,,,Polygon,106.862464,47.920691,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545400,,,Polygon,106.860003,47.921276,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545401,,,Polygon,106.858824,47.92052,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545402,,,Polygon,106.859964,47.919566,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545403,,,Polygon,106.8576,47.917174,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545404,,,Polygon,106.859105,47.916289,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545405,,,Polygon,106.857528,47.916085,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545406,,,Polygon,106.856418,47.915861,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
545407,,,Polygon,106.859454,47.914433,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн баруун-1 бүсийн Баянгол дүүргийн орон сууцны 2, 3 дугаар нэгж хорооллын ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
