id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Бүсчлэл,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
547752,,,Polygon,106.836302,47.98771,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547753,,,Polygon,106.831973,47.993128,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547754,,,Polygon,106.84009,47.984344,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547755,,,Polygon,106.836497,47.980168,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547756,,,Polygon,106.837764,47.972975,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547757,,,Polygon,106.850131,47.96717,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547758,,,Polygon,106.852117,47.936741,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547759,,,Polygon,106.820466,47.970961,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547760,,,MultiPolygon,106.859901,47.955743,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547761,,,Polygon,106.820087,47.988076,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547762,,,Polygon,106.820967,47.961279,Ногоон байгууламжийн бүс,Баянхошуу нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547763,,,Polygon,106.835349,47.931422,Ногоон байгууламжийн бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Баянхошуу"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
547764,,,Polygon,106.815752,47.897732,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547765,,,Polygon,106.820709,47.892331,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547766,,,Polygon,106.818159,47.888414,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547767,,,Polygon,106.824563,47.896453,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547768,,,Polygon,106.838857,47.90719,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547769,,,Polygon,106.845247,47.905956,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547770,,,Polygon,106.83571,47.905508,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547771,,,Polygon,106.802264,47.889202,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547772,,,Polygon,106.790607,47.898523,Холимог ашиглалттай бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547773,,,Polygon,106.79118,47.894312,Холимог ашиглалттай бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547774,,,Polygon,106.788959,47.88838,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547775,,,Polygon,106.793125,47.902594,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547776,,,Polygon,106.797656,47.902582,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547777,,,Polygon,106.804475,47.905478,Холимог ашиглалттай бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547778,,,Polygon,106.803949,47.903416,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547779,,,Polygon,106.797406,47.90437,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547780,,,Polygon,106.82436,47.905303,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547781,,,Polygon,106.83876,47.901156,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547782,,,Polygon,106.856787,47.894519,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547783,,,Polygon,106.857436,47.892542,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547784,,,Polygon,106.856705,47.897223,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547785,,,Polygon,106.803834,47.886734,Тусгай бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547786,,,Polygon,106.797237,47.905104,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547787,,,Polygon,106.802051,47.905175,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547788,,,Polygon,106.80452,47.904238,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547789,,,Polygon,106.814337,47.899864,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547790,,,Polygon,106.805175,47.907988,Ажил хэргийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547791,,,Polygon,106.824573,47.900368,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547793,,,Polygon,106.842345,47.896153,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547794,,,Polygon,106.82676,47.89435,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547795,,,Polygon,106.824101,47.891467,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547796,,,Polygon,106.819845,47.889078,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547797,,,Polygon,106.803916,47.882291,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547798,,,Polygon,106.843311,47.888915,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547799,,,Polygon,106.816488,47.890935,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547800,,,Polygon,106.811735,47.887706,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547801,,,Polygon,106.798813,47.884503,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547802,,,Polygon,106.798741,47.886515,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547803,,,Polygon,106.797829,47.887277,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547804,,,Polygon,106.796551,47.888905,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547805,,,Polygon,106.795696,47.890277,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547807,,,Polygon,106.792273,47.899297,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547808,,,Polygon,106.794142,47.883539,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547809,,,Polygon,106.795567,47.882883,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547810,,,Polygon,106.79227,47.881315,Ногоон байгууламжийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547811,,,Polygon,106.853208,47.901415,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547812,,,Polygon,106.820177,47.894428,Холимог ашиглалттай бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547814,,,Polygon,106.817085,47.894271,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547815,,,Polygon,106.789074,47.902925,Үйлдвэрийн бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547816,,,Polygon,106.809607,47.905792,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547817,,,Polygon,106.797929,47.904222,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547818,,,Polygon,106.794579,47.907477,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547819,,,Polygon,106.852082,47.901549,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547820,,,Polygon,106.801636,47.903004,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547821,,,Polygon,106.846097,47.901622,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547822,,,Polygon,106.820786,47.899965,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547823,,,Polygon,106.812514,47.899027,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” хорооллын ерөнхий төлөвлөгөө,А/241-р захирамж,,,,,
547824,,,Polygon,106.821805,47.895015,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547825,,,Polygon,106.856739,47.896596,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547826,,,Polygon,106.842588,47.892361,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547827,,,Polygon,106.830519,47.892964,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547828,,,Polygon,106.830863,47.903404,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547829,,,Polygon,106.843334,47.905968,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547830,,,Polygon,106.795159,47.890299,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547831,,,Polygon,106.793741,47.886024,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547832,,,Polygon,106.790237,47.885117,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547833,,,Polygon,106.823559,47.895657,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547834,,,Polygon,106.827151,47.892156,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547835,,,Polygon,106.827109,47.890913,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547836,,,Polygon,106.841188,47.893188,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547837,,,Polygon,106.804022,47.885939,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
547838,,,Polygon,106.787647,47.894313,Барилгажилт хязгаарлах бүс,Улаанбаатар хотын төлөвлөлтийн “Баруун-2” бүсийн “Үйлдвэр-2” нэгж хорооллын ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 52 дугаар тогтоол,,,,,
