id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр,Хаяг
2848,,,Point,106.854559,47.882394,Эмийн сан,Автолайн ХХК,HUD-4
2849,,,Point,106.854169,47.88176,Эмийн сан,Ньюремеди ХХК,HUD-4
2850,,,Point,106.853343,47.881405,Эмийн сан,Вива Очод ХХК,HUD-4
2851,,,Point,106.854242,47.882111,Эмийн сан,Булган хан трейд ХХК,HUD-4
2852,,,Point,106.850871,47.880493,Эмийн сан,Монос УБ - Вива,HUD-4
2853,,,Point,106.831749,47.873725,Эмийн сан,Алагийн булаг ХХК,HUD-4
2854,,,Point,106.848469,47.878851,Эмийн сан,Нахиа-Импекс ХХК,HUD-4
2855,,,Point,106.847375,47.877771,Эмийн сан,Mонгол фарм ХХК,HUD-4
2856,,,Point,106.847671,47.87757,Эмийн сан,Баяр нэтворкс групп ХХК,HUD-4
2857,,,Point,106.830204,47.871741,Эмийн сан,Оюут оргил трейд ХХК,HUD-4
2858,,,Point,106.859803,47.882925,Эмийн сан,Эрдэм-Олз ХХК,HUD-4
2859,,,Point,106.873894,47.923958,Эмийн сан,Астрафарм трейд ХХК,BGD-13
2860,,,Point,106.819463,47.871106,Эмийн сан,Ач-Үр ХХК,HUD-5
2861,,,Point,106.806809,47.867217,Эмийн сан,Их хушт ХХК,HUD-6
2862,,,Point,106.762233,47.85793,Эмийн сан,"Азифарм ХХК ""Алтангадас""",HUD-16
2863,,,Point,106.76102,47.858597,Эмийн сан,Эй Жи энд Ти Ар ХХК,HUD-10
2864,,,Point,106.761476,47.858236,Эмийн сан,Жи Ай Эл Өү ХХК,HUD-10
2865,,,Point,106.755418,47.854973,Эмийн сан,"Нахиа импекс ХХК ""Нахиа Нисэх""",HUD-10
2866,,,Point,106.786446,47.845774,Эмийн сан,Монзакира ХХК,HUD-10
2867,,,Point,106.787389,47.845774,Эмийн сан,Энх үйлсийн түлхүүр ХХК,HUD-10
2868,,,Point,106.909451,47.894976,Эмийн сан,Тэнгэрийн найзууд ХХК,HUD-11
2869,,,Point,106.910684,47.875962,Эмийн сан,Грандмед фарм ХХК,HUD-11
2870,,,Point,106.91194,47.881824,Эмийн сан,Баяр-Энх ХХК,HUD-11
2871,,,Point,106.911348,47.886666,Эмийн сан,Монос Улаанбаатар ХХК Будда Виста,HUD-11
2872,,,Point,106.931035,47.890029,Эмийн сан,Хүрмэн ХХК-ний Ривер гарден,HUD-11
2873,,,Point,106.906044,47.886909,Эмийн сан,Би Эс Эн Ди ХХК,HUD-11
2874,,,Point,106.913595,47.893964,Эмийн сан,Сэргээн засах клиник эмнэлэг ХХК,HUD-11
2875,,,Point,106.908008,47.875771,Эмийн сан,Булгамедикал ХХК,HUD-11
2876,,,Point,106.911937,47.895815,Эмийн сан,Инжирбумба ХХК Шүүдэргэнэоргил ХХК,HUD-11
2877,,,Point,106.903748,47.88722,Эмийн сан,Хүрмэн Зайсан,HUD-11
2878,,,Point,106.708058,47.785753,Эмийн сан,"""Их-Өндөрхаан"" ХХК",HUD-14
2879,,,Point,106.918046,47.900389,Эмийн сан,Нью ремеди ХХК,HUD-15
2880,,,Point,106.919302,47.900553,Эмийн сан,Хурд-2 ХХК,HUD-15
2881,,,Point,106.925438,47.904199,Эмийн сан,Цахиур төмөр агар ХХК Агарфарм-104,HUD-15
2882,,,Point,106.906201,47.892414,Эмийн сан,Лидердент ХХК Эрдэнэ,HUD-15
2883,,,Point,106.927736,47.904377,Эмийн сан,Пролианс ХХК,HUD-15
2884,,,Point,106.926901,47.903263,Эмийн сан,Энхийн мишээл фарм ХХК,HUD-15
2885,,,Point,106.900265,47.89271,Эмийн сан,Гэрэлтзотол хайрхан ХХК,HUD-15
2886,,,Point,106.905454,47.898681,Эмийн сан,Интернэйшнлмедикал сентер ХХК,HUD-15
2887,,,Point,106.921215,47.896102,Эмийн сан,Алое Хишиг ХХК,HUD-15
2888,,,Point,106.9264,47.904295,Эмийн сан,Биомедфарм ХХК,HUD-15
2889,,,Point,106.927482,47.904369,Эмийн сан,Монос Улаанбаатар ХХК,HUD-15
2890,,,Point,106.917457,47.900901,Эмийн сан,Ихшүүдэргэнэ ариунаа ХХК,HUD-15
2891,,,Point,106.77087,47.85787,Эмийн сан,Цагаан гоёо ХХК,HUD-16
2892,,,Point,106.765947,47.856923,Эмийн сан,Их дожоо ХХК,HUD-16
2893,,,Point,106.76421,47.856541,Эмийн сан,Мэргэнфарм ХХК,HUD-16
2894,,,Point,106.765688,47.856463,Эмийн сан,Энх үйлсийн түлхүүр ХХК,HUD-16
2895,,,Point,108.365808,47.768048,Эмийн сан,Хэнз хонгор ХХК,BND-2
2896,,,Point,108.369758,47.782489,Эмийн сан,Уян жолоо ХХК,BND-1
2897,,,Point,108.367348,47.781553,Эмийн сан,Шарын шанд ББН,BND-3
2898,,,Point,108.370683,47.780609,Эмийн сан,Корнпеарс ХХК,BND-3
2899,,,Point,108.37162,47.782702,Эмийн сан,Буман сан ХХК,BND-3
2900,,,Point,107.256652,47.780738,Эмийн сан,Хос дөтпүүр ХХК,ND-1
2901,,,Point,107.257165,47.778955,Эмийн сан,Чайрити ХХК,ND-1
2902,,,Point,107.259813,47.77643,Эмийн сан,Монос-Улаанбаатар ХХК,ND-1
2903,,,Point,107.254909,47.771335,Эмийн сан,Согоонбор  ХХК,ND-2
2904,,,Point,107.253653,47.773144,Эмийн сан,Света ХХК,ND-2
2905,,,Point,107.256539,47.773484,Эмийн сан,Лидер оюу ХХК,ND-2
2906,,,Point,107.245491,47.769835,Эмийн сан,Түвшин тун ХХК,ND-2
2907,,,Point,107.254229,47.771372,Эмийн сан,Эмийн бамбай ХХК,ND-2
2908,,,Point,107.33127,47.7679,Эмийн сан,Городок ХХК,ND-5
2909,,,Point,107.239718,47.774229,Эмийн сан,Эмийн бамбай ББН,ND-7
2910,,,Point,106.883466,47.913652,Эмийн сан,,BGD-01
2911,,,Point,106.88503,47.967436,Эмийн сан,,
2912,,,Point,106.885628,47.967216,Эмийн сан,Субд - 2,CHD-16
2913,,,Point,106.760595,47.858254,Эмийн сан,,HUD-10
2914,,,Point,106.950402,47.919127,Эмийн сан,,BZD-04
2915,,,Point,106.971973,47.909199,Эмийн сан,,BZD-13
