id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Автобусны дугаар,Нэр
12768,,,Point,106.851815,47.912856,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Саппора (том)
12769,,,Point,106.853319,47.912561,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Саппора (том)
12770,,,Point,106.847234,47.912112,Автобусны буудал,"М4, М5, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Цамбагарав
12771,,,Point,106.845409,47.912397,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Цамбагарав
12772,,,Point,106.839464,47.911935,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",19-р байр (том)
12773,,,Point,106.839174,47.911539,Автобусны буудал,"М4, М5, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Хар хорин
12774,,,Point,106.83272,47.911418,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, ХО Найрамдал",32-р байр
12775,,,Point,106.833581,47.911042,Автобусны буудал,"М4, М5, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",32-р байр
12776,,,Point,106.832768,47.915391,Автобусны буудал,М53,34-р байр
12777,,,Point,106.832219,47.915457,Автобусны буудал,М53,34-р байр
12778,,,Point,106.846621,47.916792,Автобусны буудал,М6,11-р байр
12779,,,Point,106.852161,47.917055,Автобусны буудал,М6,1-р байр
12780,,,Point,106.840607,47.916961,Автобусны буудал,М6,23-р байр
12781,,,Point,106.839197,47.916728,Автобусны буудал,М6,23-р байр
12782,,,Point,106.82645,47.910571,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Монгол хюндэй киа компани
12783,,,Point,106.823982,47.910761,Автобусны буудал,"М4, М5, М6, М12, М17, М22, М23, М24, М26, М27, М31, М37, М39, М41, М44, М46, Т2, М32, М35, М36, М53, ХО Найрамдал",Сүлжмэлийн үйлдвэр
12784,,,Point,106.814475,47.909557,Автобусны буудал,"М17, М22, М27, М31, М37, М41, М35, ХО Найрамдал",5 шар
12785,,,Point,106.81355,47.909914,Автобусны буудал,"М17, М22, М27, М31, М37, М41, М35, ХО Найрамдал",5 шар
12786,,,Point,106.798339,47.909742,Автобусны буудал,"М17, М37, М41, ХО Найрамдал",10 буудал
12787,,,Point,106.799347,47.90958,Автобусны буудал,"М17, М37, М41, ХО Найрамдал",10 буудал
12788,,,Point,106.787208,47.910446,Автобусны буудал,"М17, М37, М41, ХО Найрамдал",Нефьт хотхон
12789,,,Point,106.786674,47.910622,Автобусны буудал,"М17, М37, М41, ХО Найрамдал",Нефьт хотхон
12790,,,Point,106.779183,47.910436,Автобусны буудал,"М17, ХО Найрамдал",Цэргийн байр
12791,,,Point,106.77925,47.910311,Автобусны буудал,"М17, ХО Найрамдал",Цэргийн байр
12792,,,Point,106.762756,47.907913,Автобусны буудал,"М17, ХО Найрамдал",Хүнс трейд
12793,,,Point,106.763111,47.907488,Автобусны буудал,"М17, ХО Найрамдал",Хүнс трейд
12794,,,Point,106.749806,47.91646,Автобусны буудал,М17,Орбитын хуучин эцэс
12795,,,Point,106.75067,47.915954,Автобусны буудал,"М17, ХО Найрамдал",Орбитын хуучин эцэс
12796,,,Point,106.738714,47.911789,Автобусны буудал,М17,05-р цэргийн анги (Орбит)
12797,,,Point,106.740832,47.924996,Автобусны буудал,"М17, ХО Найрамдал",Хүнсний дэлгүүр
12798,,,Point,106.740417,47.925139,Автобусны буудал,"М17, ХО Найрамдал",Хүнсний дэлгүүр
12799,,,Point,106.733402,47.928339,Автобусны буудал,"М17, ХО Найрамдал",ОРБИТЫН ШИНЭ ЭЦЭС
12800,,,Point,106.794682,47.908187,Автобусны буудал,"М22, М31",Энхжин худалдааны төв
12801,,,Point,106.794917,47.908079,Автобусны буудал,"М22, М31",19-р сургууль
12802,,,Point,106.78589,47.906765,Автобусны буудал,"М22, М31",Монос
12803,,,Point,106.786132,47.906892,Автобусны буудал,"М22, М31",Монос
12804,,,Point,106.785614,47.900667,Автобусны буудал,"М22, М31",Автобус 2
12805,,,Point,106.785839,47.900573,Автобусны буудал,"М22, М31",Мах маркет
12806,,,Point,106.78576,47.896556,Автобусны буудал,"М22, М31",Дэвшил компани
12807,,,Point,106.78552,47.89656,Автобусны буудал,"М22, М31",Дэвшил компани
12808,,,Point,106.785195,47.888804,Автобусны буудал,М22,Монгол цахилгаан утас компани
12809,,,Point,106.785384,47.888718,Автобусны буудал,М22,Карьер
12810,,,Point,106.819056,47.911214,Автобусны буудал,"М4, М5, М12, М23, М24, М26, М39, М44, М46, Т2",Геологийн төв лабратори
12811,,,Point,106.818652,47.911039,Автобусны буудал,"М4, М5, М12, М23, М24, М26, М39, М44, М46, Т2",Геологийн төв лабратори
12812,,,Point,106.818107,47.917187,Автобусны буудал,"М4, М5, М12, М23, М24, М26, М39, М44, М46, Т2",Цахилгаан тээвэр
12813,,,Point,106.818408,47.916588,Автобусны буудал,"М4, М5, М12, М23, М24, М26, М39, М44, М46, Т2",Цахилгаан тээвэр
12814,,,Point,106.817003,47.92087,Автобусны буудал,"М4, М5,М12, М23, М24, М26, М39, М44, М46, Т2",21-р хороолол
12815,,,Point,106.816819,47.920465,Автобусны буудал,"М4, М5,М12, М23, М24, М26, М39, М44, М46, Т2",21-р хороолол
12816,,,Point,106.816416,47.924635,Автобусны буудал,"М5, М12, М23, М44, Т2",Сонгино хайрхан дүүрэг
12817,,,Point,106.816166,47.924178,Автобусны буудал,"М5, М12, М23, М44, Т2",Сонгино хайрхан дүүрэг
12818,,,Point,106.816995,47.928945,Автобусны буудал,"М5, М12, М23, М44, Т2",Давхар дэлгүүр
12819,,,Point,106.81659,47.928326,Автобусны буудал,"М5, М12, М23, М44, Т2",Давхар дэлгүүр
12820,,,Point,106.820393,47.934244,Автобусны буудал,"М12, М44, Т 2",ХМК
12821,,,Point,106.820279,47.933625,Автобусны буудал,"М12, М44, Т 2",ХМК
12822,,,Point,106.82141,47.938603,Автобусны буудал,М12,ГАН ХИЙЦ КОМПАНИ
12823,,,Point,106.814035,47.92141,Автобусны буудал,"М4, М24, М26, М39, М46",Чингис соосэ ДС
12824,,,Point,106.812746,47.921464,Автобусны буудал,"М4, М26, М24",Авто сургууль
12825,,,Point,106.798829,47.920532,Автобусны буудал,М4,Зам
12826,,,Point,106.801644,47.920513,Автобусны буудал,М4,Зам
12827,,,Point,106.79532,47.920147,Автобусны буудал,М4,65-р дэлгүүр
12828,,,Point,106.793345,47.920171,Автобусны буудал,М4,65-р дэлгүүр
12829,,,Point,106.788152,47.919841,Автобусны буудал,М4,Шөнийн дэлгүүр
12830,,,Point,106.789343,47.919738,Автобусны буудал,М4,Шөнийн дэлгүүр
12831,,,Point,106.782087,47.918802,Автобусны буудал,"М4, М41",Толгойтын эцэс
12832,,,Point,106.781278,47.918388,Автобусны буудал,"М4, М41",ТОЛГОЙТЫН ЭЦЭС
12833,,,Point,106.781957,47.913642,Автобусны буудал,"М37, М41",Цэргийн хотхон
12834,,,Point,106.782536,47.912764,Автобусны буудал,"М37, М41",Цэргийн хотхон
12835,,,Point,106.776516,47.913714,Автобусны буудал,М37,42-р сургууль
12836,,,Point,106.775493,47.914039,Автобусны буудал,М37,42-р сургууль
12837,,,Point,106.773513,47.91569,Автобусны буудал,М37,Өрхийн эмнэлэг
12838,,,Point,106.773114,47.916188,Автобусны буудал,М37,Өрхийн эмнэлэг
12839,,,Point,106.767581,47.918589,Автобусны буудал,М37,Гүүрний буудал
12840,,,Point,106.77064,47.917546,Автобусны буудал,М37,Гүүрний буудал
12841,,,Point,106.765905,47.920844,Автобусны буудал,М37,1-р хорооны буудал
12842,,,Point,106.766174,47.920198,Автобусны буудал,М37,1-р хорооны буудал
12843,,,Point,106.764864,47.922818,Автобусны буудал,М37,Цэнхэр дэлгүүр
12844,,,Point,106.765514,47.922712,Автобусны буудал,М37,Цэнхэр дэлгүүр
12845,,,Point,106.765538,47.924531,Автобусны буудал,М37,Гараашийн буудал
12846,,,Point,106.765397,47.924017,Автобусны буудал,М37,Гараашийн буудал
12847,,,Point,106.765452,47.92868,Автобусны буудал,М37,Хуучин эцэс
12848,,,Point,106.76514,47.928051,Автобусны буудал,М37,Хуучин эцэс
12849,,,Point,106.765387,47.931355,Автобусны буудал,М37,Дунд буудал
12850,,,Point,106.765177,47.930595,Автобусны буудал,М37,Дунд буудал
12851,,,Point,106.765723,47.934529,Автобусны буудал,М37,НАРАНГИЙН ГОЛ
12852,,,Point,106.799025,47.923539,Автобусны буудал,"М24, М26",2-р буудал
12853,,,Point,106.799097,47.922528,Автобусны буудал,"М24, М26",2-р буудал
12854,,,Point,106.79551,47.929377,Автобусны буудал,"М24, М26",Их нарангийн хуучин эцэс
12855,,,Point,106.796326,47.927877,Автобусны буудал,"М24, М26",Их нарангийн хуучин эцэс
12856,,,Point,106.793163,47.932756,Автобусны буудал,"М24, М26",ИХ НАРАН
12857,,,Point,106.815803,47.934122,Автобусны буудал,"М5, М23",Өндөр настан
12858,,,Point,106.816136,47.93309,Автобусны буудал,"М5, М23",Өндөр настан
12859,,,Point,106.815,47.937112,Автобусны буудал,"М5, М23",Шинэ давхар
12860,,,Point,106.814847,47.936533,Автобусны буудал,"М5, М23",Шинэ давхар
12861,,,Point,106.821202,47.944967,Автобусны буудал,"М5, М23",Цэргийн анги
12862,,,Point,106.822353,47.945151,Автобусны буудал,"М5, М23",Цэргийн анги
12863,,,Point,106.824949,47.948409,Автобусны буудал,"М5, М23",7-р хороо
12864,,,Point,106.82501,47.947674,Автобусны буудал,"М5, М23",7-р хороо
12865,,,Point,106.826317,47.954087,Автобусны буудал,"М5, М23",Баянхошууны хуучин эцэс
12866,,,Point,106.825927,47.953243,Автобусны буудал,"М5, М23",Баянхошууны хуучин эцэс
12867,,,Point,106.826941,47.960577,Автобусны буудал,"M9, M23",Зүүн салааны 1-р буудал
12868,,,Point,106.827419,47.961043,Автобусны буудал,"M9, M23",Зүүн салааны 1-р буудал
12869,,,Point,106.82917,47.971343,Автобусны буудал,"M9, M23",Зүүн салааны хуучин эцэс
12870,,,Point,106.829314,47.969835,Автобусны буудал,"M9, M23",Зүүн салааны хуучин эцэс
12871,,,Point,106.828825,47.955989,Автобусны буудал,"M5, M9, M15",Тойргийн буудал
12872,,,Point,106.827547,47.956309,Автобусны буудал,"M5, M9, M15",Тойргийн буудал
12873,,,Point,106.838998,47.95528,Автобусны буудал,"M5, M9, M15",Жанцан дэлгүүр
12874,,,Point,106.842012,47.955439,Автобусны буудал,"M9, M15, M25a, M25b",Жанцан дэлгүүр
12875,,,Point,106.840647,47.955962,Автобусны буудал,"M5, M25a, M25b",Жанцан дэлгүүр
12876,,,Point,106.838296,47.959913,Автобусны буудал,"M5, M25a, M25b",БАЯНХОШУУ
12877,,,Point,106.828667,47.976557,Автобусны буудал,"M9, M23",Улаан дэлгүүр
12878,,,Point,106.828558,47.975822,Автобусны буудал,"M9, M23",Улаан дэлгүүр
12879,,,Point,106.827764,47.984122,Автобусны буудал,"M9, M23",Улаан худаг
12880,,,Point,106.827632,47.983536,Автобусны буудал,"M9, M23",Улаан худаг
12881,,,Point,106.827511,47.988995,Автобусны буудал,"M9, M23",ЗҮҮН САЛААНЫ ШИНЭ ЭЦЭС
12882,,,Point,106.82194,47.959231,Автобусны буудал,M15,Мон лаа
12883,,,Point,106.820633,47.959731,Автобусны буудал,M15,Мон лаа
12884,,,Point,106.806807,47.97085,Автобусны буудал,М15,24-р хорооны буудал
12885,,,Point,106.807251,47.970198,Автобусны буудал,М15,24-р хорооны буудал
12886,,,Point,106.803568,47.981723,Автобусны буудал,М15,БАРУУН САЛААНЫ ЭЦЭС
12887,,,Point,106.803557,47.978068,Автобусны буудал,М15,Зээлийн 27-р гудамж
12888,,,Point,106.803963,47.976625,Автобусны буудал,М15,Зээлийн 27-р гудамж
12889,,,Point,106.863248,47.94905,Автобусны буудал,"M9, M15, M25a, M25b",Колонкын буудал
12890,,,Point,106.865327,47.947808,Автобусны буудал,"M9, M15, M25a, M25b",Колонкын буудал
12891,,,Point,106.875327,47.943433,Автобусны буудал,"M9, M15, M25a, M25b",Шинэ буудал
12892,,,Point,106.874451,47.943933,Автобусны буудал,"M9, M15, M25a, M25b",Шинэ буудал
12893,,,Point,106.880244,47.941845,Автобусны буудал,"M9, M15, M25a, M25b",Завсарын буудал
12894,,,Point,106.881555,47.940923,Автобусны буудал,"M9, M15, M25a, M25b",Завсарын буудал
12895,,,Point,106.855182,47.913972,Автобусны буудал,"М19А, М31, М44, М46, М36",3-р эмнэлэг
12896,,,Point,106.854648,47.913841,Автобусны буудал,"М19Б, М31, М44, М46, М36",Саппоро
12897,,,Point,106.859256,47.913382,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М49, Т2, М32, М35, М53",3-р эмнэлэг
12898,,,Point,106.860128,47.912971,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М49, Т2, М32, М35, М53",3-р эмнэлэг
12899,,,Point,106.868149,47.913614,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М49, Т2, М32, М35, М53",10-р хороолол
12900,,,Point,106.86711,47.913943,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М49, Т2, М32, М35, М53",10-р хороолол
12901,,,Point,106.879489,47.914346,Автобусны буудал,"М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М41, М49, Т2, М32, М35",25-р эмийн сан
12902,,,Point,106.87851,47.914574,Автобусны буудал,"М1, М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М47, Т2, М32, М35",25-р эмийн сан
12903,,,Point,106.886314,47.914933,Автобусны буудал,"М1, М4, М5, М6, М17, М22, М23, М24, М26, М27, М37, М39, М41, М47, Т2, М32, М35",ТБД андууд
12904,,,Point,106.88712,47.914309,Автобусны буудал,"М20, М24",Панасоник төв
12905,,,Point,106.89729,47.948181,Автобусны буудал,"М42, М33, М47, М28, М36",Зам Гүүрийн Авто Бааз
12906,,,Point,106.893479,47.915218,Автобусны буудал,"M1, M4, M5, M6, M17, M21, M22, M23, M26, M27, M29, M30, M37, M39, M13, M25Б, M28, M32,М35 ХО Налайх, ХО Ургах наран",МҮЭСТО (баруун 4 зам)
12907,,,Point,106.876646,47.915302,Автобусны буудал,"М1, М39, М47, М49,  М53",25-р эмийн сан
12908,,,Point,106.877752,47.918041,Автобусны буудал,М1,4-р хороолол
12909,,,Point,106.885721,47.918319,Автобусны буудал,М1,Вайт хаус зочид буудал
12910,,,Point,106.890587,47.918929,Автобусны буудал,"M21, M29, M13, T5",Модны 2
12911,,,Point,106.891001,47.91884,Автобусны буудал,"M21, M29, M13, T5",Модны 2
12912,,,Point,106.859168,47.921363,Автобусны буудал,"M19A, M31, M34, M44, M46, M36",Гэмтэлийн эмнэлэг
12913,,,Point,106.858644,47.921676,Автобусны буудал,"M19b, M31, M34, M44, M46, M36",Гэмтэлийн эмнэлэг
12914,,,Point,106.868624,47.922259,Автобусны буудал,"M19A, M31, M34, M44, M46, M36, M10, M21, M29, M43, M45, M47, M49, M50, T5, M13, M53",Дүүхээ дэлгүүр
12915,,,Point,106.867291,47.922626,Автобусны буудал,"M10, M19b, M21, M29, M31, M34, M43, M44, M45, M46, M47, M49, T5, M13, M36, M53","III, IV хорооллын эцэс"
12916,,,Point,106.875007,47.922853,Автобусны буудал,"M10, M19b, M21, M29, M31, M34, M43, M44, M45, M46, M47, M49, T5, M13, M36, M53",Өргөө кино театр
12917,,,Point,106.872701,47.922398,Автобусны буудал,"M19A, M31, M34, M44, M46, M36, M10, M21, M29, M43, M45, M47, M49, M50, T5, M13, M53",11-р байр
12918,,,Point,106.878316,47.922562,Автобусны буудал,"M19A, M31, M34, M44, M46, M36, M10, M21, M29, M43, M45, M47, M49, M50, T5, M13, M53, M39",Парадокс
12919,,,Point,106.886635,47.922827,Автобусны буудал,"M19A, M31, M34, M44, M46, M36, M10, M21, M29, M43, M45, M47, M49, M50, T5, M13, M53, M39",Ахуйн үйлчилгээ
12920,,,Point,106.889101,47.924097,Автобусны буудал,"M10, M21, M29, M43, M46, M49, M50",Эх нялхас (Ахуйн үйлчилгээний ордон)
12921,,,Point,106.884086,47.925923,Автобусны буудал,"M10, M21, M29, M43, M46, M49, M50",28-р сургууль
12922,,,Point,106.878847,47.925117,Автобусны буудал,"M10, M21, M29, M43, M46, M49, M50",Бичилийн аркны буудал
12923,,,Point,106.894349,47.924986,Автобусны буудал,"M10, M16Б, M31, M34, M43, M44, M45, M46,M47, M50, M36, M53",Гандан
12924,,,Point,106.893959,47.924514,Автобусны буудал,"M10, M16Б, M31, M34, M43, M44, M45, M46,M47, M50, M36, M53, M39, M21, M19A",Гандан
12925,,,Point,106.88474,47.909671,Автобусны буудал,"М24, М20, М30, ХО1 Туул тосгон, М25Б, М28",Вокзал
12926,,,Point,106.894554,47.911611,Автобусны буудал,"М24, М20, М30, ХО Налайх, М25Б, М28, ХО Хонхор",Тээврийн товчоо
12927,,,Point,106.890648,47.909583,Автобусны буудал,"М24, М20, М30, М25Б, М28",Барс худалдааны төв
12928,,,Point,106.880912,47.923015,Автобусны буудал,"M19Б, M31, M34, M44, M45, M36, M53, M47, M13,T5",Москва ресторан
12929,,,Point,106.869536,47.924827,Автобусны буудал,М50,97-р сургууль
12930,,,Point,106.870359,47.924679,Автобусны буудал,М50,97-р сургууль
12931,,,Point,106.891217,47.908919,Автобусны буудал,"М41, Т4, ХО1 Туул тосгон, ХО Ургах наран",Барс худалдааны төв
12932,,,Point,106.909575,47.91655,Автобусны буудал,"M1, M4, М21, M23, М25А, М26, M27, M29,М45, M13,M32,М35, ХО Ургах наран, Т2, Т4, Т5",Мөнгөн завъяа
12933,,,Point,106.883352,47.938067,Автобусны буудал,"M9, M15, M25a, M25b",Зурагтын шинэ эцэс
12934,,,Point,106.883643,47.937945,Автобусны буудал,"M9, M15, M25a, M25b",Зурагтын шинэ эцэс
12935,,,Point,106.888009,47.931335,Автобусны буудал,"M9, M15, M25a, M25b",Зурагтын хуучин эцэс
12936,,,Point,106.888032,47.930937,Автобусны буудал,"M9, M15, M25a, M25b",Зурагтын хуучин эцэс
12937,,,Point,106.89368,47.92667,Автобусны буудал,"M9, M15, M25a, M25b",Эх нялхасын эмнэлэг
12938,,,Point,106.89315,47.927286,Автобусны буудал,"M9, M15, M25a, M25b",Эх нялхасын эмнэлэг
12939,,,Point,106.910637,47.923071,Автобусны буудал,"М3, М6, М33, М18",Хүнсний 1-р дэлгүүр
12940,,,Point,106.910988,47.922498,Автобусны буудал,"М3, М6, М7, М16",Хүнсний 1-р дэлгүүр
12941,,,Point,106.911964,47.917693,Автобусны буудал,"М3, М6, М9, М16, М7, М17, М18, М19Б, М22, М37, М43, ХО Био",Цэцэг төв
12942,,,Point,106.911624,47.917922,Автобусны буудал,"М3, М8, М9, М11, М19Б, М19А, М33, М25А,  М43, ХО Био,",Ард кино театр
12943,,,Point,106.881424,47.958846,Автобусны буудал,М42,СОГООТЫН ГУДАМЖ /микроны эцэс/
12944,,,Point,106.884397,47.955288,Автобусны буудал,М42,Гахайн байр
12945,,,Point,106.884273,47.955742,Автобусны буудал,М42,Гахайн байр
12946,,,Point,106.889072,47.951848,Автобусны буудал,"М42, М32",Булгын 20-р гудамж
12947,,,Point,106.888686,47.95236,Автобусны буудал,"М42, М32",Булгын 20-р гудамж
12948,,,Point,106.897564,47.948339,Автобусны буудал,"М42, М33, М47, М28, М36",ЗГАБ
12949,,,Point,106.90037,47.946187,Автобусны буудал,"М42, М33, М47, М28, М36",Дэнжийн 1000-ын зах
12950,,,Point,106.901322,47.945649,Автобусны буудал,"М42, М33, М47, М28, М36",Дэнжийн 1000-ын зах
12951,,,Point,106.90327,47.943107,Автобусны буудал,"М42, М33, М47, М28, М36",Хүчит шонхор зах
12952,,,Point,106.903048,47.943976,Автобусны буудал,"М42, М33, М47, М28, М36",Хүчит шонхор зах
12953,,,Point,106.906488,47.938665,Автобусны буудал,"М42, М33, М47, М28, М36",Чингэлтэйн 7-р гудамж
12954,,,Point,106.905628,47.93983,Автобусны буудал,"М42, М33, М47, М28, М36",Чингэлтэйн 7-р гудамж
12955,,,Point,106.901775,47.956958,Автобусны буудал,"М16, М40, М53",15-ын буудал
12956,,,Point,106.902503,47.95658,Автобусны буудал,"М16, М40, М53",15-ын буудал
12957,,,Point,106.885165,47.967167,Автобусны буудал,"М16, М40, М53",ХАЙЛААСТЫН ШИНЭ ЭЦЭС
12958,,,Point,106.897245,47.961484,Автобусны буудал,"М16, М40, М53",Хайлаастын хуучин эцэс
12959,,,Point,106.896745,47.961928,Автобусны буудал,"М16, М40, М53",Хайлаастын хуучин эцэс
12960,,,Point,106.906678,47.953075,Автобусны буудал,"М16, М40, М53",Давхарын буудал
12961,,,Point,106.907573,47.952598,Автобусны буудал,"М16, М40, М53",Давхарын буудал
12962,,,Point,106.910771,47.950477,Автобусны буудал,"М16, М40, М53",Гялгар зах
12963,,,Point,106.888006,47.981219,Автобусны буудал,М18,Уран мандал хүнсний дэлгүүр
12964,,,Point,106.88675,47.982376,Автобусны буудал,М18,Уран мандал хүнсний дэлгүүр
12965,,,Point,106.881424,47.989834,Автобусны буудал,М18,Зүрх уулын 1-р буудал
12966,,,Point,106.877286,47.994722,Автобусны буудал,М18,Дуки хүнсний дэлгүүр
12967,,,Point,106.876709,47.995908,Автобусны буудал,М18,Дуки хүнсний дэлгүүр
12968,,,Point,106.873894,48.000477,Автобусны буудал,М18,ЗҮРХ УУЛ /Чингэлтэйн эцэс/
12969,,,Point,106.883009,47.98561,Автобусны буудал,М18,Чингэлтэйн хуучин эцэс
12970,,,Point,106.883047,47.984939,Автобусны буудал,М18,Чингэлтэйн хуучин эцэс
12971,,,Point,106.900905,47.974425,Автобусны буудал,М18,Камель дэлгүүр
12972,,,Point,106.899864,47.974996,Автобусны буудал,М18,Камель дэлгүүр
12973,,,Point,106.892587,47.978256,Автобусны буудал,М18,Хорооны буудал
12974,,,Point,106.892947,47.97775,Автобусны буудал,М18,Хорооны буудал
12975,,,Point,106.905283,47.971413,Автобусны буудал,М18,Сургуулийн буудал
12976,,,Point,106.903563,47.972642,Автобусны буудал,М18,Сургуулийн буудал
12977,,,Point,106.915538,47.969135,Автобусны буудал,М18,Чингэлтэйн 1-р буудал
12978,,,Point,106.917131,47.968429,Автобусны буудал,"М2,М3, М18, М30, М31, М39, ХО Санзай, ХО Шарга морьт",7 буудал
12979,,,Point,106.917586,47.969016,Автобусны буудал,"М2,М3, М18, М30, М31, ХО Санзай, ХО Шарга морьт",7 БУУДАЛ-ын эцэс
12980,,,Point,106.917567,47.965766,Автобусны буудал,"М2,М3, М18, М30, М31, ХО Санзай, ХО Шарга морьт",6 буудал
12981,,,Point,106.917302,47.964981,Автобусны буудал,"М2,М3, М18, М30, М31, М39, ХО Санзай, ХО Шарга морьт",6 буудал
12982,,,Point,106.916349,47.958699,Автобусны буудал,"М2,М3, М18, М30, М31, ХО Санзай, ХО Шарга морьт",Завсарын буудал
12983,,,Point,106.915938,47.958215,Автобусны буудал,"М2,М3, М18, М30, М31, М39, ХО Санзай, ХО Шарга морьт",Завсарын буудал
12984,,,Point,106.915489,47.955261,Автобусны буудал,"М2,М3, М18, М30, М31, ХО Санзай, ХО Шарга морьт",5 буудал
12985,,,Point,106.915045,47.954605,Автобусны буудал,"М2,М3, М18, М30, М31, М39, ХО Санзай, ХО Шарга морьт",5 буудал
12986,,,Point,106.895603,47.916276,Автобусны буудал,"М6, М30, М45, М25Б",Элба дэлгүүр
12987,,,Point,106.902254,47.915955,Автобусны буудал,"M1, M4, М21, M23, М26, M27, M29, M25А, М45, M13,M32,М35 ХО Налайх, ХО Ургах наран, Т2, Т4, Т5",Энхтайван найрамдлын ордон
12988,,,Point,106.899279,47.919806,Автобусны буудал,"М6, М25А, М26, М30, М45, М25Б",Бөмбөгөр худалдааны төв
12989,,,Point,106.898833,47.919619,Автобусны буудал,"М5, М6, М17, М22, М30, М37, М39, М45, ХО Санзай, ХО Налайх, М25Б, М28, М35",Бөмбөгөр худалдааны төв
12990,,,Point,106.901946,47.925026,Автобусны буудал,"М30, ХО Санзай",Баянбогд төв
12991,,,Point,106.901065,47.92318,Автобусны буудал,"М28, М30, М39, ХО Санзай",Нарны титэм
12992,,,Point,106.903363,47.926996,Автобусны буудал,"М39, М30, М28, ХО Санзай",Баянбүрд
12993,,,Point,106.903857,47.927061,Автобусны буудал,"М30, ХО Санзай",Баянбүрд
12994,,,Point,106.908556,47.92822,Автобусны буудал,"М33, М34, М42, М44, М50, М46",Баянбүрд
12995,,,Point,106.907734,47.928345,Автобусны буудал,"М15, М34, М42, М44, М46, М50",Баянбүрд
12996,,,Point,106.904798,47.922042,Автобусны буудал,"М5, М6, М9, М10, М17, М19Б, М22, М37, М43, М35, ХО Налайх",Тэнгис кино театр
12997,,,Point,106.907033,47.92188,Автобусны буудал,"М6, М9, М10, М15, М19А, М21, М25А, М26, М43",Чингэлтэй дүүрэг
12998,,,Point,106.906365,47.933352,Автобусны буудал,"М30, М31, М39, М47, М28, М36, М53, ХО Санзай",Цагаан байр
12999,,,Point,106.905575,47.932773,Автобусны буудал,"М30, М31, М33, М39, М42, М47, М28, М36, М53, ХО Санзай",Цагаан байр
13000,,,Point,106.909466,47.937392,Автобусны буудал,"М30, М31, М39, М53, ХО Санзай",39-р сургууль
13001,,,Point,106.908028,47.935901,Автобусны буудал,"М30, М31, М33, М39, М42, М47, М28, М36, М53, ХО Санзай",39-р сургууль
13002,,,Point,106.911864,47.939608,Автобусны буудал,"М30, М31, М33, М39, М42, М53, ХО Санзай",57-р сургууль
13003,,,Point,106.912764,47.939482,Автобусны буудал,"М30, М31, М39, ХО Санзай, М53",57-р сургууль
13004,,,Point,106.91448,47.943222,Автобусны буудал,"М2,М3, М16, М18, М30, М31, М39, М40, М53, ХО Санзай, ХО Шарга морьт",32-ын тойрог
13005,,,Point,106.914572,47.944797,Автобусны буудал,"М2,М3, М16, М18, М30, М31, М39, М40, М53, ХО Санзай, ХО Шарга морьт",32-ын тойрог
13006,,,Point,106.913862,47.947604,Автобусны буудал,"М2,М3, М16, М18, М30, М31, М39, М40, М53, ХО Санзай, ХО Шарга морьт",17-р сургууль
13007,,,Point,106.914252,47.950388,Автобусны буудал,"М2,М3, М18, М30, М31, М39, ХО Санзай, ХО Шарга морьт",17-р сургууль
13008,,,Point,106.908031,47.916247,Автобусны буудал,"M1, M4, M5, M17,М20, M22, M23,M27, M29, M37, М45, M13,M32,М35 ХО Налайх, ХО Ургах наран, Т2, Т4, Т5",Хүнсний 20-р дэлгүүр
