id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Эхлэл,Төгсгөл,Замын ангилал,Нэр
90688,,,Polygon,106.786084,47.906043,Авто зам,,,Явган зам,189 | Сонсголонгийн зам
90689,,,Polygon,106.785815,47.90697,Авто зам,,,Явган зам,189 | Сонсголонгийн зам
90690,,,Polygon,106.785458,47.897678,Авто зам,,,Явган зам,189 | Сонсголонгийн зам
90691,,,Polygon,106.943695,47.905198,Авто зам,,,Явган зам,189
90692,,,Polygon,106.943536,47.90677,Авто зам,,,Явган зам,189
90693,,,Polygon,106.94807,47.922644,Авто зам,,,Явган зам,189
90694,,,Polygon,106.947995,47.922275,Авто зам,,,Явган зам,189
90695,,,Polygon,106.946846,47.922205,Авто зам,,,Явган зам,189
90696,,,Polygon,106.947095,47.922483,Авто зам,,,Явган зам,189
90697,,,Polygon,106.948081,47.920988,Авто зам,,,Явган зам,189
90698,,,Polygon,106.948113,47.921148,Авто зам,,,Явган зам,189
90699,,,Polygon,106.948111,47.921327,Авто зам,,,Явган зам,189
90700,,,Polygon,106.94575,47.92222,Авто зам,,,Явган зам,189
90701,,,Polygon,106.944162,47.922391,Авто зам,,,Явган зам,189
90702,,,Polygon,106.944828,47.922372,Авто зам,,,Явган зам,189
90703,,,Polygon,106.943713,47.922085,Авто зам,,,Явган зам,189
90704,,,Polygon,106.946207,47.922843,Авто зам,,,Явган зам,189
90705,,,Polygon,106.945458,47.922971,Авто зам,,,Явган зам,189
90706,,,Polygon,106.943272,47.921524,Авто зам,,,Явган зам,189
90707,,,Polygon,106.947673,47.923549,Авто зам,,,Явган зам,189
90708,,,Polygon,106.947761,47.924013,Авто зам,,,Явган зам,189
90709,,,Polygon,106.840848,47.913507,Авто зам,,,Явган зам,189
90710,,,Polygon,106.839473,47.913972,Авто зам,,,Явган зам,189
90711,,,Polygon,106.984224,47.920102,Авто зам,,,Явган зам,189
90712,,,Polygon,106.851188,47.95234,Авто зам,,,Явган зам,189
90713,,,Polygon,106.93659,47.91596,Авто зам,,,Явган зам,189
90714,,,Polygon,107.035297,47.924178,Авто зам,,Баатархайрханы гудамж,Туслах зам,188
90715,,,Polygon,107.035387,47.924004,Авто зам,,,Явган зам,189
90716,,,Polygon,106.90257,47.915352,Авто зам,,,Явган зам,189
90717,,,Polygon,106.903741,47.915605,Авто зам,,,Явган зам,189
90718,,,Polygon,106.902472,47.915102,Авто зам,,,Явган зам,189
90719,,,Polygon,106.972053,47.915602,Авто зам,,,Явган зам,189
90720,,,Polygon,106.906178,47.914166,Авто зам,,,Явган зам,189
90721,,,Polygon,106.906088,47.914892,Авто зам,,,Явган зам,189
90722,,,Polygon,106.892033,47.922195,Авто зам,,,,
90723,,,Polygon,106.936339,47.91101,Авто зам,Орон сууцны хороолол доторх,,Хороолол доторх зам,188
90724,,,Polygon,106.938439,47.909618,Авто зам,,,Явган зам,189
90725,,,Polygon,106.93838,47.909989,Авто зам,,,Явган зам,189
90726,,,Polygon,106.938365,47.910267,Авто зам,,,Явган зам,189
90727,,,Polygon,106.938321,47.910572,Авто зам,,,Явган зам,189
90728,,,Polygon,106.928605,47.902889,Авто зам,,,,Их монгол улсын гудамж
90729,,,Polygon,106.928472,47.90339,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90730,,,Polygon,106.938318,47.910022,Авто зам,,Миний дэлгүүр,Туслах зам,188
90731,,,Polygon,106.823915,47.957608,Авто зам,Баруун салааны гудамж,,Туслах зам,188
90732,,,Polygon,106.90518,47.915737,Авто зам,,,Явган зам,189
90733,,,Polygon,106.905783,47.915641,Авто зам,,,Явган зам,189
90734,,,Polygon,106.90538,47.915268,Авто зам,,,Явган зам,189
90735,,,Polygon,106.904615,47.915321,Авто зам,,,Явган зам,189
90736,,,Polygon,106.994637,47.914248,Авто зам,Цагдаагийн академийн өргөн чөлөөнөөс,Да хүрээ гудамж хүртэл,Явган зам,Хилчний гудамж
90737,,,Polygon,106.995484,47.914168,Авто зам,,,Хороолол доторх зам,189
90738,,,Polygon,106.931434,47.898746,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90739,,,Polygon,106.931284,47.899595,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90740,,,Polygon,106.93146,47.899842,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90741,,,Polygon,106.931168,47.900053,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90742,,,Polygon,106.930626,47.900344,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90743,,,Polygon,106.929745,47.90078,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90744,,,Polygon,106.929132,47.90199,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90745,,,Polygon,106.928459,47.902397,Авто зам,,,Явган зам,Их монгол улсын гудамж | 189
90746,,,Polygon,106.927966,47.90348,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90747,,,Polygon,106.92839,47.903671,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90748,,,Polygon,106.928421,47.903672,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90749,,,Polygon,106.928353,47.90405,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90750,,,Polygon,106.931985,47.898734,Авто зам,,,Хороолол доторх зам,Их монгол улсын гудамж | 189
90751,,,Polygon,106.930755,47.900326,Авто зам,,,Хороолол доторх зам,189 | Их монгол улсын гудамж
90752,,,Polygon,106.928194,47.903031,Авто зам,,,Явган зам,Их монгол улсын гудамж | 189
90753,,,Polygon,106.929405,47.904414,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90754,,,Polygon,106.791553,47.84832,Авто зам,,,Явган зам,189
90755,,,Polygon,106.928978,47.904246,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90756,,,Polygon,106.930057,47.904312,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90757,,,Polygon,106.930482,47.904332,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90758,,,Polygon,106.930897,47.904355,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90759,,,Polygon,106.931809,47.9044,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90760,,,Polygon,106.933142,47.904459,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90761,,,Polygon,106.934409,47.904534,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90762,,,Polygon,106.935481,47.904584,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90763,,,Polygon,106.940356,47.905901,Авто зам,Баянмонгол хорооллын авто зам,,Туслах зам,Хүннүгийн гудамж
90764,,,Polygon,106.936045,47.904615,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90765,,,Polygon,106.93668,47.90465,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90766,,,Polygon,106.938691,47.904696,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90767,,,Polygon,106.942571,47.904718,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90768,,,Polygon,106.943143,47.904683,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90769,,,Polygon,106.942945,47.904898,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90770,,,Polygon,106.941968,47.904865,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90771,,,Polygon,106.941093,47.90488,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90772,,,Polygon,106.9102,47.903113,Авто зам,,,,
90773,,,Polygon,106.93902,47.904891,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90774,,,Polygon,106.936684,47.904791,Авто зам,,,Явган зам,189 | Хүннүгийн гудамж
90775,,,Polygon,106.888416,47.914072,Авто зам,,,Хороолол доторх зам,188
90776,,,Polygon,106.889663,47.91386,Авто зам,,,Явган зам,189
90777,,,Polygon,106.888195,47.91412,Авто зам,,,Явган зам,189
90778,,,Polygon,106.760563,47.857325,Авто зам,Морингийн замаас,Нисэхийн эцсийн буудал хүртэл,Хороолол доторх зам,188 | Баруун Сонсголонгийн гудамж
90779,,,Polygon,106.761981,47.85805,Авто зам,,,Явган зам,189
90780,,,Polygon,106.762128,47.856976,Авто зам,,,Явган зам,189
90781,,,Polygon,106.762213,47.856521,Авто зам,,,Явган зам,189
90782,,,Polygon,106.887249,47.913014,Авто зам,,,Хороолол доторх зам,
90783,,,Polygon,106.887434,47.913379,Авто зам,,,Хороолол доторх зам,
90784,,,Polygon,106.889539,47.913084,Авто зам,,"БГД 3 хороо, 50,51-р байр",Хороолол доторх зам,188
90785,,,Polygon,106.889247,47.913268,Авто зам,,,Явган зам,189
90786,,,Polygon,106.889758,47.912863,Авто зам,,,Явган зам,189
90787,,,Polygon,106.889541,47.912804,Авто зам,,,Явган зам,189
90788,,,Polygon,106.889654,47.912621,Авто зам,,,Явган зам,189
90789,,,Polygon,106.889979,47.912806,Авто зам,,,Явган зам,189
90790,,,Polygon,106.88964,47.913134,Авто зам,,,Явган зам,189
90791,,,Polygon,106.93986,47.885582,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90792,,,Polygon,106.940158,47.885515,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90793,,,Polygon,106.940125,47.885523,Авто зам,,,Хороолол доторх зам,Их монгол улсын гудамж
90794,,,Polygon,106.910076,47.902997,Авто зам,,,Явган зам,189
90795,,,Polygon,106.93892,47.888755,Авто зам,,,,Их монгол улсын гудамж
90796,,,Polygon,106.939087,47.888866,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90797,,,Polygon,106.938777,47.889879,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90798,,,Polygon,106.937899,47.890733,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90799,,,Polygon,106.936843,47.892477,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90800,,,Polygon,106.935848,47.893658,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90801,,,Polygon,106.934675,47.895041,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90802,,,Polygon,106.93355,47.896365,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90803,,,Polygon,106.513266,47.927892,Авто зам,Хүй 7 худаг,,Туслах зам,188
90804,,,Polygon,106.93251,47.897444,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90805,,,Polygon,106.935443,47.89435,Авто зам,,,Явган зам,189 | Их монгол улсын гудамж
90806,,,Polygon,106.866891,47.936878,Авто зам,БГД-ийн 10-р хорооны гэр хороолол дундах,,Явган зам,
90807,,,Polygon,106.864576,47.939963,Авто зам,БГД-ийн 10-р хорооны гэр хороолол дундах,,Явган зам,
90808,,,Polygon,106.927899,47.914884,Авто зам,,,Хороолол доторх зам,
90809,,,Polygon,106.909616,47.902374,Авто зам,,,Явган зам,189
90810,,,Polygon,106.909723,47.901859,Авто зам,,,Явган зам,189
90811,,,Polygon,107.142674,47.895172,Авто зам,Баянзүрх уул хүртэл,,Явган зам,189
90812,,,Polygon,106.509962,47.928015,Авто зам,Хүй 7 худаг,,Явган зам,189
90813,,,Polygon,106.513152,47.927949,Авто зам,Хүй 7 худаг,,Явган зам,189
90814,,,Polygon,106.513789,47.929148,Авто зам,Хүй 7 худаг,,Явган зам,189
90815,,,Polygon,106.928467,47.899594,Авто зам,ХУД 15 хороо,,Явган зам,
90816,,,Polygon,106.787287,47.845352,Авто зам,Буянт-Ухаа 2 хороолол,,Хороолол доторх зам,188
90817,,,Polygon,106.786145,47.845904,Авто зам,Буянт-Ухаа 2 хороолол,,Хороолол доторх зам,188
90818,,,Polygon,106.786054,47.846047,Авто зам,Буянт-Ухаа 2 хороолол,,Хороолол доторх зам,188
90819,,,Polygon,106.786141,47.846096,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90820,,,Polygon,106.78632,47.845698,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90821,,,Polygon,106.788122,47.844835,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90822,,,Polygon,106.788646,47.845066,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90823,,,Polygon,106.788769,47.845167,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90824,,,Polygon,106.788236,47.844286,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90825,,,Polygon,106.787372,47.845002,Авто зам,,Буянт-Ухаа 2 хороолол,Хороолол доторх зам,189
90826,,,Polygon,106.78711,47.845717,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90827,,,Polygon,106.788234,47.845768,Авто зам,Буянт-Ухаа 2 хороолол,,Явган зам,189
90828,,,Polygon,106.905518,47.95512,Авто зам,,,Явган зам,189 | Хайлаастын гудамж
90829,,,Polygon,106.905608,47.955201,Авто зам,,,Явган зам,189 | Хайлаастын гудамж
90830,,,Polygon,106.91374,47.949566,Авто зам,,,Явган зам,189 | Чингэлтэйн өргөн чөлөө
90831,,,Polygon,106.914041,47.949532,Авто зам,,,Явган зам,189 | Чингэлтэйн өргөн чөлөө
90832,,,Polygon,106.953119,47.902671,Авто зам,,,Явган зам,189
90833,,,Polygon,106.960554,47.899531,Авто зам,,,Явган зам,189
90834,,,Polygon,106.988201,47.887029,Авто зам,Яармагийн гүүр,Баянзүрхийн товчоо,Гол зам,188 | Дүнжингаравын гудамж
90835,,,Polygon,106.958538,47.882897,Авто зам,ХААИСургуулийн зүүн хойд талын уулзвараас,Бага тэнгэрийн уулзар хүртэл,Туслах зам,Дүнжингаравын гудамж | 188
90836,,,Polygon,106.904127,47.886542,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90837,,,Polygon,106.905099,47.88679,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90838,,,Polygon,106.905277,47.887326,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90839,,,Polygon,106.920311,47.904452,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90840,,,Polygon,106.791926,47.848374,Авто зам,,,Явган зам,189
90841,,,Polygon,106.906494,47.887267,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90842,,,Polygon,106.907486,47.887482,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90843,,,Polygon,106.908632,47.887386,Авто зам,,,Явган зам,Дүнжингаравын гудамж | 189
90844,,,Polygon,106.909679,47.887804,Авто зам,,,Явган зам,Дүнжингаравын гудамж | 189
90845,,,Polygon,106.912592,47.887447,Авто зам,,,Явган зам,Дүнжингаравын гудамж | 189
90846,,,Polygon,106.913767,47.887296,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90847,,,Polygon,106.813657,47.920585,Авто зам,,,Явган зам,189
90848,,,Polygon,106.814926,47.920595,Авто зам,,,Явган зам,189
90849,,,Polygon,106.913528,47.887222,Авто зам,,,,Дүнжингаравын гудамж
90850,,,Polygon,106.91482,47.887194,Авто зам,,,Явган зам,189 | Дүнжингаравын гудамж
90851,,,Polygon,106.925101,47.904653,Авто зам,Их монгол улсын гудамжнаас Чингисийн өргөн чөлөө хүртэл,,Туслах зам,Махатма Гандигийн гудамж
90852,,,Polygon,106.92768,47.903351,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90853,,,Polygon,106.92746,47.903841,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90854,,,Polygon,106.927304,47.903856,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90855,,,Polygon,106.919383,47.904147,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90856,,,Polygon,106.920914,47.904165,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90857,,,Polygon,106.921664,47.90425,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90858,,,Polygon,106.927033,47.904169,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90859,,,Polygon,106.925459,47.904347,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90860,,,Polygon,106.920858,47.904484,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90861,,,Polygon,106.921992,47.904524,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90862,,,Polygon,106.923524,47.904558,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90863,,,Polygon,106.924644,47.904595,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90864,,,Polygon,106.92529,47.904637,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90865,,,Polygon,106.925727,47.904667,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90866,,,Polygon,106.926201,47.904584,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90867,,,Polygon,106.903784,47.891083,Авто зам,,,Явган зам,189
90868,,,Polygon,106.941363,47.947027,Авто зам,,,Явган зам,189
90869,,,Polygon,106.940849,47.946744,Авто зам,,,Явган зам,189
90870,,,Polygon,106.927234,47.904473,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90871,,,Polygon,106.927057,47.904833,Авто зам,,,Явган зам,189 | Махатма Гандигийн гудамж
90872,,,Polygon,106.927549,47.903561,Авто зам,,,Явган зам,Махатма Гандигийн гудамж | 189
90873,,,Polygon,106.8882,47.913041,Авто зам,41-р байр,81-р байр,Хороолол доторх зам,188
90874,,,Polygon,106.887724,47.912917,Авто зам,,,Явган зам,189
90875,,,Polygon,106.887873,47.912999,Авто зам,,,Явган зам,189
90876,,,Polygon,106.888618,47.913118,Авто зам,,,Явган зам,189
90877,,,Polygon,108.390231,47.786704,Авто зам,,,Явган зам,189
90878,,,Polygon,106.888523,47.913188,Авто зам,,,Явган зам,189
90879,,,Polygon,106.910254,47.905087,Авто зам,,,Хороолол доторх зам,189
90880,,,Polygon,106.943198,47.941439,Авто зам,,,Явган зам,189
90881,,,Polygon,106.945541,47.942804,Авто зам,,Дарь-Эх цогцолбор хүртэл,,
90882,,,Polygon,106.915432,47.900948,Авто зам,Төв цэнгэлдэх хүрээлэнгийн арын зам,,Туслах зам,Махатма Гандигийн гудамж
90883,,,Polygon,106.813587,47.919699,Авто зам,,,Явган зам,189
90884,,,Polygon,106.813554,47.920237,Авто зам,,,Явган зам,189
90885,,,Polygon,106.904192,47.891077,Авто зам,,,Явган зам,189
90886,,,Polygon,106.904935,47.891149,Авто зам,,,Явган зам,189
90887,,,Polygon,106.903699,47.891397,Авто зам,,,Явган зам,189
90888,,,Polygon,106.903896,47.892089,Авто зам,,,Явган зам,189
90889,,,Polygon,106.904286,47.892074,Авто зам,Туул гол гудамж,,Туслах зам,188
90890,,,Polygon,106.903901,47.892873,Авто зам,,,Явган зам,189
90891,,,Polygon,106.940263,47.920418,Авто зам,,,,
90892,,,Polygon,106.94064,47.921843,Авто зам,,,Явган зам,189
90893,,,Polygon,106.941292,47.921842,Авто зам,,,Явган зам,189
90894,,,Polygon,106.937334,47.947395,Авто зам,,,Явган зам,189
90895,,,Polygon,106.894817,47.900533,Авто зам,18-р сургуулийн хашаанд,,Явган зам,189
90896,,,MultiPolygon,106.704426,47.88448,Авто зам,Товчооны зам,Авто худалдааны төв,Туслах зам,Нэршүүлэх | 188
90897,,,Polygon,106.703289,47.88429,Авто зам,,,Явган зам,189 | Бат кубик ХХК
90898,,,Polygon,106.704394,47.883945,Авто зам,,,Явган зам,189
90899,,,Polygon,106.703798,47.884675,Авто зам,,,Явган зам,189
90900,,,Polygon,106.703336,47.885242,Авто зам,,,Явган зам,189
90901,,,Polygon,106.702884,47.885795,Авто зам,,,Явган зам,189
90902,,,Polygon,106.702537,47.886222,Авто зам,,,Явган зам,189
90903,,,Polygon,106.704407,47.883541,Авто зам,,,Явган зам,189
90904,,,Polygon,106.704247,47.883738,Авто зам,,,Явган зам,189
90905,,,Polygon,106.704089,47.88393,Авто зам,,,Явган зам,189
90906,,,Polygon,106.703935,47.884113,Авто зам,,,Явган зам,189
90907,,,Polygon,106.703802,47.884274,Авто зам,,,Явган зам,189
90908,,,Polygon,106.703725,47.884368,Авто зам,,,Явган зам,189
90909,,,Polygon,106.703604,47.884517,Авто зам,,,Явган зам,189
90910,,,Polygon,106.703516,47.884625,Авто зам,,,Явган зам,189
90911,,,Polygon,106.703428,47.884731,Авто зам,,,Явган зам,189
90912,,,Polygon,106.703226,47.884982,Авто зам,,,Явган зам,189
90913,,,Polygon,106.703151,47.885079,Авто зам,,,Явган зам,189
90914,,,Polygon,106.703073,47.885173,Авто зам,,,Явган зам,189
90915,,,Polygon,106.702586,47.885775,Авто зам,,,Явган зам,189
90916,,,Polygon,106.857145,48.077325,Авто зам,,,Гол зам,188
90917,,,Polygon,106.840845,48.080563,Авто зам,,,Гол зам,191
90918,,,Polygon,106.810245,48.087596,Авто зам,Санзайн зам,Гүнтийн даваа чиглэлийн,Гол зам,188
90919,,,Polygon,106.580677,47.882606,Авто зам,,,Хороолол доторх зам,191
90920,,,Polygon,106.802988,47.867621,Авто зам,Наадамчдын зам,Гэр хороолол дунд,Туслах зам,188
90921,,,Polygon,106.890052,47.965787,Авто зам,,,Хороолол доторх зам,37 дугаар гудамж | 188
90922,,,Polygon,106.871377,47.973377,Авто зам,,,Хороолол доторх зам,59 дүгээр гудамж | 191
90923,,,Polygon,106.885886,47.966285,Авто зам,,,Хороолол доторх зам,221 дүгээр цэцэрлэг | 188
90924,,,Polygon,106.937416,47.946733,Авто зам,,,Явган зам,189
90925,,,Polygon,106.937409,47.946506,Авто зам,,,Явган зам,189
90926,,,Polygon,106.799806,47.819486,Авто зам,Нисэхийн пост,Чингисийн хүрээ амралтын газар,,
90927,,,Polygon,106.887994,47.970108,Авто зам,,,Хороолол доторх зам,49 дүгээр гудамж | 191
90928,,,Polygon,106.887334,47.951187,Авто зам,,,Хороолол доторх зам,220 дугаар цэцэрлэг | 191
90929,,,Polygon,106.912383,47.995155,Авто зам,Санзайн зам,Салхитын эцэс,Гол зам,188 | Дээд салхит
90930,,,Polygon,106.904224,48.012624,Авто зам,Санзайн зам,Шадивлан зуслангийн эцэс,Туслах зам,188 | Шадивлан чиглэлийн авто зам
90931,,,Polygon,106.940163,47.947847,Авто зам,,,Явган зам,189
90932,,,Polygon,106.941221,47.947417,Авто зам,,,Явган зам,189
90933,,,Polygon,106.939721,47.947535,Авто зам,,,Явган зам,189
90934,,,Polygon,106.937103,47.948314,Авто зам,,,Явган зам,189
90935,,,Polygon,106.942714,47.947677,Авто зам,,,Явган зам,189
90936,,,Polygon,106.942114,47.947385,Авто зам,,,Явган зам,189
90937,,,Polygon,106.939794,47.946412,Авто зам,,,Явган зам,189
90938,,,Polygon,106.938678,47.946285,Авто зам,,,Явган зам,189
90939,,,Polygon,106.938117,47.946075,Авто зам,,,Явган зам,189
90940,,,Polygon,106.869757,47.933263,Авто зам,,,Туслах зам,187
90941,,,Polygon,106.873306,47.931829,Авто зам,,,Туслах зам,Зүүн наран 4 хэсэг | 187
90942,,,Polygon,106.943238,47.941414,Авто зам,,Дарь-Эх цогцолбор хүртэл,,
90943,,,Polygon,106.878842,48.132456,Авто зам,,,Туслах зам,187
90944,,,Polygon,106.883017,48.12391,Авто зам,Санзайн зуслан хүртэл,,,Санзайн зам
90945,,,Polygon,108.390148,47.787257,Авто зам,,,Явган зам,189
90946,,,Polygon,108.389968,47.787282,Авто зам,,,Явган зам,189
90947,,,Polygon,106.889051,48.127427,Авто зам,Санзайн зуслан хүртэл,,Туслах зам,Санзайн зам | 191
90948,,,Polygon,106.87601,48.1337,Авто зам,,,Хороолол доторх зам,
90949,,,Polygon,106.905222,48.135673,Авто зам,Санзайн зуслан хүртэл,,Туслах зам,188 | Санзайн зам
90950,,,Polygon,106.884657,48.127075,Авто зам,Санзайн зуслан хүртэл,,,Санзайн зам
90951,,,Polygon,106.882688,48.122719,Авто зам,Санзайн зуслан хүртэл,,,Санзайн зам
90952,,,Polygon,106.89064,48.150977,Авто зам,Санзайн зуслан хүртэл,,,Санзайн зам
90953,,,Polygon,106.727317,48.113477,Авто зам,Ар гүнт,,Гол зам,188
90954,,,Polygon,108.37641,47.79679,Авто зам,,,Туслах зам,188
90955,,,Polygon,108.253391,47.717292,Авто зам,,,Хороолол доторх зам,188
90956,,,Polygon,108.390327,47.79517,Авто зам,,,Хороолол доторх зам,188
90957,,,Polygon,108.39208,47.799798,Авто зам,,,Хороолол доторх зам,188
90958,,,Polygon,108.385457,47.793869,Авто зам,2016/9/2,,Хороолол доторх зам,188
90959,,,Polygon,108.38171,47.792358,Авто зам,,,,Хэрлэнгийн гудамж
90960,,,Polygon,108.390397,47.786721,Авто зам,,,Явган зам,189
90961,,,Polygon,108.389733,47.787794,Авто зам,,,Явган зам,189
90962,,,Polygon,108.389436,47.788371,Авто зам,,,Явган зам,189
90963,,,Polygon,108.389157,47.788858,Авто зам,,,Явган зам,189
90964,,,Polygon,108.389303,47.788933,Авто зам,,,Явган зам,189
90965,,,Polygon,108.389072,47.789325,Авто зам,,,Явган зам,189
90966,,,Polygon,108.388395,47.790134,Авто зам,,,Явган зам,189
90967,,,Polygon,108.388545,47.790167,Авто зам,,,Явган зам,189
90968,,,Polygon,108.387958,47.791049,Авто зам,,,Явган зам,189
90969,,,Polygon,108.387373,47.791601,Авто зам,,,Явган зам,189
90970,,,Polygon,108.387596,47.791556,Авто зам,,,Явган зам,189
90971,,,Polygon,108.387038,47.792073,Авто зам,,,Явган зам,189
90972,,,Polygon,108.387117,47.792223,Авто зам,,,Явган зам,189
90973,,,Polygon,108.393452,47.79021,Авто зам,,,Явган зам,189
90974,,,Polygon,108.386504,47.793025,Авто зам,,,Явган зам,189
90975,,,Polygon,108.385835,47.793514,Авто зам,,,Явган зам,189
90976,,,Polygon,108.385931,47.793818,Авто зам,,,Явган зам,189
90977,,,Polygon,108.385552,47.794377,Авто зам,,,Явган зам,189
90978,,,Polygon,108.385233,47.794335,Авто зам,,,Явган зам,189
90979,,,Polygon,108.385123,47.794781,Авто зам,,,Явган зам,189
90980,,,Polygon,108.384877,47.795101,Авто зам,,,Явган зам,189
90981,,,Polygon,108.384705,47.79509,Авто зам,,,Явган зам,189
90982,,,Polygon,108.384653,47.795398,Авто зам,,,Явган зам,189
90983,,,Polygon,108.384442,47.795698,Авто зам,,,Явган зам,189
90984,,,Polygon,108.384269,47.795676,Авто зам,,,Явган зам,189
90985,,,Polygon,108.384227,47.796,Авто зам,,,Явган зам,189
90986,,,Polygon,108.383926,47.796153,Авто зам,,,Явган зам,189
90987,,,Polygon,106.93176,47.890125,Авто зам,,,,
90988,,,Polygon,108.38385,47.796646,Авто зам,,,Явган зам,189
90989,,,Polygon,108.383568,47.796851,Авто зам,,,Явган зам,189
90990,,,Polygon,108.383466,47.797859,Авто зам,,,Явган зам,189
90991,,,Polygon,108.383687,47.798213,Авто зам,,,Явган зам,189
90992,,,Polygon,108.383297,47.798846,Авто зам,,,Явган зам,189
90993,,,Polygon,108.383462,47.798888,Авто зам,,,Явган зам,189
90994,,,Polygon,108.381018,47.800801,Авто зам,,,Явган зам,189
90995,,,Polygon,108.381129,47.800882,Авто зам,,,Явган зам,189
90996,,,Polygon,108.392911,47.791039,Авто зам,,,Явган зам,189
90997,,,Polygon,108.393161,47.790938,Авто зам,,,Явган зам,189
90998,,,Polygon,108.393394,47.79885,Авто зам,,,Явган зам,188
90999,,,Polygon,108.393674,47.798954,Авто зам,,,Явган зам,188
91000,,,Polygon,108.391032,47.800392,Авто зам,,,Явган зам,188
91001,,,Polygon,108.39115,47.800474,Авто зам,,,Явган зам,188
91002,,,Polygon,108.389456,47.801341,Авто зам,,,Явган зам,188
91003,,,Polygon,108.389563,47.801429,Авто зам,,,Явган зам,188
91004,,,Polygon,108.38771,47.794957,Авто зам,,,,Хэрлэнгийн гудамж
