id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
12696,,,LineString,106.913845,47.918945,Автобусны маршрут,Баруун 4 зам – Их тойруу – Зүүн 4 зам – Нарны зам /их тойрог/
12697,,,LineString,106.875036,47.92685,Автобусны маршрут,Баянхошуу – Ард кинотеатр – ТЭЦ 3
12698,,,LineString,106.857364,47.913961,Автобусны маршрут,Нарангийн гол – ТЭЦ 3 – Дүнжингарав худалдааны төв
12699,,,LineString,106.864692,47.908116,Автобусны маршрут,Ган хийц – ХМК – Зайсан
12700,,,LineString,106.840868,47.925869,Автобусны маршрут,Улаанчулуут – Их наран – Вокзал
12701,,,LineString,106.817722,47.922166,Автобусны маршрут,Орбит – Ард кинотеатр
12702,,,LineString,106.874676,47.957697,Автобусны маршрут,Зүүн салаа – Чингэлтэй дүүрэг – МУБИС
12703,,,LineString,106.890445,47.917386,Автобусны маршрут,1-р хороолол – Модны 2 – МУИС – Дүнжингарав худалдааны төв
12704,,,LineString,106.913497,47.918968,Автобусны маршрут,Баруун 4 зам – Нарны зам – Зүүн 4 зам – Их тойруу /их тойрог/
12705,,,LineString,106.885509,47.909271,Автобусны маршрут,"3,4-р хороолол – Ард кинотеатр – ТЭЦ 3 /баруунтойрог/"
12706,,,LineString,106.885437,47.909288,Автобусны маршрут,"3,4-р хороолол – ТЭЦ 3 – Цэцэг төв /баруун тойрог/"
12707,,,LineString,106.957763,47.931491,Автобусны маршрут,Монелийн 43 – Офицеруудын ордон – Сансар
12708,,,LineString,106.957435,47.931179,Автобусны маршрут,Монелийн 43 – Сансар – Офицеруудын ордон
12709,,,LineString,106.854969,47.935347,Автобусны маршрут,"Баянхошуу – 3,4-р хороолол – Өнөр хороолол/араар/ - Геологийн төв лаборатори"
12710,,,LineString,106.855261,47.935238,Автобусны маршрут,"Баянхошуу – ГТЛаборатори – Өнөр хороолол – 3,4-р хороолол"
12711,,,LineString,106.88197,47.934259,Автобусны маршрут,"Булгын 19-р гудамж – Вокзал – 3,4-р хороолол"
12712,,,LineString,106.881785,47.93398,Автобусны маршрут,"Булгын 19-р гудамж – 3,4-р хороолол – Вокзал"
12713,,,LineString,106.866878,47.962985,Автобусны маршрут,Шадивлан – Бөмбөгөр – Чингис Соосэ – Далангийн зам
12714,,,LineString,106.898736,47.95866,Автобусны маршрут,Чингэлтэй – Зүрх уул – МУБИС – Цэцэг төв
12715,,,LineString,106.855527,47.947868,Автобусны маршрут,Зунжин – Сонсголон – ТЭЦ 4
12716,,,LineString,106.857179,47.945535,Автобусны маршрут,Зүрх уул – Гурвалжингийн гүүр – ТЭЦ 4
12717,,,LineString,106.911859,47.952836,Автобусны маршрут,"Тоосгоны үйлдвэр – Их тойруу – 3,4-р хороолол"
12718,,,LineString,106.967297,47.943978,Автобусны маршрут,Тоосгоны үйлдвэр – Ботаник – Жанжин клуб
12719,,,LineString,106.911791,47.963423,Автобусны маршрут,Вокзал – Бөмбөгөр – Өвөр согоот
12720,,,LineString,106.945249,47.979247,Автобусны маршрут,Сэлх – 7 буудал – Ард кино театр
12721,,,LineString,106.943792,47.983676,Автобусны маршрут,Сэлбэ амралт – МУБИС – Вокзал
12722,,,LineString,106.958035,47.913624,Автобусны маршрут,Жанжин клуб – Зүүн 4 зам – МУБИС – Ард кино театр
12723,,,LineString,106.958035,47.913624,Автобусны маршрут,Жанжин клуб – Дамдинсүрэнгийн гудамж – МУБИС – Ард КТ
12724,,,LineString,106.967649,47.924611,Автобусны маршрут,Улиастай – Баянбүрд – Зам гүүрийн автобааз
12725,,,LineString,106.952576,47.906151,Автобусны маршрут,Улиастай – Баянмонгол хороолол – ТЭЦ 3
12726,,,LineString,106.960928,47.960371,Автобусны маршрут,Шар хад – 7 буудал – Зунжин худалдааны төв
12727,,,LineString,106.937681,47.914029,Автобусны маршрут,Шар хад – Сансар – Цэцэг төв – ТЭЦ 3
12728,,,LineString,106.940331,47.934459,Автобусны маршрут,Монелийн 43 – Хүнсний 4-р дэлгүүр – МУИС – 11-р хороолол
12729,,,LineString,107.035305,47.903107,Автобусны маршрут,Гачуурт – Офицеруудын ордон – Зайсан
12730,,,LineString,106.931221,47.919218,Автобусны маршрут,Улаанхуаран – 4-р хороолол
12731,,,LineString,106.865611,47.941524,Автобусны маршрут,"ХМК – Саппоро – 3,4-р хороолол – Хайлааст"
12732,,,LineString,106.904327,47.925658,Автобусны маршрут,"Сансар – 3,4-р хороолол"
12733,,,LineString,106.894484,47.916783,Автобусны маршрут,Мах импекс – Тэнгис кинотеатр – Улаанхуаран
12734,,,LineString,106.875235,47.950223,Автобусны маршрут,Баруун салаа – Их тойруу – Халдвартын эмнэлэг
12735,,,LineString,106.866811,47.897008,Автобусны маршрут,Сүлжмэл – Нарны гүүр – Зайсан
12736,,,LineString,106.935259,47.910133,Автобусны маршрут,БММЗ – Улаанхуаран
12737,,,LineString,106.908276,47.915754,Автобусны маршрут,"3,4-р хороолол – МУИС – Дүнжингарав худалдааны төв"
12738,,,LineString,106.890976,47.901872,Автобусны маршрут,"3,4-р хороолол – Тэнгис кинотеатр – Зайсан"
12739,,,LineString,106.863336,47.892588,Автобусны маршрут,Яармаг – МУБИС
12740,,,LineString,106.849336,47.900327,Автобусны маршрут,"Яармаг – 10-р хороолол – 3,4-р хороолол – Зурагт"
12741,,,LineString,106.904541,47.917921,Автобусны маршрут,Зайсан – Дэнжийн 1000 – ЗГАБааз – Согоотын гудамж
12742,,,LineString,106.855381,47.926167,Автобусны маршрут,Улаанчулуут – Их наран – МУИС
12743,,,LineString,106.891113,47.90982,Автобусны маршрут,"3,4-р хороолол – БММЗ"
12744,,,LineString,106.89514,47.922231,Автобусны маршрут,ХМК – Офицеруудын ордон
12745,,,LineString,106.778265,47.899977,Автобусны маршрут,Авто худалдааны цогцолбор – Саппоро /Дунд багтаамж/
12746,,,LineString,106.918835,47.905553,Автобусны маршрут,Офицеруудын ордон - МУБИС - 120 мянгат - Алтай хотхон - Мишээл экспо
12747,,,LineString,106.825851,47.922821,Автобусны маршрут,“Алтан овоо 42-р гудам/СХД 26-р хороо/ - Саппоро – 10-р хороолол /Дунд багтаамж/
12748,,,LineString,106.927382,47.905837,Автобусны маршрут,Хан Хиллс хотхон – Ривер гарден – Баянмонгол хороолол – МУБИС – Ард кино театр
12749,,,LineString,106.966185,47.931179,Автобусны маршрут,Цагаан даваа – Офицеруудын ордон – Монгол кино үйлдвэр
12750,,,LineString,106.907273,47.914314,Автобусны маршрут,5 шар - Ботаник
12751,,,LineString,106.942479,47.914054,Автобусны маршрут,Ботаник - Вокзал
12752,,,LineString,106.920437,47.919147,Автобусны маршрут,"3,4-р хороолол - Офицеруудын ордон"
12753,,,LineString,106.907214,48.037339,Автобусны маршрут,Бага баян – Санзай – 7 буудал – Тэнгис кинотеатр /Дунд багтаамж/
12754,,,LineString,106.925004,47.986889,Автобусны маршрут,Шарга морьт – Дүнжингарав худалдааны төв
12755,,,LineString,107.169162,47.847446,Автобусны маршрут,Городок – Дүнжингарав худалдааны төв
12756,,,LineString,107.179337,47.88307,Автобусны маршрут,Тэрэлж – Мэлхий хад – Налайх – Баруун 4 зам
12757,,,LineString,107.088697,47.844784,Автобусны маршрут,Налайх – Зүүн 4 зам – МУБИС
12758,,,LineString,106.778013,47.841592,Автобусны маршрут,Өлзийт хороолол – 120 мянгат
12759,,,LineString,106.729162,47.828728,Автобусны маршрут,Туул тосгон – Биокомбинат – 120 мянгат
12760,,,LineString,106.788233,47.962982,Автобусны маршрут,Найрамдал зуслан – Саппоро – 3-р эмнэлэг /Дунд багтаамж/
12761,,,LineString,106.748402,47.874128,Автобусны маршрут,Био комбинат – Сонсголон – 5 шар /Дунд багтаамж/
12762,,,LineString,106.721024,47.895062,Автобусны маршрут,Эмээлт /хурган/ - Хархорин – 10-р хороолол /Дунд багтаамж/
12763,,,LineString,107.057815,47.865074,Автобусны маршрут,Хонхор – Офицеруудын ордон – Халдвартын эмнэлэг /Дунд багтаамж/
12764,,,LineString,106.76872,47.903101,Автобусны маршрут,Мал бордох – 5 шар – Саппоро /Дунд багтаамж/
12765,,,LineString,106.749712,47.906932,Автобусны маршрут,Баруун түрүү – 10 хороолол /Дунд багтаамж/
12766,,,LineString,106.850493,47.872432,Автобусны маршрут,Буянт ухаа-2 хороолол – 120 мянгат
12767,,,LineString,106.907273,47.914314,Автобусны маршрут,5 шар - Ботаник
