Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
40-44,Баянхонгор,Эрэгтэй,2045,2324,2962,1710,3892,1887,2577,2354,3506,2919,2668,2422,1933,3082,3152,2631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянхонгор,Эмэгтэй,2852,3187,3987,3230,2530,1855,3537,2753,3203,3488,2732,2297,2340,3085,3314,2729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Булган,Нийт,5092,3657,3772,4828,3059,4675,5069,4450,4446,4334,4525,4553,3615,4484,3809,5119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Булган,Эрэгтэй,2420,1567,1693,2438,1677,1906,2449,1996,2480,2229,2348,2439,2262,2635,2125,2264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Булган,Эмэгтэй,2672,2090,2080,2390,1382,2769,2620,2454,1966,2105,2177,2114,1353,1849,1684,2855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Орхон,Нийт,4770,5746,6616,8246,5648,5112,5397,5774,7130,5620,7018,6007,6123,6371,6707,6714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Орхон,Эрэгтэй,2516,3068,3094,4226,3145,2851,2805,2670,3505,2841,3495,2921,3131,2711,3469,2982,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Орхон,Эмэгтэй,2254,2679,3523,4020,2503,2261,2592,3104,3625,2779,3523,3086,2992,3660,3238,3732,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өвөрхангай,Нийт,8426,5008,6044,6542,6154,6952,9512,8222,6500,7317,9035,8041,8008,7930,8164,8396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өвөрхангай,Эрэгтэй,4577,2278,2604,3886,3071,3855,4610,3596,3835,3907,4545,4212,3878,3720,4054,3923,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өвөрхангай,Эмэгтэй,3849,2729,3440,2656,3083,3097,4902,4626,2665,3410,4490,3829,4130,4210,4110,4473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хөвсгөл,Нийт,9729,9531,8986,7864,7743,8685,9513,8997,10158,8112,7828,8847,9298,8054,9730,9147,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хөвсгөл,Эрэгтэй,5235,5012,5275,4422,5040,5541,4841,5355,4566,3764,3749,3894,4734,3985,4848,4574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хөвсгөл,Эмэгтэй,4494,4519,3711,3442,2704,3144,4672,3642,5592,4348,4079,4953,4564,4069,4882,4573,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төвийн бүс,Нийт,32745,33287,29380,28960,26786,37517,31841,34020,32898,32707,29973,29858,26558,32175,30383,31115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төвийн бүс,Эрэгтэй,16993,17704,16121,15626,13625,17906,15803,18199,16611,15876,14870,14178,12673,16371,14843,14682,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төвийн бүс,Эмэгтэй,15753,15583,13260,13334,13161,19611,16038,15821,16287,16831,15103,15680,13885,15804,15540,16433,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Говьсүмбэр,Нийт,846,1483,519,824,1140,978,1043,1419,1291,1063,608,918,457,1036,757,1189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Говьсүмбэр,Эрэгтэй,399,971,336,555,504,467,427,678,606,564,322,519,336,436,252,599,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Говьсүмбэр,Эмэгтэй,446,512,183,270,635,511,616,741,685,499,286,399,121,600,505,590,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дархан-Уул,Нийт,6286,4664,5574,5777,5973,6218,5188,6738,5966,6974,5580,5170,4672,5549,5414,7809,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дархан-Уул,Эрэгтэй,2836,2295,2679,3367,3398,2703,2113,3384,2787,3342,2357,1985,2078,2848,2749,3702,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дархан-Уул,Эмэгтэй,3450,2369,2895,2410,2575,3515,3075,3354,3179,3632,3223,3185,2594,2701,2665,4107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорноговь,Нийт,4712,4619,3687,3460,4333,6924,5065,4479,5278,4130,4406,4379,3435,3555,3913,3104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорноговь,Эрэгтэй,2546,2713,2017,1165,2566,3450,2587,2327,2998,2164,2053,2041,1561,1849,2220,1552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорноговь,Эмэгтэй,2166,1905,1670,2295,1767,3474,2478,2152,2280,1966,2353,2338,1874,1706,1693,1552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дундговь,Нийт,4028,3515,3970,3279,2000,3799,3246,3297,2867,3207,3527,2912,3074,4052,3565,3117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дундговь,Эрэгтэй,1908,1615,2085,1492,1135,1857,1672,1725,1357,1466,1745,1418,1476,2156,1355,1548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дундговь,Эмэгтэй,2120,1901,1884,1786,865,1943,1574,1572,1510,1741,1782,1494,1598,1896,2210,1569,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өмнөговь,Нийт,6604,6858,4373,4812,5111,4063,3922,4727,4255,4498,4321,4458,3471,3832,3812,4550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өмнөговь,Эрэгтэй,3639,3821,2562,2475,2134,1980,2039,2567,2007,2223,2254,2171,1490,1528,1829,2398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Өмнөговь,Эмэгтэй,2965,3037,1811,2337,2977,2084,1883,2160,2248,2275,2067,2287,1981,2304,1983,2152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сэлэнгэ,Нийт,5810,4593,5263,5486,3381,6113,7400,7173,6033,6788,5781,6349,4957,6845,7545,6667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сэлэнгэ,Эрэгтэй,3306,1883,2913,3983,1263,2968,3952,4338,3268,3229,3227,2957,2439,3377,3638,2949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сэлэнгэ,Эмэгтэй,2504,2710,2351,1503,2118,3145,3448,2835,2765,3559,2554,3392,2518,3468,3907,3718,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төв,Нийт,4459,7555,5995,5322,4848,9423,5977,6187,7208,6047,5750,5672,6492,7306,5377,4679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төв,Эрэгтэй,2358,4405,3529,2588,2625,4482,3013,3180,3588,2888,2912,3087,3293,4177,2800,1934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Төв,Эмэгтэй,2102,3150,2465,2734,2223,4941,2964,3007,3620,3159,2838,2585,3199,3129,2577,2745,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Зүүн бүс,Нийт,14825,17009,14985,17096,11649,13781,14531,12875,13659,14624,13071,12298,10550,12176,10191,9749,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Зүүн бүс,Эрэгтэй,8245,8126,7723,8986,5375,7048,7709,6636,6894,6791,6319,6242,5177,6877,4717,4943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Зүүн бүс,Эмэгтэй,6580,8884,7262,8110,6274,6733,6822,6239,6765,7833,6752,6056,5373,5299,5474,4806,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорнод,Нийт,5922,5908,4214,5215,4525,3671,4291,4463,4238,5051,4333,3256,2971,3579,3782,2817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорнод,Эрэгтэй,3576,3464,2184,2853,2363,1960,2280,2558,2114,2158,2051,1621,1381,1580,1591,1444,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Дорнод,Эмэгтэй,2346,2444,2030,2362,2162,1711,2011,1905,2124,2893,2282,1635,1590,1999,2191,1373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сүхбаатар,Нийт,3663,5515,4175,5792,2213,4240,4532,3683,4320,4172,3859,3342,4194,3142,3854,3603,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сүхбаатар,Эрэгтэй,1667,2401,1925,2975,847,1981,2299,1870,2109,1987,1983,1736,2209,1644,1898,1960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сүхбаатар,Эмэгтэй,1996,3113,2250,2817,1366,2259,2233,1813,2211,2185,1876,1606,1985,1498,1956,1643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хэнтий,Нийт,5240,5587,6596,6088,4911,5871,5708,4729,5101,5401,4879,5700,3385,5455,2555,3329,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хэнтий,Эрэгтэй,3002,2260,3614,3158,2165,3108,3130,2208,2671,2646,2285,2885,1587,3653,1228,1539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хэнтий,Эмэгтэй,2239,3327,2982,2931,2747,2763,2578,2521,2430,2755,2594,2815,1798,1802,1327,1790,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Улаанбаатар,Нийт,88794,81979,81180,66189,80743,75846,88704,90778,69984,69441,65437,64897,51661,52198,56766,57529,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Улаанбаатар,Эрэгтэй,45897,43187,43679,31556,40620,39939,46365,46443,36423,36466,32722,33254,25228,26355,27013,28283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Улаанбаатар,Эмэгтэй,42897,38792,37501,34633,40124,35907,42339,44335,33561,32975,32715,31643,26433,25843,29753,29246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хан-Уул,Нийт,16664,11822,12463,8654,9142,9968,9840,11989,10407,7537,7936,6324,4584,5247,5457,4941,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хан-Уул,Эрэгтэй,7769,6060,7276,5260,3515,4790,4810,5534,5461,4328,3836,3272,2217,2606,2713,2163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Хан-Уул,Эмэгтэй,8895,5761,5187,3394,5627,5178,5030,6455,4946,3209,4100,3052,2367,2641,2744,2778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Багануур Багахангай,Нийт,777,1205,2270,384,943,2660,1416,1623,1615,1555,1963,2203,1869,2608,2350,1752,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Багануур Багахангай,Эрэгтэй,529,680,1101,236,0,1801,641,861,676,678,1015,1071,679,1263,1098,973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Багануур Багахангай,Эмэгтэй,248,525,1169,148,943,859,775,762,939,877,948,1132,1190,1345,1252,779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянзүрх,Нийт,24228,18859,20142,15391,17449,23876,25302,26480,16639,15059,11028,15543,11855,10424,12781,13759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянзүрх,Эрэгтэй,13006,9621,10524,5985,8304,12967,13957,13417,8959,8583,5307,7623,5988,5461,6646,7292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянзүрх,Эмэгтэй,11222,9239,9618,9406,9145,10909,11345,13063,7680,6476,5721,7920,5867,4963,6135,6467,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Налайх,Нийт,4300,2602,2445,1412,1733,2260,2062,1947,2322,2265,1711,1725,834,1758,2290,1696,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Налайх,Эрэгтэй,2174,1477,1134,595,962,1211,956,922,834,1170,792,993,306,968,1202,888,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Налайх,Эмэгтэй,2126,1125,1311,817,772,1049,1106,1025,1488,1095,919,732,528,790,1088,808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянгол,Нийт,14498,12914,11971,12578,13527,8832,11513,13151,10296,11765,14381,12277,8968,9940,8722,10416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянгол,Эрэгтэй,6243,5586,6836,8556,9080,4212,5331,7286,5631,6428,7362,6181,4332,4582,3988,4711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Баянгол,Эмэгтэй,8255,7328,5135,4022,4448,4620,6182,5865,4665,5337,7019,6096,4636,5358,4734,5705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44, Сүхбаатар,Нийт,6086,9017,6726,7687,7518,8096,8779,8065,5292,6991,7253,6706,7449,5755,7485,6939,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44, Сүхбаатар,Эрэгтэй,3149,4990,3004,2822,2269,3252,4352,3969,3027,3504,4160,3218,3696,2901,3193,3715,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44, Сүхбаатар,Эмэгтэй,2937,4027,3722,4865,5249,4844,4427,4096,2265,3487,3093,3488,3753,2854,4292,3224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Чингэлтэй,Нийт,6630,5853,6811,7470,8119,8704,8007,8317,8302,7405,6602,6878,6873,5397,6094,5643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Чингэлтэй,Эрэгтэй,3754,3087,4267,2535,4263,4680,4028,3970,3996,3186,3421,3846,3070,2762,2895,2494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Чингэлтэй,Эмэгтэй,2877,2766,2544,4935,3856,4024,3979,4347,4306,4219,3181,3032,3803,2635,3199,3149,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сонгинохайрхан,Нийт,15611,19707,18353,12613,22311,11449,21785,19206,15111,16864,14563,13241,9229,11069,11587,12383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сонгинохайрхан,Эрэгтэй,9274,11686,9538,5566,12227,7025,12290,10484,7839,8589,6829,7050,4940,5812,5278,6047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
40-44,Сонгинохайрхан,Эмэгтэй,6337,8021,8815,7047,10084,4424,9495,8722,7272,8275,7734,6191,4289,5257,6309,6336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улсын дүн,Нийт,182851,172049,169331,157380,158549,159211,182296,176555,163865,160278,153034,151054,135758,148307,145792,152792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улсын дүн,Эрэгтэй,91935,84403,85411,81659,77459,80519,89278,87108,79276,76661,73107,74809,66143,71727,73177,73657,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улсын дүн,Эмэгтэй,90916,87646,83920,75721,81090,78693,93018,89447,84589,83617,79927,76245,69615,76580,72615,79135,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баруун бүс,Нийт,22681,22579,24141,21236,21121,21668,28863,24162,24450,24568,23271,22933,22518,26533,23500,23414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баруун бүс,Эрэгтэй,11348,11982,13164,11512,9829,10412,14196,12722,11282,11406,10856,11656,11086,13650,12364,11568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баруун бүс,Эмэгтэй,11333,10597,10977,9724,11291,11256,14667,11440,13168,13162,12415,11277,11432,12883,11136,11846,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баян-Өлгий,Нийт,5113,4715,4069,1915,3802,1940,8436,6344,5635,5234,5650,5007,4361,5901,4246,4863,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баян-Өлгий,Эрэгтэй,2913,2774,2391,1287,1570,1016,3993,3587,2679,2405,2763,2535,2067,3196,2341,2279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баян-Өлгий,Эмэгтэй,2200,1940,1678,628,2232,924,4443,2757,2956,2829,2887,2472,2294,2705,1905,2584,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говь-Алтай,Нийт,4372,5102,3277,4193,3711,4336,4696,3084,3070,4157,3785,2928,2866,3362,2915,3597,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говь-Алтай,Эрэгтэй,1728,2258,1549,1620,1770,2220,2462,1691,1357,2086,1832,1553,1496,1542,1802,1336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говь-Алтай,Эмэгтэй,2644,2845,1729,2573,1941,2116,2234,1393,1713,2071,1953,1375,1370,1820,1113,2261,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Завхан,Нийт,3949,5220,5046,5246,5796,5379,5208,4918,4515,4838,4742,4203,5366,5221,5656,4779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Завхан,Эрэгтэй,2126,3141,2878,2973,2461,2542,2386,2301,2361,2100,1771,2140,2755,2597,2716,2187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Завхан,Эмэгтэй,1823,2079,2168,2273,3335,2837,2822,2617,2154,2738,2971,2063,2611,2624,2940,2592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Увс,Нийт,6382,4038,5132,5080,3373,5308,5409,5221,5437,4521,5161,5423,6143,6251,5485,5344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Увс,Эрэгтэй,3514,2020,2536,2578,1434,2578,2500,2589,2448,1920,2424,2795,2715,3213,2857,3170,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Увс,Эмэгтэй,2868,2018,2596,2502,1938,2730,2909,2632,2989,2601,2737,2628,3428,3038,2628,2174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Ховд,Нийт,2864,3505,6617,4802,4439,4705,5114,4595,5793,5818,3933,5372,3782,5798,5198,4831,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Ховд,Эрэгтэй,1066,1789,3811,3054,2594,2055,2855,2554,2437,2895,2066,2633,2053,3102,2648,2596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Ховд,Эмэгтэй,1798,1715,2806,1748,1845,2650,2259,2041,3356,2923,1867,2739,1729,2696,2550,2235,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хангайн бүс,Нийт,38063,34024,36205,35714,32802,31158,40436,38535,33658,34533,35491,34900,31547,34232,35455,33656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хангайн бүс,Эрэгтэй,18385,14386,16650,19125,15917,15147,19297,19546,17212,18081,17006,17034,15957,16708,17733,17604,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хангайн бүс,Эмэгтэй,19677,19639,19555,16589,16885,16011,21139,18989,16446,16452,18485,17866,15590,17524,17722,16052,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Архангай,Нийт,5780,4715,8102,8292,7754,3741,7047,6340,5962,7154,6691,6534,4656,7467,6794,4010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Архангай,Эрэгтэй,3347,2106,4020,5121,3970,1829,3329,3610,3351,3815,2977,3209,2348,3743,3793,2640,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Архангай,Эмэгтэй,2433,2609,4082,3172,3784,1912,3718,2730,2611,3339,3714,3325,2308,3724,3001,1370,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянхонгор,Нийт,5301,4622,5539,4338,6271,4339,6441,5937,5480,4416,4595,4529,3943,5138,3994,4268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянхонгор,Эрэгтэй,2358,2481,2134,2301,2941,2193,2917,3002,2512,2548,2208,2123,1991,2516,2193,1747,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянхонгор,Эмэгтэй,2942,2141,3406,2037,3330,2145,3524,2935,2968,1868,2387,2406,1952,2622,1801,2521,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Булган,Нийт,4142,4261,4424,3986,3094,4978,4318,4442,2849,3656,4348,4628,3283,3328,5384,4007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Булган,Эрэгтэй,1973,1598,1812,2437,1160,2343,2075,2361,1552,1712,2103,2165,1940,1771,2552,2179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Булган,Эмэгтэй,2170,2663,2612,1549,1934,2636,2243,2081,1297,1944,2245,2463,1343,1557,2832,1828,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Орхон,Нийт,3363,4725,4914,6921,5509,6155,6236,5825,6468,5063,6772,5726,5522,4210,5655,5902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Орхон,Эрэгтэй,1637,1990,2543,3807,2321,2801,2338,2834,3374,2355,3126,2923,2589,1876,2624,2858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Орхон,Эмэгтэй,1726,2735,2371,3114,3188,3355,3898,2991,3094,2708,3646,2803,2933,2334,3031,3044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өвөрхангай,Нийт,7281,5700,5354,5473,5061,4981,7213,8698,5716,6802,6251,6364,7150,6594,5957,7209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өвөрхангай,Эрэгтэй,2849,2746,2870,2571,2877,2820,3741,4470,2860,3489,3178,3124,3935,3389,3018,3699,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өвөрхангай,Эмэгтэй,4432,2954,2484,2902,2184,2162,3472,4228,2856,3313,3073,3240,3215,3205,2939,3510,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хөвсгөл,Нийт,12196,10002,7871,6705,5113,6963,9181,7293,7183,7442,6834,7119,6993,7495,7671,8260,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хөвсгөл,Эрэгтэй,6221,3464,3271,2889,2648,3162,4897,3269,3563,4162,3414,3490,3154,3413,3553,4481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хөвсгөл,Эмэгтэй,5974,6538,4600,3816,2465,3801,4284,4024,3620,3280,3420,3629,3839,4082,4118,3779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төвийн бүс,Нийт,28215,29187,29150,28044,28299,30234,34333,32581,28478,29217,26906,26143,24301,26030,28115,31246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төвийн бүс,Эрэгтэй,14186,14847,15402,13652,14052,16493,16020,15984,13481,14201,12491,13618,12249,12770,14002,14520,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төвийн бүс,Эмэгтэй,14029,14340,13747,14392,14248,13740,18313,16597,14997,15016,14415,12525,12052,13260,14113,16726,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говьсүмбэр,Нийт,1364,1111,1395,914,1121,943,1447,921,624,723,608,728,372,748,628,745,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говьсүмбэр,Эрэгтэй,644,443,536,300,683,339,731,406,278,265,258,305,125,354,255,577,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Говьсүмбэр,Эмэгтэй,720,668,859,614,437,603,716,515,346,458,350,423,247,394,373,168,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дархан-Уул,Нийт,6158,5549,6132,7067,7107,5811,5743,5382,4938,5610,5319,5059,4300,5191,5036,6313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дархан-Уул,Эрэгтэй,3635,3125,3382,2869,2662,3098,3111,2633,2415,2606,2646,2803,2084,2456,2461,2965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дархан-Уул,Эмэгтэй,2523,2424,2750,4198,4445,2713,2632,2749,2523,3004,2673,2256,2216,2735,2575,3348,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорноговь,Нийт,4129,3860,4587,3875,3887,4170,3622,4511,3806,3539,3090,3744,3199,2341,3723,2890,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорноговь,Эрэгтэй,1790,1697,1979,2248,2440,2377,1952,2572,1816,1737,1553,1971,1732,1191,1838,1443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорноговь,Эмэгтэй,2339,2164,2608,1627,1448,1794,1670,1939,1990,1802,1537,1773,1467,1150,1885,1447,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дундговь,Нийт,2329,3593,3864,2447,2843,3062,3161,2877,3116,2601,2907,2981,2823,2585,4180,3284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дундговь,Эрэгтэй,1201,1681,1947,1111,1162,1522,1546,1386,1360,1478,1353,1523,1383,1442,2431,1608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дундговь,Эмэгтэй,1128,1912,1917,1336,1681,1540,1615,1491,1756,1123,1554,1458,1440,1143,1749,1676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өмнөговь,Нийт,2572,3147,4205,3069,3691,3433,5268,4438,4352,3918,3999,2632,2514,2968,2793,3655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өмнөговь,Эрэгтэй,1099,2212,2731,1490,2234,2116,2251,2099,2364,1564,1726,1484,1528,1339,1254,1515,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Өмнөговь,Эмэгтэй,1473,935,1474,1579,1456,1317,3017,2339,1988,2354,2273,1148,986,1629,1539,2140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сэлэнгэ,Нийт,5802,6378,3550,5006,4912,5966,7283,8430,5444,5675,5246,5976,5875,5899,6218,7453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
