Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
60-64,Чингэлтэй,Эмэгтэй,462,292,830,686,107,1256,225,205,372,344,285,0,55,47,151,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сонгинохайрхан,Нийт,3284,1527,3349,241,1133,1954,766,810,504,900,579,1125,627,379,719,525,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сонгинохайрхан,Эрэгтэй,1478,802,1372,241,140,871,320,486,287,419,422,710,582,175,428,172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сонгинохайрхан,Эмэгтэй,1806,724,1976,0,993,1083,446,324,217,481,157,415,45,204,291,353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улсын дүн,Нийт,14871,14185,10677,10093,9977,10441,8340,8674,7618,5918,6868,6370,8128,6113,8299,6906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улсын дүн,Эрэгтэй,7213,7042,7034,6147,5377,6435,4244,4120,4350,2870,3303,3556,4594,3511,5267,3998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улсын дүн,Эмэгтэй,7658,7143,3643,3946,4600,4006,4096,4554,3268,3048,3565,2814,3534,2602,3032,2908,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баруун бүс,Нийт,1783,2817,2595,1878,1497,2118,1527,1284,802,958,1198,1451,1790,1330,1949,1346,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баруун бүс,Эрэгтэй,1038,1912,1615,1248,878,1212,793,650,549,475,550,714,1128,893,1417,1159,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баруун бүс,Эмэгтэй,746,905,980,630,619,905,734,634,253,483,648,737,662,437,532,187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баян-Өлгий,Нийт,361,144,376,250,0,0,181,249,93,142,84,0,577,350,526,508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баян-Өлгий,Эрэгтэй,361,144,271,204,0,0,54,148,46,142,84,0,393,297,377,508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баян-Өлгий,Эмэгтэй,0,0,105,46,0,0,127,101,47,0,0,0,184,53,149,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говь-Алтай,Нийт,593,255,522,112,198,221,294,225,117,245,193,190,486,200,508,436,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говь-Алтай,Эрэгтэй,278,102,406,14,15,167,162,152,79,37,79,73,272,115,334,436,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говь-Алтай,Эмэгтэй,314,153,116,98,183,54,132,73,38,208,114,117,214,85,174,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Завхан,Нийт,166,709,887,582,555,765,408,500,163,128,759,593,330,167,306,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Завхан,Эрэгтэй,60,562,612,432,228,309,227,252,40,42,308,204,164,53,197,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Завхан,Эмэгтэй,106,147,275,150,327,457,181,248,123,86,451,389,166,114,109,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Увс,Нийт,298,482,450,589,66,95,491,89,371,338,162,336,153,200,361,206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Увс,Эрэгтэй,131,436,254,444,23,79,300,46,326,254,79,246,153,151,261,109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Увс,Эмэгтэй,167,46,196,145,43,16,191,43,45,84,83,90,0,49,100,97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Ховд,Нийт,365,1228,361,345,678,1036,153,221,58,105,0,332,244,413,248,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Ховд,Эрэгтэй,207,668,73,154,612,658,50,52,58,0,0,191,146,277,248,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Ховд,Эмэгтэй,158,560,288,191,66,378,103,169,0,105,0,141,98,136,0,90,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хангайн бүс,Нийт,4036,3905,2345,2616,2813,3306,2174,2611,2175,1834,2511,2829,1698,1230,2477,1792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хангайн бүс,Эрэгтэй,1907,2223,1937,1523,1322,2611,1046,1122,1009,899,1182,1334,819,745,1386,964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хангайн бүс,Эмэгтэй,2129,1682,408,1093,1491,696,1128,1489,1166,935,1329,1495,879,485,1091,828,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Архангай,Нийт,953,1073,623,151,939,158,595,722,349,399,467,493,242,116,726,572,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Архангай,Эрэгтэй,574,662,529,26,380,126,213,442,60,228,225,160,123,60,479,472,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Архангай,Эмэгтэй,379,411,95,125,560,33,382,280,289,171,242,333,119,56,247,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянхонгор,Нийт,757,824,149,470,13,0,0,242,510,157,374,671,111,0,51,108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянхонгор,Эрэгтэй,233,624,149,149,0,0,0,57,312,104,214,338,54,0,51,108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянхонгор,Эмэгтэй,524,200,0,320,13,0,0,185,198,53,160,333,57,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Булган,Нийт,668,370,383,524,309,386,315,344,253,176,212,411,445,412,632,107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Булган,Эрэгтэй,466,282,161,242,77,162,228,217,172,176,168,245,335,238,350,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Булган,Эмэгтэй,203,88,222,282,232,224,87,127,81,0,44,166,110,174,282,107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Орхон,Нийт,0,167,0,216,109,225,0,143,67,0,117,49,175,51,149,235,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Орхон,Эрэгтэй,0,152,0,106,109,225,0,74,0,0,117,0,117,51,47,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Орхон,Эмэгтэй,0,14,0,110,0,0,0,69,67,0,0,49,58,0,102,235,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өвөрхангай,Нийт,1539,725,482,686,1149,1166,365,466,572,840,692,751,117,355,616,416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өвөрхангай,Эрэгтэй,599,336,392,637,534,1127,224,155,213,219,294,225,0,218,336,268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өвөрхангай,Эмэгтэй,940,389,91,49,615,39,141,311,359,621,398,526,117,137,280,148,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хөвсгөл,Нийт,119,747,707,569,293,1371,899,694,424,262,649,454,608,296,303,354,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хөвсгөл,Эрэгтэй,35,165,707,362,222,971,381,177,252,172,164,366,190,178,123,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хөвсгөл,Эмэгтэй,83,581,0,207,71,400,518,517,172,90,485,88,418,118,180,238,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төвийн бүс,Нийт,3054,1804,2782,2066,2324,2911,2668,2252,2321,1613,1558,1449,2403,2151,2114,2368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төвийн бүс,Эрэгтэй,1534,617,1619,1104,1135,1563,1259,984,1204,779,736,906,1357,1068,1244,1225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төвийн бүс,Эмэгтэй,1520,1187,1163,962,1188,1348,1409,1268,1117,834,822,543,1046,1083,870,1143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говьсүмбэр,Нийт,95,0,60,52,143,93,49,22,0,0,0,0,0,94,90,176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говьсүмбэр,Эрэгтэй,65,0,30,11,92,22,0,22,0,0,0,0,0,94,90,88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Говьсүмбэр,Эмэгтэй,30,0,30,41,51,71,49,0,0,0,0,0,0,0,0,88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дархан-Уул,Нийт,349,181,185,130,114,125,0,88,202,59,259,137,62,128,56,118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дархан-Уул,Эрэгтэй,26,0,70,66,114,92,0,0,130,0,65,137,62,63,56,118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дархан-Уул,Эмэгтэй,323,181,115,64,0,33,0,88,72,59,194,0,0,65,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорноговь,Нийт,512,401,321,235,87,389,541,210,415,84,81,47,176,170,258,123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорноговь,Эрэгтэй,132,278,94,158,56,236,343,109,101,0,0,47,114,54,209,123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорноговь,Эмэгтэй,381,123,227,77,31,154,198,101,314,84,81,0,62,116,49,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дундговь,Нийт,1098,25,444,422,515,366,439,347,322,243,225,86,291,461,167,107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дундговь,Эрэгтэй,615,13,126,124,162,252,220,114,207,163,54,55,198,186,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дундговь,Эмэгтэй,483,13,318,298,353,114,219,233,115,80,171,31,93,275,167,107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өмнөговь,Нийт,275,249,1136,114,242,253,216,204,282,285,126,159,198,327,426,131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өмнөговь,Эрэгтэй,236,69,819,88,52,59,0,49,238,145,86,77,113,104,239,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Өмнөговь,Эмэгтэй,39,180,318,26,190,194,216,155,44,140,40,82,85,223,187,131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сэлэнгэ,Нийт,500,132,109,65,342,776,418,256,200,148,0,168,189,427,787,902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сэлэнгэ,Эрэгтэй,320,132,56,0,167,286,136,0,70,74,0,51,119,247,387,632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сэлэнгэ,Эмэгтэй,180,0,53,65,175,490,282,256,130,74,0,117,70,180,400,270,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төв,Нийт,225,816,528,1049,880,909,1005,1125,900,794,867,852,1487,544,330,811,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төв,Эрэгтэй,140,126,426,657,492,617,560,690,458,397,531,539,751,320,263,264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Төв,Эмэгтэй,85,690,102,392,388,291,445,435,442,397,336,313,736,224,67,547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Зүүн бүс,Нийт,1101,1433,1399,736,497,1026,846,883,567,423,487,253,708,440,434,734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Зүүн бүс,Эрэгтэй,647,679,779,449,286,597,447,512,360,241,299,214,289,154,329,352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Зүүн бүс,Эмэгтэй,454,755,620,288,211,429,399,371,207,182,188,39,419,286,105,382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорнод,Нийт,178,295,656,107,45,348,171,232,69,45,0,0,273,238,60,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорнод,Эрэгтэй,83,123,422,72,0,181,117,52,0,45,0,0,115,0,60,106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Дорнод,Эмэгтэй,96,173,235,36,45,167,54,180,69,0,0,0,158,238,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сүхбаатар,Нийт,348,387,310,198,191,261,348,134,283,118,386,114,104,202,154,196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сүхбаатар,Эрэгтэй,253,191,95,106,87,180,132,88,242,41,198,75,104,154,49,92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сүхбаатар,Эмэгтэй,95,196,215,92,105,81,216,46,41,77,188,39,0,48,105,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хэнтий,Нийт,575,751,433,431,261,417,327,517,215,260,101,139,331,0,220,432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хэнтий,Эрэгтэй,311,365,262,271,199,236,198,372,118,155,101,139,70,0,220,154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хэнтий,Эмэгтэй,264,386,170,160,62,181,129,145,97,105,0,0,261,0,0,278,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улаанбаатар,Нийт,4897,4225,1556,2797,2847,1081,1125,1644,1753,1090,1114,388,1529,962,1325,666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улаанбаатар,Эрэгтэй,2088,1611,1084,1823,1757,453,699,852,1228,476,536,388,1001,651,891,298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Улаанбаатар,Эмэгтэй,2809,2614,472,974,1090,628,426,792,525,614,578,0,528,311,434,368,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хан-Уул,Нийт,53,855,0,0,0,0,111,319,205,393,136,93,152,191,65,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хан-Уул,Эрэгтэй,0,259,0,0,0,0,111,232,0,156,63,93,97,133,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Хан-Уул,Эмэгтэй,53,597,0,0,0,0,0,87,205,237,73,0,55,58,65,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Багануур Багахангай,Нийт,7,0,120,0,65,0,62,31,70,157,32,0,0,56,0,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Багануур Багахангай,Эрэгтэй,0,0,85,0,65,0,31,31,70,64,0,0,0,56,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Багануур Багахангай,Эмэгтэй,7,0,36,0,0,0,31,0,0,93,32,0,0,0,0,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянзүрх,Нийт,1053,1967,424,1961,1109,227,415,280,725,178,193,0,312,286,505,111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянзүрх,Эрэгтэй,86,998,281,1241,1109,136,198,153,725,0,193,0,240,105,338,111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянзүрх,Эмэгтэй,968,969,143,720,0,91,217,127,0,178,0,0,72,181,167,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Налайх,Нийт,58,0,0,0,371,93,38,89,180,66,0,0,0,0,61,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Налайх,Эрэгтэй,0,0,0,0,0,93,0,29,106,35,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Налайх,Эмэгтэй,58,0,0,0,371,0,38,60,74,31,0,0,0,0,61,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянгол,Нийт,1049,294,271,734,0,0,103,126,103,0,218,181,260,45,99,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянгол,Эрэгтэй,588,0,105,582,0,0,103,0,0,0,118,181,156,45,48,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Баянгол,Эмэгтэй,462,294,166,152,0,0,0,126,103,0,100,0,104,0,51,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69, Сүхбаатар,Нийт,727,519,237,0,514,106,179,133,397,146,150,0,117,237,267,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69, Сүхбаатар,Эрэгтэй,123,296,237,0,0,0,179,0,327,146,77,0,53,165,216,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69, Сүхбаатар,Эмэгтэй,604,222,0,0,514,106,0,133,70,0,73,0,64,72,51,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Чингэлтэй,Нийт,583,59,275,102,205,334,217,152,73,150,85,0,276,0,126,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Чингэлтэй,Эрэгтэй,350,59,147,0,0,224,77,68,0,75,85,0,222,0,87,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Чингэлтэй,Эмэгтэй,233,0,128,102,205,110,140,84,73,75,0,0,54,0,39,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сонгинохайрхан,Нийт,1365,531,228,0,582,321,0,514,0,0,300,114,412,147,202,370,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сонгинохайрхан,Эрэгтэй,942,0,228,0,582,0,0,339,0,0,0,114,233,147,202,187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
65-69,Сонгинохайрхан,Эмэгтэй,424,531,0,0,0,321,0,175,0,0,300,0,179,0,0,183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Улсын дүн,Нийт,5993,6748,4656,5144,6669,6541,6864,6463,5320,4739,5414,4978,8813,6358,4581,3231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Улсын дүн,Эрэгтэй,3560,4171,2720,2671,3643,3153,4065,3848,3323,2599,3210,2930,4503,4002,2539,1548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Улсын дүн,Эмэгтэй,2433,2577,1936,2473,3025,3388,2799,2615,1997,2140,2204,2048,4310,2356,2042,1683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баруун бүс,Нийт,1772,1864,724,1669,1396,1264,1044,1132,1099,1074,1056,1125,2015,815,813,685,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баруун бүс,Эрэгтэй,886,1199,437,863,853,705,600,610,618,679,525,691,1097,469,448,423,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баруун бүс,Эмэгтэй,886,664,287,807,543,559,444,522,481,395,531,434,918,346,365,262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баян-Өлгий,Нийт,227,252,66,0,14,140,195,57,65,0,0,43,656,49,99,307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баян-Өлгий,Эрэгтэй,227,140,66,0,14,140,195,57,65,0,0,43,360,0,46,214,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баян-Өлгий,Эмэгтэй,0,111,0,0,0,0,0,0,0,0,0,0,296,49,53,93,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Говь-Алтай,Нийт,265,120,213,130,223,150,261,200,112,212,112,147,439,214,220,112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Говь-Алтай,Эрэгтэй,72,102,19,55,143,42,174,117,38,176,75,147,273,159,56,112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Говь-Алтай,Эмэгтэй,193,19,194,75,80,108,87,83,74,36,37,0,166,55,164,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Завхан,Нийт,305,710,302,246,790,368,401,449,631,542,728,674,532,116,163,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Завхан,Эрэгтэй,240,453,224,132,567,245,132,248,419,267,367,412,267,116,163,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Завхан,Эмэгтэй,66,257,78,114,223,123,269,201,212,275,361,262,265,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Увс,Нийт,607,348,57,935,152,71,130,170,181,215,128,129,46,110,95,97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Увс,Эрэгтэй,348,138,57,468,61,27,42,85,44,131,39,0,0,58,46,97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Увс,Эмэгтэй,259,210,0,467,91,43,88,85,137,84,89,129,46,52,49,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Ховд,Нийт,368,433,87,359,217,535,57,256,110,105,88,132,342,326,236,169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Ховд,Эрэгтэй,0,367,72,208,68,251,57,103,52,105,44,89,197,136,137,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Ховд,Эмэгтэй,368,67,15,151,149,284,0,153,58,0,44,43,145,190,99,169,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Хангайн бүс,Нийт,1758,1846,778,1188,1104,1230,1613,1863,1664,1578,1234,1626,2084,1672,1900,450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Хангайн бүс,Эрэгтэй,1020,1046,608,538,487,567,1107,1222,1138,839,903,972,1183,1083,1089,216,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Хангайн бүс,Эмэгтэй,737,800,170,651,617,663,506,641,526,739,331,654,901,589,811,234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Архангай,Нийт,90,291,0,498,402,0,548,198,367,609,288,477,302,176,467,351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Архангай,Эрэгтэй,46,150,0,255,159,0,334,76,245,441,288,266,177,117,293,117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Архангай,Эмэгтэй,44,141,0,243,242,0,214,122,122,168,0,211,125,59,174,234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баянхонгор,Нийт,400,326,214,54,0,0,0,0,537,106,62,107,277,210,103,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баянхонгор,Эрэгтэй,381,153,162,54,0,0,0,0,192,0,0,0,224,157,103,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Баянхонгор,Эмэгтэй,19,173,53,0,0,0,0,0,345,106,62,107,53,53,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Булган,Нийт,223,0,116,40,234,188,0,331,181,82,128,147,60,220,158,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Булган,Эрэгтэй,190,0,47,22,234,74,0,148,181,82,86,110,0,166,109,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Булган,Эмэгтэй,34,0,69,18,0,114,0,183,0,0,42,37,60,54,49,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Орхон,Нийт,217,0,328,54,368,145,187,74,0,0,57,98,282,285,309,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Орхон,Эрэгтэй,0,0,292,54,93,145,124,74,0,0,57,49,171,112,177,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Орхон,Эмэгтэй,217,0,36,0,275,0,63,0,0,0,0,49,111,173,132,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Өвөрхангай,Нийт,450,509,108,439,0,150,290,570,410,611,608,459,504,489,739,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
70+,Өвөрхангай,Эрэгтэй,125,383,108,49,0,150,144,406,351,316,381,459,309,354,345,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
