Төрөл,Бүс,Он,value
Механизм,    Булган,1947,
Механизм,    Булган,1946,
Механизм,    Булган,1945,
Механизм,    Булган,1944,
Механизм,    Булган,1943,
Механизм,    Булган,1942,
Механизм,    Булган,1941,
Механизм,    Булган,1940,
Механизм,    Орхон,2025,484.0
Механизм,    Орхон,2024,425.0
Механизм,    Орхон,2023,383.0
Механизм,    Орхон,2022,334.0
Механизм,    Орхон,2021,311.0
Механизм,    Орхон,2020,261.0
Механизм,    Орхон,2019,228.0
Механизм,    Орхон,2018,211.0
Механизм,    Орхон,2017,197.0
Механизм,    Орхон,2016,179.0
Механизм,    Орхон,2015,187.0
Механизм,    Орхон,2014,172.0
Механизм,    Орхон,2013,141.0
Механизм,    Орхон,2012,92.0
Механизм,    Орхон,1957,
Механизм,    Орхон,1956,
Механизм,    Орхон,1955,
Механизм,    Орхон,1954,
Механизм,    Орхон,1953,
Механизм,    Орхон,1952,
Механизм,    Орхон,1951,
Механизм,    Орхон,1950,
Механизм,    Орхон,1949,
Механизм,    Орхон,1948,
Механизм,    Орхон,1947,
Механизм,    Орхон,1946,
Механизм,    Орхон,1945,
Механизм,    Орхон,1944,
Механизм,    Орхон,1943,
Механизм,    Орхон,1942,
Механизм,    Орхон,1941,
Механизм,    Орхон,1940,
Механизм,    Өвөрхангай,2025,319.0
Механизм,    Өвөрхангай,2024,294.0
Механизм,    Өвөрхангай,2023,262.0
Механизм,    Өвөрхангай,2022,304.0
Механизм,    Өвөрхангай,2021,327.0
Механизм,    Өвөрхангай,2020,303.0
Механизм,    Өвөрхангай,2019,280.0
Механизм,    Өвөрхангай,2018,271.0
Механизм,    Өвөрхангай,2017,255.0
Механизм,    Өвөрхангай,2016,213.0
Механизм,    Өвөрхангай,2015,207.0
Механизм,    Өвөрхангай,2014,165.0
Механизм,    Өвөрхангай,2013,146.0
Механизм,    Өвөрхангай,2012,132.0
Механизм,    Өвөрхангай,1957,
Механизм,    Өвөрхангай,1956,
Механизм,    Өвөрхангай,1955,
Механизм,    Өвөрхангай,1954,
Механизм,    Өвөрхангай,1953,
Механизм,    Өвөрхангай,1952,
Механизм,    Өвөрхангай,1951,
Механизм,    Өвөрхангай,1950,
Механизм,    Өвөрхангай,1949,
Механизм,    Өвөрхангай,1948,
Механизм,    Өвөрхангай,1947,
Механизм,    Өвөрхангай,1946,
Механизм,    Өвөрхангай,1945,
Механизм,    Өвөрхангай,1944,
Механизм,    Өвөрхангай,1943,
Механизм,    Өвөрхангай,1942,
Механизм,    Өвөрхангай,1941,
Механизм,    Өвөрхангай,1940,
Механизм,    Хөвсгөл,2025,244.0
Механизм,    Хөвсгөл,2024,209.0
Механизм,    Хөвсгөл,2023,176.0
Механизм,    Хөвсгөл,2022,154.0
Механизм,    Хөвсгөл,2021,131.0
Механизм,    Хөвсгөл,2020,124.0
Механизм,    Хөвсгөл,2019,93.0
Механизм,    Хөвсгөл,2018,80.0
Механизм,    Хөвсгөл,2017,68.0
Механизм,    Хөвсгөл,2016,61.0
Механизм,    Хөвсгөл,2015,49.0
Механизм,    Хөвсгөл,2014,44.0
Механизм,    Хөвсгөл,2013,30.0
Механизм,    Хөвсгөл,2012,17.0
Механизм,    Хөвсгөл,1957,
Механизм,    Хөвсгөл,1956,
Механизм,    Хөвсгөл,1955,
Механизм,    Хөвсгөл,1954,
Механизм,    Хөвсгөл,1953,
Механизм,    Хөвсгөл,1952,
Механизм,    Хөвсгөл,1951,
Механизм,    Хөвсгөл,1950,
Механизм,    Хөвсгөл,1949,
Механизм,    Хөвсгөл,1948,
Механизм,    Хөвсгөл,1947,
Механизм,    Хөвсгөл,1946,
Механизм,    Хөвсгөл,1945,
Механизм,    Хөвсгөл,1944,
Механизм,    Хөвсгөл,1943,
Механизм,    Хөвсгөл,1942,
Механизм,    Хөвсгөл,1941,
Механизм,    Хөвсгөл,1940,
Механизм,Төвийн бүс,2025,4365.0
Механизм,Төвийн бүс,2024,3737.0
Механизм,Төвийн бүс,2023,2875.0
Механизм,Төвийн бүс,2022,2824.0
Механизм,Төвийн бүс,2021,2612.0
Механизм,Төвийн бүс,2020,2288.0
Механизм,Төвийн бүс,2019,1994.0
Механизм,Төвийн бүс,2018,1842.0
Механизм,Төвийн бүс,2017,1586.0
Механизм,Төвийн бүс,2016,1390.0
Механизм,Төвийн бүс,2015,1251.0
Механизм,Төвийн бүс,2014,997.0
Механизм,Төвийн бүс,2013,850.0
Механизм,Төвийн бүс,2012,662.0
Механизм,Төвийн бүс,1957,
Механизм,Төвийн бүс,1956,
Механизм,Төвийн бүс,1955,
Механизм,Төвийн бүс,1954,
Механизм,Төвийн бүс,1953,
Механизм,Төвийн бүс,1952,
Механизм,Төвийн бүс,1951,
Механизм,Төвийн бүс,1950,
Механизм,Төвийн бүс,1949,
Механизм,Төвийн бүс,1948,
Механизм,Төвийн бүс,1947,
Механизм,Төвийн бүс,1946,
Механизм,Төвийн бүс,1945,
Механизм,Төвийн бүс,1944,
Механизм,Төвийн бүс,1943,
Механизм,Төвийн бүс,1942,
Механизм,Төвийн бүс,1941,
Механизм,Төвийн бүс,1940,
Механизм,    Говьсүмбэр,2025,68.0
Механизм,    Говьсүмбэр,2024,63.0
Механизм,    Говьсүмбэр,2023,55.0
Механизм,    Говьсүмбэр,2022,48.0
Механизм,    Говьсүмбэр,2021,47.0
Механизм,    Говьсүмбэр,2020,38.0
Механизм,    Говьсүмбэр,2019,35.0
Механизм,    Говьсүмбэр,2018,32.0
Механизм,    Говьсүмбэр,2017,28.0
Механизм,    Говьсүмбэр,2016,24.0
Механизм,    Говьсүмбэр,2015,25.0
Механизм,    Говьсүмбэр,2014,26.0
Механизм,    Говьсүмбэр,2013,17.0
Механизм,    Говьсүмбэр,2012,13.0
Механизм,    Говьсүмбэр,1957,
Механизм,    Говьсүмбэр,1956,
Механизм,    Говьсүмбэр,1955,
Механизм,    Говьсүмбэр,1954,
Механизм,    Говьсүмбэр,1953,
Механизм,    Говьсүмбэр,1952,
Механизм,    Говьсүмбэр,1951,
Механизм,    Говьсүмбэр,1950,
Механизм,    Говьсүмбэр,1949,
Механизм,    Говьсүмбэр,1948,
Механизм,    Говьсүмбэр,1947,
Механизм,    Говьсүмбэр,1946,
Механизм,    Говьсүмбэр,1945,
Механизм,    Говьсүмбэр,1944,
Механизм,    Говьсүмбэр,1943,
Механизм,    Говьсүмбэр,1942,
Механизм,    Говьсүмбэр,1941,
Механизм,    Говьсүмбэр,1940,
Механизм,    Дархан-Уул,2025,845.0
Механизм,    Дархан-Уул,2024,698.0
Механизм,    Дархан-Уул,2023,624.0
Механизм,    Дархан-Уул,2022,610.0
Механизм,    Дархан-Уул,2021,574.0
Механизм,    Дархан-Уул,2020,473.0
Механизм,    Дархан-Уул,2019,432.0
Механизм,    Дархан-Уул,2018,372.0
Механизм,    Дархан-Уул,2017,341.0
Механизм,    Дархан-Уул,2016,308.0
Механизм,    Дархан-Уул,2015,266.0
Механизм,    Дархан-Уул,2014,217.0
Механизм,    Дархан-Уул,2013,180.0
Механизм,    Дархан-Уул,2012,117.0
Механизм,    Дархан-Уул,1957,
Механизм,    Дархан-Уул,1956,
Механизм,    Дархан-Уул,1955,
Механизм,    Дархан-Уул,1954,
Механизм,    Дархан-Уул,1953,
Механизм,    Дархан-Уул,1952,
Механизм,    Дархан-Уул,1951,
Механизм,    Дархан-Уул,1950,
Механизм,    Дархан-Уул,1949,
Механизм,    Дархан-Уул,1948,
Механизм,    Дархан-Уул,1947,
Механизм,    Дархан-Уул,1946,
Механизм,    Дархан-Уул,1945,
Механизм,    Дархан-Уул,1944,
Механизм,    Дархан-Уул,1943,
Механизм,    Дархан-Уул,1942,
Механизм,    Дархан-Уул,1941,
Механизм,    Дархан-Уул,1940,
Механизм,    Дорноговь,2025,355.0
Механизм,    Дорноговь,2024,271.0
Механизм,    Дорноговь,2023,227.0
Механизм,    Дорноговь,2022,204.0
Механизм,    Дорноговь,2021,200.0
Механизм,    Дорноговь,2020,172.0
Механизм,    Дорноговь,2019,157.0
Механизм,    Дорноговь,2018,141.0
Механизм,    Дорноговь,2017,105.0
Механизм,    Дорноговь,2016,88.0
Механизм,    Дорноговь,2015,75.0
Механизм,    Дорноговь,2014,69.0
Механизм,    Дорноговь,2013,77.0
Механизм,    Дорноговь,2012,57.0
Механизм,    Дорноговь,1957,
Механизм,    Дорноговь,1956,
Механизм,    Дорноговь,1955,
Механизм,    Дорноговь,1954,
Механизм,    Дорноговь,1953,
Механизм,    Дорноговь,1952,
Механизм,    Дорноговь,1951,
Механизм,    Дорноговь,1950,
Механизм,    Дорноговь,1949,
Механизм,    Дорноговь,1948,
Механизм,    Дорноговь,1947,
Механизм,    Дорноговь,1946,
Механизм,    Дорноговь,1945,
Механизм,    Дорноговь,1944,
Механизм,    Дорноговь,1943,
Механизм,    Дорноговь,1942,
Механизм,    Дорноговь,1941,
Механизм,    Дорноговь,1940,
Механизм,    Дундговь,2025,135.0
Механизм,    Дундговь,2024,133.0
Механизм,    Дундговь,2023,85.0
Механизм,    Дундговь,2022,74.0
Механизм,    Дундговь,2021,74.0
Механизм,    Дундговь,2020,61.0
Механизм,    Дундговь,2019,54.0
Механизм,    Дундговь,2018,43.0
Механизм,    Дундговь,2017,33.0
Механизм,    Дундговь,2016,20.0
Механизм,    Дундговь,2015,19.0
Механизм,    Дундговь,2014,18.0
Механизм,    Дундговь,2013,8.0
Механизм,    Дундговь,2012,7.0
Механизм,    Дундговь,1957,
Механизм,    Дундговь,1956,
Механизм,    Дундговь,1955,
Механизм,    Дундговь,1954,
Механизм,    Дундговь,1953,
Механизм,    Дундговь,1952,
Механизм,    Дундговь,1951,
Механизм,    Дундговь,1950,
Механизм,    Дундговь,1949,
Механизм,    Дундговь,1948,
Механизм,    Дундговь,1947,
Механизм,    Дундговь,1946,
Механизм,    Дундговь,1945,
Механизм,    Дундговь,1944,
Механизм,    Дундговь,1943,
Механизм,    Дундговь,1942,
Механизм,    Дундговь,1941,
Механизм,    Дундговь,1940,
Механизм,    Өмнөговь,2025,1570.0
Механизм,    Өмнөговь,2024,1388.0
Механизм,    Өмнөговь,2023,939.0
Механизм,    Өмнөговь,2022,887.0
Механизм,    Өмнөговь,2021,771.0
Механизм,    Өмнөговь,2020,682.0
Механизм,    Өмнөговь,2019,562.0
Механизм,    Өмнөговь,2018,529.0
Механизм,    Өмнөговь,2017,445.0
Механизм,    Өмнөговь,2016,396.0
Механизм,    Өмнөговь,2015,384.0
Механизм,    Өмнөговь,2014,305.0
Механизм,    Өмнөговь,2013,269.0
Механизм,    Өмнөговь,2012,210.0
Механизм,    Өмнөговь,1957,
Механизм,    Өмнөговь,1956,
Механизм,    Өмнөговь,1955,
Механизм,    Өмнөговь,1954,
Механизм,    Өмнөговь,1953,
Механизм,    Өмнөговь,1952,
Механизм,    Өмнөговь,1951,
Механизм,    Өмнөговь,1950,
Механизм,    Өмнөговь,1949,
Механизм,    Өмнөговь,1948,
Механизм,    Өмнөговь,1947,
Механизм,    Өмнөговь,1946,
Механизм,    Өмнөговь,1945,
Механизм,    Өмнөговь,1944,
Механизм,    Өмнөговь,1943,
Механизм,    Өмнөговь,1942,
Механизм,    Өмнөговь,1941,
Механизм,    Өмнөговь,1940,
Механизм,    Сэлэнгэ,2025,874.0
Механизм,    Сэлэнгэ,2024,757.0
Механизм,    Сэлэнгэ,2023,604.0
Механизм,    Сэлэнгэ,2022,652.0
Механизм,    Сэлэнгэ,2021,612.0
Механизм,    Сэлэнгэ,2020,556.0
Механизм,    Сэлэнгэ,2019,486.0
Механизм,    Сэлэнгэ,2018,469.0
Механизм,    Сэлэнгэ,2017,428.0
Механизм,    Сэлэнгэ,2016,371.0
Механизм,    Сэлэнгэ,2015,331.0
Механизм,    Сэлэнгэ,2014,237.0
Механизм,    Сэлэнгэ,2013,194.0
Механизм,    Сэлэнгэ,2012,150.0
Механизм,    Сэлэнгэ,1957,
Механизм,    Сэлэнгэ,1956,
Механизм,    Сэлэнгэ,1955,
Механизм,    Сэлэнгэ,1954,
Механизм,    Сэлэнгэ,1953,
Механизм,    Сэлэнгэ,1952,
Механизм,    Сэлэнгэ,1951,
Механизм,    Сэлэнгэ,1950,
Механизм,    Сэлэнгэ,1949,
Механизм,    Сэлэнгэ,1948,
Механизм,    Сэлэнгэ,1947,
Механизм,    Сэлэнгэ,1946,
Механизм,    Сэлэнгэ,1945,
Механизм,    Сэлэнгэ,1944,
Механизм,    Сэлэнгэ,1943,
Механизм,    Сэлэнгэ,1942,
Механизм,    Сэлэнгэ,1941,
Механизм,    Сэлэнгэ,1940,
Механизм,    Төв,2025,518.0
Механизм,    Төв,2024,427.0
Механизм,    Төв,2023,341.0
Механизм,    Төв,2022,349.0
Механизм,    Төв,2021,334.0
Механизм,    Төв,2020,306.0
Механизм,    Төв,2019,268.0
Механизм,    Төв,2018,256.0
Механизм,    Төв,2017,206.0
Механизм,    Төв,2016,183.0
Механизм,    Төв,2015,151.0
Механизм,    Төв,2014,125.0
Механизм,    Төв,2013,105.0
Механизм,    Төв,2012,108.0
Механизм,    Төв,1957,
Механизм,    Төв,1956,
Механизм,    Төв,1955,
Механизм,    Төв,1954,
Механизм,    Төв,1953,
Механизм,    Төв,1952,
Механизм,    Төв,1951,
Механизм,    Төв,1950,
Механизм,    Төв,1949,
Механизм,    Төв,1948,
Механизм,    Төв,1947,
Механизм,    Төв,1946,
Механизм,    Төв,1945,
Механизм,    Төв,1944,
Механизм,    Төв,1943,
Механизм,    Төв,1942,
Механизм,    Төв,1941,
Механизм,    Төв,1940,
Механизм,Зүүн бүс,2025,610.0
Механизм,Зүүн бүс,2024,473.0
Механизм,Зүүн бүс,2023,405.0
Механизм,Зүүн бүс,2022,384.0
Механизм,Зүүн бүс,2021,387.0
Механизм,Зүүн бүс,2020,345.0
Механизм,Зүүн бүс,2019,286.0
Механизм,Зүүн бүс,2018,278.0
Механизм,Зүүн бүс,2017,234.0
Механизм,Зүүн бүс,2016,207.0
Механизм,Зүүн бүс,2015,177.0
Механизм,Зүүн бүс,2014,158.0
Механизм,Зүүн бүс,2013,148.0
Механизм,Зүүн бүс,2012,121.0
Механизм,Зүүн бүс,1957,
Механизм,Зүүн бүс,1956,
Механизм,Зүүн бүс,1955,
Механизм,Зүүн бүс,1954,
Механизм,Зүүн бүс,1953,
Механизм,Зүүн бүс,1952,
Механизм,Зүүн бүс,1951,
Механизм,Зүүн бүс,1950,
Механизм,Зүүн бүс,1949,
Механизм,Зүүн бүс,1948,
Механизм,Зүүн бүс,1947,
Механизм,Зүүн бүс,1946,
Механизм,Зүүн бүс,1945,
Механизм,Зүүн бүс,1944,
Механизм,Зүүн бүс,1943,
Механизм,Зүүн бүс,1942,
Механизм,Зүүн бүс,1941,
Механизм,Зүүн бүс,1940,
Механизм,    Дорнод,2025,299.0
Механизм,    Дорнод,2024,243.0
Механизм,    Дорнод,2023,215.0
Механизм,    Дорнод,2022,221.0
Механизм,    Дорнод,2021,237.0
Механизм,    Дорнод,2020,226.0
Механизм,    Дорнод,2019,192.0
Механизм,    Дорнод,2018,190.0
Механизм,    Дорнод,2017,157.0
Механизм,    Дорнод,2016,140.0
Механизм,    Дорнод,2015,117.0
Механизм,    Дорнод,2014,104.0
Механизм,    Дорнод,2013,97.0
Механизм,    Дорнод,2012,78.0
Механизм,    Дорнод,1957,
Механизм,    Дорнод,1956,
Механизм,    Дорнод,1955,
Механизм,    Дорнод,1954,
Механизм,    Дорнод,1953,
Механизм,    Дорнод,1952,
Механизм,    Дорнод,1951,
Механизм,    Дорнод,1950,
Механизм,    Дорнод,1949,
Механизм,    Дорнод,1948,
Механизм,    Дорнод,1947,
Механизм,    Дорнод,1946,
Механизм,    Дорнод,1945,
Механизм,    Дорнод,1944,
Механизм,    Дорнод,1943,
Механизм,    Дорнод,1942,
Механизм,    Дорнод,1941,
Механизм,    Дорнод,1940,
Механизм,    Сүхбаатар,2025,95.0
Механизм,    Сүхбаатар,2024,60.0
Механизм,    Сүхбаатар,2023,48.0
Механизм,    Сүхбаатар,2022,36.0
Механизм,    Сүхбаатар,2021,34.0
Механизм,    Сүхбаатар,2020,32.0
Механизм,    Сүхбаатар,2019,26.0
Механизм,    Сүхбаатар,2018,23.0
Механизм,    Сүхбаатар,2017,19.0
Механизм,    Сүхбаатар,2016,16.0
Механизм,    Сүхбаатар,2015,16.0
Механизм,    Сүхбаатар,2014,15.0
Механизм,    Сүхбаатар,2013,22.0
Механизм,    Сүхбаатар,2012,22.0
Механизм,    Сүхбаатар,1957,
Механизм,    Сүхбаатар,1956,
Механизм,    Сүхбаатар,1955,
Механизм,    Сүхбаатар,1954,
Механизм,    Сүхбаатар,1953,
Механизм,    Сүхбаатар,1952,
Механизм,    Сүхбаатар,1951,
Механизм,    Сүхбаатар,1950,
Механизм,    Сүхбаатар,1949,
Механизм,    Сүхбаатар,1948,
Механизм,    Сүхбаатар,1947,
Механизм,    Сүхбаатар,1946,
Механизм,    Сүхбаатар,1945,
Механизм,    Сүхбаатар,1944,
Механизм,    Сүхбаатар,1943,
Механизм,    Сүхбаатар,1942,
Механизм,    Сүхбаатар,1941,
Механизм,    Сүхбаатар,1940,
Механизм,    Хэнтий,2025,216.0
Механизм,    Хэнтий,2024,170.0
Механизм,    Хэнтий,2023,142.0
Механизм,    Хэнтий,2022,127.0
Механизм,    Хэнтий,2021,116.0
Механизм,    Хэнтий,2020,87.0
Механизм,    Хэнтий,2019,68.0
Механизм,    Хэнтий,2018,65.0
Механизм,    Хэнтий,2017,58.0
Механизм,    Хэнтий,2016,51.0
Механизм,    Хэнтий,2015,44.0
Механизм,    Хэнтий,2014,39.0
Механизм,    Хэнтий,2013,29.0
Механизм,    Хэнтий,2012,21.0
Механизм,    Хэнтий,1957,
Механизм,    Хэнтий,1956,
Механизм,    Хэнтий,1955,
Механизм,    Хэнтий,1954,
Механизм,    Хэнтий,1953,
Механизм,    Хэнтий,1952,
Механизм,    Хэнтий,1951,
Механизм,    Хэнтий,1950,
Механизм,    Хэнтий,1949,
Механизм,    Хэнтий,1948,
Механизм,    Хэнтий,1947,
Механизм,    Хэнтий,1946,
Механизм,    Хэнтий,1945,
Механизм,    Хэнтий,1944,
Механизм,    Хэнтий,1943,
Механизм,    Хэнтий,1942,
Механизм,    Хэнтий,1941,
Механизм,    Хэнтий,1940,
Механизм,Улаанбаатар,2025,16315.0
Механизм,Улаанбаатар,2024,15026.0
Механизм,Улаанбаатар,2023,11946.0
Механизм,Улаанбаатар,2022,12705.0
Механизм,Улаанбаатар,2021,12000.0
Механизм,Улаанбаатар,2020,10988.0
Механизм,Улаанбаатар,2019,10120.0
Механизм,Улаанбаатар,2018,9410.0
Механизм,Улаанбаатар,2017,8599.0
Механизм,Улаанбаатар,2016,8200.0
Механизм,Улаанбаатар,2015,7748.0
Механизм,Улаанбаатар,2014,7418.0
Механизм,Улаанбаатар,2013,6878.0
Механизм,Улаанбаатар,2012,6007.0
Механизм,Улаанбаатар,1957,
Механизм,Улаанбаатар,1956,
Механизм,Улаанбаатар,1955,
Механизм,Улаанбаатар,1954,
Механизм,Улаанбаатар,1953,
Механизм,Улаанбаатар,1952,
Механизм,Улаанбаатар,1951,
Механизм,Улаанбаатар,1950,
Механизм,Улаанбаатар,1949,
Механизм,Улаанбаатар,1948,
Механизм,Улаанбаатар,1947,
Механизм,Улаанбаатар,1946,
Механизм,Улаанбаатар,1945,
Механизм,Улаанбаатар,1944,
Механизм,Улаанбаатар,1943,
Механизм,Улаанбаатар,1942,
Механизм,Улаанбаатар,1941,
Механизм,Улаанбаатар,1940,
Механизм,    Улаанбаатар,2025,16315.0
Механизм,    Улаанбаатар,2024,15026.0
Механизм,    Улаанбаатар,2023,11946.0
Механизм,    Улаанбаатар,2022,12705.0
Механизм,    Улаанбаатар,2021,12000.0
Механизм,    Улаанбаатар,2020,10988.0
Механизм,    Улаанбаатар,2019,10120.0
Механизм,    Улаанбаатар,2018,9410.0
Механизм,    Улаанбаатар,2017,8599.0
Механизм,    Улаанбаатар,2016,8200.0
Механизм,    Улаанбаатар,2015,7748.0
Механизм,    Улаанбаатар,2014,7418.0
Механизм,    Улаанбаатар,2013,6878.0
Механизм,    Улаанбаатар,2012,6007.0
Механизм,    Улаанбаатар,1957,
Механизм,    Улаанбаатар,1956,
Механизм,    Улаанбаатар,1955,
Механизм,    Улаанбаатар,1954,
Механизм,    Улаанбаатар,1953,
Механизм,    Улаанбаатар,1952,
Механизм,    Улаанбаатар,1951,
Механизм,    Улаанбаатар,1950,
Механизм,    Улаанбаатар,1949,
Механизм,    Улаанбаатар,1948,
Механизм,    Улаанбаатар,1947,
Механизм,    Улаанбаатар,1946,
Механизм,    Улаанбаатар,1945,
Механизм,    Улаанбаатар,1944,
Механизм,    Улаанбаатар,1943,
Механизм,    Улаанбаатар,1942,
Механизм,    Улаанбаатар,1941,
Механизм,    Улаанбаатар,1940,
Чиргүүл,Улсын дүн,2025,82325.0
Чиргүүл,Улсын дүн,2024,80433.0
Чиргүүл,Улсын дүн,2023,73055.0
Чиргүүл,Улсын дүн,2022,64169.0
Чиргүүл,Улсын дүн,2021,52997.0
Чиргүүл,Улсын дүн,2020,40616.0
Чиргүүл,Улсын дүн,2019,47972.0
Чиргүүл,Улсын дүн,2018,31043.0
Чиргүүл,Улсын дүн,2017,25596.0
Чиргүүл,Улсын дүн,2016,22169.0
Чиргүүл,Улсын дүн,2015,21039.0
Чиргүүл,Улсын дүн,2014,21059.0
Чиргүүл,Улсын дүн,2013,20369.0
Чиргүүл,Улсын дүн,2012,19435.0
Чиргүүл,Улсын дүн,1957,
Чиргүүл,Улсын дүн,1956,
Чиргүүл,Улсын дүн,1955,
Чиргүүл,Улсын дүн,1954,
Чиргүүл,Улсын дүн,1953,
Чиргүүл,Улсын дүн,1952,
Чиргүүл,Улсын дүн,1951,
Чиргүүл,Улсын дүн,1950,
Чиргүүл,Улсын дүн,1949,
Чиргүүл,Улсын дүн,1948,
Чиргүүл,Улсын дүн,1947,
Чиргүүл,Улсын дүн,1946,
Чиргүүл,Улсын дүн,1945,
Чиргүүл,Улсын дүн,1944,
Чиргүүл,Улсын дүн,1943,
Чиргүүл,Улсын дүн,1942,
Чиргүүл,Улсын дүн,1941,
Чиргүүл,Улсын дүн,1940,
Чиргүүл,Баруун бүс,2025,4075.0
Чиргүүл,Баруун бүс,2024,3416.0
Чиргүүл,Баруун бүс,2023,2402.0
Чиргүүл,Баруун бүс,2022,2104.0
Чиргүүл,Баруун бүс,2021,1821.0
Чиргүүл,Баруун бүс,2020,1607.0
Чиргүүл,Баруун бүс,2019,4066.0
Чиргүүл,Баруун бүс,2018,1240.0
Чиргүүл,Баруун бүс,2017,923.0
Чиргүүл,Баруун бүс,2016,809.0
Чиргүүл,Баруун бүс,2015,787.0
Чиргүүл,Баруун бүс,2014,742.0
Чиргүүл,Баруун бүс,2013,655.0
Чиргүүл,Баруун бүс,2012,490.0
Чиргүүл,Баруун бүс,1957,
Чиргүүл,Баруун бүс,1956,
Чиргүүл,Баруун бүс,1955,
Чиргүүл,Баруун бүс,1954,
Чиргүүл,Баруун бүс,1953,
Чиргүүл,Баруун бүс,1952,
Чиргүүл,Баруун бүс,1951,
Чиргүүл,Баруун бүс,1950,
Чиргүүл,Баруун бүс,1949,
Чиргүүл,Баруун бүс,1948,
Чиргүүл,Баруун бүс,1947,
Чиргүүл,Баруун бүс,1946,
Чиргүүл,Баруун бүс,1945,
Чиргүүл,Баруун бүс,1944,
Чиргүүл,Баруун бүс,1943,
Чиргүүл,Баруун бүс,1942,
Чиргүүл,Баруун бүс,1941,
Чиргүүл,Баруун бүс,1940,
Чиргүүл,    Баян-Өлгий,2025,500.0
Чиргүүл,    Баян-Өлгий,2024,382.0
Чиргүүл,    Баян-Өлгий,2023,308.0
Чиргүүл,    Баян-Өлгий,2022,297.0
Чиргүүл,    Баян-Өлгий,2021,223.0
Чиргүүл,    Баян-Өлгий,2020,180.0
Чиргүүл,    Баян-Өлгий,2019,189.0
Чиргүүл,    Баян-Өлгий,2018,126.0
Чиргүүл,    Баян-Өлгий,2017,107.0
Чиргүүл,    Баян-Өлгий,2016,110.0
Чиргүүл,    Баян-Өлгий,2015,126.0
Чиргүүл,    Баян-Өлгий,2014,122.0
Чиргүүл,    Баян-Өлгий,2013,117.0
Чиргүүл,    Баян-Өлгий,2012,116.0
Чиргүүл,    Баян-Өлгий,1957,
Чиргүүл,    Баян-Өлгий,1956,
Чиргүүл,    Баян-Өлгий,1955,
Чиргүүл,    Баян-Өлгий,1954,
Чиргүүл,    Баян-Өлгий,1953,
Чиргүүл,    Баян-Өлгий,1952,
Чиргүүл,    Баян-Өлгий,1951,
Чиргүүл,    Баян-Өлгий,1950,
Чиргүүл,    Баян-Өлгий,1949,
Чиргүүл,    Баян-Өлгий,1948,
Чиргүүл,    Баян-Өлгий,1947,
Чиргүүл,    Баян-Өлгий,1946,
Чиргүүл,    Баян-Өлгий,1945,
Чиргүүл,    Баян-Өлгий,1944,
Чиргүүл,    Баян-Өлгий,1943,
Чиргүүл,    Баян-Өлгий,1942,
Чиргүүл,    Баян-Өлгий,1941,
Чиргүүл,    Баян-Өлгий,1940,
Чиргүүл,    Говь-Алтай,2025,182.0
Чиргүүл,    Говь-Алтай,2024,142.0
Чиргүүл,    Говь-Алтай,2023,111.0
Чиргүүл,    Говь-Алтай,2022,119.0
Чиргүүл,    Говь-Алтай,2021,126.0
Чиргүүл,    Говь-Алтай,2020,110.0
Чиргүүл,    Говь-Алтай,2019,193.0
Чиргүүл,    Говь-Алтай,2018,95.0
Чиргүүл,    Говь-Алтай,2017,82.0
Чиргүүл,    Говь-Алтай,2016,69.0
Чиргүүл,    Говь-Алтай,2015,65.0
Чиргүүл,    Говь-Алтай,2014,58.0
Чиргүүл,    Говь-Алтай,2013,47.0
Чиргүүл,    Говь-Алтай,2012,43.0
Чиргүүл,    Говь-Алтай,1957,
Чиргүүл,    Говь-Алтай,1956,
Чиргүүл,    Говь-Алтай,1955,
Чиргүүл,    Говь-Алтай,1954,
Чиргүүл,    Говь-Алтай,1953,
Чиргүүл,    Говь-Алтай,1952,
Чиргүүл,    Говь-Алтай,1951,
Чиргүүл,    Говь-Алтай,1950,
Чиргүүл,    Говь-Алтай,1949,
Чиргүүл,    Говь-Алтай,1948,
Чиргүүл,    Говь-Алтай,1947,
Чиргүүл,    Говь-Алтай,1946,
Чиргүүл,    Говь-Алтай,1945,
Чиргүүл,    Говь-Алтай,1944,
Чиргүүл,    Говь-Алтай,1943,
Чиргүүл,    Говь-Алтай,1942,
Чиргүүл,    Говь-Алтай,1941,
Чиргүүл,    Говь-Алтай,1940,
Чиргүүл,    Завхан,2025,248.0
Чиргүүл,    Завхан,2024,196.0
Чиргүүл,    Завхан,2023,151.0
Чиргүүл,    Завхан,2022,154.0
Чиргүүл,    Завхан,2021,152.0
Чиргүүл,    Завхан,2020,131.0
Чиргүүл,    Завхан,2019,970.0
Чиргүүл,    Завхан,2018,100.0
Чиргүүл,    Завхан,2017,84.0
Чиргүүл,    Завхан,2016,82.0
Чиргүүл,    Завхан,2015,76.0
Чиргүүл,    Завхан,2014,71.0
Чиргүүл,    Завхан,2013,71.0
Чиргүүл,    Завхан,2012,70.0
Чиргүүл,    Завхан,1957,
Чиргүүл,    Завхан,1956,
Чиргүүл,    Завхан,1955,
Чиргүүл,    Завхан,1954,
Чиргүүл,    Завхан,1953,
Чиргүүл,    Завхан,1952,
Чиргүүл,    Завхан,1951,
Чиргүүл,    Завхан,1950,
Чиргүүл,    Завхан,1949,
Чиргүүл,    Завхан,1948,
Чиргүүл,    Завхан,1947,
Чиргүүл,    Завхан,1946,
Чиргүүл,    Завхан,1945,
